Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4_0,Unknown4_1,Unknown4_2,Unknown4_3,Unknown4_4,Unknown4_5,Unknown5
"983","846","0","341","49","100","100","0","0","0","0","2"
"984","847","596","0","141","21","100","54","6","0","0","1"
"985","850","0","591","50","0","100","5","0","0","0","1"
"986","851","0","0","24","50","100","0","0","0","0","1"
"987","851","0","248","52","0","100","2","0","0","0","2"
"988","852","0","0","31","114","1","0","0","0","0","1"
"989","853","0","0","31","114","1","0","0","0","0","1"
"990","855","0","0","24","25","100","0","0","0","0","1"
"991","855","0","596","80","0","200","9","0","0","0","2"
"992","857","0","823","26","0","100","5","0","0","0","1"
"993","858","0","599","26","0","100","2","0","0","0","1"
"994","859","363","0","23","10","100","0","0","0","0","1"
"995","860","363","0","23","20","100","0","0","0","0","1"
"996","861","363","0","23","40","100","0","0","0","0","1"
"997","862","0","927","52","0","100","1","0","0","0","1"
"998","863","0","0","22","0","100","0","0","0","0","1"
"999","864","0","0","22","0","100","0","0","0","0","1"
"1000","865","0","0","24","40","100","0","0","0","0","1"
"1001","865","0","927","178","1","100","1","149","1","1","2"
"1002","866","0","601","50","0","100","-1","0","0","0","1"
"1003","867","0","604","26","0","100","5","0","0","0","1"
"1004","868","0","0","22","0","100","0","0","0","0","1"
"1005","869","0","0","22","0","100","0","0","0","0","1"
"1006","870","0","0","24","30","100","0","0","0","0","1"
"1007","870","0","927","178","1","100","1","149","1","1","2"
"1008","871","0","605","50","0","100","2","0","0","0","1"
"1009","872","0","0","24","45","50","0","0","0","0","1"
"1010","873","0","0","27","15","100","5","25","0","0","1"
"1011","874","0","0","24","45","50","0","0","0","0","1"
"1012","876","0","610","26","0","100","9","0","0","0","1"
"1013","877","0","341","28","0","100","1","0","0","0","1"
"1014","878","0","0","222","30","100","40","0","0","0","1"
"1015","878","0","341","49","100","100","0","0","0","0","2"
"1016","880","571","0","24","10","100","0","0","0","0","1"
"1017","880","0","613","26","0","100","3","0","0","0","2"
"1018","881","0","604","26","0","100","5","0","0","0","1"
"1019","882","579","0","24","15","100","0","0","0","0","1"
"1020","883","0","0","24","10","100","0","0","0","0","1"
"1021","883","0","0","158","0","0","0","0","0","0","2"
"1022","883","0","0","164","10","50","0","0","0","0","3"
"1059","899","0","0","24","35","100","0","0","0","0","1"
"1060","899","0","0","158","0","0","0","0","0","0","2"
"1062","901","0","0","22","0","100","0","0","0","0","1"
"1063","902","0","0","22","0","100","0","0","0","0","1"
"1064","903","0","0","24","30","100","0","0","0","0","1"
"1065","903","0","927","178","1","100","1","149","1","1","2"
"1066","904","0","623","50","0","100","2","0","0","0","1"
"1067","905","0","0","24","40","50","0","0","0","0","1"
"1068","906","0","0","24","20","100","0","0","0","0","1"
"1069","907","601","0","24","6","100","0","0","0","0","1"
"1070","908","601","0","24","8","50","0","0","0","0","1"
"1071","908","601","0","24","8","50","0","1","0","0","2"
"1072","910","0","0","24","12","100","0","0","0","0","1"
"1073","910","0","379","54","1","100","4","0","0","0","2"
"1074","911","0","0","24","15","100","0","0","0","0","1"
"1075","912","0","633","54","10","100","5","0","0","0","1"
"1076","913","0","0","24","3","100","1","0","0","0","1"
"1077","914","0","635","50","0","100","9","0","0","0","1"
"1078","915","0","637","50","0","100","3","0","0","0","1"
"1079","916","0","0","22","0","100","0","0","0","0","1"
"1083","920","0","0","24","5","100","1","0","0","0","1"
"1084","921","0","0","24","16","100","0","0","0","0","1"
"1085","922","571","0","24","4","100","0","0","0","0","1"
"1086","923","571","0","24","9","50","0","0","0","0","1"
"1087","923","571","0","24","8","50","0","1","0","0","2"
"1088","924","0","0","0","0","100","0","0","0","0","1"
"1089","925","487","0","24","12","100","0","0","0","0","1"
"1090","925","487","0","24","6","100","0","1","0","0","2"
"1091","925","487","0","24","6","100","0","1","0","0","3"
"1092","926","487","0","24","14","100","0","0","0","0","1"
"1093","926","487","0","24","7","100","0","0","0","0","2"
"1094","926","487","0","24","7","100","0","0","0","0","3"
"1095","927","487","0","24","16","100","0","0","0","0","1"
"1096","927","487","0","24","8","100","0","1","0","0","2"
"1097","927","487","0","24","8","100","0","1","0","0","3"
"1099","928","0","852","28","0","100","1","0","0","0","1"
"1100","929","0","0","222","30","100","40","0","0","0","1"
"1101","929","0","852","49","100","0","0","0","0","0","2"
"1102","930","0","0","24","30","100","0","0","0","0","1"
"1103","930","0","0","177","149","0","0","0","0","0","2"
"1104","931","0","0","24","10","100","0","0","0","0","1"
"1105","932","0","0","24","20","100","0","0","0","0","1"
"1106","933","0","0","24","13","100","0","0","0","0","1"
"1107","933","0","0","24","13","100","0","0","0","0","2"
"1108","935","0","0","24","20","100","0","0","0","0","1"
"1109","937","0","0","24","10","100","1","0","0","0","1"
"1110","936","335","653","230","0","100","4","0","68","1","1"
"1111","938","0","0","24","40","100","0","0","0","0","1"
"1112","938","0","174","52","1","100","1","0","0","0","2"
"1113","939","0","0","24","20","100","0","0","0","0","1"
"1115","942","337","0","23","4","100","0","0","0","0","1"
"1116","941","0","0","24","16","100","0","0","0","0","1"
"1117","941","0","658","50","1","100","5","0","0","0","2"
"1118","943","0","0","24","20","100","0","0","0","0","1"
"1119","943","0","660","54","0","100","0","0","0","0","2"
"1120","944","0","0","24","3","100","0","0","0","0","1"
"1121","945","0","0","24","3","100","0","0","0","0","1"
"1122","946","0","0","24","3","100","0","0","0","0","1"
"1123","947","0","0","24","3","100","0","0","0","0","1"
"1124","948","0","0","24","3","100","0","0","0","0","1"
"1125","949","0","0","24","3","100","0","0","0","0","1"
"1126","945","0","661","54","0","100","0","0","0","0","2"
"1127","947","0","662","54","0","100","0","0","0","0","2"
"1128","950","0","0","68","15","100","0","0","0","0","1"
"1129","950","0","664","54","0","100","4","0","0","0","2"
"1130","951","0","0","62","5","100","0","0","0","0","1"
"1131","952","0","0","144","0","0","0","0","0","0","1"
"1132","953","0","0","24","13","100","0","0","0","0","1"
"1133","956","0","0","24","15","100","0","0","0","0","1"
"1134","956","0","0","177","149","0","0","0","0","0","2"
"1135","957","0","671","50","0","100","9","1","0","0","1"
"1163","733","571","0","24","10","50","0","1","0","0","3"
"1164","733","571","0","24","10","50","0","1","0","0","4"
"1165","733","0","154","50","0","50","3","0","127","0","5"
"1166","730","0","0","158","0","0","0","0","0","0","2"
"1167","743","0","516","50","0","100","3","0","0","0","2"
"1168","742","0","0","24","18","100","0","0","0","0","1"
"1169","978","0","0","24","4","100","1","0","0","0","1"
"1177","747","0","683","50","0","100","15","0","0","0","1"
"1178","747","0","0","159","0","0","0","0","0","0","2"
"1182","1004","0","0","62","200","100","0","0","0","0","1"
"1279","1077","571","0","24","3","100","0","0","0","0","1"
"1280","1077","571","0","24","3","100","0","1","0","0","2"
"1281","1077","571","0","24","3","100","0","1","0","0","3"
"1282","1077","0","542","50","0","100","2","1","0","0","4"
"1283","1078","571","0","24","3","100","0","0","0","0","1"
"1284","1078","571","0","24","3","100","0","1","0","0","2"
"1285","1078","571","0","24","3","100","0","1","0","0","3"
"1286","1078","0","542","50","0","100","2","1","0","0","4"
"1287","1079","571","0","24","3","100","0","0","0","0","1"
"1288","1079","571","0","24","3","100","0","1","0","0","2"
"1289","1079","571","0","24","3","100","0","1","0","0","3"
"1290","1079","0","542","50","0","100","2","1","0","0","4"
"1291","1080","0","0","62","10","100","0","0","0","0","1"
"1292","550","0","485","26","0","100","3","0","0","0","2"
"1293","923","571","0","24","9","50","0","1","0","0","3"
"1294","923","571","0","24","8","50","0","1","0","0","4"
"1295","923","0","641","50","0","200","3","0","0","0","5"
"1296","319","571","0","24","9","80","0","1","0","0","3"
"1297","319","0","166","50","0","200","4","0","0","0","4"
"1302","1087","0","853","28","0","100","0","0","0","0","1"
"1304","1088","0","853","49","100","0","0","0","0","0","1"
"1305","428","571","0","24","10","100","0","1","0","0","3"
"1306","428","571","0","29","10","100","0","64","0","0","4"
"1307","542","0","338","52","1","100","2","0","0","0","2"
"1308","1089","0","711","54","0","100","4","3","0","0","1"
"1309","1090","0","0","24","3","100","0","0","0","0","1"
"1310","1091","0","0","222","21","100","40","0","0","0","1"
"1311","1092","0","0","24","10","100","0","0","0","0","1"
"1312","1092","0","0","158","0","0","0","0","0","0","2"
"1313","1092","0","0","164","10","50","0","0","0","0","3"
"1314","1093","0","0","79","20","1000","0","0","0","0","1"
"1315","1093","0","0","116","0","100","0","0","0","0","2"
"1316","1094","0","0","79","20","1000","0","0","0","0","1"
"1318","1090","0","0","24","3","100","0","1","0","0","2"
"1319","1090","0","0","24","3","100","0","1","0","0","3"
"1320","1096","0","0","111","100","100","0","0","0","0","1"
"1321","1096","0","0","111","100","100","0","0","0","0","2"
"1322","1096","0","0","111","100","100","0","0","0","0","3"
"1323","1096","0","0","111","100","100","0","0","0","0","4"
"1324","1097","0","0","79","20","100","0","0","0","0","1"
"1325","1097","0","0","116","0","100","0","0","0","0","2"
"1326","1098","0","0","79","20","-1000","0","0","0","0","1"
"1330","1103","0","0","24","40","100","0","0","0","0","1"
"1331","1103","0","635","49","200","0","0","0","0","0","2"
"1332","817","0","0","24","15","100","0","0","0","0","1"
"1333","1106","0","0","79","20","10000","0","0","0","0","1"
"1334","1106","0","0","116","0","0","0","0","0","0","2"
"1335","1107","0","0","79","20","-10000","0","0","0","0","1"
"1336","908","601","0","24","8","50","0","1","0","0","3"
"1337","908","601","0","24","8","50","0","1","0","0","4"
"1338","908","0","627","50","0","200","3","0","0","0","5"
"1339","1108","0","0","31","28","0","0","0","0","0","1"
"1340","1109","0","0","31","28","1","0","0","0","0","1"
"1342","934","0","0","24","17","100","0","0","0","0","1"
"1343","934","0","248","52","1","100","2","0","0","0","2"
"1344","950","0","0","135","100","100","0","0","0","0","3"
"1345","369","0","203","80","0","200","5","0","0","0","2"
"1346","371","0","205","80","0","200","9","0","0","0","2"
"1347","1111","0","248","52","0","200","3","0","0","0","1"
"1348","827","0","0","24","30","100","0","0","0","0","1"
"1349","827","0","718","80","0","200","9","0","0","0","2"
"1350","327","0","171","80","0","200","9","0","0","0","2"
"1353","672","0","454","80","0","200","5","0","0","0","2"
"1354","401","605","0","23","8","100","0","0","0","0","2"
"1355","401","605","0","23","8","100","0","0","0","0","3"
"1356","401","0","229","80","0","200","9","0","0","0","4"
"1357","620","604","0","24","10","100","0","0","0","0","2"
"1358","620","604","0","24","10","100","0","0","0","0","3"
"1359","620","0","403","80","0","200","9","0","0","0","4"
"1360","607","0","0","158","0","0","0","0","0","0","2"
"1361","607","0","0","164","10","50","0","0","0","0","3"
"1363","1115","0","0","31","100","0","0","0","0","0","1"
"1364","1116","0","0","31","100","1","0","0","0","0","1"
"1365","1116","0","0","123","0","100","0","0","0","0","2"
"1368","670","0","0","121","50","0","0","0","0","0","2"
"1369","670","0","0","122","0","0","0","0","0","0","3"
"1370","670","0","720","26","0","100","3","0","0","0","4"
"1371","1118","0","0","79","20","10000","0","0","0","0","1"
"1372","1118","0","0","116","0","100","0","0","0","0","2"
"1373","1119","0","0","79","20","-10000","0","0","0","0","1"
"1376","436","498","0","24","5","100","0","0","0","0","2"
"1377","436","498","0","24","5","100","0","0","0","0","3"
"1378","436","499","0","23","5","101","0","0","0","0","4"
"1379","436","499","0","23","5","101","0","0","0","0","5"
"1380","436","499","0","23","5","101","0","0","0","0","6"
"1381","436","0","596","80","0","200","9","0","0","0","7"
"1382","679","0","403","80","0","200","9","0","0","0","2"
"1383","830","0","0","24","10","100","0","0","0","0","1"
"1384","830","0","721","50","0","100","4","0","0","0","2"
"1385","1120","0","725","77","0","100","0","0","0","0","1"
"1387","1121","0","822","49","100","20","0","0","0","0","1"
"1388","1121","0","0","111","20","100","0","0","0","0","2"
"1389","1122","0","822","49","100","0","0","0","0","0","1"
"1390","1122","0","0","111","1","100","0","0","0","0","2"
"1392","1125","0","0","53","4","100","0","0","0","0","1"
"1394","676","0","0","158","0","0","0","0","0","0","2"
"1395","685","0","0","158","0","0","0","0","0","0","2"
"1396","1129","0","0","31","28","0","0","0","0","0","1"
"1397","1130","0","0","31","28","100","0","0","0","0","1"
"1398","1131","0","0","22","0","100","0","0","0","0","1"
"1407","1140","0","0","128","24","100","0","0","0","0","1"
"1408","1096","0","0","111","100","100","0","0","0","0","5"
"1409","1096","0","0","111","100","100","0","0","0","0","6"
"1410","1141","0","0","22","0","100","0","0","0","0","1"
"1411","822","0","0","24","15","100","0","0","0","0","1"
"1412","822","0","544","26","0","100","1","0","0","0","2"
"1413","875","0","0","22","5","0","0","0","0","0","1"
"1414","876","0","0","116","0","0","0","0","0","0","2"
"1415","821","0","0","24","15","100","0","0","0","0","1"
"1416","821","0","0","79","25","20","0","10000","0","0","2"
"1418","1143","0","738","168","0","100","2","0","0","0","1"
"1419","832","0","0","22","5","0","0","0","0","0","1"
"1420","831","0","0","116","0","0","0","0","0","0","2"
"1421","826","0","0","24","20","100","0","0","0","0","1"
"1422","826","0","0","156","149","0","0","0","0","0","2"
"1423","921","0","639","54","0","100","2","0","0","0","2"
"1425","682","0","462","50","1","100","2","0","0","0","2"
"1426","584","0","485","26","0","100","3","0","0","0","2"
"1427","834","0","0","24","10","100","0","0","0","0","1"
"1428","834","0","735","26","0","100","4","0","0","0","2"
"1429","742","0","677","54","0","100","2","1","0","0","2"
"1431","349","0","0","164","7","35","0","0","0","0","2"
"1432","349","0","0","164","7","35","0","0","0","0","3"
"1439","833","0","0","53","25","100","0","0","0","0","1"
"1440","1150","0","0","22","5","0","0","0","0","0","1"
"1441","591","0","381","50","1","100","3","0","0","0","2"
"1442","1151","0","0","22","5","0","0","0","0","0","1"
"1443","1152","0","0","129","5","0","0","0","0","0","1"
"1444","1152","0","738","49","100","0","0","0","0","0","2"
"1446","955","252","0","141","19","100","60","5","0","0","1"
"1450","1153","252","0","141","19","100","60","5","0","0","1"
"1454","1154","252","0","141","19","100","60","5","0","0","1"
"1458","825","0","0","24","10","100","0","0","0","0","1"
"1459","825","0","0","107","25","0","0","0","0","0","2"
"1461","954","0","0","31","141","1","0","0","0","0","1"
"1462","911","0","370","52","1","100","2","0","0","0","2"
"1463","1156","0","0","24","10","100","0","0","0","0","1"
"1464","1156","0","739","26","0","100","3","0","0","0","2"
"1465","1157","0","0","141","27","100","0","0","0","0","1"
"1469","1159","0","0","24","20","100","0","0","0","0","1"
"1470","1159","0","927","178","1","100","1","149","1","1","2"
"1471","1160","0","0","22","30","0","3","0","0","0","1"
"1473","1162","0","0","65","7","100","3","55","1","0","1"
"1474","1163","0","742","54","0","100","4","0","0","0","1"
"1475","1164","0","0","24","5","100","1","0","0","0","1"
"1476","1164","439","0","32","100","100","1","0","0","0","2"
"1477","1165","0","0","24","10","100","0","0","0","0","1"
"1478","1165","439","0","23","10","100","0","0","0","0","2"
"1479","1165","0","744","54","1","100","1","0","0","0","3"
"1480","1166","0","747","50","0","100","2","3","0","0","1"
"1481","1168","0","0","24","10","100","1","0","0","0","1"
"1482","1170","0","748","54","0","100","3","0","0","0","1"
"1483","1173","0","750","26","0","100","-1","0","0","0","1"
"1484","1174","0","0","24","30","100","0","0","0","0","1"
"1485","1174","0","0","177","149","0","0","0","0","0","2"
"1486","1175","0","0","24","40","100","0","0","0","0","1"
"1487","1175","0","0","158","0","0","0","0","0","0","2"
"1488","1175","0","0","170","20","100","61","0","0","0","3"
"1489","1176","0","0","31","114","1","0","0","0","0","1"
"1490","1177","0","0","31","114","1","0","0","0","0","1"
"1491","1178","0","0","24","20","100","0","0","0","0","1"
"1492","1178","0","0","177","149","0","0","0","0","0","2"
"1493","1179","0","0","24","5","100","1","0","0","0","1"
"1494","1180","0","0","24","12","100","0","0","0","0","1"
"1495","1181","0","251","26","0","100","4","0","0","0","1"
"1496","1180","0","755","54","1","100","4","0","0","0","2"
"1497","1182","0","0","68","50","100","0","0","0","0","1"
"1498","1182","0","0","121","50","0","0","0","0","0","2"
"1499","1182","0","0","122","0","100","0","0","0","0","3"
"1500","1182","0","799","26","0","100","5","0","0","0","4"
"1501","1183","0","759","28","0","100","0","0","0","0","1"
"1502","1184","0","839","28","0","100","1","0","0","0","1"
"1503","1185","0","0","222","30","100","40","0","0","0","1"
"1504","1185","0","839","49","100","0","0","0","0","0","2"
"1505","1186","0","0","24","50","50","0","0","0","0","1"
"1506","1186","0","0","194","0","0","0","0","0","0","2"
"1507","1187","0","0","31","141","1","0","0","0","0","1"
"1508","1188","0","311","26","0","100","1","0","0","0","1"
"1509","1189","0","0","222","21","100","40","0","0","0","1"
"1510","1190","0","927","178","1","100","1","149","0","1","1"
"1511","1191","0","0","31","113","1","0","0","0","0","1"
"1512","1192","0","0","24","50","100","0","0","0","0","1"
"1513","1193","597","0","24","4","100","0","0","0","0","1"
"1514","1193","597","0","24","4","100","0","0","0","0","2"
"1515","1193","597","0","24","4","100","0","0","0","0","3"
"1516","1193","0","0","24","3","100","0","1","0","0","4"
"1517","1193","0","0","24","3","100","0","0","0","0","5"
"1518","1193","0","0","24","3","100","0","0","0","0","6"
"1519","1194","0","0","24","25","100","0","0","0","0","1"
"1520","1194","0","0","177","149","0","0","0","0","0","2"
"1521","1194","0","927","172","0","56","1","56","1","25","3"
"1523","1195","0","0","53","25","100","0","0","0","0","1"
"1524","1196","0","0","79","20","10000","0","0","0","0","1"
"1525","1197","0","0","79","20","-10000","0","0","0","0","1"
"1526","1198","0","0","24","20","100","0","0","0","0","1"
"1527","1199","0","927","178","1","100","1","149","0","1","1"
"1528","1200","0","0","31","113","1","0","0","0","0","1"
"1529","1201","0","0","24","50","100","0","0","0","0","1"
"1530","1202","279","0","24","4","100","0","0","0","0","1"
"1531","1202","279","0","24","4","100","0","0","0","0","2"
"1532","1202","279","0","24","4","100","0","0","0","0","3"
"1533","1202","279","0","24","3","100","0","0","0","0","4"
"1534","1202","279","0","24","3","100","0","0","0","0","5"
"1535","1202","279","0","24","3","100","0","0","0","0","6"
"1536","1203","0","0","24","20","100","0","0","0","0","1"
"1537","1203","0","0","177","149","0","0","0","0","0","2"
"1538","1204","0","0","53","25","100","0","0","0","0","1"
"1539","1205","0","0","79","20","10000","0","0","0","0","1"
"1540","1206","0","0","79","20","-10000","0","0","0","0","1"
"1541","752","0","494","50","1","100","3","0","0","0","2"
"1543","1208","0","0","222","21","100","40","0","0","0","1"
"1544","1209","0","0","24","15","100","0","0","0","0","1"
"1545","1210","0","0","79","20","10000","0","10000","0","0","1"
"1546","1210","0","0","116","0","100","0","0","0","0","2"
"1547","1211","0","0","79","20","-10000","0","10000","0","0","1"
"1548","1212","286","0","141","33","100","0","0","0","0","1"
"1549","1214","0","0","24","5","100","1","0","0","0","1"
"1550","667","0","0","24","14","100","0","0","0","0","1"
"1551","667","0","781","54","1","100","3","0","0","0","2"
"1552","1215","0","0","24","17","100","0","0","0","0","1"
"1553","1215","0","0","177","149","0","0","0","0","0","2"
"1554","1213","0","0","24","10","100","0","0","0","0","1"
"1555","1213","0","0","158","0","0","0","0","0","0","2"
"1557","781","0","0","31","114","0","0","0","0","0","2"
"1558","782","0","0","31","114","0","0","0","0","0","2"
"1559","1191","0","0","31","113","0","0","0","0","0","2"
"1560","1200","0","0","31","113","0","0","0","0","0","2"
"1561","852","0","0","31","114","0","0","0","0","0","2"
"1562","853","0","0","31","114","0","0","0","0","0","2"
"1563","847","0","590","80","0","200","9","0","0","0","2"
"1566","602","0","544","26","0","100","2","0","0","0","2"
"1567","1216","0","0","24","20","100","0","0","0","0","1"
"1568","1218","0","0","24","10","100","0","0","0","0","1"
"1569","1218","0","494","50","1","100","3","0","0","0","2"
"1570","1219","0","785","50","0","100","4","0","0","0","1"
"1571","1220","0","0","24","2","100","1","0","0","0","1"
"1572","1221","0","787","54","0","100","3","5","0","0","1"
"1573","1221","0","787","140","3","0","0","0","0","0","2"
"1574","1222","0","787","49","100","0","0","0","0","0","1"
"1575","933","0","0","24","13","100","0","0","0","0","3"
"1576","933","0","0","62","10","100","0","0","0","0","4"
"1577","1223","0","0","135","100","0","0","0","0","0","1"
"1578","321","0","0","31","113","0","0","0","0","0","2"
"1579","1224","0","0","222","22","100","60","0","0","0","1"
"1580","1225","0","0","24","10","100","0","0","0","0","1"
"1581","1225","0","0","158","0","0","0","0","0","0","2"
"1582","1225","0","0","164","10","50","0","0","0","0","3"
"1583","1227","0","790","26","0","100","5","0","0","0","1"
"1584","1228","0","0","24","25","100","0","0","0","0","1"
"1585","1228","0","793","50","1","100","2","0","0","0","2"
"1586","1229","0","795","26","0","100","-1","0","0","0","1"
"1587","1231","0","0","62","20","100","1","0","0","0","1"
"1588","1230","0","0","138","146","1","0","0","0","0","1"
"1589","1230","0","0","157","1","1","0","0","0","0","2"
"1590","1230","462","0","111","100","100","0","1","0","0","3"
"1591","1232","0","0","124","0","100","0","0","0","0","1"
"1593","686","0","0","122","0","100","0","0","0","0","2"
"1594","686","0","720","26","0","100","1","0","0","0","3"
"1596","1234","0","0","31","119","0","0","0","0","0","1"
"1597","697","0","0","85","124","0","0","0","0","0","1"
"1599","1237","0","0","31","100","0","0","0","0","0","1"
"1600","1238","0","0","31","100","1","0","0","0","0","1"
"1601","1238","0","0","123","0","0","0","0","0","0","2"
"1602","1239","0","0","124","0","0","0","0","0","0","1"
"1603","1240","326","0","66","25","100","100","0","0","0","1"
"1605","1241","0","0","24","20","100","0","0","0","0","1"
"1607","1242","0","0","24","20","100","0","0","0","0","1"
"1608","1242","37","0","104","20","100","0","1","0","0","2"
"1609","1243","0","0","24","20","100","0","0","0","0","1"
"1610","1243","37","0","104","20","100","0","1","0","0","2"
"1611","952","0","0","61","50","100","0","120","0","0","2"
"1612","1244","0","491","24","10","100","0","0","0","0","1"
"1613","1244","0","491","54","1","100","5","1","0","0","2"
"1614","931","0","819","50","0","100","3","0","0","0","2"
"1615","829","0","0","85","124","0","0","0","0","0","1"
"1616","1246","0","804","28","0","100","0","0","0","0","1"
"1625","1253","0","853","49","100","0","0","0","0","0","1"
"1626","1253","0","0","116","0","0","0","0","0","0","2"
"1627","953","0","807","50","1","100","3","0","0","0","2"
"1628","1256","0","0","24","10","100","0","0","0","0","1"
"1629","1256","0","485","26","0","100","3","0","0","0","2"
"1630","1257","0","0","22","30","0","3","0","0","0","1"
"1631","1258","0","0","24","20","100","0","0","0","0","1"
"1632","1258","0","927","178","1","100","1","149","1","1","2"
"1634","1260","0","810","50","0","100","9","1","0","0","1"
"1635","1261","0","0","222","22","100","60","0","0","0","1"
"1636","1262","0","0","68","50","200","0","0","0","0","1"
"1637","1262","0","0","121","50","0","0","0","0","0","2"
"1638","1262","0","0","122","0","100","0","0","0","0","3"
"1639","1262","0","720","26","0","200","3","0","0","0","4"
"1640","707","476","485","26","0","100","2","0","0","0","3"
"1641","854","0","0","27","10","100","10","30","0","0","1"
"1642","1263","0","0","24","30","100","0","0","0","0","1"
"1643","1263","0","0","177","149","0","0","0","0","0","2"
"1647","936","0","0","158","0","0","0","0","0","0","2"
"1648","1266","148","0","165","100","0","0","0","0","0","1"
"1650","1268","0","0","31","32","0","0","0","0","0","1"
"1651","264","0","0","138","91","1","0","0","52","0","3"
"1652","264","96","0","29","5","100","91","0","0","0","4"
"1653","264","96","0","29","5","100","91","0","0","0","5"
"1654","1271","0","0","31","91","0","0","0","0","0","1"
"1659","854","0","0","177","149","0","0","0","0","0","2"
"1660","1274","0","0","164","5","10","0","0","0","0","1"
"1662","1276","0","0","24","35","100","0","0","0","0","1"
"1663","1276","0","927","178","1","100","1","149","1","1","2"
"1665","1278","0","0","157","91","1","0","0","0","0","1"
"1666","1107","0","0","116","0","0","0","0","0","0","2"
"1667","1119","0","0","116","0","100","0","0","0","0","2"
"1668","1211","0","0","116","0","100","0","0","0","0","2"
"1670","1279","0","0","156","141","0","0","0","0","0","1"
"1671","1280","0","0","156","141","0","0","0","0","0","1"
"1674","1282","0","0","31","32","0","0","0","0","0","1"
"1677","1286","0","0","24","10","100","0","0","0","0","1"
"1678","952","0","0","31","120","0","0","0","0","0","3"
"1681","633","0","415","50","1","100","2","0","0","0","2"
"1682","1288","0","0","23","8","100","0","0","0","0","1"
"1684","502","0","220","26","0","100","30","0","0","0","2"
"1685","502","0","220","26","0","100","30","0","0","0","3"
"1689","1299","0","0","149","20","100","0","0","0","0","1"
"1690","1300","0","0","24","5","100","0","0","0","0","1"
"1691","1300","0","0","24","5","100","0","1","0","0","2"
"1692","1301","0","829","26","0","200","2","0","0","0","1"
"1693","1301","0","827","26","0","100","2","0","0","0","2"
"1696","478","0","0","22","0","0","0","0","0","0","1"
"1701","1309","484","281","26","0","100","2","0","0","0","1"
"1702","821","0","831","28","0","0","0","0","0","0","3"
"1703","266","0","0","233","18","100","0","0","0","0","2"
"1704","1311","0","0","24","5","100","1","0","0","0","1"
"1705","1311","0","262","49","100","0","0","0","0","0","2"
"1709","1278","37","0","23","10","100","0","0","0","0","2"
"1713","1313","0","0","24","30","100","1","0","0","0","1"
"1714","1316","0","0","169","2","100","0","0","1","0","1"
"1715","474","0","833","49","100","0","0","0","0","0","2"
"1717","1319","0","671","49","25","0","0","0","0","0","1"
"1720","1323","0","0","31","141","1","0","0","0","0","1"
"1721","1324","0","0","68","40","100","1","0","0","0","1"
"1722","1324","0","0","135","100","100","0","0","0","0","2"
"1723","1326","0","0","24","10","100","0","0","0","0","1"
"1724","1326","0","837","26","0","100","2","0","0","0","2"
"1729","1193","0","0","22","7","0","0","0","0","0","7"
"1731","569","619","365","26","0","200","9","0","0","0","2"
"1732","569","619","365","26","0","200","9","0","0","0","3"
"1733","1343","0","491","24","12","100","0","0","0","0","1"
"1734","1343","0","491","54","1","100","4","1","0","0","2"
"1736","1345","0","0","24","10","100","0","0","0","0","1"
"1737","1345","0","850","26","0","100","2","0","0","0","2"
"1740","1348","0","438","49","200","0","0","0","0","0","1"
"1741","1348","0","438","49","200","0","0","0","0","0","2"
"1742","621","0","0","59","20","100","10","0","0","0","2"
"1743","574","0","370","52","1","100","5","0","0","0","2"
"1744","1087","0","0","116","0","0","0","0","0","0","2"
"1745","1088","0","0","116","0","0","0","0","0","0","2"
"1748","1351","0","717","49","100","0","0","0","0","0","1"
"1749","1352","0","0","157","58","1","0","0","0","0","1"
"1750","1352","0","853","28","0","100","0","0","0","0","2"
"1751","1352","0","0","116","0","0","0","0","0","0","3"
"1752","1353","0","853","49","0","0","0","0","0","0","1"
"1753","1353","0","0","116","0","0","0","0","0","0","2"
"1754","1278","0","0","104","10","100","0","64","0","0","3"
"1755","1278","0","0","31","91","0","0","0","0","0","4"
"1756","1354","0","0","31","91","1","0","0","0","0","1"
"1757","1355","424","0","169","4","100","0","47","1","0","1"
"1758","1355","424","0","169","4","100","0","47","1","0","2"
"1765","1365","0","810","49","25","0","0","0","0","0","1"
"1766","1196","0","0","116","0","0","0","0","0","0","2"
"1767","1197","0","0","116","0","0","0","0","0","0","2"
"1768","1205","0","0","116","0","0","0","0","0","0","2"
"1769","1206","0","0","116","0","0","0","0","0","0","2"
"1770","416","0","822","49","100","0","0","0","0","0","1"
"1771","1121","0","244","26","0","100","-1","0","0","0","3"
"1772","10","0","0","24","50","100","0","0","0","0","2"
"1773","1122","0","242","26","0","100","1","0","0","0","3"
"1774","502","0","220","50","0","100","30","100","0","0","4"
"1775","1366","0","853","28","0","100","0","0","0","0","1"
"1776","1366","0","0","116","0","0","0","0","0","0","2"
"1789","1383","0","0","24","15","100","0","0","0","0","1"
"1790","1383","0","502","50","1","100","2","0","0","0","2"
"1825","1415","0","0","79","30","1","0","0","0","0","1"
"1826","1416","0","0","79","30","-1","0","0","0","0","1"
"1827","1417","0","0","79","30","1","0","0","0","0","1"
"1828","1418","0","0","79","30","-1","0","0","0","0","1"
"1851","1444","0","0","24","10","100","0","0","0","0","1"
"1852","1444","0","153","50","1","100","2","0","0","0","2"
