Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown0_4,Unknown0_5,Unknown0_6,Unknown0_7,Unknown0_8,Unknown0_9,Unknown1,Unknown2
"781","225026","0","0","0","0","0","0","0","0","0","629201","15"
"782","224487","0","0","0","0","0","0","0","0","0","629202","15"
"783","225038","0","0","0","0","0","0","0","0","0","629202","15"
"784","225423","0","0","0","0","0","0","0","0","0","629199","15"
"785","225656","225658","225660","225657","225659","0","0","0","0","0","534039","1"
"786","226177","0","0","0","0","0","0","0","0","0","629199","8"
"787","226232","0","0","0","0","0","0","0","0","0","629480","8"
"788","226260","0","0","0","0","0","0","0","0","0","629480","8"
"789","226310","0","0","0","0","0","0","0","0","0","629199","8"
"790","206396","0","0","0","0","0","0","0","0","0","0","15"
"791","226956","0","0","0","0","0","0","0","0","0","629199","15"
"792","226962","0","0","0","0","0","0","0","0","0","629199","15"
"793","226964","0","0","0","0","0","0","0","0","0","629199","15"
"794","226968","0","0","0","0","0","0","0","0","0","629199","15"
"795","226973","0","0","0","0","0","0","0","0","0","629199","15"
"796","227074","0","0","0","0","0","0","0","0","0","629202","15"
"798","204192","0","0","0","0","0","0","0","0","0","629202","8"
"799","227908","0","0","0","0","0","0","0","0","0","629199","15"
"801","200170","0","0","0","0","0","0","0","0","0","629199","8"
"802","228691","0","0","0","0","0","0","0","0","0","629199","15"
"803","212109","0","0","0","0","0","0","0","0","0","1016656","8"
"810","230148","0","0","0","0","0","0","0","0","0","629480","15"
"811","230263","0","0","0","230405","0","0","0","0","0","534039","0"
"812","230884","0","0","0","0","0","0","0","0","0","629738","8"
"342","106108","0","0","0","0","0","0","0","0","0","0","8"
"387","124900","0","0","0","0","0","0","0","0","0","629738","8"
"495","153397","152943","179740","0","0","0","0","0","0","0","534041","4"
"497","150228","179533","153347","0","0","0","0","0","0","0","534041","4"
