Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1
"2980","-2600.253","7185.022","-16.14198","7660"
"2981","-2589.74","7169.324","-90.04459","7660"
"2982","-2578.5","7181.694","-87.86851","7660"
"2983","-2590.491","7191.842","-17.24101","7660"
"2984","-2600.229","7184.963","-16.18014","7660"
"2985","-2677.786","7451.604","123.113","7670"
"2986","-2672.509","7453.225","121.8155","7670"
"2987","-2672.373","7453.354","63.2191","7670"
"2988","-2686.908","7433.696","125.1523","7671"
"2989","-2686.132","7427.047","117.0782","7671"
"2990","-2686.09","7426.971","60.19962","7671"
"2991","-2699.748","7451.124","126.6523","7672"
"2992","-2707.472","7452.326","125.6086","7672"
"2993","-2707.325","7452.474","68.13291","7672"
"2994","-2594.445","7415.387","22.97054","7681"
"2995","-2586.344","7414.479","-10.61632","7681"
"2996","-2563.37","7419.356","-68.85358","7681"
"2997","-2566.847","7435.397","-80.47541","7681"
"2998","-2579.568","7439.367","-34.87533","7681"
"2999","-2589.762","7434.624","3.322591","7681"
"3000","-2595.674","7426.042","22.77143","7681"
"3001","-2594.458","7415.36","23.08054","7681"
"3002","-2492.695","4469.81","149.0623","7686"
"3003","-2495.658","4459.795","111.6409","7686"
"3004","-2488.502","4458.373","111.7111","7686"
"3005","-2484.443","4467.214","150.3607","7686"
"3007","-2489.911","4407.442","103.7467","7689"
"3008","-2495.554","4381.685","17.96181","7689"
"3009","-2477.936","4374.583","18.1042","7689"
"3010","-2474.158","4406.372","105.4717","7689"
"3011","-2490.05","4407.494","103.9348","7689"
"3012","-2981.743","6180.356","176.5726","7716"
"3013","-2976.108","6172.878","145.9282","7716"
"3014","-2975.071","6141.082","121.4638","7716"
"3015","-2970.274","6130.47","9.720759","7716"
"3016","-2959.116","6124.222","6.511252","7716"
"3017","-2952.622","6135.765","47.51799","7716"
"3018","-2959.248","6149.748","119.8338","7716"
"3019","-2967.255","6171.28","136.8381","7716"
"3020","-2959.892","6179.402","136.0679","7716"
"3021","-2947.974","6186.653","104.3946","7716"
"3022","-2950.184","6192.761","105.0487","7716"
"3023","-2958.234","6195.753","136.2098","7716"
"3024","-2961.938","6186.78","141.8251","7716"
"3025","-2968.25","6192.345","178.1839","7716"
"3026","-2981.724","6180.374","176.5494","7716"
"3027","-2958.521","6180.138","134.8557","7717"
"3028","-2950.043","6184.595","107.9438","7717"
"3029","-2930.472","6190.055","98.36076","7717"
"3030","-2905.608","6187.753","43.1632","7717"
"3031","-2895.016","6176.052","37.06818","7717"
"3032","-2889.036","6178.505","31.74514","7717"
"3033","-2897.606","6192.525","43.46629","7717"
"3034","-2916.266","6198.373","68.58775","7717"
"3035","-2930.609","6198.569","96.49574","7717"
"3036","-2950.844","6192.135","104.9252","7717"
"3037","-2958.401","6195.387","135.4879","7717"
"3038","-2958.479","6180.238","134.7583","7717"
"3039","-3303.253","3626.742","267.7438","7725"
"3040","-3306.436","3642.589","239.8217","7725"
"3041","-3323.693","3645.454","242.1728","7725"
"3042","-3327.76","3634.175","270.5394","7725"
"3043","-3303.165","3626.824","267.7153","7725"
"3044","-3266.478","3784.674","204.8324","7728"
"3045","-3251.728","3808.127","132.0527","7728"
"3046","-3242.792","3811.701","132.8521","7728"
"3047","-3234.177","3830.012","66.88406","7728"
"3048","-3240.462","3833.264","70.49778","7728"
"3049","-3248.684","3812.085","132.0011","7728"
"3050","-3258.71","3815.119","131.5338","7728"
"3051","-3247.938","3835.562","64.4345","7728"
"3052","-3254.674","3840.189","74.8908","7728"
"3053","-3265.236","3821.126","134.6563","7728"
"3054","-3262.55","3811.572","134.6247","7728"
"3055","-3274.995","3787.994","203.568","7728"
"3056","-3266.608","3784.525","204.9968","7728"
"3057","-3274.514","3435.553","262.532","7733"
"3058","-3259.469","3424.622","172.4201","7733"
"3059","-3255.082","3441.05","172.597","7733"
"3060","-3270.856","3448.399","262.382","7733"
"3061","-3274.514","3435.458","262.628","7733"
"3062","-3151.943","3431.927","160.7159","7735"
"3063","-3120.535","3437.167","-4.1593","7735"
"3064","-3121.377","3464.606","-2.186717","7735"
"3065","-3153.637","3453.138","160.5297","7735"
"3066","-3151.929","3431.933","160.6759","7735"
"3067","-3052.896","3821.579","49.72993","7740"
"3068","-3043.087","3822.182","6.612466","7740"
"3069","-3041.438","3826.558","0.4205577","7740"
"3070","-3039.578","3831.683","4.453314","7740"
"3071","-3052.719","3829.779","50.09424","7740"
"3072","-3052.945","3821.563","49.85024","7740"
"3073","6642.521","-7677.542","194.0749","7753"
"3074","6656.569","-7678.021","182.9899","7753"
"3075","6664.333","-7694.58","161.408","7753"
"3076","6670.229","-7702.729","146.9512","7753"
"3077","6681.779","-7714.316","144.2149","7753"
"3078","6699.913","-7717.366","139.098","7753"
"3079","6717.075","-7704.066","131.0213","7753"
"3080","6714.142","-7698.785","131.9421","7753"
"3081","6698.606","-7712.802","140.3169","7753"
"3082","6684.781","-7708.967","144.6488","7753"
"3083","6674.43","-7696.384","147.1519","7753"
"3084","6661.009","-7677.726","182.3758","7753"
"3085","6670.082","-7658.884","177.4381","7753"
"3086","6691.174","-7658.682","152.8432","7753"
"3087","6713.692","-7659.46","128.6624","7753"
"3088","6713.095","-7655.05","130.7204","7753"
"3089","6697.061","-7653.156","141.6451","7753"
"3090","6671.905","-7652.872","177.1786","7753"
"3091","6662.018","-7653.354","176.4137","7753"
"3092","6656.471","-7672.906","182.1452","7753"
"3093","6642.369","-7675.05","193.6555","7753"
"3094","6642.604","-7677.781","194.0579","7753"
"3095","6818.013","-7679.444","126.4899","7763"
"3096","6818.013","-7601.115","126.4826","7763"
"3097","6828.402","-7680.293","104.6385","2035"
"3098","6828.073","-7597.677","90.34247","2035"
"3099","6891.396","-7691.606","102.3004","2032"
"3100","6893.696","-7602.901","97.878","2032"
"3101","6822.61","-7677.514","118.4868","7764"
"3102","6822.749","-7597.575","117.3632","7764"
"3103","6827.693","-7673.172","105.9361","7765"
"3104","6826.199","-7597.84","102.7962","7765"
"3105","6903.961","-7704.549","127.3213","7766"
"3106","6902.682","-7618.858","126.7703","7766"
"3107","6898.596","-7698.552","118.281","7767"
"3108","6899.124","-7621.236","118.7804","7767"
"3109","6894.021","-7694.057","103.9879","7768"
"3110","6894.674","-7619.457","104.0972","7768"
"3111","6913.869","-7559.811","76.13984","7769"
"3112","6915.964","-7553.374","66.5684","7769"
"3113","6918.878","-7538.797","54.40005","7769"
"3114","6983.588","-7809.374","212.8449","7785"
"3115","6975.899","-7797.849","189.7601","7785"
"3116","6986.682","-7788.708","188.3856","7785"
"3117","6982.761","-7765.054","154.9408","7785"
"3118","6983.893","-7753.38","151.9859","7785"
"3119","6980.073","-7742.413","134.4442","7785"
"3120","6975.758","-7743.608","134.7938","7785"
"3121","6974.499","-7760.229","153.95","7785"
"3122","6979.882","-7750.853","149.7447","7785"
"3123","6959.114","-7766.387","149.6242","7785"
"3124","6951.386","-7767.702","143.1445","7785"
"3125","6948.983","-7763.722","142.8962","7785"
"3126","6943.736","-7768.457","142.5271","7785"
"3127","6948.842","-7771.174","144.2381","7785"
"3128","6972.65","-7768.358","154.3494","7785"
"3129","6979.939","-7789.444","187.0078","7785"
"3130","6986.752","-7788.635","188.3166","7785"
"3131","-583.2761","6918.779","231.2382","7788"
"3132","-584.8438","6913.917","229.9744","7788"
"3133","-584.9114","6914.07","170.777","7788"
"3134","-568.6371","6935.92","234.4704","7790"
"3135","-562.6077","6941.077","233.6522","7790"
"3136","-562.5729","6941.163","169.3314","7790"
"3137","-590.6007","6937.406","232.9642","7792"
"3138","-595.9809","6940.982","225.1973","7792"
"3139","-596.1667","6941.29","166.3936","7792"
"3140","-646.6493","6750.11","265.4878","7797"
"3141","-646.9132","6744.222","264.0573","7797"
"3142","-646.8351","6744.205","191.9053","7797"
"3143","-638.2327","6770.226","268.9278","7798"
"3144","-633.8768","6777.355","267.8094","7798"
"3145","-633.8698","6777.523","201.4911","7798"
"3146","-658.8316","6765.198","267.5192","7799"
"3147","-665.6198","6766.402","259.2238","7799"
"3148","-665.4948","6766.41","192.3817","7799"
"3149","-639.7917","6967.131","151.0174","7806"
"3150","-661.3212","6975.144","41.90893","7806"
"3151","-664.6545","6963.013","42.01143","7806"
"3152","-640.8629","6953.582","151.2056","7806"
"3153","-639.9045","6967.405","151.2188","7806"
"3154","-647.3768","6875.618","149.5933","7807"
"3155","-667.9028","6889.828","40.57122","7807"
"3156","-675.4149","6876.286","39.69429","7807"
"3157","-655.4705","6863.311","149.0692","7807"
"3158","-647.441","6875.552","149.4532","7807"
"3159","-720.9514","6797.375","147.8308","7808"
"3160","-730.6927","6807.168","68.50614","7808"
"3161","-736.8021","6805.301","36.73842","7808"
"3162","-750.1077","6794.443","39.44837","7808"
"3163","-729.6979","6783.078","145.7641","7808"
"3164","-720.9827","6797.385","147.6519","7808"
"3177","5763.271","3107.404","168.4088","7845"
"3178","5821.349","3055.016","197.7089","7845"
"3179","6294.667","5128.042","64.49902","6424"
"3180","8068.004","-7070.269","129.7274","7857"
"3181","8073.383","-7057.441","56.95713","7857"
"3182","8046.453","-7059.101","57.33591","7857"
"3183","8039.03","-7067.457","131.6066","7857"
"3184","8067.905","-7070.288","129.7287","7857"
"3185","7933.205","-6373.478","54.56539","7859"
"3186","7929.886","-6373.375","18.82524","7859"
"3187","7925.055","-6389.09","18.27431","7859"
"3188","7931.981","-6388.806","53.99959","7859"
"3189","7933.2","-6373.476","54.52431","7859"
"3190","8055.314","-6294.222","50.0351","7867"
"3191","8054.179","-6289.156","19.00082","7867"
"3192","8042.063","-6289.26","19.4761","7867"
"3193","8043.322","-6295.335","49.0782","7867"
"3194","8055.358","-6294.321","49.51373","7867"
"3195","5984.104","4890.258","137.5197","6352"
"3196","6030.248","4885.586","148.955","6352"
"3197","6103.319","4715.348","167.3837","7877"
"3198","6116.522","4763.518","143.2668","7877"
"3199","6122.716","4835.958","134.5748","7877"
"3200","6098.158","4853.941","139.3962","7877"
"3201","8643.598","-7682.88","134.3872","7886"
"3202","8654.183","-7666.838","96.99306","7886"
"3203","8644.477","-7658.872","93.95766","7886"
"3204","8634.28","-7676.134","136.381","7886"
"3205","8643.622","-7682.847","134.3406","7886"
"3206","6606.435","6065.287","120.0454","7887"
"3207","6665.787","6100.053","119.4766","7887"
"3208","5113.769","-3712.405","1709.556","7896"
"3209","5145.274","-3710.158","1665.96","7896"
"3210","5146.067","-3700.753","1664.752","7896"
"3211","5113.713","-3704.358","1709.93","7896"
"3212","5113.714","-3712.483","1709.674","7896"
"3213","5186.946","-3710.389","1641.936","7897"
"3214","5208.961","-3693.057","1588.386","7897"
"3215","5204.408","-3685.016","1588.329","7897"
"3216","5181.011","-3702.792","1641.641","7897"
"3217","5187.115","-3710.505","1642.074","7897"
"3218","5297.065","-3671.929","1584.057","7895"
"3219","5292.483","-3656.936","1583.794","7895"
"3220","-11951.78","-1288.885","79.94066","7914"
"3221","-11944.95","-1290.438","71.25724","7914"
"3222","-11950.46","-1343.224","79.46807","7914"
"3223","-11971.13","-1429.151","63.67768","7919"
"3224","-11971.17","-1436.269","16.57632","7919"
"3225","-11958.65","-1433.387","16.49553","7919"
"3226","-11958.73","-1425.658","64.75341","7919"
"3227","-11971.33","-1429.276","63.66302","7919"
"3235","2472.32","2856.474","339.6019","8116"
"3236","2472.32","2856.47","732.2986","8116"
"3285","5841.981","4246.002","108.3935","8126"
"3286","5839.177","4274.429","110.3607","8126"
"3287","5833.226","4293.479","111.4752","8126"
"3288","5827.982","4310.083","113.2139","8126"
"3290","5900.8","4386.177","114.6751","8127"
"3291","5906.467","4411.042","117.6427","8127"
"3292","5918.532","4426.337","121.3522","8127"
"3566","5889.135","5214.684","93.24422","8228"
"3567","5910.797","5221.922","99.44901","8228"
"3568","5959.612","5251.026","117.787","8228"
"3569","6015.385","5277.484","134.285","8228"
"3570","6610.499","4273.849","92.82785","8229"
"3571","6613.248","4298.441","89.13535","8229"
"3572","6602.708","4311.124","91.11152","8229"
"3573","6617.258","4276.382","90.61455","8230"
"3574","6620.591","4283.724","89.10526","8230"
"3575","6638.403","4290.15","89.30305","8230"
"3576","6642.824","4303.27","89.37671","8230"
"3577","6660.139","4308.681","91.69894","8230"
"3578","6643.19","4322.802","91.213","8230"
"3579","6614.807","4344.287","92.58055","8230"
"3580","6636.943","4307.355","89.63177","8231"
"3581","6619.003","4306.332","90.21281","8231"
"3582","6583.228","4312.179","93.63962","8232"
"3583","6597.479","4325.472","91.51241","8232"
"3584","6596.334","4343.704","92.69109","8232"
"3585","6621.648","4344.188","91.80951","8232"
"3586","6606.99","4331.057","92.03114","8232"
"3597","6117.88","5259.715","136.6583","6422"
"3598","6171.437","5231.497","132.3455","6422"
"3599","6344.76","5087.912","57.91621","6424"
"3600","6409.244","5065.63","59.89361","6424"
"3601","6420.479","5039.05","55.60411","6424"
"3602","6456.938","5023.324","60.34255","6424"
"3603","6455.83","4994.288","60.51191","6424"
"3604","6485.523","4984.276","56.85238","6424"
"3605","6450.729","4951.682","52.32859","6424"
"3606","6451.518","4917.8","55.88276","6424"
"3607","6484.088","4909.906","54.87047","6424"
"3608","6483.637","4876.893","50.14046","6424"
"3609","6488.583","4827.503","64.57439","6424"
"3610","6477.912","4788.979","69.8017","6424"
"3611","6481.194","4751.02","69.16216","6424"
"3612","6441.535","4724.598","69.94383","6424"
"3613","6427.642","4686.002","69.36462","6424"
"3614","6421.008","4665.452","69.0602","6424"
"3615","6470.686","4629.29","69.38609","6424"
"3616","6482.897","4596.747","79.79726","6424"
"3617","6421.976","4634.042","74.19516","6424"
"3618","6392.393","4642.442","69.86774","6424"
"3619","6350.874","4624.358","69.49493","6424"
"3620","6357.528","4585.307","85.67538","6424"
"3621","6378.866","4587.459","90.27567","6424"
"3622","6423.487","4601.112","86.67756","6424"
"3623","6447.475","4581.627","85.97958","6424"
"3624","6389.161","4571.143","95.11771","6424"
"3625","6368.715","4535.6","110.0053","6424"
"3626","6441.888","4508.472","119.2417","6424"
"3627","6380.057","4500.897","126.4608","6424"
"3628","6415.855","4717.518","69.17976","8239"
"3629","6402.818","4766.125","59.36945","8239"
"3630","6355.753","4839.796","52.95345","8239"
"3631","6372.376","4877.436","56.26781","8239"
"3632","6315.846","4912.116","51.07992","8239"
"3633","6356.806","4942.608","56.40467","8239"
"3634","6323.877","4975.417","51.25037","8239"
"3635","6272.327","4953.251","53.29527","8239"
"3636","6246.859","4993.393","63.86797","8239"
"3637","6302.641","5026.164","61.10187","8239"
"3638","6317.72","5002.952","49.91946","8239"
"3639","6318.953","5075.739","54.96545","8239"
"3640","6243.084","5043.399","58.36337","8239"
"3641","6198.885","5115.514","84.27973","8239"
"3642","6224.995","5151.706","98.40144","8239"
"3643","6200.991","5181.46","115.8458","8239"
"3653","3515.908","7562.707","76.02135","8253"
"3654","3520.102","7597.478","76.00213","8253"
"3655","3478.85","7643.022","71.57645","8253"
"3656","3427.408","7598.854","70.49623","8253"
"3657","3407.987","7559.038","66.77357","8253"
"3658","3462.502","7514.642","68.08338","8253"
"3659","3494.739","7532.025","67.71413","8253"
"3660","5328.588","4322.474","146.1638","8256"
"3661","5389.462","4315.808","155.1402","8256"
"3662","1628.597","1839.755","109.7825","8260"
"3663","1629.118","1775.484","109.2936","8260"
"3664","1664.399","1839.755","109.7825","8261"
"3665","1664.184","1775.484","109.2936","8261"
"3666","1647.099","1536.517","107.9911","8271"
"3667","1647.118","1740.219","106.9428","8271"
"3668","1646.816","2021.986","107.2024","8286"
"3669","1646.986","1766.215","107.0814","8286"
"3670","1646.866","1769.951","107.7199","8290"
"3671","1646.887","1848.012","107.5484","8290"
"3672","1632.095","2000","102.1563","8292"
"3673","1631.679","1949.243","102.1563","8292"
"3674","1661.653","2000","102.1563","8293"
"3675","1661.344","1949.243","102.1563","8293"
"3704","3468.398","7576.941","15.9889","8361"
"3705","3466.973","7578.555","55.3377","8361"
"3706","3466.64","7581.339","16.14769","8362"
"3707","3467.231","7578.823","55.3377","8362"
"3713","4435.637","-2463.601","114.423","8393"
"3714","4434.506","-2442.439","97.99673","8393"
"3715","4442.035","-2416.752","74.54046","8393"
"3723","4434.431","-2340.445","69.44312","8401"
"3724","4434.858","-2328.448","45.87946","8401"
"3725","4417.748","-2317.894","-5.653557","8401"
"3726","4411.851","-2319.179","-6.545717","8401"
"3727","4415.729","-2331.382","43.43576","8401"
"3728","4421.478","-2341.203","69.23159","8401"
"3729","4434.915","-2340.106","69.35758","8401"
"3730","-2300.642","1150.017","64.41386","8425"
"3731","-2235.3","1230.439","60.97239","8425"
"3740","725.408","1512.896","106.5845","8441"
"3741","778.7361","1540.122","107.1858","8441"
"3742","823.0625","1520.84","108.2298","8441"
"3743","3377.531","651.0816","243.5895","8453"
"3744","3374.672","658.0434","242.5546","8453"
"3745","3367.954","674.5399","68.80549","8453"
"3746","3377.531","651.0816","243.5895","8457"
"3747","3374.672","658.0434","242.5546","8457"
"3748","3367.954","674.5399","68.80549","8457"
"3749","3438.965","706.3177","186.9928","8468"
"3750","3433.726","712.8455","144.9591","8468"
"3751","3433.139","717.066","138.7135","8468"
"3752","3433.708","725.3438","139.2483","8468"
"3753","3424.857","729.6614","120.1372","8468"
"3754","3411.92","739.816","119.0067","8468"
"3755","3402.516","736.6702","94.9191","8468"
"3756","3378.518","748.158","85.48683","8468"
"3757","3374.876","750.2952","68.7961","8468"
"3758","3372.588","743.5208","69.44268","8468"
"3759","3380.182","742.743","92.9843","8468"
"3760","3401.308","730.9896","94.63344","8468"
"3761","3412.06","727.8715","117.1916","8468"
"3762","3423.298","727.9739","122.0129","8468"
"3763","3426.579","723.0261","142.36","8468"
"3764","3434.128","725.4114","139.3431","8468"
"3765","3438.965","706.3177","186.9928","8469"
"3766","3433.726","712.8455","144.9591","8469"
"3767","3433.139","717.066","138.7135","8469"
"3768","3433.708","725.3438","139.2483","8469"
"3769","3424.857","729.6614","120.1372","8469"
"3770","3411.92","739.816","119.0067","8469"
"3771","3402.516","736.6702","94.9191","8469"
"3772","3378.518","748.158","85.48683","8469"
"3773","3374.876","750.2952","68.7961","8469"
"3774","3372.588","743.5208","69.44268","8469"
"3775","3380.182","742.743","92.9843","8469"
"3776","3401.308","730.9896","94.63344","8469"
"3777","3412.06","727.8715","117.1916","8469"
"3778","3423.298","727.9739","122.0129","8469"
"3779","3426.579","723.0261","142.36","8469"
"3780","3434.128","725.4114","139.3431","8469"
"3789","3350.233","737.4427","67.23053","8482"
"3790","3337.51","738.1007","2.94397","8482"
"3791","3334.202","727.3455","5.749684","8482"
"3792","3348.41","719.6823","64.73687","8482"
"3793","3350.196","737.3021","67.08037","8482"
"3794","3350.233","737.4427","67.23053","8483"
"3795","3337.51","738.1007","2.94397","8483"
"3796","3334.202","727.3455","5.749684","8483"
"3797","3348.41","719.6823","64.73687","8483"
"3798","3350.196","737.3021","67.08037","8483"
"3799","3505.968","974.6198","312.6837","8549"
"3800","3500.156","979.9236","290.0175","8549"
"3801","3487.398","991.6007","283.9808","8549"
"3802","3478.143","990.9688","270.2014","8549"
"3803","3471.746","998.7031","213.1574","8549"
"3804","3465.27","1001.71","178.2992","8549"
"3805","3505.968","974.6198","312.6837","8550"
"3806","3500.156","979.9236","290.0175","8550"
"3807","3487.398","991.6007","283.9808","8550"
"3808","3478.143","990.9688","270.2014","8550"
"3809","3471.746","998.7031","213.1574","8550"
"3810","3465.27","1001.71","178.2992","8550"
"3811","3530.042","1013.705","295.6516","8551"
"3812","3524.89","1015.462","276.2424","8551"
"3813","3519.081","1017.962","270.173","8551"
"3814","3516.758","1020.661","245.5936","8551"
"3815","3512.376","1024.594","239.622","8551"
"3816","3509.049","1025.726","223.3588","8551"
"3817","3530.042","1013.705","295.6516","8552"
"3818","3524.89","1015.462","276.2424","8552"
"3819","3519.081","1017.962","270.173","8552"
"3820","3516.758","1020.661","245.5936","8552"
"3821","3512.376","1024.594","239.622","8552"
"3822","3509.049","1025.726","223.3588","8552"
"3823","3532.242","1029.703","309.1333","8553"
"3824","3518.693","1028.005","252.8732","8553"
"3825","3532.242","1029.703","309.1333","8554"
"3826","3518.693","1028.005","252.8732","8554"
"3827","3326.905","1201.345","246.0087","8555"
"3828","3320.281","1197.325","202.8345","8555"
"3829","3326.905","1201.345","246.0087","8556"
"3830","3320.281","1197.325","202.8345","8556"
"3831","3356.004","1067.149","173.756","8557"
"3832","3352.169","1059.641","140.9154","8557"
"3833","3326.905","1201.345","246.0087","8558"
"3834","3320.281","1197.325","202.8345","8558"
"3835","3371.439","1051","171.4364","8559"
"3836","3365.366","1047.634","129.2304","8559"
"3837","3371.439","1051","171.4364","8560"
"3838","3365.366","1047.634","129.2304","8560"
"3839","3358.191","1037.184","125.2767","8563"
"3840","3350.467","1027.455","44.97614","8563"
"3841","3358.191","1037.184","125.2767","8564"
"3842","3350.467","1027.455","44.97614","8564"
"3843","3349.485","1003.82","42.72303","8565"
"3844","3347.892","995.2952","11.25031","8565"
"3845","3349.485","1003.82","42.72303","8566"
"3846","3347.892","995.2952","11.25031","8566"
"3847","3416.773","988.467","169.5497","8567"
"3848","3410.687","983.5799","118.8226","8567"
"3849","3406.239","977.1528","65.43313","8567"
"3850","3413.268","967.0677","65.82311","8567"
"3851","3422.889","968.1441","128.5245","8567"
"3852","3429.404","973.6094","169.5402","8567"
"3853","3416.777","988.4896","169.603","8567"
"3854","3416.773","988.467","169.5497","8568"
"3855","3410.687","983.5799","118.8226","8568"
"3856","3406.239","977.1528","65.43313","8568"
"3857","3413.268","967.0677","65.82311","8568"
"3858","3422.889","968.1441","128.5245","8568"
"3859","3429.404","973.6094","169.5402","8568"
"3860","3416.777","988.4896","169.603","8568"
"3861","3079.978","924.7031","194.3021","8591"
"3862","3079.039","915.9097","173.3266","8591"
"3863","3085.724","907.4375","154.4922","8591"
"3864","3079.978","924.7031","194.3021","8592"
"3865","3079.039","915.9097","173.3266","8592"
"3866","3085.724","907.4375","154.4922","8592"
"3867","3095.872","897.1042","149.5884","8593"
"3868","3103.083","897.8646","118.0903","8593"
"3869","3119.507","896.0538","87.67136","8593"
"3870","3117.496","904.0989","87.33394","8593"
"3871","3104.94","904.9236","123.0481","8593"
"3872","3100.329","905.4983","149.8668","8593"
"3873","3095.767","896.8177","149.604","8593"
"3874","3095.872","897.1042","149.5884","8594"
"3875","3103.083","897.8646","118.0903","8594"
"3876","3119.507","896.0538","87.67136","8594"
"3877","3117.496","904.0989","87.33394","8594"
"3878","3104.94","904.9236","123.0481","8594"
"3879","3100.329","905.4983","149.8668","8594"
"3880","3095.767","896.8177","149.604","8594"
"3881","3256.255","596.0104","153.306","8601"
"3882","3258.119","599.6424","142.4098","8601"
"3883","3258.032","608.1805","140.8269","8601"
"3884","3256.502","610.2222","128.9038","8601"
"3885","3253.614","616.6302","128.7106","8601"
"3886","3248.354","622.3195","112.8013","8601"
"3887","3256.255","596.0104","153.306","8602"
"3888","3258.119","599.6424","142.4098","8602"
"3889","3258.032","608.1805","140.8269","8602"
"3890","3256.502","610.2222","128.9038","8602"
"3891","3253.614","616.6302","128.7106","8602"
"3892","3248.354","622.3195","112.8013","8602"
"3893","3252.103","594.941","151.2204","8607"
"3894","3250.62","602.9063","128.8434","8607"
"3895","3249.049","608.1406","125.4957","8607"
"3896","3244.199","610.9514","112.4697","8607"
"3897","3252.103","594.941","151.2204","8608"
"3898","3250.62","602.9063","128.8434","8608"
"3899","3249.049","608.1406","125.4957","8608"
"3900","3244.199","610.9514","112.4697","8608"
"3901","3246.837","635.8403","109.163","8611"
"3902","3239.572","645.1146","56.82865","8611"
"3903","3233.557","651.7465","4.048907","8611"
"3904","3227.776","649.8386","4.382046","8611"
"3905","3237.877","629.4149","108.0027","8611"
"3906","3246.74","635.8212","109.0173","8611"
"3907","3246.837","635.8403","109.163","8612"
"3908","3239.572","645.1146","56.82865","8612"
"3909","3233.557","651.7465","4.048907","8612"
"3910","3227.776","649.8386","4.382046","8612"
"3911","3237.877","629.4149","108.0027","8612"
"3912","3246.74","635.8212","109.0173","8612"
"3913","3485.648","990.0729","282.7211","8616"
"3914","3478.881","990.6545","273.0893","8616"
"3915","3464.738","1001.445","176.5001","8616"
"3916","3485.648","990.0729","282.7211","8617"
"3917","3478.881","990.6545","273.0893","8617"
"3918","3464.738","1001.445","176.5001","8617"
"3919","3490.782","1026.698","218.1001","8618"
"3920","3477.51","1030.306","176.6828","8618"
"3921","3490.782","1026.698","218.1001","8619"
"3922","3477.51","1030.306","176.6828","8619"
"3923","3619.717","7583.355","67.80102","8624"
"3924","3574.66","7708.221","87.90247","8624"
"3925","3431.657","7765.195","84.34694","8624"
"3926","3450.55","7869.338","99.75842","8624"
"3933","3806.489","1977.451","217.5873","8713"
"3934","3807.83","1973.203","210.0628","8713"
"3935","3810.26","1969.611","195.4371","8713"
"3936","3854.452","2023.663","217.3276","8716"
"3937","3867.056","2022.79","193.1891","8716"
"3938","3874.472","2020.748","191.8329","8716"
"3939","3880.778","2010.872","165.9159","8716"
"3940","3882.572","1991.245","162.2015","8716"
"3941","3881.175","1988.038","154.3232","8716"
"3942","3844.803","1998.036","217.3223","8717"
"3943","3857.171","1992.417","183.2574","8717"
"3944","3864.879","1987.438","155.7737","8717"
"3946","3855.703","1977.304","192.9291","8718"
"3948","3865.635","1980.311","156.8395","8718"
"3949","3852.193","1963.361","191.6051","8719"
"3950","3858.618","1959.557","155.6414","8719"
"3951","3846.133","1943.825","181.7997","8720"
"3952","3852.381","1943.405","156.8023","8720"
"3953","3880.281","1929.363","151.6364","8721"
"3954","3881.638","1924.863","137.5536","8721"
"3955","3894.784","1914.951","135.4817","8721"
"3956","3899.652","1913.106","120.8706","8721"
"3957","3922.109","1911.401","121.0616","8721"
"3958","3928.23","1914.057","109.6892","8721"
"3959","3967.228","1934.311","108.7404","8721"
"3960","3975.28","1938.629","94.04297","8721"
"3961","4027.851","1963.281","91.99149","8722"
"3962","4032.101","1966.271","79.31523","8722"
"3963","4039.387","1969.063","37.97479","8722"
"3964","4042.288","1975.556","29.67266","8722"
"3965","4057.646","1988.274","0.8865899","8722"
"3966","4030.958","1940.014","91.05657","8723"
"3967","4041.191","1939.028","64.1556","8723"
"3968","4054.113","1951.002","25.31733","8723"
"3969","4065.784","1952.455","0.729248","8723"
"3970","4046.868","1933.859","61.59307","8726"
"3972","4058.387","1932.859","56.18612","8726"
"3973","4067.146","1940.941","5.547092","8726"
"3974","4100.705","1846.627","114.3299","8727"
"3975","4087.263","1853.53","114.2645","8728"
"3976","4114.959","1857.965","74.28868","8727"
"3977","4120.98","1865.71","67.65647","8727"
"3978","4120.742","1886.129","-1.677789","8727"
"3979","4084.888","1864.771","101.704","8728"
"3980","4092.184","1876.236","72.41193","8728"
"3981","4103.771","1874.446","51.1624","8728"
"3982","4113.663","1884.229","-6.215224","8728"
"3983","3854.452","2023.663","217.3276","8729"
"3984","3867.056","2022.79","193.1891","8729"
"3985","3874.472","2020.748","191.8329","8729"
"3986","3880.778","2010.872","165.9159","8729"
"3987","3882.572","1991.245","162.2015","8729"
"3988","3881.175","1988.038","154.3232","8729"
"3989","3844.803","1998.036","217.3223","8730"
"3990","3857.171","1992.417","183.2574","8730"
"3991","3864.879","1987.438","155.7737","8730"
"3992","3855.703","1977.304","192.9291","8731"
"3993","3865.635","1980.311","156.8395","8731"
"3994","3852.193","1963.361","191.6051","8732"
"3995","3858.618","1959.557","155.6414","8732"
"3996","3846.133","1943.825","181.7997","8733"
"3997","3852.381","1943.405","156.8023","8733"
"3998","3880.281","1929.363","151.6364","8734"
"3999","3881.638","1924.863","137.5536","8734"
"4000","3894.784","1914.951","135.4817","8734"
"4001","3899.652","1913.106","120.8706","8734"
"4002","3922.109","1911.401","121.0616","8734"
"4003","3928.23","1914.057","109.6892","8734"
