Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3
"1128","72700","72699","72701","0"
"1129","72716","72717","72718","0"
"1130","72731","72730","72732","0"
"1131","72733","72734","0","0"
"1132","72735","72736","72737","0"
"1133","72743","72744","0","0"
"1134","72747","72748","72749","0"
"1135","72767","72768","72769","0"
"1136","72771","72772","72773","0"
"1137","72810","0","0","0"
"1138","72851","72852","72853","0"
"1139","73184","73183","73185","0"
"1140","73198","73197","73199","0"
"1141","73203","73204","73205","0"
"1142","73206","73207","0","0"
"1143","73936","73937","73938","0"
"1144","73948","73947","73949","0"
"1145","73960","73961","0","0"
"1146","73969","73970","73971","0"
"1147","73977","73978","0","0"
"1148","74039","74040","0","0"
"1149","74057","74058","0","0"
"1150","74086","74087","0","0"
"1151","74117","74118","74119","0"
"1152","74134","74133","74135","0"
"1153","74228","74229","0","0"
"1154","74235","74236","0","0"
"1155","74242","74243","74244","0"
"1156","74250","74251","74252","0"
"1157","74253","74254","74255","0"
"1158","74261","74262","74263","0"
"1159","74264","74265","0","0"
"1160","74266","74267","0","0"
"1161","74274","74275","74273","0"
"1162","74281","74282","0","0"
"1163","74292","74293","0","0"
"1164","74298","74299","74300","0"
"1165","74306","74307","74308","0"
"1166","74309","74310","74311","0"
"1167","74312","74313","74314","0"
"1168","19403","74360","19408","0"
"1169","74509","74510","0","0"
"1170","74514","74515","0","0"
"1171","74543","74544","0","0"
"1172","74558","74559","74560","0"
"1173","74580","74581","74582","0"
"1174","74594","74595","0","0"
"1175","74611","74612","74613","0"
"1176","74625","74626","74627","0"
"1177","74643","74642","74644","0"
"1178","74736","74738","73199","0"
"1179","74737","74739","73199","0"
"1180","74742","74740","60995","0"
"1181","74744","74741","60995","0"
"1182","74745","74746","60995","0"
"1183","74750","74751","71937","0"
"1184","74796","74797","74798","0"
"1185","74801","74802","74803","0"
"1186","74806","74807","74808","0"
"1187","74822","74823","74824","0"
"1188","74827","74826","74828","0"
"1189","74874","74873","74875","0"
"1190","74881","74882","74883","0"
"1191","74894","74893","74895","0"
"1192","74903","74904","74905","0"
"1193","74918","74920","74922","0"
"1194","74924","74923","74922","0"
"1195","74959","74960","74961","0"
"1196","75158","75159","0","0"
"1197","75175","75176","75177","0"
"1198","75178","75179","75180","0"
"1199","75181","75182","75183","0"
"1200","75200","75201","75202","0"
"1201","75208","75210","75211","0"
"1202","75213","75214","0","0"
"1203","75218","75219","0","0"
"1204","75225","75226","75227","0"
"1205","75261","75267","0","0"
"1206","75281","75280","75282","0"
"1207","75329","75328","75330","0"
"1208","75387","75388","75389","0"
"1209","75413","75414","0","0"
"1210","75422","75421","0","0"
"1211","75430","75431","0","0"
"1212","75438","75439","75440","0"
"1213","75448","75449","0","0"
"1214","75451","75452","75453","0"
"1215","75454","75455","75456","0"
"1216","75535","75536","75537","0"
"1217","75543","75544","75545","0"
"1218","75613","75614","0","0"
"1219","75662","75661","75663","0"
"1220","75685","75686","0","0"
"1221","75701","75702","0","0"
"1222","75746","75745","75747","0"
"1223","75767","75770","75771","0"
"1224","75781","0","0","0"
"1225","75801","75802","75804","0"
"1226","75805","75806","75807","0"
"1227","75808","75809","0","0"
"1228","75823","75824","75825","0"
"1229","75837","75838","0","0"
"1230","75846","75847","75849","0"
"1231","75861","75862","75863","0"
"1232","76077","76078","0","0"
"1233","76080","76081","76082","0"
"1234","76086","76085","76087","0"
"1235","76104","76102","76100","0"
"1236","76097","76099","76100","0"
"1237","76130","76129","76131","0"
"1238","76133","76134","0","0"
"1239","76143","76144","76145","0"
"1240","76146","76147","0","0"
"1241","76160","76162","76161","0"
"1242","76174","76175","0","0"
"1243","76177","76176","76178","0"
"1244","76181","76180","76182","0"
"1245","76192","76193","76194","0"
"1246","76222","76224","0","0"
"1247","76226","76227","0","0"
"1248","76228","76229","0","0"
"1249","76249","76248","0","0"
"1250","76255","76254","76256","0"
"1252","76318","76316","74895","0"
"1253","76319","76317","74895","0"
"1254","76322","76323","76182","0"
"1255","76321","76320","76182","0"
"1256","76324","76324","76182","0"
"1257","76930","76931","0","0"
"1258","76932","76933","0","0"
"1260","76939","76939","76939","0"
"1261","76947","76947","76947","0"
"1262","76948","76948","76948","0"
"1263","77196","77197","0","0"
"1264","77207","77207","77207","0"
"1265","77208","77208","77208","0"
"1266","77209","77209","77209","0"
"1267","77210","77210","77210","0"
"1268","77231","77232","77230","0"
"1269","77230","0","0","0"
"1270","77233","0","0","0"
"1271","77234","0","0","0"
"1272","77235","0","0","0"
"1273","77238","77237","0","0"
"1274","77239","0","0","0"
"1275","77241","0","0","0"
"1276","77242","0","0","0"
"1277","77243","77244","0","0"
"1278","79250","79250","79250","0"
"1279","79255","79255","79255","0"
"1280","79458","79459","79460","0"
"1281","79654","79656","79655","0"
"169","6994","0","0","0"
"398","19501","0","0","0"
"485","23654","0","23654","0"
"496","23758","0","23758","0"
"884","31639","31638","31640","0"
"815","34750","34750","34750","0"
"862","37567","0","0","0"
"1259","74274","74275","74273","0"
