Id,Unknown0,Unknown1_0,Unknown1_1,Unknown2,Unknown3_0,Unknown3_1,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18
"734","AhnQirajTerrace","1565","8","1","0","0","Ahn'Qiraj Terrace","","","0","184","-1","-1","-1","-1","0","1","1","2","0","0"
"736","TwilightHighlandsDragonmawPhase","1565","24","1","0","0","Twilight Highlands Dragonmaw Phase","","","0","0","-1","-1","0","-1","0","0","1","0","0","0"
"738","Transport200100","1553","8","1","0","0","Ship to Vashj'ir (Orgrimmar -> Vashj'ir)","","","0","0","-1","-1","-1","-1","0","0","3","3","0","0"
"739","Transport200101","1553","8","1","0","0","Vashj'ir Sub - Horde","","","0","0","-1","-1","-1","-1","0","0","3","3","0","0"
"740","Transport200102","1553","8","1","0","0","Vashj'ir Sub - Alliance","","","0","0","-1","-1","-1","-1","0","0","3","3","0","0"
"741","Transport200103","1553","8","1","0","0","Twilight Highlands Horde Transport","","","0","0","-1","-1","-1","-1","0","0","3","3","0","0"
"742","Transport203729","1553","8","1","0","0","Vashj'ir Sub - Horde - Circling Abyssal Maw","","","0","0","-1","-1","-1","-1","0","0","3","3","0","0"
"743","Transport203730","1553","8","1","0","0","Vashj'ir Sub - Alliance circling Abyssal Maw","","","0","0","-1","-1","-1","-1","0","0","3","3","0","0"
"746","UldumPhaseOasis","1629","24","1","0","0","Uldum Phase Oasis","","","0","0","-1","-1","1","-1","0","0","1","0","0","0"
"747","Transport 203732","1553","8","1","0","0","Transport: Deepholm Gunship","","","0","0","-1","-1","-1","-1","0","0","3","3","0","0"
"748","Transport203858","1537","8","1","0","0","Transport: Onyxia/Nefarian Elevator","","","0","0","-1","-1","-1","-1","0","0","3","3","0","0"
"749","Transport203859","1553","12","1","0","0","Transport: Gilneas Moving Gunship","","","0","0","-1","-1","-1","-1","0","0","3","0","0","0"
"750","Transport203860","1553","12","1","0","0","Transport: Gilneas Static Gunship","","","0","0","-1","-1","-1","-1","0","0","3","0","0","0"
"751","RedgridgeOrcBomb","1629","24","1","0","0","Redridge - Orc Bomb","","","0","0","-1","-1","0","-1","0","0","1","0","0","0"
"752","RedridgeBridgePhaseOne","1629","8","1","0","0","Redridge - Bridge Phase One","","","0","0","-1","-1","-1","-1","0","0","1","0","0","0"
"753","RedridgeBridgePhaseTwo","1629","8","1","0","0","Redridge - Bridge Phase Two","","","0","0","-1","-1","-1","-1","0","0","1","0","0","0"
"754","SkywallRaid","34589","8","1","-11360.6","72.08334","Throne of the Four Winds","","","0","271","1","-1","-1","-1","0","2","1","3","0","0"
"755","UldumDungeon","1565","8","1","-10686.15","-1308.623","Lost City of the Tol'vir","","","0","264","1","-1","-1","-1","0","1","1","3","0","0"
"757","BaradinHold","36413","8","1","0","0","Baradin Hold","","","0","269","-1","-1","-1","-1","0","2","1","3","0","0"
"759","UldumPhasedEntrance","3677","24","1","0","0","Uldum Phased Entrance","","","0","0","-1","-1","1","-1","0","0","1","0","0","0"
"760","TwilightHighlandsPhasedEntrance","3677","24","1","0","0","Twilight Highlands Phased Entrance","","","0","0","-1","-1","0","-1","0","0","1","0","0","0"
"761","Gilneas_BG_2","3677","8","1","0","0","The Battle for Gilneas","As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax.

The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible.","As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax.

The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible.","0","270","-1","1110","-1","-1","0","3","1","0","0","0"
"762","Transport 203861","3585","8","1","0","0","Twilight Highlands Zeppelin 1","","","0","0","-1","-1","-1","-1","0","0","3","3","0","0"
"763","Transport 203862","3585","8","1","0","0","Twilight Highlands Zeppelin 2","","","0","0","-1","-1","-1","-1","0","0","3","3","0","0"
"764","UldumPhaseWreckedCamp","7773","24","1","0","0","Uldum - Phase Wrecked Camp","","","0","0","-1","-1","1","-1","0","0","1","0","0","0"
"765","Transport203863","7681","8","1","0","0","Krazzworks Attack Zeppelin","","","0","0","-1","-1","-1","-1","0","0","3","3","0","0"
"766","Transport 2033864","7681","12","1","0","0","Transport: Gilneas Moving Gunship 02","","","0","0","-1","-1","-1","-1","0","0","3","0","0","0"
"767","Transport 2033865","7681","12","1","0","0","Transport: Gilneas Moving Gunship 03","","","0","0","-1","-1","-1","-1","0","0","3","0","0","0"
"859","Zul_Gurub5Man","7701","8","1","-11916.23","-1219.839","Zul'Gurub","","","0","161","0","720","-1","-1","0","1","1","3","0","0"
"860","NewRaceStartZone","8666653","8","1","0","0","The Wandering Isle","","","0","289","-1","960","-1","-1","0","0","1","0","0","0"
"861","FirelandsDailies","2104861","24","1","0","0","Molten Front","","","0","274","-1","720","-1","-1","0","0","1","3","0","0"
"870","HawaiiMainLand","25181789","24","1","0","0","Pandaria","","","0","327","-1","-1","-1","-1","0","0","1","4","0","0"
"930","ScenarioAlcazIsland","15965","8","1","0","0","(UNUSED) Scenario: Alcaz Island","","","0","3","-1","-1","-1","-1","0","1","1","4","0","0"
"938","COTDragonblight","15957","8","1","-8288.604","-4454.092","End Time","","","0","286","1","0","-1","-1","0","1","1","3","0","0"
"939","COTWarOfTheAncients","7773","8","1","-8595.837","-3994.936","Well of Eternity","","","0","287","1","-1","-1","-1","0","1","1","3","0","0"
"940","TheHourOfTwilight","15957","8","1","-8291.132","-4590.438","Hour of Twilight","","","0","288","1","-1","-1","-1","0","1","1","3","0","0"
"951","NexusLegendary","7701","8","1","3899.93","6985.44","Nexus Legendary","","","0","227","571","-1","-1","-1","0","1","1","3","0","0"
"959","ShadowpanHideout","8404509","8","1","0","0","Shado-Pan Monastery","","","0","315","-1","-1","-1","-1","0","1","1","4","0","0"
"960","EastTemple","8404573","8","1","957.706","-2473.41","Temple of the Jade Serpent","","","0","311","870","-1","-1","-1","0","1","1","4","0","0"
"961","StormstoutBrewery","8404501","8","1","-688.7051","1267.454","Stormstout Brewery","","","0","318","870","-1","-1","-1","0","1","1","4","0","0"
"962","TheGreatWall","8396317","8","1","970.8109","2253.664","Gate of the Setting Sun","","","0","309","870","0","-1","-1","0","1","1","4","0","0"
"967","DeathwingBack","40797","8","1","-8263.276","-4512.688","Dragon Soul","","","0","279","1","1080","-1","-1","0","2","1","3","0","0"
"968","EyeoftheStorm2.0","7701","8","1","0","0","Rated Eye of the Storm","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

This battlefield is coveted by the blood elves for its rich energy deposits.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.

This battlefield is coveted by the blood elves for its rich energy deposits.","0","210","-1","-1","-1","-1","0","3","1","0","0","0"
"971","JadeForestAllianceHubPhase","8527453","24","1","0","0","Jade Forest Alliance Hub Phase","","","0","-1","-1","-1","870","-1","0","0","1","4","0","0"
"972","JadeForestBattlefieldPhase","8527453","24","1","0","0","Jade Forest Battlefield Phase","","","0","-1","-1","-1","870","-1","0","0","1","4","0","0"
"974","DarkmoonFaire","15893","8","1","0","0","Darkmoon Faire","","","0","278","-1","-1","-1","-1","0","0","1","0","0","0"
"975","TurtleShipPhase01","8535645","8","1","0","0","Turtle Ship Phase 01","","","0","289","-1","960","860","-1","0","0","1","0","0","0"
"976","TurtleShipPhase02","8535581","8","1","0","0","Turtle Ship Phase 02","","","0","289","-1","960","860","-1","0","0","1","0","0","0"
"977","MaelstromDeathwingFight","7709","8","1","0","0","Maelstrom Deathwing Fight","","","0","-1","-1","-1","-1","-1","0","1","1","3","0","0"
"980","TolVirArena","3613","8","1","0","0","Tol'Viron Arena","","","0","319","-1","-1","-1","-1","0","4","1","3","0","0"
"994","MoguDungeon","7709","8","1","0","0","Mogu'shan Palace","","","0","312","-1","-1","-1","-1","0","1","1","4","0","0"
"995","MoguInteriorRaid","7709","8","1","0","0","The Depths [UNUSED]","","","0","-1","-1","-1","-1","-1","0","1","1","4","0","0"
"996","MoguExteriorRaid","9477981","8","1","0","0","Terrace of Endless Spring","","","0","321","-1","0","-1","-1","0","2","1","4","0","0"
"998","ValleyOfPower","7773","8","1","0","0","Temple of Kotmogu","The Horde and Alliance wage battle for the ancient Mogu Artifact that is foretold to hold great powers.

Temple of Kotmogu is a 10 vs 10 powerball battleground where each side attempts to control the Mogu Artifact for as long as possible in different scoring zones.","The Horde and Alliance wage battle for the ancient Mogu Artifact that is foretold to hold great powers.

Temple of Kotmogu is a 10 vs 10 powerball battleground where each side attempts to control the Mogu Artifact for as long as possible in different scoring zones.","0","320","-1","-1","-1","-1","0","3","1","4","0","0"
"999","BFTAllianceScenario","15965","8","1","0","0","Theramore's Fall (H)","","","0","336","-1","1350","-1","-1","0","5","1","3","0","0"
"1000","BFTHordeScenario","15965","8","1","0","0","Theramore's Fall (A)","","","0","335","-1","360","-1","-1","0","5","1","3","0","0"
"1001","ScarletSanctuaryArmoryAndLibrary","9444957","8","1","2869","-820","Scarlet Halls","","","0","332","0","-1","-1","-1","0","1","1","0","0","0"
"1004","ScarletMonasteryCathedralGY","9444957","8","1","0","0","Scarlet Monastery","","","0","333","-1","-1","-1","-1","0","1","1","0","0","0"
"1005","BrewmasterScenario01","8396381","8","1","0","0","A Brewing Storm","","","0","322","-1","-1","-1","-1","0","5","1","4","0","0"
"1007","NewScholomance","8396381","8","1","1274.78","-2552.56","Scholomance","","","0","314","0","-1","-1","-1","0","1","1","0","0","0"
"1008","MogushanPalace","8437597","8","1","3982.997","1121.291","Mogu'shan Vaults","","","0","313","870","-1","-1","-1","0","2","1","4","0","0"
"1009","MantidRaid","8437597","8","1","0","0","Heart of Fear","","","0","310","-1","-1","-1","-1","0","2","1","4","0","0"
"1010","MistsCTF3","7711","8","1","0","0","CTF3","This new map has yet to be created. Horde guys, go beat up those Alliance jerks.","This new map has yet to be created. Alliance guys, go beat up those Horde jerks.","0","262","-1","-1","-1","-1","0","3","1","4","0","0"
"1011","MantidDungeon","9453149","8","1","0","0","Siege of Niuzao Temple","","","0","316","-1","-1","-1","-1","0","1","1","4","0","0"
"1014","MonkAreaScenario","680541789","8","1","0","0","Peak of Serenity","","","0","327","-1","-1","-1","-1","0","5","1","6","0","0"
"1019","RuinsOfTheramore","15965","24","1","0","0","Ruins of Theramore","","","0","3","-1","-1","1","-1","0","0","1","4","0","0"
"1024","PandaFishingVillageScenario","8404573","8","1","0","0","Greenstone Village","","","0","331","-1","-1","-1","-1","0","5","1","4","0","0"
"1028","MoguRuinsScenario","8404573","8","1","0","0","(UNUSED) Scenario: Mogu Ruins","","","0","-1","-1","-1","-1","-1","0","5","1","4","0","0"
"1029","AncientMoguCryptScenario","8396317","8","1","0","0","(UNUSED) Scenario: Mogu Crypt","","","0","-1","-1","-1","-1","-1","0","5","1","4","0","0"
"1030","AncientMoguCyptDestroyedScenario","7709","8","1","0","0","Crypt of Forgotten Kings","","","0","330","-1","-1","-1","-1","0","5","1","4","0","0"
"1031","ProvingGroundsScenario","8396381","8","1","0","0","Arena of Annihilation","","","0","348","-1","-1","-1","-1","0","5","1","4","0","0"
"1032","PetBattleJadeForest","8404573","8","1","0","0","Pet Battle - Jade Forest","","","0","-1","-1","-1","-1","-1","0","1","1","4","0","0"
"1035","ValleyOfPowerScenario","8396381","8","1","0","0","Temple of Kotmogu","","","0","334","-1","-1","-1","-1","0","5","1","4","0","0"
"1043","RingOfValorScenario","7773","8","1","0","0","Brawl'gar Arena","","","0","343","-1","-1","-1","-1","0","0","1","2","0","0"
"1048","BrewmasterScenario03","8404573","8","1","0","0","Unga Ingoo","","","0","323","-1","-1","-1","-1","0","5","1","4","0","0"
"1049","BlackOxTempleScenario","8404573","8","1","0","0","(UNUSED) Scenario: Black Ox Temple","","","0","21","-1","-1","-1","-1","0","5","1","4","0","0"
"1050","ScenarioKlaxxiIsland","8404573","8","1","0","0","Assault on Zan'vess","","","0","344","-1","720","-1","-1","0","5","1","4","0","0"
"1051","ScenarioBrewmaster04","8404573","8","1","0","0","Brewmoon Festival","","","0","329","-1","0","-1","-1","0","5","1","4","0","0"
"1060","LevelDesignLand-DevOnly","142622303","0","1","0","0","Level Design Land - Dev Only","","","0","-1","-1","-1","-1","-1","0","0","1","5","0","0"
"1061","HordeBeachDailyArea","8535645","24","1","0","0","Horde Beach Daily Area","","","0","-1","-1","-1","870","-1","0","0","1","4","0","0"
"1062","AllianceBeachDailyArea","8535645","24","1","0","0","Alliance Beach Daily Area","","","0","-1","-1","-1","870","-1","0","0","1","4","0","0"
"1064","MoguIslandDailyArea","8404573","8","1","0","0","Mogu Island Daily Area","","","0","346","-1","-1","-1","-1","0","0","1","4","0","0"
"1066","StormwindGunshipPandariaStartArea","147037","24","1","0","0","Stormwind Gunship Pandaria Start Area","","","0","-1","-1","-1","0","-1","0","0","1","0","0","0"
"1074","OrgrimmarGunshipPandariaStart","138845","24","1","0","0","Orgrimmar Gunship Pandaria Start","","","0","-1","-1","-1","1","-1","0","0","1","0","0","0"
"1075","TheramoreScenarioPhase","147037","8","1","0","0","Theramore's Fall Phase","","","0","-1","-1","-1","1000","-1","0","0","1","0","0","0"
"1076","JadeForestHordeStartingArea","8535645","24","1","0","0","Jade Forest Horde Starting Area","","","0","-1","-1","-1","870","-1","0","0","1","4","0","0"
"1095","HordeAmbushScenario","8404573","8","1","0","0","Dagger in the Dark","","","0","342","-1","-1","-1","-1","0","5","1","4","0","0"
"1098","ThunderIslandRaid","8437597","8","1","0","0","Throne of Thunder","","","0","347","-1","-1","-1","-1","0","2","1","4","0","0"
"1099","NavalBattleScenario","8404573","8","1","0","0","Naval Battle Scenario","","","0","349","-1","-1","-1","-1","0","5","1","4","0","0"
"1101","DefenseOfTheAleHouseBG","8396381","8","1","0","0","Defense Of The Ale House BG","","","0","-1","-1","-1","-1","-1","0","0","1","4","0","0"
"1102","HordeBaseBeachScenario","8404573","8","1","0","0","Domination Point","","","0","341","-1","-1","-1","-1","0","5","1","4","0","0"
"1103","AllianceBaseBeachScenario","8404573","8","1","0","0","Lion's Landing","","","0","340","-1","-1","-1","-1","0","5","1","4","0","0"
"1104","ALittlePatienceScenario","8404573","8","1","0","0","A Little Patience","","","0","345","-1","-1","-1","-1","0","5","1","4","0","0"
"1105","GoldRushBG","8396381","8","1","0","0","Deepwind Gorge","This battleground takes place in the Valley of the Four Winds

Gold Rush is a 15 vs 15 resource battle","This battleground takes place in the Valley of the Four Winds

Gold Rush is a 15 vs 15 resource battle","0","354","-1","-1","-1","-1","0","3","1","4","0","0"
"1106","JainaDalaranScenario","15965","8","1","0","0","Jaina Dalaran Scenario","","","0","235","-1","-1","-1","-1","0","0","1","4","0","0"
"1107","WarlockArea","10493533","8","1","0","0","Dreadscar Rift","","","0","401","-1","-1","-1","-1","0","0","1","6","0","0"
"1112","BlackTempleScenario","7709","8","1","0","0","Pursuing the Black Harvest","","","0","215","-1","-1","-1","-1","0","5","1","4","0","0"
"1113","DarkmoonCarousel","3601","8","1","0","0","Transport: DarkmoonCarousel","","","0","-1","-1","-1","-1","-1","0","0","3","0","0","0"
"1116","Draenor","8404573","24","1","0","0","Draenor","","","0","360","-1","-1","-1","-1","0","0","1","5","0","0"
"1120","ThunderKingHordeHub","8535645","8","1","0","0","Thunder King Horde Hub","","","0","-1","-1","-1","1064","-1","0","0","1","4","0","0"
"1121","ThunderIslandAllianceHub","8535645","8","1","0","0","Thunder Island Alliance Hub","","","0","-1","-1","-1","1064","-1","0","0","1","4","0","0"
"1122","CitySiegeMoguIslandProgressionScenario","8404573","8","1","0","0","City Siege - Mogu Island Progression Scenario","","","0","-1","-1","-1","-1","-1","0","5","1","4","0","0"
"1123","LightningForgeMoguIslandProgressionScenario","8404573","8","1","0","0","Lightning Forge - Mogu Island Progression Scenario","","","0","-1","-1","-1","-1","-1","0","5","1","4","0","0"
"1124","ShipyardMoguIslandProgressionScenario","8404573","8","1","0","0","Shipyard - Mogu Island Progression Scenario","","","0","-1","-1","-1","-1","-1","0","5","1","4","0","0"
"1125","AllianceHubMoguIslandProgressionScenario","8404573","8","1","0","0","Alliance Hub - Mogu Island Progression Scenario","","","0","-1","-1","-1","-1","-1","0","5","1","4","0","0"
"1126","HordeHubMoguIslandProgressionScenario","8404573","8","1","0","0","Mogu Island Progression Events","","","0","346","-1","-1","-1","-1","0","5","1","4","0","0"
"1127","FinalGateMoguIslandProgressionScenario","8404573","8","1","0","0","Final Gate - Mogu Island Progression Scenario","","","0","-1","-1","-1","-1","-1","0","5","1","4","0","0"
"1128","MoguIslandEventsHordeBase","8535645","8","1","0","0","Mogu Island Events - Horde Base","","","0","-1","-1","-1","1126","-1","0","0","1","4","0","0"
"1129","MoguIslandEventsAllianceBase","8535645","8","1","0","0","Mogu Island Events - Alliance Base","","","0","-1","-1","-1","1126","-1","0","0","1","4","0","0"
"1130","ShimmerRidgeScenario","7773","8","1","0","0","Blood in the Snow","","","0","352","-1","-1","-1","-1","0","5","1","4","0","0"
"1131","DarkHordeScenario","7709","8","1","0","0","The Secrets of Ragefire","","","0","350","-1","-1","-1","-1","0","5","1","4","0","0"
"1132","Transport218599","3585","8","1","0","0","Transport: The Skybag (Brawl'gar Arena)","","","0","-1","-1","-1","-1","-1","0","0","3","0","0","0"
"1133","Transport218600","3585","8","1","0","0","Transport: Zandalari Ship (Mogu Island)","","","0","-1","-1","-1","-1","-1","0","0","3","0","0","0"
"1134","ShadoPanArena","8396381","8","1","0","0","The Tiger's Peak","","","0","353","-1","-1","-1","-1","0","4","1","4","0","0"
"1135","MoguIslandLootRoom","15901","8","1","0","0","Mogu Island Loot Room","","","0","347","-1","0","-1","-1","0","5","1","4","0","0"
"1136","OrgrimmarRaid","8396381","8","1","0","0","Siege of Orgrimmar","","","0","359","-1","-1","-1","-1","0","2","1","4","0","0"
"1144","HeartOfTheOldGodScenario","8396381","8","1","0","0","Heart of the Old God Scenario","","","0","351","-1","-1","-1","-1","0","5","1","4","0","0"
"1148","ProvingGrounds","41950813","8","1","0","0","Proving Grounds","","","0","348","-1","-1","-1","-1","0","5","1","4","0","0"
"1152","FWHordeGarrisonLevel1","612384349","24","1","0","0","FW Horde Garrison Level 1","","","0","373","-1","-1","1116","1116","0","1","1","5","0","0"
"1153","FWHordeGarrisonLevel2","612384349","24","1","0","0","FW Horde Garrison Level 3","","","0","373","-1","-1","1116","1116","0","1","1","5","0","0"
"1154","FWHordeGarrisonLevel3","612384349","24","1","0","0","FW Horde Garrison Level 4","","","0","373","-1","-1","1116","1116","0","1","1","5","0","0"
"1155","Stormgarde Keep","7773","8","1","0","0","Stromgarde Keep","","","0","-1","-1","-1","-1","-1","0","5","1","4","0","0"
"1157","HalfhillScenario","8404573","8","1","0","0","Halfhill Scenario","","","0","327","-1","-1","-1","-1","0","5","1","4","0","0"
"1158","SMVAllianceGarrisonLevel1","746602077","24","1","0","0","SMV Alliance Garrison Level 1","","","0","374","-1","-1","1116","1116","0","1","1","5","0","0"
"1159","SMVAllianceGarrisonLevel2","746602077","24","1","0","0","SMV Alliance Garrison Level 3","","","0","374","-1","-1","1116","1116","0","1","1","5","0","0"
"1160","SMVAllianceGarrisonLevel3","746602077","24","1","0","0","SMV Alliance Garrison Level 4","","","0","374","-1","-1","1116","1116","0","1","1","5","0","0"
"1161","CelestialChallenge","8404573","8","1","0","0","Celestial Tournament","","","0","327","-1","1200","-1","-1","0","5","1","4","0","0"
"1166","SmallBattlegroundA","8404575","8","1","0","0","Small Battleground A","","","0","-1","-1","-1","-1","-1","0","0","1","5","0","0"
"1168","ThePurgeOfGrommarScenario","8404573","24","1","0","0","The Purge Of Grommar - Scenario","","","0","-1","-1","-1","-1","1116","0","5","1","5","0","0"
"1169","SmallBattlegroundB","8404575","8","1","0","0","Small Battleground B","","","0","-1","-1","-1","-1","-1","0","0","1","5","0","0"
"1170","SmallBattlegroundC","8404575","8","1","0","0","Small Battleground C","","","0","-1","-1","-1","-1","-1","0","0","1","5","0","0"
"1171","SmallBattlegroundD","8404575","8","1","0","0","Small Battleground D","Prototype Map","Prototype Map","0","-1","-1","-1","-1","-1","0","3","1","5","0","0"
"1172","Transport_Siege_of_Orgrimmar_Alliance","3585","8","1","0","0","Transport: Siege of Orgrimmar (Alliance)","","","0","-1","-1","-1","-1","-1","0","0","3","0","0","0"
"1173","Transport_Siege_of_Orgrimmar_Horde","3585","8","1","0","0","Transport: Siege of Orgrimmar (Horde)","","","0","-1","-1","-1","-1","-1","0","0","3","0","0","0"
"1175","OgreCompound","8404573","8","1","0","0","Bloodmaul Slag Mines","","","0","369","-1","-1","-1","-1","0","1","1","5","0","0"
"1176","MoonCultistHideout","8404509","8","1","0","0","Shadowmoon Burial Grounds","","","0","364","-1","-1","-1","-1","0","1","1","5","0","0"
"1179","WarcraftHeroes","8404573","8","1","0","0","Warcraft Heroes","","","0","3","-1","-1","-1","-1","0","0","1","5","0","0"
"1181","PattyMackTestGarrisonBldgMap","3601","8","1","0","0","PattyMack Test Garrison Bldg Map","","","0","-1","-1","-1","-1","-1","0","0","4","0","0","0"
"1182","DraenorAuchindoun","8396381","8","1","0","0","Auchindoun","","","0","365","-1","-1","-1","-1","0","1","1","5","0","0"
"1187","GORAllianceGarrisonLevel1","142622301","8","1","0","0","GOR Alliance Garrison Level 1","","","0","-1","-1","-1","-1","-1","0","1","1","5","0","0"
"1188","GORAllianceGarrisonLevel2","75513437","24","1","0","0","GOR Alliance Garrison Level 2","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
"1189","GORAllianceGarrisonLevel3","75513437","24","1","0","0","GOR Alliance Garrison Level 3","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
"1190","BlastedLands","8404573","24","1","0","0","Blasted Lands Phase","","","0","4","-1","-1","0","0","0","0","1","4","0","0"
"1191","Ashran","411057757","88","1","0","0","Ashran - World PvP","","","0","360","-1","-1","-1","1116","0","5","1","5","0","0"
"1192","Transport_Iron_Horde_Gorgrond_Train","3585","8","1","0","0","Transport: Gorgrond Train","","","0","-1","-1","-1","-1","-1","0","0","3","5","0","0"
"1195","WarWharfSmackdown","8404573","8","1","0","0","Iron Docks","","","0","371","-1","-1","-1","-1","0","1","1","5","0","0"
"1200","BonetownScenario","8404573","8","1","0","0","Bonetown Scenario","","","0","-1","-1","0","-1","-1","0","5","1","5","0","0"
"1203","FrostfireFinaleScenario","545275485","24","1","0","0","Frostfire Finale Scenario","","","0","360","-1","-1","-1","1116","0","5","1","5","0","0"
"1205","BlackrockFoundryRaid","134225437","8","1","0","0","Blackrock Foundry","","","0","363","-1","-1","-1","-1","0","2","1","5","0","0"
"1207","TaladorIronHordeFinaleScenario","545275485","24","1","0","0","The Battle for Shattrath","","","0","360","-1","-1","-1","1116","0","5","1","5","0","0"
"1208","BlackrockFoundryTrainDepot","8404573","8","1","0","0","Grimrail Depot","","","0","368","-1","-1","-1","-1","0","1","1","5","0","0"
"1209","ArakkoaDungeon","8404573","8","1","0","0","Skyreach","","","0","367","-1","-1","-1","-1","0","1","1","5","0","0"
"1212","6HU_GARRISON_Blacksmithing_hub","3585","8","1","0","0","Garrison - Alliance - Blacksmith 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1213","alliance_garrison_alchemy","3585","8","1","0","0","Garrison - Alliance - Alchemy 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1214","alliance_garrison_enchanting","3585","8","1","0","0","Garrison - Alliance - Enchanting 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1215","garrison_alliance_engineering","3585","8","1","0","0","Garrison - Alliance - Engineering 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1216","garrison_alliance_farmhouse","3585","8","1","0","0","Garrison - Alliance - Farm1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1217","garrison_alliance_inscription","3585","8","1","0","0","Garrison - Alliance - Inscription 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1218","garrison_alliance_jewelcrafting","3585","8","1","0","0","Garrison - Alliance - Jewelcrafting 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1219","garrison_alliance_leatherworking","3585","8","1","0","0","Garrison - Alliance - Leatherworking 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1220","Troll Raid","142622301","16","1","0","0","Broken Isles","","","0","411","-1","-1","-1","-1","12","0","1","6","0","0"
"1221","garrison_alliance_mine_1","3585","8","1","0","0","Garrison - Alliance Mine 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1222","garrison_alliance_mine_2","3585","8","1","0","0","Garrison - Alliance Mine 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1223","garrison_alliance_mine_3","3585","8","1","0","0","Garrison - Alliance Mine 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1224","garrison_alliance_stable_1","3585","8","1","0","0","Garrison - Alliance Stable 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1225","garrison_alliance_stable_2","3585","8","1","0","0","Garrison - Alliance Stable 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1226","garrison_alliance_stable_3","3585","8","1","0","0","Garrison - Alliance Stable 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1227","garrison_alliance_tailoring","3585","8","1","0","0","Garrison - Alliance - Tailoring 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1228","HighmaulOgreRaid","8404573","8","1","0","0","Highmaul","","","0","362","-1","1110","-1","-1","0","2","1","5","0","0"
"1229","garrison_alliance_inn_1","3585","8","1","0","0","Garrison - Alliance - Inn 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1230","garrison_alliance_barn","3585","8","1","0","0","Garrison - Alliance - Barn 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1231","Transport227523","3585","8","1","0","0","Transport: Wavemurder Barge","","","0","-1","-1","-1","-1","-1","0","0","3","5","0","0"
"1232","GorHordeGarrisonLevel0","75513437","24","1","0","0","GOR Horde Garrison Level 0","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
"1233","GORHordeGarrisonLevel3","75513437","24","1","0","0","GOR Horde Garrison Level 3","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
"1234","TALAllianceGarrisonLevel0","75513437","24","1","0","0","TAL Alliance Garrison Level 0","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
"1235","TALAllianceGarrisonLevel3","75513437","24","1","0","0","TAL Alliance Garrison Level 3","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
"1236","TALHordeGarrisonLevel0","75513437","24","1","0","0","TAL Horde Garrison Level 0","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
"1237","TALHordeGarrisonLevel3","75513437","24","1","0","0","TAL Horde Garrison Level 3","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
"1238","SOAAllianceGarrison0","75513437","24","1","0","0","SOA Alliance Garrison Level 0","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
"1239","SOAAllianceGarrison3","75513437","24","1","0","0","SOA Alliance Garrison Level 3","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
"1240","SOAHordeGarrison0","75513437","24","1","0","0","SOA Horde Garrison Level 0","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
