Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Unknown30,Unknown31,Unknown32,Unknown33,Unknown34,Unknown35,Unknown36,Unknown37_0,Unknown37_1,Unknown37_2,Unknown38_0,Unknown38_1,Unknown38_2,Unknown39_0,Unknown39_1,Unknown39_2,Unknown40_0,Unknown40_1,Unknown40_2,Unknown41,Unknown42,Unknown43,Unknown44_0,Unknown44_1,Unknown44_2,Unknown45,Unknown46,Unknown47,Unknown48_0,Unknown48_1,Unknown48_2,Unknown48_3,Unknown48_4,Unknown48_5,Unknown48_6,Unknown48_7,Unknown48_8,Unknown48_9,Unknown48_10,Unknown49,Unknown50,Unknown51,Unknown52,Unknown53,Unknown54,Unknown55,Unknown56,Unknown57,Unknown58,Unknown59,Unknown60,Unknown61
"1057","0.1","0.45455","0","1.4","499","320","0","1.1","2.55","0","0.1386","0.23","0.35","0","0","0","0","0","0","0","2","0.7854","0.7854","0","0","40","0.2","0.3","0.25","0.5","15","1","5","20","0","0.066","0.01","1.4","1","1","0","0","0","20","0","0","0","0","0","0","0.45455","0.45455","Spells\Textures\beam_spiritlink.blp","","","","4736","0","300","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","6","255","44","0","255","3","0"
"1058","0.1","0.45455","0","1.4","499","320","0","1.1","2.55","0","0.1386","0.23","0.35","0","0","0","0","0","0","0","2","-0.7854","-0.7854","0","0","40","0.2","0.3","0.25","0.5","15","1","5","20","0","0.066","0.01","1.4","1","1","0","0","0","20","0","0","0","0","0","0","0.45455","0.45455","Spells\Textures\beam_spiritlink.blp","","","","4736","0","300","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","6","255","44","0","255","3","0"
"1059","0.1","0.5","0","1","2000","64","0","2","4","0","0.698","0.66","1.42","1","0.6283","0","3.142","0","0.377","1.382","0","1.257","-1.257","5.027","-5.027","0","0","0","0","0","10","150","50","2","0.6912","0.066","0.01","1","1","1","0","0","0","2","0","0","0","0","0","0","0.5","0.5","spells\textures\Beam_FireGreen.blp","","","","1967","0","0","27","1061","1060","0","0","0","0","0","0","0","0","0","0","0","0","3","3","190","74","133","74","3","0"
"1060","0.1","0.5","0","1","2000","96","0","2","4","0","0.698","0.66","1.42","1","0.6283","0","3.142","0","0.377","1.382","0","1.257","-1.257","5.027","-5.027","0","0","0","0","0","15","50","5","2","0.6912","0.066","0.01","1","1","1","0","0","0","2","0","0","0","0","0","0","0.5","0.5","spells\textures\Beam_FireGreen.blp","","","","1967","0","400","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","190","74","133","74","3","0"
"1061","0.1","0.5","0","1","2000","96","0","2","4","0","0.698","0.66","1.42","1","0.6283","0","3.142","0","0.377","1.382","0","1.257","-1.257","5.027","-5.027","0","0","0","0","0","4.5","150","5","2","0.6912","0.066","0.01","1","1","1","0","0","0","2","0","0","0","0","0","0","0.5","0.5","spells\textures\Beam_FireGreen.blp","","","","1967","0","200","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","190","74","133","74","3","0"
"1062","0.5875","1.5","0","1.14","7999","328","0","10","10","0","0.75","0","0","0.1","1.068","0","0","0","0","0","0","0","0","0.6283","0","100","0.48","0.66","0.26","0.55","-26","2.309","11.8","10","0","0.066","0.01","1.14","1","1","0","0","0","10","0","0","0","0","0","0","1.5","1.5","Spells\Textures\beam_spiritlink.blp","","","","4736","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","241","255","0","0","3","0"
"1063","1","0.5","0.0065","0.9","2999","103","0","1.75","2.75","0.6","0.99","0.17","0.25","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","50","50","10","2","0","0.066","0.01","0.9","1","1","0","0","0","2","0","0","0","0","0","0","0.5","0.5","spells\textures\Beam_WaterBlue.blp","","","","2002","0","0","20","1063","1064","1064","0","0","0","0","0","0","0","0","0","0","0","1","3","118","253","253","255","3","0"
"1064","1","0.5","0.0065","0.9","2999","71","0","1.75","2.75","0.6","0.99","0.17","0.25","0","0","0","0","0","0","0","2.3","0","0","0","0","0","0","0","0","0","25","75","10","2","0","0.066","0.01","0.9","1","1","0","0","0","2","0","0","0","0","0","0","0.5","0.5","spells\textures\Beam_WaterBlue.blp","","","","2002","0","999","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","118","253","253","255","3","0"
"1065","0.334","0.5","0","1.4","1000","70","0.07","3.7","8.45","0.27","0","0.23","0.72","0","1.194","6.8","0","0","0","0","0.9","0","0","0","0","0","0.26","0.37","0.25","0.45","150","900","0","2","0","0.066","0.01","1.4","1","1","0","0","0","2","0","0","0","0","0","0","0.5","0.5","TEXTURES\SPELLCHAINEFFECTS\SUMMONGHOULSLIGHTNING.BLP","","","","5135","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","255","255","255","255","3","0"
"1069","0.1","0.079925","0","0","5000","32","0","2","4","0","0.99","0","0.25","0.1","0","9.2","0","0","0","0","0","0","0.06283","0","0","445","0","0","0","0","20","20","13.7","2","0","0.066","0.01","0","1","1","0","0","0","2","0","0","0","0","0","0","0.079925","0.079925","Textures\SpellChainEffects\RopeBeam.blp","","","","346","0","300","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","2","0"
"1070","0.1975","0.279725","0","0.6","1000","72","0","2","4","0","0.75","0","0","0.75","0.377","3","0","0","0","0","0","0","0","0","5.027","0","0","0","0","0","20","4","1","2","0","0.066","0.01","0.6","1","1","0","0","0","2","0","0","0","0","0","0","0.279725","0.279725","Textures\SpellChainEffects\Beam_Purple.blp","","","","303","0","300","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","204","255","255","255","3","0"
"1071","1","0.3","0","0","1000","320","0","2","4","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","4","1","2","0","0.066","0.01","0","1","1","0","0","0","2","0","0","0","0","0","0","0.3","0.3","Spells\Textures\beam_chainiron.blp","","","","4851","0","300","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","91","91","91","2","0"
"1072","0.997","0.3","0","1.2","999","96","0","2","4","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0.5","0.5","2","0","0.066","0.01","1.2","1","1","0","0","0","2","0","0","0","0","0","0","0.3","0.3","Textures\SpellChainEffects\SoulBeam_Desaturated.blp","","","","1345","0","0","2","1073","1074","1075","0","0","0","0","0","0","0","0","0","0","0","3","3","255","100","6","50","3","0"
"1073","0.997","0.3","0","1.2","999","96","0","2","4","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0.5","0.5","2","0","0.066","0.01","1.2","1","1","0","0","0","2","0","0","0","0","0","0","0.3","0.3","Textures\SpellChainEffects\SoulBeam_Desaturated.blp","","","","1345","0","100","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"1074","0.997","0.3","0","1.2","999","96","0","2","4","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0.5","0.5","2","0","0.066","0.01","1.2","1","1","0","0","0","2","0","0","0","0","0","0","0.3","0.3","Textures\SpellChainEffects\SoulBeam_Desaturated.blp","","","","1345","0","200","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"1075","0.997","0.3","0","1.2","999","96","0","2","4","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0.5","0.5","2","0","0.066","0.01","1.2","1","1","0","0","0","2","0","0","0","0","0","0","0.3","0.3","Textures\SpellChainEffects\SoulBeam_Desaturated.blp","","","","1345","0","300","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"1076","0.5875","0.5045","0","1.45","3210","328","0","10","10","0","0.75","0","0","0.4","-0.1257","1.2","0","0","0","0","0","0","0","0.6283","0","100","0.48","0.66","0.26","0.55","6","2.309","11.8","10","0","0.066","0.01","1.45","1","1","0","0","0","10","0","0","0","0","0","0","0.5045","0.5045","Spells\Textures\beam_spiritlink.blp","","","","4736","0","0","27","1076","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","163","207","174","0","3","0"
"1077","0.1","1.078925","0","4.55","240","1416","0","10","10","0","0.4356","0","0","0","0","-3.2","0","0","0","0","0","0","0","0","0","0","0.48","0.66","0.26","0.55","-17","10.01","4","2","2.45","0.066","0.01","4.55","1","1","0","0","0","2","0","0","0","0","0","0","1.078925","1.078925","Textures\SpellChainEffects\Soulbeam_Desaturated.blp","","","","5188","0","300","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","177","67","169","219","3","0"
"1080","1","0.8042","0","1.85","1000","64","0","2","4","0","0.75","0","0","0","-0.1257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","4","1","2","0","0.066","0.01","1.85","1","1","0","0","0","2","0","0","0","0","0","0","0.8042","0.8042","Spells\textures\Beam_SmokeGrey.blp","","","","2664","0","300","27","1082","1082","1082","343","343","343","343","1082","1082","1077","0","0","0","0","3","3","126","46","43","138","3","0"
"1082","4","0.5","0.007","1.5","1000","112","0.15","2","4","0","0.75","1","1","0","0","0","0","0","0","0","0.3","-3.142","3.142","0","0","0","0.25","0.25","0","2","100","5","5","2","0","0.066","0.01","1.5","1","1","0","0","0","2","0","0","0","0","0","0","0.5","0.5","Spells\textures\Beam_WebGlowWhite.blp","","","","2435","0","300","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","127","0","184","174","3","0"
"1083","0.2","1","0","1","2000","72","0","2","4","0","0.698","0.66","1.42","2.25","0.3142","10","0","0","0","0","0","1.257","-1.257","5.027","-5.027","0","0","0","0","0","20","100","1","2","0","0.066","0.01","1","1","1","0","0","0","2","0","0","0","0","0","0","1","1","spells\textures\Beam_WaterBlue.blp","","","","2002","0","200","27","1083","1083","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","88","214","220","3","0"
"1084","0.334","0.5","0","1.4","1000","70","0.07","3.7","8.45","0.27","0","0.23","0.72","0","1.194","6.8","0","0","0","0","0.5","0","0","0","0","0","0.26","0.37","0.25","0.45","150","900","0","2","0","0.066","0.01","1.4","1","1","0","0","0","2","0","0","0","0","0","0","0.5","0.5","Textures\SpellChainEffects\ShockLightning.blp","","","","257","0","0","27","1084","1084","1084","0","0","0","0","0","0","0","0","0","0","0","3","4","255","255","255","255","3","0"
"1086","0.5875","0.279725","0","0.15","1499","200","0","10","10","0","0.75","0","0","0.7","0.2827","-1E-06","0","0","0","0","0","0","0","0.6283","0","0","0.48","0.66","0.26","0.55","14","3.508","5.4","2","0","0.066","0.01","0.15","1","1","0","0","0","2","0","0","0","0","0","0","0.279725","0.279725","Textures\BloodSplats\BloodSplatGreen03.blp","","","","553","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","88","6","255","6","3","0"
"1087","0.5875","0.2048","0","0.25","1499","200","0","10","10","0","0.75","0","0","0.4","0.2827","-1E-06","0","0","0","0","0","0.1571","0.4398","0.754","1.885","0","0.48","0.66","0.26","0.55","7","3.508","5.4","2","0","0.066","0.01","0.25","1","1","0","0","0","2","0","0","0","0","0","0","0.2048","0.2048","Textures\BloodSplats\BloodSplatGreen03.blp","","","","553","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","128","0","255","0","2","0"
"1088","0.5875","0.15485","0","0.15","1499","1224","0","10","10","0","0.75","0","0","0.45","0.2827","-1E-06","0","0","0","0","0","0","0","0.6283","0","0","0.48","0.66","0.26","0.55","14","3.508","5.4","2","0.6912","0.066","0.01","0.15","1","1","0","0","0","2","0","0","0","0","0","0","0.15485","0.15485","Textures\BloodSplats\BloodSplatGreen03.blp","","","","553","0","0","27","1086","1087","1086","1086","0","0","0","0","0","0","0","0","0","0","7","4","88","0","209","7","3","0"
"1091","0.4315","0.5","0","2","1000","40","0","2","4","0","0.99","0","0","0","0.6283","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","20","1","2","0","0.066","0.01","2","1","1","0","0","0","2","0","0","0","0","0","0","0.5","0.5","Spells\Textures\beam_firered.blp","","","","4955","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","153","77","20","38","3","0"
"1092","2.78","0.06","0","0","1000","327","0.015","2.15","2.85","0.99","0.792","0","0","0.4","0","-2.4","-1.1","1.414","0","0","1.5","-1.571","-1.571","0","0","0","0","0","0","0","20","4","1","4.208","0","0.066","0.01","0","1","1","0","0","0","4.208","0","0","0","0","0","0","0.06","0.06","Textures\SpellChainEffects\RopeBeam.blp","","","","346","0","200","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","128","128","64","2","0"
"1093","0.4315","0.5","0","5","1000","32","0","0","0","0","0.99","0","0","0","0.6283","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","20","1","2","0","0.066","0.01","5","1","1","0","0","0","2","0","0","0","0","0","0","0.5","0.5","spells\textures\Beam_SmokeGrey.blp","","","","2296","0","200","0","1094","1094","1094","0","0","0","0","0","0","0","0","0","0","0","3","3","255","0","36","255","3","0"
"1094","0.4315","0.125","0.02","5","1000","100","0","0","0","0","0.99","0","0","0.45","0.6283","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","20","1","2","0","0.066","0.01","5","1","1","0","0","0","2","0","0","0","0","0","0","0.125","0.125","spells\textures\Beam_SmokeGrey.blp","","","","2296","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","214","240","240","3","0"
"1095","2.78","0.079925","0","0","1000","327","0.015","2.15","2.85","0.99","0.792","0","0","0.7","0.1885","-2.4","-1.1","1.414","0","0","0.75","3.142","3.142","0","0","0","0","0","0","0","20","4","1","4.208","0","0.066","0.01","0","1","1","0","0","0","4.208","0","0","0","0","0","0","0.079925","0.079925","Textures\SpellChainEffects\RopeBeam.blp","","","","346","0","200","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","128","128","64","2","0"
"1096","0.1","0.55445","0.002","1","2000","69","0.105","2","4","0.255","0.3663","0.03","0.18","0","0","2","0","0","0","0","0","1.257","-1.257","5.027","-5.027","0","0","0","0","0","20","100","1","2","0","0.066","0.01","1","1","1","0","0","0","2","0","0","0","0","0","0","0.55445","0.55445","spells\textures\Beam_FireRed.blp","","","","1934","0","200","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"1097","0.1","0.15","0","0","2000","449","0","2","4","0","0.698","0.66","1.42","0.05","0.06283","2","0","0","0","0","0","0.2827","-1.257","1.508","-5.027","0","0","0","0","0","20","100","1","1","0","0.066","0.01","0","1","1","0","0","0","1","0","0","0","0","0","0","0.15","0.15","Spells\Textures\Beam_ChainIron.blp","","","","1899","0","200","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","47","72","149","2","0"
"1102","0.1","0.429575","0","1.7","2000","73","0","2","4","0","0.698","0.66","1.42","0.1","2.388","18","0","0","0","0","0","1.257","-1.257","5.027","-5.027","0","0","0","0","0","20","100","1","2","0","0.066","0.01","1.7","1","1","0","0","0","2","0","0","0","0","0","0","0.429575","0.429575","Spells\Textures\beam_webglowwhite.blp","","","","4058","0","200","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","88","214","220","2","0"
"1104","2.78","0.079925","0","0","1000","327","0.015","2.15","2.85","0.99","0.792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","4","1","4.208","0","0.066","0.01","0","1","1","0","0","0","4.208","0","0","0","0","0","0","0.079925","0.079925","Textures\SpellChainEffects\RopeBeam.blp","","","","346","0","200","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","128","128","64","2","0"
"1105","4","2.5","0","0.5","1000","0","0","2","4","0","0.75","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","2","0.1","0.2","75","3","8","2","0","0.066","0.01","0.5","1","1","0","0","0","2","0","0","0","0","0","0","2.5","2.5","Textures\SpellChainEffects\RopeBeam_Desaturated.blp","","","","596","0","300","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","28","0","189","2","0"
"1106","1","0.5","0","0","1000","8","0","2","4","0","0.75","0.15","0","0.25","0.6912","8.8","0","0","0","0","0","-0.8727","0.8727","0","0","0","0","0","0","0","9","8","1","2","0","0.066","0.01","0","1","1","0","0","0","2","0","0","0","0","0","0","0.5","0.5","Spells\Textures\beam_spiritlink.blp","","","","4736","0","300","37","1107","1108","1109","0","0","0","0","0","0","0","0","0","0","0","7","3","102","61","0","246","2","2"
"1107","1","0.5","0","0","1000","8","0","2","4","0","0.75","0.15","0","0.25","0.6912","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","8","1","2","0","0.066","0.01","0","1","1","0","0","0","2","0","0","0","0","0","0","0.5","0.5","Spells\Textures\beam_chainiron.blp","","","","4851","0","300","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","3","255","160","160","160","2","0"
"1108","1","0.425","0","2","1000","8","0","2","4","0","0.75","0.15","0","0.25","0.8796","5","0","0","0","0","0","-0.8727","0.8727","0.8727","-0.8727","0","0","0","0","0","9","8","1","2","0","0.066","0.01","2","1","1","0","0","0","2","0","0","0","0","0","0","0.425","0.425","Spells\Textures\beam_spiritlink.blp","","","","4736","0","300","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","3","102","0","9","249","3","2"
"1109","1","0.35465","0","2.6","1000","8","0","2","4","0","0.75","0.15","0","0.25","0.6912","8.8","0","0","0","0","0","-0.8727","0.8727","0","0","0","0","0","0","0","9","8","1","2","0","0.066","0.01","2.6","1","1","0","0","0","2","0","0","0","0","0","0","0.35465","0.35465","Spells\Textures\beam_spiritlink.blp","","","","4736","0","300","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","3","102","104","0","247","3","2"
"1110","0.2","0.15","0","-1","1000","96","0","0","0","0","0.75","0","0","0.1","-0.6283","0","0","0","0","0","0.6","2.094","4.712","0","0","0","0","0","0","0","-30","10","5","2","0","0.066","0.01","-1","1","1","0","0","0","2","0","0","0","0","0","0","0.15","0.15","Textures\SpellChainEffects\WhiteBeam.blp","","","","512","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","130","161","189","3","0"
"1111","0.2","0.15","0","-1","1000","96","0","0","0","0","0.75","0","0","0.1","-0.6283","0","0","0","0","0","0.3","0","2.094","0","0","0","0","0","0","0","-25","10","5","2","0","0.066","0.01","-1","1","1","0","0","0","2","0","0","0","0","0","0","0.15","0.15","Textures\SpellChainEffects\WhiteBeam.blp","","","","512","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","130","161","189","3","0"
"1112","4","0.5","0","-2","1000","72","0","0","0","0","0.75","0","0","0","3.142","-50","0","0","0","0","0.15","0","0","0","0","0","0","0","0","0","-24","4","1","2","0","0.066","0.01","-2","1","1","0","0","0","2","0","0","0","0","0","0","0.5","0.5","Textures\SpellChainEffects\HealBeam_Desaturated.blp","","","","818","0","200","0","1110","1111","0","0","0","0","0","0","0","0","0","0","0","0","3","3","51","130","161","189","3","0"
"1113","2.78","0.079925","0","0","1000","327","0.015","2.15","2.85","0.99","0.792","0","0","0.3","0.1885","-2.4","-1.1","1.414","0","0","0.25","0","0","0","0","0","0","0","0","0","20","4","1","4.208","0","0.066","0.01","0","1","1","0","0","0","4.208","0","0","0","0","0","0","0.079925","0.079925","Textures\SpellChainEffects\RopeBeam.blp","","","","346","0","200","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","128","128","64","2","0"
"1115","0.1","0.279725","0.01","1.66","2000","12","0","0","0","0","0.75","0","0","1.15","2.199","23.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","1.66","1","1","0","0","0","2","0","0","0","0","0","0","0.279725","0.279725","Textures\SpellChainEffects\WhiteBeam.blp","","","","512","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","43","22","184","3","0"
"1117","0.1","0.55445","0.002","0.55","2297","69","0.105","2","4","0.12","0.3663","0.03","0.18","0","0","2","0","0","0","0","0","1.257","-1.257","5.027","-5.027","0","0","0","0","0","20","100","1","2","0","0.066","0.01","0.55","1","1","0","0","0","2","0","0","0","0","0","0","0.55445","0.55445","spells\textures\Beam_SmokeGrey.blp","","","","2296","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","38","72","229","3","0"
"1118","0.3","0.579425","0.001","1.66","999","0","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","30","1","2","0","0.066","0.01","1.66","1","1","0","0","0","2","0","0","0","0","0","0","0.579425","0.579425","Textures\SpellChainEffects\HealBeam.blp","","","","43","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","2"
"1119","100","0.85415","0","1.15","3058","231","0","0","0","0","0.99","0.8","1.42","4.4","0.09425","-5.6","0.06283","1.414","-0.754","1.508","0","0","0","0","0","0","0","0","0","0","21.5","10.01","50","2","0","0.066","0.01","1.15","1","1","0","0","0","2","0","0","0","0","0","0","0.85415","0.85415","Textures\SpellChainEffects\WhiteBeam.blp","","","","512","0","0","51","1119","1119","1119","1119","1119","1119","1119","1119","1119","1119","95","4","0","0","9","5","151","0","200","39","3","0"
"1120","0.1","0.375","0","1.5","2000","65","0","2","4","0","0.698","0.26","0.46","0.2","1.445","20","1.1","2.356","1.571","1.571","0","1.257","-1.257","12.19","10.81","0","0","0","0","0","20","100","1","2","0","0.066","0.01","1.5","1","1","0","0","0","2","0","0","0","0","0","0","0.375","0.375","spells\textures\Beam_FireRed.blp","","","","1934","0","200","27","1121","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","153","255","255","255","3","0"
"1121","0.1","0.175","0","1.5","2000","65","0","2","4","0","0.698","0.26","0.46","0","2.011","20","1.1","2.356","1.571","1.571","0","1.257","-1.257","12.19","10.81","0","0","0","0","0","20","100","1","2","0","0.066","0.01","1.5","1","1","0","0","0","2","0","0","0","0","0","0","0.175","0.175","spells\textures\Beam_FireRed.blp","","","","1934","0","200","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","243","50","50","3","1"
"1129","0.451","0.25","0","0.7","2980","102","0.08","3.7","5.55","0.09","0.2079","0.23","0.72","0","3.204","2.4","0","0","0","0","1.9","0","0","0","0","0","0.26","0.37","0.25","0.45","24","3.508","0.6","2","0","0.066","0.01","0.7","1","1","0","0","0","2","0","0","0","0","0","0","0.25","0.25","Spells\Textures\beam_smokegrey.blp","","","","4816","0","285","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","177","178","8","233","3","0"
"1130","0.451","0.279725","0","2","2980","70","0.07","3.7","5.55","0.09","0.4059","0.23","0.52","0","3.204","2.4","0","0","0","0","1.15","0","0","0","0","0","0.26","0.37","0.25","0.45","24","6.807","4.8","2","0","0.066","0.01","2","1","1","0","0","0","2","0","0","0","0","0","0","0.279725","0.279725","Spells\Textures\beam_webwhite.blp","","","","4886","0","285","27","1129","1132","1133","0","0","0","0","0","0","0","0","0","0","0","3","4","224","178","8","233","3","0"
"1132","0.451","0.25","0","0.7","2982","102","0.08","3.7","5.15","0.09","0.2079","0.23","0.72","0","3.204","2.4","0","0","0","0","0.7","0","0","0","0","0","0.26","0.37","0.25","0.45","27","3.508","0.6","2","0","0.066","0.01","0.7","1","1","0","0","0","2","0","0","0","0","0","0","0.25","0.25","Spells\Textures\beam_smokegrey.blp","","","","4816","0","285","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","177","178","8","233","3","0"
"1133","0.1","0.1","0","0.75","2980","104","0","0","0","0","0","0.23","0.72","0.55","5.906","18.4","0","0","0","0","1.1","0","0","0","0","0","0.26","0.37","0.25","0.45","21.5","1.809","7.7","2","0","0.066","0.01","0.75","1","1","0","0","0","2","0","0","0","0","0","0","0.1","0.1","Spells\Textures\beam_webwhite.blp","","","","4886","0","285","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","255","178","8","233","3","0"
"1136","0.1","0.229775","0","0","999","449","0","2","4","0","0.698","0.66","1.42","0.25","0","4.4","0","0","0","0","0","0.2827","-1.257","1.508","-5.027","0","0","0","0","0","20","100","1","2","0","0.066","0.01","0","1","1","0","0","0","2","0","0","0","0","0","0","0.229775","0.229775","Spells\Textures\Beam_ChainIron.blp","","","","1899","0","200","27","1137","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","2","0"
"1137","0.1","0.229775","0","0","999","449","0","2","4","0","0.698","0.66","1.42","0.15","0","3.6","0","0","0","0","0","0.2827","-1.257","1.508","-5.027","0","0","0","0","0","20","100","1","2","0","0.066","0.01","0","1","1","0","0","0","2","0","0","0","0","0","0","0.229775","0.229775","Spells\Textures\Beam_ChainIron.blp","","","","1899","0","200","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","2","1"
"1139","1","2","0","2.5","1000","73","0","2","4","0","0.75","0","0","0.5","0.5027","9.2","0","0","0","0","0","0.3491","0.3491","0","0","0","0","0","0","0","30","2.609","7.5","2","-2.513","0.066","0.01","2.5","1","1","0","0","0","2","0","0","0","0","0","0","2","2","Spells\Textures\beam_spiritlink.blp","","","","4736","0","300","27","1141","1140","0","0","0","0","0","0","0","0","0","0","0","0","3","3","127","0","4","56","2","2"
"1140","0.2","0.5","0","1.5","1000","1352","0","2","4","0","0.75","0","0","0.75","31.42","-10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","4","1","10","0","0.066","0.01","1.5","1","1","0","0","0","10","0","0","0","0","0","0","0.5","0.5","Spells\Textures\beam_smokegrey.blp","","","","4816","0","300","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","0","17","246","6","2"
"1141","0.2","0.6","0","2","1000","1352","0","2","4","0","0.75","0","0","0.75","31.42","-10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","4","1","9","3.142","0.066","0.01","2","1","1","0","0","0","9","0","0","0","0","0","0","0.6","0.6","Spells\Textures\beam_spiritlink.blp","","","","4736","0","300","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","44","0","249","3","0"
"1142","100","0.429575","0","0.6","3020","231","0","0","0","0","0.99","0.8","1.42","2","0.09425","2","0.06283","1.414","-0.754","1.508","0","0","0","0","0","0","0","0","0","0","30","40","9.2","2","0","0.066","0.01","0.6","1","1","0","0","0","2","0","0","0","0","0","0","0.429575","0.429575","Textures\SpellChainEffects\WhiteBeam.blp","","","","512","0","0","51","1142","0","0","0","0","0","0","0","0","0","0","0","0","0","9","5","226","255","70","0","3","0"
"1143","100","0.429575","0","0.6","3020","199","0","0","0","0","0.99","0.8","1.42","2","0.09425","2","0.06283","1.414","-0.754","1.508","0","0","0","0","0","0","0","0","0","0","30","40","9.2","2","0","0.066","0.01","0.6","1","1","0","0","0","2","0","0","0","0","0","0","0.429575","0.429575","Textures\SpellChainEffects\WhiteBeam.blp","","","","512","0","0","51","1142","1142","0","0","0","0","0","0","0","0","0","0","0","0","9","5","226","255","70","0","3","0"
