Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1,Unknown2_0,Unknown2_1,Unknown3_0,Unknown3_1,Unknown4,Unknown5,Unknown6,Unknown7
"265","0","0","0","Transport, Theramore (NEW)","0","0","0","0","0","0","0","0"
"266","0","0","0","Transport, Menethil (NEW)","0","0","0","0","0","0","0","0"
"267","4272.09","-3248.26","324.93","Grizzly Hills, Alliance Log Ride Start","29878","0","0","0","571","0","0","0"
"268","2664.22","-2344.63","21.7","Grizzly Hills, Alliance Log Ride End","0","0","0","0","571","0","0","0"
"269","1341.67","-3288.74","174.45","Quest - Westguard Keep to Wintergarde Keep Begin","0","27491","0","0","571","0","0","0"
"270","3712.23","-693.85","215.42","Quest - Westguard Keep to Wintergarde Keep End","0","27491","0","0","571","0","0","0"
"271","4311.25","-2956.61","317.31","Grizzly Hills, Horde Log Ride Start","29879","0","0","0","571","0","0","0"
"272","2883.75","-1673.71","6.48","Grizzly Hills, Horde Log Ride End","0","0","0","0","571","0","0","0"
"273","3547.22","381.49","52.26","Wyrmrest Temple - bottom to top, Dragonblight - Begin","26899","26899","0","0","571","0","0","0"
"274","3590.38","277.54","340.85","Wyrmrest Temple - bottom to top, Dragonblight - End","0","0","0","0","571","0","0","0"
"275","3587.65","279.21","340.83","Wyrmrest Temple - top to bottom, Dragonblight - Begin","26899","26899","0","0","571","0","0","0"
"276","3511.48","373.93","52.26","Wyrmrest Temple - top to bottom, Dragonblight - End","0","0","0","0","571","0","0","0"
"277","3587.55","279.14","340.83","Wyrmrest Temple - top to middle, Dragonblight - Begin","26899","26899","0","0","571","0","0","0"
"278","3543.24","307.04","116.73","Wyrmrest Temple - top to middle, Dragonblight - End","0","0","0","0","571","0","0","0"
"279","3587.04","277.14","340.82","Wyrmrest Temple - middle to top, Dragonblight - End","0","0","0","0","571","0","0","0"
"280","3545.62","273.6","116.84","Wyrmrest Temple - middle to top, Dragonblight - Begin","26899","26899","0","0","571","0","0","0"
"281","3512.22","373.57","52.26","Wyrmrest Temple - middle to bottom, Dragonblight - End","0","0","0","0","571","0","0","0"
"282","3545.61","273.6","116.84","Wyrmrest Temple - middle to bottom, Dragonblight - Begin","26899","26899","0","0","571","0","0","0"
"283","3543.37","307.06","116.73","Wyrmrest Temple - bottom to middle, Dragonblight - End","0","0","0","0","571","0","0","0"
"284","3548.15","381.01","52.26","Wyrmrest Temple - bottom to middle, Dragonblight - Begin","26899","26899","0","0","571","0","0","0"
"285","0","0","0","Quest - Wintergarde -> Stars' Rest (Start)","0","27764","0","0","0","0","0","0"
"286","3503.76","1990.11","65.12","Quest - Wintergarde -> Stars' Rest (End)","0","0","0","0","571","0","0","0"
"287","0","0","0","Quest - Valgarde -> Westguard Keep Start","0","27491","0","0","0","0","0","0"
"288","1341.23","-3288.91","174.46","Quest - Valgarde -> Westguard Keep End","0","0","0","0","571","0","0","0"
"289","3587.84","5973.3","136.22","Amber Ledge, Borean Tundra","26899","26899","0","0","571","0","289","3"
"290","5450.3","-2606.27","306.91","Argent Stand, Zul'Drak","28172","0","0","0","571","0","0","0"
"291","5028.69","-3020.38","292.42","Ruined City Post 01, Zul'Drak","0","0","0","0","571","0","0","0"
"292","-8338.36","1107.01","57.26","Flavor - Stormwind Harbor  - Start","0","541","0","0","0","0","0","0"
"293","-8341.09","1101.85","57.26","Flavor - Stormwind Harbor - Stop","0","0","0","0","0","0","0","0"
"294","2792.45","908.96","22.33","Moa'ki, Dragonblight","2224","541","-0.014","0.007","571","0","294","3"
"295","785.27","-2887.71","5.89","Kamagua, Howling Fjord","2224","541","0.005","-0.02","571","0","295","3"
"296","2919.19","4046.09","1.85","Unu'pe, Borean Tundra","2224","541","-0.007","0.02","571","0","296","3"
"297","5557.57","5802.05","-66.09","Sholazar Basin - Quest - Reconnaisance - Start","0","0","0","0","571","0","0","0"
"298","5505.35","4747.79","-194.43","Sholazar Basin - Quest - Reconnaisance - End","0","0","0","0","571","0","0","0"
"299","0","0","0","Transport: Menethil <-> Valgarde","0","0","0","0","0","0","0","0"
"300","0","0","0","Transport, Stormwind","0","0","0","0","0","0","0","0"
"301","4125.51","5310.99","28.68","Quest - Borean Tundra - Check In With Bixie - Begin","0","28360","0","0","571","0","0","0"
"302","4171.83","4335.63","36.23","Quest - Borean Tundra - Check In With Bixie - End","0","0","0","0","571","0","0","0"
"303","5100.81","2185.65","365.62","Valiance Landing Camp, Wintergrasp","0","541","0","0","571","0","303","1"
"304","5521.63","-2672.25","303.95","The Argent Stand, Zul'Drak","2224","541","0.01","-0.04","571","0","304","3"
"305","5218.9","-1302.22","242.16","Ebon Watch, Zul'Drak","32981","32981","0.015","-0.01","571","0","305","7"
"306","5190.11","-2206.46","239.4","Light's Breach, Zul'Drak","2224","541","0.014","0","571","0","306","3"
"307","5777.4","-3594.94","386.69","Zim'Torga, Zul'Drak","2224","541","0.012","-0.01","571","0","307","3"
"308","5506.23","4748.1","-194.43","River's Heart, Sholazar Basin","28625","28625","0","0","571","0","308","3"
"309","5596.1","5824.37","-67.73","Nesingwary Base Camp, Sholazar Basin","28625","28625","0","0","571","7376","309","3"
"310","5813.89","449.13","658.75","Dalaran","2224","541","0","0","571","0","310","3"
"311","3877.91","-4519.59","217.29","Camp Onequah, Grizzly Hills (Quest)","2224","0","0","0","571","0","0","0"
"312","5189.67","-2206.85","239.4","Light's Breach, Zul'Drak (Quest)","0","0","0","0","571","0","0","0"
"313","4584.01","-4250.38","182.17","Westfall Brigade, Grizzly Hills (Quest)","0","541","0","0","571","0","0","0"
"314","5779.13","-3596.42","386.85","Zim'Torga, Zul'Drak (Quest)","3574","0","0","0","571","0","0","0"
"315","2352.37","-5666.91","382.24","Acherus: The Ebon Hold","32981","32981","0.02","0.085","0","7305","315","3"
"316","0","0","0","Ebon Hold - Acherus -> Death's Breach Start","29488","29488","0","0","0","0","0","0"
"317","2431","-5730.21","157.94","Ebon Hold - Acherus -> Death's Breach End","0","0","0","0","609","0","0","0"
"318","0","0","0","Ebon Hold - Death's Breach -> Acherus Start","29501","29501","0","0","0","0","0","0"
"319","2356.51","-5664.18","382.25","Ebon Hold - Death's Breach -> Acherus End","0","0","0","0","609","0","0","0"
"320","6186.75","-1052.91","410.2","K3, The Storm Peaks","2224","541","0.014","0","571","0","320","3"
"321","6667.04","-258.7","961.9","Frosthold, The Storm Peaks","0","541","-0.01","0","571","0","321","1"
"322","7308.04","-2607.6","814.8","Dun Niffelem, The Storm Peaks","32585","32585","0","-0.007","571","0","322","3"
"323","7857.3","-735.02","1177.15","Grom'arsh Crash-Site, The Storm Peaks","2224","0","0.01","-0.01","571","0","323","2"
"324","7793.85","-2810.09","1217.03","Camp Tunka'lo, The Storm Peaks","2224","0","0.034","0.007","571","0","324","2"
"325","7427.32","4224.16","314.11","Death's Rise, Icecrown","32981","32981","0","0","571","0","325","3"
"326","8864.74","-1324.33","1032.82","Ulduar, The Storm Peaks","2224","541","0.015","0.04","571","0","326","3"
"327","8472.46","-335.95","906.48","Bouldercrag's Refuge, The Storm Peaks","2224","541","0","0","571","0","327","3"
"328","7501.65","1140.28","682.23","Transport, Icecrown Airship (A)","0","0","0","0","571","0","0","0"
"329","7561.81","1724.59","683.56","Transport, Icecrown Airship (H)","0","0","0","0","571","0","0","0"
"330","7489.64","1477.72","328.64","Transport, Icecrown (Target)","0","0","0","0","571","0","0","0"
"331","6897.65","-4118.23","467.35","Gundrak, Zul'Drak","2224","541","0","0","571","0","331","7"
"332","5024.99","3685.55","362.94","Warsong Camp, Wintergrasp","2224","0","0","0","571","0","332","2"
"333","8408.09","2702.66","655.11","The Shadow Vault, Icecrown","32981","32981","0","-0.027","571","0","333","3"
"334","6164.49","-61.31","388.18","The Argent Vanguard, Icecrown","2224","541","0","0.018","571","0","334","3"
"335","6402.06","467.86","511.29","Crusaders' Pinnacle, Icecrown","32586","32586","0","0","571","0","335","3"
"336","5035.65","-519.96","225.41","Windrunner's Overlook, Crystalsong Forest","0","31315","0.01","0","571","0","336","1"
"337","5590.49","-693.23","206.63","Sunreaver's Command, Crystalsong Forest","34709","0","-0.005","0.02","571","0","337","2"
"338","3880.51","654.16","10.46","Blackfathom Camp, Ashenvale","0","3837","0","0","1","0","338","1"
"339","4970.5","147.65","51.64","Grove of the Ancients, Darkshore","0","3837","-0.005","0","1","0","339","1"
"340","8475.79","891.2","547.29","Argent Tournament Grounds, Icecrown","34709","31315","0","0","571","0","340","3"
"341","-749.2","-99.99","429.68","Ulduar Raid - Interior - Insertion Point","25968","25968","0","0","603","0","0","0"
"342","119.96","-71.62","409.8","Ulduar Raid - Iron Concourse","25968","25968","0","0","603","0","0","0"
"343","2309.23","-2523.21","103.06","Splintertree, Ashenvale","20413","0","0","0","1","0","0","0"
"344","2308.32","-2521.55","103.16","Quest - Splintertree  Post -> Zoramgar","2224","0","0","0","1","0","0","0"
"345","3350.83","1054.24","3.01","Quest - Zoramgar, Ashenvale","20413","0","0","0","1","0","0","0"
"346","2873.53","-3740.51","90.6","Ashenvale 4.x, Azshara to Mor'shan Ramparts","2224","0","0","0","1","0","0","0"
"347","1225.78","-2250.9","91.76","Ashenvale 4.x, Mor'shan Landing","0","0","0","0","1","0","0","0"
"348","0","0","0","Transport: Thunder Bluff <-> Org (Zep)","0","0","0","0","0","0","0","0"
"349","3350.21","1054.12","3.03","Andruk, Zoram'gar","2224","0","0","0","1","0","0","0"
"350","3049.08","-498.95","205.64","Hellscream's Watch, Ashenvale","2224","0","-0.007","0","1","0","350","2"
"351","1905.11","-321.99","118.25","Stardust Spire, Ashenvale","0","3837","0.01","0.01","1","0","351","1"
"352","0","0","0","Isle of Conquest - Gunships","0","0","0","0","0","0","0","0"
"354","1206.05","-2209.15","92.1406","The Mor'Shan Ramparts, Ashenvale","2224","0","0","0","1","0","354","2"
"356","2159.62","-1144.05","97.87","Silverwind Refuge, Ashenvale","2224","0","0","-0.01","1","0","356","2"
"358","8498.32","1066.32","552.19","Quest - Icecrown - North Sea Kraken Bombing - Start","35146","35146","0","0","571","0","0","0"
"359","8501.53","1064.02","552.19","Quest - Icecrown - North Sea Kraken Bombing - End","33857","33857","0","0","571","0","0","0"
"360","2188","1241.89","465.763","Cliffwalker Post, Stonetalon Mountains","42886","0","0.01","-0.015","1","0","360","2"
"361","1268.51","432.87","95.56","Windshear Hold, Stonetalon Mountains","0","3837","0","0","1","0","361","1"
"362","932.12","-21.25","92.81","Krom'gar Fortress, Stonetalon Mountains","2224","0","0.015","0","1","0","362","2"
"363","-111.94","-260.41","23.88","Malaka'jin, Stonetalon Mountains","2224","0","0","0","1","0","363","2"
"364","237.88","-281.35","92.76","Northwatch Expedition Base Camp, Stonetalon Mountains","0","541","0","0","1","0","364","1"
"365","973.94","2013.13","126.59","Farwatcher's Glen, Stonetalon Mountains","0","3837","0.015","0.008","1","0","365","1"
"366","-439.15","2242.62","93.09","Furien's Post, Desolace","19917","0","-0.007","0","1","0","366","2"
"367","-1694.53","2577.57","136.59","Thargad's Camp, Desolace","0","541","0.006","0","1","0","367","1"
"368","-1038.43","1637.99","60.56","Karnum's Glade, Desolace","2224","3837","-0.007","-0.037","1","0","368","3"
"369","-534.04","1056.68","89.91","Thunk's Abode, Desolace","36709","36709","0.005","0","1","0","369","3"
"370","-356.47","2478.9","75.95","Ethel Rethor, Desolace","36706","36706","0.008","-0.012","1","0","370","3"
"371","0","0","0","Vashj'ir - Alliance Start","0","0","0","0","0","0","0","0"
"372","0","0","0","Vashj'ir - Alliance End","0","0","0","0","0","0","0","0"
"373","-2936.14","-1.52","189.07","Mulgore - Red Cloud Mesa: To Bloodhoof","0","0","0","0","1","0","0","0"
"374","-2333.39","-388.45","-7.97","Mulgore - Red Cloud Mesa: To Bloodhoof (End)","0","0","0","0","1","0","0","0"
"375","0","0","0","Transport, Gadgetzan","0","0","0","0","0","0","0","0"
"376","0","0","0","Icecrown Raid - Airship Battle Taxi Paths","0","0","0","0","0","0","0","0"
"377","0","0","0","Icecrown Dungeon - Gunships","0","0","0","0","0","0","0","0"
"378","0","0","0","Quest - Dun Morogh - Coldridge Valley - Pack Your Bags End","30853","0","0","0","0","0","0","0"
"379","-200.59","1437.53","-452.27","Icecrown Raid - Saurfang's Ship (End)","0","0","0","0","631","0","0","0"
"380","0","0","0","Icecrown Raid - Saurfang's Ship (Start)","0","0","0","0","0","0","0","0"
"381","0","0","0","Quest [Transport] Icecrown Raid - Saurfang Ship (START)","0","0","0","0","0","0","0","0"
"382","0","0","0","Quest [Transport] Icecrown Raid - Saurfang Ship (END)","0","0","0","0","0","0","0","0"
"383","1935.97","-2694.48","61.9471","Thondroril River, Eastern Plaguelands","2224","541","0.008","0.008","0","0","383","3"
"384","1726.62","-740.981","59.9282","The Bulwark, Tirisfal","3574","0","-0.005","0.002","0","0","384","2"
"386","-6958.44","-1095.24","-272.65","Mossy Pile, Un'Goro Crater","2224","541","0.004","-0.012","1","0","9","3"
"387","-335.2","-1532.44","87.51","Honor's Stand, Southern Barrens","0","541","0.000998004","0.01162791","1","0","85","1"
"388","-2124.21","-3561.79","100.89","Northwatch Hold, Southern Barrens","0","541","0","0","1","0","86","1"
"389","-3150.25","-2286.27","93.01","Fort Triumph, Southern Barrens","0","541","0","0","1","0","87","1"
"390","-798.72","-1590.87","140.63","Hunter's Hill, Southern Barrens","2224","0","0.00998004","-0.002906977","1","0","34","2"
"391","-3288.85","-1697.99","122.62","Desolation Hold, Southern Barrens","2224","0","0.02","0","1","0","15","2"
"392","-5448.5","-665.08","392.95","CC Prologue - GT - Quest - Vent Horizon - Start","28625","28625","0","0","0","0","0","0"
"393","-5447.85","-665.59","393.16","CC Prologue - GT - Quest - Vent Horizon - End","35146","35146","0","0","0","0","0","0"
"394","-5451.48","-667.73","393.01","CC Prologue - GT - Battle Flight - Start","28625","28625","0","0","0","0","0","0"
"395","-5434.71","523.09","388.3","CC Prologue - GT - Battle Flight - End","0","0","0","0","0","0","0","0"
"402","-2299.54","-379.069","-9.11829","Bloodhoof Village, Mulgore","2224","0","0.005","0","1","0","51","2"
"404","-839.64","-4985.35","14.65","Durotar - ET - CC Prologue Spy Frog Start","40203","0","0","0","1","0","0","0"
"405","-838.01","-4986.28","14.75","Durotar - ET - CC Prologue Spy Frog End","40203","0","0","0","1","0","0","0"
"413","-4305.92","-923.57","81.15","Quest - ""To The Summit"" - Westreach Summit - End","0","0","0","0","1","0","0","0"
"414","-4568.22","-3224.09","34.87","Quest - ""To The Summit"" - Camp Mojache -> Westreach Summit - Begin","2224","0","0","0","1","0","0","0"
"429","-4567.53","-3224.61","34.84","Quest - ""To The Summit"" - Mudsprocket -> Westreach Summit - Begin","2224","0","0","0","1","0","0","0"
"433","-4462.36","-543.04","5.4","Quest - ""To New Thalanaar"" - Mudsprocket -> New Thalanaar - Begin","0","36706","0","0","1","0","0","0"
"434","-4462.05","-543.39","5.37","Quest - ""To New Thalanaar"" - New Thalanaar - End","0","0","0","0","1","0","0","0"
"436","-4997.68","71.01","99.89","Quest - ""To New Thalanaar"" - Shadebough -> New Thalanaar - Begin","0","31315","0","0","1","0","0","0"
"438","-838.85","-4985.99","14.71","Durotar - ET - CC Prologue Troll Taxi Bat Start","3574","0","0","0","1","0","0","0"
"439","284.38","-4762.36","12.56","Durotar - ET - CC Prologue Troll Recruit End","3574","0","0","0","1","0","0","0"
"440","-848.2","-5339.46","3.07","Durotar - ET - CC Prologue - Troll Battle End","0","0","0","0","1","0","0","0"
"456","9873.1","977.698","1309.98","Dolanaar, Teldrassil","0","3837","0","0","1","0","36","1"
"457","9968.8","2622.09","1316.08","Darnassus, Teldrassil","0","3837","0","0","1","0","35","1"
"458","1152.6","-3381.74","91.8054","Nozzlepot's Outpost, Northern Barrens","2224","0","0.00499002","-0.004360465","1","0","46","2"
"460","2272.68","372.064","35.7611","Brill, Tirisfal Glades","3574","0","0","-0.005","0","0","113","2"
"509","16083.1","16120.1","69.4444","Quest Path 2063: Brian's 4.0 Test Path ","28783","28783","0","0","451","0","0","0"
"513","-6075.37","-3913.44","21.6224","Fizzle & Pozzik's Speedbarge, Thousand Needles","2224","3837","0.018","0.01","1","0","47","3"
"521","-4588.05","3481.12","-102.718","Smuggler's Scar, Vashj'ir","40848","40848","-0.01","-0.04","0","0","57","3"
"522","-6105.61","4285.08","-350.5","Silver Tide Hollow, Vashj'ir","40848","40848","0","0.015","0","0","54","3"
"523","-6616.4","4308.28","-564.077","Tranquil Wash, Vashj'ir","0","40848","0.002","-0.002","0","0","60","1"
"524","-6902.25","5943.82","-766.516","Darkbreak Cove, Vashj'ir","0","40848","0.02","-0.055","0","0","59","1"
"525","-6805.63","4199.85","-480.947","Legion's Rest, Vashj'ir","40848","0","-0.007","-0.03","0","0","157","2"
"526","-6507.99","6075.25","-671.461","Tenebrous Cavern, Vashj'ir","40848","0","0.072","0.025","0","0","161","2"
"531","-9487.89","-2467.13","16.7286","Dawnrise Expedition, Tanaris","2224","0","0","0","1","0","78","2"
"532","-9493.71","-2953.99","12.6826","Gunstan's Dig, Tanaris","0","541","0","0","1","0","81","1"
"536","-780.267","-4890.28","19.6215","Sen'jin Village, Durotar","3574","0","-0.005","0","1","0","63","2"
"537","269.917","-4766.76","11.4946","Razor Hill, Durotar","2224","0","0","0.008","1","0","62","2"
"538","4.65694","-2.34398","34.3213","test - JZB - Orgrim's Hammer","0","0","0","0","622","0","0","0"
"539","-8683.09","-4088.1","40.0553","Bootlegger Outpost, Tanaris","2224","541","0.01","0.014","1","0","77","3"
"540","1825.94","727.208","162.123","The Sludgewerks, Stonetalon Mountains","2224","0","0.01","0","1","0","165","2"
"541","1379.42","1034.86","165.088","Mirkfallon Post, Stonetalon Mountains","0","3837","0.011","0","1","0","170","1"
"551","-3222.93","-1989.49","50.5475","Whelgar's Retreat, Wetlands","0","541","0.016","0","0","0","168","1"
"552","-3306.65","-2718.69","20.4836","Greenwarden's Grove, Wetlands","0","3837","-0.006","0","0","0","162","1"
"553","-2656.54","-2464.28","80.3378","Dun Modr, Wetlands","0","541","0","0","0","0","176","1"
"554","-4113.6","-2741.21","18.9911","Slabchisel's Survey, Wetlands","0","541","0.01","-0.005","0","0","169","1"
"555","-5668.31","-4253.44","407.015","Farstrider Lodge, Loch Modan","0","541","0.02","0.005","0","924","84","1"
"557","4987.87","-2676.19","1426.36","Shrine of Aviana, Hyjal","3837","3837","0","0","1","0","137","3"
"558","5163.51","-1760.58","1338.47","Grove of Aessina, Hyjal","3837","3837","0.01","-0.015","1","0","91","3"
"559","5584.06","-3569.84","1570.6","Nordrassil, Hyjal","3837","3837","0","0","1","0","90","3"
"560","1281.25","-4803.46","19.6778","Quest Path 2171: [3.x] Transport, Org -> Undercity (Thundercaller)","3574","3574","0","0","1","0","0","0"
"561","1338.45","-4788.79","23.7209","Quest Path 2172: [3.x] Transport, Thunder Bluff -> Org (Zephyr)","3574","3574","0","0","1","0","0","0"
"562","1288.01","-4702.07","18.9683","Quest Path 2173: [3.x] Transport, Borean Tundra -> Org (Mighty Wind)","3574","3574","0","0","1","0","0","0"
"563","1283.84","-4644.63","34.7567","Quest Path 2174: [3.x] Transport, Grom'gol -> Orgrimmar (The Iron Eagle)","3574","3574","0","0","1","0","0","0"
"564","2146.43","1538.28","341.244","Quest Path 2175: Stonetalon 4.x - Taxi to Thal'darah Overlook Start","27127","27127","0","0","1","0","0","0"
"565","-3136.62","1951.67","41.5988","Dreamer's Rest, Feralas","0","3837","0.01","-0.01","1","0","155","1"
"567","-4863.64","1478.16","84.8475","Tower of Estulan, Feralas","0","3837","0","0","1","0","88","1"
"568","-3081.7","2560.1","50.1791","Camp Ataya, Feralas","2224","0","-0.007","0","1","0","158","2"
"569","-4606.52","1898.19","107.849","Stonemaul Hold, Feralas","2224","0","0","0","1","0","89","2"
"574","-4490.06","-1585.56","509.005","Quest Path 2201: Dun Morogh - Quest - Flight to Ironforge Airfield","28625","28625","0","0","0","0","0","0"
"575","-4560.15","-1641.19","503.324","Quest Path 2203: Dun Morogh - Quest - Striking Back (Bombing Run)","42097","42097","0","0","0","0","0","0"
"577","-5530.82","-2377.98","400.609","Quest Path 2206: Ironforge, Dun Morogh - Quest - Breadcrumb to Loch Modan","541","541","0","0","0","0","0","0"
"578","-5689.37","-1568.73","383.231","Quest Path 2207: Dun Morogh - Quest - Flight to Gol'Bolar from Ironforge Airfield","28625","28625","0","0","0","0","0","0"
"582","-9433.99","85.1493","56.734","Goldshire, Elwynn","0","541","0.005","-0.01","0","0","96","1"
"583","-10876.9","1542.88","54.5289","Moonbrook, Westfall","0","541","0","0","0","0","92","1"
"584","-9838.51","1273.93","40.7067","Furlbrow's Pumpkin Farm, Westfall","0","541","0.01","0","0","0","95","1"
"585","8334.76","1029.83","22.7917","Quest Path 293: Transport, Auberdine -> Rut'theran Village, Teldrassil (NO LONGER USED in 4.x)","3574","3574","0","0","1","0","0","0"
"586","2186.69","1241.3","465.705","Justin Test Node 1","42886","27397","0","0","1","0","0","0"
"587","2186.69","1241.3","465.705","Justin Test Node 2","27397","27397","0","0","1","0","0","0"
"589","-9475.71","-1306.74","44.1496","Eastvale Logging Camp, Elwynn","0","541","0.005","0.007","0","0","97","1"
"590","-12828.8","-413.71","12.9666","Fort Livingston, Stranglethorn","0","541","0","0.003","0","0","98","1"
"591","-13600.9","-85.5486","37.8078","Explorers' League Digsite, Stranglethorn","0","541","0.01","-0.015","0","0","103","1"
"592","-13288.3","722.028","3.75389","Hardwrench Hideaway, Stranglethorn","2224","0","0.007","0","0","0","175","2"
"593","-12092.2","-814.099","42.3411","Bambala, Stranglethorn","2224","0","-0.007","0","0","0","174","2"
"594","6078.51","-844.998","412.274","Whisperwind Grove, Felwood","54271","3837","0","-0.024","1","0","104","3"
"595","4734.16","-883.806","342.934","Wildheart Point, Felwood","2224","3837","0","0","1","0","105","3"
"596","-9641.67","-3479.37","121.956","Shalewind Canyon, Redridge","0","541","0","0.01","0","0","173","1"
"597","6892.69","-1620.41","503.106","Irontree Clearing, Felwood","2224","0","0","-0.008","1","0","106","2"
"598","-10176.6","-3836.54","17.986","Marshtide Watch, Swamp of Sorrows","0","541","0","0.027","0","0","108","1"
"599","-9737.08","-3890.72","22.73","Bogpaddle, Swamp of Sorrows","2224","541","-0.007","-0.005","0","0","107","3"
"600","-10118.6","-2852.48","23.4641","The Harborage, Swamp of Sorrows","0","3837","-0.01","0.015","0","0","109","5"
"601","-952.377","-1585.74","51.3004","Galen's Fall, Arathi","3574","0","0","0","0","0","172","6"
"602","-12761.9","-2919.04","7.04836","Surwich, Blasted Lands","0","3837","-0.008","0.005","0","46758","110","9"
"603","-12357.6","-3058.23","90.3242","Sunveil Excursion, Blasted Lands","19917","0","0","0","0","46791","111","10"
"604","-10933.3","-2790.98","25.6968","Dreadmaul Hold, Blasted Lands","2224","0","-0.01","0.015","0","46791","112","14"
"605","-7209.71","3925.85","14.7466","Voldrin's Hold, Vashj'ir","0","541","0","0","0","0","134","1"
"606","-5310.85","3914.42","3.22433","Sandy Beach, Vashj'ir","0","541","0","0","0","0","133","1"
"607","-5267.35","3900.27","0.974906","Sandy Beach, Vashj'ir","0","40848","0","0","0","0","131","1"
"608","-5671.02","3720.07","1.91569","Sandy Beach, Vashj'ir","2224","0","0","0","0","0","115","2"
"609","-5669.19","3711.81","1.16278","Sandy Beach, Vashj'ir","40848","0","0","0","0","0","114","2"
"610","-6878.52","4244.71","9.77592","Stygian Bounty, Vashj'ir","2224","0","0.04","0","0","0","116","2"
"611","-7198.97","3912.36","3.8512","Voldrin's Hold, Vashj'ir","0","40848","0","0","0","0","132","1"
"612","-6880.17","4278.06","2.1513","Stygian Bounty, Vashj'ir","40848","0","0.05","0","0","0","178","2"
"613","2647.79","-6214.4","100.111","Southern Rocketway, Azshara","28625","0","0.004","0","1","0","135","2"
"614","4611.38","-7041.8","153.843","Northern Rocketway, Azshara","28625","0","0.007","0","1","0","136","2"
"615","-9446.64","-2836.99","64.5761","Camp Everstill, Redridge","0","541","0.01","-0.008","0","0","171","1"
"616","4059.4","-3966.75","970.149","Gates of Sothann, Hyjal","43538","43538","0.012","-0.01","1","0","138","3"
"617","-25.776","-2821.78","125.17","Hiri'watha Research Station, The Hinterlands","3574","0","0","0.008","0","0","143","2"
"618","312.326","-4105.36","118.289","Stormfeather Outpost, The Hinterlands","0","541","0.007","0.003","0","0","142","1"
"619","-5660.8","-494.851","397.008","Kharanos, Dun Morogh","0","541","0.007","0","0","0","144","1"
"620","-5714.14","-1578.64","383.204","Gol'Bolar Quarry, Dun Morogh","0","541","0.012","0.008","0","0","145","1"
"621","2845.94","769.965","0","Quest Path 2367: QA's Test Path 1","13161","13161","0","0","606","0","0","0"
"622","-10737.6","267.043","42.3478","Raven Hill, Duskwood","0","541","0","-0.009","0","0","177","1"
"623","1222.72","-278.976","42.0255","Quest Path 2374: Deeopholm Test Copy","3574","3574","0","0","646","0","0","0"
"624","-4130.08","-12520.5","44.3305","Azure Watch, Azuremyst Isle","0","3837","0.01","-0.01","530","924","146","1"
"625","8745.78","-6654.12","69.9166","Fairbreeze Village, Eversong Woods","19917","0","-0.006","0","530","0","181","2"
"626","-3864.99","-11643.3","-137.646","Quest Path 508: zzzThe Exodar -> Blood Watch, Bloodmyst Isle","3837","3837","0","0","530","0","0","0"
"627","-3864.26","-11646.1","-137.637","Quest Path 2376: zzzThe Exodar -> Azure Watch, Azuremyst Isle","3837","3837","0","0","530","0","0","0"
"628","-3865.95","-11644.6","-137.649","Quest Path 507: zzzBlood Watch, Bloodmyst Isle -> The Exodar","3837","3837","0","0","530","0","0","0"
"629","-3870.3","-11645.7","-137.672","Quest Path 2375: zzzAzure Watch, Azuremyst Isle -> The Exodar","3837","3837","0","0","530","0","0","0"
"630","2262.1","-4411.52","111.652","Light's Shield Tower, Eastern Plaguelands","44248","44248","0.015","0","0","0","148","3"
"631","9501.93","-6767.09","16.4936","Falconwing Square, Eversong Woods","19917","0","0","0.01","530","0","180","2"
"632","-6898.25","-3513.99","242.085","Bloodwatcher Point, Badlands","2224","0","0","-0.015","0","0","186","2"
"633","-6594.09","-3401.18","279.209","Dustwind Dig, Badlands","0","541","0","0","0","0","188","1"
"634","-7034.53","-2570.79","252.153","Dragon's Mouth, Badlands","0","541","0.007","-0.009","0","0","182","1"
"635","-6574.94","-3875.13","390.94","Fuselight, Badlands","2224","541","0.007","0","0","0","187","3"
"645","1421.02","1018.23","52.6672","Forsaken High Command, Silverpine Forest","3574","0","0","-0.015","0","0","193","2"
"646","-910.221","1638.6","68.3696","Forsaken Forward Command, Gilneas","3574","0","0","0","0","10723","189","2"
"649","1511.8","-1586.95","64.3419","Andorhal, Western Plaguelands","3574","0","0.004","0","0","0","194","2"
"650","1374.23","-1281.94","59.174","Andorhal, Western Plaguelands","0","541","0","0","0","10988","197","1"
"651","1864.32","-1755.82","59.662","The Menders' Stead, Western Plaguelands","3837","3837","0.01","-0.007","0","0","198","3"
"652","-9415.02","-1042.97","113.396","Ramkahen, Uldum","2224","541","0","0","1","0","221","3"
"653","-8375.47","791.259","148.422","Oasis of Vir'sar, Uldum","48277","48277","0","0","1","0","219","3"
"654","-114.142","1312.32","56.7416","The Forsaken Front, Silverpine Forest","3574","0","-0.008","0","0","0","199","2"
"656","-4831.76","-4848.93","198.947","Crushblow, Twilight Highlands","2224","0","0","0","0","0","201","2"
"657","-3494.63","-4379.48","210.492","The Gullet, Twilight Highlands","2224","0","0.017","-0.0005","0","0","206","2"
"658","-3032.76","-3940.97","282.327","Vermillion Redoubt, Twilight Highlands","26899","26899","0.013","-0.008","0","10950","204","3"
"659","-3637.56","-5288.19","42.6442","Bloodgulch, Twilight Highlands","2224","0","0.01","-0.007","0","0","210","2"
