Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown0_4,Unknown0_5,Unknown0_6,Unknown0_7,Unknown1,Unknown2_0,Unknown2_1,Unknown2_2,Unknown2_3,Unknown2_4,Unknown2_5,Unknown2_6,Unknown2_7,Unknown3_0,Unknown3_1,Unknown3_2,Unknown3_3,Unknown3_4,Unknown3_5,Unknown3_6,Unknown3_7
"1337","99432","50","0","0","0","0","0","0","0","17","13","0","0","0","0","0","0","1","6","0","0","0","0","0","0"
"1338","99922","100","100021","100022","0","0","0","0","0","17","13","17","17","0","0","0","0","1","6","2","2","0","0","0","0"
"1339","99913","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1340","99922","100","100021","0","0","0","0","0","0","17","13","17","0","0","0","0","0","1","6","1","0","0","0","0","0"
"1341","99922","100","100022","0","0","0","0","0","0","17","13","17","0","0","0","0","0","1","6","1","0","0","0","0","0"
"1342","100048","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1343","100048","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1344","100444","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1345","100005","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1346","100713","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1347","1","0","0","0","0","0","0","0","0","31","59","0","0","0","0","0","0","1","5","0","0","0","0","0","0"
"1348","101377","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1349","101483","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1350","101528","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1351","98853","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1352","98853","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1353","101255","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1354","5","8","9","7","0","0","0","0","1","2","2","2","2","0","0","0","0","1","1","1","1","0","0","0","0"
"1355","60","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"1356","99531","99531","0","0","0","0","0","0","0","17","20","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1358","100350","99550","0","0","0","0","0","0","1","17","17","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1361","102175","102157","0","0","0","0","0","0","0","17","17","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1362","102175","102174","0","0","0","0","0","0","0","17","20","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1363","102174","102157","0","0","0","0","0","0","0","17","20","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1364","7","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"1365","11","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1367","101841","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1368","102555","102554","0","0","0","0","0","0","0","17","17","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1369","100026","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1370","80","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"1371","60","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"1372","70","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"1373","103627","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1374","104678","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1375","60","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"1376","60","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"1377","105834","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1378","106809","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1379","106641","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1380","100","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"1381","100","1","0","0","0","0","0","0","0","39","63","0","0","0","0","0","0","3","1","0","0","0","0","0","0"
"1382","0","0","0","0","0","0","0","0","0","35","33","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1383","103946","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1384","105479","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1385","103917","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1386","46598","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1387","109889","109891","0","0","0","0","0","0","0","17","20","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1388","8647","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1389","109307","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1390","105487","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1391","25","0","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"1392","0","0","0","0","0","0","0","0","0","35","36","33","34","0","0","0","0","1","1","1","1","0","0","0","0"
"1393","111353","111353","0","0","0","0","0","0","1","20","17","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1394","111353","111353","0","0","0","0","0","0","0","20","17","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1395","100","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1396","111669","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1400","111900","111900","0","0","0","0","0","0","1","20","17","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1403","112085","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1404","112085","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1407","109019","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1408","113774","114075","115130","114048","0","0","0","0","1","17","17","17","17","0","0","0","0","1","1","1","1","0","0","0","0"
"1409","51","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"1410","60","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"1411","30","60","0","0","0","0","0","0","0","12","12","0","0","0","0","0","0","6","4","0","0","0","0","0","0"
"1412","115009","115009","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
"1413","113774","114075","115130","114048","0","0","0","0","0","17","17","17","17","0","0","0","0","2","2","2","2","0","0","0","0"
"1414","115397","115397","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1416","0","117950","0","0","0","0","0","0","0","59","17","31","0","0","0","0","0","5","2","1","0","0","0","0","0"
"1417","10","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"1418","90","1","0","0","0","0","0","0","0","12","4","0","0","0","0","0","0","3","2","0","0","0","0","0","0"
"1420","119845","119845","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1421","120084","120084","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1422","1","1","0","0","0","0","0","0","0","40","7","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1423","120268","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1424","120613","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1425","120613","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1426","120651","120650","0","0","0","0","0","0","1","17","17","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1427","120651","120650","0","0","0","0","0","0","0","17","17","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1428","40","1","0","0","0","0","0","0","0","12","54","0","0","0","0","0","0","3","6","0","0","0","0","0","0"
"1430","121986","121986","0","0","0","0","0","0","1","17","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1432","98961","0","0","0","0","0","0","0","0","17","59","0","0","0","0","0","0","1","5","0","0","0","0","0","0"
"1433","0","122157","0","0","0","0","0","0","0","59","20","0","0","0","0","0","0","5","1","0","0","0","0","0","0"
"1434","122157","0","0","0","0","0","0","0","0","20","59","0","0","0","0","0","0","2","5","0","0","0","0","0","0"
"1435","121893","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1436","120778","120778","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1437","106563","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1438","75","11196","0","0","0","0","0","0","0","12","20","0","0","0","0","0","0","3","2","0","0","0","0","0","0"
"1439","70","1","10","0","0","0","0","0","0","39","63","39","0","0","0","0","0","3","1","5","0","0","0","0","0"
"1440","10","1","0","0","0","0","0","0","0","39","63","0","0","0","0","0","0","3","1","0","0","0","0","0","0"
"1441","75","1","0","0","0","0","0","0","0","12","31","0","0","0","0","0","0","3","2","0","0","0","0","0","0"
"1442","121893","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1443","2","7366","0","0","0","0","0","0","0","44","17","0","0","0","0","0","0","5","2","0","0","0","0","0","0"
"1444","3","122990","0","0","0","0","0","0","0","44","17","0","0","0","0","0","0","3","2","0","0","0","0","0","0"
"1445","1","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"1446","123250","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1447","122438","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1448","122453","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1449","123505","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1450","118596","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1451","119649","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1456","115745","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1457","125039","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1458","125684","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1459","125964","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1460","126031","126031","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1462","20","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"1463","12","14","2","0","0","0","0","0","0","22","22","22","0","0","0","0","0","2","2","2","0","0","0","0","0"
"1465","126900","126900","0","0","0","0","0","0","1","20","17","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1468","7","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1469","126331","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1470","0","124665","0","0","0","0","0","0","0","59","20","0","0","0","0","0","0","5","1","0","0","0","0","0","0"
"1471","7","0","0","0","0","0","0","0","1","22","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1472","123793","127551","123793","127551","0","0","0","0","1","17","17","20","20","0","0","0","0","1","1","1","1","0","0","0","0"
"1473","127357","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1474","127358","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1475","127359","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1476","81","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"1477","62","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"1478","43","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"1479","127898","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1481","0","0","0","0","0","0","0","0","0","13","33","0","0","0","0","0","0","5","2","0","0","0","0","0","0"
"1483","0","0","128294","0","0","0","0","0","0","59","31","17","0","0","0","0","0","5","1","2","0","0","0","0","0"
"1484","117737","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1485","117756","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1486","100","20","0","0","0","0","0","0","0","12","39","0","0","0","0","0","0","3","4","0","0","0","0","0","0"
"1487","128419","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1488","123244","123461","0","0","0","0","0","0","0","17","17","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1489","21","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1491","128828","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1492","40","0","0","0","0","0","0","0","0","12","54","0","0","0","0","0","0","3","5","0","0","0","0","0","0"
"1493","1","1","0","0","0","0","0","0","1","63","5","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1495","129118","129118","0","0","0","0","0","0","0","17","20","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1496","129772","1","0","0","0","0","0","0","0","17","12","0","0","0","0","0","0","2","5","0","0","0","0","0","0"
"1497","1","1","0","0","0","0","0","0","0","12","31","0","0","0","0","0","0","5","1","0","0","0","0","0","0"
"1498","129790","129789","129788","129784","0","0","0","0","0","20","20","20","20","0","0","0","0","2","2","2","2","0","0","0","0"
"1499","40","30","0","0","0","0","0","0","0","12","39","0","0","0","0","0","0","3","4","0","0","0","0","0","0"
"1500","50","10","0","0","0","0","0","0","0","12","39","0","0","0","0","0","0","3","4","0","0","0","0","0","0"
"1501","0","119073","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"1502","130395","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1503","130509","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1504","110183","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1505","130727","130727","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1506","60","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"1508","131114","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1509","10","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"1510","40","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"1511","0","117950","0","0","0","0","0","0","0","59","17","0","0","0","0","0","0","5","2","0","0","0","0","0","0"
"1512","50","0","0","0","0","0","0","0","0","12","59","0","0","0","0","0","0","4","5","0","0","0","0","0","0"
"1513","118633","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1514","118633","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1515","118205","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1516","130798","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1517","127305","127305","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1519","45","1","0","0","0","0","0","0","0","39","63","0","0","0","0","0","0","3","1","0","0","0","0","0","0"
"1520","123205","0","0","0","0","0","0","0","0","20","59","0","0","0","0","0","0","2","5","0","0","0","0","0","0"
"1521","9127","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1526","134241","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1527","3","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"1528","9","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"1529","0","135504","0","0","0","0","0","0","0","35","17","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"1530","75","1","0","0","0","0","0","0","0","12","4","0","0","0","0","0","0","3","2","0","0","0","0","0","0"
"1531","136075","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1532","136075","136075","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1533","135104","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1536","23","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"1537","80983","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1538","135372","135372","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1539","127855","122713","122933","122713","0","0","0","0","0","17","36","17","34","0","0","0","0","2","2","2","2","0","0","0","0"
"1540","127855","127856","0","0","0","0","0","0","0","17","17","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"1541","127855","127856","127857","123793","127551","0","0","0","0","17","17","17","17","17","0","0","0","1","1","2","2","2","0","0","0"
"1542","130662","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1543","123818","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1544","127855","127856","127857","0","0","0","0","0","0","17","17","17","0","0","0","0","0","1","1","2","0","0","0","0","0"
"1546","0","136401","0","0","0","0","0","0","0","59","20","0","0","0","0","0","0","5","2","0","0","0","0","0","0"
"1547","136436","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1548","136436","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1549","136611","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1550","136611","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1551","136605","0","0","0","0","0","0","0","0","17","59","0","0","0","0","0","0","2","5","0","0","0","0","0","0"
"1552","136816","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1553","136851","136851","137572","137572","0","0","0","0","1","17","20","20","17","0","0","0","0","1","1","1","1","0","0","0","0"
"1554","136851","136851","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1555","136837","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1556","136661","136661","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1557","136442","136442","0","0","0","0","0","0","1","20","17","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1558","136442","136442","0","0","0","0","0","0","0","17","20","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1559","136837","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1560","137470","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1561","136992","136860","136922","136992","136860","136922","0","0","1","20","20","20","17","17","20","0","0","2","2","2","2","2","2","0","0"
"1562","40","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"1563","30","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"1565","50","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"1566","138007","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1568","134322","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1569","138331","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1570","138332","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1571","138373","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1572","138400","138409","0","0","0","0","0","0","0","17","17","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"1573","138472","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1574","137078","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1575","138486","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1576","10","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0"
"1577","25","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0"
"1578","50","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0"
"1579","75","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0"
"1581","0","0","0","0","0","0","0","0","0","63","38","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1582","0","1","1","1","1","0","0","0","0","37","57","33","35","31","0","0","0","1","2","2","2","1","0","0","0"
"1583","131996","132007","0","0","0","0","0","0","0","17","17","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1584","139328","139328","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1585","1","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1587","139522","139522","140784","140784","0","0","0","0","0","17","20","17","20","0","0","0","0","2","2","2","2","0","0","0","0"
"1588","139522","139522","140784","140784","0","0","0","0","1","17","20","17","20","0","0","0","0","1","1","1","1","0","0","0","0"
"1590","139205","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1591","114371","0","0","0","0","0","0","0","0","17","59","0","0","0","0","0","0","1","5","0","0","0","0","0","0"
"1592","114371","0","0","0","0","0","0","0","0","17","59","0","0","0","0","0","0","2","5","0","0","0","0","0","0"
"1594","133734","133734","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1595","133672","133672","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1596","133915","133915","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1597","133915","133915","0","0","0","0","0","0","0","17","20","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1598","141029","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1599","0","136767","136767","0","0","0","0","0","0","7","17","20","0","0","0","0","0","1","2","2","0","0","0","0","0"
"1600","90","10","0","0","0","0","0","0","0","12","12","0","0","0","0","0","0","3","5","0","0","0","0","0","0"
"1601","0","137165","137165","0","0","0","0","0","0","59","17","20","0","0","0","0","0","5","2","2","0","0","0","0","0"
"1602","141029","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1603","61243","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1604","141058","141058","0","0","0","0","0","0","1","20","17","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1605","141058","141058","0","0","0","0","0","0","1","20","17","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1608","6","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"1610","8","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"1611","141400","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1612","141395","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1613","141410","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1614","141400","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1615","141395","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1616","141639","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1617","141895","141895","0","0","0","0","0","0","1","20","17","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1618","141935","141935","0","0","0","0","0","0","0","17","20","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"1619","141935","141935","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1620","141390","141390","0","0","0","0","0","0","1","17","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1621","1","1","0","0","0","0","0","0","0","63","53","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1622","1","0","0","0","0","0","0","0","0","63","67","0","0","0","0","0","0","1","5","0","0","0","0","0","0"
"1623","142291","142408","142291","142408","0","0","0","0","1","17","17","20","20","0","0","0","0","1","1","1","1","0","0","0","0"
"1624","142115","142409","142115","142409","0","0","0","0","1","17","17","20","20","0","0","0","0","1","1","1","1","0","0","0","0"
"1625","142651","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1626","142702","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
