Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1_0,Unknown1_1,Unknown1_2
"61165","6703.883","6124.499","269.3718","320","40","332.5876"
"61166","6705.503","6119.948","272.344","0","0","239.4845"
"61167","6696.616","6112.17","275.548","60","300","222.4115"
"61168","6680.272","6096.899","275.0287","120","240","221.8429"
"61169","6665.119","6083.966","269.5369","180","160","222.8083"
"61170","6642.783","6062.174","197.0497","240","100","223.8465"
"61171","6621.394","6041.967","115.4592","300","40","223.3714"
"61172","5588.063","1887.424","131.5291","0","0","292.6578"
"61174","5595.922","1894.064","131.6045","0","0","358.466"
"61177","5591.749","1889","131.5249","0","0","317.864"
"61181","5595.56","1896.15","131.649","0","0","6.8331"
"61186","5586.49","1883.14","131.445","0","0","302.914"
"61192","5588.07","1894.25","131.763","0","0","314.513"
"61193","5591.39","1884.15","131.445","0","0","136.945"
"61194","5592.87","1888.05","131.495","0","0","146.401"
"61195","5595.18","1892.5","131.576","0","0","165.734"
"61196","6705.208","6132.132","242.2794","0","0","181.1771"
"61197","6705.137","6132.13","246.1785","0","0","11.08829"
"61198","6705.306","6132.151","249.8461","0","0","14.48884"
"61199","6705.457","6132.213","255.1048","0","0","292.9224"
"61200","6708.869","6123.724","259.7581","30","10","262.7023"
"61201","6703.372","6115.932","260.6075","60","20","202.2033"
"61202","6694.639","6117.916","262.0236","90","30","133.0146"
"61203","6692.031","6128.087","263.1546","120","40","74.48219"
"61204","6698.71","6132.577","265.2515","150","50","14.37893"
"61205","6708.967","6132.429","266.2506","180","60","322.2608"
"61206","6712.458","6121.936","270.0383","210","70","269.5062"
"61207","6708.813","6114.47","271.5351","240","80","218.607"
"61208","6700.44","6112.339","273.9187","270","90","166.8288"
"61209","6688.344","6119.26","274.6284","300","100","125.3895"
"61210","6688.844","6128.663","276.9415","330","110","72.45296"
"61211","6693.451","6135.411","277.4512","0","120","41.22844"
"61212","6702.439","6140.577","278.5121","30","130","27.01381"
"61213","5599.268","1886.908","131.4506","0","0","329.5461"
"61214","5608.448","1881.51","131.4275","0","0","329.817"
"61215","5620.389","1874.623","131.5651","0","0","335.7942"
"61216","5633.558","1870.222","132.1001","0","0","7.234804"
"61217","5642.777","1877.465","133.8404","0","0","29.82237"
"61218","5655.985","1883.078","135.6425","0","0","356.8729"
"61219","5674.333","1875.741","138.1834","0","0","334.3226"
"61220","5684.848","1869.201","139.2119","0","0","305.4602"
"61221","5685.298","1860.347","139.2419","0","0","275.2711"
"61222","6716.625","6147.226","278.5121","60","140","25.83429"
"61223","6736.805","6157.215","278.5121","90","150","27.12701"
"61224","6760.833","6169.874","274.6612","120","160","26.36012"
"61225","6788.118","6182.643","266.675","150","170","24.24446"
"61226","6814.072","6193.851","241.5141","180","180","23.39939"
"61227","6839.059","6204.687","183.1574","210","190","23.78115"
"61228","6856.86","6212.706","136.2311","240","200","24.25043"
"61229","5598.447","1883.832","131.423","0","0","326.342"
"61230","5608.105","1877.401","131.4095","0","0","330.3214"
"61231","5621.773","1870.538","131.5171","0","0","334.9011"
"61232","5632.76","1865.852","131.7307","0","0","11.38206"
"61233","5644.593","1875.132","133.8571","0","0","31.6545"
"61234","5656.09","1880.236","135.547","0","0","356.6062"
"61235","5673.254","1873.432","137.9697","0","0","335.4525"
"61236","5681.885","1868.455","139.1859","0","0","299.0188"
"61237","5682.396","1856.953","139.2419","0","0","292.827"
"61238","6777.386","5928.158","323.3146","1","180","286.9672"
"61239","6778.129","5926.054","321.6861","1","180","287.9071"
"61240","6778.252","5925.479","318.3881","1","180","287.178"
"61241","6778.614","5924.487","313.8456","1","180","291.5401"
"61242","6779.135","5923.241","297.7589","1","180","292.7171"
"61247","5691.88","1850.96","138.829","0","0","304.45"
"61248","5687","1851.28","139.117","0","0","328.409"
"61249","5594.684","1885.903","131.4481","0","0","131.8381"
"61250","5593.005","1879.061","134.2597","0","0","169.939"
"61251","5689.26","1847.37","139.059","0","0","335.678"
"61252","5693.65","1854.43","138.871","0","0","295.895"
"61253","5686.81","1842.25","139.442","0","0","6.8331"
"61254","5685.44","1850.38","139.242","0","0","329.726"
"61255","882.2239","-1750.028","-5.294217","0","0","254.6471"
"61256","853.3993","-1825.179","-1.497789","0","0","256.3737"
"61257","872.618","-1788.323","-4.617513","0","0","254.4812"
"61258","861.8663","-1753.906","-5.709364","0","0","257.8448"
"61259","905.941","-1740.458","-6.036472","0","0","251.3924"
"61260","935.6736","-1701.543","-11.30105","0","0","249.1615"
"61261","967.4896","-1678.988","-12.60693","0","0","246.3191"
"61263","1005.531","-1078.488","107.5053","0","0","325.0891"
"61264","1017.469","-1084.024","107.2967","0","0","352.7415"
"61265","1028.771","-1081.448","105.1637","0","0","33.55723"
"61266","1036.502","-1071.399","101.0869","0","0","52.42727"
"61267","989.9965","-1071.932","115.2146","0","0","314.5081"
"61268","1002.705","-1083.017","107.4035","0","0","327.9254"
"61269","1015.049","-1087.632","107.6508","0","0","353.1254"
"61270","1023.715","-1085.55","106.7137","0","0","19.39209"
"61271","1030.398","-1082.229","104.9444","0","0","41.90702"
"61272","1037.819","-1072.892","101.0643","0","0","51.51859"
"61273","991.0886","-1070.951","115.2146","0","0","316.7802"
"61277","1003.74","-1081.53","107.5053","0","0","329.6124"
"61278","1017.017","-1086.156","107.4622","0","0","355.3023"
"61279","1026.852","-1083.429","105.8656","0","0","28.64983"
"61280","1032.62","-1077.632","103.5674","0","0","46.86216"
"61281","1039.561","-1069.866","99.75633","0","0","48.20914"
"61282","988.5972","-1067.054","115.1645","0","0","317.5342"
"61283","992.3316","-1070.066","115.2146","0","0","321.8036"
"61284","1004.934","-1079.908","107.2932","0","0","330.2892"
"61285","1016.354","-1083.774","107.368","0","0","350.7809"
"61286","1023.856","-1082.979","106.3543","0","0","21.3388"
"61287","1029.082","-1078.802","104.642","0","0","45.64718"
"61288","1034.415","-1072.179","101.9063","0","0","51.15805"
"61289","988.9393","-1073.314","115.0015","0","0","313.4897"
"61290","1001.613","-1083.943","107.4173","0","0","328.1882"
"61291","1013.868","-1088.778","107.7673","0","0","347.1832"
"61292","1020.309","-1088.196","107.391","0","0","13.00739"
"61293","1026.825","-1085.785","106.2449","0","0","30.71329"
"61294","1033.153","-1080.566","104.0053","0","0","43.74146"
"61295","1038.451","-1074.658","101.3062","0","0","48.11308"
"61296","987.2778","-1074.823","115.2146","0","0","310.5477"
"61297","998.125","-1086.965","107.5053","0","0","324.0739"
"61298","1010.304","-1091.507","107.9634","0","0","346.8106"
"61299","1019.542","-1091.984","107.7818","0","0","12.22085"
"61300","1025.293","-1088.26","106.839","0","0","34.16111"
"61301","1031.172","-1084.092","105.1032","0","0","40.65598"
"61302","1038.45","-1076.962","101.8203","0","0","44.41314"
"61303","988.0104","-1074.113","115.2146","0","0","311.5034"
"61304","999.4792","-1085.712","107.5053","0","0","332.1556"
"61305","1019.003","-1090.484","107.6813","0","0","354.4885"
"61306","1023.679","-1088.047","107.0222","0","0","31.02659"
"61307","1029.481","-1084.182","105.483","0","0","42.20663"
"61308","1036.255","-1076.641","102.3874","0","0","47.09687"
"61309","1040.901","-1071.894","99.87456","0","0","45.61433"
"61310","6830.431","5811.531","418.9909","0","0","242.8335"
"61311","6816.24","5783.88","418.46","0","0","233.0452"
"61312","6784.674","5842.682","417.9753","0","0","292.8676"
"61313","6802.888","5799.494","417.616","0","0","291.2656"
"61314","6816.81","5760.11","412","0","0","289.4679"
"61318","842.6754","-1882.438","6.122064","0","0","255.5121"
"61319","830.4549","-1920.736","8.934462","0","0","256.299"
"61320","808.717","-1868.851","1.376458","0","0","265.3753"
"61321","815.8368","-1846.146","0.01691352","0","0","264.0916"
"61322","782.3871","-1930.703","18.4423","0","0","275.301"
"61323","819.7847","-1920.91","10.42662","0","0","21.76157"
"61324","839.9774","-1912.849","7.519504","0","0","66.22704"
"61325","831.8195","-1893.589","6.218838","0","0","72.59613"
"61326","847.816","-1887.842","6.057055","0","0","37.88805"
"61327","852.6198","-1877.403","4.844313","0","0","163.6221"
"61328","802.6146","-1873.41","2.573452","0","0","137.2361"
"61329","821.875","-1848.969","-1.281854","0","0","303.9549"
"61333","873.592","-1834.425","-1.425198","0","0","151.3376"
"61334","839.1024","-1869.906","3.662535","0","0","129.9044"
"61335","859.0504","-1817.036","-1.480869","0","0","73.55947"
"61336","860.868","-1788.918","-4.383247","0","0","76.68304"
"61337","877.3629","-1776.087","-4.955185","0","0","76.47198"
"61338","865.1788","-1736.519","-6.706533","0","0","39.67102"
"61339","908.2899","-1759.217","-4.593656","0","0","46.49237"
"61340","910.6129","-1725.25","-7.027252","0","0","196.8148"
"61341","873.4983","-1759.634","-6.175025","0","0","232.0968"
"61342","891.2813","-1738.847","-5.946093","0","0","54.56211"
"61343","891.5573","-1720.481","-7.581679","0","0","50.26619"
"61345","858.8143","-1908.262","6.014269","0","0","54.16885"
"61348","847.5382","-1823.925","-1.420173","0","0","82.11902"
"61349","1020.417","-1646.172","-9.318135","0","0","224.7889"
"61350","1018.688","-1620.694","-12.1268","0","0","234.3888"
"61351","1032.661","-1599.326","-11.15341","0","0","234.8276"
"61352","1051.227","-1573.785","-9.660231","0","0","234.674"
"61353","1031.224","-1573.436","-10.64495","0","0","240.5141"
"61354","1041.957","-1617.269","-9.581617","0","0","227.0865"
"61355","1080.434","-1564.712","-6.450528","0","0","84.18754"
"61356","1050.497","-1533.377","-13.214","0","0","57.8243"
"61357","1142.142","-1466.629","-11.37348","0","0","226.2189"
"61358","1164.394","-1414.214","-14.33952","0","0","244.2379"
"61360","920.2222","-1704.03","-10.99436","0","0","29.66901"
"61361","944.9653","-1691.061","-12.3594","0","0","17.39648"
"61362","979.191","-1685.554","-12.03094","0","0","39.06387"
"61363","1008.375","-1639.595","-10.30478","0","0","26.88622"
"61364","1024.286","-1662.689","-6.394735","0","0","16.8565"
"61365","1041.167","-1629.66","-7.804593","0","0","89.87901"
"61366","1024.444","-1587.884","-11.82129","0","0","67.69028"
"61367","1059.526","-1584.917","-8.588582","0","0","38.87599"
"61368","1065.771","-1554.566","-7.878581","0","0","58.32337"
"61369","1128.622","-1472.939","-10.02479","0","0","52.39717"
"61370","1166.752","-1423.453","-12.92543","0","0","234.3686"
"61371","886.8455","-1707.811","-7.858887","0","0","49.95898"
"61372","1074.276","-1554.102","-6.342638","0","0","238.193"
"61373","770.1667","-1917.703","11.23567","0","0","228.2006"
"61374","1156.934","-1429.719","-13.67202","0","0","229.2113"
"61375","1130.899","-1459.892","-11.48237","0","0","236.5756"
"61376","1104.424","-1509.281","-11.57612","0","0","243.2685"
"61377","1085.448","-1550.139","-4.797363","0","0","238.6611"
"61378","1065.762","-1572.771","-9.051053","0","0","230.9674"
"61379","1040.74","-1605.285","-9.872803","0","0","234.0506"
"61380","1020.529","-1635.144","-10.6012","0","0","236.2669"
"61381","993.6458","-1675.811","-10.8249","0","0","217.6975"
"61382","952.6077","-1687.635","-12.43227","0","0","193.7766"
"61383","911.5313","-1695.944","-10.67843","0","0","216.1273"
"61384","889.4844","-1733.712","-6.212307","0","0","234.5802"
"61385","871.9063","-1751.661","-6.458998","0","0","225.5992"
"61408","761.6077","-1876.592","6.839539","0","0","131.4561"
"61409","715.2066","-1855.486","11.0759","0","0","96.7995"
"61410","754.7014","-1818.67","2.289897","0","0","56.4838"
"61411","772.5938","-1768.837","10.91077","0","0","143.8983"
"61412","699.5417","-1778.444","16.53646","0","0","0"
"61413","1044.297","-1531.568","-12.16021","0","0","233.2418"
"61414","1016.842","-1585.21","-12.55846","0","0","244.9647"
"61415","1000.851","-1624.589","-11.75844","0","0","238.9359"
"61416","968.2361","-1665.899","-12.01595","0","0","226.3047"
"61417","941.1441","-1687.078","-11.99954","0","0","210.4752"
"61418","903.8941","-1703.762","-8.845975","0","0","217.7667"
"61419","874.2899","-1738.873","-6.902398","0","0","231.3339"
"61420","846.941","-1774.938","-3.995226","0","0","0"
"61436","874.2413","-2221.174","96.24845","0","0","283.1933"
"61437","948.0087","-2636.766","99.3355","0","0","287.2647"
"61438","984.6163","-2576.318","99.3355","0","0","21.25281"
"61439","1031.075","-2605.573","99.3355","0","0","323.173"
"61440","1071.08","-2641.064","99.3355","0","0","308.1819"
"61441","1099.247","-2692.26","99.33555","0","0","128.4125"
"61446","32.85107","-37.96704","26.64175","0","0","20.60755"
"61447","42.31348","-34.40894","27.65057","0","0","44.04081"
"61448","54.80127","-16.73975","24.91389","0","0","56.54031"
"61449","64.1875","-1.191895","22.6226","0","0","63.94487"
"61450","70.58984","15.55273","21.45586","0","0","80.31446"
"61451","69.36475","29.14233","22.21948","0","0","106.9184"
"61452","65.24854","33.11279","21.03349","0","0","180.0227"
"61453","60.10693","29.13867","19.18202","0","0","192.7719"
"61454","52.40381","30.20117","15.67551","0","0","146.8421"
"61455","34.87012","45.62671","7.32016","0","0","143.8702"
"61456","30.56689","46.14233","7.32016","0","0","195.1077"
"61457","26.42627","43.34717","7.320175","0","0","236.3169"
"61458","25.74951","38.48071","6.761749","0","0","298.9941"
"61459","35.44385","26.9165","9.062622","0","0","278.5039"
"61460","28.5542","19.7229","8.391998","0","0","212.21"
"61461","18.04102","15.95313","4.469391","0","0","180.1682"
"61462","13.50098","19.67871","2.143494","0","0","109.5813"
"61463","14.12109","26.9729","4.60498","0","0","139.1834"
"61464","6.199219","25.98511","1.02002","0","0","213.7749"
"61465","-1.277344","16.67432","-6.345764","0","0","196.6248"
"61466","-22.20703","17.50342","-16.998","0","0","160.5994"
"61467","-31.97803","27.48608","-24.7225","0","0","147.4088"
"61468","-38.55615","27.95557","-27.69786","0","0","152.7379"
"61469","-40.96143","32.11523","-29.45897","0","0","139.4203"
"61470","-44.04395","32.51733","-30.26625","0","0","221.5616"
"61471","-44.33203","29.12671","-29.97676","0","0","198.9972"
"61472","-66.08643","24.92871","-40.3661","0","0","184.4193"
"61473","-75.58057","26.71167","-44.0121","0","0","192.1254"
"61474","-82.19092","21.46875","-48.30977","0","0","194.256"
"61475","-88.83594","23.34375","-49.93452","0","0","154.601"
"61476","-95.86768","27.96265","-52.22733","0","0","168.0769"
"61477","-113.1255","28.36011","-55.79395","0","0","181.3831"
"61478","-126.1421","27.23169","-60.0063","0","0","183.7622"
"61479","-144.2534","26.31323","-66.03305","0","0","198.1463"
"61480","-155.1362","17.729","-66.86073","0","0","214.1454"
"61481","-158.7871","16.49561","-66.44743","0","0","167.7682"
"61482","-166.729","20.24219","-64.7504","0","0","178.8888"
"61483","-170.7827","16.72827","-63.94307","0","0","259.4561"
"61484","-168.7896","9.171875","-64.88828","0","0","307.5583"
"61485","-154.8911","-3.938477","-63.67879","0","0","287.4789"
"61486","-160.0742","-18.6311","-63.20085","0","0","276.8991"
"61487","-151.7974","-29.50708","-56.56569","0","0","334.0114"
"61488","-141.7725","-27.55298","-57.76036","0","0","336.326"
"61489","-132.2178","-29.72144","-55.64206","0","0","311.932"
"61490","-133.3208","-36.96191","-54.60201","0","0","332.0721"
"61491","-118.582","-36.94971","-50.37012","0","0","5.472195"
"61492","-102.6074","-34.05225","-45.45795","0","0","29.98128"
"61493","-93.87744","-22.69727","-43.91293","0","0","35.14399"
"61494","-82.8999","-20.17896","-40.5773","0","0","3.598657"
"61495","-74.99561","-21.50977","-37.95105","0","0","16.50502"
"61496","-67.0127","-15.47144","-35.73303","0","0","14.09104"
"61497","-45.56934","-14.12329","-25.03145","0","0","14.59754"
"61498","-43.12402","-9.25","-23.70976","0","0","33.36005"
"61499","-35.66895","-7.692871","-19.72786","0","0","349.1936"
"61500","-4.230469","-16.67383","0.4563293","0","0","338.6852"
"61501","3.830078","-23.15894","6.745148","0","0","1.777442"
"61502","8.168457","-16.28906","8.48288","0","0","29.43944"
"61503","19.88281","-14.09912","14.04942","0","0","-0.1146849"
"61504","27.31787","-16.32739","17.79546","0","0","293.9957"
"61505","29.1001","-34.80566","24.07126","0","0","26.56653"
"61506","763.0816","-1853.47","1.088976","0","0","276.9971"
"61507","807.8438","-1802.483","3.709025","0","0","266.113"
"61508","901.9722","-1809.943","-2.719971","0","0","246.6466"
"61509","1031.566","-1636.123","-8.837729","0","0","240.8617"
"61510","775.2344","-2516.424","160.3117","0","347","191.1876"
"61513","788.5035","-1852.024","1.680745","0","0","272.0002"
"61515","1114.611","-1474.766","-11.24806","0","0","241.409"
"61516","5667.397","1812.845","130.4643","0","0","42.745"
"61517","5671.274","1818.194","131.4916","0","0","16.382"
"61518","5680.31","1820.851","133.1159","0","0","27.47985"
"61519","5687.109","1826.431","135.305","0","0","56.53178"
"61520","5690.031","1835.556","136.8839","0","0","75.68479"
"61521","5691.76","1844.655","138.7264","0","0","97.66021"
"61522","5687.239","1856.318","138.9324","0","0","110.287"
"61523","5684.516","1864.252","139.2419","0","0","108.9436"
"61524","5668.233","1820.837","131.4467","0","0","131.8576"
"61525","5666.012","1823.316","131.2013","0","0","110.0867"
"61526","5663.996","1832.425","131.3044","0","0","119.1083"
"61527","5656.121","1841.082","131.163","0","0","128.5351"
"61528","5650.22","1849.722","131.6783","0","0","127.2697"
"61529","5641.88","1859.795","132.5064","0","0","117.5876"
"61530","5638.92","1871.347","132.9342","0","0","78.06086"
"61531","5646.852","1883.306","134.7304","0","0","24.26588"
"61532","5664.203","1882.745","136.8614","0","0","353.3156"
"61533","5679.723","1879.453","139.078","0","0","348.0256"
"61534","5663.455","1813.257","130.2912","0","0","177.6999"
"61535","5656.799","1813.524","130.1568","0","0","176.0663"
"61536","5645.403","1814.498","129.9509","0","0","173.5318"
"61537","5634.458","1816.057","129.7376","0","0","129.0348"
"61538","5627.637","1836.41","131.1447","0","0","103.9099"
"61539","5624.608","1855.828","131.2545","0","0","75.14915"
"61540","5637.463","1873.465","132.9219","0","0","51.97244"
"61541","5650.173","1888.517","135.3116","0","0","78.95005"
"61542","5642.889","1901.252","135.5537","0","0","119.0612"
"61543","5639.15","1908.352","135.4747","0","0","329.3827"
"61548","5627.637","1836.41","131.1447","0","0","108.3227"
"61549","5621.235","1855.984","131.2481","0","0","99.51767"
"61550","5622.323","1868.108","131.4811","0","0","100.1191"
"61551","5617.562","1876.569","131.53","0","0","118.3896"
"61552","5613.988","1883.53","131.5803","0","0","65.55051"
"61553","5625.741","1894.559","132.7698","0","0","44.6106"
"61558","5627.637","1836.41","131.1447","0","0","112.1067"
"61559","5618.19","1856.106","131.2371","0","0","115.0338"
"61560","5613.877","1865.873","131.3075","0","0","164.8266"
"61561","5598.729","1861.384","131.3934","0","0","185.1041"
"61562","5583.245","1863.137","131.6729","0","0","138.7605"
"61563","5583.058","1875.122","131.4452","0","0","36.47943"
"61564","5670.057","1816.84","131.2302","0","0","88.81161"
"61565","5663.746","1827.262","130.6872","0","0","120.2884"
"61566","5659.417","1835.056","131.0305","0","0","125.5439"
"61567","5651.64","1844.207","130.9439","0","0","126.5735"
"61568","5645.421","1853.92","132.026","0","0","138.7054"
"61569","5629.02","1864.075","131.4922","0","0","138.7002"
"61570","5622.329","1874.207","131.6086","0","0","129.3071"
"61571","5608.884","1888.67","131.5729","0","0","131.696"
"61572","5605.25","1893.379","131.719","0","0","105.3995"
"61573","5605.391","1901.352","132.024","0","0","88.98965"
"61574","5668.233","1820.837","131.4467","0","0","353.5148"
"61584","5679.733","1819.53","132.872","0","0","16.27878"
"61585","5689.107","1826.932","135.6481","0","0","47.50319"
"61586","5696.553","1837.887","136.9001","0","0","78.80647"
"61587","5693.252","1847.879","138.3825","0","0","118.8039"
"61588","5685.757","1857.523","139.1564","0","0","117.3003"
"61589","5682.259","1869.177","139.1694","0","0","94.79803"
"61590","5684.146","1876.714","139.1257","0","0","53.83998"
"61591","5695.499","1887.293","139.2419","0","0","42.98256"
"61592","630.2847","-2100.224","61.18385","0","0","128.9385"
"61593","599.6667","-2073.976","61.33162","0","0","144.3463"
"61594","570.4445","-2057.429","61.38668","0","0","235.9304"
"61595","563.1771","-2127.932","61.13228","0","0","288.7235"
"61596","613.4913","-2184.434","61.30035","0","0","267.8106"
"61597","559.0712","-2235.332","73.57316","0","0","163.316"
"61598","562.6094","-2169.142","61.13218","0","0","78.23812"
"61599","577.118","-2148.658","61.13228","0","0","90.80168"
"61600","561.368","-2080.431","61.29042","0","0","135.409"
"61601","529.6007","-2101.814","61.17392","0","0","198.1398"
"61602","487.8403","-2104.061","80.76024","0","0","35.06001"
"61603","595.7205","-2055.413","61.38855","0","0","5.153799"
"61604","506.2413","-2102.401","71.26092","0","0","218.7777"
"61605","581","-2067.24","61.3646","0","0","349.4089"
"61606","601.5035","-2120.214","61.13228","0","0","318.6128"
"61607","611.5174","-2094.132","61.21792","0","0","0"
"61608","5072.996","1279.498","166.0751","0","0","0"
"61609","4688.065","1040.998","181.9299","0","0","0"
"61610","5072.313","1279.481","165.2958","0","0","209.2586"
"61611","5014.363","1247.016","282.9289","0","0","209.3114"
"61612","4973.444","1223.972","339.1892","0","0","211.3455"
"61613","4875.111","1162.198","363.1077","0","0","212.1735"
"61614","4818.789","1126.681","341.9814","0","0","211.7896"
"61620","-15.41699","-27.84546","4.828613","0","0","49.58231"
"61621","3.635254","-5.473145","2.065247","0","0","62.90468"
"61622","20.13184","26.89331","-1.041656","0","0","92.45145"
"61623","19.49902","40.13452","-0.04293823","0","0","176.8915"
"61624","14.28564","42.89502","-1.980118","0","0","157.1531"
"61636","-21.81201","-23.80469","1.07431","0","0","139.9411"
"61647","4479.638","1535.302","144.5272","0","0","1.764639"
"61701","2045.78","-326.776","234.2999","0","0","81.81666"
"61702","2040.474","-374.6892","229.8641","0","0","83.24927"
"61711","4736.887","1125.425","131.0051","0","0","88.40707"
"61712","4738.71","1173.611","137.2641","0","0","27.17551"
"61713","4752.385","1133.382","118.76","0","0","293.2222"
"61714","4753.629","1138.05","127.4923","0","0","45.12605"
"61715","4756.46","1134.132","138.6898","0","0","305.1202"
"61717","4757.768","1151.512","117.8211","0","0","120.9756"
"61718","4724.708","1180.488","119.0764","0","0","120.683"
"61719","4737.158","1186.231","117.6798","0","0","139.8609"
"61720","4708.414","1194.411","122.2659","0","0","118.9649"
"61721","4718.739","1222.045","122.0952","0","0","18.93878"
"61723","4763.268","1224.417","118.2743","0","0","111.4908"
"61724","4760.51","1220.385","127.0666","0","0","52.93279"
"61725","4769.804","1231.575","131.2268","0","0","65.99777"
"61728","4770.502","1234.561","118.2867","0","0","26.51924"
"61729","4759.379","1230.102","139.257","0","0","189.1168"
"61733","4823.353","1128.729","120.5002","0","0","273.1906"
"61734","4762.094","1121.722","118.6699","0","0","352.3451"
"61735","4849.226","1126.554","119.1102","0","0","150.7465"
"61736","4722.492","1143.892","119.9258","0","0","173.3256"
"61737","4708.269","1145.425","126.1402","0","0","169.998"
"61740","4675.09","1150.34","136.1348","0","0","78.27899"
"61741","4680.143","1152.038","146.4841","0","0","258.4395"
"61743","4673.59","1146.719","157.2847","0","0","34.49472"
"61746","4636.31","1188.524","151.5971","0","0","125.9714"
"61748","4637.377","1216.646","142.253","0","0","93.90761"
"61750","4630.873","1218.46","151.627","0","0","217.787"
"61753","4621.444","1231.358","142.6273","0","0","245.0945"
"61755","4602.02","1190.734","164.1766","0","0","91.07312"
"61757","4593.502","1210.102","164.2504","0","0","264.8231"
"61758","4599.819","1164.444","164.1527","0","0","282.4059"
"61759","4602.313","1171.457","169.5812","0","0","35.68141"
"61760","4602.61","1168.618","175.7345","0","0","121.7667"
"61763","4584.929","1179.903","177.19","0","0","217.8202"
"61765","4593.838","1187.984","173.7165","0","0","86.25266"
"61766","4589.485","1207.094","173.2867","0","0","88.43946"
"61767","4594.899","1204.356","177.9821","0","0","299.5134"
"61769","4598.071","1190.991","181.0413","0","0","269.952"
"61771","4991.967","1135.792","86.91001","0","0","346.6386"
"61772","4989.691","1093.372","87.76829","0","0","252.7056"
"61773","4982.248","1105.441","101.0901","0","0","203.0112"
"61775","4981.792","1088.031","96.98143","0","0","23.9747"
"61776","4990.502","1091.806","117.8465","0","0","175.2367"
"61789","4549.265","1124.073","163.3595","0","0","176.5998"
"61791","4552.488","1113.969","180.786","0","0","81.33038"
"61793","4501.419","1126.536","187.1922","0","0","169.2849"
"61794","4443.727","1208.451","183.6533","0","0","156.3794"
"61795","4454.473","1189.469","182.2282","0","0","98.93949"
"61796","4439.274","1235.582","194.2207","0","0","95.16892"
"61797","4450.973","1228.16","177.8924","0","0","254.6074"
"61798","4438.169","1194.535","205.8411","0","0","129.996"
"61799","4431.306","1251.72","211.6337","0","0","86.05068"
"61800","4443.327","1269.236","189.0652","0","0","25.79423"
"61801","4535.542","1302.398","154.8553","0","0","36.97646"
"61802","4487.958","1305.052","165.1747","0","0","179.2795"
"61804","4702.688","1084.866","217.5186","0","0","317.0419"
"61805","4724.019","1089.408","207.4419","0","0","2.493854"
"61806","4738.961","1086.446","195.4588","0","0","347.2667"
"61807","4759.468","1081.398","208.9336","0","0","323.7452"
"61808","4770.056","1063.179","221.4234","0","0","225.2421"
"61809","4726.828","1048.481","231.3504","0","0","189.9996"
"61810","4701.47","1051.299","242.7644","0","0","142.1033"
"61811","4694.528","1073.674","225.9695","0","0","8.327786"
"61812","4747.444","1059.009","218.7875","0","0","-0.5770595"
"61813","4774.03","1072.852","213.2384","0","0","96.56709"
"61814","4723.559","1265.53","122.2119","0","0","103.7093"
"61815","4719.58","1296.059","126.8404","0","0","94.05987"
"61816","4717.771","1292.123","146.1907","0","0","66.35791"
"61817","4720.906","1299.089","137.1444","0","0","78.77473"
"61818","4723.908","1323.047","133.6139","0","0","80.27166"
"61819","4728.92","1340.236","148.4329","0","0","204.9485"
"61820","6384.734","3116.228","230.4484","0","0","0"
"61821","4410.272","1177.139","226.2058","0","0","212.3815"
"61822","4477.885","1182.229","175.2878","0","0","10.0224"
"61823","4457.103","1186.88","198.3376","0","0","44.03367"
"61830","20.1167","29.72559","1.843369","0","0","187.1991"
"61833","10.86816","28.55737","-1.420593","0","0","232.5608"
"61834","-16.28516","-17.8186","-0.2962494","0","0","248.5168"
"61835","-14.54395","-36.0105","5.833923","0","0","0"
"61836","6378.054","3128.319","227.9243","0","0","0"
"61842","16.08838","21.27686","1.916046","0","0","137.8696"
"61843","8.733398","27.92969","-2.778519","0","0","231.92"
"61844","-18.29199","-22.60156","-0.6562805","0","0","249.8302"
"61845","-10.89844","-25.51489","3.252792","0","0","0"
"61846","6373.406","3136.422","223.4628","0","0","0"
"61847","18.33594","26.81323","1.119598","0","0","152.5163"
"61848","12.65723","29.76733","-2.106445","0","0","233.8022"
"61849","-20.27832","-25.9895","-2.197296","0","0","248.2531"
"61850","-8.689941","-23.74829","3.21759","0","0","0"
"61851","6364.008","3137.398","219.8306","0","0","0"
"61852","8.11377","0.4541016","1.723328","0","0","134.3271"
"61853","1.97168","6.742188","0","0","0","158.0962"
"61854","-6.543457","6.347412","0","0","0","215.0529"
"61855","-11.42676","-2.657959","-0.5426483","0","0","272.4227"
"61856","-6.162109","-2.665771","-0.0451355","0","0","324.0969"
"61857","1.413574","-11.95386","1.635818","0","0","0"
"61858","6368.498","3166.653","216.5692","0","0","0"
"61859","21.79834","23.06592","3.917389","0","0","204.3208"
"61860","12.04688","18.65869","-0.09738159","0","0","187.4385"
"61861","4.950195","20.86621","-2.785736","0","0","130.8058"
"61862","3.754395","28.26367","-2.200439","0","0","234.7545"
"61863","-18.34473","-12.10083","-8.577988","0","0","259.9724"
"61864","-4.955078","-21.11133","1.460358","0","0","354.2554"
"61865","0.4755859","-13.99414","3.783524","0","0","52.6551"
"61866","6343.083","3125.205","211.4057","0","0","0"
"61867","15.44922","19.74146","5.839539","0","0","163.3472"
"61868","9.924316","21.39404","4.947433","0","0","206.8667"
"61869","0.8720703","12.35669","-3.747665","0","0","235.8382"
"61870","-16.01953","-16.83594","-6.430283","0","0","258.5957"
