Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown1_0,Unknown1_1,Unknown1_2,Unknown1_3,Unknown2_0,Unknown2_1,Unknown3,Unknown4,Unknown5_0,Unknown5_1,Unknown5_2,Unknown5_3,Unknown6,Unknown7_0,Unknown7_1,Unknown7_2,Unknown7_3,Unknown8_0,Unknown8_1,Unknown8_2,Unknown8_3,Unknown9,Unknown10_0,Unknown10_1,Unknown11,Unknown12,Unknown13
"790","0","0","0","0","0","0","0","0","1","1","Spirit Guide - Alliance","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"809","60819455","0","0","0","0","0","0","0","0","0","Shen'dralar","A remnant of the once powerful elves living in Dire Maul, yet still wise and knowledgeable about great secrets. ","42999","0","0","0","44","0","0","0","0","16","0","0","0","1118","5","5","0","0","0"
"829","0","0","0","0","0","0","0","0","1","1","Ogre (Captain Kromcrush)","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"849","0","0","0","0","0","0","0","0","1","1","Spirit Guide - Horde","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"869","0","0","0","0","0","0","0","0","1","1","Jaedenar","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"889","33555378","18875469","0","0","0","4294925296","0","0","0","0","Warsong Outriders","Fierce orcs of the Warsong Clan, locked in battle against the Silverwing Sentinels in Warsong Gulch.","42999","4294925296","0","0","46","0","0","0","0","16","6","0","0","892","7","7","0","0","0"
"890","18875469","33555378","0","0","0","4294925296","0","0","0","0","Silverwing Sentinels","Staunch defenders of Ashenvale, locked in battle against the Warsong Outriders in Warsong Gulch.","42999","4294925296","0","0","45","0","0","0","0","16","6","0","0","891","7","7","0","0","0"
"891","18875469","33554866","0","0","0","4294925296","0","0","0","0","Alliance Forces","","42999","4294925296","0","0","47","0","0","0","0","24","14","0","0","1118","5","5","0","0","0"
"892","33555378","18875469","0","0","0","4294925296","0","0","0","0","Horde Forces","","42999","4294925296","0","0","48","0","0","0","0","24","14","0","0","1118","5","5","0","0","0"
"893","0","0","0","0","0","0","0","0","1","1","Revantusk Trolls","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"909","60819455","0","0","0","0","0","0","0","0","0","Darkmoon Faire","A carnival that showcases the weird and the extraordinary, located on a mysterious island only accessible for the first week of every month.","42999","0","0","0","50","0","0","0","0","16","0","0","0","1118","5","5","0","0","0"
"910","60819455","0","0","0","4294925296","0","0","0","0","0","Brood of Nozdormu","The descendants of the Bronze Dragonflight are the guardians of time and care little for the mortal races.","42999","0","0","0","54","0","0","0","0","0","0","0","0","1118","5","5","0","0","0"
"911","33554850","18875469","512","16","400","4294925296","4000","3100","1","0.25","Silvermoon City","The capital of Quel'Thalas, home of the blood elves.  Though nearly destroyed by Arthas' attack on the Sunwell, Silvermoon is once again a thriving city.","42999","4294925296","42999","42999","55","0","0","0","0","273","6","17","17","67","4","7","0","0","0"
"912","0","0","0","0","0","0","0","0","1","1","Might of Kalimdor","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"914","0","0","0","0","0","0","0","0","1","1","PLAYER, Blood Elf","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"915","0","0","0","0","0","0","0","0","1","1","Armies of C'Thun","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"916","0","0","0","0","0","0","0","0","1","1","Silithid Attackers","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"917","0","0","0","0","0","0","0","0","1","1","The Ironforge Brigade","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"918","0","0","0","0","0","0","0","0","1","1","RC Enemies","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"919","0","0","0","0","0","0","0","0","1","1","RC Objects","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"920","0","0","0","0","0","0","0","0","1","1","Red","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"921","0","0","0","0","0","0","0","0","1","1","Blue","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"922","33555378","18875469","0","0","0","4294925296","0","0","0","0","Tranquillien","Once a high elf town, Tranquillien became abandoned after the Scourge invaded Quel'Thalas.  It has now been reclaimed by the Forsaken and the blood elves who seek to rid the Ghostlands of the Scourge.","42999","4294925296","0","0","56","0","0","0","0","16","6","0","0","980","5","5","0","0","0"
"923","0","0","0","0","0","0","0","0","1","1","Farstriders","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"925","0","0","0","0","0","0","0","0","1","1","Sunstriders","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"926","0","0","0","0","0","0","0","0","1","1","Magister's Guild","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"927","0","0","0","0","0","0","0","0","1","1","PLAYER, Draenei","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"928","0","0","0","0","0","0","0","0","1","1","Scourge Invaders","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"929","0","0","0","0","0","0","0","0","0","0","Bloodmaul Clan","","0","0","0","0","-1","0","0","0","0","0","0","0","0","469","3","3","0","0","0"
"930","18874445","33555378","1024","0","3000","4294925296","4000","0","1","0.25","Exodar","The naaru vessel that brought the draenei to Azeroth.  Though stranded in the Azuremyst Isles, it acts as a home city for this noble race.","42999","4294925296","42999","0","49","0","0","0","0","273","6","17","0","469","4","7","0","0","0"
"931","0","0","0","0","0","0","0","0","1","1","Test Faction (not a real faction)","This faction only exists to test the editing of faction names and descriptions...","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"932","60817919","1024","512","0","0","3500","4294963796","0","-1.1","1","The Aldor","An ancient order of draenei priests once run by Velen, the Aldor are currently led by High Priestess Ishanah.  They are servants of the naaru in Shattrath City known as the Sha'tar.  Rivals of the Scryers.","42999","42999","42999","0","58","0","0","0","0","80","80","80","0","936","7","7","0","0","0"
"933","60819455","0","0","0","0","0","0","0","0","0","The Consortium","Led by Nexus-Prince Haramad, the Consortium is a loosely affiliated cartel of ethereal smugglers, traders and thieves that has come to Outland to benefit from its riches.","42999","0","0","0","60","0","0","0","0","16","0","0","0","980","7","7","0","0","0"
"934","60817919","1024","512","0","0","4294963796","3500","0","-1.1","1","The Scryers","Voren'thal the Seer leads the dissident blood elves who've rejected Kael'thas' path to power.  They've joined forces with the naaru of Shattrath City, much to the dismay of the Aldor.","42999","42999","42999","0","62","0","0","0","0","80","80","80","0","936","7","7","0","0","0"
"935","60819455","0","0","0","0","0","0","0","0.5","0","The Sha'tar","The Sha'tar are a group of powerful naaru who rule over a rebuilt Shattrath City.  With the help of the Aldor and the Scryers, they lead the battle against Illidan and the Burning Legion.","42999","0","0","0","39","0","0","0","0","16","0","0","0","936","4","3","0","0","0"
"936","60819455","0","0","0","0","0","0","0","0","0","Shattrath City","","42999","0","0","0","59","0","0","0","0","28","0","0","0","980","7","7","0","0","0"
"937","0","0","0","0","0","0","0","0","1","1","Troll, Forest","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"938","0","0","0","0","0","0","0","0","1","1","The Omenai","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"940","0","0","0","0","0","0","0","0","1","1","The Sons of Lothar","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"941","33555378","18875469","0","0","4294966796","4294925296","0","0","0","0","The Mag'har","This reclusive group of brown-skinned orcs has escaped any form of demonic corruption.  They have retained their traditional way of life in the face of great changes in Outland.","42999","4294925296","0","0","61","0","0","0","0","16","6","0","0","980","5","5","0","0","0"
"942","60819455","0","0","0","0","0","0","0","0","0","Cenarion Expedition","An exploratory force sent to Outland by the Cenarion Circle to study surviving life forms.  The Cenarion Expedition has quickly gained in size and autonomy since the opening of the Dark Portal.","42999","0","0","0","64","0","0","0","0","16","0","0","0","980","5","5","0","0","0"
"943","0","0","0","0","0","0","0","0","1","1","Fel Orc","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"944","0","0","0","0","0","0","0","0","1","1","Fel Orc Ghost","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"945","0","0","0","0","0","0","0","0","1","1","Sons of Lothar Ghosts","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"946","18875469","33555378","0","0","0","4294925296","0","0","0","0","Honor Hold","Vestiges of the Sons of Lothar, veterans of the Alliance that first came into Draenor, have steadfastly held on to this Hellfire outpost.  They are now joined by the armies from Stormwind and Ironforge.","42999","4294925296","0","0","38","0","0","0","0","16","0","0","0","980","5","5","0","0","0"
"947","33555378","18875469","0","0","0","4294925296","0","0","0","0","Thrallmar","The expedition sent through the Dark Portal by Thrall has built a stronghold in Hellfire Peninsula.  Thrallmar serves as a base of operations for much of the Horde's activities in Outland.","42999","4294925296","0","0","37","0","0","0","0","16","0","0","0","980","5","5","0","0","0"
"948","58753023","0","0","0","0","0","0","0","1","1","Test Faction 2","","42999","0","0","0","86","0","0","0","0","8","0","0","0","949","5","5","0","0","0"
"949","60850175","0","0","0","0","0","0","0","1","1","Test Faction 1","","42999","0","0","0","85","0","0","0","0","24","0","0","0","0","5","5","0","0","184"
"950","0","0","0","0","0","0","0","0","1","1","ToWoW - Flag","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"951","0","0","0","0","0","0","0","0","1","1","ToWoW - Flag Trigger Alliance (DND)","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"952","60850175","0","0","0","0","0","0","0","1","1","Test Faction 3","","42999","0","0","0","87","0","0","0","0","0","0","0","0","948","5","5","0","0","0"
"953","0","0","0","0","0","0","0","0","1","1","Test Faction 4","","42999","0","0","0","108","4095","0","0","0","4","0","0","0","0","5","5","0","0","0"
"954","0","0","0","0","0","0","0","0","1","1","ToWoW - Flag Trigger Horde (DND)","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"955","0","0","0","0","0","0","0","0","1","1","Broken","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"956","0","0","0","0","0","0","0","0","1","1","Ethereum","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"957","0","0","0","0","0","0","0","0","1","1","Earth Elemental","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"958","0","0","0","0","0","0","0","0","1","1","Fighting Robots","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"959","0","0","0","0","0","0","0","0","1","1","Actor Good","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"960","0","0","0","0","0","0","0","0","1","1","Actor Evil","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"961","0","0","0","0","0","0","0","0","1","1","Stillpine Furbolg","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"962","0","0","0","0","0","0","0","0","1","1","Crazed Owlkin","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"963","0","0","0","0","0","0","0","0","1","1","Chess Alliance","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"964","0","0","0","0","0","0","0","0","1","1","Chess Horde","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"965","0","0","0","0","0","0","0","0","1","1","Monster Spar","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"966","0","0","0","0","0","0","0","0","1","1","Monster Spar Buddy","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"967","60821503","0","0","0","0","0","0","0","0","0","The Violet Eye","A secret sect of the Kirin Tor founded to spy on Medivh and his activities.","42999","0","0","0","63","0","0","0","0","16","0","0","0","980","5","5","0","0","0"
"968","0","0","0","0","0","0","0","0","1","1","Sunhawks","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"969","0","0","0","0","0","0","0","0","1","1","Hand of Argus","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"970","60819455","0","0","0","4294964796","0","0","0","0","0","Sporeggar","The sporelings are a mostly peaceful race of mushroom-men native to Outland. Their home is located in the southern bogs of Zangarmarsh. ","42999","0","0","0","65","0","0","0","0","0","0","0","0","980","5","5","0","0","0"
"971","0","0","0","0","0","0","0","0","1","1","Fungal Giant","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"972","0","0","0","0","0","0","0","0","1","1","Spore Bat","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"973","0","0","0","0","0","0","0","0","1","1","Monster, Predator","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"974","0","0","0","0","0","0","0","0","1","1","Monster, Prey","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"975","0","0","0","0","0","0","0","0","1","1","Void Anomaly","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"976","0","0","0","0","0","0","0","0","1","1","Hyjal Defenders","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"977","0","0","0","0","0","0","0","0","1","1","Hyjal Invaders","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"978","18875469","33555378","0","0","4294966096","4294925296","0","0","0","0","Kurenai","Draenei for ""redeemed.""  These Broken have escaped the grasp of their various slavers in Outland and have made their home in Nagrand.  It is there that they seek to rediscover their destiny.","42999","4294925296","0","0","66","0","0","0","0","16","0","0","0","980","5","5","0","0","0"
"979","0","0","0","0","0","0","0","0","1","1","Earthen Ring, Old World","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"980","60819455","0","0","0","0","0","0","0","0","0","The Burning Crusade","","0","0","0","0","43","0","0","0","0","24","0","0","0","0","5","5","1","0","0"
"981","0","0","0","0","0","0","0","0","1","1","Arakkoa","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"982","0","0","0","0","0","0","0","0","1","1","Zangarmarsh Banner (Alliance)","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"983","0","0","0","0","0","0","0","0","1","1","Zangarmarsh Banner (Horde)","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"984","0","0","0","0","0","0","0","0","1","1","Zangarmarsh Banner (Neutral)","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"985","0","0","0","0","0","0","0","0","1","1","Caverns of Time - Thrall","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"986","0","0","0","0","0","0","0","0","1","1","Caverns of Time - Durnholde","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"987","0","0","0","0","0","0","0","0","1","1","Caverns of Time - Southshore Guards","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"988","0","0","0","0","0","0","0","0","1","1","Shadow Council Covert","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"989","60819455","0","0","0","0","0","0","0","0","0","Keepers of Time","The Keepers of Time are bronze dragons hand-picked by Nozdormu to watch over the Caverns of Time.","42999","0","0","0","67","0","0","0","0","16","0","0","0","980","5","5","0","0","0"
"990","60819455","0","0","0","0","0","0","0","0","0","The Scale of the Sands","A secretive subgroup of the Bronze Dragonflight, led by Soridormi, prime mate of Nozdormu.","42999","0","0","0","57","0","0","0","0","16","0","0","0","980","5","5","0","0","0"
"991","0","0","0","0","0","0","0","0","1","1","Dark Portal Defender, Alliance","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"992","0","0","0","0","0","0","0","0","1","1","Dark Portal Defender, Horde","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"993","0","0","0","0","0","0","0","0","1","1","Dark Portal Attacker, Legion","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"994","0","0","0","0","0","0","0","0","1","1","Inciter Trigger","Used for the Blackheart the Inciter event.","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"995","0","0","0","0","0","0","0","0","1","1","Inciter Trigger 2","Used for the Blackheart the Inciter event.","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"996","0","0","0","0","0","0","0","0","1","1","Inciter Trigger 3","Used for the Blackheart the Inciter event.","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"997","0","0","0","0","0","0","0","0","1","1","Inciter Trigger 4","Used for the Blackheart the Inciter event.","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"998","0","0","0","0","0","0","0","0","1","1","Inciter Trigger 5","Used for the Blackheart the Inciter event.","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"999","0","0","0","0","0","0","0","0","1","1","Mana Creature","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1000","0","0","0","0","0","0","0","0","1","1","Khadgar's Servant","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1001","0","0","0","0","0","0","0","0","1","1","Bladespire Clan","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1002","0","0","0","0","0","0","0","0","1","1","Ethereum Sparbuddy","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1003","0","0","0","0","0","0","0","0","1","1","Protectorate","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1004","0","0","0","0","0","0","0","0","1","1","Arcane Annihilator (DNR)","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1005","67108863","0","0","0","3000","0","0","0","1","1","Friendly, Hidden","","30000","0","0","0","68","3551","0","0","0","20","0","0","0","0","5","5","0","0","0"
"1006","0","0","0","0","0","0","0","0","1","1","Kirin'Var - Dathric","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1007","0","0","0","0","0","0","0","0","1","1","Kirin'Var - Belmara","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1008","0","0","0","0","0","0","0","0","1","1","Kirin'Var - Luminrath","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1009","0","0","0","0","0","0","0","0","1","1","Kirin'Var - Cohlien","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1010","0","0","0","0","0","0","0","0","1","1","Servant of Illidan","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1011","52461567","0","0","0","0","0","0","0","0","0","Lower City","The refugees of Shattrath come from diverse backgrounds and races.  Word of helpful deeds spreads quickly among the Denizens of Lower City.","42999","0","0","0","69","4095","0","0","0","16","0","0","0","936","3","3","0","0","0"
"1012","60819455","0","0","0","0","0","0","0","0","0","Ashtongue Deathsworn","The elite of the Broken tribe known as the Ashtongue, officially aligned with Illidan. The Deathsworn are Akama's most trusted lieutenants and are privy to their leader's mysterious motivations.","42999","0","0","0","70","0","0","0","0","16","0","0","0","980","3","3","0","0","0"
"1013","0","0","0","0","0","0","0","0","1","1","Spirits of Shadowmoon 1","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1014","0","0","0","0","0","0","0","0","1","1","Spirits of Shadowmoon 2","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1015","52430847","0","0","0","4294925296","0","0","0","0","0","Netherwing","This unusual brood of dragons was spawned from the eggs of Deathwing's black dragonflight, and infused with raw nether-energies.  Now, they seek to find their identity beyond the shadows of their father's destructive heritage.","42999","0","0","0","71","4095","0","0","0","2","0","0","0","980","5","5","0","0","0"
"1016","0","0","0","0","0","0","0","0","1","1","Wyrmcult","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1017","0","0","0","0","0","0","0","0","1","1","Treant","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1018","0","0","0","0","0","0","0","0","1","1","Leotheras Demon I","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1019","0","0","0","0","0","0","0","0","1","1","Leotheras Demon II","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1020","0","0","0","0","0","0","0","0","1","1","Leotheras Demon III","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1021","0","0","0","0","0","0","0","0","1","1","Leotheras Demon IV","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1022","0","0","0","0","0","0","0","0","1","1","Leotheras Demon V","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1023","0","0","0","0","0","0","0","0","1","1","Azaloth","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1024","0","0","0","0","0","0","0","0","1","1","Rock Flayer","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1025","0","0","0","0","0","0","0","0","1","1","Flayer Hunter","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1026","0","0","0","0","0","0","0","0","1","1","Shadowmoon Shade","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1027","0","0","0","0","0","0","0","0","1","1","Legion Communicator","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1028","0","0","0","0","0","0","0","0","1","1","Ravenswood Ancients","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1029","0","0","0","0","0","0","0","0","1","1","Chess, Friendly to All Chess","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1030","0","0","0","0","0","0","0","0","1","1","Black Temple Gates - Illidari","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1031","52430847","0","0","0","0","0","0","0","0","0","Sha'tari Skyguard","An airborne military force created by Shattrath City to deal with the threats that loom in the highest reaches of Outland.","42999","0","0","0","72","4095","0","0","0","16","0","0","0","936","5","5","0","0","0"
"1032","0","0","0","0","0","0","0","0","1","1","Area 52","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1033","0","0","0","0","0","0","0","0","1","1","Maiev","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1034","0","0","0","0","0","0","0","0","1","1","Skettis Shadowy Arakkoa","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1035","0","0","0","0","0","0","0","0","1","1","Skettis Arakkoa","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1036","0","0","0","0","0","0","0","0","1","1","Dragonmaw Enemy","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1037","18875469","33555122","0","0","0","0","0","0","0","0","Alliance Vanguard","The combined forces of the Alliance in Northrend, lead by the Valiance Expedition, but also including civilian groups such as the Explorer's League.","42999","0","0","0","88","0","0","0","0","136","6","0","0","1097","5","5","0","0","0"
"1038","60819455","0","0","0","0","0","0","0","0","0","Ogri'la","The enlightened denizens of Ogri'la have made their dwelling in the western Blade's Edge Mountains, where proximity to apexis crystals has caused them to transcend their brutish ogre nature.","42999","0","0","0","73","0","0","0","0","16","0","0","0","980","5","5","0","0","0"
"1039","0","0","0","0","0","0","0","0","1","1","Ravager","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1040","0","0","0","0","0","0","0","0","1","1","REUSE","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1041","0","0","0","0","0","0","0","0","1","1","Frenzy","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1042","0","0","0","0","0","0","0","0","1","1","Skyguard Enemy","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1043","0","0","0","0","0","0","0","0","1","1","Skunk, Petunia","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1044","0","0","0","0","0","0","0","0","1","1","Theramore Deserter","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1045","0","0","0","0","0","0","0","0","1","1","Vrykul","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1046","0","0","0","0","0","0","0","0","1","1","Northsea Pirates","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1047","0","0","0","0","0","0","0","0","1","1","Tuskarr","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1048","0","0","0","0","0","0","0","0","1","1","UNUSED","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1049","0","0","0","0","0","0","0","0","1","1","Troll, Amani","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1050","18875469","33555378","0","0","0","4294925296","0","0","0.5","0.5","Valiance Expedition","The main armies of the Alliance in Northrend, moving against the Scourge and unified under King Varian Wrynn's command.","42999","4294925296","0","0","74","0","0","0","0","16","6","0","0","1037","7","7","0","0","0"
"1052","33555378","18875469","0","0","0","4294925296","0","0","0","0","Horde Expedition","The combined forces of the Horde in Northrend, spearheaded by the Warsong Offensive.","42999","4294925296","0","0","75","0","0","0","0","152","0","0","0","1097","5","5","0","0","0"
"1053","0","0","0","0","0","0","0","0","1","1","Westguard","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1054","0","0","0","0","0","0","0","0","1","1","Spotted Gryphon","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1055","0","0","0","0","0","0","0","0","1","1","Tamed Plaguehound","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1056","0","0","0","0","0","0","0","0","1","1","Vrykul (Ancient Spirit 1)","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1057","0","0","0","0","0","0","0","0","1","1","Vrykul (Ancient Siprit 2)","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1058","0","0","0","0","0","0","0","0","1","1","Vrykul (Ancient Siprit 3)","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1059","0","0","0","0","0","0","0","0","1","1","CTF - Flag - Alliance","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1060","0","0","0","0","0","0","0","0","1","1","Test","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"1061","0","0","0","0","0","0","0","0","1","1","vrykul","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
