Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5_0,Unknown5_1,Unknown5_2,Unknown6,Unknown7,Unknown8,Unknown9
"416","0.8","0.5","1","0.75","1","0","0","0","0","0","0","0"
"417","0.8","0.5","1","0.75","1","0","0","0","0","0","0","0"
"418","0.8","0.5","1","0.75","1","0","0","0","0","0","0","0"
"419","0.8","1","1","0.75","1","0","0","0","0","0","0","0"
"420","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"421","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"422","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"423","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"424","0","0.5","1","0.75","1","0","0","0","0","0","0","0"
"425","0.75","0.5","1","0.75","1","0","0","0","0","0","0","0"
"426","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"427","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"428","0.7","0.5","1","0.75","1","0","0","0","0","0","0","0"
"429","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"430","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"431","0.7","0.5","1","0.75","1","0","0","0","0","0","0","0"
"432","0.75","0.5","1","0.75","1","0","0","0","0","0","0","0"
"433","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"434","0.6","0.5","1","0.75","1","0","0","0","0","0","0","0"
"435","0.4","0.5","1","0.75","1","0","0","0","0","0","0","0"
"436","0.5","0.4","1","0.65","1","0","0","0","0","1","0","0"
"437","0.3","0.5","1","0.75","1","0","0","0","0","0","0","0"
"438","0.2","0.5","1","0.75","1","0","0","0","11","0","0","0"
"439","0.3","0.5","1","0.75","1","0","0","0","0","0","0","0"
"440","0.4","0.5","1","0.75","1","0","0","0","0","0","0","0"
"441","0.4","0.5","1","0.75","1","0","0","0","0","0","0","0"
"442","0.25","0.5","1","0.75","1","0","0","0","0","1","0","0"
"443","0.6","0.5","1","0.75","1","0","0","0","0","0","0","0"
"444","0.6","0.5","1","0.75","1","0","0","0","0","0","0","0"
"445","0.4","0.5","1","0.75","1","0","0","0","7","0","0","0"
"446","1","0.5","1","0.75","1","0","0","0","14","0","0","0"
"447","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"448","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"449","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"450","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"451","0.4","0.5","1","0.75","1","0","0","0","0","0","0","0"
"452","0.4","0.5","1","0.75","1","0","0","0","0","0","0","0"
"453","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"454","0.4","0.5","1","0.75","1","0","0","0","0","0","0","0"
"455","0.4","0.5","1","0.75","1","0","0","0","0","0","0","0"
"456","0.9","0.5","1","0.75","1","0","0","0","0","0","0","0"
"457","0.6","0.5","1","0.75","1","0","0","0","0","0","0","0"
"458","0.9","0.5","1","0.75","1","0","0","0","0","0","0","0"
"459","0.25","0.5","1","0.75","1","0","0","0","0","1","0","0"
"460","0.25","0.5","1","0.7","1","0","0","0","0","0","0","0"
"461","0.4","0.5","1","0.75","1","0","0","0","0","0","0","0"
"462","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"463","0.6","0.5","1","0.75","1","0","0","0","0","0","0","0"
"464","0.85","0.5","1","0.5","1","0","0","0","0","0","0","0"
"465","0.85","0.5","1","0.5","1","0","0","0","0","0","0","0"
"466","0.25","0.5","1","0.75","1","0","0","0","0","0","0","0"
"467","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"468","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"469","0.85","0.5","1","0.75","1","0","0","0","0","0","0","0"
"470","0.75","0.5","1","0.75","1","0","0","0","0","0","0","0"
"471","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"472","0.85","0.5","1","0.75","1","0","0","0","0","1","0","0"
"473","0.6","0.5","1","0.75","1","0","0","0","0","0","0","0"
"474","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"475","0.85","0.5","1","0.75","1","0","0","0","0","0","0","0"
"476","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"477","0.3","0.5","1","0.75","1","0","0","0","0","1","0","0"
"478","0.6","0.5","1","0.75","1","0","0","0","0","0","0","0"
"479","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"480","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"481","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"482","0.65","0.5","1","0.75","1","0","0","0","0","0","0","0"
"483","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"484","0.6","0.5","1","0.75","1","0","0","0","0","1","0","0"
"485","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"486","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"487","0.5","0.4","1","0.65","1","0","0","0","0","1","0","0"
"488","0.5","0.4","1","0.65","1","0","0","0","0","1","0","0"
"489","0.5","0.5","1","0.65","1","0","0","0","0","1","0","0"
"490","0.25","0.5","1","0.75","1","0","0","0","0","0","0","0"
"491","0.25","0.5","1","0.75","0.5","0","0","0","0","1","0","0"
"492","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"493","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"494","0.85","0.5","1","0.75","1","0","0","0","0","0","0","0"
"495","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"496","0.85","0.5","1","0.5","1","0","0","0","0","0","0","0"
"497","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"498","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"499","0.85","0.5","1","0.75","1","0","0","0","0","0","0","0"
"500","0.5","0.5","1","0.75","1","0","0","0","8","1","0","0"
"501","0.25","0.45","1","0.75","0.5","0","0","0","0","1","0","0"
"502","0.25","0.5","1","0.75","1","0","0","0","0","0","0","0"
"503","0.25","0.5","1","0.75","1","0","0","0","0","1","0","0"
"504","0.2","0.5","1","0.75","1","0","0","0","14","1","0","0"
"505","0.5","0.4","1","0.65","1","0","0","0","0","1","0","0"
"506","0.75","0.35","1","0.75","1","0","0","0","0","0","0","0"
"507","0.4","0.5","1","0.75","1","0","0","0","7","0","0","0"
"508","0.4","0.5","1","0.75","1","0","0","0","10","0","0","0"
"509","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"510","0.25","0.45","1","0.75","0.5","0","0","0","15","1","0","0"
"511","0.4","0.5","1","0.75","1","0","0","0","0","0","0","0"
"512","0.4","0.5","1","0.75","1","0","0","0","7","0","0","0"
"513","0.3","0.5","1","0.75","1","0","0","0","9","0","0","0"
"514","0.75","0.5","1","0.75","1","0","0","0","0","0","0","0"
"515","0.75","0.5","1","0.75","1","0","0","0","0","0","0","0"
"516","0.75","0.5","1","0.75","1","0","0","0","0","0","0","0"
"517","0.25","0.45","1","0.75","0.5","0","0","0","0","1","0","0"
"518","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"519","0.25","0.45","1","0.75","0.5","0","0","0","0","1","0","0"
"520","0.25","0.45","1","0.75","0.5","0","0","0","0","1","0","0"
"521","0.4","0.5","1","0.75","1","0","0","0","10","0","0","0"
"522","0.4","0.5","1","0.75","1","0","0","0","7","0","0","0"
"523","0.75","0.5","1","0.75","1","0","0","0","0","0","0","0"
"524","0.4","0.5","1","0.75","1","0","0","0","7","0","0","0"
"525","1","0.5","1","0.75","1","0","0","0","15","0","0","0"
"526","0.85","0.5","1","0.75","1","0","0","0","0","0","0","0"
"527","0.4","0.5","1","0.75","1","0","0","0","7","0","0","0"
"528","0.4","0.5","1","0.75","1","0","0","0","7","0","0","0"
"529","0.4","0.5","1","0.75","1","0","0","0","7","0","0","0"
"530","0.6","0.5","1","0.75","1","0","0","0","6","0","0","0"
"531","0.5","0.5","1","0.75","1","0","0","0","8","0","0","0"
"532","0.4","0.5","1","0.75","1","0","0","0","10","0","0","0"
"533","0.4","0.5","1","0.75","1","0","0","0","7","0","0","0"
"534","0.4","0.5","1","0.75","1","0","0","0","7","0","0","0"
"535","0.4","0.5","1","0.75","1","0","0","0","7","0","0","0"
"536","0.25","0.45","1","0.75","0.5","0","0","0","0","1","0","0"
"537","0.4","0.5","1","0.75","1","0","0","0","10","0","0","0"
"538","0.5","0.5","1","0.75","1","0","0","0","15","0","0","0"
"539","0.5","0.5","1","0.75","1","0","0","0","15","0","0","0"
"540","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"541","0.3","0.5","1","0.75","1","0","0","0","9","0","0","0"
"542","0.85","0.5","1","0.75","1","0","0","0","0","0","0","0"
"543","0.3","0.5","1","0.75","1","0","0","0","9","0","0","0"
"544","0.3","0.5","1","0.75","1","0","0","0","9","0","0","0"
"545","0.3","0.5","1","0.75","1","0","0","0","9","0","0","0"
"546","0.25","0.45","1","0.75","0.5","0","0","0","9","1","0","0"
"547","0.3","0.5","1","0.75","1","0","0","0","9","0","0","0"
"548","0.3","0.5","1","0.75","1","0","0","0","9","0","0","0"
"549","0.3","0.5","1","0.75","1","0","0","0","9","0","0","0"
"550","0.5","0.5","1","0.75","1","0","0","0","9","0","0","0"
"551","0.3","0.5","1","0.75","1","0","0","0","9","0","0","0"
"552","0.3","0.5","1","0.75","1","0","0","0","0","1","0","0"
"553","0.4","0.5","1","0.75","1","0","0","0","10","0","0","0"
"554","0.25","0.45","1","0.75","0.5","0","0","0","0","1","0","0"
"555","0.25","0.45","1","0.75","0.5","0","0","0","14","1","0","0"
"556","0.25","0.5","1","0.45","1","0","0","0","0","0","0","0"
"557","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"558","1","0.5","1","0.75","1","0","0","0","7","0","0","0"
"559","0.3","0.5","1","0.75","1","0","0","0","9","0","0","0"
"560","0.8","0.5","1","0.75","1","0","0","0","15","0","0","0"
"561","0.25","0.5","1","0.75","0.5","0","0","0","0","1","0","0"
"562","0.25","0.5","1","0.75","0.5","0","0","0","0","1","0","0"
"563","0.3","0.5","1","0.75","1","0","0","0","9","0","0","0"
"564","1","0.5","1","0.75","1","0","0","0","15","0","0","0"
"565","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"566","0.8","0.5","1","0.75","1","0","0","0","15","0","0","0"
"567","0.3","0.5","1","0.75","1","0","0","0","1","0","0","0"
"568","0.5","0.5","1","0.75","1","0","0","0","11","0","0","0"
"569","0","0.5","0.8","0.75","1","0","0","0","0","1","0","0"
"570","0.5","0.5","1","0.75","1","0","0","0","8","1","0","0"
"571","0.85","0.5","1","0.75","1","0","0","0","0","1","0","0"
"572","0.85","0.5","1","0.75","1","0","0","0","0","1","0","0"
"573","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"574","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"575","0.25","0.45","1","0.75","0.5","0","0","0","15","1","0","0"
"576","0.1","0.5","0.9","0.75","1","0","0","0","57","1","0","0"
"577","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"578","0.5","0.85","1","0.75","1","0","0","0","0","0","0","0"
"579","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"580","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"581","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"582","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"583","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"584","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"585","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"586","0.15","0.5","1","0.75","1","0","0","0","0","1","0","0"
"587","1","0.5","1","0.75","1","0","0","0","15","0","0","0"
"588","0.1","0.5","0.9","0.75","1","0","0","0","52","1","0","0"
"589","0.1","0.6","1","0.9","0.7","0","0","0","66","1","0","0"
"590","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"591","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"592","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"593","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"594","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"595","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"596","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"597","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"598","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"599","0","0.5","1","0.75","1","0","0","0","0","0","0","0"
"600","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"601","0","0.5","1","0.75","1","0","0","0","0","0","0","0"
"602","0","0.5","1","0.75","1","0","0","0","0","0","0","0"
"603","0.1","0.5","1","0.75","1","0","0","0","71","1","0","0"
"604","0.3","0.5","1","0.75","1","0","0","0","18","0","0","0"
"605","0.6","0.5","1","0.75","1","0","0","0","0","0","0","0"
"606","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"607","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"608","0","0.5","1","0.75","1","0","0","0","0","0","0","0"
"609","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"610","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"611","1","0.5","1","0.75","1","0","0","0","15","0","0","0"
"612","0.25","0.45","1","0.75","0.5","0","0","0","0","1","0","0"
"613","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"614","0.3","0.65","1","0.75","1","0","0","0","0","1","0","0"
"615","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"616","0.1","0.65","1","0.9","1","0","0","0","88","1","0","0"
"617","0.1","0.5","0.9","0.75","1","0","0","0","63","1","0","0"
"618","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"619","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"620","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"621","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"622","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"623","0","0.5","1","0.75","1","0","0","0","0","0","0","0"
"624","0.15","0.5","1","0.75","1","0","0","0","0","1","0","0"
"625","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"626","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"627","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"628","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"629","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"630","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"631","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"632","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"633","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"634","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"635","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"636","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"637","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"638","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"639","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"640","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"641","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"642","0.3","0.65","1","0.75","1","0","0","0","0","1","0","0"
"643","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"644","0","0.5","1","0.75","1","0","0","0","0","0","0","0"
"645","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"646","0.9","0.6","1","0.75","1","0","0","0","72","1","0","0"
"647","0.3","0.5","1","0.75","1","0","0","0","0","1","0","0"
"648","0.6","0.65","1","0.75","1","0","0","0","0","1","0","0"
"649","0.1","0.65","1","0.75","0.9","0","0","0","0","1","0","0"
"650","0.5","0.5","1","0.75","1","0","0","0","76","1","0","0"
"651","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"652","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"653","0.9","0.7","1","0.75","1","0","0","0","69","1","0","0"
"654","0.1","0.65","1","0.75","0.9","0","0","0","0","1","0","0"
"655","0.25","0.5","1","0.75","1","0","0","0","0","1","0","0"
"656","0.25","0.5","1","0.75","1","0","0","0","0","1","0","0"
"657","0.5","0.5","1","0.75","1","0","0","0","8","1","0","0"
"658","0.25","0.5","1","0.75","1","0","0","0","0","1","0","0"
"659","0","0.65","1","0.75","0.9","0","0","0","0","1","0","0"
"660","0","0.65","1","0.75","0.9","0","0","0","23","1","0","0"
"661","0.1","0.7","1","0.75","1","0","0","0","75","1","0","0"
"662","0.1","0.6","1","0.75","1","0","0","0","0","1","0","0"
"663","0.3","0.5","1","0.75","1","0","0","0","0","1","0","0"
"664","0.3","0.5","1","0.75","1","0","0","0","67","1","0","0"
"665","0.7","0.5","1","0.75","1","0","0","0","73","1","0","0"
"666","0.1","0.6","1","0.75","1","0","0","0","65","1","0","0"
"667","0.1","0.6","1","0.75","1","0","0","0","0","1","0","0"
"668","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"669","0.3","0.5","1","0.75","1","0","0","0","70","1","0","0"
"670","0.1","0.65","1","0.9","1","0","0","0","0","1","0","0"
"671","0.7","0.5","1","0.75","1","0","0","0","74","1","0","0"
"672","0.45","0.4","1","0.75","1","0","0","0","64","1","0","0"
"673","0.3","0.5","1","0.75","1","0","0","0","0","1","0","0"
"674","0.3","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"675","0.65","0.5","1","0.75","1","0","0","0","0","1","0","0"
"676","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"677","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"678","0.1","0.6","1","0.8","1","0","0","0","0","1","0","0"
"679","0.3","0.5","1","0.75","1","0","0","0","0","1","0","0"
"680","0.3","0.85","1","0.75","1","0","0","0","0","1","0","0"
"681","0.9","0.5","1","0.75","1","0","0","0","0","0","0","0"
"682","0.1","0.5","0.9","0.75","1","0","0","0","60","1","0","0"
"683","0.3","0.5","1","0.75","1","0","0","0","113","1","0","0"
"684","0.15","0.5","1","0.75","1","0","0","0","0","1","0","0"
"685","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"686","0.25","0.5","1","0.75","1","0","0","0","0","1","0","0"
"687","0.25","0.5","1","0.75","1","0","0","0","0","1","0","0"
"688","0.65","0.5","1","0.75","1","0","0","0","0","1","0","0"
"689","0.65","0.5","1","0.75","1","0","0","0","0","1","0","0"
"690","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"691","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"692","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"693","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"694","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"695","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"696","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"697","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"698","0.3","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"699","0.3","0.65","1","0.75","1","0","0","0","0","1","0","0"
"700","0.3","0.65","1","0.75","1","0","0","0","37","1","0","0"
"701","0.3","0.65","1","0.75","1","0","0","0","0","1","0","0"
"702","0.3","0.65","1","0.75","1","0","0","0","0","1","0","0"
"703","0.2","0.5","1","0.75","1","0","0","0","21","1","0","0"
"704","0.2","0","1","0.75","1","0","0","0","8","1","0","0"
"705","0.5","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"706","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"707","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"708","0.3","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"709","0.3","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"710","0.3","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"711","0.3","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"712","0.3","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"713","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"714","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"715","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"716","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"717","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"718","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"719","0.3","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"720","0.5","0.5","1","0","0","0","0","0","0","1","0","0"
"721","0.3","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"722","0.65","0.5","1","0.75","1","0","0","0","0","1","0","0"
"723","0","0.4","0.9","0.75","1","0","0","0","56","1","0","0"
"724","0.25","0.5","1","0.75","1","0","0","0","0","1","0","0"
"725","0.3","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"726","0.4","0.65","1","0.75","0.9","0","0","0","86","1","0","0"
"727","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"728","0.4","0.5","1","0.75","1","0","0","0","0","0","0","0"
"729","0.5","0.2","1","0.75","1","0","0","0","146","1","0","0"
"730","0.65","0.5","1","0.75","1","0","0","0","0","1","0","0"
"731","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"732","0.1","0.5","0.9","0.75","1","0","0","0","59","1","0","0"
"733","0.1","0.3","0.9","0.75","1","0","0","0","0","1","0","0"
"734","0.65","0.5","1","0.75","1","0","0","0","0","1","0","0"
"735","0.1","0.5","0.9","0.75","1","0","0","0","19","1","0","0"
"736","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"737","0.1","0.5","0.9","0.75","1","0","0","0","61","1","0","0"
"738","0.65","0.5","1","0.75","1","0","0","0","0","1","0","0"
"739","0.65","0.5","1","0.75","1","0","0","0","0","1","0","0"
"740","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"741","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"742","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"743","0","0.6","0.4","0.75","1","0","0","0","78","1","0","0"
"744","0.7","0.5","1","0.75","1","0","0","0","77","1","0","0"
"745","0.1","0.5","0.9","0.75","1","0","0","0","62","1","0","0"
"746","0.3","0.65","1","0.75","1","0","0","0","0","1","0","0"
"747","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"748","0.2","0.5","1","0.75","1","0","0","0","137","1","0","0"
"749","0.45","0.4","1","0.75","1","0","0","0","0","1","0","0"
"750","0.3","0.5","1","0.75","1","0","0","0","112","1","0","0"
"751","0","0.65","1","0.75","0.9","0","0","0","0","1","0","0"
"752","0","0.65","1","0.75","0.9","0","0","0","0","1","0","0"
"753","0.5","0.65","1","0.75","0.9","0","0","0","0","1","0","0"
"754","0.3","0.5","1","0.75","1","0","0","0","0","1","0","0"
"755","0.2","0.5","1","0.75","1","0","0","0","21","1","0","0"
"756","1","0.65","1","0.75","0.9","0","0","0","0","1","0","0"
"757","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"758","0.45","0.4","1","0.75","1","0","0","0","0","1","0","0"
"759","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"760","0.65","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"761","0.5","0.65","1","0.75","0.9","0","0","0","0","1","0","0"
"762","0.05","0.65","1","0.75","0.9","0","0","0","87","1","0","0"
"763","0.16","0.65","1","0.75","0.9","0","0","0","0","1","0","0"
"764","0.1","0.5","0.9","0.55","1","0","0","0","58","1","0","0"
"765","0.1","0.6","0.8","0.75","0.9","0","0","0","0","1","0","0"
"766","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"767","0.5","0.5","1","0.75","1","0","0","0","34","0","0","0"
"768","0.1","0.6","1","0.8","1","0","0","0","0","1","0","0"
"769","0.1","0.6","1","0.8","1","0","0","0","0","1","0","0"
"770","0.1","0.6","1","0.8","1","0","0","0","0","1","0","0"
"771","0.2","0.5","1","0.75","1","0","0","0","29","1","0","0"
"772","0.2","0.5","1","0.75","1","0","0","0","30","1","0","0"
"773","0.16","0.65","1","0.75","0.9","0","0","0","0","1","0","0"
"774","0.2","0.8","1","0.75","1","0","0","0","36","1","0","0"
"775","0.4","0.5","1","0.75","1","0","0","0","40","0","0","0"
"776","0","0.9","0.5","0.5","1","0","0","0","212","1","0","0"
"777","0.5","0.5","1","0.75","1","0","0","0","79","1","0","0"
"778","0.1","0.65","1","0.9","1","0","0","0","89","1","0","0"
"779","0.2","0.5","1","0.75","1","0","0","0","137","1","0","0"
"780","0.6","0.4","0.9","0.75","1","0","0","0","0","1","0","0"
"781","0.6","0.6","0.9","0.75","1","0","0","0","55","1","0","0"
"782","0.45","0.4","1","0.75","1","0","0","0","0","1","0","0"
"783","0.3","0.5","1","0.75","1","0","0","0","0","1","0","0"
"784","0.1","0.5","0.9","0.75","1","0","0","0","45","1","0","0"
"785","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"786","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"787","0.1","0.5","0.9","0.75","1","0","0","0","48","1","0","0"
"788","0.1","0.5","0.9","0.75","1","0","0","0","52","1","0","0"
"789","0","0.4","0.9","0.75","1","0","0","0","56","1","0","0"
"790","0.45","0.4","1","0.75","1","0","0","0","93","1","0","0"
"791","0.45","0.4","1","0.75","1","0","0","0","92","1","0","0"
"792","0.1","0.5","0.9","0.55","1","0","0","0","58","1","0","0"
"793","0","0.45","1","0.75","0.5","0","0","0","95","1","0","0"
"794","0.25","0.5","1","0.75","0.5","0","0","0","0","1","0","0"
"795","1","0.5","1","0.75","1","0","0","0","121","0","0","0"
"796","0.1","0.65","1","0.75","0.9","0","0","0","0","1","0","0"
"797","0.1","0.6","0.8","0.75","0.9","0","0","0","0","1","0","0"
"798","0","0.65","1","0.75","0.9","0","0","0","23","1","0","0"
"799","0.3","0.65","1","0.75","1","0","0","0","37","1","0","0"
"800","0.3","0.65","1","0.75","1","0","0","0","96","1","0","0"
"801","0.5","0.5","1","0.75","1","0","0","0","33","1","0","0"
"802","0.5","0.5","1","0.75","1","0","0","0","118","1","0","0"
"803","0.5","0.5","1","0.75","1","0","0","0","103","1","0","0"
"804","0.5","0.5","1","0.75","1","0","0","0","111","1","0","0"
"805","0.2","0.5","1","0.75","1","0","0","0","21","1","0","0"
"806","0.2","0.5","1","0.75","1","0","0","0","29","1","0","0"
"807","0.1","0.6","0.4","0.75","1","0","0","0","78","1","0","0"
"808","0.2","0.5","1","0.75","1","0","0","0","117","1","0","0"
"809","0.3","0.65","1","0.75","1","0","0","0","115","1","0","0"
"810","0.3","0.65","1","0.75","1","0","0","0","116","1","0","0"
"811","1","0.5","1","0.75","1","0","0","0","119","0","0","0"
"812","0.5","0.5","1","0.75","1","0","0","0","105","1","0","0"
"813","0.5","0.5","1","0.75","1","0","0","0","76","1","0","0"
"814","0.4","0.5","1","0.75","1","0","0","0","0","0","0","0"
"815","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"816","0.5","0.5","1","0","0","0","0","0","0","1","0","0"
"817","0.1","0.5","0.9","0.75","1","0","0","0","120","1","0","0"
"818","0.3","0.65","1","0.75","1","0","0","0","116","1","0","0"
"819","0.3","0.65","1","0.75","1","0","0","0","122","1","0","0"
"820","0","0.65","1","0.75","0.9","0","0","0","23","1","0","0"
"821","0.1","0.5","0.9","0.75","1","0","0","0","45","1","0","0"
"822","0.2","0.5","0.7","0.75","1","0","0","0","140","1","0","0"
