Id,Unknown0_0,Unknown0_1,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10_0,Unknown10_1,Unknown10_2,Unknown10_3,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22
"3692","1073758272","0","LakeJorune","0.6","Lake Jorune","530","3519","1316","0","0","0","0","0","0","0","0","675","-1","0","0","62","0","15","0","0","0","0"
"3693","1073758272","0","SkethylMountains","0.6","Skethyl Mountains","530","3519","1317","0","0","0","0","0","0","0","0","675","-1","0","0","62","0","15","0","0","0","0"
"3694","1073758272","0","MistyRidge","0.6","Misty Ridge","530","3519","1318","0","0","0","0","0","0","0","0","675","-1","0","0","62","0","15","0","0","0","0"
"3695","1073758272","0","TheBrokenHills","0.6","The Broken Hills","530","3519","1319","0","0","0","0","0","0","0","0","675","-1","0","0","62","0","15","0","0","0","0"
"3696","1073758272","0","TheBarrierHills","0.6","The Barrier Hills","530","3519","1320","0","0","508","0","0","0","0","0","675","-1","0","0","62","0","15","0","0","0","0"
"3697","1073791040","0","TheBoneWastes","0.6","The Bone Wastes","530","3519","1321","402","306","0","0","0","0","0","0","675","-1","0","0","64","0","15","0","0","0","0"
"3698","65664","0","NagrandArena","0.6","Nagrand Arena","559","0","1322","369","243","512","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3699","1073758272","0","LaughingSkullCourtyard","0.6","Laughing Skull Courtyard","530","3518","1323","0","0","510","0","0","0","0","0","675","-1","0","0","65","0","15","0","0","0","0"
"3700","1073758272","0","TheRingofBlood","0.6","The Ring of Blood","530","3518","1324","0","0","510","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3701","1073758336","0","ArenaFloor","0.6","Arena Floor","530","3518","1325","0","0","0","0","0","0","0","0","675","-1","96","89","0","0","15","0","0","0","0"
"3702","65664","0","BladesEdgeArena","0.6","Blade's Edge Arena","562","0","1326","406","243","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3703","18728","0","ShattrathCity","0.6","Shattrath City","530","0","1327","409","311","0","0","0","0","0","0","675","-1","0","0","0","6","15","0","0","0","0"
"3704","1073742104","0","TheShepherdsGate","0.6","The Shepherd's Gate","530","3487","1328","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3705","1073758272","0","TelaariBasin","0.6","Telaari Basin","530","3518","1329","0","0","0","0","0","0","0","0","675","-1","0","0","64","0","15","0","0","0","0"
"3706","1073741824","0","TheDarkPortal","0.6","The Dark Portal","269","2366","1330","0","0","512","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3707","1073741824","8","AllianceBase","0.6","Alliance Base","534","3606","1331","0","346","521","0","0","0","0","0","675","-1","0","89","0","0","13","0","0","0","0"
"3708","1073741824","8","HordeEncampment","0.6","Horde Encampment","534","3606","1332","0","347","522","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3709","1073741824","8","NightElfVillage","0.6","Night Elf Village","534","3606","1333","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3710","1075838976","8","Nordrassil","0.6","Nordrassil","534","3606","1334","0","348","523","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3711","16448","0","SholazarBasin","0.6","Sholazar Basin","571","0","1335","461","424","0","0","0","0","0","0","675","-1","0","0","76","0","15","21","22","0","0"
"3712","1075855424","0","Area52","0.6","Area 52","530","3523","1336","0","0","475","0","0","0","0","0","675","-1","0","89","0","0","15","0","0","0","0"
"3713","0","12","TheBloodFurnace","0.6","The Blood Furnace","542","0","1337","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3714","0","12","TheShatteredHalls","0.5","The Shattered Halls","540","0","1338","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3715","0","12","TheSteamvault","0.6","The Steamvault","545","0","1339","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3716","0","12","TheUnderbog","0.4","The Underbog","546","0","1340","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3717","0","12","TheSlavePens","0.5","The Slave Pens","547","0","1341","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3718","1075855424","0","SwampratPost","0.6","Swamprat Post","530","3521","1342","0","278","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3719","1073758272","0","BleedingHollowRuins","0.6","Bleeding Hollow Ruins","530","3519","1343","0","0","510","0","0","0","0","0","675","-1","0","89","63","0","15","0","0","0","0"
"3720","1073791040","0","TwinSpireRuins","0.6","Twin Spire Ruins","530","3521","1344","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3721","1073758272","0","TheCrumblingWaste","0.6","The Crumbling Waste","530","3523","1345","0","0","0","0","0","0","0","0","675","-1","0","0","66","0","15","0","0","0","0"
"3722","1073758272","0","ManaforgeAra","0.6","Manaforge Ara","530","3523","1346","0","0","496","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3723","1073758272","0","ArklonRuins","0.6","Arklon Ruins","530","3523","1347","0","0","0","0","0","0","0","0","675","-1","0","89","67","0","15","0","0","0","0"
"3724","1075855424","0","Cosmowrench","0.6","Cosmowrench","530","3523","1348","0","0","475","0","0","0","0","0","675","-1","0","89","67","0","15","0","0","0","0"
"3725","1073758272","0","RuinsofEnkaat","0.6","Ruins of Enkaat","530","3523","1349","0","310","519","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3726","1073758272","0","ManaforgeBnaar","0.6","Manaforge B'naar","530","3523","1350","0","0","497","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3727","1073758272","0","TheScrapField","0.6","The Scrap Field","530","3523","1351","0","0","487","0","0","0","0","0","675","-1","0","0","68","0","15","0","0","0","0"
"3728","1073758272","0","TheVortexFields","0.6","The Vortex Fields","530","3523","1352","0","0","0","0","0","0","0","0","675","-1","0","0","68","0","15","0","0","0","0"
"3729","1073758272","0","TheHeap","0.6","The Heap","530","3523","1353","0","0","0","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3730","1073758272","0","ManaforgeCoruu","0.6","Manaforge Coruu","530","3523","1354","0","0","498","0","0","0","0","0","675","-1","0","0","68","0","15","0","0","0","0"
"3731","1073758272","0","TheTempestRift","0.6","The Tempest Rift","530","3523","1355","0","0","0","0","0","0","0","0","675","-1","0","0","69","0","15","0","0","0","0"
"3732","1073758272","0","KirinVarVillage","0.6","Kirin'Var Village","530","3523","1356","0","0","0","0","0","0","0","0","675","-1","0","0","69","0","15","0","0","0","0"
"3733","1073758272","0","TheVioletTower","0.6","The Violet Tower","530","3523","1357","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3734","1073758272","0","ManaforgeDuro","0.6","Manaforge Duro","530","3523","1358","0","0","499","0","0","0","0","0","675","-1","0","0","69","0","15","0","0","0","0"
"3735","1073758272","0","VoidwindPlateau","0.6","Voidwind Plateau","530","3523","1359","0","0","0","0","0","0","0","0","675","-1","0","0","68","0","15","0","0","0","0"
"3736","1073758272","0","ManaforgeUltris","0.6","Manaforge Ultris","530","3523","1360","0","0","496","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3737","1073758272","0","CelestialRidge","0.6","Celestial Ridge","530","3523","1361","0","0","492","0","0","0","0","0","675","-1","0","89","69","0","15","0","0","0","0"
"3738","1075855424","0","TheStormspire","0.6","The Stormspire","530","3523","1362","423","335","489","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3739","1073758272","0","ForgeBaseOblivion","0.6","Forge Base: Oblivion","530","3523","1363","0","0","488","0","0","0","0","0","675","-1","0","89","68","0","15","0","0","0","0"
"3740","1073758272","0","ForgeBaseGehenna","0.6","Forge Base: Gehenna","530","3523","1364","0","0","487","0","0","0","0","0","675","-1","0","89","68","0","15","0","0","0","0"
"3741","1073758272","0","RuinsofFarahlon","0.6","Ruins of Farahlon","530","3523","1365","0","0","0","0","0","0","0","0","675","-1","0","0","68","0","15","0","0","0","0"
"3742","1073762368","0","SocretharsSeat","0.6","Socrethar's Seat","530","3523","1366","0","0","0","0","0","0","0","0","675","-1","0","0","70","0","15","0","0","0","0"
"3743","1073758272","0","LegionHold","0.6","Legion Hold","530","3520","1367","0","0","488","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3744","1075855424","0","ShadowmoonVillage","0.6","Shadowmoon Village","530","3520","1368","0","278","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3745","1075855424","0","WildhammerStronghold","0.6","Wildhammer Stronghold","530","3520","1369","0","279","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3746","1073758272","0","TheHandofGuldan","0.6","The Hand of Gul'dan","530","3520","1370","0","0","0","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3747","1073758272","0","TheFelPits","0.6","The Fel Pits","530","3520","1371","0","0","0","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3748","1073758272","0","TheDeathforge","0.6","The Deathforge","530","3520","1372","0","0","0","0","0","0","0","0","675","-1","0","0","68","0","15","0","0","0","0"
"3749","1073758272","0","CoilskarCistern","0.6","Coilskar Cistern","530","3520","1373","0","0","0","0","0","0","0","0","675","-1","0","89","68","0","15","0","0","0","0"
"3750","1073758272","0","CoilskarPoint","0.6","Coilskar Point","530","3520","1374","0","0","0","0","0","0","0","0","675","-1","0","89","68","0","15","0","0","0","0"
"3751","1073758272","0","SunfirePoint","0.6","Sunfire Point","530","3520","1375","0","0","0","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3752","1073758272","0","IllidariPoint","0.6","Illidari Point","530","3520","1376","0","0","507","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3753","1073758272","0","RuinsofBaari","0.6","Ruins of Baa'ri","530","3520","1377","0","0","0","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3754","1075855424","0","AltarofShatar","0.6","Altar of Sha'tar","530","3520","1378","0","310","0","0","0","0","0","0","675","-1","0","89","0","0","15","0","0","0","0"
"3755","1073758272","0","TheStairofDoom","0.6","The Stair of Doom","530","3520","1379","0","0","0","0","0","0","0","0","675","-1","0","0","69","0","15","0","0","0","0"
"3756","1073758272","0","RuinsofKarabor","0.6","Ruins of Karabor","530","3520","1380","0","0","0","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3757","1073758272","0","Ata'malTerrace","0.6","Ata'mal Terrace","530","3520","1381","0","0","0","0","0","0","0","0","675","-1","0","89","69","0","15","0","0","0","0"
"3758","1073758272","0","NetherwingFields","0.6","Netherwing Fields","530","3520","1382","0","0","491","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3759","1073762368","0","NetherwingLedge","0.6","Netherwing Ledge","530","3520","1383","0","0","492","0","0","0","0","0","675","-1","0","0","70","0","15","0","0","0","0"
"3760","1073758272","0","TheBarrierHills","0.6","The Barrier Hills","530","3518","1384","0","0","0","0","0","0","0","0","675","-1","0","0","64","0","15","0","0","0","0"
"3761","1073758272","0","TheHighPath","0.6","The High Path","530","3518","1385","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3762","1073758272","0","WindyreedPass","0.6","Windyreed Pass","530","3518","1386","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3763","1073758272","0","ZangarRidge","0.6","Zangar Ridge","530","3518","1387","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3764","1073758272","0","TheTwilightRidge","0.6","The Twilight Ridge","530","3518","1388","0","0","487","0","0","0","0","0","675","-1","0","0","70","0","15","0","0","0","0"
"3765","1073758272","0","RazorthornTrail","0.6","Razorthorn Trail","530","3483","1389","0","0","0","0","0","0","0","0","675","-1","0","0","61","0","15","0","0","0","0"
"3766","1075855424","0","OreborHarborage","0.6","Orebor Harborage","530","3521","1390","0","310","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3767","1073758272","0","BladesRun","0.6","Blades' Run","530","3522","1391","406","0","0","0","0","0","0","0","675","-1","0","89","0","0","15","0","0","0","0"
"3768","1073758272","0","JaggedRidge","0.6","Jagged Ridge","530","3522","1392","407","312","0","0","0","0","0","0","675","-1","0","0","69","0","15","0","0","0","0"
"3769","1075855424","0","ThunderlordStronghold","0.6","Thunderlord Stronghold","530","3522","1393","407","278","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3770","1073758272","0","BladeToothCanyon","0.6","Blade Tooth Canyon","530","3522","1394","403","0","0","0","0","0","0","0","675","-1","0","89","0","0","15","0","0","0","0"
"3771","1073758272","0","TheLivingGrove","0.6","The Living Grove","530","3522","1395","408","307","0","0","0","0","0","0","675","-1","0","0","65","0","15","0","0","0","0"
"3772","1075855424","0","Sylvanaar","0.6","Sylvanaar","530","3522","1396","408","307","511","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3773","1073758272","0","BladespireHold","0.6","Bladespire Hold","530","3522","1397","406","0","508","0","0","0","0","0","675","-1","0","89","67","0","15","0","0","0","0"
"3774","1073758272","0","GruulsLair","0.4","Gruul's Lair","530","3522","1398","406","0","0","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3775","1073758272","0","CircleofBlood","0.6","Circle of Blood","530","3522","1399","406","0","0","0","0","0","0","0","675","-1","0","89","66","0","15","0","0","0","0"
"3776","1073758272","0","BloodmaulOutpost","0.6","Bloodmaul Outpost","530","3522","1400","406","0","508","0","0","0","0","0","675","-1","0","89","66","0","15","0","0","0","0"
"3777","1073758272","0","BloodmaulCamp","0.6","Bloodmaul Camp","530","3522","1401","406","0","508","0","0","0","0","0","675","-1","0","89","67","0","15","0","0","0","0"
"3778","1073758272","0","DraenethystMine","0.6","Draenethyst Mine","530","3522","1402","406","0","510","0","0","0","0","0","675","-1","0","89","66","0","15","0","0","0","0"
"3779","1073758272","0","TrogmasClaim","0.6","Trogma's Claim","530","3522","1403","406","0","510","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3780","1073758272","0","BlackwingCoven","0.6","Blackwing Coven","530","3522","1404","406","0","510","0","0","0","0","0","675","-1","0","89","67","0","15","0","0","0","0"
"3781","1073758272","0","Grishnath","0.6","Grishnath","530","3522","1405","407","312","481","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3782","1073758272","0","VeilLashh","0.6","Veil Lashh","530","3522","1406","407","312","480","0","0","0","0","0","675","-1","0","0","65","0","15","0","0","0","0"
"3783","1073758272","0","VeilVekh","0.6","Veil Vekh","530","3522","1407","407","312","481","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3784","1073758272","0","ForgeCampTerror","0.6","Forge Camp: Terror","530","3522","1408","406","0","487","0","0","0","0","0","675","-1","0","89","70","0","15","0","0","0","0"
"3785","1073758272","0","ForgeCampWrath","0.6","Forge Camp: Wrath","530","3522","1409","406","0","488","0","0","0","0","0","675","-1","0","89","70","0","15","0","0","0","0"
"3786","1075855424","0","Ogrila","0.6","Ogri'la","530","3522","1410","406","0","533","0","0","0","0","0","675","-1","0","0","66","0","15","0","0","0","0"
"3787","1073758272","0","ForgeCampAnger","0.6","Forge Camp: Anger","530","3522","1411","406","0","487","0","0","0","0","0","675","-1","0","89","70","0","15","0","0","0","0"
"3788","1073758272","0","TheLowPath","0.6","The Low Path","530","3518","1412","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3789","0","12","ShadowLabyrinth","0.6","Shadow Labyrinth","555","0","1413","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3790","0","12","AuchenaiCrypts","0.6","Auchenai Crypts","558","0","1414","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3791","0","12","SethekkHalls","0.75","Sethekk Halls","556","0","1415","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3792","0","12","ManaTombs","0.75","Mana-Tombs","557","0","1416","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3793","1073758272","0","FelsparkRavine","0.6","Felspark Ravine","530","3483","1417","0","0","0","0","0","0","0","0","675","-1","0","89","58","0","15","0","0","0","0"
"3794","1073758272","0","ValleyofBones","0.6","Valley of Bones","530","3483","1418","0","0","785","0","0","0","0","0","675","-1","0","0","58","0","15","0","0","0","0"
"3795","1073758272","0","Sha'naariWastes","0.6","Sha'naari Wastes","530","3483","1419","0","0","0","0","0","0","0","0","675","-1","0","0","61","0","15","0","0","0","0"
"3796","1073758272","0","TheWarpFields","0.6","The Warp Fields","530","3483","1420","0","0","0","0","0","0","0","0","675","-1","0","0","60","0","15","0","0","0","0"
"3797","1073758272","0","FallenSkyRidge","0.6","Fallen Sky Ridge","530","3483","1421","0","0","491","0","0","0","0","0","675","-1","0","89","62","0","15","0","0","0","0"
"3798","1073758272","0","Haal'eshiGorge","0.6","Haal'eshi Gorge","530","3483","1422","0","0","480","0","0","0","0","0","675","-1","0","0","62","0","15","0","0","0","0"
"3799","1073758272","0","StonewallCanyon","0.6","Stonewall Canyon","530","3483","1423","0","0","0","0","0","0","0","0","675","-1","0","0","60","0","15","0","0","0","0"
"3800","1073758272","0","ThornfangHill","0.6","Thornfang Hill","530","3483","1424","0","0","0","0","0","0","0","0","675","-1","0","0","62","0","15","0","0","0","0"
"3801","1073758272","0","MagharGrounds","0.6","Mag'har Grounds","530","3483","1425","0","0","504","0","0","0","0","0","675","-1","0","0","62","0","15","0","0","0","0"
"3802","1073758272","0","VoidRidge","0.6","Void Ridge","530","3483","1426","0","0","0","0","0","0","0","0","675","-1","0","0","61","0","15","0","0","0","0"
"3803","1073758272","0","TheAbyssalShelf","0.6","The Abyssal Shelf","530","3483","1427","0","0","488","0","0","0","0","0","675","-1","0","0","70","0","15","0","0","0","0"
"3804","1073758272","0","TheLegionFront","0.6","The Legion Front","530","3483","1428","0","0","0","0","0","0","0","0","675","-1","0","0","59","0","15","0","0","0","0"
"3805","0","12","ZulAman","0.6","Zul'Aman","568","0","1429","394","371","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3806","1073758272","0","SupplyCaravan","0.6","Supply Caravan","530","3483","1430","0","278","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3807","1075855424","0","Reaver'sFall","0.6","Reaver's Fall","530","3483","1431","0","278","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3808","1073758272","0","CenarionPost","0.6","Cenarion Post","530","3483","1432","0","0","493","0","0","0","0","0","675","-1","0","89","0","0","15","0","0","0","0"
"3809","1073758272","0","SouthernRampart","0.6","Southern Rampart","530","3483","1433","0","0","502","0","0","0","0","0","675","-1","0","0","61","0","15","0","0","0","0"
"3810","1073758272","0","NorthernRampart","0.6","Northern Rampart","530","3483","1434","0","0","501","0","0","0","0","0","675","-1","0","0","61","0","15","0","0","0","0"
"3811","1073758272","0","Gor'gazOutpost","0.6","Gor'gaz Outpost","530","3483","1435","0","0","501","0","0","0","0","0","675","-1","0","0","58","0","15","0","0","0","0"
"3812","1075855424","0","SpinebreakerPost","0.6","Spinebreaker Post","530","3483","1436","0","278","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3813","1073758272","0","ThePathofAnguish","0.6","The Path of Anguish","530","3483","1437","0","0","0","0","0","0","0","0","675","-1","0","0","58","0","15","0","0","0","0"
"3814","1073758272","0","EastSupplyCaravan","0.6","East Supply Caravan","530","3483","1438","0","279","0","0","0","0","0","0","675","-1","0","89","58","0","15","0","0","0","0"
"3815","1075855424","0","ExpeditionPoint","0.6","Expedition Point","530","3483","1439","0","279","0","0","0","0","0","0","675","-1","0","89","0","0","15","0","0","0","0"
"3816","1073758272","0","ZeppelinCrash","0.6","Zeppelin Crash","530","3483","1440","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3817","16448","0","Testing","0","Testing","13","0","1441","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3818","1073758272","0","BloodscaleGrounds","0.6","Bloodscale Grounds","530","3521","1442","0","0","0","0","0","0","0","0","675","-1","0","89","63","0","15","0","0","0","0"
"3819","1073758272","0","DarkcrestEnclave","0.6","Darkcrest Enclave","530","3521","1443","0","0","0","0","0","0","0","0","675","-1","0","89","62","0","15","0","0","0","0"
"3820","81920","0","EyeoftheStorm","0.6","Eye of the Storm","566","0","1444","401","243","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3821","1073758272","0","Warden'sCage","0.6","Warden's Cage","530","3520","1445","0","0","0","0","0","0","0","0","675","-1","0","0","68","0","15","0","0","0","0"
"3822","1073758272","0","EclipsePoint","0.6","Eclipse Point","530","3520","1446","0","0","507","0","0","0","0","0","675","-1","0","89","67","0","15","0","0","0","0"
"3823","1073741904","0","IsleofTribulations","0.6","Isle of Tribulations","530","3433","1447","0","0","0","0","0","0","0","0","675","-1","0","0","10","0","13","0","0","0","0"
"3824","1073758272","0","BloodmaulRavine","0.6","Bloodmaul Ravine","530","3522","1448","406","0","0","0","0","0","0","0","675","-1","0","89","65","0","15","0","0","0","0"
"3825","1073758272","0","DragonsEnd","0.6","Dragons' End","530","3522","1449","406","0","0","0","0","0","0","0","675","-1","0","89","65","0","15","0","0","0","0"
"3826","1073758272","0","DaggermawCanyon","0.6","Daggermaw Canyon","530","3522","1450","406","0","0","0","0","0","0","0","675","-1","0","89","65","0","15","0","0","0","0"
"3827","1073758272","0","VekhaarStand","0.6","Vekhaar Stand","530","3522","1451","407","312","0","0","0","0","0","0","675","-1","0","0","66","0","15","0","0","0","0"
"3828","1073758272","0","RuuanWeald","0.6","Ruuan Weald","530","3522","1452","407","312","0","0","0","0","0","0","675","-1","0","0","66","0","15","0","0","0","0"
"3829","1073758272","0","VeilRuuan","0.6","Veil Ruuan","530","3522","1453","407","312","480","0","0","0","0","0","675","-1","0","0","67","0","15","0","0","0","0"
"3830","1073758272","0","RavensWood","0.6","Raven's Wood","530","3522","1454","407","312","0","0","0","0","0","0","675","-1","0","0","65","0","15","0","0","0","0"
"3831","1073791040","0","DeathsDoor","0.6","Death's Door","530","3522","1455","406","0","488","0","0","0","0","0","675","-1","0","89","67","0","15","0","0","0","0"
"3832","1073758272","0","VortexSummit","0.6","Vortex Summit","530","3522","1456","406","0","0","0","0","0","0","0","675","-1","0","0","69","0","15","0","0","0","0"
"3833","1073758272","0","RazorRidge","0.6","Razor Ridge","530","3522","1457","406","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3834","1073758272","0","RidgeofMadness","0.6","Ridge of Madness","530","3522","1458","406","0","0","0","0","0","0","0","675","-1","0","0","69","0","15","0","0","0","0"
"3835","1073758272","0","DustquillRavine","0.6","Dustquill Ravine","530","3483","1459","0","0","0","0","0","0","0","0","675","-1","0","89","62","0","15","0","0","0","0"
"3836","0","12","MagtheridonsLair","0.75","Magtheridon's Lair","544","0","1460","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3837","1073758272","0","SunfuryHold","0.6","Sunfury Hold","530","3523","1461","0","337","0","0","0","0","0","0","675","-1","0","0","69","0","15","0","0","0","0"
"3838","1073758272","0","SpinebreakerMountains","0.6","Spinebreaker Mountains","530","3483","1462","0","0","0","0","0","0","0","0","675","-1","0","0","60","0","15","0","0","0","0"
"3839","1073758272","0","AbandonedArmory","0.6","Abandoned Armory","530","3518","1463","0","0","0","0","0","0","0","0","675","-1","0","89","0","0","15","0","0","0","0"
"3840","1073758272","0","BlackTemple","0.6","The Black Temple","530","3520","1464","0","0","0","0","0","0","0","0","675","-1","0","0","70","0","15","0","0","0","0"
"3841","1073758272","0","DarkcrestShore","0","Darkcrest Shore","530","3521","1465","0","0","0","0","0","0","0","0","675","-1","0","89","61","0","15","0","0","0","0"
"3842","1073762368","0","TempestKeepNetherstorm","0","Tempest Keep","530","3523","1466","0","0","0","0","0","0","0","0","675","-1","0","0","70","0","15","0","0","0","0"
"3844","1075855424","0","MoknathalVillage","0","Mok'Nathal Village","530","3522","1468","407","312","510","0","0","0","0","0","675","-1","0","0","65","0","15","0","0","0","0"
"3845","4096","12","TempestKeep","1","Tempest Keep","550","0","1469","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3846","1073741904","0","TheArcatraz","0","The Arcatraz","530","3525","1470","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3847","4096","12","TheBotanica","1","The Botanica","553","0","1471","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3848","4096","12","TheArcatraz","1","The Arcatraz","552","0","1472","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3849","4096","12","TheMechanar","1","The Mechanar","554","0","1473","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"3850","1073758272","0","Netherstone","0","Netherstone","530","3523","1474","0","0","490","0","0","0","0","0","675","-1","0","0","68","0","15","0","0","0","0"
"3851","1073758272","0","MidrealmPost","0","Midrealm Post","530","3523","1475","423","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3852","1073758272","0","Tuluman'sLanding","0","Tuluman's Landing","530","3523","1476","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3854","1073758272","0","ProtectorateWatchPost","0","Protectorate Watch Post","530","3523","1477","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"3855","1073758416","0","CircleofBloodArena","0","Circle of Blood Arena","530","3522","1478","406","266","0","0","0","0","0","0","675","-1","0","89","0","0","15","0","0","0","0"
"3856","1073741904","0","ElrendarCrossing","0","Elrendar Crossing","530","3433","1479","0","0","0","0","0","0","0","0","675","-1","0","89","10","0","13","0","0","0","0"
"3857","1073741904","0","AmmenFord","0","Ammen Ford","530","3524","1480","0","0","0","0","0","0","0","0","675","-1","0","89","5","0","13","0","0","0","0"
"3858","1073758272","0","RazorthornShelf","0","Razorthorn Shelf","530","3519","1481","0","0","0","0","0","0","0","0","675","-1","0","0","63","0","15","0","0","0","0"
"3859","1073758272","0","SilmyrLake","0","Silmyr Lake","530","3519","1482","0","0","0","0","0","0","0","0","675","-1","0","0","63","0","15","0","0","0","0"
"3860","1073758272","0","RaastokGlade","0","Raastok Glade","530","3519","1483","0","0","0","0","0","0","0","0","675","-1","0","0","63","0","15","0","0","0","0"
"3861","1073741904","0","ThalassianPass","0","Thalassian Pass","530","3433","1484","0","0","0","0","0","0","0","0","675","-1","0","0","20","0","13","0","0","0","0"
"3862","1073758272","0","ChurningGulch","0","Churning Gulch","530","3522","1485","0","0","0","0","0","0","0","0","675","-1","0","89","67","0","15","0","0","0","0"
"3863","1073758272","0","BrokenWilds","0","Broken Wilds","530","3522","1486","0","0","0","0","0","0","0","0","675","-1","0","89","67","0","15","0","0","0","0"
"3864","1073758272","0","Bash'irLanding","0","Bash'ir Landing","530","3522","1487","0","0","0","0","0","0","0","0","675","-1","0","89","70","0","15","0","0","0","0"
"3865","1073758272","0","CrystalSpine","0","Crystal Spine","530","3522","1488","0","0","492","0","0","0","0","0","675","-1","0","89","70","0","15","0","0","0","0"
