Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18_0,Unknown18_1,Unknown19,Unknown20,Unknown21_0,Unknown21_1,Unknown22,Unknown23,Unknown24_0,Unknown24_1,Unknown24_2,Unknown24_3,Unknown24_4,Unknown24_5,Unknown24_6,Unknown24_7,Unknown25,Unknown26_0,Unknown26_1,Unknown26_2,Unknown27,Unknown28
"1095","1073877031","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8495","0","0","0","0","0","0","0","0","0","0","0"
"1096","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8496","0","0","0","0","0","0","0","0","0","0","0"
"1097","1073741824","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8497","0","0","0","0","0","0","0","0","0","0","0"
"1098","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8498","0","0","0","0","0","0","0","0","0","0","0"
"1099","3221360687","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8499","8500","8504","0","0","0","0","0","0","0","0","0"
"1100","1073741832","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8501","0","0","0","0","0","0","0","0","0","0","0"
"1101","1073872896","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8502","0","0","0","0","0","0","0","0","0","0","0"
"1102","1342828583","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8503","0","0","0","0","0","0","8564","254","0","0","0"
"1103","1073877031","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8505","8506","8509","0","0","0","0","0","0","0","0","0"
"1104","1342312487","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1105","1073741832","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8508","8507","8523","0","0","0","0","0","0","0","0","0"
"1106","1073741832","3.141593","3.141593","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8510","8512","0","0","0","0","0","0","0","0","0","0"
"1107","1073872896","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8513","9555","9556","0","0","0","0","0","0","0","0","0"
"1108","1073872904","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8520","8519","8518","8516","0","0","0","0","0","0","0","0"
"1109","1073741824","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8524","0","0","0","0","0","0","0","0","0","0","0"
"1110","3221229607","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8525","0","0","0","0","0","0","0","0","0","0","0"
"1111","1073741827","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8526","8536","8538","8539","8540","0","0","0","0","0","0","0"
"1112","1073741827","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8527","8541","8543","8545","8547","0","0","0","0","0","0","0"
"1113","1073741827","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8528","8542","8544","8546","8548","0","0","0","0","0","0","0"
"1114","1073741827","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8529","8549","8550","8551","8552","0","0","0","0","0","0","0"
"1115","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8598","0","0","0","0","0","0","0","0","0","0","0"
"1116","1610616871","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8531","8532","8533","8534","8535","8569","0","0","0","0","0","0"
"1117","1073872936","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8553","8554","8555","8556","8557","0","0","0","0","0","0","0"
"1118","1073872896","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8558","8559","8560","0","0","0","0","0","0","0","0","0"
"1119","1073741832","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8562","8563","0","0","0","0","0","0","0","0","0","0"
"1120","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8568","0","0","0","0","0","0","0","0","0","0","0"
"1121","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8570","0","0","0","0","0","0","0","0","0","0","0"
"1122","1073872896","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8571","8572","0","0","0","0","0","0","0","0","0","0"
"1123","1073877031","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8573","0","0","0","0","0","0","0","0","0","0","0"
"1125","1073741824","3.142","3.142","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8575","0","0","0","0","0","0","0","0","0","0","0"
"1126","1073741824","3.142","3.142","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8576","0","0","0","0","0","0","0","0","0","0","0"
"1127","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8577","0","0","0","0","0","0","0","0","0","0","0"
"1128","1073741824","3.142","3.142","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8578","0","0","0","0","0","0","0","0","0","0","0"
"1129","1073741824","3.142","3.142","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8579","0","0","0","0","0","0","0","0","0","0","0"
"1130","1073741824","3.142","3.142","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8580","0","0","0","0","0","0","0","0","0","0","0"
"1131","1073872896","3.142","3.142","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8586","8583","8581","8584","8585","8582","8587","8588","0","0","0","0"
"1132","1073872896","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8589","0","0","0","0","0","0","0","0","0","0","0"
"1133","1610743816","3.142","3.142","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8600","0","0","0","0","0","0","0","0","0","0","0"
"1134","3221229607","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8591","0","0","0","0","0","0","0","0","0","0","0"
"1135","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8592","0","0","0","0","0","0","0","0","0","0","0"
"1136","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8596","0","0","0","0","0","0","0","0","0","0","0"
"1137","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8597","0","0","0","0","0","0","0","0","0","0","0"
"1139","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8602","0","0","0","0","0","0","0","0","0","0","0"
"1140","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8604","0","0","0","0","0","0","0","0","0","0","0"
"1141","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8605","0","0","0","0","0","0","0","0","0","0","0"
"1142","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8606","0","0","0","0","0","0","0","0","0","0","0"
"1143","3221360687","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8607","8608","0","0","0","0","0","0","0","0","0","0"
"1144","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8610","0","0","0","0","0","0","0","0","0","0","0"
"1145","1073872896","3.142","3.142","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8611","8612","8613","8614","8616","8617","0","0","0","0","0","0"
"1146","1073877039","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8618","8619","0","0","0","0","0","0","0","0","0","0"
"1147","1073872904","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8620","8622","8623","8624","0","0","0","0","0","0","0","0"
"1148","1073872896","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8625","8626","8627","0","0","0","0","0","0","0","0","0"
"1149","1073741827","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8628","8629","8630","8631","8632","0","0","0","0","0","0","0"
"1150","1073741827","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8633","8634","8635","8636","8637","0","0","0","0","0","0","0"
"1151","1073877003","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8638","0","0","0","0","0","0","0","0","0","0","0"
"1152","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8639","0","0","0","0","0","0","0","0","0","0","0"
"1153","1073745958","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8640","8641","0","0","0","0","0","0","0","0","0","0"
"1154","1073877003","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8642","0","0","0","0","0","0","0","0","0","0","0"
"1155","1073745958","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8643","8644","0","0","0","0","0","0","0","0","0","0"
"1156","1073872899","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8645","0","0","0","0","0","0","0","0","0","0","0"
"1157","1073741824","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8647","0","0","0","0","0","0","0","0","0","0","0"
"1160","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8658","0","0","0","0","0","0","0","0","0","0","0"
"1161","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8659","0","0","0","0","0","0","0","0","0","0","0"
"1162","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8660","0","0","0","0","0","0","0","0","0","0","0"
"1163","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8661","0","0","0","0","0","0","0","0","0","0","0"
"1166","1073745958","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8666","0","0","0","0","0","0","0","0","0","0","0"
"1167","1073877031","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8668","0","0","0","0","0","0","0","0","0","0","0"
"1168","1073745958","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8669","0","0","0","0","0","0","0","0","0","0","0"
"1169","1073877031","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8670","0","0","0","0","0","0","0","0","0","0","0"
"1170","1073741824","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8671","0","0","0","0","0","0","0","0","0","0","0"
"1171","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8672","0","0","0","0","0","0","0","0","0","0","0"
"1172","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8673","0","0","0","0","0","0","0","0","0","0","0"
"1173","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8674","0","0","0","0","0","0","0","0","0","0","0"
"1174","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8675","8684","0","0","0","0","0","0","0","0","0","0"
"1175","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8677","8678","8679","8682","8683","8686","0","0","0","0","0","0"
"1176","3221360687","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8680","8681","0","0","0","0","0","0","0","0","0","0"
"1177","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8685","0","0","0","0","0","0","0","0","0","0","0"
"1178","1073872896","3.142","3.142","0","0","0.523599","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8687","8688","0","0","0","0","0","0","0","0","0","0"
"1179","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8695","8849","8703","8704","8705","8709","8707","9597","0","0","0","0"
"1180","1073934511","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8698","8701","0","0","0","0","0","0","0","0","0","0"
"1181","3221360679","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8711","8712","0","0","0","0","0","0","0","0","0","0"
"1182","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8713","0","0","0","0","0","0","0","0","0","0","0"
"1183","1073877031","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8714","0","0","0","0","0","0","0","0","0","0","0"
"1184","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8723","8728","8729","8730","8731","8732","8733","8734","0","0","0","0"
"1185","1073741827","3.141593","3.141593","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8739","8740","8741","8742","8743","0","0","0","0","0","0","0"
"1186","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8744","0","0","0","0","0","0","0","0","0","0","0"
"1187","1073930248","3.142","3.142","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8748","8763","8746","0","0","0","0","0","0","0","0","0"
"1188","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8749","8750","8751","0","0","0","0","0","0","0","0","0"
"1189","1073741824","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8752","8753","8754","8755","8756","8759","8760","8761","0","0","0","0"
"1190","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8762","0","0","0","0","0","0","0","0","0","0","0"
"1191","1074061384","3.141593","3.141593","-1.396263","1.396263","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8766","8767","8764","8765","8916","0","0","0","0","0","0","0"
"1192","1073877003","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8768","0","0","0","0","0","0","0","0","0","0","0"
"1193","1611141159","3.141593","3.141593","0","0","0","1","1.5","0.08726646","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8770","8771","0","0","0","0","0","0","0","0","0","0"
"1194","1073872931","3.142","3.142","0","1.047","0.785398","1","1.5","0","1.0472","1.0472","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8776","8777","0","0","0","0","0","0","0","0","0","0"
"1195","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8778","0","0","0","0","0","0","0","0","0","0","0"
"1196","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8779","0","0","0","0","0","0","0","0","0","0","0"
"1197","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8780","0","0","0","0","0","0","0","0","0","0","0"
"1198","1073872896","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8781","8782","8783","8831","9069","8786","0","0","0","0","0","0"
"1199","1073872896","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8787","8788","8789","9071","8790","8791","0","0","0","0","0","0"
"1200","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8792","0","0","0","0","0","0","0","0","0","0","0"
"1201","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8793","0","0","0","0","0","0","0","0","0","0","0"
"1202","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8794","0","0","0","0","0","0","0","0","0","0","0"
"1203","3221360687","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8802","8812","8813","8817","0","0","0","0","0","0","0","0"
"1204","1073872899","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8800","0","0","0","0","0","0","0","0","0","0","0"
"1205","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8803","0","0","0","0","0","0","0","0","0","0","0"
"1206","1073872931","3.142","3.142","0","1.047","0.785398","1","1.5","0","1.0472","1.0472","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8804","8805","0","0","0","0","0","0","0","0","0","0"
"1207","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8815","0","0","0","0","0","0","0","0","0","0","0"
"1208","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8816","0","0","0","0","0","0","0","0","0","0","0"
"1209","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8818","8819","0","0","0","0","0","0","0","0","0","0"
"1210","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8820","8821","0","0","0","0","0","0","0","0","0","0"
"1211","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8822","8823","0","0","0","0","0","0","0","0","0","0"
"1212","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8824","8825","8826","8827","8828","8829","0","0","0","0","0","0"
"1213","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8830","0","0","0","0","0","0","0","0","0","0","0"
"1214","1073877091","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8832","0","0","0","0","0","0","0","0","0","0","0"
"1215","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8833","0","0","0","0","0","0","0","0","0","0","0"
"1216","396816","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8834","8835","8836","8851","9312","9313","0","0","0","0","0","0"
"1217","1441799","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","1.5","1.5","1","1","2","0.5","1.6","1","1","Spells\Textures\Target_Line.blp","Spells\Textures\Reticle_BrightGround.blp","interface\vehicles\vehicle_target_02.mdx","","1","0","8839","0","0","0","0","0","0","0","0","101","0","0","0","0"
"1218","1073872896","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8840","0","0","0","0","0","0","0","0","0","0","0"
"1219","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8841","8842","8843","8844","8845","8846","8847","8848","0","0","0","0"
"1220","1073741824","3.142","3.142","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","224","0","0","0"
"1221","1073877031","3.142","3.142","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8854","0","0","0","0","0","0","0","0","0","0","0"
"1222","1073872896","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8855","0","0","0","0","0","0","0","0","0","0","0"
"1223","1074925607","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","161","0","0"
"1225","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8856","0","0","0","0","0","0","0","0","0","0","0"
"1226","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8857","0","0","0","0","0","0","0","0","0","0","0"
"1227","3221360687","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","10134","8858","0","0","0","0","0","0","0","0","0","0"
"1228","3221229607","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8859","8863","8864","8866","8877","10128","0","0","0","0","0","0"
"1229","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8860","0","0","0","0","0","0","0","0","0","0","0"
"1230","3221356552","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8861","8862","8865","0","0","0","0","0","0","0","0","0"
"1232","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8874","8875","8897","0","0","0","0","0","0","0","0","0"
"1233","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8876","0","0","0","0","0","0","0","0","0","0","0"
"1234","3221360687","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8878","8879","8880","8881","0","0","0","0","0","0","0","0"
"1235","1073877007","3.141593","3.141593","0","0","0.3490658","1","1.5","0","1.570796","1.570796","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8882","8883","8898","9398","0","0","0","0","0","0","0","0"
"1236","1074921475","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8884","0","0","0","0","0","0","0","0","145","0","0"
"1237","1074921475","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8885","0","0","0","0","0","0","0","0","145","0","0"
"1238","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8886","8890","8891","8892","8893","8894","8895","8896","0","0","0","0"
"1239","1073930248","3.142","3.142","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8887","8888","8889","0","0","0","0","8905","0","0","0","0"
"1240","1073877031","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8899","8900","8901","0","0","0","0","0","0","0","0","0"
"1241","1073877024","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8902","8908","8904","0","0","0","0","0","0","0","0","0"
"1242","1073872896","3.142","3.142","0","0","0.785398","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","8906","0","0","0","0","0","0","0","0","0","0","0"
"1243","1085149275","5.235988","3.141593","-0.3490658","0.6108652","0.1745329","0.05","1.5","0","1.570796","1.570796","1.5","1.5","1","1","0.5","0.5","1.6","1","1","SPELLS\TEXTURES\Target_Line.blp","","Interface\Vehicles\Vehicle_Target_02.mdx","","1","0","8909","0","0","0","0","0","0","0","0","0","0","0","0","0"
