Unknown0,Unknown1,Unknown2,Unknown3,Unknown4
"2680","16668","3","225","4"
"2681","16669","3","225","4"
"2682","16670","3","225","4"
"2683","16671","3","225","4"
"2684","16672","3","225","4"
"2685","16673","3","225","4"
"2686","16674","3","225","4"
"2687","16675","3","225","4"
"2688","16676","3","225","4"
"2689","16677","3","225","4"
"2690","16678","3","225","4"
"2691","16679","3","225","4"
"2692","16680","3","225","4"
"2693","16681","3","225","4"
"2694","16682","3","225","4"
"2695","16683","3","225","4"
"2696","16684","3","225","4"
"2697","16685","3","225","4"
"2698","16686","3","225","4"
"2699","16687","3","225","4"
"2700","16688","3","225","4"
"2701","16689","3","225","4"
"2702","16690","3","225","4"
"2703","16691","3","225","4"
"2704","16692","3","225","4"
"2705","16693","3","225","4"
"2706","16694","3","225","4"
"2707","16695","3","225","4"
"2708","16696","3","225","4"
"2709","16697","3","225","4"
"2710","16698","3","225","4"
"2711","16699","3","225","4"
"2712","16700","3","225","4"
"2713","16701","3","225","4"
"2714","16702","3","225","4"
"2715","16703","3","225","4"
"2716","16704","3","225","4"
"2717","16705","3","225","4"
"2718","16706","3","225","4"
"2719","16707","3","225","4"
"2720","16708","3","225","4"
"2721","16709","3","225","4"
"2722","16710","3","225","4"
"2723","16711","3","225","4"
"2724","16712","3","225","4"
"2725","16713","3","225","4"
"2726","16714","3","225","4"
"2727","16715","3","225","4"
"2728","16716","3","225","4"
"2729","16717","3","225","4"
"2730","16718","3","225","4"
"2731","16719","3","225","4"
"2732","16720","3","225","4"
"2733","16721","3","225","4"
"2734","16722","3","225","4"
"2735","16723","3","225","4"
"2736","16724","3","225","4"
"2737","16725","3","225","4"
"2738","16726","3","225","4"
"2739","16727","3","225","4"
"2740","16728","3","225","4"
"2741","16729","3","225","4"
"2742","16730","3","225","4"
"2743","16731","3","225","4"
"2744","16732","3","225","4"
"2745","16733","3","225","4"
"2746","16734","3","225","4"
"2747","16735","3","225","4"
"2748","16736","3","225","4"
"2749","16737","3","225","4"
"2750","16738","3","225","4"
"2751","16739","3","225","4"
"2752","16740","3","225","4"
"2753","16741","3","225","4"
"2754","16742","3","225","4"
"2755","17742","3","9","5"
"2756","17743","3","9","5"
"2757","17744","3","9","5"
"2758","17745","3","9","5"
"2759","17746","3","9","5"
"2760","17747","3","9","5"
"2761","17748","3","9","5"
"2762","17749","3","9","5"
"2763","17750","3","9","5"
"2764","17751","3","9","5"
"2765","17752","3","9","5"
"2766","17753","3","9","5"
"2767","17754","3","9","5"
"2768","17755","3","9","5"
"2769","17756","3","9","5"
"2770","17757","3","9","5"
"2771","17758","3","9","5"
"2772","17759","3","9","5"
"2773","17760","3","9","5"
"2774","17761","3","9","5"
"2775","17762","3","9","5"
"2776","17763","3","9","5"
"2777","17764","3","9","5"
"2778","17765","3","9","5"
"2779","17766","3","9","5"
"2780","17767","3","9","5"
"2781","17768","3","9","5"
"2782","17769","3","9","5"
"2783","17770","3","9","5"
"2784","17771","3","9","5"
"2785","17772","3","9","5"
"2786","17773","3","9","5"
"2787","17785","3","10","5"
"2788","17786","3","10","5"
"2789","17787","3","10","5"
"2790","17788","3","10","5"
"2791","17789","3","10","5"
"2792","17790","3","10","5"
"2793","17791","3","10","5"
"2794","17792","3","10","5"
"2795","17793","3","10","5"
"2796","17794","3","10","5"
"2797","17795","3","10","5"
"2798","19746","3","49","5"
"2799","19747","3","49","5"
"2800","19748","3","49","5"
"2801","19749","3","49","5"
"2802","19750","3","49","5"
"2803","19751","3","49","5"
"2804","19752","3","49","5"
"2805","19753","3","49","5"
"2806","19754","3","49","5"
"2807","19755","3","49","5"
"2808","19756","3","49","5"
"2809","19757","3","49","5"
"2810","19758","3","49","5"
"2811","19759","3","49","5"
"2812","19760","3","49","5"
"2813","19761","3","49","5"
"2814","19762","3","49","5"
"2815","19763","3","49","5"
"2816","19764","3","49","5"
"2817","19765","3","49","5"
"2818","19766","3","49","5"
"2819","19767","3","49","5"
"2820","19768","3","49","5"
"2821","19769","3","49","5"
"2822","19770","3","49","5"
"2823","19771","3","49","5"
"2824","19772","3","49","5"
"2825","19773","3","49","5"
"2826","19774","3","49","5"
"2827","19775","3","49","5"
"2828","19776","3","49","5"
"2829","19777","3","49","5"
"2830","19778","3","49","5"
"2831","19779","3","49","5"
"2832","19780","3","49","5"
"2833","19781","3","50","5"
"2834","19782","3","50","5"
"2835","19783","3","50","5"
"2836","19784","3","50","5"
"2837","19785","3","50","5"
"2838","19786","3","50","5"
"2839","19787","3","50","5"
"2840","19788","3","50","5"
"2841","19789","3","50","5"
"2842","19790","3","50","5"
"2843","19791","3","50","5"
"2844","19792","3","50","5"
"2845","19793","3","50","5"
"2846","19794","3","50","5"
"2847","19795","3","50","5"
"2848","19796","3","50","5"
"2849","19797","3","50","5"
"2850","19798","3","50","5"
"2851","19799","3","50","5"
"2852","19800","3","50","5"
"2853","19801","3","50","5"
"2854","19802","3","50","5"
"2855","19803","3","50","5"
"2856","19804","3","50","5"
"2857","19805","3","50","5"
"2858","19806","3","50","5"
"2859","19807","3","50","5"
"2860","19808","3","50","5"
"2861","19809","3","50","5"
"2862","19810","3","50","5"
"2863","19811","3","50","5"
"2864","19812","3","50","5"
"2865","19813","3","50","5"
"2866","19814","3","50","5"
"2867","19815","3","50","5"
"2868","19816","3","50","5"
"2869","19817","3","50","5"
"2870","19818","3","50","5"
"2871","19819","3","50","5"
"2872","19820","3","50","5"
"2873","19821","3","50","5"
"2874","19822","3","50","5"
"2875","19823","3","50","5"
"2876","19824","3","50","5"
"2877","19825","3","50","5"
"2878","19826","3","50","5"
"2879","19827","3","50","5"
"2880","19828","3","50","5"
"2881","19829","3","50","5"
"2882","19830","3","50","5"
"2883","19831","3","50","5"
"2884","19832","3","50","5"
"2885","19833","3","50","5"
"2886","19834","3","50","5"
"2887","19835","3","50","5"
"2888","19836","3","50","5"
"2889","19837","3","50","5"
"2890","19838","3","50","5"
"2891","19839","3","50","5"
"2892","19840","3","50","5"
"2893","19841","3","50","5"
"2894","19842","3","50","5"
"2895","19843","3","50","5"
"2896","19844","3","50","5"
"2897","19845","3","50","5"
"2898","19846","3","50","5"
"2899","19847","3","50","5"
"2900","19848","3","50","5"
"2901","19849","3","50","5"
"2902","19850","3","50","5"
"2903","19851","3","50","5"
"2904","19852","3","50","5"
"2905","19853","3","50","5"
"2906","19854","3","50","5"
"2907","19855","3","50","5"
"2908","19856","3","50","5"
"2909","19857","3","50","5"
"2910","19858","3","50","5"
"2911","19859","3","50","5"
"2912","19860","3","50","5"
"2913","19861","3","50","5"
"2914","19862","3","50","5"
"2915","19863","3","50","5"
"2916","19864","3","50","5"
"2917","19865","3","50","5"
"2918","19866","3","50","5"
"2919","19867","3","50","5"
"2920","19868","3","50","5"
"2921","19869","3","50","5"
"2922","19870","3","50","5"
"2923","19871","3","50","5"
"2924","19872","3","50","5"
"2925","19873","3","50","5"
"2926","19874","3","50","5"
"2927","19875","3","50","5"
"2928","19876","3","50","5"
"2929","19877","3","50","5"
"2930","19878","3","50","5"
"2931","19879","3","50","5"
"2932","19880","3","50","5"
"2933","19881","3","50","5"
"2934","19882","3","50","5"
"2935","19883","3","50","5"
"2936","19884","3","50","5"
"2937","19885","3","50","5"
"2938","19886","3","50","5"
"2939","19887","3","50","5"
"2940","19888","3","50","5"
"2941","19889","3","50","5"
"2942","19890","3","50","5"
"2943","19891","3","50","5"
"2944","19892","3","50","5"
"2945","19893","3","50","5"
"2946","19894","3","50","5"
"2947","19895","3","50","5"
"2948","19896","3","50","5"
"2949","19897","3","50","5"
"2950","19898","3","50","5"
"2951","19899","3","50","5"
"2952","19900","3","50","5"
"2953","19901","3","50","5"
"2954","19902","3","50","5"
"2955","19903","3","50","5"
"2956","19904","3","50","5"
"2957","19905","3","50","5"
"2958","19906","3","50","5"
"2959","19907","3","50","5"
"2960","19908","3","50","5"
"2961","20944","3","69","5"
"2962","20945","3","69","5"
"2963","20946","3","69","5"
"2964","20947","3","69","5"
"2965","18566","3","71","5"
"2966","18567","3","71","5"
"2967","18568","3","71","5"
"2968","18569","3","71","5"
"2969","18570","3","71","5"
"2970","18571","3","71","5"
"2971","18572","3","71","5"
"2972","16469","3","76","5"
"2973","16470","3","76","5"
"2974","16471","3","76","5"
"2975","16472","3","76","5"
"2976","16473","3","76","5"
"2977","16474","3","76","5"
"2978","16475","3","76","5"
"2979","16476","3","76","5"
"2980","16477","3","76","5"
"2981","16478","3","76","5"
"2982","16479","3","76","5"
"2983","16480","3","76","5"
"2984","16481","3","76","5"
"2985","16482","3","76","5"
"2986","16483","3","76","5"
"2987","16484","3","76","5"
"2988","16485","3","76","5"
"2989","16486","3","76","5"
"2990","16487","3","76","5"
"2991","16488","3","76","5"
"2992","16489","3","76","5"
"2993","16490","3","76","5"
"2994","16491","3","76","5"
"2995","16492","3","76","5"
"2996","3951","8","76","5"
"2997","3952","8","76","5"
"2998","3953","8","76","5"
"2999","3954","8","76","5"
"3000","3955","8","76","5"
"3001","3956","8","76","5"
"3002","20401","3","89","5"
"3003","20402","3","90","5"
"3004","20403","3","91","5"
"3005","20404","3","91","5"
"3006","16289","3","96","5"
"3007","16290","3","96","5"
"3008","16291","3","96","5"
"3009","16292","3","96","5"
"3010","16293","3","96","5"
"3011","16294","3","96","5"
"3012","16295","3","96","5"
"3013","16296","3","96","5"
"3014","16297","3","96","5"
"3015","16298","3","96","5"
"3016","16299","3","96","5"
"3017","16300","3","96","5"
"3018","16301","3","96","5"
"3019","16302","3","96","5"
"3020","16303","3","96","5"
"3021","16304","3","96","5"
"3022","16305","3","96","5"
"3023","16306","3","96","5"
"3024","16307","3","96","5"
"3025","16308","3","96","5"
"3026","16309","3","96","5"
"3027","16310","3","96","5"
"3028","16311","3","96","5"
"3029","16312","3","96","5"
"3030","16313","3","96","5"
"3031","16314","3","96","5"
"3032","16315","3","96","5"
"3033","16316","3","96","5"
"3034","16317","3","96","5"
"3035","16318","3","96","5"
"3036","16319","3","96","5"
"3037","16320","3","96","5"
"3038","16321","3","96","5"
"3039","16322","3","96","5"
"3040","16323","3","96","5"
"3041","20346","3","108","5"
"3042","20387","3","109","5"
"3043","14257","3","126","5"
"3044","14258","3","126","5"
"3045","14259","3","126","5"
"3046","14256","3","127","5"
"3047","18271","3","209","5"
"3048","18272","3","209","5"
"3049","18273","3","209","5"
"3050","18274","3","209","5"
"3051","18275","3","209","5"
"3052","18276","3","209","5"
"3053","18277","3","209","5"
"3054","18278","3","209","5"
"3055","18279","3","209","5"
"3056","18280","3","209","5"
"3057","18264","3","210","5"
"3058","18265","3","210","5"
"3059","18266","3","210","5"
"3060","18267","3","210","5"
"3061","18268","3","210","5"
"3062","18269","3","210","5"
"3063","18270","3","210","5"
"3064","18281","3","211","5"
"3065","18282","3","211","5"
"3066","18283","3","211","5"
"3067","18284","3","211","5"
"3068","18285","3","211","5"
"3069","18286","3","211","5"
"3070","13482","3","229","5"
"3071","13483","3","229","5"
"3072","13242","3","251","5"
"3073","18444","3","13","6"
"3074","18445","3","13","6"
"3075","18446","3","13","6"
"3076","18447","3","13","6"
"3077","18448","3","13","6"
"3078","18449","3","13","6"
"3079","18450","3","13","6"
"3080","18451","3","14","6"
"3081","18452","3","14","6"
"3082","18453","3","14","6"
"3083","18454","3","14","6"
"3084","18455","3","14","6"
"3085","18456","3","14","6"
"3086","18457","3","14","6"
"3087","18458","3","15","6"
"3088","18459","3","15","6"
"3089","18460","3","15","6"
"3090","18461","3","15","6"
"3091","18462","3","15","6"
"3092","18463","3","15","6"
"3093","18464","3","15","6"
"3094","18465","3","15","6"
"3095","18466","3","15","6"
"3096","18467","3","15","6"
"3097","18468","3","16","6"
"3098","18469","3","16","6"
"3099","18470","3","16","6"
"3100","18471","3","16","6"
"3101","18472","3","16","6"
"3102","18473","3","16","6"
"3103","18474","3","16","6"
"3104","18475","3","16","6"
"3105","14326","3","53","6"
"3106","16987","3","93","6"
"3107","16988","3","93","6"
"3108","16989","3","93","6"
"3109","16990","3","93","6"
"3110","16991","3","93","6"
"3111","16992","3","93","6"
"3112","16993","3","93","6"
"3113","16994","3","93","6"
"3114","16995","3","93","6"
"3115","16996","3","93","6"
"3116","16997","3","93","6"
"3117","16998","3","93","6"
"3118","16999","3","93","6"
"3119","17000","3","93","6"
"3120","17001","3","93","6"
"3121","17002","3","93","6"
"3122","17003","3","93","6"
"3123","17004","3","93","6"
"3124","17005","3","93","6"
"3125","17006","3","93","6"
"3126","17007","3","93","6"
"3127","17008","3","93","6"
"3128","17009","3","93","6"
"3129","17010","3","93","6"
"3130","17011","3","93","6"
"3131","17012","3","93","6"
"3132","17013","3","93","6"
"3133","17014","3","93","6"
"3134","17015","3","93","6"
"3135","17016","3","93","6"
"3136","17017","3","93","6"
"3137","17018","3","93","6"
"3138","17019","3","93","6"
"3139","17020","3","93","6"
"3140","17021","3","93","6"
"3141","17022","3","93","6"
"3142","17023","3","93","6"
"3143","17024","3","93","6"
"3144","17025","3","93","6"
"3145","16954","3","94","6"
"3146","16955","3","94","6"
"3147","16956","3","94","6"
"3148","16957","3","94","6"
"3149","16958","3","94","6"
"3150","16959","3","94","6"
"3151","16960","3","94","6"
"3152","16961","3","94","6"
"3153","16962","3","94","6"
"3154","16963","3","94","6"
"3155","16964","3","94","6"
"3156","16965","3","94","6"
"3157","16966","3","94","6"
"3158","16967","3","94","6"
"3159","16968","3","94","6"
"3160","16969","3","94","6"
"3161","16970","3","94","6"
"3162","16971","3","94","6"
"3163","16972","3","94","6"
"3164","16973","3","94","6"
"3165","16974","3","94","6"
"3166","16975","3","94","6"
"3167","16976","3","94","6"
"3168","16977","3","94","6"
"3169","16978","3","94","6"
"3170","16979","3","94","6"
"3171","16980","3","94","6"
"3172","16981","3","94","6"
"3173","16982","3","94","6"
"3174","16983","3","94","6"
"3175","16984","3","94","6"
"3176","16985","3","94","6"
"3177","16986","3","94","6"
"3178","17026","3","95","6"
"3179","17027","3","95","6"
"3180","17028","3","95","6"
"3181","17029","3","95","6"
"3182","17030","3","95","6"
"3183","17031","3","95","6"
"3184","17032","3","95","6"
"3185","17033","3","95","6"
"3186","17034","3","95","6"
"3187","17035","3","95","6"
"3188","17036","3","95","6"
"3189","17037","3","95","6"
"3190","17038","3","95","6"
"3191","17039","3","95","6"
"3192","17040","3","95","6"
"3193","17041","3","95","6"
"3194","17042","3","95","6"
"3195","17043","3","95","6"
"3196","17044","3","95","6"
"3197","17045","3","95","6"
"3198","17046","3","95","6"
"3199","17047","3","95","6"
"3200","17048","3","95","6"
"3201","17049","3","95","6"
"3202","17050","3","95","6"
"3203","17051","3","95","6"
"3204","17052","3","96","6"
"3205","17053","3","96","6"
"3206","17054","3","96","6"
"3207","17055","3","96","6"
"3208","17056","3","96","6"
"3209","17057","3","96","6"
"3210","17058","3","96","6"
"3211","17059","3","96","6"
"3212","17060","3","96","6"
"3213","17061","3","96","6"
"3214","17062","3","96","6"
"3215","17063","3","96","6"
"3216","17064","3","96","6"
"3217","17065","3","96","6"
"3218","17066","3","96","6"
"3219","17067","3","96","6"
"3220","17068","3","96","6"
"3221","17069","3","96","6"
"3222","17070","3","96","6"
"3223","17071","3","96","6"
"3224","17835","3","113","6"
"3225","17836","3","113","6"
"3226","13362","3","133","6"
"3227","13363","3","133","6"
"3228","13358","3","134","6"
"3229","13359","3","134","6"
"3230","13360","3","134","6"
"3231","13361","3","134","6"
"3232","16876","3","180","6"
"3233","16877","3","180","6"
"3234","16878","3","180","6"
"3235","16879","3","180","6"
"3236","16880","3","180","6"
"3237","18482","3","213","6"
"3238","18483","3","213","6"
"3239","18484","3","213","6"
"3240","18485","3","213","6"
"3241","18486","3","213","6"
"3242","18487","3","213","6"
"3243","18488","3","213","6"
"3244","18489","3","213","6"
"3245","18490","3","214","6"
"3246","18491","3","214","6"
"3247","18492","3","214","6"
"3248","18493","3","214","6"
"3249","18494","3","214","6"
"3250","18495","3","214","6"
"3251","18496","3","214","6"
"3252","18497","3","215","6"
"3253","18498","3","215","6"
"3254","18499","3","215","6"
"3255","18500","3","215","6"
"3256","18501","3","215","6"
"3257","18502","3","215","6"
"3258","18503","3","215","6"
"3259","18476","3","216","6"
"3260","18477","3","216","6"
"3261","18478","3","216","6"
"3262","18479","3","216","6"
"3263","18480","3","216","6"
"3264","18481","3","216","6"
"3265","20235","3","233","6"
"3266","20236","3","234","6"
"3267","20237","3","235","6"
"3268","21752","3","17","7"
"3269","21753","3","17","7"
"3270","21754","3","17","7"
"3271","21755","3","17","7"
"3272","21756","3","17","7"
"3273","21757","3","17","7"
"3274","21758","3","17","7"
"3275","21759","3","17","7"
"3276","21760","3","17","7"
"3277","21761","3","17","7"
"3278","21762","3","17","7"
"3279","21763","3","17","7"
"3280","21764","3","17","7"
"3281","21765","3","17","7"
"3282","21766","3","17","7"
"3283","21767","3","17","7"
"3284","20348","3","57","7"
"3285","20349","3","57","7"
"3286","14254","3","124","7"
"3287","20808","3","178","7"
"3288","20809","3","178","7"
"3289","20810","3","178","7"
"3290","20811","3","178","7"
"3291","20812","3","178","7"
"3292","20813","3","178","7"
"3293","20814","3","179","7"
"3294","20815","3","179","7"
"3295","20816","3","179","7"
"3296","20817","3","179","7"
"3297","20818","3","179","7"
"3298","20819","3","179","7"
"3299","20820","3","179","7"
"3300","18326","3","217","7"
"3301","18327","3","217","7"
"3302","18328","3","217","7"
"3303","18329","3","217","7"
"3304","18330","3","217","7"
"3305","18331","3","217","7"
"3306","18332","3","217","7"
"3307","18333","3","217","7"
"3308","21712","3","21","8"
"3309","21713","3","23","8"
"3310","14675","3","164","8"
"3311","14676","3","164","8"
"3312","14677","3","164","8"
"3313","14678","3","164","8"
"3314","14679","3","164","8"
"3315","14680","3","164","8"
"3316","14681","3","164","8"
"3317","14682","3","164","8"
"3318","14683","3","164","8"
"3319","14684","3","164","8"
"3320","14685","3","164","8"
"3321","14686","3","164","8"
"3322","14687","3","164","8"
"3323","14688","3","164","8"
"3324","14689","3","164","8"
"3325","14690","3","164","8"
"3326","14691","3","164","8"
"3327","14692","3","164","8"
"3328","14693","3","164","8"
"3329","14694","3","164","8"
"3330","14695","3","164","8"
"3331","14696","3","164","8"
"3332","14697","3","164","8"
"3333","14698","3","164","8"
"3334","14699","3","164","8"
"3335","14700","3","164","8"
"3336","14701","3","164","8"
"3337","14702","3","164","8"
"3338","14703","3","164","8"
"3339","14704","3","164","8"
"3340","14705","3","164","8"
"3341","14706","3","164","8"
"3342","14707","3","164","8"
"3343","14708","3","164","8"
"3344","14709","3","164","8"
"3345","14710","3","164","8"
"3346","14711","3","164","8"
"3347","14712","3","164","8"
"3348","14713","3","164","8"
"3349","14714","3","164","8"
"3350","14715","3","164","8"
"3351","14716","3","164","8"
"3352","14717","3","164","8"
"3353","14718","3","164","8"
"3354","14719","3","164","8"
"3355","14720","3","164","8"
"3356","14721","3","164","8"
"3357","14722","3","164","8"
"3358","14723","3","164","8"
"3359","14724","3","164","8"
"3360","14725","3","164","8"
"3361","14726","3","164","8"
"3362","14727","3","164","8"
"3363","14728","3","164","8"
"3364","14729","3","164","8"
"3365","14730","3","164","8"
"3366","14731","3","164","8"
"3367","14732","3","164","8"
"3368","14733","3","164","8"
"3369","14734","3","164","8"
"3370","14735","3","164","8"
"3371","14736","3","164","8"
"3372","14737","3","164","8"
"3373","14738","3","164","8"
"3374","14739","3","164","8"
"3375","14740","3","164","8"
"3376","14741","3","164","8"
"3377","14742","3","164","8"
"3378","14743","3","164","8"
"3379","14744","3","164","8"
"3380","14745","3","164","8"
"3381","14746","3","164","8"
"3382","14748","3","164","8"
"3383","14749","3","164","8"
"3384","14750","3","164","8"
"3385","14756","3","164","8"
"3386","14757","3","164","8"
"3387","14763","3","164","8"
"3388","30711","15","164","8"
"3389","-30346","15","164","8"
"3390","-30345","15","164","8"
"3391","-30344","15","164","8"
"3392","-30343","15","164","8"
"3393","-30334","15","164","8"
"3394","-29588","16","164","8"
"3395","-29587","16","164","8"
"3396","-29586","16","164","8"
"3397","-29585","16","164","8"
"3398","-29584","16","164","8"
"3399","-29583","16","164","8"
"3400","-29582","16","164","8"
"3401","-29581","16","164","8"
"3402","-29580","16","164","8"
"3403","14523","3","165","8"
"3404","14524","3","165","8"
"3405","14525","3","165","8"
"3406","14526","3","165","8"
"3407","14527","3","165","8"
"3408","14528","3","165","8"
"3409","14529","3","165","8"
"3410","14530","3","165","8"
"3411","14531","3","165","8"
"3412","14532","3","165","8"
"3413","14533","3","165","8"
"3414","14534","3","165","8"
"3415","14535","3","165","8"
"3416","14536","3","165","8"
"3417","14537","3","165","8"
"3418","14538","3","165","8"
"3419","14539","3","165","8"
"3420","14540","3","165","8"
"3421","14541","3","165","8"
"3422","14542","3","165","8"
"3423","14543","3","165","8"
"3424","14544","3","165","8"
"3425","14545","3","165","8"
"3426","14546","3","165","8"
"3427","14547","3","165","8"
"3428","14548","3","165","8"
"3429","14549","3","165","8"
"3430","14550","3","165","8"
"3431","14551","3","165","8"
"3432","14552","3","165","8"
"3433","14553","3","165","8"
"3434","14554","3","165","8"
"3435","14555","3","165","8"
"3436","14556","3","165","8"
"3437","14557","3","165","8"
"3438","14558","3","165","8"
"3439","14559","3","165","8"
"3440","14560","3","165","8"
"3441","14561","3","165","8"
"3442","14562","3","165","8"
"3443","14563","3","165","8"
"3444","14564","3","165","8"
"3445","14565","3","165","8"
"3446","14566","3","165","8"
"3447","14567","3","165","8"
"3448","14568","3","165","8"
"3449","14569","3","165","8"
"3450","14570","3","165","8"
"3451","14571","3","165","8"
"3452","14572","3","165","8"
"3453","14573","3","165","8"
"3454","14574","3","165","8"
"3455","14575","3","165","8"
"3456","14576","3","165","8"
"3457","14577","3","165","8"
"3458","14578","3","165","8"
"3459","14579","3","165","8"
"3460","14580","3","165","8"
"3461","14581","3","165","8"
"3462","14582","3","165","8"
"3463","14583","3","165","8"
"3464","14584","3","165","8"
"3465","14585","3","165","8"
"3466","14586","3","165","8"
"3467","14587","3","165","8"
"3468","14588","3","165","8"
"3469","14589","3","165","8"
"3470","14590","3","165","8"
"3471","14591","3","165","8"
"3472","14592","3","165","8"
"3473","14593","3","165","8"
"3474","14594","3","165","8"
"3475","14595","3","165","8"
"3476","14596","3","165","8"
"3477","14597","3","165","8"
"3478","14598","3","165","8"
"3479","14599","3","165","8"
"3480","14600","3","165","8"
"3481","14601","3","165","8"
"3482","14602","3","165","8"
"3483","14603","3","165","8"
"3484","14604","3","165","8"
"3485","14605","3","165","8"
"3486","14606","3","165","8"
"3487","14607","3","165","8"
"3488","14608","3","165","8"
"3489","14609","3","165","8"
"3490","14610","3","165","8"
"3491","14611","3","165","8"
"3492","14612","3","165","8"
"3493","14613","3","165","8"
"3494","14614","3","165","8"
"3495","14615","3","165","8"
"3496","14616","3","165","8"
"3497","14617","3","165","8"
"3498","14618","3","165","8"
"3499","14619","3","165","8"
"3500","14620","3","165","8"
"3501","14621","3","165","8"
"3502","14622","3","165","8"
"3503","14623","3","165","8"
"3504","14624","3","165","8"
"3505","14625","3","165","8"
"3506","14626","3","165","8"
"3507","14627","3","165","8"
"3508","14628","3","165","8"
"3509","14629","3","165","8"
"3510","14630","3","165","8"
"3511","14631","3","165","8"
"3512","14632","3","165","8"
"3513","14633","3","165","8"
"3514","14634","3","165","8"
"3515","14635","3","165","8"
"3516","14636","3","165","8"
"3517","14637","3","165","8"
"3518","14638","3","165","8"
"3519","14639","3","165","8"
"3520","14640","3","165","8"
"3521","14641","3","165","8"
"3522","14642","3","165","8"
"3523","14643","3","165","8"
"3524","14644","3","165","8"
"3525","14645","3","165","8"
"3526","21711","3","193","8"
"3527","18830","3","208","8"
"3528","18831","3","208","8"
"3529","18832","3","208","8"
"3530","18833","3","208","8"
"3531","18834","3","208","8"
"3532","18835","3","208","8"
"3533","18836","3","208","8"
"3534","18837","3","208","8"
"3535","18838","3","208","8"
"3536","18839","3","208","8"
"3537","18840","3","208","8"
"3538","18841","3","208","8"
"3539","18842","3","208","8"
"3540","18843","3","208","8"
"3541","18844","3","208","8"
"3542","18845","3","208","8"
"3543","18846","3","208","8"
"3544","18847","3","208","8"
"3545","18848","3","208","8"
"3546","18849","3","208","8"
"3547","18850","3","208","8"
"3548","18851","3","208","8"
"3549","18852","3","208","8"
"3550","18853","3","208","8"
"3551","18854","3","208","8"
"3552","18855","3","208","8"
"3553","18856","3","208","8"
"3554","18857","3","208","8"
"3555","18858","3","208","8"
"3556","18859","3","208","8"
"3557","18860","3","208","8"
"3558","18861","3","208","8"
"3559","16422","3","8","9"
"3560","16423","3","8","9"
"3561","16424","3","8","9"
"3562","16425","3","8","9"
"3563","16426","3","8","9"
"3564","16427","3","8","9"
"3565","16428","3","8","9"
"3566","16429","3","8","9"
"3567","16430","3","8","9"
"3568","16431","3","8","9"
"3569","16432","3","8","9"
"3570","16433","3","28","9"
"3571","16434","3","28","9"
"3572","16435","3","28","9"
"3573","16436","3","28","9"
"3574","16437","3","29","9"
"3575","16438","3","29","9"
"3576","16439","3","29","9"
"3577","16440","3","29","9"
"3578","16441","3","29","9"
"3579","16442","3","29","9"
"3580","16443","3","29","9"
"3581","16444","3","29","9"
"3582","16445","3","29","9"
"3583","16446","3","29","9"
"3584","16447","3","29","9"
"3585","21709","3","48","9"
"3586","21707","3","49","9"
"3587","21708","3","49","9"
"3588","16931","3","109","9"
"3589","16932","3","109","9"
"3590","16933","3","109","9"
"3591","16934","3","109","9"
"3592","16935","3","109","9"
"3593","16936","3","109","9"
"3594","16937","3","109","9"
"3595","16938","3","109","9"
"3596","16939","3","109","9"
"3597","16940","3","109","9"
"3598","16941","3","109","9"
"3599","16942","3","109","9"
"3600","16943","3","109","9"
"3601","16944","3","109","9"
"3602","16945","3","109","9"
"3603","16946","3","109","9"
"3604","16947","3","109","9"
"3605","16948","3","109","9"
"3606","16949","3","109","9"
"3607","16950","3","109","9"
"3608","16951","3","109","9"
"3609","16952","3","109","9"
"3610","16953","3","109","9"
"3611","16881","3","149","9"
"3612","16882","3","149","9"
"3613","16883","3","149","9"
"3614","16884","3","149","9"
"3615","16885","3","149","9"
"3616","16886","3","149","9"
"3617","16887","3","149","9"
"3618","16888","3","149","9"
"3619","16889","3","149","9"
"3620","16890","3","149","9"
"3621","16891","3","149","9"
"3622","16892","3","149","9"
"3623","16893","3","149","9"
"3624","16894","3","149","9"
"3625","16895","3","149","9"
"3626","16896","3","149","9"
"3627","16897","3","149","9"
"3628","16898","3","149","9"
"3629","16899","3","149","9"
"3630","16900","3","149","9"
"3631","16901","3","149","9"
"3632","16902","3","149","9"
"3633","16903","3","149","9"
"3634","16904","3","149","9"
"3635","16905","3","149","9"
"3636","16906","3","149","9"
"3637","16907","3","149","9"
"3638","16908","3","149","9"
"3639","16909","3","149","9"
"3640","16910","3","149","9"
"3641","16911","3","149","9"
"3642","16912","3","149","9"
"3643","16913","3","149","9"
"3644","16914","3","149","9"
"3645","16915","3","149","9"
"3646","15371","3","169","9"
"3647","15372","3","169","9"
"3648","15373","3","169","9"
"3649","15374","3","169","9"
"3650","15375","3","169","9"
"3651","15376","3","169","9"
"3652","15377","3","169","9"
"3653","15378","3","169","9"
"3654","15379","3","169","9"
"3655","15380","3","169","9"
"3656","15381","3","169","9"
"3657","15382","3","169","9"
"3658","15383","3","169","9"
"3659","15384","3","169","9"
"3660","15385","3","169","9"
"3661","15386","3","169","9"
"3662","15387","3","169","9"
"3663","15388","3","169","9"
"3664","15389","3","169","9"
"3665","15390","3","169","9"
"3666","15391","3","169","9"
"3667","15392","3","169","9"
"3668","15393","3","169","9"
"3669","15394","3","169","9"
"3670","15395","3","169","9"
"3671","15396","3","169","9"
"3672","15397","3","169","9"
"3673","15398","3","169","9"
"3674","15399","3","169","9"
"3675","15400","3","169","9"
