Id,Unknown0,Unknown1,Unknown2,Unknown3_0,Unknown3_1,Unknown3_2,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27_0,Unknown27_1,Unknown27_2,Unknown28,Unknown29,Unknown30,Unknown31,Unknown32,Unknown33,Unknown34,Unknown35,Unknown36,Unknown37,Unknown38,Unknown39,Unknown40,Unknown41,Unknown42,Unknown43,Unknown44,Unknown45,Unknown46,Unknown47,Unknown48,Unknown49,Unknown50,Unknown51,Unknown52,Unknown53,Unknown54,Unknown55,Unknown56,Unknown57,Unknown58,Unknown59,Unknown60
"8332","50191","33554432","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"8333","1073793039","33554432","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","26","21","-1","-1","-1","-1","0","0","0"
"8334","1074790918","2181090304","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","25","25","534043","37","38","6","6","6","6","37","38","39","-1","-1","-1","0","0","0","0","0","0","27","13","-1","-1","-1","-1","1","0","0"
"8335","171999247","33554432","0","1","0","0","0","7","19.29","2.4","2.4","1","4","0","7","19.29","0","0","1","4","0","0","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","217","-1","215","215","215","215","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","5","-1","-1","-1","-1","1","0","0"
"8337","3221308435","436259842","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","40","534043","37","38","-1","26","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","0","0","0"
"8338","33554432","33554432","0","-2","-5.5","-14","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0.3490658","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","15","-1","-1","-1","-1","1","0","0"
"8341","303857935","33554432","0","0","0","0.2","0","7","19.29","0.2","0.6","1","4","0","7","19.29","0.5","0.7","2","4","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","534043","-1","-1","-1","-1","128","-1","-1","-1","-1","-1","74","16","0","0","0","0","0","0","0","5","-1","-1","4","-1","1","0","0"
"8346","303857935","33554432","0","-0.15","-0.23","0","0","7","19.29","0.2","0.6","1","4","0","7","19.29","0.5","0.7","2","4","2.0944","0","0.523599","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","534043","-1","-1","-1","-1","128","-1","-1","-1","-1","-1","74","16","0","0","0","0","0","0","0","5","-1","-1","4","-1","1","0","0"
"8347","303857935","33554432","0","0.15","-0.2","0.3","0","7","19.29","0.2","0.6","1","4","0","7","19.29","0.5","0.7","2","4","-1.5708","0","-0.698132","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","534043","-1","-1","-1","-1","128","-1","-1","-1","-1","-1","74","16","0","0","0","0","0","0","0","9","-1","-1","4","-1","1","0","0"
"8348","303857935","33554432","0","-0.2","-0.4","-0.1","0","7","19.29","0.2","0.6","1","4","0","7","19.29","0.5","0.7","2","4","0","0","2.61799","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","534043","-1","-1","-1","-1","128","-1","-1","-1","-1","-1","74","16","0","0","0","0","0","0","0","10","-1","-1","4","-1","1","0","0"
"8349","303857935","33554432","0","0.25","0.23","0","0","7","19.29","0.2","0.6","1","4","0","7","19.29","0.5","0.7","2","4","1.5708","0","0.523599","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","534043","-1","-1","-1","-1","128","-1","-1","-1","-1","-1","74","16","0","0","0","0","0","0","0","3","-1","-1","4","-1","1","0","0"
"8350","303857935","33554432","0","0.25","0.23","0","0","7","19.29","0.2","0.6","1","4","0","7","19.29","0.5","0.7","2","4","1.5708","0","0.523599","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","534043","-1","-1","-1","-1","128","-1","-1","-1","-1","-1","74","16","0","0","0","0","0","0","0","1","-1","-1","4","-1","1","0","0"
"8351","33587247","33554432","0","0","0","0","0","7","19.29","0","0","0","0","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"8352","1073801231","33554434","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","2","0","0"
"8353","58415","33554432","0","1.3","0","1.9","0","14","19.29","1","2","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","10","-1","-1","-1","-1","1","0","0"
"8354","1108388488","2583691264","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","2","-1","-1","-1","-1","0","0","0"
"8356","33554471","2181038080","0","0","0","0","0","3","19.29","5","5","3","3","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","41","41","-1","40","126","126","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","4","-1","-1","-1","-1","1","0","0"
"8357","33718287","33554432","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","126","126","126","126","37","38","39","-1","-1","126","0","0","0","0","0","0","0","1","-1","-1","-1","-1","1","0","0"
"8359","33718287","33554432","0","0","0","-1","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","126","126","126","126","37","38","39","-1","-1","126","0","0","0","0","0","0","0","1","-1","-1","-1","-1","1","0","0"
"8362","33587200","33619968","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","30","2","19","-1","-1","-1","1","0","0"
"8369","33554432","33554432","0","0","0","1.5","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","3.92699","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","-1","-1","-1","37","38","39","-1","-1","-1","0","651","0","0","0","0","0","2","-1","-1","-1","-1","1","0","0"
"8371","33554437","33554432","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","-1","-1","16","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","2","-1","-1","-1","-1","1","0","0"
"8372","33587209","33554432","0","0","0","0","0","7","19.29","1.65","1.65","0","0","0","7","19.29","0.6","0.6","0","0","0","-0.9075712","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","-1","-1","-1","-1","-1","-1","32","-1","-1","-1","-1","-1","0","1267","0","0","0","0","0","2","-1","-1","-1","-1","1","0","0"
"8373","34635784","33554432","0","0.15","0","-0.2","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","-1","-1","-1","37","38","39","-1","-1","-1","0","730","0","0","0","0","0","5","19","-1","-1","-1","1","0","0"
"8374","402694190","33554496","0","-0.3","0","0","0","25","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","1.5708","0","0","0","0","3","0","0","0","0","0","2","0","0","0","0","534043","228","38","-1","474","81","64","228","38","228","226","107","-1","0","0","0","0","0","0","0","4","-1","26","1","-1","1","0","0"
"8375","40975","33554432","0","0","0","0","0","35","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","534043","40","40","40","40","40","40","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","2","19","-1","-1","-1","1","0","0"
"8379","33554944","33619968","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","34","2","19","-1","-1","-1","1","0","0"
"8380","33587712","33619968","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","35","2","19","-1","-1","-1","1","0","0"
"8381","33554944","33619968","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","35","2","19","-1","-1","-1","1","0","0"
"8382","33554944","33619968","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","36","2","19","-1","-1","-1","1","0","0"
"8383","33554944","33619968","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","37","2","19","-1","-1","-1","1","0","0"
"8384","33587721","33554432","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","17","-1","-1","-1","-1","1","0","0"
"8390","33587215","35651588","0","0.55","0","3","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","103","484","484","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","1","-1","-1","-1","-1","1","0","0"
"8391","33587209","35717124","0","2","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","15","-1","-1","-1","-1","1","0","0"
"8392","1124106251","33554944","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","534043","37","38","-1","97","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"8393","33587211","33554432","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","97","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","19","-1","-1","-1","-1","1","0","0"
"8394","33587211","33554432","0","2","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","97","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"8395","33587211","33554432","0","2","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","97","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","19","-1","-1","-1","-1","1","0","0"
"8396","33587211","33554432","0","-0.5","1","0.25","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","104","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","1","-1","-1","-1","-1","1","0","0"
"8397","33587211","33554432","0","-0.5","-0.5","0.25","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","104","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","1","-1","-1","-1","-1","1","0","0"
"8400","1124106251","33554944","0","3","1","3.5","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","534043","37","38","-1","97","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"8401","34635785","33554432","0","1","-1","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0.0872665","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","97","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","19","-1","-1","-1","-1","1","0","0"
"8406","34635785","33554432","0","1","-1","1.2","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0.0872665","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","97","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","19","-1","-1","-1","-1","1","0","0"
"8407","34635785","33554432","0","1","-1","2.4","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0.0872665","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","97","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","19","-1","-1","-1","-1","1","0","0"
"8408","33587209","33554432","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","1.5708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","2","-1","-1","-1","-1","1","0","0"
"8409","1628473355","2583691264","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"8410","4066150411","33554432","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","128","123","37","38","39","94","94","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"8411","1074790918","2181038080","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","38","13","-1","-1","-1","-1","0","0","0"
"8412","1108346927","1","0","-0.5","-0.1","0","0","7","19.29","0","1.5","1","3","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","53","-1","91","91","91","124","53","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","10","-1","-1","-1","-1","0","0","0"
"8413","33554447","0","0","0.25","0","-0.1","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","-1","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","10","-1","-1","-1","-1","1","0","0"
"8414","1108378121","2181038080","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","40","13","-1","-1","-1","-1","1","0","0"
"8415","1107429423","33554437","0","0.15","0","0.25","0","7","19.29","0","1.5","1","3","0","7","19.29","0","0","1","4","0","0.4363323","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","53","-1","91","91","0","91","53","-1","-1","-1","-1","14","0","0","0","0","0","0","0","10","-1","-1","-1","-1","0","0","0"
"8419","1107298351","33554437","0","0.15","0","0.25","0","7","19.29","0","1.5","1","3","0","7","19.29","0","0","1","4","0","0.4363323","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","53","-1","91","91","14","14","53","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","10","-1","-1","-1","-1","0","0","0"
"8420","441352205","33554432","0","0.2","0","0","0","7","19.29","0","0","1","4","0","30","19.29","0","0","1","4","0","0.872665","3.14159","0.8","0.4","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","474","474","37","38","39","84","87","125","0","0","0","0","0","0","0","3","20","-1","-1","-1","1","0","0"
"8421","163848","33554432","0","0","0","-0.3","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","1.5708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","502","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"8422","163848","33554432","0","0.88","0","-0.3","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","1.5708","0.436332","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","502","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"8423","163848","33554432","0","1.76","0","-0.3","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","1.5708","-0.349066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","502","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"8424","163848","33554432","0","2.64","0","-0.3","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","1.5708","0.698132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","502","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"8425","163848","33554432","0","3.52","0","-0.3","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","1.5708","-1.0472","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","502","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"8426","33587273","33554432","0","50","0","0","0","7","19.29","0.5","0.5","0","0","0","7","19.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","25","-1","-1","-1","-1","-1","32","-1","-1","-1","-1","-1","0","1261","0","0","0","0","0","2","-1","-1","-1","-1","1","0","0"
"8427","33718281","33554432","0","0.3","0","-0.3","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","-1","-1","-1","-1","-1","-1","94","-1","-1","-1","-1","225","0","874","0","0","0","0","0","2","34","-1","-1","-1","1","0","0"
"8428","1081385","33554688","0","0","0","0.25","0","14","19.29","0.2","0.2","0.01","0.01","0","7","19.29","0","0","1","4","0","1.570796","0","0","0","0","0","0","0","0","0","-0.7","0","0","0","0","0","534043","40","40","-1","-1","-1","-1","37","38","39","-1","-1","-1","0","822","0","0","0","0","0","9","34","-1","-1","-1","1","0","0"
"8429","138543104","33554432","0","0","0","-0.15","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","1.5708","0","0.9","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","226","-1","227","0","0","0","0","0","0","0","3","-1","-1","-1","-1","1","0","0"
"8430","33554435","33554432","0","0","0","-0.2","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","38","128","123","37","38","39","228","-1","-1","0","0","0","0","0","0","0","5","-1","-1","-1","-1","1","0","0"
"8431","1073793039","34078723","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","2","0","0"
"8433","33587277","33554432","0","0","0","0","0","7","19.29","1","1","0","0","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","38","38","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"8434","33587209","33554432","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","4","-1","-1","-1","-1","1","0","0"
"8435","34635791","33554432","0","0.1","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"8436","1048583","0","0","-1.9","0","-1.3","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","225","225","131","132","131","132","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","1","-1","-1","-1","-1","1","0","0"
"8438","1644169734","33554432","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"8439","1108344832","2181497024","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"8442","32779","33554432","0","-0.5","0","0.1","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","50","21","-1","-1","-1","-1","1","0","0"
"8443","33587215","33554432","0","-0.4","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"8447","1108344832","2181103616","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","41","13","-1","-1","-1","-1","1","0","0"
"8450","33587209","33554432","0","0","0","0","0","7","19.29","1.65","1.65","0","0","0","7","19.29","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","-1","-1","-1","-1","-1","-1","32","-1","-1","-1","-1","-1","0","1259","0","0","0","0","0","2","-1","-1","-1","-1","1","0","0"
"8451","33587272","33554432","0","0","0","0","0","7","19.29","0.5","0.5","0","0","0","7","19.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","25","-1","-1","-1","-1","-1","32","-1","-1","-1","-1","-1","0","1260","0","0","0","0","0","2","-1","-1","-1","-1","1","0","0"
"8452","1074954251","33607168","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","-1.047198","1.570796","2.792527","0","0","0","0","0","0","0","0","-2","0","0","5","5","5","534043","37","38","-1","40","128","123","37","38","39","-1","-1","456","0","0","0","0","0","0","0","3","12","-1","-1","-1","1","0","0"
"8453","33587273","33554432","0","75","0","0","0","7","19.29","2","2","0","0","0","7","19.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","25","-1","-1","-1","-1","-1","32","-1","-1","-1","-1","-1","0","1261","0","0","0","0","0","2","-1","-1","-1","-1","1","0","0"
"8454","1107296259","33554432","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","105","21","-1","-1","-1","-1","1","0","0"
"8456","34635785","33554432","0","0.4","1","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0.785398","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","-1","-1","-1","37","38","39","-1","-1","-1","0","735","0","0","0","0","0","1","19","-1","-1","-1","1","0","0"
"8457","34635785","33554432","0","0.4","-1","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","-0.523599","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","-1","-1","-1","37","38","39","-1","-1","-1","0","735","0","0","0","0","0","1","19","-1","-1","-1","1","0","0"
"8458","34635785","33554432","0","0.6","0.6","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","1.22173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","-1","-1","-1","37","38","39","-1","-1","-1","0","735","0","0","0","0","0","1","19","-1","-1","-1","1","0","0"
"8459","34635785","33554432","0","0.45","-1","0.6","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","-0.261799","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","-1","-1","-1","37","38","39","-1","-1","-1","0","735","0","0","0","0","0","1","19","-1","-1","-1","1","0","0"
"8460","34635785","33554432","0","0.4","0.2","0.4","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","-1","-1","-1","37","38","39","-1","-1","-1","0","735","0","0","0","0","0","1","19","-1","-1","-1","1","0","0"
"8461","34635785","33554432","0","0.4","-0.8","0.4","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","-0.174533","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","-1","-1","-1","37","38","39","-1","-1","-1","0","735","0","0","0","0","0","1","19","-1","-1","-1","1","0","0"
"8462","34635785","33554432","0","0.5","0","-0.4","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","-1","-1","-1","37","38","39","-1","-1","-1","0","735","0","0","0","0","0","1","19","-1","-1","-1","1","0","0"
