Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown1_0,Unknown1_1,Unknown1_2,Unknown1_3,Unknown2,Unknown3
"123630","1443","1444","1450","1446","64","21","10","5","0","4"
"123632","1455","1452","1528","1456","0","0","100","0","0","3"
"123634","1574","1573","1572","1571","8","34","15","43","0","5"
"123635","1430","1443","1532","1448","46","39","3","12","0","6"
"123636","1664","1665","1666","1666","29","36","35","0","0","5"
"123637","1649","1653","1654","1655","25","60","5","10","0","8"
"123638","1624","1626","1627","1628","4","57","3","36","0","5"
"123726","1695","1595","1696","1697","10","10","67","13","8","5"
"123727","1595","1630","1629","1629","7","17","37","39","8","8"
"123732","186","187","188","186","6","6","6","82","5","8"
"123738","189","190","191","192","6","6","6","82","6","8"
"123865","1695","1595","1696","1697","10","10","67","13","5","5"
"123893","192","186","190","188","6","6","6","82","6","7"
"123895","192","191","189","188","6","6","6","82","6","8"
"123896","186","188","191","187","6","6","6","82","5","7"
"123902","266","272","299","267","6","6","6","82","9","6"
"123903","266","299","269","268","6","6","6","82","9","6"
"123961","1724","1406","1725","1724","18","3","12","67","5","10"
"125156","1801","1802","1803","1804","15","30","20","35","12","6"
"125212","1550","1558","1555","1534","7","11","4","78","7","1"
"125213","1341","1550","1557","1555","62","7","21","10","12","1"
"125301","0","0","0","0","4","4","4","88","25","8"
"125302","0","0","0","0","4","4","4","88","24","8"
"125303","0","0","0","0","4","4","4","88","26","8"
"125304","0","0","0","0","4","4","4","88","23","8"
"125306","1801","1802","1803","1804","15","30","20","35","8","6"
"125372","777","771","772","773","6","6","8","80","5","12"
"125375","778","775","774","772","11","11","11","67","5","12"
"125379","735","736","737","740","8","8","8","76","0","8"
"125407","1324","1277","1219","1162","33","33","33","1","5","16"
"125409","1713","1712","1712","1713","25","25","25","25","5","13"
"125410","1227","1218","1219","1227","20","20","20","40","0","14"
"125629","1760","1759","1765","1767","18","59","12","11","0","2"
"125632","1767","1764","1762","1302","3","23","46","28","0","5"
"125633","1716","1761","1762","1621","18","37","18","27","0","4"
"125871","1738","1739","1595","1739","25","25","15","35","17","8"
"125872","1732","1733","1734","1596","25","25","25","25","23","10"
"125873","1732","1733","1734","1737","25","25","25","25","23","11"
"126133","1622","1623","1624","1625","25","25","25","25","0","10"
"126372","1540","1579","1543","1543","0","0","0","100","5","0"
"126676","1806","1690","1690","1690","100","0","0","0","5","8"
"127215","1429","1780","1781","1444","24","25","25","26","5","10"
"127285","1566","1579","1161","1543","0","67","8","25","5","10"
"127652","1809","1810","1811","1812","15","30","20","35","8","6"
"127654","1809","1810","1811","1812","20","29","20","31","5","8"
"127655","1809","1810","1811","1812","20","29","20","31","0","8"
"127742","1772","1771","1773","1774","6","41","43","10","0","6"
"127750","1801","1802","1803","1804","15","30","20","35","0","6"
"127868","734","490","520","776","6","6","6","82","5","4"
"127872","777","771","772","773","6","6","6","82","5","3"
"127873","778","775","772","774","6","6","6","82","5","3"
"127886","121","766","767","735","6","6","6","82","0","10"
"128164","1324","1277","1219","1162","20","20","20","40","5","11"
"128167","1324","1242","1219","1162","20","20","20","40","0","14"
"128169","1738","1739","1595","1739","25","25","15","35","0","8"
"128170","1732","1733","1734","1596","25","25","25","25","8","10"
"128171","1732","1733","1734","1737","25","25","25","25","8","11"
"128191","1543","1573","859","1571","8","34","15","43","5","5"
"128192","1789","1789","1543","1571","0","59","12","29","5","8"
"128194","1789","1789","1543","1571","0","59","12","29","5","5"
"128249","0","0","0","0","100","0","0","0","5","0"
"128255","1540","1579","1543","1543","21","40","39","0","5","3"
"128386","1814","1815","1816","1776","19","24","24","33","5","6"
"128602","1218","1532","1229","1443","47","29","13","11","5","5"
"128815","1469","1411","1409","1410","19","25","31","25","0","8"
"129020","1817","1532","1818","1443","47","29","13","11","5","5"
"129099","0","0","0","0","0","0","0","100","16","0"
"129124","1820","1819","1820","1819","29","9","31","31","5","5"
"129261","1571","1543","1784","1778","29","12","59","0","5","5"
"129264","1277","1278","1161","1277","50","31","4","15","5","13"
"129615","865","866","859","869","38","38","13","11","5","6"
"129616","865","866","867","868","44","44","6","6","5","5"
"129619","743","744","745","746","25","25","25","25","12","8"
"129620","991","990","992","745","25","25","25","25","12","8"
"129622","313","307","314","315","6","6","6","82","12","0"
"129626","830","905","906","830","6","6","6","82","8","0"
"129627","991","990","992","993","25","25","25","25","0","8"
"129653","228","231","232","233","6","6","6","82","5","5"
"129654","867","868","867","868","6","6","6","82","0","5"
"129655","865","865","871","876","31","31","6","32","8","6"
"129656","863","715","876","877","6","6","6","82","8","6"
"129736","1382","1585","1284","1441","4","4","4","88","5","8"
"129779","1443","1781","1782","1444","24","25","25","26","0","10"
"130583","856","857","858","860","38","6","13","43","5","12"
"130591","861","861","861","861","6","6","6","82","2","8"
"130592","929","930","931","932","45","5","45","5","5","8"
"132889","1831","1832","1833","1834","33","27","22","18","26","20"
"132891","1831","1832","1833","1834","62","22","10","6","26","25"
"135055","974","972","973","970","38","25","19","18","5","7"
"135059","968","967","968","973","31","25","25","19","5","7"
"135062","743","744","745","830","31","25","25","19","5","3"
"135064","1","2","14","4","13","6","6","75","5","10"
"330","0","0","0","0","1","1","1","1","2","8"
"331","0","0","0","0","1","1","1","1","2","8"
"335","0","0","0","0","1","1","1","1","2","8"
"336","0","0","0","0","1","1","1","1","2","8"
"342","0","0","0","0","1","1","1","1","2","8"
"343","0","0","0","0","1","1","1","1","2","8"
"344","0","0","0","0","1","1","1","1","2","8"
"345","0","0","0","0","1","1","1","1","2","8"
"348","0","0","0","0","1","1","1","1","2","8"
"349","0","0","0","0","1","1","1","1","2","8"
"353","0","0","0","0","1","1","1","1","2","8"
"354","0","0","0","0","1","1","1","1","2","8"
"356","0","0","0","0","1","1","1","1","2","8"
"360","0","0","0","0","1","1","1","1","2","8"
"363","0","0","0","0","1","1","1","1","2","8"
"377","0","0","0","0","1","1","1","1","2","8"
"378","0","0","0","0","1","1","1","1","2","8"
"385","0","0","0","0","1","1","1","1","2","8"
"387","0","0","0","0","1","1","1","1","2","8"
"392","0","0","0","0","1","1","1","1","2","8"
"393","0","0","0","0","1","1","1","1","2","8"
"396","0","0","0","0","1","1","1","1","2","8"
"397","0","0","0","0","1","1","1","1","2","8"
"398","0","0","0","0","1","1","1","1","2","8"
"401","0","0","0","0","1","1","1","1","2","8"
"404","0","0","0","0","1","1","1","1","2","8"
"405","0","0","0","0","1","1","1","1","2","8"
"410","0","0","0","0","1","1","1","1","2","8"
"411","0","0","0","0","1","1","1","1","2","8"
"412","0","0","0","0","1","1","1","1","2","8"
"413","0","0","0","0","1","1","1","1","2","8"
"414","0","0","0","0","1","1","1","1","2","8"
"416","0","0","0","0","1","1","1","1","2","8"
"417","0","0","0","0","1","1","1","1","2","8"
"420","0","0","0","0","1","1","1","1","2","8"
"421","0","0","0","0","1","1","1","1","2","8"
"422","0","0","0","0","1","1","1","1","2","8"
"425","0","0","0","0","1","1","1","1","2","8"
"426","0","0","0","0","1","1","1","1","2","8"
"428","0","0","0","0","1","1","1","1","2","8"
"431","0","0","0","0","1","1","1","1","2","8"
"434","0","0","0","0","1","1","1","1","2","8"
"436","0","0","0","0","1","1","1","1","2","8"
"439","0","0","0","0","1","1","1","1","2","8"
"442","0","0","0","0","1","1","1","1","2","8"
"444","0","0","0","0","1","1","1","1","2","8"
"446","0","0","0","0","1","1","1","1","2","8"
"454","0","0","0","0","1","1","1","1","2","8"
"455","0","0","0","0","1","1","1","1","2","8"
"457","0","0","0","0","1","1","1","1","2","8"
"460","0","0","0","0","1","1","1","1","2","8"
"461","0","0","0","0","1","1","1","1","2","8"
"464","0","0","0","0","1","1","1","1","2","8"
"467","0","0","0","0","1","1","1","1","2","8"
"469","0","0","0","0","1","1","1","1","2","8"
"471","0","0","0","0","1","1","1","1","2","8"
"504","0","0","0","0","1","1","1","1","2","8"
"509","0","0","0","0","1","1","1","1","2","8"
"513","0","0","0","0","1","1","1","1","2","8"
"518","0","0","0","0","1","1","1","1","2","8"
"521","0","0","0","0","1","1","1","1","2","8"
"522","0","0","0","0","1","1","1","1","2","8"
"523","0","0","0","0","1","1","1","1","2","8"
"524","0","0","0","0","1","1","1","1","2","8"
"527","0","0","0","0","1","1","1","1","2","8"
"528","0","0","0","0","1","1","1","1","2","8"
"530","0","0","0","0","1","1","1","1","2","8"
"531","0","0","0","0","1","1","1","1","2","8"
"535","0","0","0","0","1","1","1","1","2","8"
"542","0","0","0","0","1","1","1","1","2","8"
"543","0","0","0","0","1","1","1","1","2","8"
"544","0","0","0","0","1","1","1","1","2","8"
"546","0","0","0","0","1","1","1","1","2","8"
"547","0","0","0","0","1","1","1","1","2","8"
"548","0","0","0","0","1","1","1","1","2","8"
"549","0","0","0","0","1","1","1","1","2","8"
"550","0","0","0","0","1","1","1","1","2","8"
"551","0","0","0","0","1","1","1","1","2","8"
"553","0","0","0","0","1","1","1","1","2","8"
"556","0","0","0","0","1","1","1","1","2","8"
"557","0","0","0","0","1","1","1","1","2","8"
"558","0","0","0","0","1","1","1","1","2","8"
"566","0","0","0","0","1","1","1","1","2","8"
"571","0","0","0","0","1","1","1","1","2","8"
"573","0","0","0","0","1","1","1","1","2","8"
"575","0","0","0","0","1","1","1","1","2","8"
"585","0","0","0","0","1","1","1","1","2","8"
"590","0","0","0","0","1","1","1","1","2","8"
"591","0","0","0","0","1","1","1","1","2","8"
"592","0","0","0","0","1","1","1","1","2","8"
"595","0","0","0","0","1","1","1","1","2","8"
"596","0","0","0","0","1","1","1","1","2","8"
"600","0","0","0","0","1","1","1","1","2","8"
"602","0","0","0","0","1","1","1","1","2","8"
"606","0","0","0","0","1","1","1","1","2","8"
"611","0","0","0","0","1","1","1","1","2","8"
"612","0","0","0","0","1","1","1","1","2","8"
"633","0","0","0","0","1","1","1","1","2","8"
"645","0","0","0","0","1","1","1","1","2","8"
"646","0","0","0","0","1","1","1","1","2","8"
"652","0","0","0","0","1","1","1","1","2","8"
"658","0","0","0","0","1","1","1","1","2","8"
"660","0","0","0","0","1","1","1","1","2","8"
"662","0","0","0","0","1","1","1","1","2","8"
"663","0","0","0","0","1","1","1","1","2","8"
"664","0","0","0","0","1","1","1","1","2","8"
"667","0","0","0","0","1","1","1","1","2","8"
"676","0","0","0","0","1","1","1","1","2","8"
"682","0","0","0","0","1","1","1","1","2","8"
"687","0","0","0","0","1","1","1","1","2","8"
"689","0","0","0","0","1","1","1","1","2","8"
"692","0","0","0","0","1","1","1","1","2","8"
"694","0","0","0","0","1","1","1","1","2","8"
"697","0","0","0","0","1","1","1","1","2","8"
"1076","0","0","0","0","1","1","1","1","2","8"
"1482","0","0","0","0","1","1","1","1","2","8"
"1618","0","0","0","0","1","1","1","1","2","8"
"1823","0","0","0","0","1","1","1","1","2","8"
"7040","0","0","0","0","1","1","1","1","2","8"
"7041","0","0","0","0","1","1","1","1","2","8"
"7057","0","0","0","0","1","1","1","1","2","8"
"25978","0","0","0","0","1","1","1","1","2","8"
"73823","0","0","0","0","1","1","1","1","2","8"
"81962","0","0","0","0","1","1","1","1","2","8"
"81966","0","0","0","0","1","1","1","1","2","8"
"81968","0","0","0","0","1","1","1","1","2","8"
"81972","0","0","0","0","1","1","1","1","2","8"
"81974","0","0","0","0","1","1","1","1","2","8"
"81977","0","0","0","0","1","1","1","1","2","8"
"81978","0","0","0","0","1","1","1","1","2","8"
"81984","0","0","0","0","1","1","1","1","2","8"
"88102","0","0","0","0","1","1","1","1","2","8"
"91254","0","0","0","0","1","1","1","1","2","8"
"91257","0","0","0","0","1","1","1","1","2","8"
"91274","0","0","0","0","1","1","1","1","2","8"
"97130","0","0","0","0","1","1","1","1","2","8"
"97131","0","0","0","0","1","1","1","1","2","8"
"97133","0","0","0","0","1","1","1","1","2","8"
"97146","0","0","0","0","1","1","1","1","2","8"
"98593","0","0","0","0","1","1","1","1","2","8"
"98594","0","0","0","0","1","1","1","1","2","8"
"98595","0","0","0","0","1","1","1","1","2","8"
"98598","0","0","0","0","1","1","1","1","2","8"
"98600","0","0","0","0","1","1","1","1","2","8"
"113021","0","0","0","0","1","1","1","1","2","8"
"121718","0","0","0","0","1","1","1","1","2","8"
"124008","0","0","0","0","1","1","1","1","2","8"
"126428","0","0","0","0","1","1","1","1","2","8"
"126433","0","0","0","0","1","1","1","1","2","8"
"126441","0","0","0","0","1","1","1","1","2","8"
"126449","0","0","0","0","1","1","1","1","2","8"
"126469","0","0","0","0","1","1","1","1","2","8"
"126472","0","0","0","0","1","1","1","1","2","8"
"126477","0","0","0","0","1","1","1","1","2","8"
"126481","0","0","0","0","1","1","1","1","2","8"
"126482","0","0","0","0","1","1","1","1","2","8"
"126488","0","0","0","0","1","1","1","1","2","8"
"126491","0","0","0","0","1","1","1","1","2","8"
"126492","0","0","0","0","1","1","1","1","2","8"
"126493","0","0","0","0","1","1","1","1","2","8"
"126494","0","0","0","0","1","1","1","1","2","8"
"126496","0","0","0","0","1","1","1","1","2","8"
"126503","0","0","0","0","1","1","1","1","2","8"
"126504","0","0","0","0","1","1","1","1","2","8"
"126505","0","0","0","0","1","1","1","1","2","8"
"126508","0","0","0","0","1","1","1","1","2","8"
"128818","0","0","0","0","1","1","1","1","2","8"
"128922","0","0","0","0","1","1","1","1","2","8"
"128949","0","0","0","0","1","1","1","1","2","8"
"128952","0","0","0","0","1","1","1","1","2","8"
"128957","0","0","0","0","1","1","1","1","2","8"
"128959","0","0","0","0","1","1","1","1","2","8"
"130642","0","0","0","0","1","1","1","1","2","8"
"130643","0","0","0","0","1","1","1","1","2","8"
"130645","0","0","0","0","1","1","1","1","2","8"
"130648","0","0","0","0","1","1","1","1","2","8"
"130649","0","0","0","0","1","1","1","1","2","8"
"332","0","0","0","0","1","1","1","1","5","8"
"333","0","0","0","0","1","1","1","1","5","8"
"337","0","0","0","0","1","1","1","1","5","8"
"338","0","0","0","0","1","1","1","1","5","8"
"340","0","0","0","0","1","1","1","1","5","8"
"351","0","0","0","0","1","1","1","1","5","8"
"355","0","0","0","0","1","1","1","1","5","8"
"358","0","0","0","0","1","1","1","1","5","8"
"371","0","0","0","0","1","1","1","1","5","8"
"372","0","0","0","0","1","1","1","1","5","8"
"375","0","0","0","0","1","1","1","1","5","8"
"376","0","0","0","0","1","1","1","1","5","8"
"380","0","0","0","0","1","1","1","1","5","8"
"381","0","0","0","0","1","1","1","1","5","8"
"386","0","0","0","0","1","1","1","1","5","8"
"390","0","0","0","0","1","1","1","1","5","8"
"394","0","0","0","0","1","1","1","1","5","8"
"395","0","0","0","0","1","1","1","1","5","8"
"400","0","0","0","0","1","1","1","1","5","8"
"406","0","0","0","0","1","1","1","1","5","8"
"424","0","0","0","0","1","1","1","1","5","8"
"427","0","0","0","0","1","1","1","1","5","8"
"437","0","0","0","0","1","1","1","1","5","8"
"438","0","0","0","0","1","1","1","1","5","8"
"448","0","0","0","0","1","1","1","1","5","8"
"449","0","0","0","0","1","1","1","1","5","8"
"451","0","0","0","0","1","1","1","1","5","8"
"468","0","0","0","0","1","1","1","1","5","8"
"510","0","0","0","0","1","1","1","1","5","8"
"517","0","0","0","0","1","1","1","1","5","8"
"519","0","0","0","0","1","1","1","1","5","8"
"520","0","0","0","0","1","1","1","1","5","8"
"526","0","0","0","0","1","1","1","1","5","8"
"529","0","0","0","0","1","1","1","1","5","8"
"533","0","0","0","0","1","1","1","1","5","8"
"536","0","0","0","0","1","1","1","1","5","8"
"538","0","0","0","0","1","1","1","1","5","8"
"540","0","0","0","0","1","1","1","1","5","8"
"545","0","0","0","0","1","1","1","1","5","8"
"554","0","0","0","0","1","1","1","1","5","8"
"555","0","0","0","0","1","1","1","1","5","8"
"568","0","0","0","0","1","1","1","1","5","8"
"572","0","0","0","0","1","1","1","1","5","8"
"578","0","0","0","0","1","1","1","1","5","8"
"579","0","0","0","0","1","1","1","1","5","8"
"583","0","0","0","0","1","1","1","1","5","8"
"588","0","0","0","0","1","1","1","1","5","8"
"589","0","0","0","0","1","1","1","1","5","8"
"594","0","0","0","0","1","1","1","1","5","8"
"601","0","0","0","0","1","1","1","1","5","8"
"604","0","0","0","0","1","1","1","1","5","8"
"607","0","0","0","0","1","1","1","1","5","8"
"630","0","0","0","0","1","1","1","1","5","8"
"632","0","0","0","0","1","1","1","1","5","8"
"649","0","0","0","0","1","1","1","1","5","8"
"656","0","0","0","0","1","1","1","1","5","8"
"657","0","0","0","0","1","1","1","1","5","8"
"666","0","0","0","0","1","1","1","1","5","8"
"673","0","0","0","0","1","1","1","1","5","8"
"674","0","0","0","0","1","1","1","1","5","8"
"675","0","0","0","0","1","1","1","1","5","8"
"693","0","0","0","0","1","1","1","1","5","8"
"695","0","0","0","0","1","1","1","1","5","8"
"2858","0","0","0","0","1","1","1","1","5","8"
"2859","0","0","0","0","1","1","1","1","5","8"
"27891","0","0","0","0","1","1","1","1","5","8"
"28043","0","0","0","0","1","1","1","1","5","8"
"31032","0","0","0","0","1","1","1","1","5","8"
"41160","0","0","0","0","1","1","1","1","5","8"
"78627","0","0","0","0","1","1","1","1","5","8"
"81963","0","0","0","0","1","1","1","1","5","8"
"81967","0","0","0","0","1","1","1","1","5","8"
"81970","0","0","0","0","1","1","1","1","5","8"
"81971","0","0","0","0","1","1","1","1","5","8"
"81976","0","0","0","0","1","1","1","1","5","8"
"81979","0","0","0","0","1","1","1","1","5","8"
"81982","0","0","0","0","1","1","1","1","5","8"
"81983","0","0","0","0","1","1","1","1","5","8"
"91251","0","0","0","0","1","1","1","1","5","8"
"91253","0","0","0","0","1","1","1","1","5","8"
"91271","0","0","0","0","1","1","1","1","5","8"
"91273","0","0","0","0","1","1","1","1","5","8"
"98601","0","0","0","0","1","1","1","1","5","8"
"98602","0","0","0","0","1","1","1","1","5","8"
"124010","0","0","0","0","1","1","1","1","5","8"
"126470","0","0","0","0","1","1","1","1","5","8"
"126473","0","0","0","0","1","1","1","1","5","8"
"126476","0","0","0","0","1","1","1","1","5","8"
"126478","0","0","0","0","1","1","1","1","5","8"
"126479","0","0","0","0","1","1","1","1","5","8"
"126480","0","0","0","0","1","1","1","1","5","8"
"126487","0","0","0","0","1","1","1","1","5","8"
"126489","0","0","0","0","1","1","1","1","5","8"
"126490","0","0","0","0","1","1","1","1","5","8"
"126495","0","0","0","0","1","1","1","1","5","8"
"126497","0","0","0","0","1","1","1","1","5","8"
"126501","0","0","0","0","1","1","1","1","5","8"
"126502","0","0","0","0","1","1","1","1","5","8"
"126506","0","0","0","0","1","1","1","1","5","8"
"128954","0","0","0","0","1","1","1","1","5","8"
"128958","0","0","0","0","1","1","1","1","5","8"
"128960","0","0","0","0","1","1","1","1","5","8"
"130644","0","0","0","0","1","1","1","1","5","8"
"130646","0","0","0","0","1","1","1","1","5","8"
"130647","0","0","0","0","1","1","1","1","5","8"
"334","0","0","0","0","1","1","1","1","7","8"
"361","0","0","0","0","1","1","1","1","7","8"
"362","0","0","0","0","1","1","1","1","7","8"
"383","0","0","0","0","1","1","1","1","7","8"
"445","0","0","0","0","1","1","1","1","7","8"
"452","0","0","0","0","1","1","1","1","7","8"
"456","0","0","0","0","1","1","1","1","7","8"
"466","0","0","0","0","1","1","1","1","7","8"
"508","0","0","0","0","1","1","1","1","7","8"
"511","0","0","0","0","1","1","1","1","7","8"
"516","0","0","0","0","1","1","1","1","7","8"
"537","0","0","0","0","1","1","1","1","7","8"
"570","0","0","0","0","1","1","1","1","7","8"
"631","0","0","0","0","1","1","1","1","7","8"
"653","0","0","0","0","1","1","1","1","7","8"
"37146","0","0","0","0","1","1","1","1","7","8"
"81965","0","0","0","0","1","1","1","1","7","8"
"91252","0","0","0","0","1","1","1","1","7","8"
"91272","0","0","0","0","1","1","1","1","7","8"
"98599","0","0","0","0","1","1","1","1","7","8"
"126486","0","0","0","0","1","1","1","1","7","8"
"128920","0","0","0","0","1","1","1","1","7","8"
"128927","0","0","0","0","1","1","1","1","7","8"
"128951","0","0","0","0","1","1","1","1","7","8"
"1386","217","220","222","220","1","1","1","1","5","8"
"2083","217","220","222","220","1","1","1","1","5","8"
"2200","217","220","222","220","1","1","1","1","5","8"
"2212","217","220","222","220","1","1","1","1","5","8"
"2221","217","220","222","220","1","1","1","1","5","8"
"2230","217","220","222","220","1","1","1","1","5","8"
"2235","217","220","222","220","1","1","1","1","5","8"
"2245","217","220","222","220","1","1","1","1","5","8"
"2253","217","220","222","220","1","1","1","1","5","8"
"2255","217","220","222","220","1","1","1","1","5","8"
"2272","217","220","222","220","1","1","1","1","5","8"
"2282","217","220","222","220","1","1","1","1","5","8"
"2283","217","220","222","220","1","1","1","1","5","8"
"2288","217","220","222","220","1","1","1","1","5","8"
"2293","217","220","222","220","1","1","1","1","5","8"
"2298","217","220","222","220","1","1","1","1","5","8"
"2314","217","220","222","220","1","1","1","1","5","8"
"5380","217","220","222","220","1","1","1","1","5","8"
"9946","217","220","222","220","1","1","1","1","5","8"
"26814","217","220","222","220","1","1","1","1","5","8"
"105159","217","220","222","220","1","1","1","1","5","8"
"352","0","0","0","0","1","1","1","1","6","8"
"357","0","0","0","0","1","1","1","1","6","8"
"359","0","0","0","0","1","1","1","1","6","8"
"367","0","0","0","0","1","1","1","1","6","8"
"369","0","0","0","0","1","1","1","1","6","8"
"373","0","0","0","0","1","1","1","1","6","8"
"384","0","0","0","0","1","1","1","1","6","8"
"388","0","0","0","0","1","1","1","1","6","8"
"470","0","0","0","0","1","1","1","1","6","8"
"586","0","0","0","0","1","1","1","1","6","8"
"659","0","0","0","0","1","1","1","1","6","8"
"4348","0","0","0","0","1","1","1","1","6","8"
"9185","0","0","0","0","1","1","1","1","6","8"
"28045","0","0","0","0","1","1","1","1","6","8"
"101065","0","0","0","0","1","1","1","1","6","8"
"126471","0","0","0","0","1","1","1","1","6","8"
"126475","0","0","0","0","1","1","1","1","6","8"
"126500","0","0","0","0","1","1","1","1","6","8"
"126474","23","22","23","22","1","1","1","1","7","4"
"126427","235","237","231","238","1","1","1","1","5","5"
"6157","236","233","238","231","1","1","1","1","5","4"
"126431","236","233","238","231","1","1","1","1","5","4"
"2096","219","218","225","224","1","1","1","1","5","8"
"2202","219","218","225","224","1","1","1","1","5","8"
"2214","219","218","225","224","1","1","1","1","5","8"
"2223","219","218","225","224","1","1","1","1","5","8"
"2239","219","218","225","224","1","1","1","1","5","8"
"2244","219","218","225","224","1","1","1","1","5","8"
"2247","219","218","225","224","1","1","1","1","5","8"
"2260","219","218","225","224","1","1","1","1","5","8"
"2273","219","218","225","224","1","1","1","1","5","8"
"2285","219","218","225","224","1","1","1","1","5","8"
"2300","219","218","225","224","1","1","1","1","5","8"
"2311","219","218","225","224","1","1","1","1","5","8"
"2316","219","218","225","224","1","1","1","1","5","8"
"5383","219","218","225","224","1","1","1","1","5","8"
"9954","219","218","225","224","1","1","1","1","5","8"
"105161","219","218","225","224","1","1","1","1","5","8"
"126429","235","238","161","230","1","1","1","1","0","2"
"12069","357","356","362","364","1","1","1","1","5","9"
"12071","358","356","357","364","1","1","1","1","5","9"
"407","142","142","142","142","1","1","1","1","5","6"
"1513","142","142","142","142","1","1","1","1","5","6"
"1515","142","142","142","142","1","1","1","1","5","6"
"1763","142","142","142","142","1","1","1","1","5","6"
"1764","142","142","142","142","1","1","1","1","5","6"
"7074","142","142","142","142","1","1","1","1","5","6"
"7477","142","142","142","142","1","1","1","1","5","6"
"10134","142","142","142","142","1","1","1","1","5","6"
"10144","142","142","142","142","1","1","1","1","5","6"
"72126","142","142","142","142","1","1","1","1","5","6"
"1769","139","141","134","142","1","1","1","1","0","8"
"10133","142","142","142","142","1","1","1","1","8","0"
"415","0","0","0","0","1","1","1","1","3","8"
"418","0","0","0","0","1","1","1","1","3","8"
"419","0","0","0","0","1","1","1","1","3","8"
"423","0","0","0","0","1","1","1","1","3","8"
"432","0","0","0","0","1","1","1","1","3","8"
"441","0","0","0","0","1","1","1","1","3","8"
"443","0","0","0","0","1","1","1","1","3","8"
"3752","0","0","0","0","1","1","1","1","3","8"
"7036","0","0","0","0","1","1","1","1","3","8"
"7037","0","0","0","0","1","1","1","1","3","8"
"7059","0","0","0","0","1","1","1","1","3","8"
"7060","0","0","0","0","1","1","1","1","3","8"
"7061","0","0","0","0","1","1","1","1","3","8"
"7565","0","0","0","0","1","1","1","1","3","8"
"30574","0","0","0","0","1","1","1","1","3","8"
"33049","0","0","0","0","1","1","1","1","3","8"
"69368","0","0","0","0","1","1","1","1","3","8"
"97125","0","0","0","0","1","1","1","1","3","8"
"98596","0","0","0","0","1","1","1","1","3","8"
"98597","0","0","0","0","1","1","1","1","3","8"
"453","103","106","108","107","1","1","1","1","7","5"
"1106","6","6","6","36","1","1","1","1","0","6"
"128821","6","6","6","36","1","1","1","1","0","6"
"128950","6","6","6","36","1","1","1","1","0","6"
"1753","21","20","19","24","1","1","1","1","7","3"
"483","0","0","0","0","1","1","1","1","2","0"
"484","0","0","0","0","1","1","1","1","2","0"
"491","0","0","0","0","1","1","1","1","2","0"
"492","0","0","0","0","1","1","1","1","2","0"
"493","0","0","0","0","1","1","1","1","2","0"
"498","0","0","0","0","1","1","1","1","2","0"
"501","0","0","0","0","1","1","1","1","2","0"
"502","0","0","0","0","1","1","1","1","2","0"
"574","0","0","0","0","1","1","1","1","2","0"
"699","0","0","0","0","1","1","1","1","2","0"
"706","0","0","0","0","1","1","1","1","2","0"
"709","0","0","0","0","1","1","1","1","2","0"
"710","0","0","0","0","1","1","1","1","2","0"
"711","0","0","0","0","1","1","1","1","2","0"
"716","0","0","0","0","1","1","1","1","2","0"
"717","0","0","0","0","1","1","1","1","2","0"
"724","0","0","0","0","1","1","1","1","2","0"
"727","0","0","0","0","1","1","1","1","2","0"
"730","0","0","0","0","1","1","1","1","2","0"
"748","0","0","0","0","1","1","1","1","2","0"
"755","0","0","0","0","1","1","1","1","2","0"
"766","0","0","0","0","1","1","1","1","2","0"
"780","0","0","0","0","1","1","1","1","2","0"
"782","0","0","0","0","1","1","1","1","2","0"
"793","0","0","0","0","1","1","1","1","2","0"
"806","0","0","0","0","1","1","1","1","2","0"
"813","0","0","0","0","1","1","1","1","2","0"
"814","0","0","0","0","1","1","1","1","2","0"
"815","0","0","0","0","1","1","1","1","2","0"
"816","0","0","0","0","1","1","1","1","2","0"
"823","0","0","0","0","1","1","1","1","2","0"
"824","0","0","0","0","1","1","1","1","2","0"
"828","0","0","0","0","1","1","1","1","2","0"
"829","0","0","0","0","1","1","1","1","2","0"
"830","0","0","0","0","1","1","1","1","2","0"
"842","0","0","0","0","1","1","1","1","2","0"
"844","0","0","0","0","1","1","1","1","2","0"
"845","0","0","0","0","1","1","1","1","2","0"
"846","0","0","0","0","1","1","1","1","2","0"
"849","0","0","0","0","1","1","1","1","2","0"
"851","0","0","0","0","1","1","1","1","2","0"
"853","0","0","0","0","1","1","1","1","2","0"
"857","0","0","0","0","1","1","1","1","2","0"
"871","0","0","0","0","1","1","1","1","2","0"
"873","0","0","0","0","1","1","1","1","2","0"
"874","0","0","0","0","1","1","1","1","2","0"
"885","0","0","0","0","1","1","1","1","2","0"
"886","0","0","0","0","1","1","1","1","2","0"
"889","0","0","0","0","1","1","1","1","2","0"
"896","0","0","0","0","1","1","1","1","2","0"
"897","0","0","0","0","1","1","1","1","2","0"
"901","0","0","0","0","1","1","1","1","2","0"
"904","0","0","0","0","1","1","1","1","2","0"
"908","0","0","0","0","1","1","1","1","2","0"
"909","0","0","0","0","1","1","1","1","2","0"
"911","0","0","0","0","1","1","1","1","2","0"
"916","0","0","0","0","1","1","1","1","2","0"
"919","0","0","0","0","1","1","1","1","2","0"
"920","0","0","0","0","1","1","1","1","2","0"
"922","0","0","0","0","1","1","1","1","2","0"
"927","0","0","0","0","1","1","1","1","2","0"
"928","0","0","0","0","1","1","1","1","2","0"
