Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13
"4493","281.5","6117","146","0","17.58","26.33","9.361","0","530","0","0","0","780","0","1","0"
"4494","2405","5941","153","30","0.2778","0.2778","0.2778","0","530","0","0","0","781","0","0","0"
"4495","4180.39","3052.91","336.841","0","7.611","11.69","6.556","5.69","530","0","0","0","782","0","1","0"
"4497","2345.53","2790.44","133.084","0","8.75","7.472","10.58","4.259","530","0","0","0","783","0","1","0"
"4498","1810.9","1033.22","11.0698","3","0.2778","0.2778","0.2778","0","560","0","0","0","784","0","0","0"
"4499","2099.5","6904.67","183.23","0","37.56","29.22","49.86","0.8203","530","0","0","0","785","0","1","0"
"4501","1872.1","1078.67","17.6215","4","0","0","0","0","560","0","0","0","786","0","0","0"
"4502","1822.64","991.42","11.4139","3","0","0","0","0","560","0","0","0","787","0","0","0"
"4503","1794.72","1018.69","11.2987","2","0","0","0","0","560","0","0","0","788","0","0","0"
"4504","1900.87","1111.92","18.0572","2","0","0","0","0","560","0","0","0","789","0","0","0"
"4506","3905.64","2104.29","139.016","3","0","0","0","0","530","0","0","0","790","0","0","0"
"4507","3895.12","2086.04","136.804","2","0","0","0","0","530","0","0","0","791","0","0","0"
"4520","-11036.5","-2001.65","93.4683","0","5.944","6.833","10.67","5.411","532","0","0","0","804","0","1","0"
"4521","3070.64","3699.79","142.477","0","26.97","24.64","13.42","2.059","530","0","0","0","805","0","1","0"
"4522","-11048.2","-1984.09","101.701","0","6.861","4.444","0.3333","0.2793","532","0","0","0","806","0","1","0"
"4523","4798.13","3780.39","213.856","0","10.61","10.08","9.444","0.6807","530","0","0","0","807","0","1","0"
"4524","226.9","266.491","-13.2033","0","12.97","15.44","19.11","0","540","0","0","0","808","0","1","0"
"4526","-2961.93","2559.29","78.5183","14","0.3333","0.3333","0.3333","0","530","0","0","0","809","0","0","0"
"4527","-2960.25","2557.16","113","0","29.17","29.31","50.08","0","530","0","0","0","810","0","1","0"
"4528","-4085","2176","111.676","0","39.67","33.42","26.58","3.194","530","0","0","0","811","0","1","0"
"4529","-4090.08","2202","97.2245","0","18.44","20.64","10.5","0","530","0","0","0","812","0","1","0"
"4534","21.2699","-2.93541","0.06437","0","96.81","120.7","39.44","1.117","565","0","0","0","815","0","1","0"
"4535","3556.79","5083.41","1.44248","0","3.361","39.69","56.86","5.707","530","0","0","0","816","0","1","0"
"4536","4009.19","2895.25","13.0527","4","0","0","0","0","559","0","0","0","817","0","0","0"
"4537","4103.33","2946.35","13.0513","4","0","0","0","0","559","0","0","0","818","0","0","0"
"4538","6263.329","293.6719","4.605399","4","0","0","0","0","562","0","0","0","819","0","0","0"
"4539","6212.104","230.8385","4.428894","4","0","0","0","0","562","0","0","0","820","0","0","0"
"4542","2484.82","6420.38","-10.3384","50","0.2778","0.2778","0.2778","0","530","0","0","0","821","0","0","0"
"4546","2035.67","6835","173.7","10","10","10","10","0","530","0","0","0","824","0","0","0"
"4548","-3300.38","2927.28","170.938","0","10","10","10","0","530","0","0","0","826","0","1","0"
"4555","4112.02","3071","339.465","0","24.06","27.33","22.53","0.4189","530","0","0","0","832","0","1","0"
"4556","4131.54","3070.05","339.465","0","14.17","14.69","10.61","0.5061","530","0","0","0","833","0","1","0"
"4557","4097.35","3053.38","341","0","14.64","12.75","7.25","5.027","530","0","0","0","834","0","1","0"
"4558","1945.36","5537.42","266.63","7","0.2778","0.2778","0.2778","0","530","0","0","0","835","0","0","0"
"4560","-3277.38","2819.63","125.24","0","8.333","9.583","0.4444","0","530","0","0","0","836","0","1","0"
"4561","-2829.78","1953.76","202.46","2.3","0.2778","0.2778","0.2778","0","530","0","0","0","837","0","0","0"
"4562","-2745.24","2730.42","127.776","2.3","0","0","0","0","530","0","0","0","838","0","0","0"
"4563","-3279.63","2828.46","123.229","0","7.056","2.5","12.19","0","530","0","0","0","839","0","1","0"
"4566","-3278.77","2831","123.02","0","9.306","1.889","11.75","0","530","0","0","0","840","0","1","0"
"4568","2050.46","1372.26","1194.56","3","0.2778","0.2778","0.2778","0","566","0","0","0","841","0","0","0"
"4569","2046.33","1748.81","1190.03","3","0.2778","0.2778","0.2778","0","566","0","0","0","842","0","0","0"
"4570","2283.38","1748.98","1189.71","3","0","0","0","0","566","0","0","0","843","0","0","0"
"4571","2302.69","1391.27","1197.77","3","0","0","0","0","566","0","0","0","844","0","0","0"
"4576","3673.1","6638.59","129.145","0","0.3333","0.3333","0.3333","0","530","0","0","0","847","0","1","0"
"4577","-2978.52","864.132","-7.48687","18","0","0","0","0","530","0","0","0","848","0","0","0"
"4578","-3277.6","2801.42","122.993","0","10.31","0.9722","9.389","0","530","0","0","0","849","0","1","0"
"4579","-3277.47","2803.09","122.986","0","9.139","1.472","10.19","0","530","0","0","0","850","0","1","0"
"4580","3661.05","6755.4","132.499","15","0","0","0","0","530","0","0","0","851","0","0","0"
"4581","-4300.96","1390.93","143.988","40","0.2778","0.2778","0.2778","0","530","0","0","0","852","0","0","0"
"4582","-4124.47","1308.08","54.139","25","0","0","0","0","530","0","0","0","853","0","0","0"
"4583","-4405.35","1302.99","84.9446","20","0","0","0","0","530","0","0","0","854","0","0","0"
"4588","-4230.58","1419.35","130.502","35","0","0","0","0","530","0","0","0","857","0","0","0"
"4589","-4109.42","1355.26","72.085","25","0","0","0","0","530","0","0","0","858","0","0","0"
"4590","-4436.02","1276.48","71.6192","20","0","0","0","0","530","0","0","0","859","0","0","0"
"4591","813.934","6865.66","-67.715","20","0.3333","0.3333","0.3333","0","530","0","0","0","860","0","0","0"
"4595","2230.12","4716.43","161.946","14","0","0","0","0","530","0","0","0","863","0","0","0"
"4598","-3671.96","318.534","31.6194","0","25.94","27.44","33.61","3.002","530","0","0","0","866","1","1","0"
"4607","-4133.8","1131.44","50","17","0","0","0","0","530","0","0","0","874","0","0","0"
"4608","-4133.8","1131.48","74","26","0","0","0","0","530","0","0","0","875","0","0","0"
"4609","-4118","1158.09","72.258","7","0","0","0","0","530","0","0","0","876","0","0","0"
"4612","166.009","391.59","-37.0924","0","11.83","10.58","28.31","0","553","0","0","0","879","0","1","0"
"4613","3784.54","6727.67","170.447","5","0","0","0","0","530","0","0","0","880","0","0","0"
"4614","65.9682","149.679","25.5808","0","15","30.53","40.67","0","554","0","0","0","881","0","1","0"
"4615","3625.02","6543.51","155.006","6","0.2778","0.2778","0.2778","0","530","0","0","0","882","0","0","0"
"4616","3734.4","6639.75","133.646","7","0.2778","0.2778","0.2778","0","530","0","0","0","883","0","0","0"
"4617","3575.69","6666.13","128.489","6","0.2778","0.2778","0.2778","0","530","0","0","0","884","0","0","0"
"4619","75.829","997.844","-89.8277","0","18.47","46.08","54.94","0","564","0","0","0","885","0","1","0"
"4640","3020.92","5434.32","146.617","0","15.44","25.36","27.86","5.393","530","0","0","0","892","0","1","0"
"4665","517.279","403.156","193.2","10","0.2778","0.2778","0.2778","0","564","0","0","0","905","0","0","0"
"4666","3637.82","-3957.88","20.258","0","1.944","46.83","39.08","0","1","0","0","0","906","0","1","0"
"4667","3263.37","-4082.66","28.3295","0","1.861","69.44","43.61","0","1","0","0","0","907","0","1","0"
"4670","2869.6","-3860.63","28.2644","0","0.4444","46.19","21.72","5.114","1","0","0","0","908","0","1","0"
"4671","2634.73","-3743.65","15.5847","0","1.944","33.44","33.69","0","1","0","0","0","909","0","1","0"
"4672","2416.39","-3682.47","22.0998","0","0.9444","71.81","27.44","0","1","0","0","0","910","0","1","0"
"4673","3451.85","-4011.01","21.3099","0","1.556","59.11","31.19","0","1","0","0","0","911","0","1","0"
"4696","1328.72","1632.72","36.7304","4","0","0","0","0","572","0","0","0","923","0","0","0"
"4697","1243.3","1699.17","34.8726","4","0","0","0","0","572","0","0","0","924","0","0","0"
"4712","-5139.78","-623.5968","397.409","5","0.2778","0.2778","0.2778","0","0","0","0","0","931","0","0","0"
"4713","-2106.04","5107.84","-0.567709","12","0.3333","0.3333","0.3333","0","530","0","0","0","932","0","0","0"
"4714","-4622.31","-3172.12","34.8127","0","22.13","15.29","25.78","0","1","0","0","0","933","0","1","0"
"4715","-5172.12","-611.084","397.217","5","0","0","0","0","0","0","0","0","934","0","0","0"
"4716","-5140.403","-596.007","397.4938","5","0","0","0","0","0","0","0","0","935","0","0","0"
"4718","-5173.604","-624.0498","397.1762","8","0","0","0","0","0","0","0","0","936","0","0","0"
"4719","-2108.45","-437.26","-7.83183","15","0.2778","0.2778","0.2778","0","1","0","0","0","937","0","0","0"
"4720","-2494.57","-4989.33","94.2346","0","0.3889","26.64","38.44","1.693","1","0","0","0","938","0","1","0"
"4722","8702.08","-6636.34","99","20","0","0","0","0","530","0","0","0","939","0","0","0"
"4723","-80.1458","1345.64","40.7711","0","59.44","59.19","7.333","0","568","0","0","0","940","0","1","0"
"4724","-37.061","1149.98","19.0636","0","32.42","38.22","5.583","0","568","0","0","0","941","0","1","0"
"4725","362.48","1402.7","74.4389","0","48.72","71.31","15.61","0.2618","568","0","0","0","942","0","1","0"
"4726","369.784","1100.72","6.05714","0","31.81","27.14","13.94","0","568","0","0","0","943","0","1","0"
"4733","-9016.11","876.142","148.617","0","3","1","3","0.7259","0","0","0","0","944","1","1","0"
"4734","-9019.24","888.269","29.6206","0","3.5","1.5","3","0.6539","0","0","0","0","945","1","1","0"
"4738","6851.88","-8008.73","192.318","0","33.78","17.17","26.94","0","530","0","0","0","947","0","1","0"
"4739","120.56","1789.88","43.5058","0","32.19","19.08","42.06","0","568","0","0","0","948","0","1","0"
"4741","136.729","-90.4468","12.5543","0","47.19","23.97","70.94","1.9","574","0","0","0","949","0","1","0"
"4743","595.19","-328.292","113.144","0","10.97","10.69","12","6.269","575","0","0","0","950","0","1","0"
"4745","1257.11","-4854.48","41.248","0","25.97","45.03","100.7","1.902","571","0","0","0","951","0","1","0"
"4747","1226.23","-4861.7","223.223","0","15.97","19.67","13","3.456","571","0","0","0","952","0","1","0"
"4750","15683.66","-15593.96","39.76255","15","0","0","0","0","451","0","0","0","953","0","0","0"
"4751","876.874","-179.58","-43.9252","10","0","0","0","0","230","0","0","0","954","0","0","0"
"4752","-4234.48","-3909.55","-4.46316","50","0.2778","0.2778","0.2778","0","1","0","0","0","955","0","0","0"
"4753","1451.44","-3277.97","180.33","0","29.92","57.83","29.44","0.8552","571","0","0","0","956","0","1","0"
"4755","2683.27","-4392.06","284.359","11","0","0","0","0","571","0","0","0","957","0","0","0"
"4756","2486.59","-5063.61","284.334","16","0.3333","0.3333","0.3333","0","571","0","0","0","958","0","0","0"
"4757","260.497","231.137","42.7914","10","0.3333","0.3333","43.36","0","574","0","0","0","959","0","0","0"
"4762","164.325","-83.173","12.5548","0","5.611","30.44","12.08","3.473","574","0","0","0","962","0","1","0"
"4764","168.774","-79.5506","12.5548","0","4.944","30.94","11.11","3.473","574","0","0","0","963","0","1","0"
"4768","124.796","1471.83","16.7019","0","300","260","335.7","0","568","0","0","0","967","0","1","0"
"4769","-4920.97","-954.649","501.512","30","0","0","0","0","0","0","0","0","968","0","0","0"
"4770","-4704.66","-1218.95","501.659","27","0","0","0","0","0","0","0","0","969","0","0","0"
"4772","-4969.57","-1204.68","501.621","35","0","0","0","0","0","0","0","0","970","0","0","0"
"4774","-4662.94","-956.396","500.377","35","0","0","0","0","0","0","0","0","971","0","0","0"
"4775","-3182.41","-2920.82","33.5629","21","0","0","0","0","1","0","0","0","972","0","0","0"
"4778","1062.93","-5036.55","9.92429","0","2.861","17.44","18.19","3.438","571","170","0","0","973","0","1","0"
"4779","914.632","-5576.55","198.612","20","0.2778","0.2778","0.2778","0","571","170","0","0","974","0","0","0"
"4786","-5604.45","-462.581","401.93","25","0","0","0","0","0","0","0","0","979","0","0","0"
"4787","-5202.517","-487.0711","388.7988","15","0","0","0","0","0","0","0","0","980","0","0","0"
"4788","-5604.1","-462.396","402.061","25","0","0","0","0","0","0","0","0","981","0","0","0"
"4789","-5202.628","-486.8918","388.8206","15","0","0","0","0","0","0","0","0","982","0","0","0"
"4797","1209.31","-4120.02","23.3278","5","0","0","0","0","1","0","0","0","983","0","0","0"
"4798","1176.68","-4105.36","19.1896","5","0","0","0","0","1","0","0","0","984","0","0","0"
"4799","1208.18","-4097.02","21.4046","5","0","0","0","0","1","0","0","0","985","0","0","0"
"4800","1180.48","-4095","18.3713","6","0","0","0","0","1","0","0","0","986","0","0","0"
"4801","1569.8","-4398.7","16.0516","0","35","35","35","0","1","0","0","0","987","0","1","0"
"4802","1936.41","-4685.75","34.8435","35","27","27","27","0","1","0","0","0","988","0","0","0"
"4803","1920.97","-4277.59","26.548","0","27","27","27","0","1","0","0","0","989","0","1","0"
"4804","1608.47","-4161.18","49.5772","35","35","35","35","0","1","0","0","0","990","0","0","0"
"4806","2563.22","-5008.76","293.707","0","0.7963","7.906","16.91","5.725","571","0","0","0","992","0","1","0"
"4807","835.0719","-4515.311","5.789046","25","0.2778","0.2778","0.2778","0","1","0","0","0","993","0","0","0"
"4808","1179.27","-4220.92","23.7119","15","0","0","0","0","1","0","0","0","994","0","0","0"
"4809","1179.19","-4221.25","23.7034","15","0","0","0","0","1","0","0","0","995","0","0","0"
"4810","835.3138","-4515.071","5.789226","25","0","0","0","0","1","0","0","0","996","0","0","0"
"4820","-5187.41","-557.625","397.176","6","0","0","0","0","0","0","0","0","997","0","0","0"
"4829","1156.79","-4161.67","20.8671","6","0","0","0","0","1","0","0","0","999","0","0","0"
"4838","273.722","-148.903","190.104","20","0","0","0","0","574","0","0","0","1002","0","0","0"
"4840","14666.9","-16268","8E-05","0","69.31","4.004","10","0","451","0","0","0","1003","0","1","0"
"4841","14667.3","-16165.5","0","0","69.31","4.004","10","0","451","0","0","0","1004","0","1","0"
"4847","12831.2","-7011.44","50.5932","0","103.6","64.04","67.04","5.434","530","0","0","0","1005","0","1","0"
"4849","231.891","-271.377","-7.65113","0","100","100","100","0","585","0","0","0","1007","0","1","0"
"4850","3841.5","6415.01","26.1158","0","94.81","38.36","12.71","5.457","571","0","0","0","1008","0","1","0"
"4851","9346.08","-7266.77","14.7024","2","0","0","0","0","530","0","0","0","1009","0","0","0"
"4852","-3999.62","-11909.6","-1.50936","2","0","0","0","0","530","0","0","0","1010","0","0","0"
"4853","1595.6","679.533","52.6303","0","35.14","88.18","33.69","5.576","580","0","0","0","1011","0","1","0"
"4854","16528.9","16138.8","69.4444","0","5.443","8.211","10.41","0.002603","451","0","0","0","1012","0","1","0"
"4857","4111.4","3734.86","92.1429","0","36.66","39.27","28.01","1.986","571","0","0","0","1013","0","1","0"
"4858","4094.13","3493.5","131.667","0","22.44","26.14","21.22","4.222","571","0","0","0","1014","0","1","0"
"4860","3794.66","3431.49","82.9726","0","26.93","31.16","33.65","2.696","571","0","0","0","1016","0","1","0"
"4861","4512.05","5709.59","81.5041","15","0","0","0","0","571","0","0","0","1017","0","0","0"
"4867","4177.1","5280.73","35.6931","0","19.49","19.24","24.25","6.248","571","0","0","0","1018","0","1","0"
"4868","3464.73","4169.05","17.193","29.9179","18","57.06","0","6.212","571","0","0","0","1019","0","0","0"
"4871","2782.77","6575.04","48.9811","0","109.2","48.46","5","0.6943","571","0","0","0","1020","0","1","0"
"4872","2879.86","6477.7","79.1326","0","57.37","37.23","5","10","571","0","0","0","1021","0","1","0"
"4873","3073.21","6301.74","94.5213","0","49.34","71.22","10","2.227","571","0","0","0","1022","0","1","0"
"4874","-1983.06","5089.1","7.85394","2","0","0","0","0","530","0","0","0","1023","0","0","0"
"4883","3210.94","6091.29","138.027","0","37.62","34.51","7.88","0","571","0","0","0","1032","0","1","0"
"4885","-5.89453","-0.123698","-2.80323","0","3.432","16.14","7.543","0","585","0","0","0","1033","0","1","0"
"4887","12878.8","-7348.74","65.531","0","19","17","36","5.802","530","0","0","0","1034","0","1","0"
"4889","12551","-6775.15","15.0531","0","5","12","35","6.264","530","0","0","0","1035","0","1","0"
"4891","1797.29","925.317","15.0566","0","4.924","14.66","16.77","6.264","580","0","0","0","1036","0","1","0"
"4894","3728.83","5146.3","24.6281","20","0","0","0","0","571","0","0","0","1037","0","0","0"
"4896","3964.91","5462.49","28.3117","0","34.48","35.83","71.28","0","571","0","0","0","1038","0","1","0"
"4899","4012.53","4832.46","-12.8959","0","188.7","184.6","35.98","0.7809","571","0","0","0","1040","0","1","0"
"4901","9456.35","-9920.73","-1.7E-05","0","26.02","36.38","1","0","451","0","0","0","1041","0","1","0"
"4909","16116.6","16251.2","69.4445","18.9731","0","0","0","0","451","0","0","0","1043","0","0","0"
"4910","2814.05","6205.06","86.0069","0","19.6","34.91","13.87","0.759","571","0","0","0","1044","0","1","0"
"4914","3571.27","6650.79","195.18","15.584","0","0","0","0","571","0","0","0","1046","0","0","0"
"4916","4154.01","7424.17","534.108","0","132","52.57","65.11","0","571","0","0","0","1048","0","1","0"
"4937","1807.27","597.651","52","0","65.13","10.16","17.63","5.953","580","0","0","0","1066","0","1","0"
"4946","4784.3","-4404.07","198.185","0","10.52","13.72","14.72","0.5121","571","0","0","0","1072","0","1","0"
"4947","4662.24","-4609.61","208.776","0","7.131","21.24","19.14","0.921","571","0","0","0","1073","0","1","0"
"4948","4530.12","-4442.18","186.355","0","24.48","16","21.11","4.369","571","0","0","0","1074","0","1","0"
"4949","3831.36","1582.25","290.141","20","0","0","0","0","571","0","0","0","1075","0","0","0"
"4950","3684.76","2154.15","35.0502","0","48.25","27.08","17.24","6.204","571","0","0","0","1076","0","1","0"
"4951","2432.4","1702.13","-13.7869","0","65.9","37.21","105.1","0","571","0","0","0","1077","0","1","0"
"4952","4013.18","5376.05","24.2802","0","6.349","59.44","20","5.851","571","0","0","0","1078","0","1","0"
"4953","4686.16","-328.257","271.202","26.8065","39.81","35.91","20","5.498","451","0","0","0","1079","0","0","0"
"4954","184.844","-6.53175","-10","0","40","75","20","0","576","0","0","0","1080","0","1","0"
"4955","184.844","-6.53175","-10","0","40","75","20","0","576","0","0","0","1081","0","1","0"
"4956","3107.73","616.759","25.0178","0","284.1","85","159.2","0.01027","571","0","0","0","1082","0","1","0"
"4958","-51.70095","-145.8199","115.9254","2","0","0","0","1.15","25","0","0","0","1083","0","0","0"
"4960","3819.71","1537.18","89.7245","15","0","0","0","0","571","0","0","0","1084","0","0","0"
"4963","2418.66","6455.67","54.4785","70","0","0","0","0","571","0","0","0","1086","0","0","0"
"4964","3474.56","2009.88","64.8677","5.5","0","0","0","0","571","0","0","0","1087","0","0","0"
"4965","3410.58","-2792.51","201.521","0","36.21","29.14","30","0.624","571","0","0","0","1088","0","1","0"
"4966","4600.54","-4241.68","178.855","0","6.63","5.859","6","0.8206","571","0","0","0","1089","0","1","0"
"4967","3873.29","-4544.74","209.455","0","12.97","10","11","6.128","571","0","0","0","1090","0","1","0"
"4968","4245.74","1035.63","58.6367","0","26.4","19.04","50","1.994","571","0","0","0","1091","0","1","0"
"4969","4153.41","1100.76","58.9238","0","26.4","19.04","50","0.4332","571","0","0","0","1092","0","1","0"
"4970","3275.55","-2186.71","112.099","0","60.71","73.1","130","5.895","571","0","0","0","1093","0","1","0"
"4971","4676.14","-62.8107","68.8773","0","63.38","22.42","30","0.4809","571","0","0","0","1094","0","1","0"
"4972","4679.39","-126.663","74.0737","0","23.57","11.42","30","0.08563","571","0","0","0","1095","0","1","0"
"4973","4631.7","-258.707","82.8057","0","23.57","11.42","30","5.938","571","0","0","0","1096","0","1","0"
"4974","4594.69","-334.825","83.0008","0","27.16","10.26","30","6.142","571","0","0","0","1097","0","1","0"
"4975","2777.36","930.287","22.5387","9.47702","0","0","0","0","571","0","0","0","1098","0","0","0"
"4976","700.152","-2933.4","-3.06844","13.9645","0","0","0","0","571","0","0","0","1099","0","0","0"
"4977","3003.4","4050.11","26.3682","10.2608","0","0","0","0","571","0","0","0","1100","0","0","0"
"4979","3215.04","-677.957","176","0","17","23","20","5.811","571","0","0","0","1101","0","1","0"
"4981","145.759","-17.6421","-13","0","10","4","10","0","576","0","0","0","1102","0","1","0"
"4983","3902.79","6985.69","75","0","4.5","10","12","0.06263","571","0","608","0","1103","2","1","64"
"4984","2724.92","-241.81","142.766","0","8.149","5.427","20","0.6438","571","0","0","0","1104","0","1","0"
"4985","4376.71","1681.46","130.437","0","16.37","9.333","30","0.1294","571","0","0","0","1105","0","1","0"
"4986","4415.35","1852.89","164.205","26.3237","34.57","33.17","30","5.894","571","0","0","0","1106","0","0","0"
"4987","2827.86","-423.103","119.44","0","8.396","8.197","2.411","6.273","571","0","0","0","1107","0","1","0"
"4988","4527.15","1741.89","168.424","26.3237","34.57","33.17","30","5.894","571","0","0","0","1108","0","0","0"
"4989","4569.93","1674.32","171.234","26.3237","34.57","33.17","30","5.894","571","0","0","0","1109","0","0","0"
"4990","-481.042","1492.95","19.9321","0","121.7","113.3","16.03","0","0","0","0","0","1110","1","1","0"
"4991","330.903","-508.43","104.272","0","31.62","21.84","30","0","575","0","0","0","1111","0","1","0"
"4993","3635","-712","225","0","54","26","25","6.162","571","0","0","0","1112","0","1","0"
"4998","4775.32","-2017.16","235","0","12","13","12","0","571","0","0","0","1115","0","1","0"
"5000","-519.182","-481.424","16","0","5","20","15","2.364","600","0","0","0","1116","0","1","0"
"5001","1084.35","1054.62","225","0","700","700","100","0","578","0","0","0","1117","0","1","0"
"5003","6375.71","-2611.99","319.19","0","61.02","38.47","24.54","0","571","0","0","0","1118","0","1","0"
"5004","601.694","-255.2","-225","0","420","725","100","0","576","0","0","0","1119","0","1","0"
"5010","8922.03","-963.434","1052","0","6","27.12","30","4.689","571","0","0","0","1122","0","1","0"
"5012","1153.87","816.262","195.35","0","50","6","25","0","599","0","0","0","1123","0","1","0"
"5014","-11104.7","-1961.55","74.9082","6","10","0","0","0","532","0","0","0","1124","0","0","0"
"5015","-11099.7","-1967.22","76.1593","0","8","4","12","0.687","532","0","0","0","1125","0","1","0"
"5017","2990.57","-5632.36","330.943","3","0","0","0","0","609","0","0","0","1126","0","0","0"
"5029","2985.49","-5640.01","327.269","3","0","0","0","0","609","0","0","0","1127","0","0","0"
"5030","6721.12","5113.89","-15.0462","15.653","0","0","0","0","571","0","0","0","1128","0","0","0"
"5045","3842.4","1478.42","90.5165","0","61.07","73.22","110","0.02797","571","0","0","0","1133","0","1","0"
"5046","4873.24","5170.08","-82.0098","0","5.136","8.152","20.04","0.4056","571","0","0","0","1134","0","1","0"
"5047","-6157.59","-1336.14","-167.924","0","3.317","5.271","11","5.534","1","0","0","0","1135","0","1","0"
"5048","4884.94","5175.64","-83.7029","0","0","0","0","0.4599","571","0","0","0","1136","0","1","0"
"5049","-6161.97","-1331.44","-168.959","0","0","0","0","0","1","0","0","0","1137","0","1","0"
"5051","6175.18","-2017.31","245.078","3.75","0","0","0","0","571","0","0","0","1138","0","0","0"
"5052","5718.06","-4384.45","386.178","0","19.25","12.32","13.26","6.271","571","0","0","0","1139","0","1","0"
"5056","5961.35","-2168.95","422","30","0","0","0","0","571","0","0","0","1140","0","0","0"
"5057","5365.84","-2283.55","365","20","0","0","0","0","571","0","0","0","1141","0","0","0"
"5058","6287.96","-3780.31","480.419","30","0","0","0","0","571","0","0","0","1142","0","0","0"
"5059","5968.3","-3316.75","400","25","0","0","0","0","571","0","0","0","1143","0","0","0"
"5060","6967.72","-4266.59","560","40","0","0","0","0","571","0","0","0","1144","0","0","0"
"5061","6175.41","-2017.66","404.223","3.75","0","0","0","0","571","0","0","0","1145","0","0","0"
"5062","5451.11","-2632.32","306.253","0","49.97","50.6","30","0","571","0","0","0","1146","0","1","0"
"5079","6175.17","-2017.84","411.958","3.75","0","0","0","0","571","0","0","0","1147","0","0","0"
"5080","6175.24","-2017.43","454.998","3.75","0","0","0","0","571","0","0","0","1148","0","0","0"
"5082","1225.81","-164.372","60","0","10","60","20","0","602","0","0","0","1149","0","1","0"
"5083","1187.09","-164.228","60","0","10","60","20","0","602","0","0","0","1150","0","1","0"
"5084","1174.98","-193.799","60","0","10","60","20","4.712","602","0","0","0","1151","0","1","0"
"5085","1807.49","1275.99","141.677","6.54932","9.694","8.81","4","0","595","0","0","0","1152","0","0","0"
"5086","1410.06","-5834.19","132.43","1","0","0","0","0","609","0","367","0","1153","0","0","0"
"5087","1877.31","-5769","83.8075","0","27.56","22.66","9.063","0","609","0","0","0","1154","0","1","0"
"5088","1407.9","-5836.55","139.234","0","10.91","13.58","19.31","5.489","609","0","0","0","1155","0","1","0"
"5089","1392.85","-5831.53","140.604","0","17.44","28.12","19.31","5.489","609","0","0","0","1156","0","1","0"
"5091","1330.84","281.896","65","0","70","15","30","0","602","0","0","0","1157","0","1","0"
"5093","9188.82","-1390.01","1144","0","10","40","71","5.541","571","0","0","0","1158","0","1","0"
"5094","1319.81","-5771.6","137.749","0","10.52","8.039","5.212","0","609","0","367","0","1159","0","1","0"
"5095","6630.66","-4605.93","560","40","0","0","0","0","571","0","0","0","1160","0","0","0"
"5096","6230.04","-4213.37","490","35","0","0","0","0","571","0","0","0","1161","0","0","0"
"5097","5245","-3422.66","342.361","40","0","0","0","0","571","0","0","0","1162","0","0","0"
"5098","6042.68","-1895.15","330","40","0","0","0","0","571","0","0","0","1163","0","0","0"
"5099","1322.28","-5742.74","137.475","0","7.264","7.13","5.212","0","609","0","367","0","1164","0","1","0"
"5100","1320.78","-5763.85","137.819","0","8.149","3.909","5.733","0","609","0","367","0","1165","0","1","0"
"5101","1330.72","-5755.86","137.48","0","7.676","4.392","5.075","0","609","0","367","0","1166","0","1","0"
"5102","1321.06","-5754.2","137.429","0","9.819","6.171","4.644","0","609","0","367","0","1167","0","1","0"
"5103","1328.69","-5771.26","137.774","0","5.275","7.314","4.924","0","609","0","367","0","1168","0","1","0"
"5104","1330.1","-5764.62","137.821","0","8.725","4.932","4.186","0","609","0","367","0","1169","0","1","0"
"5105","1330.72","-5748.67","137.393","0","8.973","6.474","4.8","0","609","0","367","0","1170","0","1","0"
"5106","1330.5","-5741.34","137.565","0","7.662","7.904","2.694","0","609","0","367","0","1171","0","1","0"
"5107","1321.79","-5748.83","137.382","0","7.594","3.916","5.814","0","609","0","367","0","1172","0","1","0"
"5108","6309.87","5950.04","81.9525","0","14.46","6.961","21.33","5.059","571","0","0","0","1173","0","1","0"
"5113","404.282","53.5383","252.428","0","7.588","10.94","5","0.3108","601","0","0","0","1176","0","1","0"
"5115","405.542","803.135","831.913","0","24","8","5","0.6986","601","0","0","0","1177","0","1","0"
"5117","3668.29","2174.63","36.2343","0","8","22.5","5","5.538","571","0","0","0","1178","0","1","0"
"5127","2479.34","-5495.73","421.841","4","0","0","0","0","0","0","0","0","1179","0","0","0"
"5128","2469.29","-5545.84","546.101","4","0","0","0","0","0","0","0","0","1180","0","0","0"
"5129","2362.55","-5574.54","421.838","4","0","0","0","0","0","0","0","0","1181","0","0","0"
"5130","2412.68","-5584.65","546.101","4","0","0","0","0","0","0","0","0","1182","0","0","0"
"5131","2558.37","-5612.56","421.835","4","0","0","0","0","0","0","0","0","1183","0","0","0"
"5132","2508.14","-5602.5","546.101","4","0","0","0","0","0","0","0","0","1184","0","0","0"
"5133","2441.37","-5691.42","421.834","4","0","0","0","0","0","0","0","0","1185","0","0","0"
"5134","2451.5","-5641.27","546.101","4","0","0","0","0","0","0","0","0","1186","0","0","0"
"5135","2427.67","-5548.64","542.091","4","0","0","0","0","0","0","0","0","1187","0","0","0"
"5136","2505.39","-5563.9","542.089","2","0","0","0","0","0","0","0","0","1188","0","0","0"
"5137","2419.03","-5622.17","542.071","3","0","0","0","0","0","0","0","0","1189","0","0","0"
"5138","2486.99","-5636.42","542.136","3","0","0","0","0","0","0","0","0","1190","0","0","0"
