Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6
"13151","54345","55566","0","5","4","0","1","16","3"
"13152","54346","55567","0","5","4","0","1","16","4"
"13153","54347","55568","0","5","4","0","1","16","5"
"13154","54348","55569","0","5","4","0","1","16","6"
"13155","54349","55570","0","5","4","0","1","16","7"
"13156","54350","55571","0","5","4","0","1","16","8"
"13157","54351","55572","0","5","4","0","1","17","0"
"13158","54352","55573","0","5","4","0","1","17","1"
"13159","54353","55574","0","5","4","0","1","17","2"
"13160","54354","55575","0","5","4","0","1","17","3"
"13161","54355","55576","0","5","4","0","1","17","4"
"13162","54356","55577","0","5","4","0","1","17","5"
"13163","54357","55578","0","5","4","0","1","17","6"
"13164","54358","55579","0","5","4","0","1","17","7"
"13165","54359","55580","0","5","4","0","1","17","8"
"13166","53172","57177","0","5","2","1","1","9","0"
"13167","51880","57178","0","5","2","1","1","9","1"
"13168","51881","57179","0","5","2","1","1","9","2"
"13169","51882","57180","0","5","2","1","1","9","3"
"13170","53173","57181","0","5","2","1","1","9","4"
"13171","53207","57182","0","5","2","1","1","9","5"
"13172","53174","57183","0","5","2","1","1","9","6"
"13173","53175","57184","0","5","2","1","1","9","7"
"13174","53176","57185","0","5","2","1","1","9","8"
"13175","53177","57186","0","5","2","1","1","10","0"
"13176","53178","57187","0","5","2","1","1","10","1"
"13177","53179","57188","0","5","2","1","1","10","2"
"13178","53180","57189","0","5","2","1","1","10","3"
"13179","53181","57190","0","5","2","1","1","10","4"
"13180","52156","57191","0","5","2","1","1","10","5"
"13181","52157","57192","0","5","2","1","1","10","6"
"13182","52158","57193","0","5","2","1","1","10","7"
"13183","52159","57194","0","5","2","1","1","10","8"
"13184","52160","57195","0","5","2","1","1","11","0"
"13185","52161","57196","0","5","2","1","1","11","1"
"13186","52162","57197","0","5","2","1","1","11","2"
"13187","52163","57198","0","5","2","1","1","11","3"
"13188","52164","57199","0","5","2","1","1","11","4"
"13189","52165","57200","0","5","2","1","1","11","5"
"13190","52166","57201","0","5","2","1","1","11","6"
"13191","52167","57202","0","5","2","1","1","11","7"
"13192","52168","57203","0","5","2","1","1","11","8"
"13193","52169","57204","0","5","2","1","1","12","0"
"13194","52170","57205","0","5","2","1","1","12","1"
"13195","52171","57206","0","5","2","1","1","12","2"
"13196","52172","57371","0","5","2","1","1","12","3"
"13197","52173","57372","0","5","2","1","1","12","4"
"13198","52174","57373","0","5","2","1","1","12","5"
"13199","52175","57374","0","5","2","1","1","12","6"
"13200","52176","57375","0","5","2","1","1","12","7"
"13201","52177","57376","0","5","2","1","1","12","8"
"13202","52178","57377","0","5","2","1","1","13","0"
"13203","52179","57378","0","5","2","1","1","13","1"
"13204","53182","57379","0","5","2","1","1","13","2"
"13205","53183","57380","0","5","2","1","1","13","3"
"13206","52180","57381","0","5","2","1","1","13","4"
"13207","52181","57382","0","5","2","1","1","13","5"
"13208","52182","57383","0","5","2","1","1","13","6"
"13209","52183","57384","0","5","2","1","1","13","7"
"13210","53184","57385","0","5","2","1","1","13","8"
"13211","53185","57386","0","5","2","1","1","14","0"
"13212","52184","57387","0","5","2","1","1","14","1"
"13213","52185","57388","0","5","2","1","1","14","2"
"13214","52186","57389","0","5","2","1","1","14","3"
"13215","52187","53191","0","5","2","1","1","14","4"
"13216","52188","57390","0","5","2","1","1","14","5"
"13217","52189","57391","0","5","2","1","1","14","6"
"13218","52190","57392","0","5","2","1","1","14","7"
"13219","52191","57393","0","5","2","1","1","14","8"
"13220","52192","57394","0","5","2","1","1","15","0"
"13221","52193","57395","0","5","2","1","1","15","1"
"13222","52194","57396","0","5","2","1","1","15","2"
"13223","52195","57397","0","5","2","1","1","15","3"
"13224","52196","57398","0","5","2","1","1","15","4"
"13225","52197","57399","0","5","2","1","1","15","5"
"13226","52198","57400","0","5","2","1","1","15","6"
"13227","52199","57401","0","5","2","1","1","15","7"
"13228","52200","57402","0","5","2","1","1","15","8"
"13229","52201","57403","0","5","2","1","1","16","0"
"13230","52202","57404","0","5","2","1","1","16","1"
"13231","52203","57405","0","5","2","1","1","16","2"
"13232","52204","57406","0","5","2","1","1","16","3"
"13233","52205","57407","0","5","2","1","1","16","4"
"13234","52206","57408","0","5","2","1","1","16","5"
"13235","52207","57409","0","5","2","1","1","16","6"
"13236","52208","57410","0","5","2","1","1","16","7"
"13237","52209","57411","0","5","2","1","1","16","8"
"13238","52210","57412","0","5","2","1","1","17","0"
"13239","52211","57413","0","5","2","1","1","17","1"
"13240","52212","57414","0","5","2","1","1","17","2"
"13241","52213","57415","0","5","2","1","1","17","3"
"13242","52214","57416","0","5","2","1","1","17","4"
"13243","57169","57417","0","5","2","1","1","17","5"
"13244","53186","57418","0","5","2","1","1","17","6"
"13245","57170","57419","0","5","2","1","1","17","7"
"13246","57171","57420","0","5","2","1","1","17","8"
"13247","57882","58702","0","5","2","0","1","9","0"
"13248","57883","58703","0","5","2","0","1","9","1"
"13249","57884","58704","0","5","2","0","1","9","2"
"13250","57885","58705","0","5","2","0","1","9","3"
"13251","57886","58706","0","5","2","0","1","9","4"
"13252","53193","58707","0","5","2","0","1","9","5"
"13253","57887","58708","0","5","2","0","1","9","6"
"13254","57888","58709","0","5","2","0","1","9","7"
"13255","57889","58710","0","5","2","0","1","9","8"
"13256","57890","58711","0","5","2","0","1","10","0"
"13257","57891","58712","0","5","2","0","1","10","1"
"13258","57892","58713","0","5","2","0","1","10","2"
"13259","57893","58714","0","5","2","0","1","10","3"
"13260","58322","58715","0","5","2","0","1","10","4"
"13261","58323","59005","0","5","2","0","1","10","5"
"13262","58324","59006","0","5","2","0","1","10","6"
"13263","58325","59007","0","5","2","0","1","10","7"
"13264","58326","59008","0","5","2","0","1","10","8"
"13265","58327","59009","0","5","2","0","1","11","0"
"13266","58328","59010","0","5","2","0","1","11","1"
"13267","58329","59011","0","5","2","0","1","11","2"
"13268","58330","59012","0","5","2","0","1","11","3"
"13269","58331","59013","0","5","2","0","1","11","4"
"13270","58332","59014","0","5","2","0","1","11","5"
"13271","58333","59015","0","5","2","0","1","11","6"
"13272","58334","59016","0","5","2","0","1","11","7"
"13273","58335","59017","0","5","2","0","1","11","8"
"13274","58336","59018","0","5","2","0","1","12","0"
"13275","58337","59019","0","5","2","0","1","12","1"
"13276","58338","59020","0","5","2","0","1","12","2"
"13277","58339","59021","0","5","2","0","1","12","3"
"13278","58340","59022","0","5","2","0","1","12","4"
"13279","58341","59023","0","5","2","0","1","12","5"
"13280","58342","59024","0","5","2","0","1","12","6"
"13281","58343","59025","0","5","2","0","1","12","7"
"13282","58344","59026","0","5","2","0","1","12","8"
"13283","58345","59027","0","5","2","0","1","13","0"
"13284","58346","59028","0","5","2","0","1","13","1"
"13285","58347","59029","0","5","2","0","1","13","2"
"13286","58348","59030","0","5","2","0","1","13","3"
"13287","58349","59031","0","5","2","0","1","13","4"
"13288","58350","59032","0","5","2","0","1","13","5"
"13289","58351","59033","0","5","2","0","1","13","6"
"13290","58352","59034","0","5","2","0","1","13","7"
"13291","58353","59035","0","5","2","0","1","13","8"
"13292","58354","59036","0","5","2","0","1","14","0"
"13293","58355","59037","0","5","2","0","1","14","1"
"13294","58356","59038","0","5","2","0","1","14","2"
"13295","58357","59039","0","5","2","0","1","14","3"
"13296","58358","59040","0","5","2","0","1","14","4"
"13297","58359","59041","0","5","2","0","1","14","5"
"13298","58360","59042","0","5","2","0","1","14","6"
"13299","58361","59043","0","5","2","0","1","14","7"
"13300","58362","59044","0","5","2","0","1","14","8"
"13301","58363","59045","0","5","2","0","1","15","0"
"13302","58364","59046","0","5","2","0","1","15","1"
"13303","58365","59047","0","5","2","0","1","15","2"
"13304","58366","59048","0","5","2","0","1","15","3"
"13305","58367","59049","0","5","2","0","1","15","4"
"13306","58368","59050","0","5","2","0","1","15","5"
"13307","58369","59051","0","5","2","0","1","15","6"
"13308","58370","59052","0","5","2","0","1","15","7"
"13309","58371","59053","0","5","2","0","1","15","8"
"13310","58372","59054","0","5","2","0","1","16","0"
"13311","58373","59055","0","5","2","0","1","16","1"
"13312","58374","59056","0","5","2","0","1","16","2"
"13313","58375","59057","0","5","2","0","1","16","3"
"13314","58376","59058","0","5","2","0","1","16","4"
"13315","58377","59059","0","5","2","0","1","16","5"
"13316","58378","59060","0","5","2","0","1","16","6"
"13317","58379","59061","0","5","2","0","1","16","7"
"13318","58380","59062","0","5","2","0","1","16","8"
"13319","58381","53198","0","5","2","0","1","17","0"
"13320","58382","59063","0","5","2","0","1","17","1"
"13321","58383","59064","0","5","2","0","1","17","2"
"13322","58384","59065","0","5","2","0","1","17","3"
"13323","58385","59066","0","5","2","0","1","17","4"
"13324","56422","59067","0","5","2","0","1","17","5"
"13325","58676","56423","0","5","2","0","1","17","6"
"13326","53194","56424","0","5","2","0","1","17","7"
"13327","58677","56425","0","5","2","0","1","17","8"
"13328","56768","57263","0","5","6","1","1","4","0"
"13329","56768","57263","0","5","6","1","1","4","1"
"13330","56769","57264","0","5","6","1","1","4","2"
"13331","56769","57264","0","5","6","1","1","4","3"
"13332","56770","57265","0","5","6","1","1","4","4"
"13333","56770","57265","0","5","6","1","1","4","5"
"13334","57230","57468","0","5","6","1","1","4","6"
"13335","57230","57468","0","5","6","1","1","4","7"
"13336","57231","57469","0","5","6","1","1","4","8"
"13337","57231","57469","0","5","6","1","1","4","9"
"13338","57232","57470","0","5","6","1","1","4","10"
"13339","57233","57471","0","5","6","1","1","5","0"
"13340","57233","57471","0","5","6","1","1","5","1"
"13341","57234","57472","0","5","6","1","1","5","2"
"13342","57234","57472","0","5","6","1","1","5","3"
"13343","57235","57473","0","5","6","1","1","5","4"
"13344","57235","57473","0","5","6","1","1","5","5"
"13345","57236","57474","0","5","6","1","1","5","6"
"13346","57236","57474","0","5","6","1","1","5","7"
"13347","57237","57475","0","5","6","1","1","5","8"
"13348","57237","57475","0","5","6","1","1","5","9"
"13349","57238","57476","0","5","6","1","1","5","10"
"13350","57239","57477","0","5","6","1","1","6","0"
"13351","57239","57477","0","5","6","1","1","6","1"
"13352","57240","57478","0","5","6","1","1","6","2"
"13353","57240","57478","0","5","6","1","1","6","3"
"13354","57241","57479","0","5","6","1","1","6","4"
"13355","57241","57479","0","5","6","1","1","6","5"
"13356","57242","57480","0","5","6","1","1","6","6"
"13357","57242","57480","0","5","6","1","1","6","7"
"13358","57243","57481","0","5","6","1","1","6","8"
"13359","57243","57481","0","5","6","1","1","6","9"
"13360","57244","57482","0","5","6","1","1","6","10"
"13361","57245","57483","0","5","6","1","1","7","0"
"13362","57245","57483","0","5","6","1","1","7","1"
"13363","57246","57484","0","5","6","1","1","7","2"
"13364","57246","57484","0","5","6","1","1","7","3"
"13365","57247","57485","0","5","6","1","1","7","4"
"13366","57247","57485","0","5","6","1","1","7","5"
"13367","57248","57486","0","5","6","1","1","7","6"
"13368","57248","57486","0","5","6","1","1","7","7"
"13369","57249","57487","0","5","6","1","1","7","8"
"13370","57249","57487","0","5","6","1","1","7","9"
"13371","57250","57488","0","5","6","1","1","7","10"
"13372","57511","58464","0","5","6","0","1","5","0"
"13373","57512","58465","0","5","6","0","1","5","1"
"13374","57513","58466","0","5","6","0","1","5","2"
"13375","57514","58467","0","5","6","0","1","5","3"
"13376","57515","58468","0","5","6","0","1","5","4"
"13377","57516","58469","0","5","6","0","1","5","5"
"13378","57517","58470","0","5","6","0","1","5","6"
"13379","57518","58471","0","5","6","0","1","5","7"
"13380","57519","58472","0","5","6","0","1","5","8"
"13381","57520","58473","0","5","6","0","1","5","9"
"13382","57521","58474","0","5","6","0","1","5","10"
"13383","57522","58475","0","5","6","0","1","5","11"
"13384","58196","55082","0","5","6","0","1","5","12"
"13385","58197","55083","0","5","6","0","1","5","13"
"13386","53565","55084","0","5","6","0","1","5","14"
"13387","58198","55085","0","5","6","0","1","5","15"
"13388","58199","55086","0","5","6","0","1","5","16"
"13389","58200","55087","0","5","6","0","1","5","17"
"13390","58201","55088","0","5","6","0","1","5","18"
"13391","58202","55089","0","5","6","0","1","6","0"
"13392","58203","55090","0","5","6","0","1","6","1"
"13393","58204","55091","0","5","6","0","1","6","2"
"13394","58205","55092","0","5","6","0","1","6","3"
"13395","53209","55093","0","5","6","0","1","6","4"
"13396","58206","55094","0","5","6","0","1","6","5"
"13397","53566","55095","0","5","6","0","1","6","6"
"13398","58207","55096","0","5","6","0","1","6","7"
"13399","58208","55097","0","5","6","0","1","6","8"
"13400","58209","53215","0","5","6","0","1","6","9"
"13401","58210","55098","0","5","6","0","1","6","10"
"13402","58211","55099","0","5","6","0","1","6","11"
"13403","58212","55100","0","5","6","0","1","6","12"
"13404","58213","55101","0","5","6","0","1","6","13"
"13405","58214","55102","0","5","6","0","1","6","14"
"13406","58215","55103","0","5","6","0","1","6","15"
"13407","58216","55104","0","5","6","0","1","6","16"
"13408","58217","55105","0","5","6","0","1","6","17"
"13409","58218","55106","0","5","6","0","1","6","18"
"13410","53210","55107","0","5","6","0","1","7","0"
"13411","58219","55108","0","5","6","0","1","7","1"
"13412","58220","55109","0","5","6","0","1","7","2"
"13413","58221","55110","0","5","6","0","1","7","3"
"13414","58222","55111","0","5","6","0","1","7","4"
"13415","58223","55112","0","5","6","0","1","7","5"
"13416","58224","55113","0","5","6","0","1","7","6"
"13417","58225","55114","0","5","6","0","1","7","7"
"13418","58226","55115","0","5","6","0","1","7","8"
"13419","58227","55348","0","5","6","0","1","7","9"
"13420","53211","54021","0","5","6","0","1","7","10"
"13421","58228","54022","0","5","6","0","1","7","11"
"13422","58229","54023","0","5","6","0","1","7","12"
"13423","58230","54024","0","5","6","0","1","7","13"
"13424","58231","54025","0","5","6","0","1","7","14"
"13425","58232","53216","0","5","6","0","1","7","15"
"13426","58233","54026","0","5","6","0","1","7","16"
"13427","58419","54027","0","5","6","0","1","7","17"
"13428","58420","54028","0","5","6","0","1","7","18"
"13429","58421","54029","0","5","6","0","1","8","0"
"13430","58422","54030","0","5","6","0","1","8","1"
"13431","53567","55349","0","5","6","0","1","8","2"
"13432","58423","55350","0","5","6","0","1","8","3"
"13433","58424","55351","0","5","6","0","1","8","4"
"13434","58425","55352","0","5","6","0","1","8","5"
"13435","58426","55353","0","5","6","0","1","8","6"
"13436","58427","55354","0","5","6","0","1","8","7"
"13437","58428","55355","0","5","6","0","1","8","8"
"13438","58429","55356","0","5","6","0","1","8","9"
"13439","58430","55357","0","5","6","0","1","8","10"
"13440","58431","55358","0","5","6","0","1","8","11"
"13441","58432","55359","0","5","6","0","1","8","12"
"13442","58433","55360","0","5","6","0","1","8","13"
"13443","58434","55361","0","5","6","0","1","8","14"
"13444","58435","55362","0","5","6","0","1","8","15"
"13445","53212","55363","0","5","6","0","1","8","16"
"13446","58436","55364","0","5","6","0","1","8","17"
"13447","58437","55365","0","5","6","0","1","8","18"
"13448","58438","55366","0","5","6","0","1","9","0"
"13449","58439","55367","0","5","6","0","1","9","1"
"13450","58440","55368","0","5","6","0","1","9","2"
"13451","58441","54031","0","5","6","0","1","9","3"
"13452","58442","55369","0","5","6","0","1","9","4"
"13453","58443","55370","0","5","6","0","1","9","5"
"13454","58444","55371","0","5","6","0","1","9","6"
"13455","58445","55372","0","5","6","0","1","9","7"
"13456","58446","55373","0","5","6","0","1","9","8"
"13457","58447","55374","0","5","6","0","1","9","9"
"13458","58448","55375","0","5","6","0","1","9","10"
"13459","58449","55376","0","5","6","0","1","9","11"
"13460","58450","55377","0","5","6","0","1","9","12"
"13461","58451","55378","0","5","6","0","1","9","13"
"13462","58452","55379","0","5","6","0","1","9","14"
"13463","58453","55380","0","5","6","0","1","9","15"
"13464","58454","55381","0","5","6","0","1","9","16"
"13465","58455","55382","0","5","6","0","1","9","17"
"13466","58456","55383","0","5","6","0","1","9","18"
"13467","51980","52022","0","5","8","1","1","6","0"
"13468","51981","52023","0","5","8","1","1","6","1"
"13469","51982","52024","0","5","8","1","1","6","2"
"13470","51983","52025","0","5","8","1","1","6","3"
"13471","51984","52026","0","5","8","1","1","6","4"
"13472","51985","52027","0","5","8","1","1","6","5"
"13473","51986","54042","0","5","8","1","1","7","0"
"13474","51987","54043","0","5","8","1","1","7","1"
"13475","54036","54044","0","5","8","1","1","7","2"
"13476","51988","54045","0","5","8","1","1","7","3"
"13477","51989","54046","0","5","8","1","1","7","4"
"13478","51990","54047","0","5","8","1","1","7","5"
"13479","51991","54048","0","5","8","1","1","8","0"
"13480","51992","54049","0","5","8","1","1","8","1"
"13481","51993","54050","0","5","8","1","1","8","2"
"13482","51994","54051","0","5","8","1","1","8","3"
"13483","51995","54052","0","5","8","1","1","8","4"
"13484","51996","54053","0","5","8","1","1","8","5"
"13485","51997","54220","0","5","8","1","1","9","0"
"13486","51998","54221","0","5","8","1","1","9","1"
"13487","51999","54222","0","5","8","1","1","9","2"
"13488","52000","54223","0","5","8","1","1","9","3"
"13489","52001","54224","0","5","8","1","1","9","4"
"13490","54037","54225","0","5","8","1","1","9","5"
"13491","52002","54226","0","5","8","1","1","10","0"
"13492","52003","54227","0","5","8","1","1","10","1"
"13493","52004","54228","0","5","8","1","1","10","2"
"13494","52005","54229","0","5","8","1","1","10","3"
"13495","52006","54230","0","5","8","1","1","10","4"
"13496","52007","54231","0","5","8","1","1","10","5"
"13497","52008","54232","0","5","8","1","1","11","0"
"13498","52009","54233","0","5","8","1","1","11","1"
"13499","52010","54234","0","5","8","1","1","11","2"
"13500","52011","54235","0","5","8","1","1","11","3"
"13501","52012","54236","0","5","8","1","1","11","4"
"13502","52013","54237","0","5","8","1","1","11","5"
"13503","54259","55193","0","5","8","0","1","5","0"
"13504","54260","55194","0","5","8","0","1","5","1"
"13505","54261","55195","0","5","8","0","1","5","2"
"13506","54262","55196","0","5","8","0","1","5","3"
"13507","54263","55197","0","5","8","0","1","5","4"
"13508","54264","55198","0","5","8","0","1","5","5"
"13509","54265","55199","0","5","8","0","1","6","0"
"13510","54266","55200","0","5","8","0","1","6","1"
"13511","54267","55201","0","5","8","0","1","6","2"
"13512","54268","55202","0","5","8","0","1","6","3"
"13513","54269","55203","0","5","8","0","1","6","4"
"13514","54270","55204","0","5","8","0","1","6","5"
"13515","54271","55205","0","5","8","0","1","7","0"
"13516","54272","55206","0","5","8","0","1","7","1"
"13517","54273","55207","0","5","8","0","1","7","2"
"13518","54274","55208","0","5","8","0","1","7","3"
"13519","54275","55209","0","5","8","0","1","7","4"
"13520","54276","55210","0","5","8","0","1","7","5"
"13521","54277","55211","0","5","8","0","1","8","0"
"13522","54278","55212","0","5","8","0","1","8","1"
"13523","54279","55442","0","5","8","0","1","8","2"
"13524","54280","55443","0","5","8","0","1","8","3"
"13525","54281","55444","0","5","8","0","1","8","4"
"13526","55177","55445","0","5","8","0","1","8","5"
"13527","55178","55446","0","5","8","0","1","9","0"
"13528","55179","55447","0","5","8","0","1","9","1"
"13529","55180","55448","0","5","8","0","1","9","2"
"13530","55181","55449","0","5","8","0","1","9","3"
"13531","55182","55450","0","5","8","0","1","9","4"
"13532","55183","55451","0","5","8","0","1","9","5"
"13533","7086","7802","0","5","5","0","1","10","0"
"13534","7087","7803","0","5","5","0","1","10","1"
"13535","7744","7804","0","5","5","0","1","10","2"
"13536","7745","7805","0","5","5","0","1","10","3"
"13537","7746","7806","0","5","5","0","1","10","4"
"13538","7747","7807","0","5","5","0","1","10","5"
"13539","7748","7808","0","5","5","0","1","11","0"
"13540","7749","7809","0","5","5","0","1","11","1"
"13541","7750","7810","0","5","5","0","1","11","2"
"13542","7751","7811","0","5","5","0","1","11","3"
"13543","7752","7812","0","5","5","0","1","11","4"
"13544","7753","7813","0","5","5","0","1","11","5"
"13545","7754","7814","0","5","5","0","1","12","0"
"13546","7755","7815","0","5","5","0","1","12","1"
"13547","7756","7816","0","5","5","0","1","12","2"
"13548","7757","7817","0","5","5","0","1","12","3"
"13549","7758","7818","0","5","5","0","1","12","4"
"13550","7759","7819","0","5","5","0","1","12","5"
"13551","7760","7820","0","5","5","0","1","13","0"
"13552","7761","7821","0","5","5","0","1","13","1"
"13553","7762","7822","0","5","5","0","1","13","2"
"13554","7763","7823","0","5","5","0","1","13","3"
"13555","7764","7824","0","5","5","0","1","13","4"
"13556","7765","7825","0","5","5","0","1","13","5"
"13557","7766","7826","0","5","5","0","1","14","0"
"13558","7767","7827","0","5","5","0","1","14","1"
"13559","7768","7828","0","5","5","0","1","14","2"
"13560","7769","7829","0","5","5","0","1","14","3"
"13561","7770","7830","0","5","5","0","1","14","4"
"13562","7771","7831","0","5","5","0","1","14","5"
"13563","7772","7832","0","5","5","0","1","15","0"
"13564","7773","7833","0","5","5","0","1","15","1"
"13565","7774","7834","0","5","5","0","1","15","2"
"13566","7775","7835","0","5","5","0","1","15","3"
"13567","7776","7836","0","5","5","0","1","15","4"
"13568","7777","7837","0","5","5","0","1","15","5"
"13569","7778","7838","0","5","5","0","1","16","0"
"13570","7779","7839","0","5","5","0","1","16","1"
"13571","7780","7840","0","5","5","0","1","16","2"
"13572","7781","7841","0","5","5","0","1","16","3"
"13573","7782","7842","0","5","5","0","1","16","4"
"13574","7783","7843","0","5","5","0","1","16","5"
"13575","7784","7844","0","5","5","0","1","17","0"
"13576","7785","7845","0","5","5","0","1","17","1"
"13577","7786","7846","0","5","5","0","1","17","2"
"13578","7787","7847","0","5","5","0","1","17","3"
"13579","7788","7848","0","5","5","0","1","17","4"
"13580","7789","7849","0","5","5","0","1","17","5"
"13581","7790","7850","0","5","5","0","1","18","0"
"13582","7791","7851","0","5","5","0","1","18","1"
"13583","7792","7852","0","5","5","0","1","18","2"
"13584","7793","7853","0","5","5","0","1","18","3"
"13585","7794","7854","0","5","5","0","1","18","4"
"13586","7795","7855","0","5","5","0","1","18","5"
"13587","7796","7856","0","5","5","0","1","19","0"
"13588","7797","7857","0","5","5","0","1","19","1"
"13589","7798","7858","0","5","5","0","1","19","2"
"13590","7799","7859","0","5","5","0","1","19","3"
"13591","7800","7860","0","5","5","0","1","19","4"
"13592","7801","7861","0","5","5","0","1","19","5"
"13593","7507","7567","0","5","5","1","1","10","0"
"13594","7508","7568","0","5","5","1","1","10","1"
"13595","7509","7569","0","5","5","1","1","10","2"
"13596","7510","7570","0","5","5","1","1","10","3"
"13597","7511","7571","0","5","5","1","1","10","4"
"13598","7512","7572","0","5","5","1","1","10","5"
"13599","7513","7573","0","5","5","1","1","11","0"
"13600","7514","6994","0","5","5","1","1","11","1"
"13601","7515","6995","0","5","5","1","1","11","2"
"13602","7516","6996","0","5","5","1","1","11","3"
"13603","7517","6997","0","5","5","1","1","11","4"
"13604","7518","6998","0","5","5","1","1","11","5"
"13605","7519","6999","0","5","5","1","1","12","0"
"13606","7520","7000","0","5","5","1","1","12","1"
"13607","7521","7001","0","5","5","1","1","12","2"
"13608","7522","7002","0","5","5","1","1","12","3"
"13609","7523","7003","0","5","5","1","1","12","4"
"13610","7524","7004","0","5","5","1","1","12","5"
"13611","7525","7005","0","5","5","1","1","13","0"
"13612","7526","7006","0","5","5","1","1","13","1"
"13613","7527","7007","0","5","5","1","1","13","2"
"13614","7528","7008","0","5","5","1","1","13","3"
"13615","7529","7009","0","5","5","1","1","13","4"
"13616","7530","7010","0","5","5","1","1","13","5"
"13617","7531","7011","0","5","5","1","1","14","0"
"13618","7532","7012","0","5","5","1","1","14","1"
"13619","7533","7013","0","5","5","1","1","14","2"
"13620","7534","7014","0","5","5","1","1","14","3"
"13621","7535","7015","0","5","5","1","1","14","4"
"13622","7536","7016","0","5","5","1","1","14","5"
"13623","7537","7017","0","5","5","1","1","15","0"
"13624","7538","7018","0","5","5","1","1","15","1"
"13625","7539","7019","0","5","5","1","1","15","2"
"13626","7540","7020","0","5","5","1","1","15","3"
"13627","7541","7021","0","5","5","1","1","15","4"
"13628","7542","7022","0","5","5","1","1","15","5"
"13629","7543","7023","0","5","5","1","1","16","0"
"13630","7544","7024","0","5","5","1","1","16","1"
"13631","7545","7025","0","5","5","1","1","16","2"
"13632","7546","7026","0","5","5","1","1","16","3"
"13633","7547","7027","0","5","5","1","1","16","4"
"13634","7548","7028","0","5","5","1","1","16","5"
"13635","7549","7029","0","5","5","1","1","17","0"
"13636","7550","7030","0","5","5","1","1","17","1"
"13637","7551","7031","0","5","5","1","1","17","2"
"13638","7552","7032","0","5","5","1","1","17","3"
"13639","7553","7033","0","5","5","1","1","17","4"
"13640","7554","7034","0","5","5","1","1","17","5"
"13641","7555","7035","0","5","5","1","1","18","0"
"13642","7556","7036","0","5","5","1","1","18","1"
"13643","7557","7037","0","5","5","1","1","18","2"
"13644","7558","7038","0","5","5","1","1","18","3"
"13645","7559","7039","0","5","5","1","1","18","4"
"13646","7560","7040","0","5","5","1","1","18","5"
"13647","7561","7041","0","5","5","1","1","19","0"
"13648","7562","7042","0","5","5","1","1","19","1"
"13649","7563","7043","0","5","5","1","1","19","2"
"13650","7564","7044","0","5","5","1","1","19","3"
"13651","7565","7045","0","5","5","1","1","19","4"
"13652","7566","7046","0","5","5","1","1","19","5"
"13659","54250","55184","0","5","8","0","1","0","15"
"13660","54251","55185","0","5","8","0","1","0","16"
"13661","54252","55186","0","5","8","0","1","0","17"
"13662","54256","55190","0","5","8","0","1","3","15"
"13663","54257","55191","0","5","8","0","1","3","16"
"13664","54258","55192","0","5","8","0","1","3","17"
"13665","0","0","0","5","10","0","2","0","10"
"13666","0","0","0","5","10","0","2","0","11"
"13667","0","0","0","5","10","0","2","0","12"
"13668","0","0","0","5","10","0","2","1","10"
"13669","0","0","0","5","10","0","2","1","11"
"13670","0","0","0","5","10","0","2","1","12"
"13671","0","0","0","5","10","0","2","2","10"
"13672","0","0","0","5","10","0","2","2","11"
"13673","0","0","0","5","10","0","2","2","12"
"13674","0","0","0","5","10","0","2","3","10"
"13675","0","0","0","5","10","0","2","3","11"
"13676","0","0","0","5","10","0","2","3","12"
"13677","0","0","0","5","10","0","2","4","10"
"13678","0","0","0","5","10","0","2","4","11"
"13679","0","0","0","5","10","0","2","4","12"
"13680","0","0","0","5","10","0","2","5","10"
"13681","0","0","0","5","10","0","2","5","11"
"13682","0","0","0","5","10","0","2","5","12"
"13683","0","0","0","5","10","0","2","6","10"
"13684","0","0","0","5","10","0","2","6","11"
"13685","0","0","0","5","10","0","2","6","12"
"13686","0","0","0","5","10","0","2","7","10"
"13687","0","0","0","5","10","0","2","7","11"
"13688","0","0","0","5","10","0","2","7","12"
"13689","0","0","0","5","10","0","2","8","10"
"13690","0","0","0","5","10","0","2","8","11"
"13691","0","0","0","5","10","0","2","8","12"
"13692","0","0","0","5","10","0","2","9","10"
"13693","0","0","0","5","10","0","2","9","11"
"13694","0","0","0","5","10","0","2","9","12"
"13695","53205","53206","0","8","20","0","0","0","0"
"13696","0","0","0","8","20","0","1","0","0"
"13697","7304","0","0","1","20","0","3","0","0"
"13698","0","0","0","8","20","0","4","0","0"
"13699","0","0","0","1","20","1","0","0","0"
"13700","0","0","0","1","20","1","1","0","0"
"13701","0","0","0","1","20","1","3","0","0"
"13702","0","0","0","1","20","1","4","0","0"
"13703","54007","0","0","1","21","0","0","0","0"
"13704","53992","53997","0","1","21","0","1","0","0"
"13705","53986","0","0","1","21","0","3","0","0"
"13706","54007","0","0","1","21","0","4","0","0"
"13707","0","0","0","1","21","1","0","0","0"
"13708","0","0","0","1","21","1","1","0","0"
"13709","53986","0","0","1","21","1","3","0","0"
"13710","0","0","0","1","21","1","4","0","0"
"13711","54008","0","0","1","21","0","0","0","1"
"13712","53993","53998","0","1","21","0","1","0","1"
"13713","54008","0","0","1","21","0","4","0","1"
"13714","54009","0","0","1","21","0","0","0","2"
"13715","53994","53999","0","1","21","0","1","0","2"
"13716","54009","0","0","1","21","0","4","0","2"
"13717","54010","0","0","1","21","0","0","0","3"
