Id,Unknown0_0,Unknown0_1,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9
"392","0.454918","0.557377","Urok Doomhowl","Doomhowl is the true leader of the spire's ogres. This sinister figure has charmed his trusted aid, Highlord Omokk, with insidious magic to control Doomhowl's minions in his stead. He has gone to great lengths to keep up this charade, ruthlessly killing any ogres who challenge the highlord's rule.","209","721","4552","229","-1","0","5"
"393","0.539617","0.844263","Quartermaster Zigris","After the First War, the orc hunter Zigris became infamous for tracking down Stormwind refugees and slaughtering them like game. He loathes Blackrock Spire's claustrophobic halls, but he is certain a day will come when he'll hunt in the open air again.","210","721","4568","229","-1","0","6"
"394","0.379781","0.840164","Halycon","Halycon comes from a long line of great worgs bred for their ferocity and loyalty. Over the years, the den mother has produced an astonishing number of savage offspring. Rumors have spread that she is a demonic hound gifted to Rend Blackhand by a pit lord of the Burning Legion.","210","721","4572","229","-1","0","7"
"395","0.394808","0.793032","Gizrul the Slavener","Very few of the Dark Horde have seen the reclusive and unpredictable Gizrul. The beast emerges from his shadowy den only when his mate, Halycon, calls to him. The two monstrous creatures have produced some of the largest--and most ferocious--worgs ever bred in orcish history.","210","721","4584","229","-1","0","8"
"396","0.575137","0.60041","Overlord Wyrmthalak","The black dragonspawn Wyrmthalak oversees the lower spire's forces as they prepare for their assault against the dwarves. He has no love for the false Horde or its brutish members, and he will sacrifice any number of Blackhand's minions to protect his master, Nefarian.","211","721","4587","229","-1","0","9"
"402","0.575137","0.743852","Zevrim Thornhoof","Desperate to show his worth to the Burning Legion, Zevrim Thornhoof told his masters he could enslave the formidable ancients who still roamed Dire Maul. When his own power proved insufficient, Thornhoof turned to other living creatures for additional energy, butchering them atop his sacrificial altar and harvesting their essence in their final, agonizing moments.","267","699","4655","230","-1","0","1"
"403","0.536885","0.715164","Hydrospawn","When the satyr Zevrim Thornhoof sought to control the elementals in Dire Maul, he focused on Hydrospawn, who calmly resided in the pool beneath his altar. As he performed his profane sacrificial rituals, the elemental grew agitated and restless, striking out at Thornhoof's demonic minions. As the years passed, Thornhoof used his victims' energies to whip Hydrospawn into unbridled fury, little by little binding its will to the satyr's commands.","267","699","5004","230","-1","0","2"
"404","0.438525","0.481557","Lethtendris","Dire Maul's warped energy drew Lethtendris from afar, giving her hope of satisfying her unbearable craving for arcane magic. Using the sinews and ligaments of sacrificial victims, she constructed a web to siphon the corrupt power out of the east wing. To her delight, she discovered that the device has the capacity to gather vast reserves of overwhelming strength, enough to destroy all of her enemies.","266","699","4994","230","-1","0","3"
"405","0.56694","0.288934","Alzzin the Wildshaper","Alzzin the Wildshaper seeks nothing less than the total corruption of Feralas, but until he discovered the Shrine of Eldretharr in Dire Maul, he had little success. With the power of enslaved ancients at his command, Alzzin concentrated the vitality of the surrounding forest into his lair, allowing him to manipulate it at will.","267","699","4921","230","-1","0","4"
"406","0.336066","0.536885","Tendris Warpwood","Tendris Warpwood was a staunch defender of Eldre'Thalas, his heart inexorably entwined with the fate of the city. When the Sundering shattered the land, his resolve never wavered, but as corruption seeped into the ruins over the next 10,000 years, so too did it infect the ancient's spirit.","263","699","4913","230","-1","0","5"
"407","0.203552","0.77664","Illyanna Ravenoak","Illyanna Ravenoak, along with her faithful companion Ferra, was once Prince Tortheldrin's most valued hunter, until she refused to carry out her leader's order to execute her friends. As punishment, he killed Illyanna and her bear, but he used his demonic power to bind their spirits to their bodies, condemning them to remain in Dire Maul as undead protectors.","263","699","4906","230","-1","0","6"
"408","0.338798","0.45082","Magister Kalendris","When Prince Tortheldrin demanded the slaughter of the majority of his subjects, his most loyal lieutenants were tasked with executing his will. Magister Kalendris murdered many unsuspecting Shen'dralar without hesitation, but one of the doomed elves mortally wounded him during a destructive battle. Despite his demise, Kalendris's spirit still roams Dire Maul as a defender of Tortheldrin's rule.","264","699","4836","230","-1","0","7"
"409","0.349727","0.57582","Immol'thar","In a desperate bid to restore the power and immortality they lost when the Well of Eternity was destroyed, the Shen'dralar summoned a demon into the western wing of Dire Maul and captured him within a force field, allowing them to use the void terror's energy for their own spells. Unable to fight back or even move for nearly 10,000 years, Immol'thar could only watch and wait for the day he might break free and rend the flesh of his captors.","265","699","4822","230","-1","0","8"
"410","0.622951","0.231557","Prince Tortheldrin","After the Well of Eternity's destruction, Prince Tortheldrin maintained control over the surviving Shen'dralar by imprisoning a demon in the ruins of Eldre'Thalas and letting his subjects siphon its strength. The exposure to demonic power twisted Tortheldrin's mind, and when the creature faltered, the prince ordered the deaths of many of his vassals so only he and his most fanatical followers would be left to enjoy the corrupt energy.","265","699","4752","230","-1","0","9"
"411","0.695355","0.760246","Guard Mol'dar","Mol'dar is a zealously loyal guard from the Gordok ogres. He is convinced King Gordok gifted him with a pair of enchanted gauntlets that have enabled him to become his people's arm wrestling champion for six years running. In truth, King Gordok threw the powerful armor away; Mol'dar simply found it first.","262","699","4740","230","-1","0","10"
"412","0.612022","0.692623","Stomper Kreeg","On more than one occasion, skulking assassins have met their doom after accidentally disturbing Kreeg's ale mug. Though he's often passed out drunk on duty, nothing rouses the ogre into a berserker fury faster than the sound of his precious drink splattering on the stone floor.","262","699","4734","230","-1","0","11"
"413","0.494536","0.780738","Guard Fengus","Ever since Cho'Rush the Observer told him he was destined to meet a mate while on duty, Fengus has spent almost every waking moment patrolling Gordok territory.","262","699","4725","230","3","2","12"
"414","0.266393","0.571721","Guard Slip'kik","Some might think Slip'kik is merely cautious, but he's also lazy. Rather than challenge King Gordok directly, Slip'kik tinkers with traps and old, broken magical devices, hoping to eventually deliver a coup de grace without an ounce of risk or a drop of sweat.","262","699","4716","230","3","2","13"
"415","0.318306","0.506148","Captain Kromcrush","Even among ogres, Captain Kromcrush is infamous for his hair-trigger rage toward anyone who dares to insult him or King Gordok. He crushes dissent ruthlessly, but he has still less patience for those who continue to spread the rumor of his torrid affair with a gnoll long ago.","262","699","4705","230","3","2","14"
"416","0.319542","0.303693","Cho'Rush the Observer","Cho'Rush doesn't usually take sides, but when Ulrok was rising to power, it was clear there was nobody who could challenge him. The king quickly appointed Cho'Rush as his chief advisor, believing that his twin heads would make him twice as resourceful as the average ogre.","262","699","4673","230","-1","0","15"
"417","0.319544","0.229482","King Gordok","To rule the Gordok ogres, one must simply proclaim oneself king... and then destroy all who might disagree. King Gordok--then merely known as Ulrok--solidified his power by convincing a dozen of his people's strongest warriors to challenge the king at the same time. The wild melee left most of the contestants dead or wounded, and Ulrok's blade easily cut down the survivors and the battle-weary king. To this day, Gordok ogres speak in hushed tones about the ""Day of Da Blood.""","262","699","4666","230","-1","0","16"
"418","0.431694","0.883197","Crowd Pummeler 9-60","In Gnomeregan's heyday, inventors would compete for status by pitting their creations against one another. The mekgineer Oglethorpe Obnoticus built an unbeatable robot, and this earned him respect in the high tinker's court. Sicco Thermaplugg stole Obnoticus's blueprints and then made a giant version of the machine. He set his forgery loose, and the horrific results drove the ruling council to banish the innocent Obnoticus. The Crowd Pummeler 9-60 is still one of Thermaplugg's favorite (stolen) inventions.","170","691","4670","231","-1","0","4"
"419","0.778688","0.670082","Grubbis","The radioactive gas that flooded the city was meant to anger the troggs and kill the gnomes, and Thermaplugg's plan was brutally effective. One trogg, however, reacted oddly to the substance: Grubbis grew. And grew. It was a side effect that Sicco had not anticipated, but he's never been one to waste valuable (and dangerous) resources. This giant trogg now patrols the tunnels of Gnomeregan. His loyal basilisk pet, Chomper, helps Grubbis sniff out gas leaks, tasty fungi, and even tastier intruders.","168","691","4690","231","-1","0","1"
"420","0.759563","0.465164","Viscous Fallout","The formerly robust and elegantly complex waterways of Gnomeregan are now an irradiated mess filled with toxic slime. A lone water elemental who had dwelt in the gnomes' aquifer became trapped in the contamination, and the pollution corrupted its pure form. It currently wanders the halls of Gnomeregan in anger and agony, a liquid embodiment of the vile poison of Thermaplugg's betrayal.","169","691","4691","231","-1","0","2"
"421","0.243169","0.684426","Electrocutioner 6000","Mekgineer Thermaplugg is not a patient gnome. Rather than putting his inventions through a battery of tests to determine their safety and effectiveness, he rushes them into the field and moves on to the next project. The Electrocutioner 6000 was his first attempt at harnessing electricity as a weapon via a super-charged mechano-tank. Lieutenant Tom ""Sizzlepants"" Crankle, the only soldier to survive piloting the Electrocutioner, is now something of a hero among the leper gnomes.","169","691","4692","231","-1","0","3"
"422","0.311475","0.303279","Mekgineer Thermaplugg","Murderer, traitor, and self-proclaimed king of the gnomes, the mekgineer Sicco Thermaplugg rules over the radioactive halls of Gnomeregan with a malfunctioning iron fist. His subjects are numerous, vicious, and insane enough to defend their crazed king against any intrusion from the upper world. It is Thermaplugg's madness that makes him so dangerous; he possesses the cunning to destroy everything around him, with no thought for his own life. There is a reason that even the monsters of Gnomeregan fear him.","172","691","4702","231","-1","0","5"
"423","0.362022","0.0983607","Noxxion","Noxxion is a living embodiment of corruption. Theradras ordered her ally Lord Vyletongue to create this putrid elemental to be a powerful servant and a loyal pet to ease the princess's loneliness. Noxxion spreads its toxic essence into areas of Maraudon that have not yet withered under Theradras's malign influence.","256","750","4709","232","-1","0","1"
"424","0.166667","0.344262","Razorlash","Razorlash was made to accompany Noxxion through Maraudon. In time, this new creation became one of the princess's most cherished servants. Razorlash constantly wanders the caves alongside Noxxion, using thorny tendrils to shred any untainted plant life it can find.","256","750","4713","232","-1","0","2"
"425","0.509563","0.530738","Tinkerer Gizlock","Tinkerer Gizlock and five other gem hunters snuck into Maraudon to mine its highly prized crystals. Their plan went horribly wrong when satyrs slaughtered everyone in the party save for Gizlock. The goblin, trapped within the caves and driven to the brink of madness, sees himself as the subterranean region's new ruler.","256","750","4721","232","-1","0","3"
"426","0.543284","0.564179","Subjugator Kor'ul","The Twilight Hammer commanded their powerful enforcer, Subjugator Kor'ul, to cleanse the caves of anything not under their control. Gelihast was first to fall under the crushing strength of Kor'ul, who then seized control of the cave dwelling murlocs. Kor'ul left Gelihast's twisted corpse on display as proof of his dominance and now uses the murlocs to hoard the possessions of those who perish in these caves.","162","688","9480","227","-1","0","3"
"427","0.378415","0.704918","Lord Vyletongue","The satyr lord Vyletongue journeyed into Maraudon's depths after hearing of its corruption. Theradras was wary of the conniving demon at first, but Vyletongue proved his worth by creating an array of wretched minions, such as Noxxion and Razorlash, for the princess.","256","750","4730","232","-1","0","4"
"428","0.245902","0.143443","Celebras the Cursed","Upon learning of his uncle's tragic fate, the noble Celebras swore to free Zaetar's spirit. Yet the keeper of the grove was not prepared for the horrors that awaited him in Maraudon's shadowy corridors. The dark energies permeating the area quickly overcame Celebras, filling his heart with uncontrollable rage.","257","750","4745","232","-1","0","5"
"429","0.40847","0.487705","Landslide","For years, the ancient mountain giant known as Landslide cultivated brilliant crystal gardens in Maraudon, but Theradras enthralled the behemoth when she took up residence there. This once-stoic giant now lives only to serve his tyrannical new master.","257","750","4749","232","-1","0","6"
"430","0.413934","0.817623","Rotgrip","Rumor has it that Rotgrip has dwelled in Maraudon's subterranean waters for millennia. The famed dwarven hunter Hemet Nesingwary once proclaimed that the beast could not be found, and a number of amateur trackers accepted the challenge of seeking out the legendary creature. None of them ever returned.","257","750","4757","232","-1","0","7"
"431","0.258197","0.788934","Princess Theradras","The earth elemental Theradras, Therazane the Stonemother's sole daughter, resides in Maraudon's inner sanctum. Influenced by the Old Gods, the princess transformed her home into a den of corruption and suffering. Some believe that her foul powers are tied to the spirit of her dead lover, Zaetar. If so, liberating the fallen keeper of the grove might be the only hope of cleansing Maraudon.","257","750","4759","232","-1","0","8"
"433","0.860656","0.467213","Mordresh Fire Eye","Through necromantic magic Death Speaker Blackthorn was able to rekindle the flames of Mordresh Fire Eye's soul, returning him to undeath.

As a former shaman, Mordresh has exerted his twisted control over the elements.  He burns and scorches all those who threaten the Death Speaker's work.","150","760","4767","233","-1","0","2"
"436","0.11194","0.389552","Domina","When Lady Sarevess failed to provide magical protection, Domina sacrificed the naga to empower her own dark ritual. Unlike her predecessor, Domina, Mistress of the Dark, has no fear of Aku'mai and hand feeds the beast countless innocents in order to curry favor with the Old Gods.","162","688","9476","227","-1","0","2"
"437","0.52388","0.808209","Twilight Lord Bathiel","The Twilight's Hammer do not tolerate failure, so the first command Twilight Lord Bathiel gave once he assumed control of Blackfathom Deeps was to throw Lord Kelris into the hungry maw of Aku'mai.  Now, this elemental ascendant commits the depths of his unfathomable power to raising the beast of the Old Gods and covering the world in black.","163","688","9507","227","-1","0","7"
"443","0.605191","0.313524","Hearthsinger Forresten","The Culling of Stratholme claimed the lives of innumerable people whose only crime was being in the doomed city. A traveling singer and piccolo player named Forresten was one such victim. He continues to wander the city in death, unable to accept his tragic fate.","155","765","4794","236","-1","0","1"
"444","0.855224","0.864179","Aku'mai","Aku'mai, an ancient evil, carries within him a small measure of the Old Gods' power. This three-headed hydra is greatly feared for his mindless savagery and insatiable hunger for living flesh, but the Twilight's Hammer worships him as a divine sign that the Old Gods will soon return.","163","688","9442","227","-1","0","8"
"445","0.499999","0.178279","Timmy the Cruel","Timmison was infamous for his savagery on the field of battle. Some speculate his sadism stemmed from the ceaseless bullying he endured as a child. Now reborn as a Scourge monstrosity, his mind shattered, he is tormented by those memories, causing him to answer to the name he once loathed: Timmy.","155","765","4799","236","-1","0","2"
"446","0.0478142","0.506148","Willey Hopebreaker","Balnazzar took great pleasure in leveraging the cannon master Willey's destructive capabilities in undeath, calling his prized minion by the name of Hopebreaker. The dreadlord relishes that he has twisted Willey and other Scarlet Crusaders--who so despised the undead in life--into his unwitting pawns.","155","765","4807","236","-1","0","4"
"447","0.586567","0.308955","Guardian of the Deep","Underneath the cursed Moonshrine Ruins, ancient creatures battle for territory. Old Serra'kis was driven from the ruins by The Guardian of the Deep who was seeking new spawning grounds. Now, the Guardian watches over thousands of eggs until they can hatch, and spread throughout the waterways of Azeroth.","164","688","9502","227","-1","0","5"
"448","0.277323","0.754099","Instructor Galford","Galford once took great pride in caring for the Crusade's most valued documents. However, as he lay dying, he watched in horror as his precious tomes were burnt around him. Balnazzar used this painful memory to imbue his servant with the fiery power that ravaged Galford in life.","155","765","4808","236","-1","0","5"
"449","0.204918","0.821721","Balnazzar","Balnazzar has never tasted true death, but he has suffered bitter defeat. After the Cataclysm rocked the world, he slaughtered the Scarlet Crusaders in Stratholme and transformed them into the undead creatures they once hated. The dreadlord now plots his machinations for vengeance upon Azeroth.","155","765","4828","236","-1","0","6"
"450","0.734973","0.204918","The Unforgiven","Lylia was a blade of righteousness among her people. After Arthas commanded his forces to purge the city, her sanity was ripped apart from seeing countless innocents die by her hand. She fell on her sword to escape the madness around her, and she now exists as a spectral being forever denied absolution for her heinous acts.","155","765","4833","236","-1","0","7"
"451","0.745902","0.469262","Baroness Anastari","While she lived, Anastari took what she wanted, no matter the cost. Death has done little to change that. Her soul ripped from her body, Anastari became a banshee, and she has abandoned her love of material trinkets in favor of possessions of a far more sinister kind.","156","765","4841","236","-1","0","8"
"452","0.572404","0.461065","Nerub'enkan","Nerub'enkan was a fearsome warrior during the War of the Spider. Ultimately, she succumbed to her wounds and was raised into undeath as an obedient minion of the Scourge. Now the nerubian guards a ziggurat in Stratholme as fiercely as she defended her home in life.","156","765","4845","236","-1","0","9"
"453","0.674864","0.227459","Maleki the Pallid","Maleki was among the first to join the Cult of the Damned, showing tremendous aptitude in harnessing the chill of the grave. Driven by an insatiable desire for power, the mage fervently hones his skills in dark magic to prepare for when he will be remade as a lich.","156","765","4851","236","-1","0","10"
"454","0.56694","0.161885","Magistrate Barthilas","Barthilas was among those innocents purged by Arthas and his forces during the Culling of Stratholme. The Lich King eventually raised the former magistrate from the grave and commanded the hulking undead monstrosity to guard his ruined home.","156","765","4855","236","-1","0","11"
"455","0.456284","0.198771","Ramstein the Gorger","Ramstein is one of the Scourge's most infamous abominations, a horror stitched together from numerous corpses and empowered by a ceaseless hunger. This monster committed unspeakable atrocities on countless innocent souls when Scourge forces overran Stratholme.","156","765","4859","236","-1","0","12"
"456","0.386612","0.20082","Lord Aurius Rivendare","Aurius's fall from grace was precipitous. Failing to exact retribution from his corrupted father, Baron Rivendare, the former paladin was not granted peace in death. He was tragically reforged into an instrument of the Scourge, the evil he had once sworn to defeat.","156","765","4862","236","-1","0","13"
"457","0.243169","0.459016","Avatar of Hakkar","Hakkar was notorious for demanding sacrifices from his followers. Many millennia ago, he instructed the Atal'ai to bring forth his avatar, using blood ritually drained from living victims to feed him. The Atal'ai priests now seek to raise Hakkar's avatar with a modified version of this ritual, one that involves sacrificing green dragons. If the Atal'ai succeed, the re-emergence of Hakkar's avatar could spell doom for Azeroth.","176","687","4903","237","-1","0","1"
"458","0.760929","0.459016","Jammal'an the Prophet","Jammal'an is the current leader of the Atal'ai, the extremist sect of priests who fanatically worship Hakkar. While in deep meditation, Jammal'an received instructions on how to resurrect Hakkar by using the blood of his draconic foes, the green dragonflight. Jammal'an and his undead bodyguard Ogom the Wretched stand ready to oppose any who would prevent Hakkar's return, though the prophet's actions may unleash upon Azeroth an even more terrible force: the Emerald Nightmare.","176","687","4934","237","-1","0","2"
"459","0.499151","0.870309","Wardens of the Dream","Four promising young drakes accompanied Eranikus into the Temple of Atal'Hakkar, eager to prove themselves by serving a great and powerful wyrm. One by one, they were captured and tainted by the Emerald Nightmare, and they now wander the halls of the Sunken Temple, lashing out at all who intrude upon their waking dream.","176","687","6114","237","-1","0","3"
"463","0.670765","0.877049","Shade of Eranikus","Eranikus, former consort to Ysera the Dreamer, was sent to guard the ruins of Atal'Hakkar and prevent Hakkar's emergence. Once within the temple, he and his retinue were corrupted by its dark forces, and he became a shade, pulled between the realms of the Emerald Dream and the physical plane. Despite his corruption, Eranikus may still call upon his powers as a green dragon to spew corrosive acid at his enemies or trap them in a deep slumber.","176","687","4950","237","-1","0","7"
"464","0.218579","0.262295","Hogger","Convict #SC55: Hogger 

Charges: Too many to list here 

Imprisoning the Riverpaw leader has come at a high cost, including the partial blinding of the warden. Fearing that Hogger might escape, Thelwater has authorized the gnoll's termination with extreme prejudice.","165","690","4811","238","-1","0","1"
"465","0.784153","0.452869","Lord Overheat","Convict #NA: Lord Overheat 

Charges: Homicide (multiple counts) 

The natural disasters wrought by the Cataclysm caused elementals to erupt into the prison complex, slaughtering half of the inmates upon arrival. Removing these incensed threats is imperative to restoring order to the stockade.","165","690","4814","238","-1","0","2"
"466","0.497268","0.221312","Randolph Moloch","Convict #AC317: Randolph Moloch 

Charges: Embezzlement, fraud, theft, and homicide 

Moloch has been identified as the ringleader of the prison revolt. Given his connections to the House of Nobles, however, the use of lethal force to subdue this convict is not authorized.","165","690","4817","238","-1","0","3"
"467","0.534153","0.72541","Revelosh","Some luminaries in Ironforge's prestigious Explorers' League have theorized an ancestral link between their people and the troggs, and pointed towards the troggs' hoarding of titan artifacts as a reflection of the dwarves' own reverence for such wondrous devices. If that is true, the trogg known as Revelosh can be considered the trogg equivalent of an archaeologist, although any historically minded adventurers who encounter him would be more inclined to call him a thief.","171","692","4820","239","-1","0","1"
"468","0.584699","0.920082","The Lost Dwarves","Seeking fame and, more importantly, fortune, the three brothers Eric, Olaf, and Baelog took on a contract from the Explorers' League to delve deep into the halls of Uldaman and clear a path for a group of researchers. For these three dwarves, however, ""clearing a path"" unfortunately entailed ""getting hopelessly lost in an ancient labyrinth."" Proud dwarves to the end, they fight to prevent the secrets of Uldaman and the Explorers' League from falling into the hands of the Horde.","171","692","4869","239","-1","8","2"
"469","0.372951","0.739754","Ironaya","The titans did not construct the Uldaman complex directly, but utilized various servants to create its megalithic halls. The Pantheon entrusted the watcher Ironaya with overseeing the construction and maintenance of Uldaman, but as time passed, the once awe-inspiring vault fell to ruin. Within the map chamber, Ironaya has spent millennia in a form of stasis, analyzing the original master plan drawn up by Khaz'goroth and attempting to find a way to restore the complex to its original functionality.","171","692","4876","239","-1","0","3"
"470","0.47541","0.440574","Ancient Stone Keeper","One of many golems that staffed and operated the great titan vault, the Ancient Stone Keeper was part of a small group that served as an intermediary between the watchers left in control of the facility and their many servants. With the corruption of the Obsidian Sentinel, the Ancient Stone Keeper is the last of its kind, performing its duty by protecting the secrets of the titans as best it can until its inevitable shutdown.","171","692","4879","239","-1","0","5"
"471","0.26776","0.327869","Galgann Firehammer","Reacting to the discovery of Uldaman by Bronzebeard dwarves, the Dark Iron clan mounted an invasion of the vault to stop their ancestral foes from accessing the powerful artifacts within. Galgann Firehammer, a senator from Shadowforge City, was sent to oversee the continued excavation of Uldaman so that the emperor may harness the artifacts' destructive potential against the Dark Irons' enemies.","171","692","4880","239","-1","0","6"
"472","0.219945","0.256148","Grimlok","In trogg society, the biggest, strongest, and most vicious trogg often becomes chieftain through displays of power. Grimlok is a comparative genius in that he has maintained control of the Stonevault troggs through intimidation and what might be considered crude psychological warfare. Having trained a deadly basilisk, Grimlok uses the threat of petrification by his beast to keep any would-be usurpers in line.","171","692","4886","239","-1","0","7"
"473","0.553279","0.504098","Archaedas","Deep within Uldaman is a chamber containing one of the greatest treasures of the titans, created by Norgannon himself. However, thus far no explorers have managed to gain access to the relic, for any attempt at doing so activates the great watcher Archaedas, an immense guardian who easily dispatches treasure seekers through his powerful attacks and a veritable army of servants. Crafted from some of the oldest, strongest stone taken from Uldaman's depths, Archaedas is a foe as formidable as he is ancient.","180","692","4894","239","-1","0","8"
"474","0.306011","0.430328","Lady Anacondra","Scarletleaf was the first to volunteer for Naralex's self-appointed mission to the Barrens. After her master's nightmare shattered her mind, the young acolyte cast aside her name, now envisioning a sinister reptilian future for Azeroth.","28","749","4954","240","-1","0","1"
"475","0.166667","0.567623","Lord Cobrahn","Jarlaxla's skill at harnessing animal forms earned him renown among the druids of the Cenarion Circle. However, the Wailing Caverns' corruption twisted his unique abilities. Now, Jarlaxla has perfected a deadly serpentine form, renaming himself Cobrahn to reflect his vicious newfound power.","28","749","4958","240","-1","0","3"
"476","0.191257","0.395492","Lord Pythas","A childhood friend of Naralex, the warrior Aryn was a quick study in druidism. Despite his training, the acolyte was defenseless against the corruption that would strip away his sanity. Aryn has taken on the name Pythas, combining his impressive melee prowess with his druidic arsenal to vanquish intruders.","28","749","4965","240","-1","0","2"
"477","0.385246","0.360656","Kresh","An ancient resident of the Wailing Caverns, this giant turtle wanders the underground caves, his resilient mind unaffected by Naralex's relentless nightmares. Don't be fooled by his happy disposition; Kresh has thwarted many adventurers who longed to steal his massive shell.","28","749","4969","240","-1","0","4"
"478","0.622951","0.743853","Skum","Skum first journeyed to the Wailing Caverns for relief from the Barrens' hostile environment. Like many of the caves' other inhabitants, he quickly succumbed to corruption. His veins now pulse with dark energies that have transformed him into a mighty and ruthless beast beyond redemption.","28","749","4970","240","-1","0","5"
"479","0.61612","0.538935","Lord Serpentis","The Druids of the Fang's leader was once Naralex's finest student. His tragic downfall stemmed from his desire to become a shan'do, or ""honored teacher,"" like Naralex. As insanity took root, Serpentis rallied his brethren to his side and formed the Druids of the Fang.","28","749","4971","240","-1","0","6"
"480","0.554645","0.465164","Verdan the Everliving","Little is known about this creature prior to Naralex's arrival at the Wailing Caverns. Thought to be the caves' original guardian, Verdan the Everliving could not escape the corruption that befell its home. Verdan is allied with the insane druids and maintains its vigil against those who trespass into its domain.","28","749","4974","240","-1","0","7"
"481","0.345628","0.137295","Mutanus the Devourer","From the darkest corners of Naralex's twisted mind, the corruption plaguing the Emerald Dream has manifested in the form of the druid's worst enemy: murlocs. The aberration known as Mutanus has come to the waking world to devour any who seek to liberate Naralex from the Nightmare's clutches.","28","749","4975","240","-1","0","8"
"482","0.336212","0.44841","Hydromancer Velratha","Unlike most of the Sandfury trolls, Hydromancer Velratha has traveled the world, collecting knowledge and artifacts to help her command Zul'Farrak's sacred waters. Although the hydromancer's actions have earned her many enemies abroad, she sees the incredible power at her command as justification for her past misdeeds.","0","686","4978","241","-1","0","1"
"483","0.280942","0.382783","Gahz'rilla","Legend has it that Gahz'rilla was an adored pet of the Old Gods, or even a demigod in her own right. Whatever the truth is, the Sandfury trolls have worshiped this monstrous hydra for thousands of years. Ever wary of the beast's icy wrath, the trolls will only rouse Gahz'rilla when they have plentiful sacrifices to sate the ravenous creature's appetite.","0","686","4981","241","-1","0","2"
"484","0.646175","0.276639","Antu'sul","Antu'sul prefers his sul'lithuz basilisks strong and ruthless. He treats these scaled beasts like family, and he is known to strike down anyone--even fellow trolls--who harm his precious children. Rather than give his opponents a proper burial, Antu'sul allows the basilisks to feast on whoever dares cross him.","0","686","4986","241","-1","0","3"
"485","0.531421","0.262295","Theka the Martyr","Long ago, the martyr Theka was slain in the brutal war between the qiraji and the trolls. Zul'Farrak still stands because of his brave sacrifice. Even in death he maintains a vigil over his beloved city, and it is said that the dozens of insectoid warriors who killed him were cursed to live as mindless scarabs, scuttling at the martyr's side.","0","686","5005","241","-1","0","4"
"486","0.442623","0.17623","Witch Doctor Zum'rah","The powerful loa Bwonsamdi watches over the spirits of the Darkspear trolls, but many of the Sandfury tribe's fallen members are offered no such protection after death. These tortured spirits obey Zum'rah, a cruel witch doctor who uses his dark magic to force the city's dead into unending service.","0","686","5011","241","-1","0","5"
"487","0.296448","0.17418","Nekrum & Sezz'ziz","Nekrum Gutchewer has mysteriously lived well past his natural life, but his decaying body remains strong enough to aid Sezz'ziz. Together, these two trolls have gathered sacrifices to the mythic beast Gahz'rilla, who slumbers at the city's heart. Many troll followers eagerly await the terrifying creature's awakening, and they will do anything to see the ritual through.","0","686","5019","241","-1","0","6"
"489","0.422131","0.329918","Chief Ukorz Sandscalp","Chief Ukorz Sandscalp is obsessed with restoring his tribe to its former glory. He was raised on stories of a time when trolls lorded over their ancient lands without interference from goblins, gnomes, pirates, ogres, and other foreign interlopers. Sandscalp has called on his trusted comrade Ruuzlu to help him begin a new chapter in Sandfury history in the only way their tribe knows how: with swift and blinding violence.","0","686","5025","241","-1","0","8"
"523","0.463115","0.680327","Shirrak the Dead Watcher","Shirrak was constructed by Exarch Maladaar to guard over the fallen draenei spirits who wander the Auchenai Crypts. A necrotic mass of eyes, teeth, and tentacles, this undead construct absorbs arcane energy with hungry abandon, and will not suffer the living to pass.","215","722","5038","247","-1","0","1"
"524","0.739071","0.508196","Exarch Maladaar","The sole living remnant of the glory that once strode the halls of Auchenai, Maladaar has been driven mad by the loss of everyone and everything he ever loved. His lunatic dedication to the preservation of their memory has driven him to a mastery of the dark arts.","215","722","5042","247","-1","0","2"
"527","0.729508","0.313525","Watchkeeper Gargolmar","Reviled amongst the denizens of Outland, Gargolmar is known to eat the hearts of those he catches near the Hellfire Citadel whether they were trying to enter or not. Charged by Kargath Bladefist himself with the defense of the ramparts, Watchkeeper Gargolmar is unflinching in his duty.","219","797","5049","248","-1","0","1"
"528","0.39071","0.204918","Omor the Unscarred","Omor the Unscarred was a disciple of Hakkar the Houndmaster, and took charge of the legendary warrior's remaining felhounds  after his master's defeat during the War of the Ancients. Since that time, Omor has never been defeated in single combat.  The venerable demon is Illidan's envoy to the fel orcs of Hellfire Citadel.","219","797","5057","248","-1","0","2"
"529","0.355191","0.827869","Vazruden the Herald","Vazruden guards the vital line of supplies, messages, and forces flowing between Hellfire Citidel and the Black Temple.  Astride his magnificent nether drake Nazan, Vazruden presents an unstoppable aerial force of fire, claws, and shrieking terror.","219","797","5064","248","-1","0","3"
"530","0.424864","0.223361","Selin Fireheart","Once a respected captain of Kael'Thas Sunstrider's personal guard, Selin Fireheart has maintained an unswervingly fierce loyalty to his lord while losing his sanity. Selin has been seduced by the demonic energies of the crystals which surround his chamber, and cannot stop from reveling in their vile power. He will slay any who dare approach the Magister's Terrace and will drink the magic, life, and blood from their dead bodies.","237","798","5078","249","-1","0","1"
