Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4_0,Unknown4_1,Unknown4_2,Unknown5_0,Unknown5_1,Unknown5_2,Unknown6_0,Unknown6_1,Unknown6_2,Unknown7_0,Unknown7_1,Unknown7_2,Unknown8_0,Unknown8_1,Unknown8_2
"432","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"433","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"434","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"450","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"451","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"457","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"458","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"459","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"460","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"461","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"462","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"463","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"464","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"465","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"466","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"467","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"474","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"475","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"476","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"481","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"489","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"550","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"551","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"561","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"595","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"659","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"660","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"661","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"662","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"663","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"664","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"665","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"666","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"667","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"668","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"669","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"670","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"671","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"672","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"673","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"674","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"675","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"676","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"677","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"678","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"679","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"680","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"681","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"682","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"683","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"684","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"436","0","90","0","0","1101646","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"497","0","0","0","0","1147492","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"516","1089592","0","0","0","1147497","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"603","1089592","0","0","0","1147497","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"454","0","0","0","0","1147491","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"496","0","0","0","0","1147491","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"524","0","0","0","0","1147491","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"570","0","0","0","0","1147491","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"695","0","0","0","0","1147491","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"445","0","0","0","0","1147493","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"498","0","0","0","0","1147493","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"547","0","0","0","0","1147494","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"707","1003306","90","0","0","1147498","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"727","1003306","90","0","0","1147498","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"749","1003306","90","0","0","1147498","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"483","1121467","0","0","0","1147500","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"492","1121467","0","0","0","1147500","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"511","1121467","0","0","0","1147500","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"477","0","90","0","0","1254360","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"533","0","90","0","0","1260197","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"538","0","90","0","0","1260197","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"539","0","90","0","0","1260197","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"546","0","90","0","0","1260197","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"548","0","90","0","0","1147497","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"598","0","90","0","0","1147497","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"490","1121467","0","0","0","1147505","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"542","1121467","0","0","0","1147505","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"591","1121467","0","0","0","1147505","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"594","1121467","0","0","0","1147505","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"704","1121467","0","0","0","1147505","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"493","1121467","0","0","0","1245031","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"541","1121467","0","0","0","1245031","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"563","1121467","0","0","0","1245031","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"584","1121467","0","0","0","1245031","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"631","1121467","0","0","0","1245031","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"712","1121467","0","0","0","1245031","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"491","1121467","0","0","0","1147506","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"521","1121467","0","0","0","1147506","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"517","1121467","0","0","0","1255207","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"610","0","90","0","0","1260198","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"522","1121467","0","0","0","1147494","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"526","1121467","0","0","0","1147494","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"527","1121467","0","0","0","1147494","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"534","1121467","0","0","0","1147494","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"560","1121467","0","0","0","1147494","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"513","1089052","0","0","0","1147494","0","0","0","0","0","0","0","0","3","1","1","3","1","1"
"571","1089052","0","0","0","1147494","0","0","0","0","0","0","0","0","3","1","1","3","1","1"
"587","1089052","0","0","0","1147494","0","0","0","0","0","0","0","0","3","1","1","3","1","1"
"604","1089052","0","0","0","1147494","0","0","0","0","0","0","0","0","3","1","1","3","1","1"
"606","1089052","0","0","0","1147494","0","0","0","0","0","0","0","0","3","1","1","3","1","1"
"612","1089052","0","0","0","1147494","0","0","0","0","0","0","0","0","3","1","1","3","1","1"
"519","1121467","0","0","0","959109","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"523","1121467","0","0","0","959109","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"601","0","90","0","0","1277880","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"728","0","90","0","0","1277880","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"730","0","90","0","0","1277880","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"731","0","90","0","0","1277880","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"720","0","90","0","0","1334004","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"575","0","90","0","0","1339292","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"578","0","90","0","0","1339292","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"596","0","90","0","0","1339292","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"691","0","90","0","0","1339292","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"693","0","90","0","0","1339292","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"696","0","90","0","0","1339292","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"706","0","90","0","0","1339292","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"574","0","90","0","0","1339290","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"597","0","90","0","0","1339290","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"694","0","90","0","0","1339290","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"705","0","90","0","0","1339290","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"692","0","90","0","0","1339291","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"586","0","90","0","0","1342609","961904","1109876","0","1","1","0","0.5","1.25","1","0.5","0.7","1","0.5","0.7"
"607","0","90","0","0","1342609","961904","1109876","0","1","1","0","0.5","1.25","1","0.5","0.7","1","0.5","0.7"
"740","0","90","0","0","1342609","961904","1109876","0","1","1","0","0.5","1.25","1","0.5","0.7","1","0.5","0.7"
"741","971054","90","0","0","1339292","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"567","1121467","0","0","0","1147504","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"577","1003306","90","0","0","1260193","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"605","1003306","90","0","0","1147500","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"630","0","90","0","0","1342609","975867","1355387","0","-1","-3","0","0","0","1","0.5","0.5","1","0.2","1"
"620","1101646","0","0","0","1405606","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"623","1121467","0","0","0","1254360","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"688","959109","90","0","0","1147502","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"708","1121467","0","0","0","1121467","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"716","1121467","0","0","0","1147501","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"717","1121467","0","0","0","1147501","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"711","1121467","0","0","0","1339290","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"718","1121467","0","0","0","1339290","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"745","0","90","0","0","1147492","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"723","1121467","0","0","0","1277880","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"748","1121467","0","0","0","1277880","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"734","0","0","0","0","1339290","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"743","1003306","90","0","0","1147502","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"751","1003306","90","0","0","1339290","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
