Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1_0,Unknown1_1,Unknown1_2,Unknown2_0,Unknown2_1,Unknown2_2,Unknown3_0,Unknown3_1,Unknown3_2,Unknown4_0,Unknown4_1,Unknown4_2,Unknown5_0,Unknown5_1,Unknown5_2,Unknown5_3,Unknown6,Unknown7,Unknown8,Unknown9
"447","1310526","666984","349181","0","-0.2","-0.2","0","0.1","0.3","0.2","0.8","1.1","0.2","0.8","1.1","1","1","1","1","0","1","2","3"
"448","937568","1347128","1347128","0","-0.2","-0.2","0","0.1","0.3","0.2","0.8","1.1","0.2","0.8","1.1","1","1","1","1","0","1","2","3"
"449","1310527","1445481","1445481","0","-0.2","-0.2","0","0.1","0.3","0.2","0.8","1.1","0.2","0.8","1.1","1","1","1","1","0","1","2","3"
"450","1310526","1445481","1445481","0","-0.2","-0.2","0","0.1","0.3","0.2","0.8","1.1","0.2","0.8","1.1","1","1","1","1","0","1","2","3"
"452","1310527","1126137","1126137","0","0","0","0","0.5","0.3","0.1","0.3","0.5","0.1","0.3","0.5","1","1","1","1","0","1","2","3"
"453","1310526","1346471","943444","0.1","-0.1","0.1","-0.3","-0.3","-0.3","0.25","0.5","0.3","0.25","0.5","0.3","1","1","1","1","0","1","2","3"
"460","1347128","1002607","1002607","0","0","0","0","0","0","0.5","0.5","0.5","0.5","0.5","0.5","0.3","2","2","2","0","1","2","3"
"461","1347128","1347129","1347130","0","0","0","0","0","0","0.5","0.5","0.5","0.5","0.5","0.5","1","4","4","4","0","1","2","3"
"462","1310527","1060920","960661","0","0.05","0.02","0","0.1","-0.2","0.3","1","0.5","0.3","1","0.5","5","5","5","5","0","1","2","3"
"464","1310527","968764","968764","0","0","0","0","0.5","0.3","0.1","0.3","0.5","0.1","0.3","0.5","1","1","1","1","0","1","2","3"
"465","1310526","1346475","1133090","0.005","0.1","-0.075","-0.02","-0.1","0.05","0.075","0.5","0.3","0.075","0.5","0.3","1","1","1","1","0","1","2","3"
"467","1310526","1302952","977050","0","-0.2","-0.2","0","0.1","-0.1","0.2","0.8","1","0.2","0.8","1","2","2","3","2","0","1","2","3"
"468","1310527","1302952","977050","0","-0.02","-0.02","0","0.01","-0.01","0.2","0.8","1","0.2","0.8","1","2","2","3","2","0","1","2","3"
"469","1310532","1302952","1302952","0","-0.01","-0.02","0","-0.02","-0.01","0.2","4","2","0.2","4","3","2","2","2","2","0","1","2","3"
"470","1310526","657738","1395178","0","0.01","-0.01","0","-0.01","0.01","0.3","0.5","0.3","0.3","0.5","0.3","1","1","1","1","0","1","2","3"
"472","1310526","1346473","1277559","0.01","-0.1","0.075","0.01","0.1","-0.05","0.25","0.5","0.3","0.25","0.5","0.3","1","1","1","1","0","1","2","3"
"473","1310526","1322296","1260591","0.01","0.1","-0.075","-0.02","-0.1","0.05","0.075","0.5","0.3","0.075","0.5","0.3","1","1","1","1","0","1","2","3"
"474","1130829","1130829","1130829","0.005","0.003","0.015","0.005","0.04","0.01","4","1","2","4","1","2","1","1","0.5","0.5","0","1","2","3"
"479","1310528","943437","1348408","0.05","-0.01","0.075","-0.025","0.05","-0.05","0.2","0.5","0.1","0.2","0.5","0.1","1","1","1","1","0","1","2","3"
"480","1310527","1355387","983086","0.05","-0.01","0.075","-0.025","0.05","-0.05","0.2","0.5","0.3","0.2","0.5","0.3","1","1","1","1","0","1","2","3"
"483","1362781","1302952","1362781","0","-0.02","-0.2","0","0.01","-0.1","0.2","0.8","1","0.2","0.8","1","0.1","2","3","2","0","1","2","1"
"484","1302952","1302952","1302952","0.025","0.04","0.01","0.01","0.03","0.03","4","2","2","4","3","1","2","3","3","3","0","1","2","3"
"485","1302952","1302952","1346472","0.025","0.04","0.01","0.01","0.03","0.03","2","2","1","2","3","1","3","3","3","3","0","1","2","3"
"486","1525570","1398978","1110123","0.025","0.1","0.01","0.01","0.1","0.03","0.4","0.4","0.5","0.5","0.6","0.7","1","1","1","1","0","1","2","3"
"487","1363228","1398978","1096603","0.025","0.1","0.01","0.01","0.1","0.03","0.4","0.8","1","0.5","0.8","1","1","1","1","1","0","1","2","3"
"488","1399992","1519765","1519765","0.1","0.1","0.1","0.1","0.1","0.1","2","2","1","2","2","1","2","3","3","3","0","1","2","3"
"489","1399992","1519765","1519765","0.025","0.04","0.01","0.01","0.03","0.03","4","2","1","4","2","1","2","3","3","3","0","1","2","3"
"493","1346464","1002607","1002607","0","0","0","0","0","0","1","1","1","1","1","1","2","3","3","3","0","1","2","3"
"494","1346468","1346475","1346477","-0.05","0.1","0","0.02","0.05","-0.02","1","1","1","1","1","1","2","3","3","3","0","1","2","3"
"495","1346462","1002607","1002607","0","0","0","0","0","0","1","1","1","1","1","1","2","3","3","3","0","1","2","3"
"496","1310526","1346473","1346474","-0.1","0.1","0.015","0.1","0.05","-0.02","0.5","0.8","0.7","0.5","0.8","0.7","8","8","8","8","0","1","2","3"
"497","1346461","1002607","1002607","0","0","0","0","0","0","1","1","1","1","1","1","2","2","2","2","0","1","2","3"
"498","1310526","1346471","1130825","-0.06","0.08","0.015","0.02","0.07","-0.025","1","0.8","1","1","0.8","1","5","4","4","13","0","1","2","3"
"500","1310527","968764","968764","0","0","0","0","0.1","0.05","0.1","0.3","0.5","0.1","0.3","0.5","1","1","1","1","0","1","2","3"
"501","1310532","1363163","1310532","0.02","0","0.01","0.02","0","0.03","1","1.7","2","1","1.7","1","2","2.5","2.5","2","0","1","2","3"
"502","1310530","1308675","1266331","0.01","-0.25","0.25","-0.02","0.25","-0.25","0.25","0.35","0.3","0.25","0.35","0.3","1","1","1","1","0","1","2","3"
"401","1346468","1346471","1346472","0","0.01","0","0","0","-0.02","0.75","1","1","0.75","1","1","3","3","3","3","0","1","2","3"
"23","1346462","1002607","1002607","0","0","0","0","0","0","1","1","1","1","1","1","4","4","4","4","0","1","2","3"
"27","1346468","1346473","1346474","0","0","0","0","0","0.02","1","1","1","1","1","1","4","4","4","4","0","1","2","3"
"394","965233","1346471","1346472","0","0.04","0","0","0","0.02","0.5","0.5","0.5","0.5","0.5","0.5","4","4","4","4","0","1","2","3"
"362","464305","982931","982931","1","0.3","-0.15","1","-0.2","-0.1","1","0.35","0.3","1","0.35","0.3","1","1","1","1","0","1","2","3"
"325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","2","3"
"237","1260591","1278149","1278149","0","0","0","0","0.5","0.3","0.1","0.4","0.7","0.1","0.4","0.7","1","1","1","1","0","1","2","3"
"229","1310527","1278149","1278149","0","0","0","0","0.5","0.3","0.1","0.3","0.5","0.1","0.3","0.5","1","1","1","1","0","1","2","3"
"238","1310527","1278149","1278149","0","0","0","0","0.5","0.3","0.1","0.3","0.5","0.1","0.3","0.5","1","1","1","1","0","1","2","3"
"242","1310527","1278149","1278149","0","0","0","0","0.5","0.3","0.1","0.3","0.5","0.1","0.3","0.5","1","1","1","1","0","1","2","3"
"258","1310527","1278149","1278149","0","0","0","0","0.5","0.3","0.1","0.3","0.5","0.1","0.3","0.5","1","1","1","1","0","1","2","3"
"323","1310527","1278149","1278149","0","0","0","0","0.5","0.3","0.1","0.3","0.5","0.1","0.3","0.5","1","1","1","1","0","1","2","3"
"347","1310527","1278149","1278149","0","0","0","0","0.5","0.3","0.1","0.3","0.5","0.1","0.3","0.5","1","1","1","1","0","1","2","3"
"482","1310527","1278149","1278149","0","0","0","0","0.5","0.3","0.1","0.3","0.5","0.1","0.3","0.5","1","1","1","1","0","1","2","3"
"241","1310527","1278149","1278149","0","0","0","0","0.5","0.3","0.5","0.4","0.7","0.1","0.4","0.8","1","1","1","1","0","1","2","3"
"257","1310527","1278149","1278149","0","0","0","0","0.5","0.3","0.5","0.4","0.7","0.1","0.4","0.8","1","1","1","1","0","1","2","3"
"322","1310527","1278149","1278149","0","0","0","0","0.5","0.3","0.5","0.4","0.7","0.1","0.4","0.8","1","1","1","1","0","1","2","3"
"346","1310527","1278149","1278149","0","0","0","0","0.5","0.3","0.5","0.4","0.7","0.1","0.4","0.8","1","1","1","1","0","1","2","3"
"277","1320181","1320182","1320180","0","0","0","0.1","-0.25","0","1","1","2","1","1","2","1","1","1","1","0","1","2","3"
"291","1320181","1320182","1320180","0","0","0","0.1","-0.25","0","1","1","2","1","1","2","1","1","1","1","0","1","2","3"
"301","1320181","1320182","1320180","0","0","0","0.1","-0.25","0","1","1","2","1","1","2","1","1","1","1","0","1","2","3"
"315","1320181","1320182","1320180","0","0","0","0.1","-0.25","0","1","1","2","1","1","2","1","1","1","1","0","1","2","3"
"316","1320181","1320182","1320180","0","0","0","0.1","-0.25","0","1","1","2","1","1","2","1","1","1","1","0","1","2","3"
"317","1320181","1320182","1320180","0","0","0","0.1","-0.25","0","1","1","2","1","1","2","1","1","1","1","0","1","2","3"
"328","1320181","1320182","1320180","0","0","0","0.1","-0.25","0","1","1","2","1","1","2","1","1","1","1","0","1","2","3"
"240","1310527","930326","930326","0","0","0","0","0.5","0.3","0.1","0.5","1","0.1","0.5","1","1","1","1","1","0","1","2","3"
"279","1310527","930326","930326","0","0","0","0","0.5","0.3","0.1","0.5","1","0.1","0.5","1","1","1","1","1","0","1","2","3"
"280","1310527","930326","930326","0","0","0","0","0.5","0.3","0.1","0.5","1","0.1","0.5","1","1","1","1","1","0","1","2","3"
"304","1310527","930326","930326","0","0","0","0","0.5","0.3","0.1","0.5","1","0.1","0.5","1","1","1","1","1","0","1","2","3"
"320","1310527","930326","930326","0","0","0","0","0.5","0.3","0.1","0.5","1","0.1","0.5","1","1","1","1","1","0","1","2","3"
"245","1310526","1320180","1125473","0.5","0.5","0.5","0.5","0.5","0.5","1","1","1","1","1","1","1","1","1","1","0","1","2","3"
"249","1096657","1268803","1261553","0","0.2","0.7","0","0","0","1","2","2","1","2","2","1","1","1","1","0","1","2","3"
"259","1096657","1268803","1261553","0","0.2","0.7","0","0","0","1","2","2","1","2","2","1","1","1","1","0","1","2","3"
"260","1096657","1268803","1261553","0","0.2","0.7","0","0","0","1","2","2","1","2","2","1","1","1","1","0","1","2","3"
"345","1310526","514026","983086","0","0.5","0.75","0","0.5","0.75","0.15","0.5","0.3","0.15","0.5","0.3","1","1","1","1","0","1","2","3"
"282","1310528","514026","983086","0.05","-0.01","0.075","-0.025","0.05","-0.05","0.175","0.5","0.3","0.175","0.5","0.3","1","1","1","1","0","1","2","3"
"256","1310527","1278149","1278149","0","0","0","0","0.5","0.3","0.5","0.6","0.9","1","0.6","0.9","1","1","1","1","0","1","2","3"
"262","1310527","1278149","1278149","0","0","0","0","0.5","0.3","0.5","0.6","0.9","1","0.6","0.9","1","1","1","1","0","1","2","3"
"263","1310527","1278149","1278149","0","0","0","0","0.5","0.3","0.5","0.6","0.9","1","0.6","0.9","1","1","1","1","0","1","2","3"
"413","1310527","930326","930326","0","0","0","0","0.5","0.3","0.2","0.7","1.1","0.2","0.7","1.1","1","1","1","1","0","1","2","3"
"268","1310526","1322296","1110032","0.01","-0.1","0.075","0.01","0.1","-0.05","0.25","0.5","0.3","0.25","0.5","0.3","1","1","1","1","0","1","2","3"
"272","1310526","1322296","1110032","0.01","-0.1","0.075","0.01","0.1","-0.05","0.25","0.5","0.3","0.25","0.5","0.3","1","1","1","1","0","1","2","3"
"296","1310526","1322296","1110032","0.01","-0.1","0.075","0.01","0.1","-0.05","0.25","0.5","0.3","0.25","0.5","0.3","1","1","1","1","0","1","2","3"
"273","1310526","1119239","1129146","0.25","0.5","-0.5","0.15","-0.5","0.5","2","2","2","2","2","2","1","1","1","1","0","1","2","3"
"369","1310526","1320182","1320180","0.3","0","0","0","0.1","0.1","0.1","0.2","0.2","0.1","0.2","0.2","1","1","1","1","0","1","2","3"
"289","1310526","1346475","1133090","0.01","0.1","-0.075","-0.2","-0.1","0.05","0.075","0.5","0.3","0.075","0.5","0.3","1","1","1","1","0","1","2","3"
"290","1310526","1346475","1133090","0.01","0.1","-0.075","-0.2","-0.1","0.05","0.075","0.5","0.3","0.075","0.5","0.3","1","1","1","1","0","1","2","3"
"348","1310528","514026","983086","0.05","-0.01","0.075","-0.025","0.05","-0.05","0.2","0.5","0.3","0.2","0.5","0.3","1","1","1","1","0","1","2","3"
"349","1310528","514026","983086","0.05","-0.01","0.075","-0.025","0.05","-0.05","0.2","0.5","0.3","0.2","0.5","0.3","1","1","1","1","0","1","2","3"
"300","1310527","930326","930326","0","0","0","0","0.5","0.3","0.1","0.5","1","0.1","5","1","1","1","1","1","0","1","2","3"
"385","1310527","930326","930326","0","0","0","0","0.5","0.3","0.1","0.5","1","0.1","5","1","1","1","1","1","0","1","2","3"
"373","1310526","1346471","1109876","0.01","-0.1","0.075","0.01","0.1","-0.05","0.25","0.5","0.3","0.25","0.5","0.3","1","1","1","1","0","1","2","3"
"386","1310526","1346471","1109876","0.01","-0.1","0.075","0.01","0.1","-0.05","0.25","0.5","0.3","0.25","0.5","0.3","1","1","1","1","0","1","2","3"
"350","1310526","510820","510820","0.01","0.1","-0.075","0.01","-0.1","0.05","0.3","0.5","0.3","0.2","0.5","0.3","1","1","1","1","0","1","2","3"
"384","1310526","510820","510820","0.01","0.1","-0.075","0.01","-0.1","0.05","0.3","0.5","0.3","0.2","0.5","0.3","1","1","1","1","0","1","2","3"
"307","1310530","514026","1062637","0.01","-0.25","0.25","-0.02","0.25","-0.25","0.25","0.35","0.3","0.25","0.35","0.3","1","1","1","1","0","1","2","3"
"310","1310527","1320182","1320180","0","0","0","0","0.5","0.3","0.1","0.3","0.5","0.1","0.3","0.5","1","1","1","1","0","1","2","3"
"319","1310526","1320182","1320180","0.01","-0.25","0.25","-0.02","0.25","-0.25","0.25","0.35","0.3","0.25","0.35","0.3","1","1","1","1","0","1","2","3"
"313","1310526","1346471","1349017","0.01","-0.25","0.25","-0.02","0.25","-0.25","0.25","0.35","0.3","0.25","0.35","0.3","1","1","1","1","0","1","2","3"
"314","1310526","1346471","1349017","0.01","-0.25","0.25","-0.02","0.25","-0.25","0.25","0.35","0.3","0.25","0.35","0.3","1","1","1","1","0","1","2","3"
"318","1310526","1346471","1349017","0.01","-0.25","0.25","-0.02","0.25","-0.25","0.25","0.35","0.3","0.25","0.35","0.3","1","1","1","1","0","1","2","3"
"356","1310526","1346471","1109876","0.01","-0.1","0.075","0.001","0.1","-0.05","0.25","0.5","0.3","0.25","0.5","0.3","1","1","1","1","0","1","2","3"
"340","1310526","1125473","1116796","0","0","0.3","0","0.5","0.1","0.05","0.3","0.15","0.05","0.3","0.2","1","1","1","1","0","1","2","3"
"341","1310527","1125473","1116796","0","0","0.3","0","0.5","0.1","0.05","0.3","0.15","0.05","0.3","0.2","1","1","1","1","0","1","2","3"
"360","1310526","982931","1315245","0.01","-0.05","0.25","-0.02","-0.05","-0.25","0.1","0.1","0.1","0.1","0.1","0.1","1","1","1","1","0","1","2","3"
"387","1310526","1346475","999712","0.1","-0.1","0.1","-0.3","-0.3","-0.3","0.25","0.5","0.3","0.25","0.5","0.3","1","1","1","1","0","1","2","3"
"376","1310526","943217","1006703","0.01","-0.1","0.1","-0.02","-0.2","-0.2","0.25","0.8","0.45","0.25","0.8","0.45","1","1","1","1","0","1","2","3"
"378","1310526","943217","1006703","0.01","-0.1","0.1","-0.02","-0.2","-0.2","0.25","0.8","0.45","0.25","0.8","0.45","1","1","1","1","0","1","2","3"
"381","1310526","943217","1006703","0.01","-0.1","0.1","-0.02","-0.2","-0.2","0.25","0.8","0.45","0.25","0.8","0.45","1","1","1","1","0","1","2","3"
"382","1310526","943217","1006703","0.01","-0.1","0.1","-0.02","-0.2","-0.2","0.25","0.8","0.45","0.25","0.8","0.45","1","1","1","1","0","1","2","3"
"375","1310526","943217","1006703","-0.02","0.1","-0.1","0.04","-0.2","-0.2","0.25","0.75","0.45","0.25","0.75","0.45","1","1","1","1","0","1","2","3"
"377","1310526","943217","1006703","-0.02","0.1","-0.1","0.04","-0.2","-0.2","0.25","0.75","0.45","0.25","0.75","0.45","1","1","1","1","0","1","2","3"
"379","1310526","943217","1006703","-0.02","0.1","-0.1","0.04","-0.2","-0.2","0.25","0.75","0.45","0.25","0.75","0.45","1","1","1","1","0","1","2","3"
"380","1310526","943217","1006703","-0.02","0.1","-0.1","0.04","-0.2","-0.2","0.25","0.75","0.45","0.25","0.75","0.45","1","1","1","1","0","1","2","3"
"466","1310527","939368","219767","0","-0.2","-0.2","0","0.1","-0.1","0.2","0.8","1.5","0.2","0.8","1.5","1","1","1","1","0","1","2","3"
"431","1310527","1445480","1445480","0","-0.2","-0.1","0","-0.1","-0.3","0.2","0.8","1","0.2","0.8","1","1","1","1","1","0","1","2","3"
