Id,Unknown0_0,Unknown0_1,Unknown1,Unknown2,Unknown3,Unknown5
"1186","0.7453588","0.7078992","48","0","3","10"
"1187","0.9673659","0.06591801","15","8","0","0"
"1188","0.9708849","0.0625964","12","8","0","0"
"1189","0.9694656","0.0642575","16","8","0","0"
"1190","0.9702033","0.06259632","3","8","0","0"
"1191","0.9687845","0.05927412","60","8","0","0"
"1192","0.9723036","0.05927414","59","8","0","0"
"1193","0.9737226","0.05927414","58","8","0","0"
"1194","0.9708846","0.06425751","57","8","0","0"
"1195","0.9723035","0.06259639","13","8","0","0"
"1196","0.9708843","0.05429075","56","8","0","0"
"1197","0.9737225","0.06093528","55","8","0","0"
"1198","0.9737229","0.06259631","34","8","0","0"
"1199","0.970885","0.05927413","4","8","0","0"
"1200","0.9751418","0.05595189","53","8","0","0"
"1201","0.9751413","0.05595187","54","8","0","0"
"1202","0.9694665","0.05927397","52","8","0","0"
"1203","0.9723037","0.05595188","51","8","0","0"
"1204","0.9793978","0.04930735","50","8","0","0"
"1205","0.9751413","0.06093524","48","8","0","0"
"1206","0.9765601","0.05927414","49","8","0","0"
"1207","0.977979","0.05595186","2","8","0","0"
"1208","0.9737222","0.06259634","46","8","0","0"
"1209","0.97446","0.06093526","45","8","0","0"
"1210","0.9694659","0.06259634","47","8","0","0"
"1211","0.9758789","0.06093524","43","8","0","0"
"1212","0.9723037","0.057613","44","8","0","0"
"1213","0.9737224","0.05927412","17","8","0","0"
"1214","0.9765607","0.05429072","40","8","0","0"
"1215","0.9737227","0.05096851","41","8","0","0"
"1216","0.9723035","0.0542907","42","8","0","0"
"1217","0.9765599","0.05096845","39","8","0","0"
"1218","0.9779794","0.05761296","37","8","0","0"
"1219","0.9808166","0.05927412","38","8","0","0"
"1220","0.9751413","0.06425743","36","8","0","0"
"1221","0.9723042","0.06259632","35","8","0","0"
"1222","0.968047","0.06591864","11","8","0","0"
"1228","0.9434838","0.3833993","60","0","1","0"
"1229","0.7604283","0.4928957","60","0","3","7"
"1230","0.9093987","0.5424864","60","0","3","8"
"1231","0.2067529","0.7924809","60","0","3","9"
"1232","0.5837061","0.7303044","60","0","3","10"
"1233","0.6860735","0.7422169","60","0","3","11"
"1234","0.534825","0.6162208","60","0","3","12"
"1235","0.4721434","0.9145548","60","1","1","3"
"1236","0.08349002","0.813836","60","1","1","2"
"1237","0.9251389","0.2219231","80","1","1","3"
"1238","0.6186526","0.6873168","80","0","1","0"
"1239","0.2564363","0.7125702","80","0","1","0"
"1240","0.4545738","0.4882411","80","0","1","0"
"1241","0.1092496","0.6124592","80","1","1","2"
"1242","0.4582828","0.7751292","80","0","3","7"
"1243","0.947184","0.5126566","80","0","3","10"
"1244","0.7985902","0.5861335","80","0","3","9"
"1245","0.5717639","0.4115683","80","0","3","8"
"1246","0.2230613","0.8821597","80","1","1","1"
"1247","0.218226","0.5459349","80","0","3","12"
"1248","0.389783","0.8941257","80","0","3","11"
"1249","0.8685586","0.3877627","80","0","3","6"
"1250","0.3359638","0.568766","80","0","3","5"
"1251","0.6714638","0.514181","80","0","3","4"
"1252","0.09203701","0.7949869","80","1","1","0"
"1253","0.7267878","0.3112436","80","2","1","0"
"1254","0.91061","0.06276251","13","8","0","0"
"1255","0.9091914","0.056118","51","8","0","0"
"1256","0.9120289","0.06110136","48","8","0","0"
"1257","0.9091915","0.05944025","45","8","0","0"
"1258","0.9077725","0.05777909","42","8","0","0"
"1275","0.5684797","0.4247836","2","0","1","0"
"1276","0.5215064","0.3947029","43","0","1","0"
"1277","0.8093553","0.1991592","52","18","0","0"
"1278","0.5342813","0.6394318","52","0","3","4"
"1279","0.6010602","0.5239791","52","0","3","5"
"1280","0.5330036","0.7865821","52","0","3","6"
"1281","0.7293651","0.6086146","52","0","3","7"
"1282","0.8991822","0.7778731","52","0","3","8"
"1283","0.8391802","0.5222028","52","0","3","9"
"1284","0.5918816","0.3694496","52","0","3","10"
"1285","0.7237542","0.435169","52","0","3","11"
"1286","0.3354793","0.5616803","52","0","3","12"
"1287","0.9057578","0.637267","52","0","1","0"
"1288","0.4762503","0.4594667","52","0","1","0"
"1289","0.7262987","0.7531242","52","0","1","0"
"1290","0.1931108","0.6725404","52","1","1","1"
"1291","0.6281089","0.8956292","52","1","1","2"
"1292","0.7975693","0.8967195","52","1","1","3"
"1293","0.7001272","0.2834933","52","0","1","0"
"1294","0.1454273","0.4155559","59","0","1","0"
"1295","0.4943525","0.8041342","51","0","1","0"
"1296","0.1837203","0.7955371","53","0","1","0"
"1327","0.09230147","0.875773","58","0","1","0"
"1328","0.5684479","0.456644","60","0","1","0"
"1330","0.6123361","0.7691218","3","0","1","0"
"1331","0.5078786","0.2893041","15","0","1","0"
"1332","0.1650653","0.3243334","12","0","1","0"
"1333","0.5192468","0.6384402","16","0","1","0"
"1334","0.4652429","0.529179","57","0","1","0"
"1335","0.1396332","0.7156081","13","0","1","0"
"1336","0.1757001","0.875206","56","0","1","0"
"1337","0.7567592","0.8225492","55","0","1","0"
"1338","0.6988678","0.7812259","34","0","1","0"
"1339","0.681302","0.8344094","4","0","1","0"
"1340","0.4552687","0.6029104","54","0","1","0"
"1341","0.5584778","0.5423471","50","0","1","0"
"1342","0.5579122","0.7748922","48","0","1","0"
"1343","0.4628947","0.7262674","49","0","1","0"
"1345","0.4537898","0.9242242","46","0","1","0"
"1346","0.737127","0.8984512","45","0","1","0"
"1347","0.4986374","0.6849353","47","0","1","0"
"1348","0.3637437","0.6694474","44","0","1","0"
"1349","0.9585029","0.4287052","17","0","1","0"
"1350","0.8871734","0.3951874","40","0","1","0"
"1351","0.6381667","0.841484","41","0","1","0"
"1352","0.3978952","0.8178916","42","0","1","0"
"1353","0.3117882","0.441796","39","0","1","0"
"1354","0.4943356","0.2872787","37","0","1","0"
"1355","0.5331608","0.5292491","38","0","1","0"
"1356","0.3008298","0.3940928","36","0","1","0"
"1357","0.8189667","0.3213239","35","0","1","0"
"1358","0.4663911","0.9411614","11","0","1","0"
"1359","0.5066021","0.5695779","15","5","20","0"
"1360","0.8013346","0.4276953","12","5","20","0"
"1361","0.4342186","0.6981969","16","5","20","0"
"1362","0.7290322","0.5440962","3","5","20","0"
"1363","0.2469111","0.3555494","60","5","20","0"
"1364","0.05267945","0.4137765","59","5","20","0"
"1365","0.3640511","0.4949094","58","5","20","0"
"1366","0.8306091","0.3635232","57","5","20","0"
"1367","0.7989902","0.2327658","13","5","20","0"
"1368","0.3519425","0.7024991","56","5","20","0"
"1369","0.5684002","0.4492197","55","5","20","0"
"1370","0.5595433","0.6313669","34","5","20","0"
"1371","0.6332954","0.7435197","4","5","20","0"
"1372","0.1311753","0.4854155","54","5","20","0"
"1373","0.354358","0.6715657","53","5","20","0"
"1374","0.08773527","0.769075","52","5","20","0"
"1375","0.6583564","0.2632613","51","5","20","0"
"1376","0.1358648","0.288038","50","5","20","0"
"1377","0.4214934","0.2724756","48","5","20","0"
"1378","0.8934286","0.6075693","49","5","20","0"
"1379","0.5317676","0.6672128","46","5","20","0"
"1380","0.5189381","0.5733173","45","5","20","0"
"1381","0.4121583","0.4623161","47","5","20","0"
"1384","0.8919048","0.2644668","43","5","20","0"
"1385","0.1735626","0.321803","44","5","20","0"
"1386","0.3176773","0.5481011","17","5","20","0"
"1387","0.209827","0.286779","40","5","20","0"
"1388","0.4456736","0.5120976","41","5","20","0"
"1389","0.5950592","0.5303525","42","5","20","0"
"1390","0.3706523","0.8034247","39","5","20","0"
"1391","0.10473","0.7633328","37","5","20","0"
"1392","0.83058","0.2822596","38","5","20","0"
"1393","0.2061071","0.3250547","36","5","20","0"
"1394","0.146126","0.3910107","35","5","20","0"
"1395","0.1106838","0.6930562","11","5","20","0"
"1434","0.3667607","0.725194","60","0","1","0"
"1436","0.9074106","0.05959161","46","8","0","0"
"1451","0.9066629","0.0616347","15","8","0","0"
"1452","0.9065688","0.05900312","60","8","0","0"
"1453","0.9078532","0.06201068","57","8","0","0"
"1454","0.9091377","0.05749939","52","8","0","0"
"1455","0.9142755","0.0605069","49","8","0","0"
"1456","0.9078531","0.06802571","11","8","0","0"
