Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown16
"898","Scholomance","1597.917","-1708.334","1612.5","-591.666","1007","6066","-1","0","22","0","0","0","0","0","0"
"899","ProvingGrounds","902.083","145.834","4008.333","3504.167","1148","6852","-1","0","809","0","0","0","0","0","0"
"900","AncientMoguCrypt","3587.5","1175","1608.333","0","1030","6208","-1","0","809","0","0","0","0","0","0"
"903","ShrineofTwoMoons","0","0","0","0","870","6141","-1","668","811","512","0","0","0","0","0"
"905","ShrineofSevenStars","0","0","0","0","870","6142","-1","670","811","512","0","0","0","0","0"
"906","DustwallowMarshScenarioAlliance","-3979.166","-5037.5","-3468.75","-4175","1000","6500","-1","0","141","0","0","0","0","0","0"
"907","Dustwallow_terrain1","-975","-6225","-2033.334","-5533.334","1","15","-1","0","13","2","0","0","0","0","0"
"910","Krasarang_terrain1","2947.917","-1739.584","-110.416","-3235.416","870","6134","-1","0","862","2","86","87","0","0","0"
"911","KrasarangAlliance","-314.584","-1433.334","-587.5","-1333.334","1103","6575","-1","0","857","0","0","0","0","0","0"
"912","KrasarangPatience","1931.25","85.41602","-891.666","-2120.834","1104","6616","-1","0","857","0","0","0","0","0","0"
"914","VoljinScenario","812.5","-981.25","1689.583","493.75","1095","6565","-1","0","873","0","0","0","0","0","0"
"919","BlackTempleScenario","1150","366.667","950","427.083","1112","6613","-1","0","473","4","0","0","0","0","0"
"920","KrasarangHorde","3125","793.75","-1352.084","-2906.25","1102","6615","-1","0","857","0","0","0","0","0","0"
"922","DeeprunTram","0","0","0","0","369","2257","-1","741","301","0","0","0","0","0","0"
"924","DalaranCity","0","0","0","0","1106","6611","-1","746","14","0","0","0","0","0","0"
"925","BrawlgarArena","-4639.584","-4872.916","2110.417","1954.167","1043","6298","-1","749","321","0","0","0","0","0","0"
"928","IsleoftheThunderKing","7654.166","3518.75","8147.916","5391.666","1064","6507","870","0","862","64","0","0","0","0","0"
"929","IsleOfGiants","2004.167","216.666","6697.916","5506.25","870","6661","-1","0","862","0","0","0","0","0","0"
"930","ThunderKingRaid","8633.333","2033.333","8066.666","3666.667","1098","6622","-1","0","928","0","0","0","0","0","0"
"933","IsleoftheThunderKingScenario","7654.166","3518.75","8147.916","5391.666","1126","6677","-1","0","862","64","0","0","0","0","0"
"934","ThunderKingLootRoom","0","0","0","0","1135","6716","-1","0","928","0","0","0","0","0","0"
"935","GoldRush","1068.75","-14.58398","189.584","-533.334","1105","6665","-1","0","0","0","0","0","0","0","0"
"937","ValeOfEternalBlossomsScenario","1239.583","481.25","1310.417","806.25","1144","6733","-1","0","811","0","0","0","0","0","0"
"938","EmberdeepScenario","1966.667","166.666","2200","1000","1131","6731","-1","0","321","0","0","0","0","0","0"
"939","DunMoroghScenario","145.834","-687.5","-4904.166","-5460.416","1130","6678","-1","0","27","0","0","0","0","0","0"
"940","tempKrasarangHordeBase","-3818.75","-4516.666","2560.417","2095.833","1099","6567","-1","0","13","0","0","0","0","0","0"
"941","FrostfireRidge","7506.25","1391.67","8275","4197.92","1116","6720","-1","0","962","0","90","93","0","0","0"
"945","TanaanJungle","1708.33","-3541.67","5933.33","2433.33","1116","6723","-1","0","962","0","100","100","0","0","0"
"946","Talador","5833.33","-129.166","4429.17","454.166","1116","6662","-1","0","962","0","94","96","0","0","0"
"947","ShadowmoonValleyDR","2268.75","-4431.25","2660.42","-1806.25","1116","6719","-1","0","962","0","90","93","0","0","0"
"948","SpiresOfArak","4681.25","-1379.17","1383.33","-2656.25","1116","6722","-1","0","962","0","96","98","0","0","0"
"949","Gorgrond","5066.67","-3110.42","9589.58","4139.58","1116","6721","-1","0","962","0","92","94","0","0","0"
"950","NagrandDraenor","9308.333","3633.333","4922.916","1139.583","1116","6755","-1","0","962","0","98","100","0","0","0"
"951","TimelessIsle","-4083.334","-6483.334","233.334","-1366.666","870","6757","-1","0","862","0","0","0","0","0","0"
"953","OrgrimmarRaid","1239.583","481.25","1310.417","806.25","1136","6738","-1","0","811","4","0","0","0","0","0"
"955","CelestialChallenge","-4083.334","-6483.334","233.334","-1366.666","1161","6771","-1","0","0","0","0","0","0","0","0"
"962","Draenor","12242.34","-10493.44","11193","-3964.188","1116","0","-1","0","0","0","0","0","0","0","0"
"964","OgreMines","439.584","-847.916","2600","1741.667","1175","6874","-1","0","941","0","0","0","0","0","0"
"969","ShadowmoonDungeon","1133.333","-1666.666","2800","933.333","1176","6932","-1","0","947","0","0","0","0","0","0"
"970","TanaanJungleIntro","-1054.17","-3462.5","4841.67","3235.42","1265","7025","-1","0","962","0","0","0","0","0","0"
"971","garrisonsmvalliance","545.834","-137.5","2091.667","1635.417","1116","7078","-1","0","947","6176","0","0","0","0","0"
"973","garrisonsmvalliance_tier1","545.834","-137.5","2091.667","1635.417","1116","7078","-1","0","947","2082","0","0","0","0","0"
"974","garrisonsmvalliance_tier3","545.834","-137.5","2091.667","1635.417","1116","7078","-1","0","947","2082","0","0","0","0","0"
"975","garrisonsmvalliance_tier4","545.834","-137.5","2091.667","1635.417","1116","7078","-1","0","947","2082","0","0","0","0","0"
"976","garrisonffhorde","4885.416","4183.333","5814.583","5345.833","1116","7004","-1","0","941","6176","0","0","0","0","0"
"978","Ashran","-2672.92","-5795.83","5577.08","3495.83","1116","6941","-1","0","0","0","100","100","0","0","0"
"980","garrisonffhorde_tier1","4885.416","4183.333","5814.583","5345.833","1116","7004","-1","0","941","2082","0","0","0","0","0"
"981","garrisonffhorde_tier3","4885.416","4183.333","5814.583","5345.833","1116","7004","-1","0","941","2082","0","0","0","0","0"
"982","garrisonffhorde_tier4","4885.416","4183.333","5814.583","5345.833","1116","7004","-1","0","941","2082","0","0","0","0","0"
"983","DefenseofKarabor","-1608.334","-3639.584","1264.583","-89.58398","1277","7083","-1","0","0","0","0","0","0","0","0"
"984","DraenorAuchindoun","4633.333","1233.333","2733.333","466.666","1182","6912","-1","0","946","0","0","0","0","0","0"
"986","TaladorScenario","4766.666","2166.667","4333.333","2600","1207","6980","-1","0","0","0","0","0","0","0","0"
"987","IronDocks","100","-1700","7533.333","6333.333","1195","6951","-1","839","949","0","0","0","0","0","0"
"988","FoundryRaid","4766.666","2166.667","1133.333","-600","1205","6967","-1","0","949","0","0","0","0","0","0"
"989","SpiresofArakDungeon","5300","-2100","3266.67","-1666.67","1209","6988","-1","845","948","0","0","0","0","0","0"
"990","garrisonffhorde_tier2","4885.416","4183.333","5814.583","5345.833","1116","7004","-1","0","941","2082","0","0","0","0","0"
"991","garrisonsmvalliance_tier2","545.834","-137.5","2091.667","1635.417","1116","7078","-1","0","947","2082","0","0","0","0","0"
"992","BlastedLands_terrain1","-1193.75","-4856.25","-10583.33","-13025","0","4","-1","0","14","2","0","0","0","0","0"
"993","BlackrockTrainDepotDungeon","2500","700","2200","1000","1208","6984","-1","849","949","0","0","0","0","0","0"
"994","HighmaulRaid","8468.75","7062.5","4254.167","3316.667","1228","6996","-1","0","950","4","0","0","0","0","0"
"995","UpperBlackrockSpire","0","0","0","0","1358","7307","-1","0","0","0","0","0","0","0","0"
"1007","BrokenIsles","13100.1","-5738.08","7262.13","-5296.69","1220","0","-1","0","0","0","0","0","4","1","0"
"1008","OvergrownOutpost","2354.167","935.417","956.25","10.41602","1279","7109","-1","0","949","4","0","0","0","0","0"
"1009","AshranAllianceFactionHub","-3625","-4312.5","3908.333","3450","1116","7332","-1","0","978","0","0","0","0","0","0"
"1010","HillsbradFoothillsBG","1995.833","-172.916","2977.083","1531.25","1280","7107","-1","0","0","0","0","0","0","0","0"
"1011","AshranHordeFactionHub","-3589.584","-4389.584","5541.666","5008.333","1116","7333","-1","0","978","0","0","0","0","0","0"
"1014","Dalaran70","0","0","0","0","1220","7502","-1","1009","1007","8192","0","0","0","1","0"
"1015","Azsuna","9831.25","3241.667","1806.25","-2587.5","1220","7334","-1","0","1007","0","0","0","0","1","0"
"1017","Stormheim","5033.33","-768.75","5177.08","1308.33","1220","7541","-1","0","1007","0","0","0","0","1","0"
"1018","Valsharah","9606.25","4095.833","4964.583","1291.667","1220","7558","-1","0","1007","0","0","0","0","1","0"
"1020","TwistingNether70","1947.92","727.083","237.5","-577.084","1462","7576","-1","0","0","0","0","0","0","5","0"
"1021","BrokenShore","4916.67","1066.67","-4.16602","-2570.83","1220","7543","-1","0","1007","0","0","0","0","1","0"
"1022","Helheim","1116.67","-41.666","706.25","-66.666","1463","7588","-1","0","1017","0","0","0","0","0","0"
"1024","Highmountain","7689.583","618.75","6962.5","2250","1220","7503","-1","0","0","0","0","0","0","1","0"
"1026","HellfireRaid","-264.584","-977.084","4183.33","3708.33","1448","7545","-1","0","945","4","0","0","0","0","0"
"1027","AraukNashalIntroScenario","3506.25","2327.083","5133.333","4347.916","1475","7658","-1","0","0","0","0","0","0","0","0"
"1028","MardumtheShatteredAbyss","4029.167","285.416","2572.917","77.08398","1481","7705","-1","0","0","0","0","0","0","0","0"
"1031","BrokenShorePaladin","685.417","-3091.67","-1204.17","-3720.83","1500","7796","-1","0","0","64","0","0","0","0","0"
"1032","VaultOfTheWardensDH","2133.33","-2666.67","5866.67","2666.67","1468","7814","-1","943","0","0","0","0","0","0","0"
"1033","Suramar","6658.33","1106.25","3445.83","-256.25","1220","7637","-1","0","0","0","0","0","0","3","0"
"1034","HelmouthShallows","2439.583","958.333","4039.583","3052.083","1511","7830","-1","0","0","0","0","0","0","0","0"
"1035","ValhallasWarriorOrderHome","7614.58","6858.33","1195.83","691.667","1479","7813","-1","946","0","0","0","0","0","0","0"
"1036","ShieldsRestIslandScenario","804.167","-185.416","5091.666","4431.25","1495","7744","-1","0","0","0","0","0","0","0","0"
"1037","StormheimArtifactProtWarrior","770.833","-354.166","5193.75","4443.75","1495","7921","-1","0","0","0","0","0","0","0","0"
"1038","HulnFlashback","-3372.92","-8887.5","5381.25","1704.17","1515","7838","-1","0","0","0","0","0","0","0","0"
"1039","IcecrownCitadelDeathKnight","6366.666","-5833.334","5933.333","-2200","1480","7695","-1","0","0","0","0","0","0","0","0"
"1040","NetherlightTemple","1722.92","964.583","1602.08","1095.83","1512","7834","-1","966","0","0","0","0","0","0","0"
"1041","HallsofValor","3485.42","2610.42","3366.67","2783.33","1477","7672","-1","0","1017","16388","0","0","0","5","0"
"1042","HelheimDungeonDock","7608.33","6989.58","7508.33","7095.83","1492","7812","-1","0","1017","16388","0","0","0","5","0"
"1043","HelheimDungeon","8633.33","-1166.67","8066.67","1533.33","1492","7811","-1","0","0","16384","0","0","0","5","0"
"1044","MonkOrderHallTheWanderingIsle","4979.166","2308.333","1785.417","6.25","1514","7902","-1","0","0","0","0","0","0","0","0"
"1045","VaultOfTheWardens","2233.33","-2766.67","5933.33","2600","1493","7787","-1","971","1015","16384","0","0","0","5","0"
"1046","AszunaDungeon","5439.58","3539.58","-2806.25","-4072.92","1456","8040","-1","0","1015","16388","0","0","0","5","0"
"1047","Niskara","2172.917","829.167","718.75","-177.084","1489","7737","-1","0","0","0","0","0","0","0","0"
"1048","EmeraldDreamway","1850","1091.667","1902.083","1395.833","1540","7979","-1","0","0","0","0","0","0","0","0"
"1049","ArtifactSkywall","2366.67","-1833.33","600","-2200","1528","7960","-1","973","720","0","0","0","0","0","0"
"1050","WarlockClassShrine","1391.67","633.334","3279.17","2772.92","1107","7875","-1","0","1007","0","0","0","0","0","0"
"1051","DreadscarRift","1391.67","633.334","3279.17","2772.92","1522","7918","-1","0","0","0","0","0","0","0","0"
"1052","DemonHunterOrderHallTerrain","4029.17","285.416","2572.92","77.084","1519","8022","-1","0","1007","0","0","0","0","0","0"
"1053","AzsunaArtifact","8500","4300","66.666","-2733.33","1545","8000","-1","0","0","0","0","0","0","5","0"
"1054","TheVioletHoldAcquisition","233.334","-766.666","1666.67","1000","1494","7777","-1","974","504","0","0","0","0","0","0"
"1055","SuramarAcquisition","5585.416","4116.667","1562.5","583.334","1498","7767","-1","0","0","0","0","0","0","0","0"
"1056","MaelstromShamanHubIntro","1408.33","358.334","1366.67","666.666","1572","8046","-1","0","0","0","0","0","0","0","0"
"1057","MaelstromShaman","1408.33","358.334","1366.67","666.666","1469","7745","-1","0","1007","0","0","0","0","0","0"
"1058","KunLaiSummitSCENARIO","1264.583","-247.916","4143.75","3135.417","1526","7952","-1","0","0","0","0","0","0","0","0"
"1059","TerraceofEndlessSpringScenario","-2497.92","-3200","-789.584","-1258.33","1541","8005","-1","0","873","0","0","0","0","0","0"
"1060","DeepholmShamanAcquisition","608.334","-139.584","2077.08","1579.17","1503","7955","-1","975","640","0","0","0","0","0","0"
"1062","TirisfalGladesInsideScenario","3275","1525","2700","1533.333","1539","7976","-1","0","0","0","0","0","0","0","0"
"1065","NeltharionsLair","2266.67","939.583","3329.17","2443.75","1458","7546","-1","0","1024","16384","0","0","0","5","0"
"1066","LegionVioletHoldDungeon","4500","3500","4866.67","4200","1544","7996","-1","0","0","16384","0","0","0","5","0"
"1067","DarkheartThicket","2241.67","1116.67","3354.17","2604.17","1466","7673","-1","0","1018","16384","0","0","0","5","0"
"1068","MageClassShrine","0","0","0","0","1513","7879","-1","0","0","0","0","0","0","0","0"
"1069","TheBeyond","8066.67","-66.666","5110.42","-310.416","1583","8094","-1","980","0","0","0","0","0","5","0"
"1070","TheVortexPinnacle","2366.67","-1833.33","600","-2200","1602","8093","-1","983","0","0","0","0","0","0","0"
"1071","FirelandsShaman","718.75","-868.75","425","-633.333","1605","8125","-1","0","606","0","0","0","0","0","0"
"1072","TrueshotLodge","5625","4841.67","4779.17","4258.33","1220","7877","-1","0","1024","0","0","0","0","0","42890"
"1073","ArtifactSubtletyRogueAcquisition","0","0","0","0","1607","8142","-1","0","0","0","0","0","0","0","0"
"1075","AbyssalMawShamanAcquisition","2100","-500","600","-1133.334","1600","8106","-1","0","0","0","0","0","0","0","0"
"1076","UlduarMagni","2133.33","233.334","1766.67","500","1579","8161","-1","0","0","0","0","0","0","0","0"
"1077","TheDreamgrove","7787.5","6906.25","4275","3687.5","1220","7846","-1","0","1018","0","0","0","0","0","35351"
"1078","Niskara","2172.92","829.167","718.75","-177.084","1604","8105","-1","0","0","0","0","0","0","0","0"
"1079","SuamarCatacombsDungeon","6233.33","2833.33","4333.33","2066.67","1516","7855","-1","0","0","16384","0","0","0","5","0"
"1080","ThunderTotem","4800","3868.75","4397.92","3777.08","1220","7731","-1","0","1024","32768","0","0","0","0","0"
"1081","BlackRookHoldDungeon","0","0","0","0","1501","7805","-1","0","0","16384","0","0","0","5","0"
"1082","UrsocsLairScenario","-12729.17","-13506.25","-12037.5","-12556.25","1536","7974","-1","0","0","0","0","0","0","0","0"
"1084","GloamingReef","8735.42","7841.67","2762.5","2166.67","1553","8017","-1","0","1018","0","0","0","0","0","0"
"1085","70BlackTempleLegion","3300","-1700","2200","-1133.33","1621","8239","-1","0","0","0","0","0","0","5","0"
"1086","MalornesNightmare","-1570.834","-2914.584","5279.166","4383.333","1608","8180","-1","0","0","0","0","0","0","0","0"
"1087","SuramarNoblesDistrict","3887.5","2893.75","1470.83","808.333","1571","8079","-1","0","1033","16388","0","0","0","5","0"
"1088","SuramarRaid","3147.92","2404.17","868.75","372.916","1530","8025","-1","1043","0","16384","0","0","0","5","0"
"1090","TolBaradWarlockScenario","2010.42","-4.16667","-560.417","-1904.17","1630","8309","-1","0","0","0","0","0","0","0","0"
"1091","TheExodar","-11066.4","-12123.1","-3609.68","-4314.37","1624","8277","-1","0","13","0","0","0","0","0","0"
"1092","AzuremystIsleScenario","-10500","-14570.8","-2793.75","-5508.33","1624","8275","-1","0","13","64","0","0","0","0","0"
"1094","NightmareRaid","11627.1","10987.5","11681.3","11256.3","1520","8026","-1","0","0","0","0","0","0","5","0"
"1096","AszunaDungeonExterior","5908.33","3070.83","-2493.75","-4385.42","1220","7578","-1","0","1007","0","0","0","0","1","0"
"1097","ArtifactBrewmasterScenario","-1891.666","-3141.666","1400","566.666","1625","8262","-1","0","0","0","0","0","0","0","0"
"1099","BlackRookHoldScenario","9606.2","4095.88","4964.53","1291.72","1646","8406","-1","0","0","0","0","0","0","0","0"
"1100","KarazhanScenario","3700","1100","2733.333","1000","1529","7969","-1","0","0","0","0","0","0","0","0"
"1102","ArcwayScenario","5966.666","2566.667","4333.333","2066.667","1632","8423","-1","0","0","0","0","0","0","0","0"
"1104","MageCampaignTheOculus","2337.5","-262.5","1956.25","222.917","1623","8252","-1","0","0","0","0","0","0","0","0"
"1105","ScarletMonestaryDK","1150","150","1266.67","600","1618","8285","-1","1083","0","0","0","0","0","0","0"
"1114","HelheimRaid","6702.08","5162.5","3945.83","2918.75","1648","8440","-1","0","0","4","0","0","0","0","0"
"1115","LegionKarazhanDungeon","11033.33","-14766.67","5400","-11800","1651","8443","-1","0","0","0","0","0","0","0","0"
