Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Unknown30
"258","Random Classic Dungeon","19","","","0","0","58","58","0","0","0","0","300","0","15","55","15","1","6","-1","0","0","1","1","1","3","1","1","3","1","0"
"259","Random Burning Crusade Dungeon","19","","","0","0","68","68","0","0","0","0","300","0","59","65","59","1","6","-1","1","0","2","1","1","3","1","1","3","1","0"
"260","Random Burning Crusade Heroic","19","","","0","0","101","101","-1","0","0","0","300","0","101","70","101","2","6","-1","1","0","3","1","1","3","1","1","3","1","0"
"261","Random Lich King Dungeon","19","","","0","0","79","79","-1","0","0","0","300","0","69","80","69","1","6","-1","2","0","4","1","1","3","1","1","3","1","0"
"262","Random Lich King Heroic","19","","","0","0","101","101","-1","0","0","0","300","0","101","80","101","2","6","-1","2","0","5","1","1","3","1","1","3","1","0"
"272","Maraudon - The Wicked Grotto","259","MARAUDON","","0","0","40","35","349","258","0","427","0","0","30","34","32","1","1","-1","0","0","1","1","1","3","1","1","3","1","0"
"273","Maraudon - Earth Song Falls","259","MARAUDON","","0","0","44","39","349","258","0","431","0","0","34","38","36","1","1","-1","0","0","1","1","1","3","1","1","3","1","0"
"274","Stratholme - Service Entrance","259","STRATHOLME","","0","0","56","51","329","258","0","456","0","0","46","50","48","1","1","-1","0","0","1","1","1","3","1","1","3","1","0"
"276","Blackrock Depths - Upper City","259","BLACKROCKDEPTHS","","0","0","61","56","230","258","0","387","0","0","51","55","53","1","1","-1","0","0","1","1","1","3","1","1","3","1","0"
"279","Icecrown Citadel","0","ICECROWNCITADEL","","0","219","83","83","631","0","0","0","0","0","80","80","80","3","2","-1","2","0","8","0","0","0","0","0","0","2","0"
"280","Icecrown Citadel","0","ICECROWNCITADEL","","0","226","83","83","631","0","0","0","0","0","80","80","80","4","2","-1","2","0","9","0","0","0","0","0","0","2","0"
"285","The Headless Horseman","15","HALLOWEEN","Defeat the mad Headless Horseman before he burns down every last settlement in Azeroth.","5218","0","110","110","1004","0","0","0","0","0","109","110","110","1","1","-1","0","0","11","1","1","3","1","1","3","1","0"
"286","The Frost Lord Ahune","15","SUMMER","Defeat Ahune, the Frost Lord, before he fully manifests in Azeroth and puts an end to Summer forever.","9484","0","110","110","547","0","0","0","0","0","109","110","110","1","1","-1","1","0","11","1","1","3","1","1","3","1","0"
"287","Coren Direbrew","15","BREW","Defeat the jealous Coren Direbrew to stop his incessant attacks upon the Brewfest festivities.","9485","0","110","110","230","0","0","0","0","0","109","110","110","1","1","-1","0","0","11","1","1","3","1","1","3","1","0"
"288","The Crown Chemical Co.","15","LOVE","Defeat the insidious undead apothecaries of the Crown Chemical Co. before they unleash their newest, horrific plague.","9397","0","110","110","33","0","0","0","0","0","16","0","16","1","1","-1","0","0","11","1","1","3","1","1","3","1","0"
"293","Ruby Sanctum","0","RUBYSANCTUM","","0","219","83","83","724","0","0","0","0","0","80","80","80","3","2","-1","2","0","8","0","0","0","0","0","0","2","0"
"294","Ruby Sanctum","0","RUBYSANCTUM","","0","219","83","83","724","0","0","0","0","0","80","80","80","4","2","-1","2","0","9","0","0","0","0","0","0","2","0"
"296","Grand Ambassador Flamelash","15","CATAEVENTFLAMELASH","Defeat Grand Ambassador Flamelash in Blackrock Depths.","5793","0","90","90","230","0","0","0","0","0","78","80","78","1","1","1","0","0","11","1","1","3","1","1","3","1","0"
"297","Crown Princess Theradras","15","CATAEVENTTHERADRAS","Defeat Crown Princess Theradras and her Twilight's Hammer associates in Maraudon.","5793","0","90","90","349","0","0","0","0","0","78","80","78","1","1","1","0","0","11","1","1","3","1","1","3","1","0"
"298","Kai'ju Gahz'rilla","15","CATAEVENTKAIJUGAHZRILLA","Defeat Kai'ju Gahz'rilla and her worshipers in Zul'Farrak.","5793","0","90","90","209","0","0","0","0","0","78","80","78","1","1","1","0","0","11","1","1","3","1","1","3","1","0"
"299","Prince Sarsarun","15","CATAEVENTSARSARUN","Defeat Prince Sarsarun, Herald of Al'Akir, in the Ruins of Ahn'Qiraj.","5793","0","90","90","734","0","0","0","0","0","78","80","78","1","1","1","0","0","11","1","1","3","1","1","3","1","0"
"300","Random Cataclysm Dungeon","19","","","0","0","85","85","-1","0","0","0","300","0","80","0","80","1","6","-1","3","0","13","1","1","3","1","1","3","1","0"
"301","Random Cataclysm Heroic","19","","","0","0","85","85","-1","0","0","0","300","0","85","0","85","2","6","-1","3","0","12","1","1","3","1","1","3","1","0"
"302","Throne of the Tides","259","THRONEOFTHETIDES","","0","0","85","82","643","300","0","104","0","0","80","81","80","1","1","-1","3","0","13","1","1","3","1","1","3","1","0"
"303","Blackrock Caverns","259","BLACKROCKCAVERNS","","0","0","85","82","645","300","0","109","0","0","80","81","80","1","1","-1","3","0","13","1","1","3","1","1","3","1","0"
"304","Grim Batol","259","GRIMBATOL","","0","0","85","85","670","300","0","134","0","0","84","84","84","1","1","-1","3","0","13","1","1","3","1","1","3","1","0"
"305","Halls of Origination","259","HALLSOFORIGINATION","","0","0","85","85","644","300","0","130","0","0","84","85","85","1","1","-1","3","0","13","1","1","3","1","1","3","1","0"
"306","Kai'ju Gahz'rilla","15","CATAEVENTKAIJUGAHZRILLA","Defeat Kai'ju Gahz'rilla and her worshipers in Zul'Farrak.","5793","0","90","90","209","0","0","0","0","0","78","80","78","1","1","0","0","0","11","1","1","3","1","1","3","1","0"
"307","The Stonecore","259","THESTONECORE","","0","0","85","84","725","300","0","113","0","0","81","83","82","1","1","-1","3","0","13","1","1","3","1","1","3","1","0"
"308","Grand Ambassador Flamelash","15","CATAEVENTFLAMELASH","Defeat Grand Ambassador Flamelash in Blackrock Depths.","5793","0","90","90","230","0","0","0","0","0","78","80","78","1","1","0","0","0","11","1","1","3","1","1","3","1","0"
"309","Crown Princess Theradras","15","CATAEVENTTHERADRAS","Defeat Crown Princess Theradras and her Twilight's Hammer associates in Maraudon.","5793","0","90","90","349","0","0","0","0","0","78","80","78","1","1","0","0","0","11","1","1","3","1","1","3","1","0"
"310","Prince Sarsarun","15","CATAEVENTSARSARUN","Defeat Prince Sarsarun, Herald of Al'Akir, in the Ruins of Ahn'Qiraj.","5793","0","90","90","734","0","0","0","0","0","78","80","78","1","1","0","0","0","11","1","1","3","1","1","3","1","0"
"311","The Vortex Pinnacle","259","THEVORTEXPINNACLE","","0","0","85","84","657","300","0","116","0","0","81","83","82","1","1","-1","3","0","13","1","1","3","1","1","3","1","0"
"312","Lost City of the Tol'vir","259","LOSTCITYOFTOLVIR","","0","0","85","85","755","300","0","122","0","0","84","84","84","1","1","-1","3","0","13","1","1","3","1","1","3","1","0"
"313","Blackwing Descent","256","BLACKWINGDESCENTRAID","","0","342","85","85","669","0","0","0","0","0","85","85","85","3","2","-1","3","0","15","0","0","0","0","0","0","2","0"
"314","Blackwing Descent","0","BLACKWINGDESCENTRAID","","0","342","85","85","669","0","0","0","0","0","85","85","85","4","2","-1","3","0","14","0","0","0","0","0","0","2","0"
"315","The Bastion of Twilight","0","GRIMBATOLRAID","","0","342","85","85","671","0","0","0","0","0","85","85","85","3","2","-1","3","0","15","0","0","0","0","0","0","2","0"
"316","The Bastion of Twilight","0","GRIMBATOLRAID","","0","342","85","85","671","0","0","0","0","0","85","85","85","4","2","-1","3","0","14","0","0","0","0","0","0","2","0"
"317","Throne of the Four Winds","0","THRONEOFTHEFOURWINDS","","0","342","85","85","754","0","0","0","0","0","85","85","85","3","2","-1","3","0","15","0","0","0","0","0","0","2","0"
"318","Throne of the Four Winds","0","THRONEOFTHEFOURWINDS","","0","342","85","85","754","0","0","0","0","0","85","85","85","4","2","-1","3","0","14","0","0","0","0","0","0","2","0"
"319","The Vortex Pinnacle","3","THEVORTEXPINNACLE","","0","0","87","85","657","301","0","116","0","0","85","85","85","2","1","-1","3","0","12","1","1","3","1","1","3","1","0"
"320","The Stonecore","3","THESTONECORE","","0","0","85","85","725","301","0","113","0","0","85","85","85","2","1","-1","3","0","12","1","1","3","1","1","3","1","0"
"321","Halls of Origination","3","HALLSOFORIGINATION","","0","0","87","85","644","301","0","130","0","0","85","85","85","2","1","-1","3","0","12","1","1","3","1","1","3","1","0"
"322","Grim Batol","3","GRIMBATOL","","0","0","87","85","670","301","0","134","0","0","85","85","85","2","1","-1","3","0","12","1","1","3","1","1","3","1","0"
"323","Blackrock Caverns","3","BLACKROCKCAVERNS","","0","0","87","85","645","301","0","134","0","0","85","85","85","2","1","-1","3","0","12","1","1","3","1","1","3","1","0"
"324","Throne of the Tides","3","THRONEOFTHETIDES","","0","0","87","85","643","301","0","104","0","0","85","85","85","2","1","-1","3","0","12","1","1","3","1","1","3","1","0"
"325","Lost City of the Tol'vir","3","LOSTCITYOFTOLVIR","","0","0","87","85","755","301","0","122","0","0","85","85","85","2","1","-1","3","0","12","1","1","3","1","1","3","1","0"
"326","Deadmines","3","DEADMINES","","0","0","87","85","36","301","0","95","0","0","85","85","85","2","1","-1","3","0","12","1","1","3","1","1","3","1","0"
"327","Shadowfang Keep","3","SHADOWFANGKEEP","","0","0","87","85","33","301","0","100","0","0","85","85","85","2","1","-1","3","0","12","1","1","3","1","1","3","1","0"
"328","Baradin Hold","0","BARADINHOLD","","0","329","85","85","757","0","0","0","0","0","85","85","85","3","2","-1","3","0","15","0","0","0","0","0","0","2","0"
"329","Baradin Hold","0","BARADINHOLD","","0","329","85","85","757","0","0","0","0","0","85","85","85","4","2","-1","3","0","14","0","0","0","0","0","0","2","0"
"330","Upper Blackrock Spire","16643","UpperBlackrockSpire","","0","595","100","100","1358","788","0","1234","0","0","100","100","100","1","1","-1","5","0","47","1","1","3","1","1","3","1","0"
"334","Zul'Gurub","3","ZULGURUB","","0","0","87","85","859","301","0","185","0","0","85","85","85","2","1","-1","3","0","12","1","1","3","1","1","3","1","0"
"340","Zul'Aman","3","ZULAMAN","","0","0","87","85","568","301","0","191","0","0","85","85","85","2","1","-1","3","0","12","1","1","3","1","1","3","1","0"
"358","10v10 Rated Battleground","0","WARSONGGULCH","","0","0","100","100","489","0","0","0","0","0","100","85","100","0","2","-1","5","0","20","0","0","0","0","0","0","2","0"
"361","Firelands","0","FIRELANDS","","0","355","85","85","720","0","0","0","0","0","85","85","85","3","2","-1","3","0","15","0","0","0","0","0","0","2","0"
"362","Firelands","0","FIRELANDS","","0","355","85","85","720","0","0","0","0","0","85","85","85","4","2","-1","3","0","14","0","0","0","0","0","0","2","0"
"416","The Siege of Wyrmrest Temple","123","SIEGEOFWYRMRESTTEMPLE","Deathwing seeks to destroy Wyrmrest Temple and end the lives of the Dragon Aspects and Thrall.","0","372","85","85","967","0","0","0","0","0","85","85","85","7","1","-1","3","0","0","2","6","17","1","4","13","2","0"
"417","Fall of Deathwing","123","FALLOFDEATHWING","Deathwing must be destroyed, or all is lost.","0","372","85","85","967","0","0","0","0","0","85","85","85","7","1","-1","3","0","0","2","6","17","1","4","13","2","0"
"434","Random Hour of Twilight Heroic","19","","","0","0","85","85","-1","0","0","0","300","0","85","0","85","2","6","-1","3","1","33","1","1","3","1","1","3","1","0"
"435","End Time","3","ENDTIME","","0","0","87","85","938","301","0","289","0","0","85","85","85","2","1","-1","3","0","12","1","1","3","1","1","3","1","0"
"437","Well of Eternity","3","WELLOFETERNITY","","0","0","85","85","939","301","0","292","0","0","85","85","85","2","1","-1","3","0","12","1","1","3","1","1","3","1","0"
"439","Hour of Twilight","3","HOUROFTWILIGHT","","0","0","85","85","940","301","0","341","0","0","85","85","85","2","1","-1","3","0","12","1","1","3","1","1","3","1","0"
"447","Dragon Soul","0","DRAGONSOUL","","0","365","85","85","967","0","0","0","0","0","85","85","85","3","2","-1","3","0","15","0","0","0","0","0","0","2","0"
"448","Dragon Soul","0","DRAGONSOUL","","0","365","85","85","967","0","0","0","0","0","85","85","85","4","2","-1","3","0","14","0","0","0","0","0","0","2","0"
"462","Random Mists of Pandaria Heroic","3","","","0","0","90","90","-1","0","0","0","300","0","90","0","90","2","6","-1","4","0","36","1","1","3","1","1","3","1","0"
"463","Random Mists of Pandaria Dungeon","3","","","0","0","89","89","-1","0","0","0","300","0","85","0","85","1","6","-1","4","0","37","1","1","3","1","1","3","1","0"
"464","Temple of the Jade Serpent","259","TEMPLEOFTHEJADESERPENT","","0","0","90","87","960","463","0","335","0","0","85","86","85","1","1","-1","4","0","37","1","1","3","1","1","3","1","0"
"465","Stormstout Brewery","259","STORMSTOUTBREWERY","","0","0","90","87","961","463","0","670","0","0","85","86","85","1","1","-1","4","0","37","1","1","3","1","1","3","1","0"
"466","Shado-Pan Monastery","259","SHADOWPANMONASTERY","","0","0","90","88","959","463","0","686","0","0","87","88","87","1","1","-1","4","0","37","1","1","3","1","1","3","1","0"
"467","Mogu'shan Palace","259","MOGUSHANPALACE","","0","0","90","89","994","463","0","698","0","0","87","88","87","1","1","-1","4","0","37","1","1","3","1","1","3","1","0"
"468","Temple of the Jade Serpent","3","TEMPLEOFTHEJADESERPENT","","0","0","90","90","960","462","0","335","0","0","90","90","90","2","1","-1","4","0","36","1","1","3","1","1","3","1","0"
"469","Stormstout Brewery","3","STORMSTOUTBREWERY","","0","0","90","90","961","462","0","670","0","0","90","90","90","2","1","-1","4","0","36","1","1","3","1","1","3","1","0"
"470","Shado-Pan Monastery","3","SHADOWPANMONASTERY","","0","0","90","90","959","462","0","686","0","0","90","90","90","2","1","-1","4","0","36","1","1","3","1","1","3","1","0"
"471","Gate of the Setting Sun","3","GATEOFTHESETTINGSUN","","0","0","90","90","962","462","0","649","0","0","90","90","90","2","1","-1","4","0","36","1","1","3","1","1","3","1","0"
"472","Scholomance","3","SCHOLOMANCE","","0","0","90","90","1007","462","0","684","0","0","90","90","90","2","1","-1","4","0","36","1","1","3","1","1","3","1","0"
"473","Scarlet Halls","3","SCARLETHALLS","","0","0","90","90","1001","462","0","656","0","0","90","90","90","2","1","-1","4","0","36","1","1","3","1","1","3","1","0"
"474","Scarlet Monastery","3","SCARLETMONASTERY","","0","0","90","90","1004","462","0","674","0","0","90","90","90","2","1","-1","4","0","36","1","1","3","1","1","3","1","0"
"492","Greenstone Village","523","QUEST","","17892","425","90","90","1024","493","40","0","0","0","90","90","90","12","1","-1","4","10","38","0","0","3","0","0","3","3","0"
"493","Random Mists of Pandaria Scenario","3","","","17894","425","90","90","-1","0","0","0","200","0","90","0","90","12","6","-1","4","3","38","0","0","3","0","0","3","3","0"
"499","Unga Ingoo","523","QUEST","Rescue Jungle Brew from the evil clutches of the hozen pirates of Unga Ingoo.","17890","425","90","90","1048","493","15","0","0","0","90","90","90","12","1","-1","4","10","38","0","0","3","0","0","3","3","0"
"504","Crypt of Forgotten Kings","523","QUEST","Investigate an ancient mogu crypt that has become infested by the Sha.","17893","425","90","90","1030","493","39","0","0","0","90","90","90","12","1","-1","4","10","38","0","0","3","0","0","3","3","0"
"511","Arena of Annihilation","523","QUEST","","17888","425","90","90","1031","493","58","0","0","0","90","90","90","12","1","-1","4","10","38","0","0","3","0","0","3","3","0"
"517","A Brewing Storm","523","QUEST","Craft brew with lightning and save the monastery from a rampaging saurok.","17887","425","90","90","1005","493","65","0","0","0","90","90","90","12","1","-1","4","10","38","0","0","3","0","0","3","3","0"
"519","Mogu'shan Palace","3","MOGUSHANPALACE","","0","0","90","90","994","462","0","649","0","0","90","90","90","2","1","-1","4","0","36","1","1","3","1","1","3","1","0"
"526","Terrace of Endless Spring","123","ENDLESSSPRING","The Sha of Fear has fled to this tranquil haven to recover, corrupting the pure waters with its tainted blood.","17429","470","90","90","996","0","0","709","0","0","90","90","90","7","1","-1","4","5","0","2","6","17","1","4","13","2","0"
"527","Guardians of Mogu'shan","123","GUARDIANSOFMOGUSHAN","Long dormant, this ancient archive of the mogu has awakened, as have its protectors. Danger and mystery await within....","17432","460","90","90","1008","0","0","682","0","0","90","90","90","7","1","-1","4","1","0","2","6","17","1","4","13","2","0"
"528","The Vault of Mysteries","123","THEVAULTOFMYSTERIES","Buried deep in the mountainside, the heart of the ancient mogu repository holds a secret that may threaten all of Azeroth.","19482","460","90","90","1008","0","0","677","0","0","90","90","90","7","1","-1","4","2","0","2","6","17","1","4","13","2","0"
"529","The Dread Approach","123","THEDREADAPPROACH","Spurred on by the Klaxxi, the time has come to assault the heart of the mantid empire.","19483","470","90","90","1009","0","0","713","0","0","90","90","90","7","1","-1","4","3","0","2","6","17","1","4","13","2","0"
"530","Nightmare of Shek'zeer","123","NIGHTMAREOFSHEKZEER","The mantid Empress, consumed by paranoia and twisted by the Sha of Fear, rules from her seat deep within the Heart of Fear.","17435","470","90","90","1009","0","0","743","0","0","90","90","90","7","1","-1","4","4","0","2","6","17","1","4","13","2","0"
"531","Mogu'shan Vaults","256","MOGUSHANVAULTS","","0","0","90","90","1008","0","0","0","0","0","90","90","90","3","2","-1","4","0","41","0","0","0","0","0","0","2","0"
"532","Mogu'shan Vaults","0","MOGUSHANVAULTS","","0","0","90","90","1008","0","0","0","0","0","90","90","90","4","2","-1","4","0","40","0","0","0","0","0","0","2","0"
"533","Heart of Fear","0","HEARTOFFEAR","","0","0","90","90","1009","0","0","0","0","0","90","90","90","3","2","-1","4","0","41","0","0","0","0","0","0","2","0"
"534","Heart of Fear","0","HEARTOFFEAR","","0","0","90","90","1009","0","0","0","0","0","90","90","90","4","2","-1","4","0","40","0","0","0","0","0","0","2","0"
"535","Terrace of Endless Spring","0","TERRACEOFTHEENDLESSSPRING","","0","0","90","90","996","0","0","0","0","0","90","90","90","3","2","-1","4","0","41","0","0","0","0","0","0","2","0"
"536","Terrace of Endless Spring","0","TERRACEOFTHEENDLESSSPRING","","0","0","90","90","996","0","0","0","0","0","90","90","90","4","2","-1","4","0","40","0","0","0","0","0","0","2","0"
"537","Assault on Zan'vess","523","QUEST","Break the defenses of Zan'vess and recover the invaluable Mantid weapons.","17889","425","90","90","1050","493","181","0","0","0","90","90","90","12","1","0","4","10","38","0","0","3","0","0","3","3","0"
"539","Brewmoon Festival","523","QUEST","","17891","425","90","90","1051","493","63","0","0","0","90","90","90","12","1","-1","4","10","38","0","0","3","0","0","3","3","0"
"542","Theramore's Fall","523","QUEST","","17896","353","85","85","999","0","72","0","0","0","85","85","85","12","1","0","3","10","38","0","0","3","0","0","3","3","0"
"543","Theramore's Fall","523","QUEST","Lend aid to the citizens who yet remain in the destroyed remains of Theramore.","17886","353","85","85","1000","0","71","0","0","0","85","85","85","12","1","1","3","10","38","0","0","3","0","0","3","3","0"
"554","Siege of Niuzao Temple","3","SIEGEOFNIZAOTEMPLE","","0","0","90","90","1011","462","0","727","0","0","90","90","90","2","1","-1","4","0","36","1","1","3","1","1","3","1","0"
"566","Theramore's Fall","523","QUEST","Lend aid to the citizens who yet remain in the destroyed remains of Theramore.","0","425","90","90","1000","493","71","0","0","0","90","90","90","12","1","1","4","10","38","0","0","3","0","0","3","3","0"
"567","Theramore's Fall","523","QUEST","","0","425","90","90","999","493","72","0","0","0","90","90","90","12","1","0","4","10","38","0","0","3","0","0","3","3","0"
"586","Dagger in the Dark","523","QUEST","Escort Vol'jin to discover the secrets that lie within a Saurok-infested cave.","19461","425","90","90","1095","493","179","0","0","0","90","90","90","12","1","0","4","10","38","0","0","3","0","0","3","3","0"
"588","Battle on the High Seas","4619","QUEST","Help the Alliance fend off enemy forces in the midst of a battle for naval supremacy on the High Seas.","19493","0","90","90","1099","641","182","0","0","0","90","90","90","11","1","1","4","10","43","0","0","3","0","0","3","3","0"
"589","A Little Patience","523","QUEST","[PH] Patience Description","0","425","90","90","1104","493","183","0","0","0","90","90","90","12","1","1","4","10","38","0","0","3","0","0","3","3","0"
"590","Lion's Landing","523","QUEST","Defend Lion's Landing from a reinforced Horde assault!","20144","425","90","90","1103","493","184","0","0","0","90","90","90","12","1","1","0","10","38","0","0","3","0","0","3","3","0"
"593","Assault on Zan'vess","523","QUEST","Break the defenses of Zan'vess and recover the invaluable Mantid weapons.","17889","425","90","90","1050","493","203","0","0","0","90","90","90","12","1","1","4","10","38","0","0","3","0","0","3","3","0"
"594","Pursuing the Black Harvest","3075","BLACKTEMPLE","Follow the trail of the Council of the Black Harvest into the heart of the Black Temple.","19739","0","0","0","1112","0","200","0","0","0","0","90","0","12","1","-1","4","10","38","0","0","1","0","0","1","3","0"
"595","Domination Point","523","QUEST","Defend Domination Point from a reinforced Lion's Landing assault!","17884","425","90","90","1102","493","201","0","0","0","90","90","90","12","1","0","0","10","38","0","0","3","0","0","3","3","0"
"602","Tear Down This Wall!","3075","QUEST","","20893","0","255","90","1126","0","204","0","0","0","90","90","90","12","1","1","4","10","38","0","0","1","0","0","1","3","0"
"603","Stormsea Landing","3075","QUEST","","21065","0","255","90","1126","0","205","0","0","0","90","90","90","12","1","-1","4","10","38","0","0","1","0","0","1","3","0"
"604","Assault on Zeb'tula","3075","QUEST","Assault the troll town of Zeb'tula to gain a foothold on the Isle of the Thunder King.","20935","0","255","90","1126","0","206","0","0","0","90","90","90","12","1","-1","4","1","38","0","0","1","0","0","1","3","0"
"606","To the Skies!","3075","","","20844","0","255","90","1126","0","207","0","0","0","90","90","90","12","1","0","4","1","38","0","0","1","0","0","1","3","0"
"607","The Fall of Shan Bu","3075","QUEST","It is time to take down Shan Bu and cripple the Thunder King's forces.","20780","0","255","90","1126","0","208","0","0","0","90","90","90","12","1","0","4","10","38","0","0","1","0","0","1","3","0"
"608","Tear Down This Wall!","3075","QUEST","","20892","0","255","90","1126","0","209","0","0","0","90","90","90","12","1","0","4","10","38","0","0","1","0","0","1","3","0"
"610","Last Stand of the Zandalari","123","THUNDERLASTSTAND","The forces of the Zandalari have rallied in the ruins surrounding the Thunder King's island citadel.","20547","480","90","90","1098","0","0","816","0","0","90","90","90","7","1","-1","4","6","0","2","6","17","1","4","13","2","0"
"611","Forgotten Depths","123","THUNDERFORGOTTEN","Beneath the foundations of the Throne of Thunder lie vast caverns, teeming with ancient horrors.","21351","480","90","90","1098","0","0","828","0","0","90","90","90","7","1","-1","4","7","0","2","6","17","1","4","13","2","0"
"612","Halls of Flesh-Shaping","123","THUNDERHALLS","In the horrific chambers beneath Lei Shen's citadel, the mogu conducted terrible experiments into reshaping life.","21352","480","90","90","1098","0","0","824","0","0","90","90","90","7","1","-1","4","8","0","2","6","17","1","4","13","2","0"
"613","Pinnacle of Storms","123","THUNDERPINNACLE","From within his inner sanctum, the risen Thunder King plots the return of the great mogu empire.","21353","480","90","90","1098","0","0","832","0","0","90","90","90","7","1","-1","4","9","0","2","6","17","1","4","13","2","0"
"615","The Thunder Forge","3595","QUEST","Work with Wrathion to discover the secrets of the Lightning Forge.","0","0","255","255","1126","0","211","0","0","0","90","90","90","12","1","-1","4","10","38","0","0","1","0","0","1","3","0"
"616","Dagger in the Dark","523","QUEST","Escort Vol'jin to discover the secrets that lie within a Saurok-infested cave.","19461","425","90","90","1095","493","179","0","0","0","90","90","90","12","1","1","4","10","38","0","0","3","0","0","3","3","0"
"617","Assault on Shaol'mara","3075","QUEST","Assault the troll town of Shaol'mara to gain a foothold on the Isle of the Thunder King.","20934","0","255","90","1126","0","212","0","0","0","90","90","90","12","1","-1","4","1","38","0","0","1","0","0","1","3","0"
"618","To the Skies!","3075","","","20844","0","255","90","1126","0","207","0","0","0","90","90","90","12","1","1","4","1","38","0","0","1","0","0","1","3","0"
"619","A Little Patience","523","QUEST","[PH] Patience Description","0","425","90","90","1104","493","183","0","0","0","90","90","90","12","1","0","4","10","38","0","0","3","0","0","3","3","0"
"620","Troves of the Thunder King","3075","QUEST","Loot as much as you can before the Thunder King's forces arrive.","21003","0","255","90","1135","0","215","0","0","0","90","90","90","12","1","-1","4","1","38","0","0","1","0","0","1","3","0"
"621","The Fall of Shan Bu","3075","QUEST","It is time to take down Shan Bu and cripple the Thunder King's forces.","20855","0","255","90","1126","0","208","0","0","0","90","90","90","12","1","1","4","10","38","0","0","1","0","0","1","3","0"
"624","Dark Heart of Pandaria","4619","QUEST","Grizzle Gearslip and his goblins have uncovered something terrifying in the Vale of Eternal Blossoms.","21549","0","90","90","1144","641","216","0","0","0","90","90","90","11","1","-1","4","10","43","0","0","3","0","0","3","3","0"
"625","The Secrets of Ragefire","4619","QUEST","","21286","0","90","90","1131","641","219","0","0","0","90","90","90","11","1","-1","4","10","43","0","0","3","0","0","3","3","0"
"630","Siege of Niuzao Temple","259","SIEGEOFNIZAOTEMPLE","","0","0","90","89","1011","463","0","727","0","0","88","89","89","1","1","-1","4","0","37","1","1","3","1","1","3","1","0"
"631","Gate of the Setting Sun","259","GATEOFTHESETTINGSUN","","0","0","90","89","962","463","0","649","0","0","88","90","89","1","1","-1","4","0","37","1","1","3","1","1","3","1","0"
"633","Throne of Thunder","0","THUNDERPINNACLE","","0","0","90","90","1098","0","0","0","0","0","90","90","90","3","2","-1","4","0","41","0","0","0","0","0","0","2","0"
"634","Throne of Thunder","0","THUNDERPINNACLE","","0","0","90","90","1098","0","0","0","0","0","90","90","90","4","2","-1","4","0","40","0","0","0","0","0","0","2","0"
"637","Blood in the Snow","4619","QUEST","","20692","0","90","90","1130","641","210","0","0","0","90","90","90","11","1","-1","4","10","43","0","0","3","0","0","3","3","0"
"639","A Brewing Storm","4619","QUEST","Craft brew with lightning and save the monastery from a rampaging saurok.","17887","0","90","90","1005","641","65","0","0","0","90","90","90","11","1","-1","4","10","43","0","0","3","0","0","3","3","0"
"640","Proving Grounds: White Tiger Temple","1027","QUEST","Test your mettle against a variety of challenges.","21486","0","110","110","1148","0","237","0","0","0","15","90","15","1","1","-1","4","10","38","0","0","1","0","0","1","3","0"
"641","Random Mists of Pandaria Heroic Scenario","4099","","","17894","0","90","90","-1","0","0","0","200","0","90","0","90","11","6","-1","4","3","43","0","0","3","0","0","3","3","0"
"646","Blood in the Snow","523","QUEST","","20692","425","90","90","1130","493","210","0","0","0","90","90","90","12","1","-1","4","10","38","0","0","3","0","0","3","3","0"
"647","Dark Heart of Pandaria","523","QUEST","Grizzle Gearslip and his goblins have uncovered something terrifying in the Vale of Eternal Blossoms.","21549","425","90","90","1144","493","216","0","0","0","90","90","90","12","1","-1","4","10","38","0","0","3","0","0","3","3","0"
"648","Crypt of Forgotten Kings","4619","QUEST","Investigate an ancient mogu crypt that has become infested by the Sha.","17893","0","90","90","1030","641","39","0","0","0","90","90","90","11","1","-1","4","10","43","0","0","3","0","0","3","3","0"
"649","The Secrets of Ragefire","523","QUEST","","21286","425","90","90","1131","493","219","0","0","0","90","90","90","12","1","-1","4","10","38","0","0","3","0","0","3","3","0"
"652","Battle on the High Seas","4619","QUEST","Help the Horde fend off enemy forces in the midst of a battle for naval supremacy on the High Seas.","19494","0","90","90","1099","641","239","0","0","0","90","90","90","11","1","0","4","10","43","0","0","3","0","0","3","3","0"
"654","Battle on the High Seas","523","QUEST","Help the Horde fend off enemy forces in the midst of a battle for naval supremacy on the High Seas.","19494","429","90","90","1099","493","239","0","0","0","90","90","90","12","1","0","4","10","38","0","0","3","0","0","3","3","0"
"655","Battle on the High Seas","523","QUEST","Help the Alliance fend off enemy forces in the midst of a battle for naval supremacy on the High Seas.","19493","429","90","90","1099","493","182","0","0","0","90","90","90","12","1","1","4","10","38","0","0","3","0","0","3","3","0"
"658","Proving Grounds","3075","QUEST","Proving Grounds","0","0","90","90","1148","0","0","0","0","0","90","90","90","12","1","-1","4","10","38","0","0","1","0","0","1","3","0"
"701","Celestial Tournament","3595","QUEST","Defeat the greatest tamers of Pandaria.","0","0","255","90","1161","0","257","0","0","0","90","90","90","12","1","-1","4","1","38","0","0","1","0","0","1","3","0"
