Id,Unknown0,Unknown1,Unknown2_0,Unknown2_1,Unknown2_2,Unknown2_3
"56865","250881","40867","0","0","0.4217938","0.9066918"
"56866","250881","40900","0","0","0.4220968","0.9065508"
"56867","250881","40933","0","0","0.4223996","0.9064097"
"56868","250881","40967","0","0","0.4227026","0.9062685"
"56869","250881","41000","0","0","0.4230055","0.9061272"
"56870","250881","41033","0","0","0.4233084","0.9059858"
"56871","250881","41067","0","0","0.4236111","0.9058442"
"56872","250881","41100","0","0","0.4239139","0.9057025"
"56873","250881","41133","0","0","0.4242164","0.9055609"
"56874","250881","41167","0","0","0.4245191","0.905419"
"56875","250881","41200","0","0","0.4248217","0.9052771"
"56876","250881","41233","0","0","0.4251243","0.905135"
"56877","250881","41267","0","0","0.4254269","0.9049929"
"56878","250881","41300","0","0","0.4257293","0.9048507"
"56879","250881","41333","0","0","0.4260315","0.9047083"
"56880","250881","41367","0","0","0.4263339","0.9045659"
"56881","250881","41400","0","0","0.4266363","0.9044234"
"56882","250881","41433","0","0","0.4269385","0.9042807"
"56883","250881","41467","0","0","0.4272408","0.9041379"
"56884","250881","41500","0","0","0.427543","0.903995"
"56885","250881","41533","0","0","0.4278449","0.9038523"
"56886","250881","41567","0","0","0.428147","0.9037091"
"56887","250881","41600","0","0","0.4284491","0.9035659"
"56888","250881","41633","0","0","0.4287511","0.9034227"
"56889","250881","41667","0","0","0.4290528","0.9032794"
"56890","250881","41700","0","0","0.4293547","0.903136"
"56891","250881","41733","0","0","0.4296566","0.9029924"
"56892","250881","41767","0","0","0.4299585","0.9028488"
"56893","250881","41800","0","0","0.4302601","0.902705"
"56894","250881","41833","0","0","0.4305599","0.9025621"
"56895","250881","41867","0","0","0.4308633","0.9024172"
"56896","250881","41900","0","0","0.4311649","0.9022732"
"56897","250881","41933","0","0","0.4314665","0.9021289"
"56898","250881","41967","0","0","0.431768","0.9019847"
"56899","250881","42000","0","0","0.4320696","0.9018404"
"56900","250881","42033","0","0","0.4323709","0.9016958"
"56901","250881","42067","0","0","0.4326721","0.9015514"
"56902","250881","42100","0","0","0.4329734","0.9014067"
"56903","250881","42133","0","0","0.4332728","0.9012628"
"56904","250881","42167","0","0","0.4335759","0.901117"
"56905","250881","42200","0","0","0.4338771","0.9009721"
"56906","250881","42233","0","0","0.4341781","0.9008271"
"56907","250881","42267","0","0","0.4344791","0.900682"
"56908","250881","42300","0","0","0.4347802","0.9005367"
"56909","250881","42333","0","0","0.4350812","0.9003913"
"56910","250881","42367","0","0","0.4353821","0.9002457"
"56911","250881","42400","0","0","0.435683","0.9001002"
"56912","250881","42433","0","0","0.435982","0.8999555"
"56913","250881","42467","0","0","0.4362844","0.8998088"
"56914","250881","42500","0","0","0.4365852","0.8996629"
"56915","250881","42533","0","0","0.4368859","0.8995169"
"56916","250881","42567","0","0","0.4371865","0.8993708"
"56917","250881","42600","0","0","0.4374872","0.8992248"
"56918","250881","42633","0","0","0.4377875","0.8990785"
"56919","250881","42667","0","0","0.438088","0.8989322"
"56920","250881","42700","0","0","0.4383865","0.8987865"
"56921","250881","42733","0","0","0.4386869","0.89864"
"56922","250881","42767","0","0","0.4389892","0.8984923"
"56923","250881","42800","0","0","0.4392895","0.8983455"
"56924","250881","42833","0","0","0.4395896","0.8981988"
"56925","250881","42867","0","0","0.4398898","0.8980519"
"56926","250881","42900","0","0","0.44019","0.8979048"
"56927","250881","42933","0","0","0.44049","0.8977575"
"56928","250881","42967","0","0","0.4407901","0.8976102"
"56929","250881","43000","0","0","0.4410882","0.8974638"
"56930","250881","43033","0","0","0.4413882","0.8973163"
"56931","250881","43067","0","0","0.4416898","0.8971679"
"56932","250881","43100","0","0","0.4419896","0.8970202"
"56933","250881","43133","0","0","0.4422895","0.8968723"
"56934","250881","43167","0","0","0.4425892","0.8967245"
"56935","250881","43200","0","0","0.4428888","0.8965766"
"56936","250881","43233","0","0","0.4431884","0.8964285"
"56937","250881","43267","0","0","0.443488","0.8962803"
"56938","250881","43300","0","0","0.4437857","0.896133"
"56939","250881","43333","0","0","0.4440871","0.8959837"
"56940","250881","43367","0","0","0.4443864","0.8958353"
"56941","250881","43400","0","0","0.4446858","0.8956867"
"56942","250881","43433","0","0","0.4449851","0.895538"
"56943","250881","43467","0","0","0.4452845","0.8953892"
"56944","250881","43500","0","0","0.4455838","0.8952404"
"56945","250881","43533","0","0","0.4458829","0.8950913"
"56946","250881","43567","0","0","0.4461821","0.8949422"
"56947","250881","43600","0","0","0.4464791","0.8947941"
"56948","250881","43633","0","0","0.4467801","0.8946438"
"56949","250881","43667","0","0","0.4470791","0.8944945"
"56950","250881","43700","0","0","0.4473781","0.8943449"
"56951","250881","43733","0","0","0.4476768","0.8941956"
"56952","250881","43767","0","0","0.4479757","0.8940458"
"56953","250881","43800","0","0","0.4482745","0.893896"
"56954","250881","43833","0","0","0.4485733","0.8937461"
"56955","250881","43867","0","0","0.4488721","0.8935962"
"56956","250881","43900","0","0","0.4491688","0.893447"
"56957","250881","43933","0","0","0.4494691","0.893296"
"56958","250881","43967","0","0","0.4497676","0.8931456"
"56959","250881","44000","0","0","0.4500662","0.8929952"
"56960","250881","44033","0","0","0.4503646","0.8928447"
"56961","250881","44067","0","0","0.4506631","0.8926942"
"56962","250881","44100","0","0","0.4509614","0.8925435"
"56963","250881","44133","0","0","0.4512596","0.8923928"
"56964","250881","44166","0","0","0.4515561","0.8922427"
"56965","250881","44200","0","0","0.4518541","0.8920919"
"56966","250881","44233","0","0","0.4521542","0.8919399"
"56967","250881","44267","0","0","0.4524523","0.8917887"
"56968","250881","44300","0","0","0.4527504","0.8916373"
"56969","250881","44333","0","0","0.4530482","0.891486"
"56970","250881","44367","0","0","0.4533461","0.8913346"
"56971","250881","44400","0","0","0.453644","0.891183"
"56972","250881","44433","0","0","0.4539419","0.8910314"
"56973","250881","44466","0","0","0.4542378","0.8908805"
"56974","250881","44500","0","0","0.4545355","0.8907286"
"56975","250881","44533","0","0","0.4548349","0.8905758"
"56976","250881","44567","0","0","0.4551327","0.8904237"
"56977","250881","44600","0","0","0.4554303","0.8902715"
"56978","250881","44633","0","0","0.4557278","0.8901192"
"56979","250881","44667","0","0","0.4560254","0.8899669"
"56980","250881","44700","0","0","0.4563228","0.8898144"
"56981","250881","44733","0","0","0.45662","0.8896618"
"56982","250881","44766","0","0","0.4569154","0.8895102"
"56983","250881","44800","0","0","0.4572147","0.8893564"
"56984","250881","44833","0","0","0.4575119","0.8892035"
"56985","250881","44867","0","0","0.4578089","0.8890507"
"56986","250881","44900","0","0","0.458106","0.8888976"
"56987","250881","44933","0","0","0.4584032","0.8887445"
"56988","250881","44967","0","0","0.4587002","0.8885912"
"56989","250881","45000","0","0","0.4589972","0.8884378"
"56990","250881","45033","0","0","0.4592941","0.8882843"
"56991","250881","45066","0","0","0.4595891","0.8881317"
"56992","250881","45100","0","0","0.4598876","0.8879771"
"56993","250881","45133","0","0","0.4601845","0.8878234"
"56994","250881","45167","0","0","0.4604812","0.8876695"
"56995","250881","45200","0","0","0.4607779","0.8875155"
"56996","250881","45233","0","0","0.4610745","0.8873615"
"56997","250881","45267","0","0","0.4613709","0.8872074"
"56998","250881","45300","0","0","0.4616675","0.8870532"
"56999","250881","45333","0","0","0.461964","0.8868988"
"57000","250881","45366","0","0","0.4622584","0.8867453"
"57001","250881","45400","0","0","0.4625567","0.8865898"
"57002","250881","45433","0","0","0.4628528","0.8864352"
"57003","250881","45467","0","0","0.4631491","0.8862805"
"57004","250881","45500","0","0","0.4634453","0.8861256"
"57005","250881","45533","0","0","0.4637415","0.8859706"
"57006","250881","45567","0","0","0.4640377","0.8858156"
"57007","250881","45600","0","0","0.4643337","0.8856604"
"57008","250881","45633","0","0","0.4646279","0.8855062"
"57009","250881","45666","0","0","0.4649236","0.8853508"
"57010","250881","45700","0","0","0.4652214","0.8851944"
"57011","250881","45733","0","0","0.4655172","0.8850389"
"57012","250881","45767","0","0","0.465813","0.8848832"
"57013","250881","45800","0","0","0.4661088","0.8847274"
"57014","250881","45833","0","0","0.4664043","0.8845717"
"57015","250881","45867","0","0","0.4667","0.8844157"
"57016","250881","45900","0","0","0.4669956","0.8842597"
"57017","250881","45933","0","0","0.4672892","0.8841045"
"57018","250881","45966","0","0","0.4675847","0.8839483"
"57019","250881","46000","0","0","0.4678819","0.883791"
"57020","250881","46033","0","0","0.4681772","0.8836346"
"57021","250881","46067","0","0","0.4684726","0.8834782"
"57022","250881","46100","0","0","0.4687679","0.8833215"
"57023","250881","46133","0","0","0.4690631","0.8831647"
"57024","250881","46167","0","0","0.4693581","0.883008"
"57025","250881","46200","0","0","0.4696534","0.8828509"
"57026","250881","46233","0","0","0.4699464","0.882695"
"57027","250881","46267","0","0","0.4702433","0.8825369"
"57028","250881","46300","0","0","0.4705383","0.8823797"
"57029","250881","46333","0","0","0.4708332","0.8822223"
"57030","250881","46367","0","0","0.4711281","0.8820649"
"57031","250881","46400","0","0","0.4714226","0.8819075"
"57032","250881","46433","0","0","0.4717175","0.8817499"
"57033","250881","46467","0","0","0.4720122","0.8815921"
"57034","250881","46500","0","0","0.4723068","0.8814342"
"57035","250881","46533","0","0","0.4725995","0.8812773"
"57036","250881","46567","0","0","0.4728957","0.8811184"
"57037","250881","46600","0","0","0.4731902","0.8809603"
"57038","250881","46633","0","0","0.4734847","0.8808022"
"57039","250881","46667","0","0","0.4737791","0.8806438"
"57040","250881","46700","0","0","0.4740734","0.8804854"
"57041","250881","46733","0","0","0.4743677","0.8803268"
"57042","250881","46767","0","0","0.4746617","0.8801683"
"57043","250881","46800","0","0","0.4749559","0.8800096"
"57044","250881","46833","0","0","0.4752482","0.8798519"
"57045","250881","46867","0","0","0.4755442","0.879692"
"57046","250881","46900","0","0","0.4758381","0.8795329"
"57047","250881","46933","0","0","0.4761319","0.8793739"
"57048","250881","46967","0","0","0.4764258","0.8792146"
"57049","250881","47000","0","0","0.4767197","0.8790554"
"57050","250881","47033","0","0","0.4770136","0.8788961"
"57051","250881","47067","0","0","0.4773072","0.8787365"
"57052","250881","47100","0","0","0.4775991","0.8785779"
"57053","250881","47133","0","0","0.4778927","0.8784183"
"57054","250881","47167","0","0","0.4781881","0.8782576"
"57055","250881","47200","0","0","0.4784815","0.8780977"
"57056","250881","47233","0","0","0.478775","0.8779376"
"57057","250881","47267","0","0","0.4790685","0.8777775"
"57058","250881","47300","0","0","0.4793619","0.8776174"
"57059","250881","47333","0","0","0.479655","0.8774572"
"57060","250881","47367","0","0","0.4799482","0.8772968"
"57061","250881","47400","0","0","0.4802396","0.8771374"
"57062","250881","47433","0","0","0.4805328","0.8769768"
"57063","250881","47467","0","0","0.4808277","0.8768151"
"57064","250881","47500","0","0","0.4811206","0.8766544"
"57065","250881","47533","0","0","0.4814136","0.8764936"
"57066","250881","47567","0","0","0.4817066","0.8763326"
"57067","250881","47600","0","0","0.4819995","0.8761715"
"57068","250881","47633","0","0","0.4822924","0.8760104"
"57069","250881","47667","0","0","0.4825851","0.8758491"
"57070","250881","47700","0","0","0.4828757","0.8756889"
"57071","250881","47733","0","0","0.4831703","0.8755264"
"57072","250881","47767","0","0","0.4834629","0.8753648"
"57073","250881","47800","0","0","0.4837556","0.8752033"
"57074","250881","47833","0","0","0.4840478","0.8750415"
"57075","250881","47867","0","0","0.4843403","0.8748797"
"57076","250881","47900","0","0","0.4846327","0.8747178"
"57077","250881","47933","0","0","0.4849251","0.8745557"
"57078","250881","47967","0","0","0.4852174","0.8743936"
"57079","250881","48000","0","0","0.4855078","0.8742324"
"57080","250881","48033","0","0","0.4858018","0.874069"
"57081","250881","48067","0","0","0.4860937","0.8739067"
"57082","250881","48100","0","0","0.4863858","0.8737441"
"57083","250881","48133","0","0","0.4866778","0.8735815"
"57084","250881","48167","0","0","0.4869699","0.8734188"
"57085","250881","48200","0","0","0.4872618","0.873256"
"57086","250881","48233","0","0","0.4875535","0.8730931"
"57087","250881","48267","0","0","0.4878452","0.8729302"
"57088","250881","48300","0","0","0.4881353","0.8727679"
"57089","250881","48333","0","0","0.4884287","0.8726038"
"57090","250881","48367","0","0","0.4887203","0.8724405"
"57091","250881","48400","0","0","0.489012","0.8722771"
"57092","250881","48433","0","0","0.4893035","0.8721136"
"57093","250881","48467","0","0","0.4895948","0.8719501"
"57094","250881","48500","0","0","0.4898863","0.8717865"
"57095","250881","48533","0","0","0.4901776","0.8716226"
"57096","250881","48566","0","0","0.4904671","0.8714598"
"57097","250881","48600","0","0","0.4907584","0.8712958"
"57098","250881","48633","0","0","0.4910512","0.8711308"
"57099","250881","48667","0","0","0.4913424","0.8709666"
"57100","250881","48700","0","0","0.4916335","0.8708023"
"57101","250881","48733","0","0","0.4919246","0.870638"
"57102","250881","48767","0","0","0.4922155","0.8704734"
"57103","250881","48800","0","0","0.4925064","0.8703088"
"57104","250881","48833","0","0","0.4927971","0.8701442"
"57105","250881","48866","0","0","0.4930861","0.8699806"
"57106","250881","48900","0","0","0.4933769","0.8698157"
"57107","250881","48933","0","0","0.4936695","0.8696496"
"57108","250881","48967","0","0","0.4939601","0.8694846"
"57109","250881","49000","0","0","0.4942505","0.8693196"
"57110","250881","49033","0","0","0.494541","0.8691543"
"57111","250881","49067","0","0","0.4948316","0.868989"
"57112","250881","49100","0","0","0.495122","0.8688235"
"57113","250881","49133","0","0","0.4954123","0.868658"
"57114","250881","49166","0","0","0.4957009","0.8684934"
"57115","250881","49200","0","0","0.4959928","0.8683267"
"57116","250881","49233","0","0","0.496283","0.8681608"
"57117","250881","49267","0","0","0.4965732","0.8679949"
"57118","250881","49300","0","0","0.4968633","0.8678288"
"57119","250881","49333","0","0","0.4971534","0.8676628"
"57120","250881","49367","0","0","0.4974431","0.8674966"
"57121","250881","49400","0","0","0.4977331","0.8673304"
"57122","250881","49433","0","0","0.498023","0.8671638"
"57123","250881","49466","0","0","0.4983109","0.8669984"
"57124","250881","49500","0","0","0.4986026","0.8668308"
"57125","250881","49533","0","0","0.4988923","0.8666641"
"57126","250881","49567","0","0","0.4991818","0.8664974"
"57127","250881","49600","0","0","0.4994714","0.8663304"
"57128","250881","49633","0","0","0.4997609","0.8661634"
"57129","250881","49667","0","0","0.5000504","0.8659964"
"57130","250881","49700","0","0","0.5003396","0.8658292"
"57131","250881","49733","0","0","0.500629","0.865662"
"57132","250881","49766","0","0","0.5009165","0.8654957"
"57133","250881","49800","0","0","0.5012076","0.8653271"
"57134","250881","49833","0","0","0.5014969","0.8651595"
"57135","250881","49867","0","0","0.501786","0.8649918"
"57136","250881","49900","0","0","0.502075","0.8648242"
"57137","250881","49933","0","0","0.5023642","0.8646562"
"57138","250881","49967","0","0","0.502653","0.8644883"
"57139","250881","50000","0","0","0.502942","0.8643203"
"57140","250881","50033","0","0","0.503229","0.8641531"
"57141","250881","50066","0","0","0.5035177","0.8639849"
"57142","250881","50100","0","0","0.5038082","0.8638155"
"57143","250881","50133","0","0","0.5040969","0.8636471"
"57144","250881","50167","0","0","0.5043856","0.8634786"
"57145","250881","50200","0","0","0.5046742","0.8633099"
"57146","250881","50233","0","0","0.5049627","0.8631412"
"57147","250881","50267","0","0","0.5052512","0.8629724"
"57148","250881","50300","0","0","0.5055394","0.8628035"
"57149","250881","50333","0","0","0.5058259","0.8626356"
"57150","250881","50366","0","0","0.5061142","0.8624665"
"57151","250881","50400","0","0","0.5064044","0.8622962"
"57152","250881","50433","0","0","0.5066926","0.8621268"
"57153","250881","50467","0","0","0.5069808","0.8619574"
"57154","250881","50500","0","0","0.5072686","0.861788"
"57155","250881","50533","0","0","0.5075567","0.8616184"
"57156","250881","50567","0","0","0.5078446","0.8614487"
"57157","250881","50600","0","0","0.5081325","0.8612789"
"57158","250881","50633","0","0","0.5084186","0.8611102"
"57159","250881","50666","0","0","0.5087064","0.8609402"
"57160","250881","50700","0","0","0.5089958","0.860769"
"57161","250881","50733","0","0","0.5092834","0.8605989"
"57162","250881","50767","0","0","0.5095711","0.8604286"
"57163","250881","50800","0","0","0.5098588","0.8602582"
"57164","250881","50833","0","0","0.5101462","0.8600877"
"57165","250881","50867","0","0","0.5104334","0.8599173"
"57166","250881","50900","0","0","0.5107209","0.8597466"
"57167","250881","50933","0","0","0.5110064","0.859577"
"57168","250881","50967","0","0","0.5112956","0.859405"
"57169","250881","51000","0","0","0.5115828","0.859234"
"57170","250881","51033","0","0","0.5118697","0.859063"
"57171","250881","51067","0","0","0.5121569","0.858892"
"57172","250881","51100","0","0","0.512444","0.8587207"
"57173","250881","51133","0","0","0.512731","0.8585494"
"57174","250881","51167","0","0","0.513018","0.858378"
"57175","250881","51200","0","0","0.5133048","0.8582064"
"57176","250881","51233","0","0","0.5135898","0.8580359"
"57177","250881","51267","0","0","0.5138782","0.8578632"
"57178","250881","51300","0","0","0.5141649","0.8576913"
"57179","250881","51333","0","0","0.5144516","0.8575194"
"57180","250881","51367","0","0","0.514738","0.8573475"
"57181","250881","51400","0","0","0.5150247","0.8571754"
"57182","250881","51433","0","0","0.5153111","0.8570033"
"57183","250881","51467","0","0","0.5155975","0.856831"
"57184","250881","51500","0","0","0.515882","0.8566597"
"57185","250881","51533","0","0","0.5161684","0.8564872"
"57186","250881","51567","0","0","0.5164562","0.8563136"
"57187","250881","51600","0","0","0.5167424","0.856141"
"57188","250881","51633","0","0","0.5170286","0.8559682"
"57189","250881","51667","0","0","0.5173147","0.8557953"
"57190","250881","51700","0","0","0.5176007","0.8556223"
"57191","250881","51733","0","0","0.5178866","0.8554493"
"57192","250881","51767","0","0","0.5181726","0.8552762"
"57193","250881","51800","0","0","0.5184566","0.855104"
"57194","250881","51833","0","0","0.5187422","0.8549307"
"57195","250881","51867","0","0","0.5190298","0.8547562"
"57196","250881","51900","0","0","0.5193155","0.8545827"
"57197","250881","51933","0","0","0.5196009","0.8544092"
"57198","250881","51967","0","0","0.5198864","0.8542354"
"57199","250881","52000","0","0","0.5201719","0.8540615"
"57200","250881","52033","0","0","0.5204574","0.8538877"
"57201","250881","52067","0","0","0.5207428","0.8537136"
"57202","250881","52100","0","0","0.5210263","0.8535406"
"57203","250881","52133","0","0","0.5213116","0.8533664"
"57204","250881","52167","0","0","0.5215984","0.8531911"
"57205","250881","52200","0","0","0.5218837","0.8530167"
"57206","250881","52233","0","0","0.5221688","0.8528423"
"57207","250881","52267","0","0","0.5224538","0.8526676"
"57208","250881","52300","0","0","0.5227385","0.852493"
"57209","250881","52333","0","0","0.5230235","0.8523183"
"57210","250881","52367","0","0","0.5233083","0.8521434"
"57211","250881","52400","0","0","0.5235913","0.8519696"
"57212","250881","52433","0","0","0.5238779","0.8517933"
"57213","250881","52467","0","0","0.5241626","0.8516183"
"57214","250881","52500","0","0","0.5244472","0.851443"
"57215","250881","52533","0","0","0.5247316","0.8512678"
"57216","250881","52567","0","0","0.5250161","0.8510924"
"57217","250881","52600","0","0","0.5253005","0.8509168"
"57218","250881","52633","0","0","0.5255849","0.8507411"
"57219","250881","52667","0","0","0.5258693","0.8505654"
"57220","250881","52700","0","0","0.5261518","0.8503907"
"57221","250881","52733","0","0","0.5264376","0.8502138"
"57222","250881","52767","0","0","0.5267218","0.8500378"
"57223","250881","52800","0","0","0.5270059","0.8498616"
"57224","250881","52833","0","0","0.5272899","0.8496854"
"57225","250881","52867","0","0","0.5275739","0.8495091"
"57226","250881","52900","0","0","0.5278577","0.8493329"
"57227","250881","52933","0","0","0.5281415","0.8491564"
"57228","250881","52966","0","0","0.5284235","0.8489809"
"57229","250881","53000","0","0","0.5287073","0.8488043"
"57230","250881","53033","0","0","0.5289928","0.8486264"
"57231","250881","53067","0","0","0.5292764","0.8484495"
"57232","250881","53100","0","0","0.5295598","0.8482727"
"57233","250881","53133","0","0","0.5298433","0.8480955"
"57234","250881","53167","0","0","0.5301268","0.8479184"
"57235","250881","53200","0","0","0.5304102","0.8477412"
"57236","250881","53233","0","0","0.5306935","0.8475639"
"57237","250881","53266","0","0","0.530975","0.8473875"
"57238","250881","53300","0","0","0.531258","0.8472102"
"57239","250881","53333","0","0","0.531543","0.8470314"
"57240","250881","53367","0","0","0.5318261","0.8468536"
"57241","250881","53400","0","0","0.5321091","0.8466758"
"57242","250881","53433","0","0","0.5323919","0.8464981"
"57243","250881","53467","0","0","0.5326748","0.8463201"
"57244","250881","53500","0","0","0.5329577","0.846142"
"57245","250881","53533","0","0","0.5332406","0.8459638"
"57246","250881","53566","0","0","0.5335214","0.8457866"
"57247","250881","53600","0","0","0.5338042","0.8456082"
"57248","250881","53633","0","0","0.5340883","0.8454287"
"57249","250881","53667","0","0","0.5343711","0.84525"
"57250","250881","53700","0","0","0.5346534","0.8450714"
"57251","250881","53733","0","0","0.5349359","0.8448927"
"57252","250881","53767","0","0","0.5352182","0.8447139"
"57253","250881","53800","0","0","0.5355006","0.844535"
"57254","250881","53833","0","0","0.5357828","0.8443558"
"57255","250881","53866","0","0","0.536063","0.844178"
"57256","250881","53900","0","0","0.536347","0.8439976"
"57257","250881","53933","0","0","0.5366291","0.8438182"
"57258","250881","53967","0","0","0.5369111","0.8436388"
"57259","250881","54000","0","0","0.5371931","0.8434594"
"57260","250881","54033","0","0","0.537475","0.8432797"
"57261","250881","54067","0","0","0.5377567","0.8431002"
"57262","250881","54100","0","0","0.5380384","0.8429203"
"57263","250881","54133","0","0","0.5383202","0.8427405"
"57264","250881","54166","0","0","0.5386","0.8425616"
"57265","250881","54200","0","0","0.5388832","0.8423806"
"57266","250881","54233","0","0","0.5391647","0.8422004"
"57267","250881","54267","0","0","0.5394462","0.8420201"
"57268","250881","54300","0","0","0.5397277","0.8418397"
"57269","250881","54333","0","0","0.5400091","0.8416593"
"57270","250881","54367","0","0","0.5402902","0.8414789"
"57271","250881","54400","0","0","0.5405714","0.8412982"
"57272","250881","54433","0","0","0.5408508","0.8411186"
"57273","250881","54466","0","0","0.5411319","0.8409378"
"57274","250881","54500","0","0","0.5414148","0.8407557"
"57275","250881","54533","0","0","0.5416956","0.8405748"
"57276","250881","54567","0","0","0.5419765","0.8403937"
"57277","250881","54600","0","0","0.5422574","0.8402125"
"57278","250881","54633","0","0","0.5425382","0.8400312"
"57279","250881","54667","0","0","0.542819","0.8398497"
"57280","250881","54700","0","0","0.5430997","0.8396682"
"57281","250881","54733","0","0","0.5433803","0.8394867"
"57282","250881","54767","0","0","0.5436607","0.8393052"
"57283","250881","54800","0","0","0.5439412","0.8391234"
"57284","250881","54833","0","0","0.5442216","0.8389415"
"57285","250881","54867","0","0","0.5445021","0.8387595"
"57286","250881","54900","0","0","0.5447824","0.8385774"
"57287","250881","54933","0","0","0.5450625","0.8383955"
"57288","250881","54967","0","0","0.5453427","0.8382133"
"57289","250881","55000","0","0","0.5456228","0.8380309"
"57290","250881","55033","0","0","0.5459029","0.8378484"
"57291","250881","55067","0","0","0.546183","0.837666"
"57292","250881","55100","0","0","0.546463","0.8374834"
"57293","250881","55133","0","0","0.5467428","0.8373006"
"57294","250881","55167","0","0","0.5470225","0.8371179"
"57295","250881","55200","0","0","0.5473022","0.836935"
"57296","250881","55233","0","0","0.547582","0.8367521"
"57297","250881","55267","0","0","0.5478617","0.836569"
"57298","250881","55300","0","0","0.5481411","0.8363859"
"57299","250881","55333","0","0","0.5484206","0.8362027"
"57300","250881","55367","0","0","0.5487001","0.8360193"
"57301","250881","55400","0","0","0.5489796","0.8358359"
"57302","250881","55433","0","0","0.5492588","0.8356524"
"57303","250881","55467","0","0","0.5495381","0.8354686"
"57304","250881","55500","0","0","0.5498174","0.8352849"
"57305","250881","55533","0","0","0.5500963","0.8351012"
"57306","250881","55567","0","0","0.5503755","0.8349173"
"57307","250881","55600","0","0","0.5506545","0.8347332"
"57308","250881","55633","0","0","0.5509335","0.8345492"
"57309","250881","55667","0","0","0.5512123","0.8343651"
"57310","250881","55700","0","0","0.5514911","0.8341808"
"57311","250881","55733","0","0","0.55177","0.8339965"
"57312","250881","55767","0","0","0.5520487","0.8338119"
"57313","250881","55800","0","0","0.5523273","0.8336273"
"57314","250881","55833","0","0","0.552606","0.8334427"
"57315","250881","55867","0","0","0.5528846","0.833258"
"57316","250881","55900","0","0","0.5531629","0.8330733"
"57317","250881","55933","0","0","0.5534413","0.8328882"
"57318","250881","55967","0","0","0.5537196","0.8327032"
"57319","250881","56000","0","0","0.5539979","0.8325181"
"57320","250881","56033","0","0","0.554276","0.832333"
"57321","250881","56067","0","0","0.5545542","0.8321477"
"57322","250881","56100","0","0","0.5548323","0.8319622"
"57323","250881","56133","0","0","0.5551104","0.8317767"
"57324","250881","56167","0","0","0.5553883","0.8315911"
"57325","250881","56200","0","0","0.5556663","0.8314055"
"57326","250881","56233","0","0","0.5559442","0.8312197"
"57327","250881","56267","0","0","0.556222","0.8310338"
"57328","250881","56300","0","0","0.5564995","0.830848"
"57329","250881","56333","0","0","0.5567772","0.8306619"
"57330","250881","56367","0","0","0.5570549","0.8304757"
"57331","250881","56400","0","0","0.5573325","0.8302894"
"57332","250881","56433","0","0","0.5576097","0.8301033"
"57333","250881","56467","0","0","0.5578872","0.8299169"
"57334","250881","56500","0","0","0.5581646","0.8297304"
"57335","250881","56533","0","0","0.5584419","0.8295437"
"57336","250881","56567","0","0","0.5587192","0.8293569"
"57337","250881","56600","0","0","0.5589963","0.8291702"
"57338","250881","56633","0","0","0.5592732","0.8289834"
"57339","250881","56667","0","0","0.5595503","0.8287964"
"57340","250881","56700","0","0","0.5598273","0.8286093"
"57341","250881","56733","0","0","0.5601043","0.8284222"
"57342","250881","56767","0","0","0.5603812","0.8282349"
"57343","250881","56800","0","0","0.560658","0.8280475"
"57344","250881","56833","0","0","0.5609345","0.8278602"
"57345","250881","56867","0","0","0.5612113","0.8276727"
"57346","250881","56900","0","0","0.5614879","0.827485"
"57347","250881","56933","0","0","0.5617644","0.8272973"
"57348","250881","56967","0","0","0.5620409","0.8271095"
"57349","250881","57000","0","0","0.5623174","0.8269215"
"57350","250881","57033","0","0","0.5625935","0.8267336"
"57351","250881","57067","0","0","0.5628698","0.8265456"
"57352","250881","57100","0","0","0.5631461","0.8263574"
"57353","250881","57133","0","0","0.5634223","0.8261691"
"57354","250881","57167","0","0","0.5636984","0.8259807"
"57355","250881","57200","0","0","0.5639743","0.8257924"
"57356","250881","57233","0","0","0.5642502","0.8256038"
"57357","250881","57267","0","0","0.5645263","0.8254153"
"57358","250881","57300","0","0","0.5648021","0.8252264"
"57359","250881","57333","0","0","0.5650777","0.8250377"
"57360","250881","57367","0","0","0.5653537","0.8248487"
"57361","250881","57400","0","0","0.5656291","0.8246598"
"57362","250881","57433","0","0","0.5659047","0.8244706"
"57363","250881","57467","0","0","0.5661803","0.8242815"
"57364","250881","57500","0","0","0.5664559","0.8240921"
"57365","250881","57533","0","0","0.5667313","0.8239027"
"57366","250881","57567","0","0","0.5670064","0.8237134"
"57367","250881","57600","0","0","0.5672818","0.8235239"
"57368","250881","57633","0","0","0.567557","0.8233341"
"57369","250881","57667","0","0","0.5678321","0.8231444"
"57370","250881","57700","0","0","0.5681072","0.8229545"
"57371","250881","57733","0","0","0.5683823","0.8227646"
"57372","250881","57767","0","0","0.5686571","0.8225747"
"57373","250881","57800","0","0","0.5689321","0.8223847"
"57374","250881","57833","0","0","0.5692069","0.8221943"
"57375","250881","57867","0","0","0.5694817","0.8220041"
"57376","250881","57900","0","0","0.5697564","0.8218136"
"57377","250881","57933","0","0","0.5700309","0.8216233"
"57378","250881","57967","0","0","0.5703055","0.8214327"
"57379","250881","58000","0","0","0.5705801","0.8212421"
"57380","250881","58033","0","0","0.5708545","0.8210512"
"57381","250881","58067","0","0","0.571129","0.8208604"
"57382","250881","58100","0","0","0.5714031","0.8206696"
"57383","250881","58133","0","0","0.5716774","0.8204785"
"57384","250881","58167","0","0","0.5719516","0.8202874"
