Id,Unknown0_0,Unknown0_1,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13
"1689","-6310.14","136.591","Twilight's Run","","516","1","3426","0","0","0","0","0","0","7","0"
"1690","-7586.17","226.396","Ortell's Hideout","","516","1","2744","0","0","0","0","0","0","7","0"
"1694","-8021.76","1105.84","Bronzebeard Encampment","","516","1","3427","0","0","0","0","0","0","7","0"
"1696","6519.57","-4117.1","Under Attack","Winterspring","152","1","-1","2259","15037","0","0","0","3","41","0"
"1697","3366.79","-6226.81","Under Attack","Azshara","152","1","-1","2260","15002","0","0","0","3","41","0"
"1698","-11456.9","-2981.41","Under Attack","Blasted Lands","152","0","4","2261","14865","0","0","0","3","41","0"
"1699","-7741.19","-2722.21","Under Attack","Burning Steppes","152","0","46","2262","14869","0","0","0","3","41","0"
"1700","-8277.12","-3484.09","Under Attack","Tanaris Desert","152","1","-1","2263","14870","0","0","0","3","41","0"
"1701","2414.5","-3919.26","Under Attack","Eastern Plaguelands","152","0","139","2264","14871","0","0","0","3","41","0"
"1702","1233.05","1214.28","Ivar's Patch","","516","0","130","0","0","0","0","0","0","7","0"
"1703","908.754","1255.63","Valgan's Field","","516","0","227","0","0","0","0","0","0","7","0"
"1704","9504.23","-7297.86","Silvermoon City","","541","530","3487","0","0","0","0","0","3","48","0"
"1705","9443.57","-6889.18","Falconwing Square","","517","530","3665","0","0","0","0","0","3","7","0"
"1706","10251.2","-6243.67","Sunstrider Isle","","0","530","3431","0","0","0","0","0","0","7","0"
"1707","10339.4","-6393.8","The Sunspire","","0","530","-1","0","0","0","0","0","0","7","0"
"1708","8760.85","-6099.67","Sunsail Anchorage","","0","530","3461","0","0","0","0","0","0","7","0"
"1709","8722.06","-6675.4","Fairbreeze Village","","517","530","3462","0","0","0","0","0","1","7","0"
"1710","8986.2","-7461.7","Farstride Retreat","","0","530","3464","0","0","0","0","0","0","7","0"
"1711","6494.17","-6367.48","Deatholme","","0","530","3500","0","0","0","0","0","0","7","0"
"1712","7018.83","-5731.5","Windrunner Spire","","0","530","3492","0","0","0","0","0","0","7","0"
"1713","7567.08","-6818.75","Tranquillien","","517","530","3488","0","0","0","0","0","2","0","0"
"1714","-715.967","2670.63","Honor Hold","","541","530","3538","0","0","0","0","0","3","5","0"
"1715","138.907","2703.56","Thrallmar","","541","530","3536","0","0","0","0","0","3","5","0"
"1716","-250.472","1029.01","The Stair of Destiny","","0","530","3539","0","0","0","0","0","0","7","0"
"1717","815.059","2331.75","Throne of Kil'Jaeden","","0","530","3547","0","0","0","0","0","0","7","0"
"1718","-315.158","3099.17","Hellfire Citadel","","0","530","-1","0","0","0","0","0","0","7","0"
"1719","-1105.52","4200.52","Den of Haal'esh","","0","530","3556","0","0","0","0","0","0","7","0"
"1720","-699.534","4260.89","Falcon Watch","","517","530","3554","0","0","0","0","0","3","0","0"
"1721","-236.269","4935.25","Ruins of Sha'naar","","0","530","3551","0","0","0","0","0","0","7","0"
"1722","500.537","3850.62","Clan Post","","0","530","3555","0","0","0","0","0","0","7","0"
"1723","244.889","3467.86","Pools of Aggonar","","0","530","3553","0","0","0","0","0","0","7","0"
"1724","-6548.72","1150.51","Sandworm!","A Silithyst beast has surfaced","646","1","1377","2322","15019","0","0","0","0","42","0"
"1725","-7786.01","978.815","Sandworm!","A Silithyst beast has surfaced","646","1","1377","2323","14906","0","0","0","0","42","0"
"1726","-7463.3","1411.7","Sandworm!","A Silithyst beast has surfaced","646","1","1377","2324","14913","0","0","0","0","42","0"
"1727","-7377.08","447.046","Sandworm!","A Silithyst beast has surfaced","646","1","1377","2325","15194","0","0","0","0","42","0"
"1749","2562.3","-4796.96","[DEPRECATED] Eastwall Tower","","0","0","139","2361","0","0","0","0","0","0","0"
"1750","2562.07","-4797.24","[DEPRECATED] Eastwall Tower","Alliance, Contested","0","0","139","2359","0","0","0","0","0","0","0"
"1751","2562.15","-4797.25","[DEPRECATED] Eastwall Tower","Alliance, Progressing","0","0","139","2357","0","0","0","0","0","0","0"
"1752","2561.74","-4797.14","[DEPRECATED] Eastwall Tower","Horde, Contested","0","0","139","2360","0","0","0","0","0","0","0"
"1753","2561.91","-4797.32","[DEPRECATED] Eastwall Tower","Horde, Progressing","0","0","139","2358","0","0","0","0","0","0","0"
"1754","2561.96","-4796.84","[DEPRECATED] Eastwall Tower","Horde","0","0","139","2356","0","0","0","0","0","0","0"
"1755","2562.03","-4797.02","[DEPRECATED] Eastwall Tower","Alliance","0","0","139","2354","0","0","0","0","0","0","0"
"1756","2967.53","-3034.37","[DEPRECATED] Plaguewood Tower","","0","0","139","2353","0","0","0","0","0","0","0"
"1757","2967.53","-3034.29","[DEPRECATED] Plaguewood Tower","Alliance, Contested","0","0","139","2366","0","0","0","0","0","0","0"
"1760","2972.89","-3034.52","[DEPRECATED] Plaguewood Tower","Horde, Progressing","0","0","139","2369","0","0","0","0","0","0","0"
"1761","2966.69","-3033.86","[DEPRECATED] Plaguewood Tower","Alliance","0","0","139","2370","0","0","0","0","0","0","0"
"1762","2966.72","-3034.01","[DEPRECATED] Plaguewood Tower","Horde","0","0","139","2371","0","0","0","0","0","0","0"
"1763","3170.26","-4376.45","[DEPRECATED] Northpass Tower","","0","0","139","2352","0","0","0","0","0","0","0"
"1764","3169.99","-4376.53","[DEPRECATED] Northpass Tower","Alliance, Contested","0","0","139","2362","0","0","0","0","0","0","0"
"1765","3169.65","-4376.62","[DEPRECATED] Northpass Tower","Horde, Contested","0","0","139","2363","0","0","0","0","0","0","0"
"1766","3169.88","-4376.38","[DEPRECATED] Northpass Tower","Alliance, Progressing","0","0","139","2364","0","0","0","0","0","0","0"
"1767","3169.82","-4376.17","[DEPRECATED] Northpass Tower","Horde, Progressing","0","0","139","2365","0","0","0","0","0","0","0"
"1768","3169.14","-4376.62","[DEPRECATED] Northpass Tower","Alliance","0","0","139","2372","0","0","0","0","0","0","0"
"1769","3168.74","-4376.37","[DEPRECATED] Northpass Tower","Horde","0","0","139","2373","0","0","0","0","0","0","0"
"1770","1853.48","-3723.24","[DEPRECATED] Crown Guard Tower","","0","0","139","2355","0","0","0","0","0","0","0"
"1771","1853.35","-3723.33","[DEPRECATED] Crown Guard Tower","Alliance, Contested","0","0","139","2374","0","0","0","0","0","0","0"
"1772","1853.41","-3723.26","[DEPRECATED] Crown Guard Tower","Horde, Contested","0","0","139","2375","0","0","0","0","0","0","0"
"1773","1853.13","-3723.44","[DEPRECATED] Crown Guard Tower","Alliance, Progressing","0","0","139","2376","0","0","0","0","0","0","0"
"1774","1853.54","-3723.49","[DEPRECATED] Crown Guard Tower","Horde, Progressing","0","0","139","2377","0","0","0","0","0","0","0"
"1775","1853.47","-3723.38","[DEPRECATED] Crown Guard Tower","Alliance","0","0","139","2378","0","0","0","0","0","0","0"
"1776","1853.51","-3723.47","[DEPRECATED] Crown Guard Tower","Horde","0","0","139","2379","0","0","0","0","0","0","0"
"1777","2967.45","-3034.87","[DEPRECATED] Plaguewood Tower","Alliance, Progressing","0","0","139","2368","0","0","0","0","0","0","0"
"1779","-4959.96","-11815.9","Wrathscale Point","","516","530","3570","0","0","0","0","0","0","7","0"
"1780","-4588.5","-11603.5","Bristlelimb Village","","516","530","3571","0","0","0","0","0","0","7","0"
"1781","-4414.18","-11970.8","Pod Cluster","","516","530","3567","0","0","0","0","0","0","7","0"
"1782","-4464.58","-12661","Pod Wreckage","","516","530","3568","0","0","0","0","0","0","7","0"
"1783","-4583.14","-12879.8","Geezle's Camp","","16","530","3577","0","0","0","0","0","0","7","0"
"1784","-4179.47","-12501.5","Azure Watch","","517","530","3576","0","0","0","0","0","3","7","0"
"1785","-4007.31","-11873.6","The Exodar","","541","530","3557","0","0","0","0","0","3","46","0"
"1786","-4257.04","-11424.7","Valaar's Berth","","516","530","3574","0","0","0","0","0","0","7","0"
"1787","-3390.31","-11887","Silting Shore","","516","530","3575","0","0","0","0","0","0","7","0"
"1788","-3354.12","-12348.4","Stillpine Hold","","516","530","3572","0","0","0","0","0","0","7","0"
"1789","-3300.91","-12730.9","Menagerie Wreckage","","516","530","3578","0","0","0","0","0","0","7","0"
"1790","-3811.64","-13374.7","The Sacred Grove","","516","530","3561","0","0","0","0","0","0","7","0"
"1791","-3768.73","-11465.4","Wildwind Peak","","516","530","3580","0","0","0","0","0","0","7","0"
"1792","-3284.43","-12901","Emberglade","","516","530","3564","0","0","0","0","0","0","7","0"
"1793","-4694.52","-12411.2","Odesyus' Landing","","516","530","3573","0","0","0","0","0","0","7","0"
"1794","-5081.78","-11265.1","Traitor's Cove","","516","530","3579","0","0","0","0","0","0","7","0"
"1795","-4145.27","-13739.4","Crash Site","","516","530","3526","0","0","0","0","0","0","5","0"
"1796","-4537.33","-13338","Shadow Ridge","","516","530","3530","0","0","0","0","0","0","7","0"
"1797","-4386.85","-13595.1","Silverline Lake","","516","530","3528","0","0","0","0","0","0","7","0"
"1798","-4397.99","-13805.5","Nestlewood Thicket","","516","530","3529","0","0","0","0","0","0","7","0"
"1799","-4164.96","-13487.2","Ammen Fields","","516","530","3560","0","0","0","0","0","0","7","0"
"1800","-5065.18","-11067.8","Moonwing Den","","516","530","3566","0","0","0","0","0","0","7","0"
"1801","-4871.51","-11598","Tide's Hollow","","516","530","3569","0","0","0","0","0","0","7","0"
"1802","7988.71","-7299.7","Suncrown Village","","516","530","3489","0","0","0","0","0","0","7","0"
"1803","8014.57","-7793.08","Zeb'Sora","","516","530","3512","0","0","0","0","0","0","7","0"
"1804","7828.3","-7844.05","Dawnstar Spire","","516","530","3495","0","0","0","0","0","0","7","0"
"1805","7543.67","-7665.41","Farstrider Enclave","","516","530","3496","0","0","0","0","0","0","7","0"
"1806","7371.75","-7805.6","Zeb'Tela","","516","530","3516","0","0","0","0","0","0","7","0"
"1807","7186.54","-7125.71","Sanctum of the Sun","","516","530","3493","0","0","0","0","0","0","7","0"
"1808","7451.8","-7290.97","An'telas","","516","530","3498","0","0","0","0","0","0","7","0"
"1809","7638.25","-7310.51","Amani Catacombs","","516","530","3510","0","0","0","0","0","0","7","0"
"1810","6909.73","-7378.86","Zeb'Nowa","","516","530","3517","0","0","0","0","0","0","7","0"
"1811","6857.14","-7680.32","Amani Pass","","516","530","3508","0","0","0","0","0","0","7","0"
"1812","7034.17","-6823.45","Andilien Estate","","516","530","3506","0","0","0","0","0","0","7","0"
"1813","7168.21","-6615.66","Howling Ziggurat","","516","530","3502","0","0","0","0","0","0","7","0"
"1814","7219.75","-6416.48","Bleeding Ziggurat","","516","530","3501","0","0","0","0","0","0","7","0"
"1815","7208.95","-6247.08","Underlight Mines","","516","530","3505","0","0","0","0","0","0","7","0"
"1816","7260.98","-5936.89","Windrunner Village","","516","530","3491","0","0","0","0","0","0","7","0"
"1817","7536.23","-6408.08","Sanctum of the Moon","","516","530","3494","0","0","0","0","0","0","7","0"
"1819","7933.11","-6507.79","An'daroth","","516","530","3497","0","0","0","0","0","0","7","0"
"1820","8538.68","-7931.78","Tor'Watha","","516","530","3476","0","0","0","0","0","0","7","0"
"1821","8445.3","-7596.97","Zeb'Watha","","516","530","3475","0","0","0","0","0","0","7","0"
"1822","8742.78","-7105.38","East Sanctum","","516","530","3467","0","0","0","0","0","0","7","0"
"1823","8645.7","-6372.79","Saltheril's Haven","","516","530","3468","0","0","0","0","0","0","7","0"
"1824","9100.33","-6223.32","West Sanctum","","516","530","3466","0","0","0","0","0","0","7","0"
"1825","9297.83","-6659.46","North Sanctum","","516","530","3465","0","0","0","0","0","0","7","0"
"1826","9215.16","-7211.67","Stillwhisper Pond","","516","530","3470","0","0","0","0","0","0","7","0"
"1827","-1944.84","-10678.4","The Vector Coil","","516","530","3586","0","0","0","0","0","0","7","0"
"1828","-2077.3","-11344.5","The Cryo-Core","","516","530","3588","0","0","0","0","0","0","7","0"
"1829","-1209.9","-11802.8","The Warp Piston","","516","530","3587","0","0","0","0","0","0","7","0"
"1830","-1753.26","-11622.5","Bladewood","","516","530","3585","0","0","0","0","0","0","7","0"
"1831","-2220.94","-12324.7","Wrathscale Lair","","516","530","3590","0","0","0","0","0","0","7","0"
"1832","-1746.56","-12079.8","Ruins of Loreth'Aran","","516","530","3591","0","0","0","0","0","0","7","0"
"1833","-2415.29","-11295.7","Nazzivian","","516","530","3592","0","0","0","0","0","0","7","0"
"1834","-1515.3","-11384.8","Axxarien","","516","530","3593","0","0","0","0","0","0","7","0"
"1836","-1220.49","-11143.2","The Hidden Reef","","516","530","3596","0","0","0","0","0","0","7","0"
"1837","-1516.76","-10755.1","Amberweb Pass","","516","530","3597","0","0","0","0","0","0","7","0"
"1838","-1549.41","-11889.5","Ragefeather Ridge","","516","530","3601","0","0","0","0","0","0","7","0"
"1839","-1217.23","-12449.1","Talon Stand","","516","530","3599","0","0","0","0","0","0","7","0"
"1840","-2496.43","-12216.7","Bristlelimb Enclave","","516","530","3600","0","0","0","0","0","0","7","0"
"1841","-199.731","3466.6","The Overlook","Neutral","647","530","3483","2482","14969","0","0","0","0","6","0"
"1842","-199.628","3466.98","The Overlook","Alliance Controlled","647","530","3483","2480","14945","0","0","0","0","11","0"
"1843","-199.434","3467.1","The Overlook","Horde Controlled","647","530","3483","2481","14990","0","0","0","0","10","0"
"1844","-466.044","3467.61","Broken Hill","Neutral","647","530","3483","2485","14970","0","0","0","0","6","0"
"1845","-465.609","3467.81","Broken Hill","Alliance Controlled","647","530","3483","2483","14992","0","0","0","0","11","0"
"1846","-465.397","3467.81","Broken Hill","Horde Controlled","647","530","3483","2484","15072","0","0","0","0","10","0"
"1847","-291.268","3702.61","The Stadium","Neutral","647","530","3483","2472","14971","0","0","0","0","6","0"
"1848","-290.921","3702.59","The Stadium","Alliance Controlled","647","530","3483","2471","14828","0","0","0","0","11","0"
"1849","-290.818","3702.22","The Stadium","Horde Controlled","647","530","3483","2470","14972","0","0","0","0","10","0"
"1894","374.82","7333.08","West Beacon","Alliance Controlled","647","530","3521","2644","15062","0","0","0","0","11","0"
"1895","374.83","7333.08","West Beacon","Horde Controlled","647","530","3521","2645","14989","0","0","0","0","10","0"
"1896","374.813","7333.08","West Beacon","","647","530","3521","2646","15049","0","0","0","0","6","0"
"1897","246.488","7084.32","Twinspire Graveyard","","647","530","3521","2647","14983","0","0","0","0","8","0"
"1898","246.489","7084.33","Twinspire Graveyard","Alliance Controlled","647","530","3521","2648","15209","0","0","0","0","15","0"
"1899","246.491","7084.32","Twinspire Graveyard","Horde Controlled","647","530","3521","2649","15041","0","0","0","0","13","0"
"1901","341.394","6833.16","East Beacon","Alliance Controlled","647","530","3521","2650","15060","0","0","0","0","11","0"
"1902","341.234","6833.17","East Beacon","Horde Controlled","647","530","3521","2651","14961","0","0","0","0","10","0"
"1903","341.409","6833.08","East Beacon","","647","530","3521","2652","15050","0","0","0","0","6","0"
"1904","374.129","6229.92","Alliance Field Scout","","647","530","3521","2656","15195","0","0","0","0","45","0"
"1905","374.146","6229.91","Alliance Field Scout","","647","530","3521","2655","14877","0","0","0","0","43","0"
"1906","296.583","7820.33","Horde Field Scout","","647","530","3521","2657","15211","0","0","0","0","45","0"
"1907","296.632","7820.35","Horde Field Scout","","647","530","3521","2658","14943","0","0","0","0","44","0"
"1908","-1656.53","7733.27","Wyvern Camp","Uncontrolled","647","530","3518","2659","14947","0","0","0","0","47","0"
"1909","-1656.64","7733.22","Wyvern Camp","Horde Controlled","647","530","3518","2660","14948","0","0","0","0","48","0"
"1910","-1656.65","7733.18","Wyvern Camp","Alliance Controlled","647","530","3518","2661","14920","0","0","0","0","46","0"
"1911","-1512.81","8135.79","Wyvern Camp","Uncontrolled","647","530","3518","2667","15036","0","0","0","0","47","0"
"1912","-1512.88","8135.7","Wyvern Camp","Alliance Controlled","647","530","3518","2666","14962","0","0","0","0","46","0"
"1913","-1512.85","8135.71","Wyvern Camp","Horde Controlled","647","530","3518","2665","14904","0","0","0","0","48","0"
"1914","-1817.36","8038.34","Wyvern Camp","Uncontrolled","647","530","3518","2670","14949","0","0","0","0","47","0"
"1915","-1817.4","8038.21","Wyvern Camp","Horde Controlled","647","530","3518","2668","15212","0","0","0","0","48","0"
"1916","-1817.37","8038.18","Wyvern Camp","Alliance Controlled","647","530","3518","2669","14941","0","0","0","0","46","0"
"1917","-1387.35","7781.24","Wyvern Camp","Uncontrolled","647","530","3518","2662","15055","0","0","0","0","47","0"
"1918","-1387.23","7781.24","Wyvern Camp","Alliance Controlled","647","530","3518","2664","15196","0","0","0","0","46","0"
"1919","-1387.35","7781.25","Wyvern Camp","Horde Controlled","647","530","3518","2663","14950","0","0","0","0","48","0"
"1920","-1573.7","7942.06","Halaa","","645","530","3518","2671","14951","0","0","0","0","31","0"
"1921","-1573.61","7942.09","Halaa","Horde Controlled","645","530","3518","2672","14964","0","0","0","0","35","0"
"1922","-1573.6","7942.03","Halaa","Alliance Controlled","645","530","3518","2673","14952","0","0","0","0","33","0"
"1923","-1573.6","7942.06","Halaa","","645","530","3518","2676","14967","0","0","0","0","32","0"
"1924","-1573.68","7942","Halaa","","645","530","3518","2677","14968","0","0","0","0","34","0"
"1925","-3082.84","5329.92","Spirit Tower","","647","530","3519","2681","14938","0","0","0","0","6","0"
"1926","-3082.89","5329.91","Spirit Tower","Alliance Controlled","647","530","3519","2683","14960","0","0","0","0","11","0"
"1927","-3082.88","5329.91","Spirit Tower","Horde Controlled","647","530","3519","2682","14921","0","0","0","0","10","0"
"1928","-2944.75","4788.92","Spirit Tower","","647","530","3519","2686","15022","0","0","0","0","6","0"
"1929","-2944.78","4788.99","Spirit Tower","Alliance Controlled","647","530","3519","2684","14876","0","0","0","0","11","0"
"1930","-2944.75","4789.01","Spirit Tower","Horde Controlled","647","530","3519","2685","15023","0","0","0","0","10","0"
"1931","-3170.13","4438.59","Spirit Tower","","647","530","3519","2690","15024","0","0","0","0","6","0"
"1932","-3170.17","4438.58","Spirit Tower","Alliance Controlled","647","530","3519","2688","15031","0","0","0","0","11","0"
"1933","-3170.19","4438.55","Spirit Tower","Horde Controlled","647","530","3519","2689","15213","0","0","0","0","10","0"
"1934","-3601.07","4533.99","Spirit Tower","","647","530","3519","2696","15025","0","0","0","0","6","0"
"1935","-3600.99","4533.97","Spirit Tower","Alliance Controlled","647","530","3519","2694","15000","0","0","0","0","11","0"
"1936","-3601.06","4533.97","Spirit Tower","Horde Controlled","647","530","3519","2695","14986","0","0","0","0","10","0"
"1937","-3807.71","4896.94","Spirit Tower","","647","530","3519","2693","14987","0","0","0","0","6","0"
"1938","-3807.66","4896.9","Spirit Tower","Alliance Controlled","647","530","3519","2691","14996","0","0","0","0","11","0"
"1939","-3807.7","4896.87","Spirit Tower","Horde Controlled","647","530","3519","2692","15026","0","0","0","0","10","0"
"1940","-1990.97","-11866.2","Blood Watch","","517","530","3584","0","0","0","0","0","3","5","0"
"1941","2048.922","1393.585","Blood Elf Tower","Uncontrolled","655","566","3820","2722","15027","0","0","0","0","6","0"
"1942","2048.646","1393.821","Blood Elf Tower","Alliance Controlled","655","566","3820","2723","15070","0","0","0","0","11","0"
"1943","2048.29","1394.215","Blood Elf Tower","Horde Controlled","655","566","3820","2724","15214","0","0","0","0","10","0"
"1944","2026.33","1749.76","Fel Reaver Ruins","Uncontrolled","655","566","3820","2725","15071","0","0","0","0","6","0"
"1945","2026.35","1749.75","Fel Reaver Ruins","Alliance Controlled","655","566","3820","2726","15197","0","0","0","0","11","0"
"1946","2026.35","1749.75","Fel Reaver Ruins","Horde Controlled","655","566","3820","2727","15215","0","0","0","0","10","0"
"1947","2284.889","1731.115","Mage Tower","Uncontrolled","655","566","3820","0","15028","0","0","0","0","6","0"
"1948","2284.788","1731.396","Mage Tower","Alliance Controlled","655","566","3820","0","15033","0","0","0","0","11","0"
"1949","2284.955","1731.224","Mage Tower","Horde Controlled","655","566","3820","0","15029","0","0","0","0","10","0"
"1950","2302.85","1388.07","Draenei Ruins","Uncontrolled","655","566","3820","2731","14884","0","0","0","0","6","0"
"1951","2302.86","1388.07","Draenei Ruins","Alliance Controlled","655","566","3820","2732","15030","0","0","0","0","11","0"
"1952","2302.85","1388.07","Draenei Ruins","Horde Controlled","655","566","3820","2733","14942","0","0","0","0","10","0"
"1953","2302.84","1388.07","Draenei Ruins","In Conflict","655","566","3820","2738","14866","0","0","0","0","9","0"
"1954","2302.85","1388.07","Draenei Ruins","In Conflict","655","566","3820","2737","15058","0","0","0","0","12","0"
"1955","2284.696","1731.42","Mage Tower","In Conflict","655","566","3820","0","14867","0","0","0","0","9","0"
"1956","2284.849","1731.509","Mage Tower","In Conflict","655","566","3820","0","14885","0","0","0","0","12","0"
"1957","2026.35","1749.76","Fel Reaver Ruins","In Conflict","655","566","3820","2739","14843","0","0","0","0","9","0"
"1958","2026.34","1749.76","Fel Reaver Ruins","In Conflict","655","566","3820","2740","14868","0","0","0","0","12","0"
"1959","2048.205","1393.28","Blood Elf Tower","In Conflict","655","566","3820","2735","15003","0","0","0","0","9","0"
"1960","2048.035","1393.944","Blood Elf Tower","In Conflict","655","566","3820","2736","15004","0","0","0","0","12","0"
"1961","-1863.83","5429.83","Shattrath City","","541","530","3703","0","0","0","0","0","3","6","0"
"1962","2174.5","1569.48","Netherstorm Flag","Not Controlled","647","566","3820","8863","0","0","0","0","0","45","0"
"1963","-1817.41","8038.24","Wyvern Camp","Uncontrolled","647","530","3518","2760","15005","0","0","0","0","49","0"
"1964","-1512.78","8135.72","Wyvern Camp","Uncontrolled","647","530","3518","2761","15006","0","0","0","0","49","0"
"1965","-1387.29","7781.21","Wyvern Camp","Uncontrolled","647","530","3518","2762","14988","0","0","0","0","49","0"
"1966","-1656.66","7733.23","Wyvern Camp","Uncontrolled","647","530","3518","2763","15035","0","0","0","0","49","0"
"1999","9516","-6871.03","Falconwing Square, Paladin Trainer","","0","530","3665","0","0","0","0","0","0","0","0"
"2005","7704.54","-5690.85","Shalandris Isle","","516","530","3503","0","0","0","0","0","0","7","0"
"2006","6822.26","-7202.79","An'owyn","","516","530","3499","0","0","0","0","0","0","7","0"
"2015","9050.31","-5844.63","Golden Strand","","516","530","3460","0","0","0","0","0","0","7","0"
"2016","9146.88","-6966.3","The Dead Scar","","516","530","3482","0","0","0","0","0","0","7","0"
"2017","9263.48","-7495.62","Thuron's Livery","","516","530","3469","0","0","0","0","0","0","7","0"
"2018","9335.37","-7884.4","Duskwither Spire","","516","530","3481","0","0","0","0","0","0","7","0"
"2019","8732.59","-5701.58","Golden Strand","","516","530","3460","0","0","0","0","0","0","7","0"
"2020","8433.61","-7008.6","The Dead Scar","","516","530","3482","0","0","0","0","0","0","7","0"
"2021","567.344","6943.26","Coilfang Reservoir","","516","530","3905","0","0","0","0","0","0","7","0"
"2022","546.771","7214.29","Serpent Lake","","516","530","3653","0","0","0","0","0","0","7","0"
"2023","574.777","6613.34","Serpent Lake","","516","530","3653","0","0","0","0","0","0","7","0"
"2024","-325.616","5702.5","Umbrafen Lake","","516","530","3655","0","0","0","0","0","0","7","0"
"2025","-712.157","5700.55","Umbrafen Lake","","516","530","3655","0","0","0","0","0","0","7","0"
"2034","1917.5","5566.59","Toshley's Station","","525","530","3918","0","0","0","0","0","3","5","0"
"2058","256.993","7853.89","Zabra'jin","","525","530","3645","0","0","0","0","0","3","5","0"
"2059","233.297","8498.02","Sporeggar","","525","530","3649","0","0","0","0","0","3","5","0"
"2060","999.593","7369.97","Orebor Harborage","","525","530","3766","0","0","0","0","0","3","5","0"
"2061","281.781","6042.78","Telredor","","525","530","3644","0","0","0","0","0","3","5","0"
"2062","-237.101","5519.13","Cenarion Refuge","","525","530","3565","0","0","0","0","0","3","5","0"
"2063","103.671","5204.96","Swamprat Post","","525","530","3718","0","0","0","0","0","3","5","0"
"2064","-1322.49","7214.32","Garadar","","525","530","3613","0","0","0","0","0","3","5","0"
"2065","-2657.54","7282.29","Telaar","","525","530","3626","0","0","0","0","0","3","5","0"
"2066","2057.07","6845.29","Sylvanaar","","525","530","3772","0","0","0","0","0","3","5","0"
"2068","2990.17","5470.22","Evergrove","","525","530","3951","0","0","0","0","0","3","5","0"
"2069","143.138","4333.41","Temple of Telhamat","","525","530","3552","0","0","0","0","0","3","5","0"
"2070","4119.72","2995.7","The Stormspire","","525","530","3738","0","0","0","0","0","3","5","0"
"2071","3031.08","3687.24","Area 52","","525","530","3712","0","0","0","0","0","3","5","0"
"2072","2964.62","1789.14","Cosmowrench","","525","530","3724","0","0","0","0","0","3","5","0"
"2073","-2643.03","4416.87","Stonebreaker Hold","","525","530","3683","0","0","0","0","0","3","5","0"
"2074","-2958.41","3971.65","Allerian Stronghold","","525","530","3684","0","0","0","0","0","3","5","0"
"2075","-3022.78","2582.05","Shadowmoon Village","","525","530","3744","0","0","0","0","0","3","5","0"
"2076","-3995.69","2186.96","Wildhammer Stronghold","","525","530","3745","0","0","0","0","0","3","5","0"
"2077","-4099.49","1117.34","Sanctum of the Stars","","525","530","3938","0","0","0","0","0","3","5","0"
"2078","-3042.85","804.584","Altar of Sha'tar","","525","530","3754","0","0","0","0","0","3","5","0"
"2080","2329.84","7297.04","Ogri'la","","525","530","3786","0","0","0","0","0","3","5","0"
"2083","-4590.83","-3182.5","Mudsprocket","","517","1","4010","0","0","0","0","0","3","0","0"
"2084","1386.61","-3247.23","Westguard Keep","","525","571","3998","0","0","0","0","0","3","5","0"
"2085","767.473","-2904.19","Kamagua","","525","571","3988","0","0","0","0","0","3","5","0"
"2086","616.887","-5007.05","Valgarde","","525","571","3981","0","0","0","0","0","3","5","0"
"2087","1923.22","-6160.07","Vengeance Landing","","525","571","4000","0","0","0","0","0","3","5","0"
"2088","407.822","-4599.75","New Agamand","","525","571","3991","0","0","0","0","0","3","5","0"
"2089","2448.53","-5114.01","Fort Wildervar","","525","571","4003","0","0","0","0","0","3","5","0"
"2090","2666.23","-4362.25","Camp Winterhoof","","525","571","-1","0","0","0","0","0","3","5","0"
"2096","12787.3","-6885.54","Sun's Reach Sanctum","Held by the enemy","516","530","4080","3418","14915","0","0","0","0","0","0"
"2097","12787.4","-6885.6","Sun's Reach Sanctum","Shattered Sun Offensive","516","530","4080","3419","15198","0","0","0","0","0","0"
"2098","12683.2","-6957.78","Sun's Reach Armory","Held by the enemy","516","530","4080","3414","14916","0","0","0","0","0","0"
"2099","12683.3","-6957.8","Sun's Reach Armory","Shattered Sun Offensive","516","530","4080","3415","14917","0","0","0","0","0","0"
"2100","12825.6","-7015.24","Sun's Reach Harbor","Held by the enemy","516","530","4080","3416","14918","0","0","0","0","0","0"
"2101","12825.7","-7015.17","Sun's Reach Harbor","Shattered Sun Offensive","516","530","4080","3417","14919","0","0","0","0","0","0"
"2105","2355.44","1195.52","Town Hall","Town Hall","903","595","4100","3585","15001","0","0","0","0","45","0"
"2106","2279.17","1138.86","Elder's Square Gate","Elder's Square Gate","903","595","4100","3581","14982","0","0","0","0","45","0"
"2107","2184.28","1236.69","Festival Lane Gate","Festival Lane Gate","903","595","4100","3582","14965","0","0","0","0","45","0"
"2108","2225.75","1331.91","Market Row Gate","Market Row Gate","903","595","4100","3584","15216","0","0","0","0","45","0"
"2109","2122.57","1354.61","King's Square Fountain","King's Square Fountain","903","595","4100","3583","15040","0","0","0","0","45","0"
"2110","-8573.47","990.095","Stormwind Harbor","Harbor Entrance","0","0","4253","0","0","0","0","0","0","7","0"
"2111","1216.33","79.1829","Gate of the Purple Amethyst","","647","607","4384","3614","15199","0","0","0","0","105","0"
"2114","1232.38","-210.044","Gate of the Red Sun","","935","607","4384","3617","14923","0","0","0","0","77","0"
"2117","1433.07","-216.331","Gate of the Blue Sapphire","","959","607","4384","3620","14924","0","0","0","0","80","0"
