Id,Unknown0,Unknown1_0,Unknown1_1,Unknown1_2,Unknown1_3,Unknown1_4,Unknown1_5,Unknown2,Unknown3,Unknown4
"7334","199546","-0.735246","-0.537262","-0.0005","0.724261","0.529728","0.463915","0","0","0"
"7335","199547","-0.457652","-0.294998","-0.010699","0.36797","0.289825","0.576173","0","0","0"
"7336","199549","-0.597396","-0.405441","-0.048375","0.598035","0.403703","0.661431","0","0","0"
"7337","199550","-0.725129","-0.48862","0.001664","0.60534","0.500982","0.762227","0","0","0"
"7338","199551","-0.583381","-0.531034","-0.045662","0.584259","0.511716","0.609665","0","0","0"
"7339","199552","-0.755677","-0.620568","0.001665","0.705273","0.628452","0.762227","0","0","0"
"7340","198793","-0.463507","-0.602594","-0.015998","0.60539","0.596156","2.405729","0","0","0"
"7341","203589","-22.60981","-22.61642","-1.854126","22.64709","21.71597","88.42277","0","0","0"
"7342","189973","-1.101165","-3.242111","-3.159316","1.101165","3.346336","14.6921","0","0","0"
"7343","200135","-2.870101","-2.541674","-0.08126005","2.823924","2.757694","1.258749","0","0","0"
"7344","191084","-1.783137","-2.20794","-0.018756","1.768041","2.234086","1.665262","0","0","0"
"7345","192907","-1.803826","-2.519008","-2.189041","8.639028","8.944729","11.60811","0","0","0"
"7346","193265","-1.803826","-2.519008","-2.189041","8.639028","8.944729","11.60811","0","0","0"
"7347","193264","-5.257579","-27.0165","-4.411795","11.37647","-16.83839","16.38189","0","0","0"
"7348","197835","-0.740208","-1.258155","-0.168748","3.191083","1.286759","1.314528","0","0","0"
"7349","203455","-4.38085","-4.592306","0.003503","4.453274","3.784497","4.572254","0","0","0"
"7350","192373","-1.121867","-1.124438","0.005158","1.12166","1.119088","1.51953","0","0","0"
"7351","190022","-8.090714","-8.059497","-0.328888","8.248086","7.6907","22.3653","0","0","0"
"7352","202496","-0.541098","-10.86277","-0.550137","17.31753","1.046378","12.5043","0","0","0"
"7353","203507","-4.363907","-1.610642","-0.488433","6.919969","3.532154","4.922704","0","0","0"
"7354","203508","-5.162118","-1.610642","-0.488433","6.919969","3.532154","5.942036","0","0","0"
"7355","197831","-1.192521","-2.027967","-0.162422","1.026292","2.039316","1.187275","0","0","0"
"7356","194086","-0.765516","-1.652674","-0.301773","0.052263","1.628192","4.432925","0","0","0"
"7357","193841","-73.32346","-77.50201","-45.78046","73.32346","77.50199","22.3423","0","0","0"
"7358","201098","0","-2.11842","-0.939216","0","2.11842","4.78464","0","0","0"
"7359","200878","-0.88099","-1.047129","-0.31785","0.880739","1.082765","2.181866","0","0","0"
"7360","219422","-2.547992","-2.68254","-2.851467","2.489255","2.987211","3.831703","0","0","0"
"7361","203196","-0.948195","-0.952246","-0.013287","2.119697","0.823119","2.541821","0","0","0"
"7362","201076","-0.164635","-0.099971","-0.149512","0.04965","0.096518","0.583676","0","0","0"
"7363","191831","-0.394867","-0.448296","-0.013776","0.392432","0.388056","1.593338","0","0","0"
"7364","191537","-2.179291","-1.049138","-0.698669","1.894579","3.064523","1.538674","0","0","0"
"7365","191538","-2.044658","-3.112763","-0.698669","2.029212","1.000899","1.538674","0","0","0"
"7366","191539","-1.045524","-2.12706","-0.698669","3.068138","1.946811","1.538674","0","0","0"
"7367","191540","-3.118205","-2.156534","-0.698669","0.995456","1.917336","1.538674","0","0","0"
"7368","191541","-2.005291","1E-05","-0.068985","1.970007","2.809535","0.323494","0","0","0"
"7369","191542","-0.66976","-0.56822","-0.127691","0.624545","0.723992","0.706643","0","0","0"
"7370","191543","-1.966735","-2.809535","-0.069448","1.996087","1E-05","0.327419","0","0","0"
"7371","191544","-0.658693","-0.708552","-0.107139","0.67503","0.638197","0.70712","0","0","0"
"7372","191545","-0.000566","-1.99516","-0.069433","2.809537","1.975788","0.396047","0","0","0"
"7373","191546","-0.792838","-0.704004","-0.132967","0.494952","0.57133","0.627876","0","0","0"
"7374","191547","-2.811361","-1.981578","-0.069324","-0.000566","1.979641","0.259951","0","0","0"
"7375","191548","-0.680278","-0.72378","-0.097533","0.60936","0.553384","0.603877","0","0","0"
"7376","201122","-0.345021","-0.394638","-0.109742","0.262665","0.395736","1.578674","0","0","0"
"7377","191439","-4.35856","-24.77511","-0.083143","2.954234","24.83521","73.45212","0","0","0"
"7378","191535","-1.402141","-1.189245","4.986427","1.40214","1.189234","15.43279","0","0","0"
"7379","192333","-1.107237","-1.056333","-0.09220525","1.098436","1.056899","1.101679","0","0","0"
"7380","191490","-1.453697","-1.677499","-4.235602","2.258605","1.233206","5.062059","0","0","0"
"7382","204027","1","1","1","-1","-1","-1","0","0","0"
"7383","201051","-0.439526","-0.645061","1.411633","0.19779","0.800937","1.887448","0","0","0"
"7384","200893","1","1","1","-1","-1","-1","0","0","0"
"7385","200894","-0.539295","-0.424691","-0.003457","0.427354","0.438539","0.87436","0","0","0"
"7386","193396","-0.296715","-0.462373","-0.017216","0.369354","0.374599","0.690364","0","0","0"
"7387","191436","-74.95773","11.81419","-0.699981","75.11024","40.96046","5.187892","0","0","0"
"7388","191433","-15.3046","-1.2434","-8.554023","15.35882","4.126078","25.79789","0","0","0"
"7389","200895","-3.151853","-2.42589","-0.111592","1.548862","2.440648","4.583371","0","0","0"
"7390","193243","-0.339193","-4.86231","-2E-06","0.991817","4.862308","16.4621","0","0","0"
"7391","192331","-2.817212","-2.995355","-0.095953","2.976064","2.982727","2.567034","0","0","0"
"7392","192566","-1.774218","-1.768292","0.297498","1.776655","1.782581","1.978346","0","0","0"
"7393","192567","0.593963","-0.145331","-0.270358","0.847551","0.140762","1.680203","0","0","0"
"7394","192332","-0.693989","-0.361888","0","0.536748","0.358733","2.651946","0","0","0"
"7395","203091","-2.639271","-2.969633","-1.203155","3.049907","2.678214","0.93409","0","0","0"
"7396","203092","-2.639271","-3.184675","-1.203155","3.049907","2.463172","2.017134","0","0","0"
"7397","203093","-2.639271","-2.920922","-1.203155","3.049907","2.726926","2.158957","0","0","0"
"7398","201745","-0.74731","-0.648236","-0.042059","0.56249","0.703298","1.421908","0","0","0"
"7399","191488","-0.695322","-0.736663","-1.366647","0.70273","0.729809","4.208923","0","0","0"
"7400","191489","-0.438807","-0.515862","-1.25468","0.584274","1.028511","6.203911","0","0","0"
"7401","191536","-11.08506","-11.09915","-0.658624","11.07426","11.09915","0.489924","0","0","0"
"7402","115775","0","0","0","0","0","0","0","0","0"
"7403","193371","-1.272235","-1.406345","-0.007378","1.2801","1.371433","5.318499","0","0","0"
"7404","193366","-1.853753","-1.817994","-7.075346","1.992634","2.010061","-4.508018","0","0","0"
"7405","193365","-1.853753","-1.817994","-7.075346","1.992634","2.010061","-4.508018","0","0","0"
"7406","200409","-4.01024","-3.9777","-0.330834","4.962173","4.047441","3.074011","0","0","0"
"7407","219394","-0.378049","-0.439398","-0.008392","0.382807","0.425215","0.662396","0","0","0"
"7408","219397","-0.3780485","-0.4393979","-0.008392228","0.382807","0.4252146","0.6623961","0","0","0"
"7409","219398","-0.3780485","-0.4393979","-0.008392228","0.382807","0.4252146","0.6623961","0.65","0","0"
"7410","219395","-0.378049","-0.439398","-0.008392","0.382807","0.425215","0.662396","0","0","0"
"7411","219396","-0.378049","-0.439398","-0.008392","0.382807","0.425215","0.662396","0","0","0"
"7412","197736","-3.403908","-2.193438","-7.075483","5.600321","1.972444","11.2641","0","0","0"
"7413","197165","-1.257116","-1.261219","-0.015493","0.664944","1.396792","0.652155","0","0","0"
"7414","197601","-1.001018","-1.023203","-0.930844","1.006393","1.02292","0.883301","0","0","0"
"7415","197603","-1.001018","-0.883087","-0.882872","1.006393","0.883087","0.883301","0","0","0"
"7416","197315","-0.175041","-2.366817","0","0.369838","1.131292","2.041693","0","0","0"
"7417","198798","-7.091344","-6.056509","-0.293938","4.805903","6.183015","14.79105","0","0","0"
"7418","192651","-0.5469521","-0.6258181","-0.06024029","0.54508","0.799524","0.9969789","0","0","0"
"7419","192652","-1.060281","-2.101778","-0.242136","2.917835","1.535194","2.574844","0","0","0"
"7420","197300","-0.860397","-0.803043","-0.011245","0.814145","1.094234","1.052476","0","0","0"
"7421","191438","-21.93497","-0.719482","-0.654948","19.3027","2.667121","5.187903","0","0","0"
"7422","191437","-19.34556","-0.609246","-0.699983","21.89355","2.750264","5.142863","0","0","0"
"7423","219255","-14.39232","-16.62626","-1.056936","14.57638","18.29137","33.12043","0","0","0"
"7425","200609","-0.566701","-1.804659","-0.004124","0.455669","1.413543","1.966714","0","0","0"
"7426","199739","-0.551849","-0.740781","0.001518","0.549951","0.740958","0.773378","0","0","0"
"7427","194046","-0.820813","-11.9961","0.013351","0.344982","0.495857","9.001396","0","0","0"
"7428","106698","0","0","0","0","0","0","0","0","0"
"7430","198210","-0.797639","-0.691003","0","0.768708","0.694075","0.306053","0","0","0"
"7431","190393","-2.272451","-4.547598","-0.619196","2.869402","4.121405","3.075839","0","0","0"
"7432","106735","0","0","0","0","0","0","0","0","0"
"7433","106867","0","0","0","0","0","0","0","0","0"
"7434","107029","-32.78597","-21.97865","-2.355141","15.21937","22.04151","30.03018","0","0","0"
"7436","106738","0","0","0","0","0","0","0","0","0"
"7437","199562","-8.930312","-13.19806","-0.602979","12.49455","13.46915","28.18471","0","0","0"
"7438","195946","-1.128903","-1.072787","0.024861","1.239543","1.027859","1.468038","0","0","0"
"7439","190088","-11.13452","-14.80076","0.127641","11.21929","14.78939","2.442595","0","0","0"
"7440","190076","-1.579342","-1.05848","-0.732624","1.58917","1.053041","0.749043","0","0","0"
"7441","195653","-0.196324","-1.056582","-1.075041","0.294303","1.014878","0.987584","0","0","0"
"7442","192939","1","1","1","-1","-1","-1","0","0","0"
"7443","190673","-1.301472","-1.419466","-0.09306","1.394627","1.41538","0.981504","0","0","0"
"7444","190377","-0.866174","-0.951368","-0.88833","0.789541","0.950903","3.062588","0","0","0"
"7445","190223","-2.778111","-2.703086","-0.30884","2.096178","2.182576","2.709215","0","0","0"
"7446","116306","-60.71075","-14.87571","-10.54534","50.15005","14.87571","62.63772","0","0","0"
"7447","199901","-0.897014","-0.969135","-0.626286","0.926156","0.977","1.244331","0","0","0"
"7448","203881","-2.194185","-2.684036","0.105936","2.299591","2.518851","18.51081","0","0","0"
"7449","106695","-11.11584","-11.8227","-2.822786","31.24356","11.82269","42.74841","0","0","0"
"7450","106692","0","0","0","0","0","0","0","0","0"
"7451","195460","3.947705","-4.651942","85.09816","4.579744","4.937197","95.7675","0","0","0"
"7452","195462","5.366546","-8.28379","-190.6013","16.72337","8.31324","100.7073","0","0","12"
"7454","192715","-0.476148","-0.673634","0.008546","0.413601","0.429612","0.965649","0","0","0"
"7455","192716","-0.789446","-0.849097","-0.090827","0.535809","0.58504","1.038669","0","0","0"
"7456","192717","-0.789446","-0.849097","-0.090827","0.535809","0.673681","1.011512","0","0","0"
"7457","189104","-0.663019","-0.446024","-0.636006","0.593287","0.534258","0.969609","0","0","0"
"7458","112844","-75.9017","-92.02811","-9.914232","70.76074","94.2737","129.1736","0","0","0"
"7459","203587","-9.431061","-9.230531","-1.026673","9.259114","9.376583","34.39719","0","0","0"
"7460","200393","-0.723291","-3.659303","-0.231899","0.670432","3.728293","0.501707","0","0","0"
"7461","115761","0","0","0","0","0","0","0","0","0"
"7462","106885","-33.45248","-29.23623","-6.064837","41.50808","30.05418","41.04435","0","0","0"
"7463","106740","-8.988425","-14.45568","-4.510108","23.86958","22.89708","15.07233","0","0","0"
"7464","108022","-7.036174","-9.199208","-0.170813","7.893797","9.28708","17.11291","0","0","0"
"7465","108016","-9.589792","-9.199208","-0.170813","9.742002","9.28708","17.11291","0","0","0"
"7466","113103","-28.60535","-29.17956","-1.504122","23.85347","27.22865","44.2103","0","0","0"
"7467","197230","-3.259662","-3.902588","-0.203942","0.635806","1.439089","3.90451","0","0","0"
"7468","195608","-0.301347","-1.604429","-0.670349","0.301335","1.416867","0.930582","0","0","0"
"7469","195417","-2.30885","-2.42864","-0.112046","2.326552","2.428632","4.17047","0","0","0"
"7470","194843","-0.451649","-0.453932","0.000829","0.451649","0.449366","1.123217","0","0","0"
"7471","197408","-5.129929","-4.882368","-0.871876","5.292741","4.904247","4.397891","0","0","0"
"7472","195324","-1.180614","-5.922231","-0.006831","1.181182","6.27805","9.77137","0","0","0"
"7473","219356","-13.8889","-13.8889","0","13.8889","13.8889","27.7778","0","0","0"
"7474","113750","-24.88992","-35.62021","-6.681566","25.28015","38.3419","127.7819","0","0","0"
"7475","114426","-63.93272","-30.28517","-17.40713","63.93271","30.28517","11.15391","0","0","0"
"7476","195413","-2.391617","-2.458679","-0.112046","2.326553","2.480814","4.17047","0","0","0"
"7477","197597","-0.726211","-0.85075","0","0.704483","0.902922","2.79076","0","0","0"
"7478","192028","-0.234048","-0.188649","0.002169","0.228917","0.192556","0.074077","0","0","0"
"7479","195416","-2.391617","-2.458678","-0.09124","1.80447","2.480814","0.457276","0","0","0"
"7480","195524","-2.192672","-7.778149","0.135782","2.075408","7.77815","57.10493","0","0","0"
"7481","195374","-1.774413","-7.384616","1.449139","1.757713","7.087675","5.586546","0","0","0"
"7482","195523","-2.082246","-7.778149","0.135782","2.01389","7.77815","22.79529","0","0","0"
"7483","201137","-1.58301","-1.582438","0.008589","1.54201","1.542581","1.278922","0","0","0"
"7484","201138","-0.298719","-0.289172","0.016674","0.301514","0.3022","0.84479","0","0","0"
"7485","201139","-0.396947","-0.534708","0.016674","0.387308","0.644197","1.423432","0","0","0"
"7486","195521","-0.261532","-3.23836","-2.113326","0.272686","3.23836","2.558444","0","0","0"
"7487","197100","-0.416667","-0.416667","0","0.416667","0.416667","0.833333","0","0","0"
"7488","197103","-0.416667","-0.416667","0","0.416667","0.416667","0.729114","0","0","0"
"7489","190012","-0.514899","-0.568409","0","0.543011","0.597791","0.94962","0","0","0"
"7490","197166","-1.653217","-1.349091","-0.013522","1.084891","1.30892","2.540082","0","0","0"
"7491","195463","-6.531306","-4.781884","-205.4706","3.355754","5.413176","85.83801","0","0","0"
"7492","194610","-54.30076","-21.24174","-9.049909","59.30242","48.89936","57.04246","0","0","0"
"7493","190347","-0.54398","-0.502468","-0.036349","0.545051","0.502468","0.946389","0","0","0"
"7494","203602","-0.668422","-0.648587","-0.066204","0.590286","0.769843","1.235033","0","0","0"
"7495","194063","-1.573291","-1.833997","-0.134259","1.574565","1.800835","4.468322","0","0","0"
"7496","200443","-0.67622","-0.977087","-0.068106","0.618387","0.933858","0.284902","0","0","0"
"7497","200441","-0.745071","-0.757945","-0.015945","0.736897","0.724022","1.875561","0","0","0"
"7498","199894","-4.280735","-4.706089","-0.247719","4.370587","4.700233","8.782312","0","0","0"
"7499","199893","-6.79716","-6.863334","-0.295813","6.599772","6.920944","19.66099","0","0","0"
"7500","199892","-5.692911","-6.872467","-0.132012","4.775197","6.420787","8.801194","0","0","0"
"7501","199896","-14.44769","-5.437772","-0.267668","6.813579","5.397621","5.410088","0","0","0"
"7502","195393","-8.139615","-8.748494","-22.95445","7.994482","18.21663","34.87755","0","0","0"
"7503","195476","-12.79782","-6.112455","-18.51106","10.75718","65.72903","31.03396","0","0","0"
"7504","195425","-1.521006","-1.371112","-0.005667","0.874797","1.365947","6.36709","0","0","0"
"7505","109006","-248.5806","-253.7892","-34.53532","96.04567","89.09277","140.2003","0","0","0"
"7506","199891","-3.279624","-4.076958","-0.274462","2.916736","10.34812","9.450292","0","0","0"
"7507","199472","-2.068147","-3.598558","-2.510799","5.234163","5.271986","2.510798","0","0","0"
"7508","199889","-0.364055","-1.076873","-0.024925","0.373134","1.069896","7.210219","0","0","0"
"7509","189248","-1.366983","-2.532487","0.024066","1.280915","2.571856","5.361388","0","0","0"
"7510","199577","-5.823426","-5.690548","-2.421165","5.580052","5.71292","16.55089","0","0","0"
"7511","198179","-0.192449","-0.394105","0.000904719","0.420359","0.351775","0.831763","0","0","0"
"7512","198180","-0.192449","-0.394105","0.000905","0.420359","0.351775","0.831763","0","0","0"
"7513","198181","-0.192449","-0.394105","0.000905","0.420359","0.351775","0.831763","0","0","0"
"7514","198182","-0.192449","-0.394105","0.000905","0.420359","0.351775","0.831763","0","0","0"
"7515","194044","-16.75855","-2.124613","-20.25275","16.75855","2.124605","20.25276","0","0","0"
"7516","199897","-14.44769","-5.437772","-0.267668","7.107041","5.397621","10.35356","0","0","0"
"7517","190430","-2.036584","-1.835805","-0.2941581","3.44638","1.738532","6.317508","0","0","0"
"7518","190431","-1.827905","-1.70869","-0.223174","2.928523","1.743874","6.278456","0","0","0"
"7519","195971","-0.269177","-5.788993","-3.260226","0.407095","5.790622","3.26212","0","0","0"
"7520","195973","-11.92155","-12.16376","-4.698968","7.711747","4.650017","18.51373","0","0","421"
"7521","195972","-10.97925","-12.08939","-3.586314","8.648331","12.13291","19.62638","0","0","421"
"7523","191834","-3.030479","-3.30323","-0.557142","3.030479","3.231269","2.689567","0","0","0"
"7524","190536","-2.350843","-2.33057","-0.456407","2.753764","2.286655","1.416213","0","0","0"
"7525","197163","-2.620759","-2.428092","-0.002927","1.323584","1.732567","1.541145","0","0","0"
"7526","197164","-3.02547","-2.170138","-0.081803","1.399449","2.325906","2.103059","0","0","0"
"7527","199452","-3.030479","-3.30323","-0.035877","3.030479","3.231269","1.890199","0","0","0"
"7528","200370","-0.255347","-0.244684","-0.001888","0.253073","0.278124","0.45997","0","0","0"
"7529","200889","-0.5","-0.484206","0","0.5","0.420083","0.512535","0","0","0"
"7530","194048","-0.62728","-5.929404","-1.067358","0.726373","6.408228","7.6665","0","0","0"
"7531","194045","-0.967646","-10.53133","-1.067359","1.050967","9.278325","7.62009","0","0","0"
"7532","194047","1","1","1","-1","-1","-1","0","0","0"
"7533","199410","-0.866433","-0.710789","0.050463","0.637891","0.740283","0.848304","0","0","0"
"7534","199412","-0.582575","-0.583058","-0.000715","0.585562","0.585079","0.408707","0","0","0"
"7535","190333","-2.179525","-1.930417","0","2.154506","1.930417","4.244082","0","0","0"
"7536","193508","-86.71075","-86.71046","-94.10142","86.70978","86.71006","294.1752","0","0","0"
"7537","200954","-0.445065","-0.681975","0.341817","0.443843","0.676544","1.163956","0","0","0"
"7538","198422","-0.546642","-0.612675","0","0.713879","0.553536","0.102163","0","0","0"
"7539","199718","-0.684018","-0.748539","-0.737736","0.651021","0.792439","0.842852","0","0","0"
"7540","106872","-29.17377","-27.54073","-6.064836","40.8751","27.51483","40.42238","0","0","0"
"7541","106877","-29.17377","-27.54073","-6.064836","40.8751","27.51483","27.96519","0","0","0"
"7542","195589","-9.442434","-2.655566","-0.056293","6.862317","3.322908","0.061635","0","0","0"
"7543","196044","-3.634715","-3.841903","-4.960111","3.234193","3.841903","3.795316","0","0","0"
"7544","194238","-3.809078","-3.909529","-0.261855","3.81294","3.865186","7.276239","0.5","0","0"
"7545","191969","-0.484125","-2.256804","0.00635","0.477015","0.336866","3.79707","0","0","0"
"7546","116315","-39.01214","-20.15777","-28.91834","44.21279","4.519429","27.59882","0","0","654"
"7547","202612","-3.993116","-4.745867","-5.747503","4.679264","5.271214","10.95177","0","0","0"
"7548","194937","-0.873421","-0.447247","0.000942","0.513539","0.442675","0.390639","0","0","661"
"7549","198005","-0.825548","-0.737307","0","0.528357","0.738259","1.298394","0","0","0"
"7550","203103","-1.294924","-2.106294","0","1.378957","2.224786","2.292566","0","0","0"
"7551","200945","-1.309253","-1.053688","-0.005038","1.098193","1.168534","2.402408","0","0","0"
"7552","111402","-50.60702","-22.23487","-16.88483","46.13418","22.97802","52.87197","0","0","0"
"7553","192645","-6.158595","-6.252359","-0.273166","6.24966","6.200476","10.3757","0","0","0"
"7554","192712","-0.299553","-0.372289","-0.001424","0.297113","0.369657","0.622995","0","0","0"
"7555","111413","0","0","0","0","0","0","0","0","0"
"7556","194778","-14.46612","-5.439496","22.46468","-3.49657","10.33668","40.3946","0","0","0"
"7557","194779","-10.40364","1.569476","24.87901","8.166717","13.85726","40.3946","0","0","0"
"7558","194780","-4.006295","-9.531802","27.23635","3.503531","5.134946","34.86479","0","0","0"
"7559","194781","2.834447","-12.49217","15.49388","12.91149","7.347182","30.64239","0","0","0"
"7560","194782","-5.92433","3.7431","10.50593","11.42177","13.91087","26.40321","0","0","0"
"7561","194783","-1.66963","-8.114469","21.73318","8.700583","11.30569","29.47141","0","0","0"
"7562","194784","-14.51973","-9.564136","10.50593","-7.769698","5.156109","27.03685","0","0","0"
"7563","194785","-11.84907","-7.704268","17.04744","-5.15084","4.490638","20.56088","0","0","0"
"7564","194786","4.091334","-10.35099","1.62304","15.12868","2.412707","18.93746","0","0","0"
"7565","194787","-27.95653","-10.25126","0.045998","-23.1205","-1.258935","5.456131","0","0","0"
"7566","194788","-28.80379","-1.42001","1.405052","-23.90584","1.235371","6.735893","0","0","0"
"7567","194789","-27.42325","1.108634","2.323937","-23.81551","6.239369","5.456131","0","0","0"
"7568","194790","-25.2693","9.275272","1.967784","-17.85902","19.10108","5.456131","0","0","0"
"7569","192532","-0.90866","-1.196796","0.000462","0.862625","1.194705","1.962855","0","0","0"
"7570","116326","0","0","0","0","0","0","0","0","0"
"7571","194765","-13.41032","-13.88316","18.68452","4.146389","0.455327","40.3946","0","0","0"
"7572","194766","2.834448","-12.80481","27.00869","13.27429","4.729354","40.39616","0","0","0"
"7573","194767","2.468955","-0.512654","18.68452","12.21849","11.58737","40.3946","0","0","0"
"7574","194768","1.268004","-8.154315","30.63545","8.481404","3.908983","36.05532","0","0","0"
"7575","194769","-19.22686","-21.17375","2.751062","-14.90615","-17.17594","5.456131","0","0","0"
"7576","194770","-14.58379","-26.5541","0.045998","-2.537803","-20.46435","5.456132","0","0","0"
"7577","194771","-4.668155","-26.85325","2.186595","9.304497","-22.43742","5.456131","0","0","0"
"7578","194772","-0.714382","-27.51295","0.045997","4.140217","-23.68764","4.082288","0","0","0"
"7579","194773","13.51367","-21.44042","-1.445945","24.6923","-9.301588","5.456131","0","0","0"
"7580","194774","21.2921","-11.06925","0.831046","26.52769","-6.844051","7.290624","0","0","0"
"7581","194775","21.74501","-13.04353","-2.577822","32.19445","-0.01295","0.831047","0","0","0"
"7582","194776","13.51366","9.275273","-2.545812","23.47334","21.66795","5.456131","0","0","0"
"7583","194777","2.28998","20.43803","1.3533","12.81107","25.57004","5.456131","0","0","0"
"7584","194015","-1.692881","-1.063639","-0.010465","1.745944","1.004258","0.666919","0","0","0"
"7585","191588","-1.640414","-1.717898","0.096884","1.60621","1.538836","9.662077","0","0","0"
"7586","195428","-2.06867","-2.079628","-0.032239","1.893373","2.236648","2.021697","0","0","0"
"7587","193184","-2.172897","-2.187397","-0.55271","2.192411","2.177912","0.831943","0","0","0"
"7588","202608","-0.555556","-0.555556","0.000454","0.555556","0.555555","1.363397","0","0","0"
"7589","201082","-0.471224","-0.529994","-0.122982","0.45446","3.121082","4.234528","0","0","0"
"7590","195403","-2.249175","-1.998572","-0.101326","2.239196","1.983081","4.450825","0","0","0"
"7591","192242","-2.088154","-1.036112","0.003039","2.093383","1.096221","0.941632","0","0","0"
"7592","192229","-0.925254","-2.84549","0.002795","1.90478","0.912194","8.139201","0","0","0"
"7593","198671","-1.357386","-5.659356","-1.269907","1.393464","4.659646","5.436335","0","0","0"
"7594","194087","-0.92737","-1.384646","-0.394536","1.261014","1.341785","3.938409","0","0","0"
"7595","106882","-29.17377","-27.54073","-6.064839","40.8751","27.51483","40.42393","0","0","0"
"7596","189229","-4.088618","-7.395373","0.013987","4.583333","2.847222","7.386111","0","0","0"
"7597","194273","-9.597093","-4.768924","-4.947905","5.454607","5.007783","9.019293","0","0","0"
"7598","116348","0","0","0","0","0","0","0","0","0"
"7599","200197","-2.932772","-3.768608","-0.375942","0.689268","0.104407","3.72061","0","0","0"
"7600","200163","-0.553328","-0.522105","0","0.647446","0.528117","1.019222","0","0","0"
"7601","203372","-1.396115","-2.875582","0.732482","0.016095","2.970559","5.53826","0","0","0"
"7602","191905","-0.370583","-3.798251","-0.117625","0.370585","3.798252","27.38859","0","0","0"
"7603","191901","-1.071143","-1.522842","-0.468565","-0.07759","1.52301","4.728845","0","0","0"
"7604","199760","-1.208348","-2.206124","0.03044","0.528064","2.206474","4.38434","0","0","0"
"7605","199767","-0.411236","-0.559327","-0.121333","0.665266","0.805056","2.053683","0","0","0"
"7606","199779","-2.953837","-2.932185","-0.041376","-0.97556","-0.977914","3.227634","0","0","0"
"7607","199769","-0.703365","-1.953415","0.037755","1.101176","1.930223","5.822458","0","0","0"
"7608","199765","-0.71174","-3.319601","0.323285","1.165754","2.657752","5.636937","0","0","0"
"7609","194960","-0.52742","-0.191497","-0.017487","0.60252","0.158908","0.499677","0","0","0"
"7610","194956","-0.48618","-0.461102","-0.727183","0.767871","0.626339","3.106104","0","0","0"
"7611","196590","-1.052985","-0.98823","-0.043762","1.077196","1.007617","0.92127","0","0","0"
"7612","199763","-1.972508","-2.474018","-0.068416","-0.324519","2.660877","4.11113","0","0","0"
"7613","199772","-2.928884","-2.923582","-0.070465","3.030067","3.035367","3.743788","0","0","0"
"7614","116350","0","0","0","0","0","0","0","0","0"
"7615","199770","-2.000322","-4.310439","-0.37675","3.774545","4.503565","10.72458","0","0","0"
"7616","199777","-1.61152","-2.590677","-0.044438","2.121041","2.908493","8.832951","0","0","0"
"7617","195197","-0.3164","-1.178347","-0.536704","0.025437","1.178518","5.6792","0","0","0"
"7618","195198","-0.388817","-1.348213","-0.560712","0.037273","1.314408","5.849406","0","0","0"
"7619","194057","-6.039698","-4.562871","-0.368131","3.360564","4.820929","11.34524","0","0","0"
"7620","201099","0","-2.11842","-0.939216","0","2.11842","4.78464","0","0","0"
"7621","195199","-0.301678","-1.348213","0.029544","0.037273","1.314408","4.71079","0","0","0"
"7622","197909","-0.275838","-0.269525","0.000411","0.251708","0.207345","0.289633","0","0","0"
"7623","191583","-17.84473","-23.48277","-9.940784","19.33933","18.96586","20.31971","0","0","0"
"7624","197866","-0.223599","-0.298403","-0.284217","0.231925","0.297175","0.325583","0","0","0"
"7625","195599","-0.412655","-1.506431","-1.301004","0.402585","1.50584","1.272021","0","0","0"
"7626","195314","-1.378281","-0.797742","-0.06108","1.343978","0.788811","1.458129","0","0","0"
"7627","195316","-1.69906","-1.075032","-0.531638","1.179559","1.062042","2.712454","0","0","0"
"7628","197052","-0.1831924","-0.6621519","1.172378","0.1735528","0.6626024","2.487763","0","0","0"
"7629","195200","-2.267262","-2.334504","-0.110518","2.485979","2.71977","10.64865","0","0","0"
"7630","113323","0","0","0","0","0","0","0","0","0"
"7631","200881","-2.093173","-3.507956","-1.630876","1.943318","3.655342","5.423594","0","0","0"
"7632","116352","0","0","0","0","0","0","0","0","0"
"7633","194333","-10.00535","-9.879189","-2.34306","9.770855","9.977151","27.67787","0","0","0"
"7634","200045","-41.09595","-29.49375","-13.03581","36.79408","28.3406","23.17466","0","0","494"
"7635","199101","-0.944252","-0.955455","-0.013059","0.943654","0.93245","1.745973","0","0","0"
"7636","116344","-27.91334","-19.77201","-0.213791","30.40157","20.26511","26.01416","0","0","494"
"7637","191802","-0.906267","-0.875767","-0.022526","0.878097","0.888578","1.144141","0","0","0"
"7638","191803","-0.995347","-1.010725","-0.013059","0.999894","0.984534","1.777712","0","0","0"
"7639","195286","-0.271347","-0.523708","-0.002708","1.568761","0.545896","3.206296","0","0","0"
"7640","199679","-0.542845","-2.074065","-0.068864","1.976647","0.687746","0.556079","0","0","0"
"7641","202584","-0.895755","-0.71011","-0.630842","0.957487","0.671061","0.627358","0","0","0"
"7642","195485","-1.620728","-17.46317","-16.86111","6.645615","17.05094","8.003209","0","0","0"
"7643","197734","-0.5469","-1.342319","-0.212774","0.5469","1.342319","0.212774","0","0","0"
"7644","195956","-60.36633","-59.48677","10.53528","60.04247","54.26385","42.6935","0","0","0"
"7645","201064","-0.294763","-0.460447","0.008467","0.29779","0.457786","0.065315","0","0","0"
