Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7_0,Unknown7_1,Unknown7_2,Unknown7_3,Unknown7_4,Unknown7_5,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27
"3014","1","18","12","1","0.6111111","2.031278","0.102033","-3.697689","-3.376741","-0.74499","4.076678","3.477901","2.447145","1","1","0","0","0","0","0","0","1","0","12291","234619","0","3","4","0","0","0","2887","0"
"3016","1","18","12","1","0","0","0","-0.192449","-0.394105","0.000905","0.420359","0.351775","0.831763","1","1","0","0","0","0","0","0","1","0","12290","198180","0","3","4","0","0","0","2889","0"
"3017","1","18","12","1","0","0","0","-0.192449","-0.394105","0.000905","0.420359","0.351775","0.831763","1","1","0","0","0","0","0","0","1","0","12290","198181","0","3","4","0","0","0","2890","0"
"3018","1","18","12","1","0","0","0","-0.192449","-0.394105","0.000905","0.420359","0.351775","0.831763","1","1","0","0","0","0","0","0","1","0","12290","198182","0","3","4","0","0","0","2891","0"
"3019","1","18","12","1","0.6111111","2.031278","3.05508","-7.604826","-3.709142","-0.403744","3.665773","3.811619","5.057659","1","1","0","0","0","0","0","0","1","4.5","4096","234554","0","3","5","0","0","0","2892","0"
"3020","1","18","12","1","0.6111111","2.031278","3.444342","-5.108262","-5.914852","-0.080921","5.090688","6.089356","4.132617","1","1","0","0","0","0","0","0","1","0","0","234782","0","3","4","0","0","0","2893","0"
"3021","1","18","12","1","0.6111111","2.031278","0","-0.776961","-1.169492","0.625522","1.444745","1.186808","2.982899","1","1","0","0","0","0","0","0","1","0","3","234638","0","3","4","0","0","0","2894","0"
"3022","1","18","12","1","0.6111111","2.031278","1.724716","-1.709205","-0.911972","-0.04843","1.685013","0.867246","1.929409","1","1","0","0","0","0","0","0","1","0","0","234737","0","1","7","0","0","0","2733","0"
"3023","1","18","12","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12291","244161","0","3","4","0","0","0","2895","0"
"3024","1","18","12","1","0.6111111","2.031278","1.6274","-2.010477","-1.41105","-0.247789","2.635411","1.16624","2.586936","1","1","0","0","0","0","0","0","1","0","4096","234657","0","3","5","0","0","0","2729","0"
"3025","1","18","12","1","0.6111111","2.031278","8.139028","-20.13971","-9.659353","-0.58081","9.768476","9.589671","14.08842","1","1","0","0","0","0","0","0","1","0","4096","234497","0","3","4","0","0","0","2896","0"
"3026","1","18","12","1","0.6111111","2.031278","1.036183","-0.5234809","-0.5880762","-5.764435E-06","0.3588196","0.5093406","2.138106","1","1","0","0","0","0","0","0","1","0","0","234694","0","3","4","0","0","0","2897","0"
"3027","1","18","12","1","0.6111111","2.031278","1.158007","-0.459097","-0.560309","-0.000847","0.323344","0.529917","1.991055","1","1","0","0","0","0","0","0","1","0","0","234701","0","3","4","0","0","0","2898","0"
"3028","1","18","12","1","0.6111111","2.031278","0","-2.606852","-2.316217","-0.181263","1.039569","2.284461","3.495224","1","1","0","0","0","0","0","0","1","0","0","234706","1","3","4","0","0","0","2823","0"
"3029","1","18","12","1","0","0","1.15801","-0.451641","-0.559618","-0.000847","0.323344","0.529969","2.023322","1","1","0","0","0","0","0","0","1","0","0","234501","0","1","4","0","0","0","2899","0"
"3030","1","18","12","1","0.6111111","2.031278","1.300954","-0.628549","-0.792114","1.061448","0.903831","0.749467","2.593184","1","1","0","0","0","0","0","0","1","0","12299","234781","0","3","4","0","0","0","2900","0"
"3031","1","18","12","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","165833","0","3","4","0","0","0","2901","0"
"3032","1","18","12","1","0.6111111","2.031278","1.217973","-0.5853382","-1.360398","-0.04918799","1.180991","1.632371","2.293163","1","1","0","0","0","0","0","0","1","0","0","234754","0","3","4","0","0","0","2644","0"
"3033","1","18","12","1","2.510649","0.7839799","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","249668","0","3","4","0","0","0","2903","0"
"3034","1","18","12","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","244185","0","3","4","0","0","0","2904","0"
"3035","1","18","12","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","199398","0","3","4","0","0","0","2905","0"
"3036","1","18","12","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","243490","0","3","4","0","0","0","2906","0"
"3037","1","18","12","1","0.2980801","0.7181022","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","198626","0","3","4","0","0","0","2907","0"
"3038","1","18","12","1","0.4953671","0.6825073","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","189820","0","3","4","0","0","0","2908","0"
"3039","1","18","12","1","1.022017","1.763217","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","198116","0","3","4","0","0","0","2909","0"
"3040","1","18","12","1","0.4935044","0.09232458","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","304815","0","3","4","0","0","0","2910","0"
"3041","1","18","12","1","0.6111111","2.031278","6.929265","-13.58263","-11.8297","-0.161859","6.81527","12.17871","7.524527","1","1","0","0","0","0","0","0","1","2","0","125435","0","3","4","0","0","0","2516","0"
"3042","1","18","12","1","0.6111111","2.031278","1.082618","-0.703442","-0.970487","-0.021514","0.627035","0.916535","2.31506","1","1","0","0","0","0","0","0","1","5","0","234666","0","3","1","0","0","0","2680","1"
"3043","1","18","12","1","5.047373","3.488048","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12322","197784","0","3","4","0","0","0","2912","0"
"3044","1","18","12","1","0.6111111","2.031278","1.56762","-4.197997","-4.689608","-2.480641","4.549764","4.779606","6.362679","1","1","0","0","0","0","0","0","1","0","4096","124297","0","7","4","0","0","0","2230","0"
"3045","1","18","12","1","0.6111111","2.031278","2.22584","-4.964393","-3.981457","-0.185969","1.763272","3.938797","3.931769","1","1","0","0","0","0","0","0","1","0","4097","234547","1","3","4","0","0","0","2915","0"
"3046","1","18","12","1","0.6111111","2.031278","1.627401","-2.010477","-1.41105","-0.247789","2.635411","1.16624","2.586936","1","1","0","0","0","0","0","0","1","0","4096","234657","0","3","4","0","0","0","2729","0"
"3047","1","18","12","1","0","0","0","1","1","1","-1","-1","-1","1","1","0","0","0","0","0","0","1","0","13120","165534","0","3","4","0","0","0","2916","0"
"3048","1","18","12","1","0.6111111","2.031278","0","-0.937336","-4.527834","-1.339472","1.1703","4.609916","7.415227","1","1","0","0","0","0","0","0","1","3","12288","293986","0","3","4","0","0","0","2917","0"
"3049","1","18","12","1","0.6111111","2.031278","0","-0.937336","-4.527834","-1.339472","1.1703","4.609916","7.415227","1","1","0","0","0","0","0","0","1","3","12288","293986","0","7","4","0","0","0","2844","0"
"3050","1","18","12","1","0.7068485","1.19516","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12347","197754","0","19","4","0","0","0","2918","0"
"3051","1","18","12","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","249645","0","3","4","0","0","0","2919","0"
"3052","1","18","12","1","0.7096143","0.8932904","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","243384","0","1","4","0","0","0","2920","0"
"3053","1","18","12","1","1.231407","1.24297","0","-0.615704","-0.661954","0","0.615704","0.661954","1.24297","1","1","0","0","0","0","0","0","1","0","12288","199636","0","3","4","0","0","0","2921","0"
"3054","1","18","12","1","0.6111111","2.031278","0","-1.746602","-1.125217","-0.165711","2.076632","1.077375","1.936266","1","1","0","0","0","0","0","0","1","0","0","123053","0","1","7","0","0","0","2144","0"
"3055","1","18","12","1","0.6111111","2.031278","1.193892","-2.19063","-5.226901","0.8595142","3.175891","5.238842","7.615815","1","1","0","0","0","0","0","0","1","1","12297","123831","0","2","4","0","0","0","189","0"
"3056","1","18","12","1","10.21004","5.505515","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","201493","0","3","4","0","0","0","2922","0"
"3057","1","18","12","1","0.6111111","2.031278","0","-15.95052","-7.78782","-0.124588","4.716389","8.792933","17.90036","1","1","0","0","0","0","0","0","1","0","0","250582","4","3","4","0","24","23","2879","0"
"3058","1","18","12","1","0.6111111","2.031278","1.08262","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","128","250585","0","11","4","0","0","0","2923","0"
"3059","1","18","12","1","0.6111111","2.031278","1.08262","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","250586","0","11","4","0","0","0","2924","0"
"3060","1","18","12","1","0.6111111","2.031278","0","-3.119602","-7.928115","0.065696","4.201357","7.872946","19.30849","1","1","0","0","0","0","0","0","1","0","0","251866","0","3","4","0","26","23","2925","0"
"3061","1","18","12","1","0.6111111","2.031278","0","-1.28593","-1.423427","-0.822549","1.459632","1.288621","1.225494","1","1","0","0","0","0","0","0","1","0","12288","251902","1","3","4","0","0","0","2926","0"
"3062","1","18","12","1","0.6111111","2.031278","0","-0.561973","-0.5819489","-0.01299056","0.3821452","0.566642","2.092667","1","1","0","0","0","0","0","0","1","0","68","119940","0","3","4","0","0","0","49","0"
"3063","1","18","12","1","0.6111111","2.031278","0","-11.46952","-23.07639","-41.94601","14.61241","14.19929","28.28091","1","1","0","0","0","0","0","0","1","0","0","252162","3","3","4","0","0","23","2927","0"
"3064","1","18","12","1","0.6111111","2.031278","2.74513","-4.480922","-4.163374","-1.532429","3.967647","4.28239","6.891016","1","1","0","0","0","0","0","0","1","0","0","252165","1","12","4","0","0","0","2928","0"
"3065","1","18","12","1","1.091622","1.182301","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","199713","0","19","4","0","0","0","2929","0"
"3066","1","18","12","1","3.297501","3.505441","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","191962","0","3","4","0","0","0","2930","0"
"3067","1","18","12","1","0.6111111","2.031278","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","191959","0","3","4","0","0","0","2931","0"
"3068","1","18","12","1","0.6111111","2.031278","0","-3.208297","-3.123828","-3.169009","3.142021","3.22649","3.181309","1","1","0","0","0","0","0","0","1","0","12323","252722","0","3","4","0","0","0","2932","0"
"3069","1","18","12","1","0.6111111","2.031278","4.54894","-1.274728","-1.959132","-0.018253","1.205221","1.416165","7.795628","1","1","0","0","0","0","0","0","1","0","0","252758","3","14","4","0","0","0","2933","0"
"3070","1","18","12","1","0.6111111","2.031278","4.309963","-1.885998","-3.173486","-0.005753398","1.664674","2.921148","7.60316","1","1","0","0","0","0","0","0","1","0","0","252761","0","3","4","0","0","0","2934","0"
"3071","1","18","12","1","0.6260098","3.390388","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","191958","0","3","4","0","0","0","2935","0"
"3072","1","18","12","1","0.6111111","2.031278","0","-3.119602","-7.928115","0.065696","4.201357","7.872946","19.30849","1","1","0","0","0","0","0","0","1","0","2","251866","2","19","1","0","0","0","2925","0"
"3073","1","18","12","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","252833","0","3","4","0","0","0","2936","0"
"3074","1","18","12","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12291","252832","0","5","4","0","0","0","2937","0"
"3075","1","130","70","1","0.6111111","2.031278","6.929265","-13.58262","-11.82971","-0.394963","6.81527","12.17872","7.524527","0.4","4","0","0","0","0","0","0","1","4","0","254809","2","3","5","0","0","0","2516","0"
"3076","1","18","12","1","0.6111111","2.031278","0","-7.06028","-5.123004","-0.1003181","7.26556","5.15534","7.195952","1","1","0","0","0","0","0","0","1","0","8192","252988","0","3","4","0","0","0","2938","0"
"3077","1","18","12","1","0.6111111","2.031278","1.0848","-1.498231","-0.532001","0.000251","1.265859","0.342249","1.543524","1","1","0","0","0","0","0","0","1","0","12291","252993","0","3","4","0","0","0","2939","0"
"3078","1","18","12","1","0.6111111","2.031278","0","-4.91275","-5.651102","-2.802601","6.527922","5.692024","10.75368","1","1","0","0","0","0","0","0","1","0","3","253183","0","3","4","0","0","0","2940","0"
"3079","1","18","12","1","0.6111111","2.031278","0","-6.063217","-6.517067","-2.802601","7.977791","6.690511","12.01442","1","1","0","0","0","0","0","0","1","0","3","253184","0","3","4","0","0","0","2941","0"
"3080","1","18","12","1","0.6111111","2.031278","0","-4.662926","-5.271979","-2.802601","6.767421","5.321692","10.51512","1","3","0","0","0","0","0","0","1","0","3","253185","0","3","4","0","0","0","2942","0"
"3081","1","18","12","1","0.6111111","2.031278","17.14508","-21.40637","-17.72615","-12.26951","17.71132","17.77787","16.87937","1","1","0","0","0","0","0","0","1","0","12291","253209","0","3","4","0","0","0","2943","0"
"3082","1","18","12","1","0.6111111","2.031278","0","-9.029533","4.538462","0.738351","25.93883","29.51808","23.0563","1","1","0","0","0","0","0","0","1","0","8195","253273","2","11","4","0","0","0","2944","0"
"3083","1","18","12","1","0.6111111","2.031278","0","-7.3973","-31.12518","0.461357","21.78954","-9.522556","23.58243","1","1","0","0","0","0","0","0","1","0","8192","253274","2","3","4","0","0","0","2945","0"
"3084","1","18","12","1","0.6111111","2.031278","0.499457","-2.313421","-2.276579","0.014863","2.29099","2.327316","2.401894","1","1","0","0","0","0","0","0","1","5","12291","253324","0","3","4","0","0","0","2946","0"
"3085","1","18","12","1","0.6111111","2.031278","4.133869","-3.037244","-10.70699","-5.30586","6.869581","7.312335","33.98916","1","1","0","0","0","0","0","0","1","0","8195","252991","2","19","4","0","0","0","2947","0"
"3086","1","18","12","1","0.6111111","2.031278","1.241372","-2.428365","-0.6587","-0.034593","1.065616","0.634824","1.440938","1","1","0","0","0","0","0","0","1","0","4096","125988","0","1","4","0","0","0","2484","0"
"3087","1","18","12","1","0.6111111","2.031278","1.241372","-2.432664","-0.656586","-0.03752","1.084704","0.523262","1.400084","1","1","0","0","0","0","0","0","1","0","4096","253393","0","3","4","0","0","0","2948","0"
"3088","1","18","12","1","0.6111111","2.031278","0","-7.060282","-5.123005","-0.100318","7.265561","5.15534","7.195952","1","1","4.8","5","-3.6","0","0","0","1","0","8195","253406","0","3","4","0","0","0","2949","0"
"3089","1","18","12","1","0","0","0","-1.352609","-1.277339","-0.802419","1.352608","1.277339","69.40385","1","1","0","0","0","0","0","0","1","0","12288","242997","0","3","4","0","0","0","2950","0"
"3091","1","18","12","1","0.6111111","2.031278","0","-1.541835","-1.526732","-0.24575","2.582387","1.526731","2.419545","1","1","2","2","-1","0","0","0","1","0","8227","254424","0","3","4","0","0","0","2951","0"
"3092","1","18","12","1","0.6111111","2.031278","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12307","254309","0","3","4","0","0","0","2952","0"
"3093","1","18","12","1","0.6111111","2.031278","1.815666","-4.107778","-2.814505","0.802559","2.180094","2.890471","4.907582","1","1","0","0","0","0","0","0","1","0","4096","253410","0","3","4","0","0","0","2953","0"
"3094","1","18","12","1","0.6111111","2.031278","17.14508","-21.40637","-17.72615","-12.95732","17.7843","17.77787","16.87937","1","1","0","0","0","0","0","0","1","0","12291","253332","0","3","4","0","0","0","2954","0"
"3095","1","18","12","1","0.6111111","2.031278","0.704457","-0.384574","-0.355631","0.007144","0.212211","0.300132","1.301312","1","1","0","0","0","0","0","0","1","0","0","254784","0","1","1","0","0","0","2955","0"
"3096","1","18","12","1","0.6111111","2.031278","0.68397","-0.174358","-0.254723","0.005046","0.180887","0.256344","1.378559","1","1","0","0","0","0","0","0","1","0","0","254785","0","1","4","0","0","0","2956","0"
"3097","1","18","12","1","0.6111111","2.031278","0.704457","-0.166321","-0.254709","0.007144","0.212211","0.25633","1.301312","1","1","0","0","0","0","0","0","1","0","0","254782","0","1","1","0","0","0","2957","0"
"3098","1","18","12","1","0.6111111","2.031278","0.68397","-0.384574","-0.355631","0.005046","0.180887","0.300132","1.378559","1","1","0","0","0","0","0","0","1","0","0","254786","0","1","4","0","0","0","2958","0"
"3099","1","18","12","1","0.6111111","2.031278","0","-39.8873","-40.01073","-29.61897","36.15137","38.51856","30.28208","1","1","0","0","0","0","0","0","1","0","12291","253331","0","3","4","0","0","0","2959","0"
"3100","1","18","12","1","0.6111111","2.031278","4.309963","-2.013343","-3.193783","-0.0429312","1.728802","2.824482","7.533333","1","1","0","0","0","0","0","0","1","0","0","254847","3","1","4","0","24","23","2960","0"
"3101","1","48","36","1","0.6111111","2.031278","3.352415","-5.10826","-5.914854","-0.197488","5.09069","6.089357","4.007309","1","1","0","0","0","0","0","0","1","0","0","254849","0","3","5","0","0","0","2961","0"
"3102","1","18","12","1","0.6111111","2.031278","0","-1.666053","-3.612354","-0.1060956","3.534522","3.653098","5.728677","1","1","0","0","0","0","0","0","1","15","4099","252985","1","3","4","0","0","0","2962","0"
"3103","1","18","12","1","0.6111111","2.031278","0","-1.30757","-1.306082","1.652798","1.292371","1.293859","4.252739","1","1","0","0","0","0","0","0","1","0","12288","303696","1","3","4","0","0","0","2963","0"
"3104","1","18","12","1","0.6111111","2.031278","0","-2.548953","-2.440935","-0.54484","1.825763","3.136908","8.690111","1","1","0","0","0","0","0","0","1","0","12288","255155","0","3","4","0","0","0","2964","0"
"3105","1","18","12","1","0.6111111","2.031278","0","-1.041009","-1.680827","0.366207","1.043886","1.684634","3.043421","0.35","1","0","0","0","0","0","0","1","0","4163","126426","1","8","4","0","0","0","110","0"
"3106","1","18","12","1","0.6111111","2.031278","0","-0.305556","-0.305556","0","0.305556","0.305556","2.031278","1","1","0","0","0","0","0","0","1","0","12339","254925","1","18","4","0","0","0","2965","0"
"3107","1","18","12","1","2.169604","3.033768","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","197593","0","9","4","0","0","0","2966","0"
"3108","1","18","12","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12291","200635","0","3","4","0","0","0","2967","0"
"3109","1","18","12","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","200936","0","3","4","0","0","0","2968","0"
"3110","1","18","12","1","2.057291","1.408881","0","-1.475069","-1.418785","-0.073816","1.252334","1.593823","2.017361","1","1","0","0","0","0","0","0","1","0","12288","253441","0","3","4","0","0","0","2969","0"
"3112","1","18","12","1","0.6111111","2.031278","0","-3.119602","-7.928115","0.065696","4.201357","7.872946","19.30849","1","1","0","0","0","0","0","0","1","0","0","251866","0","3","4","0","0","0","2925","0"
"3113","1","18","12","1","0","0","0","-0.360301","-0.4074479","-0.001022532","0.3658928","0.4011561","0.3468977","1","1","0","0","0","0","0","0","1","0","12291","201014","0","3","4","0","0","0","2970","0"
"3114","1","18","12","1","0","0","0","-3.4855E-07","-2.232727","-1.159139","0","2.232727","5.008705","1","1","0","0","0","0","0","0","1","0","12288","197017","0","3","4","0","0","0","2971","0"
"3115","1","18","12","1","2.858018","3.167716","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12291","197594","0","3","4","0","0","0","2972","0"
"3116","1","18","12","1","11.59218","5.46539","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12323","198764","1","3","4","0","0","0","2979","0"
"3117","1","18","12","1","0.6111111","2.031278","0.387196","-0.702306","-0.70276","-0.14861","1.123253","0.811182","1.085666","1","1","0","0","0","0","0","0","1","0","0","252242","0","1","5","0","0","0","2981","0"
"3118","1","18","12","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12291","196540","0","20","4","0","0","0","2982","0"
"3119","1","18","12","1","0.6111111","2.031278","2.745128","-1.879762","-1.429061","0.01077","0.962606","1.446357","4.635097","1","1","0","0","0","0","0","0","1","0","0","234622","0","3","4","0","0","0","2690","0"
"3120","1","18","12","0.01","0.6111111","2.031278","0","-0.181519","-0.988293","-0.037143","0.583665","0.988293","2.86859","1","1","0","0","0","0","0","0","1","0","12321","304322","0","3","1","0","0","0","2989","0"
"3121","1","18","12","1","0","0","0","-0.7133883","-0.5696983","1.075836","-0.296338","0.5585846","2.301386","1","1","0","0","0","0","0","0","1","0","12288","305293","0","3","4","0","0","0","2990","0"
"3122","1","18","12","1","0.6884564","1.295176","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","304814","0","3","4","0","0","0","2991","0"
"3123","1","9","6","1","0.6111111","2.031278","0.364219","-0.316822","-0.205345","-0.023446","0.40853","0.222451","0.734524","1","0.333","0","0","0","0","0","0","1","0","0","305835","0","1","5","0","0","0","2992","0"
"3124","1","18","12","1","0.6111111","2.031278","0","-1.882348","-2.014386","-0.248072","1.100032","2.110097","3.825243","1","1","0","0","0","0","0","0","1","0","8194","306604","0","19","1","0","0","0","2993","0"
"3126","1","18","12","1","0.6111111","2.031278","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","306870","0","7","4","0","0","0","2385","0"
"3128","1","18","12","1","0.6111111","2.031278","2.615264","-3.577508","-3.907612","-0.183474","1.880367","3.911128","6.244998","1","1","0","0","0","0","0","0","1","4","0","126326","0","3","4","0","0","0","2643","0"
"3129","1","18","12","1","1.742448","1.895289","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","254419","0","3","4","0","0","0","2994","0"
"3130","1","18","12","1","0.6111111","2.031278","1.193891","-4.640995","-1.618195","-0.3240014","1.732878","1.038782","2.116597","0.6","1","0","0","0","0","0","0","1","0","4096","306163","1","1","5","0","0","0","2995","0"
"3131","1","18","12","1","0.6111111","2.031278","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12291","306851","0","3","4","0","0","0","2996","0"
"3132","1","18","12","1","0.6111111","2.031278","1.701747","-1.17762","-0.852791","0.000372","0.740611","0.95282","2.471723","1","1","0","0","0","0","0","0","1","0","0","306852","0","1","5","0","0","0","2997","0"
"3133","1","18","12","1","0.6111111","2.031278","0.387196","-0.632999","-0.547301","-0.005579","0.478577","0.7275","1.119303","1","1","0","0","0","0","0","0","1","0","0","306886","0","3","1","0","0","0","2998","0"
"3134","1","18","12","1","0.6111111","2.031278","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","306880","0","3","4","0","0","0","2999","0"
"3135","1","18","12","1","0.6111111","2.031278","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","306881","0","3","4","0","0","0","3000","0"
"3136","1","18","12","1","0.6111111","2.031278","0","-0.809867","-0.363015","0.003778","0.396741","0.391701","1.735182","1","1","0","0","0","0","0","0","1","0","12291","307079","0","3","4","0","0","0","3001","0"
"3137","1","18","12","1","0.6111111","2.031278","1.805709","-1.274335","-0.852791","0.000373","0.643898","0.951319","2.471723","1","1","0","0","0","0","0","0","1","0","0","307175","0","1","5","0","0","0","3002","0"
"3138","1","18","12","1","0.6111111","2.031278","1.805709","-1.274335","-0.852791","0.000373","0.643898","0.951319","2.471723","1","1","0","0","0","0","0","0","1","0","0","307174","0","1","5","0","0","0","3003","0"
"3139","1","18","12","1","0.6111111","2.031278","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","254309","0","3","4","0","0","0","2952","0"
"3140","1","18","12","1","1.742448","1.895289","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","254419","1","3","4","0","0","0","2994","0"
"3141","1","12","14","1","0.6111111","2.031278","0","-0.7097298","-0.9734359","-0.02044243","0.8337322","1.008279","2.463082","1","1","0","0","0","0","0","0","1","0","4","307454","0","1","7","0","0","0","3058","0"
"3142","1","12","14","1","0.6111111","2.031278","0","-0.5859327","-0.6286409","4.58053E-05","0.4589801","0.5480796","2.485226","1","1","0","0","0","0","0","0","1","0","4","307453","0","1","7","0","0","0","3061","0"
"3143","1","18","12","1","0.6111111","2.031278","1.241372","-2.597057","-0.777422","-0.006203","1.058075","0.533702","1.536153","1","1","0","0","0","0","0","0","1","0","4096","307529","0","3","4","0","0","0","3004","0"
"3144","1","18","12","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12337","165757","1","3","4","0","0","0","3005","0"
"3145","1","18","12","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","201117","0","3","4","0","0","0","3006","0"
"3146","1","18","12","1","0.6111111","2.031278","0","-7.355033","-5.992128","-0.228506","8.218714","6.232435","12.26419","0.21","3.1","0","0","0","0","0","0","1","0","12297","307389","2","3","4","0","0","0","3007","0"
"3147","1","18","12","1","0","0","0","-0.7910771","-5.447902","-5.447906","0.8212336","5.447902","5.447906","1","1","0","0","0","0","0","0","1","2","12288","310868","0","3","4","0","0","0","3008","0"
"3148","1","18","12","1","8.202247","3.529296","0","-2.469431","-1.341351","-0.03748544","6.490899","1.347796","3.521946","1","1","0","0","0","0","0","0","1","0","8195","234506","1","3","4","0","0","0","3009","0"
"3150","1","18","12","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","196196","0","3","4","0","0","0","3010","0"
"3151","1","18","12","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","201051","0","1","4","0","0","0","3011","0"
"3152","1","18","12","1","0","0","0","1","1","1","-1","-1","-1","1","1","0","0","0","0","0","0","1","0","12288","166513","0","3","4","0","0","0","3012","0"
"3153","1","10","6","1","0.6111111","2.031278","0","-1.746727","-0.925281","-0.154783","2.11351","0.861904","1.951101","1","1","0","0","0","0","0","0","1","0","0","309881","0","11","7","0","0","0","3013","0"
"3154","1","18","12","1","2.541118","2.93645","0.890852","-2.616223","-3.848607","-0.120897","6.521279","3.848585","4.607386","1","1","0","0","0","0","0","0","1","0","8192","306229","1","9","4","0","0","0","3014","0"
"3155","1","18","12","1","0.6111111","2.031278","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","4096","309900","0","3","4","0","0","0","3015","0"
"3156","1","18","12","1","2.011423","4.727816","0","-0.9922994","-3.586682","-1.688381","0.9400842","3.589122","5.436673","1","1","0","0","0","0","0","0","1","0","12288","311063","0","3","4","0","0","0","3016","0"
"3157","1","18","12","1","2.011423","4.727816","0","-0.9922994","-3.586682","-1.688381","0.9400842","3.589122","5.436673","1","1","0","0","0","0","0","0","1","0","12288","311065","0","3","4","0","0","0","3017","0"
"3158","1","18","12","1","1.189605","0.960044","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","307333","0","3","4","0","0","0","3018","0"
"3159","1","18","12","1","110.8053","33.78505","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12291","311514","2","3","4","0","0","0","3019","0"
"3160","1","18","12","1","108.1622","69.61683","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12291","311511","0","3","4","0","0","0","3020","0"
"3161","1","18","12","1","0.857674","0.9903811","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12290","200884","0","9","4","0","0","0","3021","0"
"3162","1","18","12","1","0.4631273","2.171807","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12288","194909","0","3","1","0","0","0","3023","0"
"3163","1","18","12","1","0.6111111","2.031278","1.300954","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","67","124640","0","3","4","0","0","0","3024","0"
"3165","1","18","12","1","1.298844","1.184624","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","12291","192717","0","11","4","0","0","0","3027","0"
"3166","1","18","12","1","0.6111111","2.031278","1.86572","-1.952967","-0.575571","-0.021533","2.05748","0.509168","3.801905","1","1","0","0","0","0","0","0","1","0","4096","311509","0","1","6","0","0","0","3031","0"
