Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29
"256","82984","82987","","","1066220","1066222","0","0","0","0","600","600","0","0","1","12","14","3","7","7","90","0","0","-1","-1","2","0","0","0","0"
"257","84667","84665","","","1066270","1066269","0","0","0","0","600","600","0","0","1","11","8","2","8","8","90","0","0","-1","-1","2","0","0","0","0"
"258","84668","84669","","","1066046","1066271","0","0","0","0","600","600","0","0","1","11","14","2","8","8","90","0","0","-1","-1","2","0","0","0","0"
"259","82970","82977","","","1066214","1066215","0","0","0","0","600","600","0","0","1","12","14","2","8","8","90","0","0","-1","-1","2","0","0","0","0"
"260","84672","84673","","","1066273","1066274","0","0","0","0","600","600","0","0","1","11","8","3","8","8","90","0","0","-1","-1","2","0","0","0","0"
"261","84674","84676","","","1066275","1066277","0","0","0","0","600","600","0","0","1","11","14","3","8","8","90","0","0","-1","-1","2","0","0","0","0"
"262","83010","83012","","","1066334","1066333","0","0","0","0","600","600","0","0","1","11","8","2","9","9","90","0","0","-1","-1","2","0","0","0","0"
"263","83007","83009","","","1066223","1066224","0","0","0","0","600","600","0","0","1","12","8","2","9","9","90","0","0","-1","-1","2","0","0","0","0"
"264","84721","84723","","","1066288","1066289","0","0","0","0","600","600","0","0","1","11","8","2","9","9","90","0","0","-1","-1","2","0","0","0","0"
"265","88526","85153","","","1080916","1066298","0","0","0","0","600","600","0","0","1","12","14","2","9","9","90","0","0","-1","-1","2","0","0","0","0"
"266","84678","84679","","","1066278","1066279","0","0","0","0","600","600","0","0","1","11","8","3","9","9","90","0","0","-1","-1","2","0","0","0","0"
"267","85154","85159","","","1066299","1066336","0","0","0","0","600","600","0","0","1","12","14","3","9","9","90","0","0","-1","-1","2","0","0","0","0"
"268","84671","84127","","","1066272","1066232","0","0","0","0","600","600","0","0","1","11","8","2","8","8","90","0","0","-1","-1","2","0","0","0","0"
"269","87784","87785","","","1086377","1066053","0","0","0","0","600","600","0","0","1","9","2","2","10","10","90","0","0","-1","-1","2","0","0","0","0"
"270","87786","87787","","","1066494","1066484","0","0","0","0","600","600","0","0","1","13","14","2","10","10","90","0","0","-1","-1","2","0","0","0","0"
"271","87792","87793","","","1066066","1066069","0","0","0","0","600","600","0","0","1","13","5","2","10","10","90","0","0","-1","-1","2","0","0","0","0"
"272","87799","87800","","","1066489","1066492","0","0","0","0","600","600","0","0","1","10","8","2","10","10","90","0","0","-1","-1","2","0","0","0","0"
"273","87811","87812","","","1066062","1066052","0","0","0","0","600","600","0","0","1","9","2","3","10","10","90","0","0","-1","-1","2","0","0","0","0"
"274","87814","87816","","","1066505","1066503","0","0","0","0","600","600","0","0","1","11","8","3","10","10","90","0","0","-1","-1","2","0","0","0","0"
"275","84380","84381","","","1066254","1066255","0","0","0","0","600","600","0","0","1","11","5","2","12","12","90","0","0","-1","-1","2","0","0","0","0"
"276","84325","84326","","","1066252","1066253","0","0","0","0","600","600","0","0","1","12","2","2","12","12","90","0","0","-1","-1","2","0","0","0","0"
"277","84317","84318","","","1066248","1066249","0","0","0","0","600","600","0","0","1","3","4","2","12","12","90","0","0","-1","-1","2","0","0","0","0"
"278","84323","84324","","","1066250","1066251","0","0","0","0","600","600","0","0","1","11","5","2","12","12","90","0","0","-1","-1","2","0","0","0","0"
"279","87842","87850","","","1066515","1066516","0","0","0","0","600","600","0","0","1","12","5","3","12","12","90","0","0","-1","-1","2","0","0","0","0"
"280","87851","87852","","","1066518","1066517","0","0","0","0","600","600","0","0","1","7","14","3","12","12","90","0","0","-1","-1","2","0","0","0","0"
"281","85292","85293","","","1066308","1066309","0","0","0","0","600","600","0","0","1","9","5","2","13","13","90","0","0","-1","-1","2","0","0","0","0"
"282","87853","87855","","","1066520","1066519","0","0","0","0","600","600","0","0","1","7","10","2","13","13","90","0","0","-1","-1","2","0","0","0","0"
"283","85295","85296","","","1066310","1066311","0","0","0","0","600","600","0","0","1","3","2","2","13","13","90","0","0","-1","-1","2","0","0","0","0"
"284","85297","85298","","","1066312","1066039","0","0","0","0","600","600","0","0","1","13","8","2","13","13","90","0","0","-1","-1","2","0","0","0","0"
"285","85300","85301","","","1066313","1066314","0","0","0","0","600","600","0","0","1","9","4","3","13","13","90","0","0","-1","-1","2","0","0","0","0"
"286","87858","87860","","","1086378","1086379","0","0","0","0","600","600","0","0","1","11","2","3","13","13","90","0","0","-1","-1","2","0","0","0","0"
"287","87862","87863","","","1086380","1086381","0","0","0","0","600","600","0","0","1","9","2","2","14","14","90","0","0","-1","-1","2","0","0","0","0"
"288","87864","86165","","","1086387","1086361","0","0","0","0","600","600","0","0","1","13","6","2","14","14","90","0","0","-1","-1","2","0","0","0","0"
"289","87865","87866","","","1086385","1086386","0","0","0","0","600","600","0","0","1","13","5","2","14","14","90","0","0","-1","-1","2","0","0","0","0"
"290","87867","87872","","","1086383","1086384","0","0","0","0","600","600","0","0","1","10","8","2","14","14","90","0","0","-1","-1","2","0","0","0","0"
"291","87873","87877","","","1086382","1066025","0","0","0","0","600","600","0","0","1","9","2","3","14","14","90","0","0","-1","-1","2","0","0","0","0"
"292","86892","86893","","","1066382","1066383","0","0","0","0","600","600","0","0","1","9","8","3","14","14","90","0","0","-1","-1","2","0","0","0","0"
"293","87878","87879","","","1086391","1086392","0","0","0","0","600","600","0","0","1","12","6","2","15","15","90","0","0","-1","-1","2","0","0","0","0"
"294","87880","87881","","","1066522","1066521","0","0","0","0","600","600","0","0","1","12","14","2","15","15","90","0","0","-1","-1","2","0","0","0","0"
"295","87883","87884","","","1086388","1086388","0","0","0","0","600","600","0","0","1","3","3","2","15","15","90","0","0","-1","-1","2","0","0","0","0"
"296","87888","87889","","","1086389","1086390","0","0","0","0","600","600","0","0","1","9","5","2","15","15","90","0","0","-1","-1","2","0","0","0","0"
"297","87890","87891","","","1066037","1086393","0","0","0","0","600","600","0","0","1","12","8","3","15","15","90","0","0","-1","-1","2","0","0","0","0"
"298","86817","86821","","","1066357","1066358","0","0","0","0","600","600","0","0","1","7","10","3","15","15","90","0","0","-1","-1","2","0","0","0","0"
"299","87892","87893","","","1086394","1086395","0","0","0","0","600","600","0","0","1","3","4","2","16","16","90","0","0","-1","-1","2","0","0","0","0"
"300","87894","87895","","","1086401","1086402","0","0","0","0","600","600","0","0","1","13","2","2","16","16","90","0","0","-1","-1","2","0","0","0","0"
"301","87896","87899","","","1086399","1086400","0","0","0","0","600","600","0","0","1","12","5","2","16","16","90","0","0","-1","-1","2","0","0","0","0"
"302","87897","87898","","","1086396","1086397","0","0","0","0","600","600","0","0","1","3","2","2","16","16","90","0","0","-1","-1","2","0","0","0","0"
"303","87900","87901","","","1066080","1086398","0","0","0","0","600","600","0","0","1","7","5","3","16","16","90","0","0","-1","-1","2","0","0","0","0"
"304","86822","86824","","","1066359","1066360","0","0","0","0","600","600","0","0","1","3","8","3","16","16","90","0","0","-1","-1","2","0","0","0","0"
"323","86871","86876","","","1066377","1066378","0","0","0","0","600","600","0","0","1","11","5","2","20","20","90","0","0","-1","-1","2","0","0","0","0"
"324","87937","87938","","","1086430","1086431","0","0","0","0","600","600","0","0","1","11","2","2","20","20","90","0","0","-1","-1","2","0","0","0","0"
"325","87939","87940","","","1086446","1086447","0","0","0","0","600","600","0","0","1","11","5","2","20","20","90","0","0","-1","-1","2","0","0","0","0"
"326","87941","87942","","","1086448","1086449","0","0","0","0","600","600","0","0","1","11","5","2","20","20","90","0","0","-1","-1","2","0","0","0","0"
"327","86867","86870","","","1066375","1066329","0","0","0","0","600","600","0","0","1","3","4","3","20","20","90","0","0","-1","-1","2","0","0","0","0"
"328","87943","87944","","","1086450","1086451","0","0","0","0","600","600","0","0","1","11","2","3","20","20","90","0","0","-1","-1","2","0","0","0","0"
"329","87945","88516","","","1086443","1080915","0","0","0","0","600","600","0","0","1","11","2","2","21","21","90","0","0","-1","-1","2","0","0","0","0"
"330","82979","82980","","","1066217","1066218","0","0","0","0","600","600","0","0","1","3","2","2","21","21","90","0","0","-1","-1","2","0","0","0","0"
"331","84772","82986","","","1066290","1066221","0","0","0","0","600","600","0","0","1","3","4","2","21","21","90","0","0","-1","-1","2","0","0","0","0"
"332","86942","86943","","","1066393","1066394","0","0","0","0","600","600","0","0","1","11","4","2","21","21","90","0","0","-1","-1","2","0","0","0","0"
"333","87948","87949","","","1086444","1086445","0","0","0","0","600","600","0","0","1","11","5","3","21","21","90","0","0","-1","-1","2","0","0","0","0"
"334","87950","87951","","","1086441","1086442","0","0","0","0","600","600","0","0","1","11","5","3","21","21","90","0","0","-1","-1","2","0","0","0","0"
"335","84477","84476","","","1066261","1066260","0","0","0","0","600","600","0","0","1","3","4","2","22","22","90","0","0","-1","-1","2","0","0","0","0"
"336","87673","87953","","","1066425","1066029","0","0","0","0","600","600","0","0","1","3","2","2","22","22","90","0","0","-1","-1","2","0","0","0","0"
"337","87954","87955","","","1086422","1086423","0","0","0","0","600","600","0","0","1","3","2","2","22","22","90","0","0","-1","-1","2","0","0","0","0"
"338","87956","87957","","","1086437","1086438","0","0","0","0","600","600","0","0","1","3","4","2","22","22","90","0","0","-1","-1","2","0","0","0","0"
"339","87958","87959","","","1086439","1086440","0","0","0","0","600","600","0","0","1","3","4","3","22","22","90","0","0","-1","-1","2","0","0","0","0"
"340","87960","87961","","","1086424","1086425","0","0","0","0","600","600","0","0","1","11","5","3","22","22","90","0","0","-1","-1","2","0","0","0","0"
"341","86895","86880","","","1066384","1066381","0","0","0","0","600","600","0","0","1","13","2","2","23","23","90","0","0","-1","-1","2","0","0","0","0"
"342","86881","86164","","","1080917","1066072","0","0","0","0","600","600","0","0","1","2","2","2","23","23","90","0","0","-1","-1","2","0","0","0","0"
"343","87708","87709","","","1066428","1066429","0","0","0","0","600","600","0","0","1","11","5","2","23","23","90","0","0","-1","-1","2","0","0","0","0"
"344","87710","87711","","","1066430","1066431","0","0","0","0","600","600","0","0","1","12","10","2","23","23","90","0","0","-1","-1","2","0","0","0","0"
"345","85167","85171","","","1066304","1066305","0","0","0","0","600","600","0","0","1","13","2","3","23","23","90","0","0","-1","-1","2","0","0","0","0"
"346","87964","87965","","","1086435","1086436","0","0","0","0","600","600","0","0","1","12","8","3","23","23","90","0","0","-1","-1","2","0","0","0","0"
"347","84790","84789","","","1066295","1066294","0","0","0","0","600","600","0","0","1","13","2","2","24","24","90","0","0","-1","-1","2","0","0","0","0"
"348","84786","84788","","","1066291","1066292","0","0","0","0","600","600","0","0","1","3","6","2","24","24","90","0","0","-1","-1","2","0","0","0","0"
"349","85866","85867","","","1066328","1066376","0","0","0","0","600","600","0","0","1","10","4","2","24","24","90","0","0","-1","-1","2","0","0","0","0"
"350","87712","87713","","","1066432","1066433","0","0","0","0","600","600","0","0","1","11","6","2","24","24","90","0","0","-1","-1","2","0","0","0","0"
"351","85869","85868","","","1066331","1066330","0","0","0","0","600","600","0","0","1","12","5","3","24","24","90","0","0","-1","-1","2","0","0","0","0"
"352","87962","87963","","","1086426","1086427","0","0","0","0","600","600","0","0","1","13","14","3","24","24","90","0","0","-1","-1","2","0","0","0","0"
"353","87714","87715","","","1066434","1066435","0","0","0","0","600","600","0","0","1","11","2","2","25","25","90","0","0","-1","-1","2","0","0","0","0"
"354","85871","85870","","","1066041","1066332","0","0","0","0","600","600","0","0","1","13","8","2","25","25","90","0","0","-1","-1","2","0","0","0","0"
"355","87716","87717","","","1066436","1066437","0","0","0","0","600","600","0","0","1","12","5","2","25","25","90","0","0","-1","-1","2","0","0","0","0"
"356","87233","87806","","","1066400","1066499","0","0","0","0","600","600","0","0","1","3","14","2","25","25","90","0","0","-1","-1","2","0","0","0","0"
"357","86877","86878","","","1066379","1066380","0","0","0","0","600","600","0","0","1","7","8","3","25","25","90","0","0","-1","-1","2","0","0","0","0"
"358","87686","87804","","","1066427","1066496","0","0","0","0","600","600","0","0","1","3","8","3","25","25","90","0","0","-1","-1","2","0","0","0","0"
"359","87718","87720","","","1066438","1066439","0","0","0","0","600","600","0","0","1","9","2","2","26","26","90","0","0","-1","-1","2","0","0","0","0"
"360","87721","87722","","","1066440","1066441","0","0","0","0","600","600","0","0","1","3","14","2","26","26","90","0","0","-1","-1","2","0","0","0","0"
"361","87723","87724","","","1066442","1066443","0","0","0","0","600","600","0","0","1","3","8","2","26","26","90","0","0","-1","-1","2","0","0","0","0"
"362","87726","86167","","","1066444","1086362","0","0","0","0","600","600","0","0","1","13","6","2","26","26","90","0","0","-1","-1","2","0","0","0","0"
"363","87736","87737","","","1066451","1066452","0","0","0","0","600","600","0","0","1","9","2","3","26","26","90","0","0","-1","-1","2","0","0","0","0"
"364","87738","87739","","","1066453","1066454","0","0","0","0","600","600","0","0","1","9","8","3","26","26","90","0","0","-1","-1","2","0","0","0","0"
"365","87740","86160","","","1066455","1066070","0","0","0","0","600","600","0","0","1","9","6","2","27","27","90","0","0","-1","-1","2","0","0","0","0"
"366","87728","87730","","","1066445","1066446","0","0","0","0","600","600","0","0","1","12","10","2","27","27","90","0","0","-1","-1","2","0","0","0","0"
"367","87731","87733","","","1066447","1066448","0","0","0","0","600","600","0","0","1","10","6","2","27","27","90","0","0","-1","-1","2","0","0","0","0"
"368","87734","87735","","","1066449","1066450","0","0","0","0","600","600","0","0","1","3","2","2","27","27","90","0","0","-1","-1","2","0","0","0","0"
"369","85160","85161","","","1066300","1066301","0","0","0","0","600","600","0","0","1","7","8","3","27","27","90","0","0","-1","-1","2","0","0","0","0"
"370","85163","85166","","","1066302","1066303","0","0","0","0","600","600","0","0","1","7","14","3","27","27","90","0","0","-1","-1","2","0","0","0","0"
"371","87741","87743","","","1066456","1066457","0","0","0","0","600","600","0","0","1","13","5","2","28","28","90","0","0","-1","-1","2","0","0","0","0"
"372","87744","87745","","","1066458","1066459","0","0","0","0","600","600","0","0","1","13","5","2","28","28","90","0","0","-1","-1","2","0","0","0","0"
"373","86896","86897","","","1066385","1066386","0","0","0","0","600","600","0","0","1","13","2","2","28","28","90","0","0","-1","-1","2","0","0","0","0"
"374","87746","87748","","","1066460","1066461","0","0","0","0","600","600","0","0","1","12","8","2","28","28","90","0","0","-1","-1","2","0","0","0","0"
"375","87749","87752","","","1066462","1066463","0","0","0","0","600","600","0","0","1","12","5","3","28","28","90","0","0","-1","-1","2","0","0","0","0"
"376","86898","86901","","","1066387","1066388","0","0","0","0","600","600","0","0","1","3","6","3","28","28","90","0","0","-1","-1","2","0","0","0","0"
"377","87753","87754","","","1066464","1066465","0","0","0","0","600","600","0","0","1","9","5","2","29","29","90","0","0","-1","-1","2","0","0","0","0"
"378","87755","87756","","","1066466","1066467","0","0","0","0","600","600","0","0","1","11","5","2","29","29","90","0","0","-1","-1","2","0","0","0","0"
"379","87757","87758","","","1066468","1066469","0","0","0","0","600","600","0","0","1","10","5","2","29","29","90","0","0","-1","-1","2","0","0","0","0"
"380","86907","86909","","","1066391","1066392","0","0","0","0","600","600","0","0","1","12","5","2","29","29","90","0","0","-1","-1","2","0","0","0","0"
"381","86944","86948","","","1066395","1066396","0","0","0","0","600","600","0","0","1","11","4","3","29","29","90","0","0","-1","-1","2","0","0","0","0"
"382","85583","85582","","","1066321","1066320","0","0","0","0","600","600","0","0","1","9","5","3","29","29","90","0","0","-1","-1","2","0","0","0","0"
"383","84304","84305","","","1066246","1066247","0","0","0","0","600","600","0","0","1","12","4","2","30","30","90","0","0","-1","-1","2","0","0","0","0"
"384","84439","84440","","","1066258","1066259","0","0","0","0","600","600","0","0","1","11","5","2","30","30","90","0","0","-1","-1","2","0","0","0","0"
"385","86171","87759","","","1086363","1066470","0","0","0","0","600","600","0","0","1","12","5","2","30","30","90","0","0","-1","-1","2","0","0","0","0"
"386","87767","87769","","","1066471","1066472","0","0","0","0","600","600","0","0","1","9","10","2","30","30","90","0","0","-1","-1","2","0","0","0","0"
"387","86903","86905","","","1066389","1066390","0","0","0","0","600","600","0","0","1","7","5","3","30","30","90","0","0","-1","-1","2","0","0","0","0"
"388","87770","87772","","","1066473","1066474","0","0","0","0","600","600","0","0","1","11","5","3","30","30","90","0","0","-1","-1","2","0","0","0","0"
"389","84297","84299","","","1066242","1066243","0","0","0","0","600","600","0","0","1","7","4","2","31","31","90","0","0","-1","-1","2","0","0","0","0"
"390","84300","84302","","","1066244","1066245","0","0","0","0","600","600","0","0","1","12","4","2","31","31","90","0","0","-1","-1","2","0","0","0","0"
"391","84271","84273","","","1066236","1066237","0","0","0","0","600","600","0","0","1","7","4","2","31","31","90","0","0","-1","-1","2","0","0","0","0"
"392","84274","84280","","","1066238","1066239","0","0","0","0","600","600","0","0","1","7","4","2","31","31","90","0","0","-1","-1","2","0","0","0","0"
"393","84295","84296","","","1066240","1066241","0","0","0","0","600","600","0","0","1","9","4","3","31","31","90","0","0","-1","-1","2","0","0","0","0"
"394","84437","84438","","","1066256","1066257","0","0","0","0","600","600","0","0","1","9","5","3","31","31","90","0","0","-1","-1","2","0","0","0","0"
"395","85175","85179","","","1066306","1066307","0","0","0","0","600","600","0","0","1","3","2","2","32","32","90","0","0","-1","-1","2","0","0","0","0"
"396","87636","87643","","","1066423","1066424","0","0","0","0","600","600","0","0","1","9","2","2","32","32","90","0","0","-1","-1","2","0","0","0","0"
"397","86828","86830","","","1066363","1066364","0","0","0","0","600","600","0","0","1","13","5","2","32","32","90","0","0","-1","-1","2","0","0","0","0"
"398","87773","87776","","","1066475","1066476","0","0","0","0","600","600","0","0","1","3","2","2","32","32","90","0","0","-1","-1","2","0","0","0","0"
"399","87777","87778","","","1066477","1066478","0","0","0","0","600","600","0","0","1","9","2","3","32","32","90","0","0","-1","-1","2","0","0","0","0"
"400","85862","85865","","","1066326","1066327","0","0","0","0","600","600","0","0","1","9","2","3","32","32","90","0","0","-1","-1","2","0","0","0","0"
"401","85860","85861","","","1066324","1066325","0","0","0","0","600","600","0","0","1","9","5","2","33","33","90","0","0","-1","-1","2","0","0","0","0"
"402","87808","87779","","","1066501","1066479","0","0","0","0","600","600","0","0","1","12","6","2","33","33","90","0","0","-1","-1","2","0","0","0","0"
"403","86169","87781","","","1086364","1066480","0","0","0","0","600","600","0","0","1","3","5","2","33","33","90","0","0","-1","-1","2","0","0","0","0"
"404","87782","87783","","","1066481","1066482","0","0","0","0","600","600","0","0","1","12","6","2","33","33","90","0","0","-1","-1","2","0","0","0","0"
"405","87789","87790","","","1066483","1066485","0","0","0","0","600","600","0","0","1","7","5","3","33","33","90","0","0","-1","-1","2","0","0","0","0"
"406","87791","87794","","","1066486","1066487","0","0","0","0","600","600","0","0","1","7","14","3","33","33","90","0","0","-1","-1","2","0","0","0","0"
"407","86831","86836","","","1066365","1066366","0","0","0","0","600","600","0","0","1","13","6","2","34","34","90","0","0","-1","-1","2","0","0","0","0"
"408","87795","87797","","","1066488","1066490","0","0","0","0","600","600","0","0","1","13","14","2","34","34","90","0","0","-1","-1","2","0","0","0","0"
"409","87798","87801","","","1066491","1066493","0","0","0","0","600","600","0","0","1","12","14","2","34","34","90","0","0","-1","-1","2","0","0","0","0"
"410","87802","87803","","","1066495","1066497","0","0","0","0","600","600","0","0","1","13","14","2","34","34","90","0","0","-1","-1","2","0","0","0","0"
"411","86825","86827","","","1066361","1066362","0","0","0","0","600","600","0","0","1","12","6","3","34","34","90","0","0","-1","-1","2","0","0","0","0"
"412","87805","87807","","","1066498","1066500","0","0","0","0","600","600","0","0","1","3","2","3","34","34","90","0","0","-1","-1","2","0","0","0","0"
"413","87623","87625","","","1066413","1066414","0","0","0","0","600","600","0","0","1","9","2","2","35","35","90","0","0","-1","-1","2","0","0","0","0"
"414","87627","87628","","","1066415","1066416","0","0","0","0","600","600","0","0","1","3","14","2","35","35","90","0","0","-1","-1","2","0","0","0","0"
"415","86952","86950","","","1066398","1066397","0","0","0","0","600","600","0","0","1","13","5","2","35","35","90","0","0","-1","-1","2","0","0","0","0"
"416","87629","87631","","","1066417","1066418","0","0","0","0","600","600","0","0","1","7","8","2","35","35","90","0","0","-1","-1","2","0","0","0","0"
"417","87632","87633","","","1066419","1066420","0","0","0","0","600","600","0","0","1","9","2","3","35","35","90","0","0","-1","-1","2","0","0","0","0"
"418","87809","87813","","","1066502","1066504","0","0","0","0","600","600","0","0","1","11","8","3","35","35","90","0","0","-1","-1","2","0","0","0","0"
"419","86837","86840","","","1066367","1066368","0","0","0","0","600","600","0","0","1","13","5","2","37","37","90","0","0","-1","-1","2","0","0","0","0"
"420","87817","87825","","","1066506","1066507","0","0","0","0","600","600","0","0","1","12","10","2","37","37","90","0","0","-1","-1","2","0","0","0","0"
"421","85585","85584","","","1066323","1066322","0","0","0","0","600","600","0","0","1","3","4","2","37","37","90","0","0","-1","-1","2","0","0","0","0"
"422","87826","87828","","","1066508","1066509","0","0","0","0","600","600","0","0","1","11","2","2","37","37","90","0","0","-1","-1","2","0","0","0","0"
"423","87634","87635","","","1066421","1066422","0","0","0","0","600","600","0","0","1","9","8","3","37","37","90","0","0","-1","-1","2","0","0","0","0"
"424","87829","87830","","","1066510","1066511","0","0","0","0","600","600","0","0","1","7","14","3","37","37","90","0","0","-1","-1","2","0","0","0","0"
"425","85581","85578","","","1066319","1066318","0","0","0","0","600","600","0","0","1","13","4","2","38","38","90","0","0","-1","-1","2","0","0","0","0"
"426","87831","86162","","","1066512","1066057","0","0","0","0","600","600","0","0","1","9","5","2","38","38","90","0","0","-1","-1","2","0","0","0","0"
"427","86841","86856","","","1066369","1066370","0","0","0","0","600","600","0","0","1","11","6","2","38","38","90","0","0","-1","-1","2","0","0","0","0"
"428","87832","87833","","","1066513","1066514","0","0","0","0","600","600","0","0","1","13","2","2","38","38","90","0","0","-1","-1","2","0","0","0","0"
"429","85306","85311","","","1066315","1066316","0","0","0","0","600","600","0","0","1","10","5","3","38","38","90","0","0","-1","-1","2","0","0","0","0"
"430","82978","85305","","","1066216","1066219","0","0","0","0","600","600","0","0","1","11","8","3","38","38","90","0","0","-1","-1","2","0","0","0","0"
"431","86280","86284","","","1066060","1066340","0","0","0","0","600","600","0","0","1","9","5","2","13","13","90","0","0","-1","-1","2","0","0","0","0"
"432","86277","86277","","","1066081","1066081","0","0","0","0","600","600","0","0","1","10","10","2","19","19","90","0","0","-1","-1","2","0","0","0","0"
"433","86278","86278","","","1066079","1066079","0","0","0","0","600","600","0","0","1","10","10","2","17","17","90","0","0","-1","-1","2","0","0","0","0"
"434","86281","86281","","","1066083","1066083","0","0","0","0","600","600","0","0","1","34","34","2","18","18","90","0","0","-1","-1","2","0","0","0","0"
"435","87903","87904","","","1066080","1066524","0","0","0","0","600","600","0","0","1","9","2","2","17","17","90","0","0","-1","-1","2","0","0","0","0"
"436","86173","86174","","","1066338","1066339","0","0","0","0","600","600","0","0","1","10","10","2","17","17","90","0","0","-1","-1","2","0","0","0","0"
"437","86274","86274","","","1066084","1066084","0","0","0","0","600","600","0","0","1","10","10","2","17","17","90","0","0","-1","-1","2","0","0","0","0"
"438","87905","87906","","","1066525","1066526","0","0","0","0","600","600","0","0","1","13","5","2","17","17","90","0","0","-1","-1","2","0","0","0","0"
"439","87911","87914","","","1066527","1066528","0","0","0","0","600","600","0","0","1","9","2","3","17","17","90","0","0","-1","-1","2","0","0","0","0"
"440","87915","87916","","","1066085","1086403","0","0","0","0","600","600","0","0","1","10","8","3","17","17","90","0","0","-1","-1","2","0","0","0","0"
"441","87918","87919","","","1086408","1086409","0","0","0","0","600","600","0","0","1","11","5","2","18","18","90","0","0","-1","-1","2","0","0","0","0"
"442","87923","87922","","","1086412","1086413","0","0","0","0","600","600","0","0","1","12","6","2","18","18","90","0","0","-1","-1","2","0","0","0","0"
"443","87921","87924","","","1086404","1086405","0","0","0","0","600","600","0","0","1","3","4","2","18","18","90","0","0","-1","-1","2","0","0","0","0"
"444","86857","86858","","","1066371","1066372","0","0","0","0","600","600","0","0","1","12","6","2","18","18","90","0","0","-1","-1","2","0","0","0","0"
"445","87925","87926","","","1086406","1086407","0","0","0","0","600","600","0","0","1","9","10","3","18","18","90","0","0","-1","-1","2","0","0","0","0"
"446","87927","87928","","","1086410","1086411","0","0","0","0","600","600","0","0","1","11","2","3","18","18","90","0","0","-1","-1","2","0","0","0","0"
"447","87929","87930","","","1086418","1086419","0","0","0","0","600","600","0","0","1","13","5","2","19","19","90","0","0","-1","-1","2","0","0","0","0"
"448","86270","86270","","","1066082","1066082","0","0","0","0","600","600","0","0","1","35","35","2","19","19","90","0","0","-1","-1","2","0","0","0","0"
"449","86865","86866","","","1066373","1066374","0","0","0","0","600","600","0","0","1","10","8","2","19","19","90","0","0","-1","-1","2","0","0","0","0"
"450","87931","87932","","","1086420","1086421","0","0","0","0","600","600","0","0","1","13","8","2","19","19","90","0","0","-1","-1","2","0","0","0","0"
"451","87933","87934","","","1086414","1086415","0","0","0","0","600","600","0","0","1","10","6","3","19","19","90","0","0","-1","-1","2","0","0","0","0"
"452","87935","87936","","","1086416","1086417","0","0","0","0","600","600","0","0","1","12","6","3","19","19","90","0","0","-1","-1","2","0","0","0","0"
"453","88165","88166","|cFFFFD200Quest:|r Standing United|n|cFFFFD200Zone:|r Spires of Arak","|cFFFFD200Quest:|r Standing United|n|cFFFFD200Zone:|r Spires of Arak","1066227","1066228","0","0","85","86","600","600","0","0","1","13","5","2","12","26","96","0","1","-1","1","2","0","0","0","0"
"454","79378","79378","","","0","0","0","0","0","0","600","600","0","0","1","15","15","5","17","17","90","0","5","-1","-1","2","0","0","0","0"
"455","88424","88424","|cFFFFD200Quest:|r For the Children!|n","|cFFFFD200Quest:|r For the Children!|n","1066529","1066529","0","0","0","0","600","600","0","0","1","6","6","4","14","14","100","0","1","1","-1","2","0","0","0","0"
"458","88016","88018","|cFFFFD200Vendor:|r Kil'rip|n|cFFFFD200Faction:|r Laughing Skull Orcs - Revered|n|cFFFFD200Location:|r Garrison Trading Post|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","|cFFFFD200Vendor:|r Maaria|n|cFFFFD200Faction:|r Sha'tari Defense - Revered|n|cFFFFD200Location:|r Garrison Trading Post|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","1080909","1080911","0","0","0","0","600","600","0","0","1","9","4","3","31","20","100","0","1","2","-1","2","0","0","0","0"
"459","88011","88012","|cFFFFD200Vendor:|r Beska Redtusk|n|cFFFFD200Faction:|r Frostwolf Orcs - Revered|n|cFFFFD200Location:|r Ashran|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","|cFFFFD200Vendor:|r Vindicator Nuurem|n|cFFFFD200Faction:|r Council of Exarchs - Revered|n|cFFFFD200Location:|r Ashran|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","1080907","1080910","0","0","0","0","600","600","0","0","1","9","4","3","35","24","100","0","1","-1","-1","2","0","0","0","0"
"460","88015","88015","|cFFFFD200Faction:|r Steamwheedle Preservation Society - Revered|n|cFFFFD200Location:|r Ashran|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","|cFFFFD200Faction:|r Steamwheedle Preservation Society - Revered|n|cFFFFD200Location:|r Ashran|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","1080912","1080912","0","0","0","0","600","600","0","0","1","7","7","3","34","34","100","0","1","-1","-1","2","0","0","0","0"
