Id,Unknown0_0,Unknown0_1,Unknown1_0,Unknown1_1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6
"954","2216.06","4002.407","3364.8","4768.233","1480","0","3","0","0"
"958","-2271.55","410.292","-1978.29","605.799","1480","0","4","0","0"
"963","-137.5","3025","1137.5","3875","1477","1041","1","0","0"
"964","-211.25","2285","1311.25","3300","1477","1041","2","0","0"
"966","1110.44","1171.877","1575.81","1482.123","1512","0","1","0","0"
"967","600","2816.667","1000","3083.333","1492","1042","1","0","0"
"968","600","2816.667","1000","3083.333","1492","1042","2","0","0"
"969","-963.752","4083.33","-286.248","4535","1493","1015","1","0","0"
"970","-1000.38","4096.49","30.6304","4783.83","1493","1015","2","0","0"
"971","-809.375","3893.75","212.501","4575","1493","1015","3","0","0"
"973","-910.9365","-1457.15","1107.791","-111.332","1528","720","1","0","0"
"974","-440.25","1231","-78.75","1472","1494","1014","1","0","0"
"975","-583.091","2275.09","279.273","2850","1503","1060","1","0","0"
"976","1930.51","1767.92","2579.5","2200.58","0","20","25","0","0"
"977","3837.5","4509.167","4200","4750.833","1544","1014","1","0","0"
"978","4569.75","-965","4892.25","-750","1513","1014","1","0","0"
"979","4578.5","-925","4863.5","-735","1513","1014","2","0","0"
"980","6656.608","3626.82","7757.892","4361.01","1583","486","1","0","0"
"981","1243.13","1435","1655.63","1710","1519","1052","1","0","0"
"982","1243.13","1435","1655.63","1710","1519","1052","2","0","0"
"983","-910.9365","-1457.15","1107.791","-111.332","1602","720","1","0","0"
"984","5176","4469.83","5340","4579.17","1220","1024","3","0","1"
"985","1125.5","1725.167","1537.5","1999.833","1607","0","1","0","0"
"986","1125.5","1725.167","1537.5","1999.833","1607","0","2","0","0"
"987","308.898","-679.448","1307.07","-14","1600","614","1","0","0"
"988","308.898","-329.448","1307.07","336","1600","614","2","0","0"
"989","-445.235","1392.71","224.216","1839.01","1579","495","1","0","0"
"990","1684.99","2122.527","3254.45","3168.833","1579","495","2","0","0"
"991","-352.812","-77.0833","2.81292","160","646","640","1","0","0"
"992","-527.5","-170","252.5","350","646","640","2","0","0"
"993","4370","-1001.67","4675","-798.333","1220","1007","4","1","0"
"994","4262","2968.75","5306.75","3665.25","1516","1033","1","0","0"
"996","4350.63","3306.67","4825.63","3623.33","1220","1024","5","0","1"
"997","4238.748","4003.33","4563.752","4220","1220","1024","6","0","1"
"998","7176.88","3085.84","7843.12","3530","1501","1018","1","0","0"
"999","7168.69","3000","7491.19","3215","1501","1018","2","0","0"
"1000","7267.495","3124.33","7482.505","3267.67","1501","1018","3","0","0"
"1001","7193.75","3115.987","7526.25","3337.653","1501","1018","4","0","0"
"1002","7289.5","3120","7469.5","3240","1501","1018","5","0","0"
"1003","7316.25","3130","7488.75","3245","1501","1018","6","0","0"
"1004","4816.63","5015","5259.13","5310","1220","1024","7","0","1"
"1005","4742.5","5045","5297.5","5415","1220","1024","8","0","1"
"1006","3135.25","2800.67","3524.75","3060.33","1220","1017","9","0","1"
"1007","5052.5","1990","5712.5","2430","1220","1033","1","0","1"
"1008","4862.5","1425","6062.5","2225","1220","1033","2","0","1"
"1009","4050.08","-1132.08","4873.33","-583.244","1220","1007","10","3","0"
"1010","4258.25","-961.664","4705.75","-663.33","1220","1007","11","2","0"
"1011","4321.25","-920.667","4588.75","-742.333","1220","1007","12","4","0"
"1012","7200","3300","7500","3500","1220","1018","13","0","1"
"1013","6710","1590","7115","1860","1220","1018","14","0","1"
"1014","6820","1670.83","7045","1820.83","1220","1018","15","0","1"
"1015","4447.5","4730","5152.5","5200","1220","1024","16","0","1"
"1016","-2068.75","-11035","-1731.25","-10810","0","32","27","0","0"
"1018","0","4617.92","703.75","5087.08","1220","1017","1","0","1"
"1019","6097.5","0","6622.5","350","1220","1015","17","0","1"
"1020","6312.5","-808.333","6962.5","-375","1220","1015","18","0","1"
"1021","5992.13","-1490.5","6457.88","-1180","1220","1015","19","0","1"
"1022","1462.5","1010","1837.5","1260","1481","1028","1","0","1"
"1023","1456.25","1875","1868.75","2150","1481","1028","2","0","1"
"1024","1456.25","1875","1868.75","2150","1481","1028","3","0","1"
"1025","4876.25","4040","5273.75","4305","1220","1024","20","0","1"
"1026","4927.5","4125","5242.5","4335","1220","1024","21","0","1"
"1027","137.5","606.6667","492.5","843.3333","1621","473","1","0","0"
"1029","2975","839.3737","3375","1106.04","1571","1087","1","0","0"
"1030","2960.5","820","3389.5","1106","1571","1087","2","0","0"
"1031","3311.25","1705","3813.75","2040","1220","1033","22","0","1"
"1032","4188.75","360","4811.25","775","1220","1033","23","0","1"
"1033","4435","65","4915","385","1220","1033","24","0","1"
"1034","2520","1964.17","2725","2100.83","1220","1017","25","0","1"
"1035","2420.25","1890.67","2824.75","2160.33","1220","1017","26","0","1"
"1036","2030","3385.83","2325","3582.5","1220","1017","27","0","1"
"1037","1186.25","2465","1423.75","2623.33","1220","1017","28","0","1"
"1038","3893.75","3275","4681.25","3800","1220","1024","29","0","1"
"1039","3923.75","2965","4576.25","3400","1220","1024","30","0","1"
"1040","4282.5","5715","4777.5","6045","1220","1024","31","0","1"
"1041","2562.5","-225","3837.5","625","1530","1033","1","0","0"
"1042","2985.469","240","3684.531","706.042","1530","1033","2","0","0"
"1043","2556.25","-75","3643.75","650","1530","1088","3","0","0"
"1044","2467.5","370","3232.5","880","1530","1088","4","0","0"
"1045","3165","145","3510","375","1530","1088","5","0","0"
"1046","2880","349.79","3368.13","675.21","1530","1088","6","0","0"
"1047","3003","199.75","3266.25","375.25","1530","1088","7","0","0"
"1048","3033.789","179.219","3274.961","340","1530","1088","8","0","0"
"1049","3000","195.4167","3268.75","374.5833","1530","1088","9","0","0"
"1050","-4837.25","-412","-4244.75","-17","1630","708","1","0","0"
"1051","1024.99","1658.327","1675.01","2091.673","1520","1018","1","0","0"
"1052","1070","1658.328","1695.01","2075.002","1520","1018","2","0","0"
"1053","10978.6","11257.07","11637.8","11680.07","1520","1018","3","0","0"
"1054","12066.68","-12991.7","12535.43","-12679.2","1520","1018","4","0","0"
"1055","-13295.83","366.666","-12552.07","862.5","1520","1018","5","0","0"
"1056","3330.41","-4968.45","9097.08","-1124.7","1520","13","6","0","0"
"1057","1075.06","-4633.27","4925.06","-2066.6","1520","14","7","0","0"
"1058","-99.979","-4016.72","2600.024","-2216.69","1520","14","8","0","0"
"1059","-3241.73","-8166.66","3708.27","-3533.33","1520","13","9","0","0"
"1060","-13506.3","-12556.3","-12729.2","-12037.5","1520","1018","10","0","0"
"1061","-12943.85","11147.9","-12443.75","11481.3","1520","1018","11","0","0"
"1062","-5216.65","-3033.35","-4916.65","-2833.35","1520","1018","12","0","0"
"1064","5052.5","1990","5712.5","2430","1220","1033","32","0","1"
"1065","4862.5","1425","6062.5","2225","1220","1033","33","0","1"
"1066","-2865","751.6636","-2315","1118.33","1625","806","1","0","0"
"1067","-2576.5","788.5","-2378.5","920.5","1625","806","2","0","0"
"1068","2780","1860","3320","2220","1220","1033","34","0","1"
"1069","3130","1830","3670","2190","1220","1033","35","0","1"
"1070","3985","1808.33","4425","2101.67","1220","1033","36","0","1"
"1071","4417.5","2530","4942.5","2880","1220","1033","37","0","1"
"1072","5148.75","2700","5651.25","3035","1220","1033","38","0","1"
"1073","2041.59","1610.66","2591.63","1977.36","1529","32","1","0","0"
"1074","2134.04","1733.96","2479.18","1964.06","1529","32","2","0","0"
"1075","2076.59","1680.66","2596.63","2027.36","1529","32","3","0","0"
"1076","2226.48","1413.96","2676.73","1714.06","1529","32","4","0","0"
"1077","4262","2968.75","5306.75","3665.25","1632","1033","1","0","0"
"1078","-674.74","1679.04","653.721","2564.68","1579","495","3","0","0"
"1079","897.259","990.4028","1191.96","1186.87","1623","486","1","0","0"
"1080","787.2517","927.071","1301.96","1270.21","1623","486","2","0","0"
"1081","712.2517","927.071","1376.96","1370.21","1623","486","3","0","0"
"1082","787.2517","877.071","1301.96","1220.21","1623","486","4","0","0"
"1083","428.99","1000.66","772.01","1229.34","1618","20","1","0","0"
"1084","300.5","660","900.5","1060","1618","20","2","0","0"
"1085","-2437.92","-11395.88","-1614.67","-10847.04","0","32","21","0","0"
"1086","7999.995","-2288.17","8200.005","-2154.83","1520","1018","13","0","0"
"1087","-2450.774","-11441.6","-1845.226","-11037.9","0","32","22","0","0"
"1089","-2096.25","-11215","-1758.75","-10990","0","32","23","0","0"
"1090","-2155","-11225","-1645","-10885","0","32","24","0","0"
"1091","-211.25","2285","1311.25","3300","1648","1114","1","0","0"
"1092","-42.185","-66.666","1117.19","706.25","1648","1114","2","0","0"
"1093","-2225.024","-11189.6","-1674.976","-10822.9","1651","32","1","0","0"
"1094","-2081.42","-11189","-1823.56","-11017.1","1651","32","2","0","0"
"1095","-2132.575","-11066.3","-1787.425","-10836.2","1651","32","3","0","0"
"1096","-2190.024","-11119.6","-1669.976","-10772.9","1651","32","4","0","0"
"1097","-1932.58","-10969.3","-1698.43","-10813.2","1651","32","5","0","0"
"1098","-2205.774","-11190.6","-1624.226","-10802.9","1651","32","6","0","0"
"1099","-2066.774","-11115.6","-1875.226","-10987.9","1651","32","7","0","0"
"1100","-2037.68","-11105.2","-1898.33","-11012.3","1651","32","8","0","0"
"1101","-2110.024","-11229.6","-1679.976","-10942.9","1651","32","9","0","0"
"1102","-2668.75","-4800","-2106.25","-4425","1651","32","10","0","0"
"1103","-3056.25","-4850","-2043.75","-4175","1651","32","11","0","0"
"1104","-2445.75","3918","-1985.25","4225","1651","32","12","0","0"
"1105","-2516.25","3660","-1983.75","4015","1651","32","13","0","0"
"1106","-2659.69","3330","-1557.19","4065","1651","32","14","0","0"
