Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1_0,Unknown1_1,Unknown1_2,Unknown2_0,Unknown2_1,Unknown2_2
"813","4284348170","4278190080","4278190080","4278890052","4278190080","4278190080","4279589441","4278190080","4278190080"
"814","4288755168","4278190080","4278190080","4288755168","4278190080","4278190080","4288755168","4278190080","4278190080"
"815","4294075957","4278190080","4278190080","4294075957","4278190080","4278190080","4294075957","4278190080","4278190080"
"817","4293940523","4278190080","4278190080","4293940523","4278190080","4278190080","4293940523","4278190080","4278190080"
"818","4287512315","4278190080","4278190080","4287512315","4278190080","4278190080","4287512315","4278190080","4278190080"
"819","4281069690","4278190080","4278190080","4281069690","4278190080","4278190080","4281069690","4278190080","4278190080"
"820","4294700586","4278190080","4278190080","4278190080","4278190080","4278190080","4278190080","4278190080","4278190080"
"821","4292966668","4278190080","4278190080","4292947200","4278190080","4278190080","4287696649","4278190080","4278190080"
"822","4279036364","4278190080","4278190080","4278891756","4278190080","4278190080","4280193791","4278190080","4278190080"
"823","4279034818","4278190080","4278190080","4281457485","4278190080","4278190080","4283034632","4278190080","4278190080"
"824","4290815096","4290815094","4278190080","4288378439","4288378439","4278190080","4286336558","4286336558","4278190080"
"825","4293898764","4278190080","4278190080","4294961931","4278190080","4278190080","4294836068","4278190080","4278190080"
"826","4290815096","4284798111","4278190080","4288378439","4278230922","4278190080","4286336558","4278676092","4278190080"
"827","4290815096","4294263081","4278190080","4288378439","4293336853","4278190080","4286336558","4288753420","4278190080"
"828","4294674474","4278190080","4278190080","4291905812","4278190080","4278190080","4289013526","4278190080","4278190080"
"829","4281005274","4281005274","4278190080","4279531476","4279531476","4278190080","4279650476","4279650476","4278190080"
"830","4286630609","4280868076","4278190080","4283537077","4279081975","4278190080","4281427341","4279380910","4278190080"
"831","4281004499","4278190080","4278190080","4279556963","4278190080","4278190080","4280135702","4278190080","4278190080"
"835","4291631899","4278190080","4278190080","4293688085","4278190080","4278190080","4294734090","4278190080","4278190080"
"837","4278976550","4278190080","4278190080","4278201686","4278190080","4278190080","4284940282","4278190080","4278190080"
"838","4278330880","4278190080","4278190080","4280964608","4278190080","4278190080","4294956093","4278190080","4278190080"
"839","4279437399","4278190080","4278190080","4279242878","4278190080","4278190080","4294773715","4278190080","4278190080"
"840","4294945023","4292657407","4278190080","4289544959","4289544959","4278190080","4284025236","4284025236","4278190080"
"841","4278386687","4278190080","4278190080","4278358707","4278190080","4278190080","4278267504","4278190080","4278190080"
"842","4288210412","4278190080","4278190080","4284329165","4278190080","4278190080","4282084262","4278190080","4278190080"
"844","4294263081","4278190080","4278190080","4293336853","4278190080","4278190080","4288753420","4278190080","4278190080"
"845","4284798122","4278190080","4278190080","4278230932","4278190080","4278190080","4278680713","4278190080","4278190080"
"848","4292325953","4292325953","4292325953","4286455296","4286455296","4286455296","4286455296","4286455296","4278190080"
"849","4288135922","4288135922","4278190080","4278808288","4278741719","4278190080","4278808288","4278875631","4278190080"
"850","4286926600","4286926600","4286926600","4286926600","4286926600","4278190080","4286926600","4286926600","4278190080"
"851","4294963339","4278190080","4278190080","4294932480","4278190080","4278190080","4294913298","4278190080","4278190080"
"852","4290031359","4278190080","4278190080","4283302126","4278190080","4278190080","4281991297","4278190080","4278190080"
"853","4290052095","4278190080","4278190080","4278224127","4278190080","4278190080","4278190283","4278190080","4278190080"
"854","4294967184","4278190080","4278190080","4290838272","4278190080","4278190080","4278255360","4278190080","4278190080"
"855","4287692777","4278190080","4278190080","4278222591","4278190080","4278190080","4278194943","4278190080","4278190080"
"856","4294953360","4278190080","4278190080","4294935552","4278190080","4278190080","4293418240","4278190080","4278190080"
"857","4294946382","4278190080","4278190080","4292828165","4278190080","4278190080","4289931285","4278190080","4278190080"
"858","4278209640","4278190080","4278190080","4278556621","4278190080","4278190080","4281910742","4278190080","4278190080"
"859","4280615016","4278190080","4278190080","4283106765","4278190080","4278190080","4285544662","4278190080","4278190080"
"860","4290322711","4278190080","4278190080","4292289024","4278190080","4278190080","4294930782","4278190080","4278190080"
"861","4291362659","4278190080","4278190080","4290682717","4278190080","4278190080","4278192436","4278190080","4278190080"
"862","4292214528","4278190080","4278190080","4287627008","4278190080","4278190080","4278989824","4278190080","4278190080"
"863","4294952960","4278190080","4278190080","4294940525","4278190080","4278190080","4281597952","4278190080","4278190080"
"864","4284760873","4278190080","4278190080","4291526703","4278190080","4278190080","4294294899","4278190080","4278190080"
"865","4281951783","4278190080","4278190080","4287941423","4278190080","4278190080","4291949954","4278190080","4278190080"
"866","4284753697","4278190080","4278190080","4288610304","4278190080","4278190080","4290904064","4278190080","4278190080"
"867","4279489520","4278190080","4278190080","4279489520","4278190080","4278190080","4294967295","4278190080","4278190080"
"868","4283875816","4278190080","4278190080","4280501981","4278190080","4278190080","4280501981","4278190080","4278190080"
"869","4283951146","4278190080","4278190080","4283951146","4278190080","4278190080","4283951146","4278190080","4278190080"
"870","4293421098","4278190080","4278190080","4293421098","4278190080","4278190080","4291297280","4278190080","4278190080"
"871","4283359231","4278190080","4278190080","4278572767","4278190080","4278190080","4279612300","4278190080","4278190080"
"872","4283367384","4278190080","4278190080","4278574993","4278190080","4278190080","4279612237","4278190080","4278190080"
"873","4294038138","4278190080","4278190080","4292056896","4278190080","4278190080","4289948232","4278190080","4278190080"
"874","4291359999","4278190080","4278190080","4282961407","4278190080","4278190080","4278204282","4278190080","4278190080"
"876","4293459819","4278190080","4278190080","4288144180","4278190080","4278190080","4280121885","4278190080","4278190080"
"877","4291624854","4278190080","4278190080","4283498240","4278190080","4278190080","4279272960","4278190080","4278190080"
"878","4288386815","4278190080","4278190080","4283039987","4278190080","4278190080","4279238771","4278190080","4278190080"
"879","4288086015","4278190080","4278190080","4278215634","4278190080","4278190080","4278206588","4278190080","4278190080"
"881","4279373069","4288996057","4278190080","4279373069","4292471534","4278190080","4280568145","4288996057","4278190080"
"882","4279373069","4278405338","4278190080","4279373069","4292471534","4278190080","4283245288","4278405338","4278190080"
"883","4279373069","4287571209","4278190080","4279373069","4292471534","4278190080","4279640706","4287571209","4278190080"
"884","4280662783","4280662783","4280662783","4279399854","4279399854","4279399854","4279779485","4279779485","4278190080"
"885","4294573977","4294573977","4294573977","4292396380","4292396380","4292396380","4290680093","4290680093","4278190080"
"886","4288279295","4288279295","4288279295","4284248536","4284248536","4284248536","4285274529","4285274529","4278190080"
"887","4288401734","4278190080","4278190080","4281372729","4278190080","4278190080","4289959439","4278190080","4278190080"
"888","4291938630","4278190080","4278190080","4290673194","4278190080","4278190080","4291243536","4278190080","4278190080"
"889","4282831265","4278190080","4278190080","4282831213","4278190080","4278190080","4287907537","4278190080","4278190080"
"890","4288998440","4278190080","4278190080","4285452588","4278190080","4278190080","4280779810","4278190080","4278190080"
"893","4284605953","4278190080","4278190080","4282880018","4278190080","4278190080","4281964052","4278190080","4278190080"
"894","4294792191","4278190080","4278190080","4287253247","4278190080","4278190080","4284621226","4278190080","4278190080"
"895","4294770456","4278190080","4278190080","4294937616","4278190080","4278190080","4294909470","4278190080","4278190080"
"896","4294936576","4278190080","4278190080","4293394432","4278190080","4278190080","4280811549","4278190080","4278190080"
"897","4294964992","4278190080","4278190080","4294936576","4278190080","4278190080","4283909632","4278190080","4278190080"
"898","4289390847","4278190080","4278190080","4282043903","4278190080","4278190080","4278911115","4278190080","4278190080"
"899","4292830226","4292830226","4283932657","4293940243","4293232215","4278190080","4291932312","4291932312","4278190080"
"900","4283921758","4283921758","4294309719","4283921758","4283921758","4278190080","4287672207","4287672207","4278190080"
"901","4282725201","4282725201","4279427615","4283974760","4283974760","4278190080","4285356920","4285356920","4278190080"
"902","4282725201","4279375150","4284682770","4283974760","4281283143","4278190080","4285356920","4283125088","4278190080"
"903","4294967295","4294967295","4278190080","4292203989","4290822336","4278190080","4287466893","4286611584","4278190080"
"904","4293519849","4278190080","4278190080","4290756543","4278190080","4278190080","4281677109","4278190080","4278190080"
"905","4280872124","4278190080","4278190080","4278892486","4278190080","4278190080","4279268763","4278190080","4278190080"
"906","4294256949","4278190080","4278190080","4289204247","4278190080","4278190080","4285270281","4278190080","4278190080"
"907","4293716378","4278190080","4278190080","4291935282","4278190080","4278190080","4289493778","4278190080","4278190080"
"908","4281576471","4278190080","4278190080","4285128457","4278190080","4278190080","4278811230","4278190080","4278190080"
"909","4280290918","4278190080","4278190080","4284680671","4278190080","4278190080","4281403770","4278190080","4278190080"
"910","4289468183","4278190080","4278190080","4292827401","4278190080","4278190080","4285466695","4278190080","4278190080"
"911","4280352768","4291952640","4278190080","4282849024","4293820748","4278190080","4284175680","4294961824","4278190080"
"912","4279631872","4284678144","4278190080","4279960066","4289791494","4278190080","4284284928","4294394177","4278190080"
"913","4278196257","4278243538","4278190080","4278193223","4283190510","4278190080","4283449435","4293566719","4278190080"
"914","4286968575","4278190080","4278190080","4278217983","4278190080","4278190080","4278190274","4278190080","4278190080"
"915","4294311813","4278190080","4278190080","4286840064","4278190080","4278190080","4278220544","4278190080","4278190080"
"916","4294958592","4278190080","4278190080","4294932480","4278190080","4278190080","4290522112","4278190080","4278190080"
"917","4278255474","4278190080","4278190080","4279050274","4278190080","4278190080","4279050274","4278190080","4278190080"
"918","4283396088","4278190080","4278190080","4283396088","4278190080","4278190080","4281090721","4278190080","4278190080"
"919","4293960706","4278190080","4278190080","4293960706","4278190080","4278190080","4287897344","4278190080","4278190080"
"920","4281590732","4278190080","4278190080","4280067299","4278190080","4278190080","4279612127","4278190080","4278190080"
"925","4282262116","4278190080","4278190080","4279277179","4278190080","4278190080","4281196488","4278190080","4278190080"
"926","4281868919","4278190080","4278190080","4281027037","4278190080","4278190080","4284067839","4278190080","4278190080"
"927","4280440951","4278190080","4278190080","4284079486","4278190080","4278190080","4287037415","4278190080","4278190080"
"928","4281148004","4278190080","4278190080","4287566611","4278190080","4278190080","4292703320","4278190080","4278190080"
"929","4278227447","4278190080","4278190080","4278212279","4278190080","4278190080","4278592593","4278190080","4278190080"
"930","4278253755","4278190080","4278190080","4278240092","4278190080","4278190080","4278606656","4278190080","4278190080"
"931","4293814784","4278190080","4278190080","4290415616","4278190080","4278190080","4283973126","4278190080","4278190080"
"932","4294578688","4278190080","4278190080","4290977792","4278190080","4278190080","4284162566","4278190080","4278190080"
"933","4282048499","4278190080","4278190080","4279189939","4278190080","4278190080","4281870681","4278190080","4278190080"
"934","4278584102","4278190080","4278190080","4287573247","4278190080","4278190080","4287889551","4278190080","4278190080"
"935","4280681219","4278190080","4278190080","4294939180","4278190080","4278190080","4287889408","4278190080","4278190080"
"936","4290903801","4278190080","4278190080","4282894077","4278190080","4278190080","4279672537","4278190080","4278190080"
"937","4294951679","4278190080","4278190080","4289412607","4278190080","4278190080","4285671329","4278190080","4278190080"
"938","4294967204","4278190080","4278190080","4294946096","4278190080","4278190080","4294914096","4278190080","4278190080"
"939","4294292273","4278190080","4278190080","4294926080","4278190080","4278190080","4294908672","4278190080","4278190080"
"940","4282318847","4278190080","4278190080","4278219608","4278190080","4278190080","4278190440","4278190080","4278190080"
"941","4294311680","4278190080","4278190080","4278231317","4278190080","4278190080","4278206208","4278190080","4278190080"
"942","4294757888","4278190080","4278190080","4291428365","4278190080","4278190080","4284022786","4278190080","4278190080"
"943","4281093771","4278190080","4278190080","4280189599","4278190080","4278190080","4285157003","4278190080","4278190080"
"944","4281431852","4278190080","4278190080","4279808898","4278190080","4278190080","4285176715","4278190080","4278190080"
"945","4286011436","4278190080","4278190080","4289945880","4278190080","4278190080","4288360989","4278190080","4278190080"
"946","4280956707","4278190080","4278190080","4280697644","4278190080","4278190080","4282206771","4278190080","4278190080"
"948","4292657407","4292657407","4278190080","4288086271","4289544959","4278190080","4288086271","4284025236","4278190080"
"950","4283071456","4283071456","4278190080","4279643484","4279643484","4278190080","4278190080","4278190080","4278190080"
"951","4278255444","4278255444","4278190080","4278222854","4278222854","4278190080","4278190080","4278190080","4278190080"
"952","4292020736","4292020736","4278190080","4284159510","4284159510","4278190080","4281663503","4281663503","4278190080"
"953","4279384942","4279384942","4279384942","4279384942","4279384942","4279384942","4279384942","4279384942","4279384942"
"954","4278731008","4278206720","4278206720","4278731008","4278206720","4278206720","4278731008","4278206720","4278206720"
"955","4282585712","4282585712","4282585712","4282585712","4282585712","4282585712","4282585712","4282585712","4278190080"
"956","4286200064","4286200064","4286199552","4286200064","4286200064","4286200064","4286200064","4286200064","4286200064"
"957","4283125760","4283125760","4283125760","4283125760","4283125760","4283125760","4283125760","4283125760","4283125760"
"959","4293451776","4293451776","4293451776","4293451776","4293451776","4293451776","4293451776","4293451776","4293451776"
"960","4281177566","4281177566","4281177566","4281177566","4281177566","4281177566","4281177566","4281177566","4281177566"
"961","4281460003","4281460003","4281460003","4281460003","4281460003","4281460003","4281460003","4281459998","4281460003"
"962","4294046469","4294046469","4294046469","4287480064","4287480064","4287480064","4281292294","4281292294","4281292294"
"963","4293863181","4293863181","4293863181","4290588692","4290588692","4290588692","4284438554","4284438554","4284438554"
"964","4293224967","4293224967","4293224967","4290861824","4290861824","4290861830","4284101894","4284101894","4284101894"
"965","4279625108","4279625108","4279625108","4279091015","4279091015","4279091015","4289026086","4289026086","4289026086"
"966","4279025913","4279025913","4278190080","4278221269","4278221269","4278190080","4278796977","4278796977","4278190080"
"967","4294540044","4294540044","4278190080","4292174848","4292174848","4278190080","4289812489","4289812489","4278190080"
"970","4278190335","4278190335","4278190335","4278190080","4278190080","4278190080","4278190080","4278190083","4278190080"
"971","4282763489","4282763489","4278190080","4280319213","4280319213","4278190080","4280817289","4280817289","4278190080"
"972","4289651270","4289651270","4278190080","4279869482","4279869487","4278190080","4278877738","4278877738","4278190080"
"973","4292773189","4292773189","4278190080","4291257620","4291257622","4278190080","4287631882","4287631882","4278190080"
"974","4293976500","4293976500","4278190080","4293183294","4293183294","4278190080","4292640011","4292640011","4278190080"
"975","4278584943","4278190187","4278190188","4278190080","4278190080","4278190080","4278190080","4278190083","4278190080"
"976","4282449938","4282449938","4278190080","4282449938","4282449938","4278190080","4282449938","4282449938","4278190080"
"977","4278209866","4278209866","4278190080","4278209866","4278209866","4278190080","4278209866","4278209866","4278190080"
"978","4284025344","4284025344","4278190080","4284025344","4284025344","4278190080","4284025344","4284025344","4278190080"
"979","4285481216","4285481216","4278190080","4285481216","4285481216","4278190080","4285481216","4285481216","4278190080"
"980","4283071456","4283071456","4278190080","4279643482","4279643484","4278190080","4278853186","4278853186","4278190080"
"981","4278255444","4278255444","4278190080","4278222854","4278222854","4278190080","4278533897","4278533897","4278190080"
"982","4282827230","4282827230","4278190080","4280281067","4280281067","4278190080","4279561466","4279561466","4278190080"
"983","4288687405","4288687405","4278190080","4293964575","4293964575","4278190080","4294966292","4294966292","4278190080"
"984","4281181029","4281181029","4278190080","4280281961","4280281961","4278190080","4279564930","4279564930","4278190080"
"985","4282829281","4282829281","4278190080","4280319213","4280319213","4278190080","4280691100","4280691100","4278190080"
"986","4292403526","4292403526","4278190080","4283821088","4283821088","4278190080","4279601256","4279601256","4278190080"
"987","4292978758","4292978758","4278190080","4293730592","4293730592","4278190080","4287173652","4287173652","4278190080"
"988","4286505639","4286505639","4278190080","4279940742","4279940742","4278190080","4279402892","4279402892","4278190080"
"989","4282813650","4282813650","4278190080","4283794120","4283794120","4278190080","4291358975","4291358975","4278190080"
"990","4287426810","4287426810","4278190080","4280527615","4280527615","4278190080","4280499340","4280499340","4278190080"
"991","4280508320","4280508320","4278190080","4281511910","4281511910","4278190080","4293980415","4293980410","4278190080"
"992","4281491395","4281491395","4278190080","4290703600","4290703600","4278190080","4285116415","4285116415","4278190080"
"993","4294935040","4294935040","4294935040","4294935040","4294935040","4294935040","4294935040","4294935040","4294935040"
"994","4286906623","4286906623","4286906623","4286906623","4286906623","4286906623","4286906623","4286906623","4286906623"
"995","4278247424","4278247424","4278247424","4278247424","4278247424","4278247424","4278247424","4278247424","4278247424"
"996","4285333479","4285333479","4278190080","4281126142","4280862970","4278190080","4278598579","4278598579","4278190080"
"997","4285774150","4285774150","4278190080","4280869160","4280869160","4278190080","4279541780","4279541780","4278190080"
"999","4291001605","4291001605","4278190080","4293959690","4293959690","4278190080","4293646100","4293646100","4278190080"
"1000","4282782780","4282782780","4278190080","4289999520","4289999520","4278190080","4293943250","4293943250","4278190080"
"1002","4284747540","4284747540","4278190080","4293350179","4293350179","4278190080","4292921629","4292921629","4278190080"
"1003","4289386811","4289386811","4278190080","4280535144","4280535144","4278190080","4279534983","4279534983","4278190080"
"1004","4282177952","4282177952","4278190080","4280532680","4280532680","4278190080","4280816775","4280816775","4278190080"
"1005","4288727260","4288727260","4278190080","4282818760","4282818760","4278190080","4280189600","4280189600","4278190080"
"1006","4292620800","4292620800","4278190080","4289990929","4289990929","4278190080","4285735702","4285735702","4278190080"
"1007","4284798122","4284798122","4278190080","4278231190","4278231190","4278190080","4278680969","4278680969","4278190080"
"1008","4280499335","4280499335","4278190080","4281499025","4281499025","4278190080","4285450475","4285450475","4278190080"
"1009","4288033350","4288033350","4278190080","4292300875","4292300875","4278190080","4294603605","4294603605","4278190080"
"1010","4280188220","4280188220","4278190080","4283489410","4283489410","4278190080","4290379700","4290379700","4278190080"
"1011","4290667590","4290667590","4278190080","4292323895","4292323895","4278190080","4294305350","4294305350","4278190080"
"1012","4294940197","4294940197","4278190080","4292497421","4292497421","4278190080","4287168512","4287168512","4278190080"
"1013","4282051768","4282051768","4278190080","4279027216","4279027216","4278190080","4279588864","4279588864","4278190080"
"1014","4282435816","4282435816","4278190080","4279075548","4279075548","4278190080","4282124464","4282124464","4278190080"
"1015","4294924857","4294924857","4278190080","4291300364","4291300364","4278190080","4286187298","4286187298","4278190080"
"1016","4291049495","4278190080","4278190080","4293945344","4278190080","4278190080","4293500209","4278190080","4278190080"
"1017","4278190080","4278190080","4278190080","4293923603","4278190080","4278190080","4294967295","4278190080","4278190080"
"1018","4278190080","4278190080","4278190080","4281396285","4281396285","4278190080","4281396285","4281396285","4278190080"
"1019","4278190080","4278190080","4278190080","4281396648","4281396648","4278190080","4281396648","4281396648","4278190080"
"1020","4278190080","4278190080","4278190080","4287753264","4287753264","4278190080","4287753264","4287753264","4278190080"
"1021","4280979417","4280979417","4278190080","4283413759","4283413759","4278190080","4280591103","4280591103","4278190080"
"1022","4284078378","4284078378","4278190080","4286906214","4286906214","4278190080","4282187596","4282187590","4278190080"
"1023","4292439062","4292439062","4278190080","4294936918","4294936918","4278190080","4294945041","4294945041","4278190080"
"1024","4285403353","4285403353","4278190080","4287580410","4287580415","4278190080","4285469183","4285469183","4278190080"
"1025","4292162304","4292162304","4278190080","4292162304","4292162304","4278190080","4292162304","4292162304","4278190080"
"1026","4279099575","4279099575","4278190080","4279099575","4279099575","4278190080","4279099575","4279099575","4278190080"
"1027","4286906214","4286906214","4278190080","4286906214","4286906214","4278190080","4286906214","4286906214","4278190080"
"1028","4284678375","4284678375","4278190080","4284678375","4284678375","4278190080","4284678375","4284678375","4278190080"
"1029","4282701824","4282701824","4278190080","4282701824","4282701824","4278190080","4282701824","4282701824","4278190080"
"1030","4293328896","4293328896","4278190080","4293328896","4293328896","4278190080","4293328896","4293328896","4278190080"
"1031","4281530955","4281530955","4278190080","4281530955","4281530955","4278190080","4281530955","4281530955","4278190080"
"1032","4287092710","4287092710","4278190080","4287092710","4287092710","4278190080","4287092710","4287092710","4278190080"
"1033","4294302865","4294302865","4278190080","4294302865","4294302865","4278190080","4294302865","4294302865","4278190080"
"1034","4294609980","4294609980","4278190080","4294609980","4294609980","4278190080","4294609980","4294609980","4278190080"
"1035","4292719402","4292654120","4278190080","4293590786","4293590786","4278190080","4292017995","4292017995","4278190080"
"1036","4280827135","4280827135","4278190080","4284089087","4284089087","4278190080","4287712511","4287712511","4278190080"
"1037","4284143914","4284143914","4278190080","4281663234","4281663234","4278190080","4283760460","4283760460","4278190080"
"1038","4280971007","4280971007","4278190080","4278369279","4278369279","4278190080","4283233535","4283233535","4278190080"
"1039","4284088320","4284088320","4278190080","4293598720","4293598720","4278190080","4284088320","4284088320","4278190080"
"1040","4283817005","4283817005","4278190080","4286775140","4286775140","4278190080","4283817005","4283817005","4278190080"
"1041","4281046748","4281046748","4278190080","4284806128","4284806128","4278190080","4281046748","4280850140","4278190080"
"1042","4280525020","4280525020","4278190080","4280525020","4280525020","4278190080","4280197340","4280525020","4278190080"
"1043","4281850925","4281850925","4278190080","4281850925","4281850925","4278190080","4281850925","4281850925","4278190080"
"1044","4291982110","4291982110","4278190080","4291982110","4291982110","4278190080","4292637470","4292637470","4278190080"
"1045","4287167420","4287101630","4278190080","4284147450","4284147450","4278190080","4287101630","4287101630","4278190080"
"1047","4281198290","4281198290","4278190080","4284807890","4284807890","4278190080","4281198290","4281198290","4278190080"
"1048","4279875915","4279875915","4278190080","4285464490","4285464490","4278190080","4279875915","4279875915","4278190080"
"1049","4289337625","4289337625","4278190080","4294931200","4294931200","4278190080","4289337625","4289337625","4278190080"
"1050","4287102820","4287102820","4278190080","4287102820","4287102820","4278190080","4286775140","4287102820","4278190080"
"1051","4286725345","4286725345","4278190080","4286725345","4286725345","4278190080","4286725345","4286725345","4278190080"
"1052","4294940230","4294940230","4278190080","4294940230","4294940230","4278190080","4294940230","4294940230","4278190080"
"1053","4292006460","4292006460","4278190080","4292006460","4292006460","4278190080","4292006460","4292006460","4278190080"
"1055","4294958100","4294958100","4278190080","4294958100","4294958100","4278190080","4294958100","4294958100","4278190080"
"1058","4280825820","4280825820","4278190080","4278255580","4278255580","4278190080","4283156735","4283156735","4278190080"
"1059","4284144680","4284144680","4278190080","4281727491","4281728771","4278190080","4283498315","4283825995","4278190080"
"1060","4284754137","4284754137","4278190080","4284743935","4284743935","4278190080","4283170760","4283170760","4278190080"
"1061","4284144680","4284144680","4278190080","4278255490","4278255490","4278190080","4283170710","4283170710","4278190080"
"1062","4291352360","4291352360","4278190080","4294311810","4294311810","4278190080","4294967190","4294967190","4278190080"
"1063","4280862937","4280864215","4278190080","4278254335","4278254335","4278190080","4283170780","4283170780","4278190080"
"1064","4282144195","4282144195","4278190080","4282144195","4282144195","4278190080","4278190080","4278190080","4278190080"
"1065","4284466010","4284466010","4278190080","4284466010","4284466010","4278190080","4278190080","4278190080","4278190080"
"1066","4291987260","4291987260","4278190080","4291987260","4291987260","4278190080","4278190080","4278190080","4278190080"
"1067","4292999830","4292999830","4278190080","4292999830","4292999830","4278190080","4278190080","4278190080","4278190080"
"1068","4285127930","4285127932","4278190080","4290564351","4290564351","4278190080","4282954495","4282954495","4278190080"
"1069","4289723499","4289723499","4278190080","4293525436","4293525436","4278190080","4282974115","4282974115","4278190080"
"1070","4288048124","4288048124","4278190080","4290690303","4290690303","4278190080","4289022207","4289022207","4278190080"
"1071","4294732651","4294732651","4278190080","4294950076","4294950076","4278190080","4294920264","4294920264","4278190080"
"1072","4278234378","4278234378","4278190080","4281532160","4281532160","4278190080","4286118400","4286118400","4278190080"
"1073","4278195370","4278195370","4278190080","4278249210","4278249210","4278190080","4287430625","4287430625","4278190080"
"1074","4281139295","4281139295","4278190080","4289016565","4289147637","4278190080","4286076415","4286076415","4278190080"
"1075","4294611200","4294611200","4278190080","4294633010","4294633010","4278190080","4292411303","4292411303","4278190080"
"1076","4292327720","4292327720","4278190080","4292327720","4292327720","4278190080","4278190080","4278190080","4278190080"
"1077","4281469520","4281469490","4278190080","4286415535","4286415535","4278190080","4281469490","4281469490","4278190080"
"1078","4281159760","4281159760","4278190080","4283801770","4283801770","4278190080","4281159760","4281159760","4278190080"
"1079","4280505655","4280505655","4278190080","4284140945","4284140945","4278190080","4280505655","4280505655","4278190080"
"1080","4285737005","4285737005","4278190080","4291320410","4291320410","4278190080","4285737005","4285737005","4278190080"
"1081","4294967295","4294967295","4278190080","4278255360","4278255360","4278190080","4278205440","4278205440","4278190080"
"1082","4294967295","4294967295","4278190080","4294901760","4294901760","4278190080","4283042048","4283042048","4278190080"
"1083","4294967295","4294967295","4278190080","4278250239","4278250239","4278190080","4279501055","4279501055","4278190080"
"1084","4291338490","4291338490","4278190080","4285739760","4285739760","4278190080","4284774655","4284774655","4278190080"
"1085","4279893955","4279893955","4278190080","4281527295","4281527295","4278190080","4284809205","4284809205","4278190080"
"1086","4290369330","4290369280","4278190080","4279879755","4279879755","4278190080","4292018020","4292018020","4278190080"
"1087","4284770610","4285098290","4278190080","4287723560","4287723560","4278190080","4290685510","4290685510","4278190080"
"1088","4279697665","4278190080","4278190080","4280680705","4278190080","4278190080","4294932736","4278190080","4278190080"
"1089","4280843775","4280843775","4278190080","4284481535","4284481535","4278190080","4280843770","4280843775","4278190080"
"1090","4280824575","4280824575","4278190080","4282166015","4282166015","4278190080","4280824575","4280824575","4278190080"
"1091","4282788095","4282788095","4278190080","4282788095","4282788095","4278190080","4282788095","4282788095","4278190080"
"1092","4278224855","4278224855","4278190080","4278217215","4278217727","4278190080","4281149695","4281149695","4278190080"
"1093","4278245150","4278245662","4278190080","4278255360","4278255360","4278190080","4280876940","4280876940","4278190080"
"1094","4292431872","4292431872","4278190080","4294930176","4294930176","4278190080","4294912040","4294912040","4278190080"
"1095","4292411442","4292411442","4278190080","4294901760","4294901760","4278190080","4294924800","4294924800","4278190080"
"1096","4283817005","4283817005","4278190080","4286775140","4286775140","4278190080","4283817005","4283825965","4278190080"
"1097","4293814784","4293290496","4278190080","4290415616","4290415616","4278190080","4283973126","4283973126","4278190080"
"1098","4287101630","4287101630","4278190080","4284147450","4284147450","4278190080","4287101630","4287101630","4278190080"
"1099","4284512511","4284446975","4278190080","4287749887","4287749887","4278190080","4284512511","4284447487","4278190080"
"1100","4284088320","4284088320","4278190080","4293598720","4293271040","4278190080","4284088320","4284088320","4278190080"
"1101","4287378140","4287378140","4278190080","4287378140","4287378140","4278190080","4287378140","4287378140","4278190080"
"1102","4291315270","4291315270","4278190080","4291315270","4291315270","4278190080","4291315270","4291315270","4278190080"
"1103","4289721710","4289721710","4278190080","4289721710","4289721710","4278190080","4289721710","4289721710","4278190080"
"1104","4283479290","4283479290","4278190080","4283479290","4283479290","4278190080","4283479290","4283479290","4278190080"
"1105","4282181375","4282181375","4278190080","4278871295","4278871295","4278190080","4283113215","4283113215","4278190080"
"1106","4282187580","4282187580","4278190080","4280876810","4280876810","4278190080","4280221590","4280221590","4278190080"
"1107","4294935090","4294935090","4294932794","4294919690","4294919690","4294917388","4294909470","4294909470","4294910241"
"1108","4291690300","4291690300","4278190080","4292673290","4291690250","4278190080","4294967190","4294967190","4278190080"
"1109","4288730880","4288730880","4278190080","4278232340","4278232340","4278190080","4279202675","4279202675","4278190080"
"1110","4278237911","4278238935","4278190080","4278203080","4278203080","4278190080","4281472115","4281472115","4278190080"
"1111","4292321280","4292321280","4278190080","4289013760","4289013760","4278190080","4285731920","4285731920","4278190080"
"1112","4278910935","4278910935","4278190080","4278910935","4278910935","4278190080","4278910935","4278910935","4278190080"
"1113","4286447400","4286447400","4278190080","4286447400","4286447400","4278190080","4286447400","4286447400","4278190080"
"1114","4294935090","4294935090","4278190080","4294935090","4294935090","4278190080","4294935090","4294935090","4278190080"
"1115","4294967085","4294967085","4278190080","4294967085","4294967085","4278190080","4294967085","4294967085","4278190080"
"1117","4282781460","4282781460","4278190080","4282781460","4282781460","4278190080","4282781460","4282781460","4278190080"
"1118","4279843970","4279843970","4278190080","4279843970","4279843970","4278190080","4279843970","4279843970","4278190080"
"1119","4281812530","4281812530","4281812530","4281812530","4281812530","4281812530","4281812530","4281812530","4281812530"
"1120","4281802350","4281802350","4278190080","4281802350","4281802350","4278190080","4281802350","4281802350","4278190080"
"1122","4282187685","4282187685","4278190080","4280876810","4280876810","4278190080","4289068830","4289068830","4278190080"
