Id,Unknown0,Unknown1,Unknown2_0,Unknown2_1,Unknown2_2,Unknown3
"136465","190587","66800","76.10935","-779.3078","-208.6765","0"
"136466","190587","66833","76.02383","-778.4084","-208.6237","0"
"136467","190587","66867","75.93829","-777.509","-208.5709","0"
"136468","190587","66900","75.85277","-776.6097","-208.5181","0"
"136469","190587","66933","75.76724","-775.7103","-208.4653","0"
"136470","190587","66967","75.68171","-774.8109","-208.4126","0"
"136471","190587","67000","75.59618","-773.9115","-208.3598","0"
"136472","190587","67033","75.51065","-773.0121","-208.307","0"
"136473","190587","67067","75.42512","-772.1127","-208.2542","0"
"136474","190587","67100","75.33958","-771.2133","-208.2014","0"
"136475","190587","67133","75.25406","-770.3139","-208.1486","0"
"136476","190587","67167","75.16853","-769.4146","-208.0958","0"
"136477","190587","67200","75.08299","-768.5152","-208.043","0"
"136478","190587","67233","74.99747","-767.6158","-207.9902","0"
"136479","190587","67267","74.91193","-766.7164","-207.9375","0"
"136480","190587","67300","74.83152","-765.8685","-207.8851","0"
"136481","190587","67333","74.7511","-765.0207","-207.8328","0"
"136482","190587","67367","74.67068","-764.1728","-207.7804","0"
"136483","190587","67400","74.59026","-763.325","-207.7281","0"
"136484","190587","67433","74.50984","-762.4771","-207.6758","0"
"136485","190587","67467","74.42942","-761.6292","-207.6234","0"
"136486","190587","67500","74.34901","-760.7814","-207.5711","0"
"136487","190587","67533","74.25435","-759.7925","-207.5063","0"
"136488","190587","67567","74.15969","-758.8036","-207.4416","0"
"136489","190587","67600","74.06503","-757.8148","-207.3769","0"
"136490","190587","67633","73.97037","-756.826","-207.3122","0"
"136491","190587","67667","73.87435","-755.8376","-207.2424","0"
"136492","190587","67700","73.77833","-754.8492","-207.1727","0"
"136493","190587","67733","73.6823","-753.8608","-207.1029","0"
"136494","190587","67767","73.58517","-752.8729","-207.0279","0"
"136495","190587","67800","73.48803","-751.8851","-206.9529","0"
"136496","190587","67833","73.3909","-750.8972","-206.878","0"
"136497","190587","67867","73.31714","-750.1567","-206.8167","0"
"136498","190587","67900","73.24339","-749.4163","-206.7553","0"
"136499","190587","67933","73.16963","-748.6759","-206.694","0"
"136500","190587","67967","73.09588","-747.9354","-206.6327","0"
"136501","190587","68000","72.99636","-746.949","-206.5434","0"
"136502","190587","68033","72.89683","-745.9625","-206.4541","0"
"136503","190587","68067","72.79633","-744.9769","-206.3574","0"
"136504","190587","68100","72.69582","-743.9912","-206.2606","0"
"136505","190587","68133","72.59452","-743.0065","-206.1557","0"
"136506","190587","68167","72.49322","-742.0217","-206.0508","0"
"136507","190587","68200","72.39167","-741.0378","-205.939","0"
"136508","190587","68233","72.29012","-740.0538","-205.8271","0"
"136509","190587","68267","72.20965","-739.267","-205.7339","0"
"136510","190587","68300","72.12919","-738.4802","-205.6407","0"
"136511","190587","68333","72.04873","-737.6934","-205.5474","0"
"136512","190587","68367","71.96826","-736.9066","-205.4542","0"
"136513","190587","68400","71.88779","-736.1198","-205.361","0"
"136514","190587","68433","71.7874","-735.1377","-205.2329","0"
"136515","190587","68467","71.68701","-734.1556","-205.1047","0"
"136516","190587","68500","71.58624","-733.1756","-204.9622","0"
"136517","190587","68533","71.48548","-732.1956","-204.8198","0"
"136518","190587","68567","71.38452","-731.2176","-204.6635","0"
"136519","190587","68600","71.28357","-730.2396","-204.5072","0"
"136520","190587","68633","71.20798","-729.5072","-204.3836","0"
"136521","190587","68667","71.1324","-728.7748","-204.26","0"
"136522","190587","68700","71.05682","-728.0424","-204.1364","0"
"136523","190587","68733","70.98123","-727.3099","-204.0128","0"
"136524","190587","68767","70.87986","-726.3333","-203.8489","0"
"136525","190587","68800","70.77848","-725.3567","-203.685","0"
"136526","190587","68833","70.67712","-724.38","-203.5211","0"
"136527","190587","68867","70.57574","-723.4034","-203.3571","0"
"136528","190587","68900","70.47437","-722.4268","-203.1932","0"
"136529","190587","68933","70.373","-721.4501","-203.0293","0"
"136530","190587","68967","70.27163","-720.4734","-202.8654","0"
"136531","190587","69000","70.17026","-719.4968","-202.7015","0"
"136532","190587","69033","70.09447","-718.7652","-202.5731","0"
"136533","190587","69067","70.01869","-718.0336","-202.4448","0"
"136534","190587","69100","69.94291","-717.302","-202.3165","0"
"136535","190587","69133","69.86713","-716.5704","-202.1882","0"
"136536","190587","69167","69.76794","-715.596","-202.01","0"
"136537","190587","69200","69.66876","-714.6216","-201.8318","0"
"136538","190587","69233","69.56958","-713.6473","-201.6536","0"
"136539","190587","69267","69.47269","-712.6741","-201.468","0"
"136540","190587","69300","69.37579","-711.7009","-201.2825","0"
"136541","190587","69333","69.27891","-710.7277","-201.0969","0"
"136542","190587","69367","69.18166","-709.7557","-200.905","0"
"136543","190587","69400","69.08442","-708.7837","-200.7132","0"
"136544","190587","69433","68.98717","-707.8118","-200.5213","0"
"136545","190587","69467","68.90665","-707.0352","-200.364","0"
"136546","190587","69500","68.82613","-706.2587","-200.2067","0"
"136547","190587","69533","68.7456","-705.4822","-200.0494","0"
"136548","190587","69567","68.66508","-704.7056","-199.8922","0"
"136549","190587","69600","68.58456","-703.9291","-199.7348","0"
"136550","190587","69633","68.48486","-702.9592","-199.534","0"
"136551","190587","69667","68.38517","-701.9893","-199.3332","0"
"136552","190587","69700","68.28548","-701.0193","-199.1324","0"
"136553","190587","69733","68.18579","-700.0495","-198.9316","0"
"136554","190587","69767","68.09011","-699.0798","-198.728","0"
"136555","190587","69800","67.99442","-698.11","-198.5244","0"
"136556","190587","69833","67.89873","-697.1403","-198.3208","0"
"136557","190587","69867","67.83083","-696.4129","-198.1666","0"
"136558","190587","69900","67.76292","-695.6855","-198.0125","0"
"136559","190587","69933","67.69502","-694.9582","-197.8584","0"
"136560","190587","69967","67.62711","-694.2308","-197.7042","0"
"136561","190587","70000","67.54283","-693.2607","-197.4972","0"
"136562","190587","70033","67.45855","-692.2907","-197.2902","0"
"136563","190587","70067","67.37426","-691.3206","-197.0832","0"
"136564","190587","70100","67.297","-690.3502","-196.8751","0"
"136565","190587","70133","67.21973","-689.3798","-196.6669","0"
"136566","190587","70167","67.14247","-688.4094","-196.4587","0"
"136567","190587","70200","67.07284","-687.4387","-196.2494","0"
"136568","190587","70233","67.0032","-686.468","-196.0401","0"
"136569","190587","70267","66.93357","-685.4972","-195.8308","0"
"136570","190587","70300","66.88612","-684.7706","-195.6732","0"
"136571","190587","70333","66.83866","-684.0439","-195.5155","0"
"136572","190587","70367","66.79122","-683.3173","-195.3579","0"
"136573","190587","70400","66.74376","-682.5906","-195.2003","0"
"136574","190587","70433","66.68481","-681.6198","-194.9885","0"
"136575","190587","70467","66.62586","-680.6488","-194.7768","0"
"136576","190587","70500","66.56691","-679.6779","-194.5651","0"
"136577","190587","70533","66.50797","-678.707","-194.3533","0"
"136578","190587","70567","66.45247","-677.7349","-194.1403","0"
"136579","190587","70600","66.39697","-676.7628","-193.9273","0"
"136580","190587","70633","66.34148","-675.7906","-193.7142","0"
"136581","190587","70667","66.28599","-674.8185","-193.5012","0"
"136582","190587","70700","66.23049","-673.8464","-193.2881","0"
"136583","190587","70733","66.18356","-672.9835","-193.0979","0"
"136584","190587","70767","66.13663","-672.1206","-192.9075","0"
"136585","190587","70800","66.08971","-671.2577","-192.7173","0"
"136586","190587","70833","66.04278","-670.3948","-192.5269","0"
"136587","190587","70867","65.99585","-669.5319","-192.3367","0"
"136588","190587","70900","65.94893","-668.6691","-192.1464","0"
"136589","190587","70933","65.902","-667.8061","-191.9561","0"
"136590","190587","70967","65.85508","-666.9432","-191.7658","0"
"136591","190587","71000","65.80814","-666.0804","-191.5755","0"
"136592","190587","71033","65.76216","-665.2313","-191.3866","0"
"136593","190587","71067","65.71617","-664.3822","-191.1977","0"
"136594","190587","71100","65.67018","-663.5331","-191.0087","0"
"136595","190587","71133","65.62419","-662.6841","-190.8198","0"
"136596","190587","71167","65.57821","-661.835","-190.6309","0"
"136597","190587","71200","65.53222","-660.986","-190.442","0"
"136598","190587","71233","65.48624","-660.1368","-190.2531","0"
"136599","190587","71267","65.44025","-659.2878","-190.0642","0"
"136600","190587","71300","65.38447","-658.3182","-189.846","0"
"136601","190587","71333","65.3287","-657.3484","-189.6278","0"
"136602","190587","71367","65.27293","-656.3788","-189.4096","0"
"136603","190587","71400","65.21371","-655.41","-189.188","0"
"136604","190587","71433","65.1545","-654.4414","-188.9663","0"
"136605","190587","71467","65.09528","-653.4727","-188.7447","0"
"136606","190587","71500","65.03323","-652.5058","-188.5162","0"
"136607","190587","71533","64.97117","-651.5389","-188.2877","0"
"136608","190587","71567","64.90556","-650.5745","-188.0497","0"
"136609","190587","71600","64.87088","-650.0939","-187.9252","0"
"136610","190587","71633","64.83621","-649.6132","-187.8006","0"
"136611","190587","71667","64.7659","-648.655","-187.5403","0"
"136612","190587","71700","64.69559","-647.6967","-187.28","0"
"136613","190587","71733","64.62528","-646.7384","-187.0196","0"
"136614","190587","71767","64.55497","-645.7802","-186.7593","0"
"136615","190587","71800","64.48466","-644.8219","-186.4989","0"
"136616","190587","71833","64.41242","-643.8666","-186.2285","0"
"136617","190587","71867","64.34017","-642.9113","-185.958","0"
"136618","190587","71900","64.26553","-641.9586","-185.6791","0"
"136619","190587","71933","64.1909","-641.0059","-185.4002","0"
"136620","190587","71967","64.13978","-640.3723","-185.2095","0"
"136621","190587","72000","64.08866","-639.7386","-185.0188","0"
"136622","190587","72033","64.03756","-639.105","-184.8281","0"
"136623","190587","72067","63.95931","-638.1564","-184.5365","0"
"136624","190587","72100","63.88106","-637.2078","-184.2449","0"
"136625","190587","72133","63.80281","-636.2593","-183.9532","0"
"136626","190587","72167","63.72734","-635.2773","-183.9549","0"
"136627","190587","72200","63.65059","-634.2871","-184.0223","0"
"136628","190587","72233","63.57385","-633.2969","-184.0897","0"
"136629","190587","72267","63.49455","-632.3065","-184.1514","0"
"136630","190587","72300","63.41525","-631.3161","-184.2132","0"
"136631","190587","72333","63.35372","-630.5732","-184.255","0"
"136632","190587","72367","63.29219","-629.8303","-184.2967","0"
"136633","190587","72400","63.23067","-629.0874","-184.3385","0"
"136634","190587","72433","63.16914","-628.3445","-184.3803","0"
"136635","190587","72467","63.0843","-627.3538","-184.4299","0"
"136636","190587","72500","62.99947","-626.3632","-184.4794","0"
"136637","190587","72533","62.91463","-625.3726","-184.5289","0"
"136638","190587","72567","62.82742","-624.3819","-184.5732","0"
"136639","190587","72600","62.74022","-623.3913","-184.6175","0"
"136640","190587","72633","62.65301","-622.4006","-184.6618","0"
"136641","190587","72667","62.56384","-621.4099","-184.7","0"
"136642","190587","72700","62.47468","-620.4191","-184.7382","0"
"136643","190587","72733","62.38379","-619.4283","-184.769","0"
"136644","190587","72767","62.29291","-618.4374","-184.7998","0"
"136645","190587","72800","62.21869","-617.6448","-184.82","0"
"136646","190587","72833","62.14447","-616.8521","-184.8402","0"
"136647","190587","72867","62.07025","-616.0594","-184.8604","0"
"136648","190587","72900","61.99603","-615.2668","-184.8806","0"
"136649","190587","72933","61.92181","-614.4741","-184.9008","0"
"136650","190587","72967","61.82753","-613.4835","-184.9263","0"
"136651","190587","73000","61.73326","-612.4927","-184.9518","0"
"136652","190587","73033","61.63899","-611.5021","-184.9774","0"
"136653","190587","73067","61.54471","-610.5114","-185.0029","0"
"136654","190587","73100","61.44992","-609.5209","-185.0343","0"
"136655","190587","73133","61.35513","-608.5305","-185.0656","0"
"136656","190587","73167","61.26033","-607.54","-185.097","0"
"136657","190587","73200","61.19713","-606.8798","-185.1222","0"
"136658","190587","73233","61.13393","-606.2197","-185.1474","0"
"136659","190587","73267","61.07073","-605.5595","-185.1726","0"
"136660","190587","73300","60.97607","-604.5696","-185.2164","0"
"136661","190587","73333","60.88142","-603.5795","-185.2603","0"
"136662","190587","73367","60.78679","-602.5898","-185.3109","0"
"136663","190587","73400","60.69215","-601.6002","-185.3615","0"
"136664","190587","73433","60.59742","-600.6108","-185.4177","0"
"136665","190587","73467","60.50269","-599.6214","-185.4739","0"
"136666","190587","73500","60.40796","-598.6321","-185.5301","0"
"136667","190587","73533","60.32231","-597.7419","-185.5849","0"
"136668","190587","73567","60.23665","-596.8518","-185.6398","0"
"136669","190587","73600","60.15099","-595.9616","-185.6946","0"
"136670","190587","73633","60.06533","-595.0715","-185.7494","0"
"136671","190587","73667","59.97968","-594.1813","-185.8043","0"
"136672","190587","73700","59.89403","-593.2912","-185.8591","0"
"136673","190587","73733","59.80838","-592.4011","-185.9139","0"
"136674","190587","73767","59.72272","-591.5109","-185.9687","0"
"136675","190587","73800","59.63707","-590.6208","-186.0235","0"
"136676","190587","73833","59.55141","-589.7306","-186.0784","0"
"136677","190587","73867","59.45544","-588.7415","-186.1364","0"
"136678","190587","73900","59.35947","-587.7523","-186.1945","0"
"136679","190587","73933","59.2635","-586.7631","-186.2525","0"
"136680","190587","73967","59.16753","-585.774","-186.3106","0"
"136681","190587","74000","59.09502","-585.0319","-186.3494","0"
"136682","190587","74033","59.02251","-584.2899","-186.3883","0"
"136683","190587","74067","58.95","-583.5478","-186.4271","0"
"136684","190587","74100","58.87749","-582.8057","-186.466","0"
"136685","190587","74133","58.7801","-581.816","-186.5102","0"
"136686","190587","74167","58.68271","-580.8264","-186.5544","0"
"136687","190587","74200","58.58345","-579.8365","-186.5919","0"
"136688","190587","74233","58.4842","-578.8467","-186.6295","0"
"136689","190587","74267","58.38494","-577.8569","-186.667","0"
"136690","190587","74300","58.28569","-576.8671","-186.7046","0"
"136691","190587","74333","58.18644","-575.8773","-186.7421","0"
"136692","190587","74367","58.08718","-574.8875","-186.7796","0"
"136693","190587","74400","57.98793","-573.8977","-186.8172","0"
"136694","190587","74433","57.92061","-573.2377","-186.837","0"
"136695","190587","74467","57.85331","-572.5778","-186.8569","0"
"136696","190587","74500","57.786","-571.9178","-186.8767","0"
"136697","190587","74533","57.68452","-570.9279","-186.8992","0"
"136698","190587","74567","57.58306","-569.9378","-186.9218","0"
"136699","190587","74600","57.4813","-568.9476","-186.935","0"
"136700","190587","74633","57.37956","-567.9574","-186.9483","0"
"136701","190587","74667","57.27778","-566.9671","-186.9505","0"
"136702","190587","74700","57.17601","-565.9769","-186.9526","0"
"136703","190587","74733","57.07479","-564.9897","-186.9425","0"
"136704","190587","74767","56.97357","-564.0026","-186.9324","0"
"136705","190587","74800","56.87172","-563.0063","-186.9124","0"
"136706","190587","74833","56.77142","-562.0225","-186.8862","0"
"136707","190587","74867","56.66987","-561.0266","-186.8526","0"
"136708","190587","74900","56.61968","-560.5349","-186.8326","0"
"136709","190587","74933","56.56948","-560.0432","-186.8127","0"
"136710","190587","74967","56.46775","-559.0477","-186.7658","0"
"136711","190587","75000","56.36724","-558.0651","-186.7136","0"
"136712","190587","75033","56.26605","-557.0766","-186.653","0"
"136713","190587","75067","56.16486","-556.0881","-186.5924","0"
"136714","190587","75100","56.0637","-555.1003","-186.5223","0"
"136715","190587","75133","55.96254","-554.1124","-186.4523","0"
"136716","190587","75167","55.86148","-553.1251","-186.3742","0"
"136717","190587","75200","55.76043","-552.1379","-186.296","0"
"136718","190587","75233","55.65955","-551.1512","-186.2112","0"
"136719","190587","75267","55.55867","-550.1645","-186.1264","0"
"136720","190587","75300","55.48311","-549.4233","-186.0578","0"
"136721","190587","75333","55.40755","-548.6821","-185.9891","0"
"136722","190587","75367","55.33199","-547.941","-185.9205","0"
"136723","190587","75400","55.25642","-547.1998","-185.8519","0"
"136724","190587","75433","55.15712","-546.2142","-185.7536","0"
"136725","190587","75467","55.05783","-545.2285","-185.6554","0"
"136726","190587","75500","54.95853","-544.2429","-185.5572","0"
"136727","190587","75533","54.85924","-543.2573","-185.4589","0"
"136728","190587","75567","54.75994","-542.2716","-185.3607","0"
"136729","190587","75600","54.66064","-541.2859","-185.2625","0"
"136730","190587","75633","54.56135","-540.3004","-185.1642","0"
"136731","190587","75667","54.46206","-539.3148","-185.066","0"
"136732","190587","75700","54.3967","-538.658","-184.9957","0"
"136733","190587","75733","54.33134","-538.0013","-184.9254","0"
"136734","190587","75767","54.26599","-537.3447","-184.8551","0"
"136735","190587","75800","54.16829","-536.3605","-184.7421","0"
"136736","190587","75833","54.07059","-535.3762","-184.6292","0"
"136737","190587","75867","53.97309","-534.3932","-184.5064","0"
"136738","190587","75900","53.8756","-533.4102","-184.3837","0"
"136739","190587","75933","53.77816","-532.4286","-184.2493","0"
"136740","190587","75967","53.68073","-531.447","-184.115","0"
"136741","190587","76000","53.58324","-530.4672","-183.9682","0"
"136742","190587","76033","53.48576","-529.4875","-183.8214","0"
"136743","190587","76067","53.38814","-528.5098","-183.6619","0"
"136744","190587","76100","53.29052","-527.532","-183.5025","0"
"136745","190587","76133","53.24165","-527.0439","-183.4181","0"
"136746","190587","76167","53.19276","-526.5558","-183.3337","0"
"136747","190587","76200","53.0956","-525.5816","-183.1534","0"
"136748","190587","76233","52.99843","-524.6074","-182.9732","0"
"136749","190587","76267","52.90126","-523.6332","-182.793","0"
"136750","190587","76300","52.80484","-522.6613","-182.6006","0"
"136751","190587","76333","52.70842","-521.6893","-182.4082","0"
"136752","190587","76367","52.61225","-520.719","-182.208","0"
"136753","190587","76400","52.51609","-519.7486","-182.0077","0"
"136754","190587","76433","52.41993","-518.7796","-181.8009","0"
"136755","190587","76467","52.32378","-517.8105","-181.594","0"
"136756","190587","76500","52.25143","-517.085","-181.4339","0"
"136757","190587","76533","52.17908","-516.3593","-181.2737","0"
"136758","190587","76567","52.10673","-515.6337","-181.1136","0"
"136759","190587","76600","52.03438","-514.908","-180.9534","0"
"136760","190587","76633","51.93714","-513.942","-180.7337","0"
"136761","190587","76667","51.8399","-512.976","-180.5139","0"
"136762","190587","76700","51.74266","-512.0099","-180.2942","0"
"136763","190587","76733","51.64423","-511.045","-180.0701","0"
"136764","190587","76767","51.54578","-510.0801","-179.8459","0"
"136765","190587","76800","51.44735","-509.1152","-179.6218","0"
"136766","190587","76833","51.36345","-508.3119","-179.4322","0"
"136767","190587","76867","51.27956","-507.5087","-179.2426","0"
"136768","190587","76900","51.19566","-506.7055","-179.0529","0"
"136769","190587","76933","51.11176","-505.9022","-178.8634","0"
"136770","190587","76967","51.02787","-505.099","-178.6738","0"
"136771","190587","77000","50.94397","-504.2957","-178.4841","0"
"136772","190587","77033","50.84067","-503.3327","-178.2541","0"
"136773","190587","77067","50.73738","-502.3697","-178.024","0"
"136774","190587","77100","50.63408","-501.4067","-177.7939","0"
"136775","190587","77133","50.53078","-500.4437","-177.5639","0"
"136776","190587","77167","50.42748","-499.4807","-177.3338","0"
"136777","190587","77200","50.32277","-498.5189","-177.0993","0"
"136778","190587","77233","50.21805","-497.5571","-176.8649","0"
"136779","190587","77267","50.11333","-496.5953","-176.6304","0"
"136780","190587","77300","50.00861","-495.6335","-176.396","0"
"136781","190587","77333","49.92956","-494.9132","-176.2162","0"
"136782","190587","77367","49.85051","-494.1929","-176.0365","0"
"136783","190587","77400","49.77145","-493.4726","-175.8567","0"
"136784","190587","77433","49.6924","-492.7522","-175.6769","0"
"136785","190587","77467","49.58665","-491.7934","-175.4311","0"
"136786","190587","77500","49.4809","-490.8346","-175.1853","0"
"136787","190587","77533","49.37515","-489.8757","-174.9394","0"
"136788","190587","77567","49.26927","-488.9186","-174.687","0"
"136789","190587","77600","49.16338","-487.9615","-174.4346","0"
"136790","190587","77633","49.05751","-487.0062","-174.1756","0"
"136791","190587","77667","48.95165","-486.0508","-173.9165","0"
"136792","190587","77700","48.84594","-485.0978","-173.6491","0"
"136793","190587","77733","48.74022","-484.1447","-173.3817","0"
"136794","190587","77767","48.68747","-483.6693","-173.2442","0"
"136795","190587","77800","48.63472","-483.1938","-173.1066","0"
"136796","190587","77833","48.52947","-482.2458","-172.822","0"
"136797","190587","77867","48.42421","-481.2977","-172.5373","0"
"136798","190587","77900","48.31897","-480.3539","-172.2387","0"
"136799","190587","77933","48.21373","-479.4101","-171.9402","0"
"136800","190587","77967","48.10847","-478.4707","-171.628","0"
"136801","190587","78000","48.00322","-477.5313","-171.3158","0"
"136802","190587","78033","47.89793","-476.5963","-170.9906","0"
"136803","190587","78067","47.79264","-475.6615","-170.6654","0"
"136804","190587","78100","47.68731","-474.7307","-170.3284","0"
"136805","190587","78133","47.58198","-473.7999","-169.9914","0"
"136806","190587","78167","47.51171","-473.1819","-169.7601","0"
"136807","190587","78200","47.44144","-472.5638","-169.5287","0"
"136808","190587","78233","47.37117","-471.9458","-169.2974","0"
"136809","190587","78267","47.26565","-471.0216","-168.9428","0"
"136810","190587","78300","47.16013","-470.0974","-168.5882","0"
"136811","190587","78333","47.05407","-469.1755","-168.2279","0"
"136812","190587","78367","46.94802","-468.2536","-167.8676","0"
"136813","190587","78400","46.84196","-467.3317","-167.5074","0"
"136814","190587","78433","46.73591","-466.4098","-167.147","0"
"136815","190587","78467","46.62985","-465.4879","-166.7868","0"
"136816","190587","78500","46.5238","-464.5659","-166.4265","0"
"136817","190587","78533","46.41774","-463.644","-166.0662","0"
"136818","190587","78567","46.34648","-463.0322","-165.8192","0"
"136819","190587","78600","46.27522","-462.4203","-165.5722","0"
"136820","190587","78633","46.20396","-461.8085","-165.3251","0"
"136821","190587","78667","46.09679","-460.8945","-164.9455","0"
"136822","190587","78700","45.98962","-459.9806","-164.5658","0"
"136823","190587","78733","45.88235","-459.0706","-164.1766","0"
"136824","190587","78767","45.77509","-458.1606","-163.7874","0"
"136825","190587","78800","45.66796","-457.2544","-163.3896","0"
"136826","190587","78833","45.56082","-456.3481","-162.9919","0"
"136827","190587","78867","45.45398","-455.4448","-162.5874","0"
"136828","190587","78900","45.34713","-454.5415","-162.1829","0"
"136829","190587","78933","45.24076","-453.6407","-161.7727","0"
"136830","190587","78967","45.13439","-452.7399","-161.3626","0"
"136831","190587","79000","45.02802","-451.8391","-160.9524","0"
"136832","190587","79033","44.94846","-451.1659","-160.6395","0"
"136833","190587","79067","44.8689","-450.4928","-160.3265","0"
"136834","190587","79100","44.78933","-449.8196","-160.0136","0"
"136835","190587","79133","44.70977","-449.1464","-159.7007","0"
"136836","190587","79167","44.60384","-448.2516","-159.2775","0"
"136837","190587","79200","44.49791","-447.3568","-158.8543","0"
"136838","190587","79233","44.39198","-446.462","-158.4311","0"
"136839","190587","79267","44.28616","-445.5692","-158.0036","0"
"136840","190587","79300","44.18034","-444.6765","-157.5761","0"
"136841","190587","79333","44.07452","-443.7838","-157.1485","0"
"136842","190587","79367","43.98653","-443.0423","-156.7894","0"
"136843","190587","79400","43.89855","-442.3009","-156.4302","0"
"136844","190587","79433","43.81055","-441.5594","-156.071","0"
"136845","190587","79467","43.72256","-440.818","-155.7119","0"
"136846","190587","79500","43.63457","-440.0765","-155.3527","0"
"136847","190587","79533","43.54659","-439.3351","-154.9935","0"
"136848","190587","79567","43.44096","-438.4459","-154.5586","0"
"136849","190587","79600","43.33534","-437.5567","-154.1236","0"
"136850","190587","79633","43.22971","-436.6675","-153.6887","0"
"136851","190587","79667","43.12409","-435.7784","-153.2537","0"
"136852","190587","79700","43.01846","-434.8892","-152.8188","0"
"136853","190587","79733","42.91284","-434","-152.3838","0"
"136854","190587","79767","42.80721","-433.1108","-151.9489","0"
"136855","190587","79800","42.70159","-432.2217","-151.5139","0"
"136856","190587","79833","42.62209","-431.7777","-151.4456","0"
"136857","190587","79867","42.54259","-431.3338","-151.3773","0"
"136858","190587","79900","42.35091","-430.4182","-151.6964","0"
"136859","190587","79933","42.20398","-429.4604","-151.9494","0"
"136860","190587","79967","42.07681","-428.505","-152.1726","0"
"136861","190587","80000","41.95748","-427.5333","-152.3846","0"
"136862","190587","80033","41.84542","-426.5711","-152.5852","0"
"136863","190587","80067","41.73777","-425.5977","-152.7801","0"
"136864","190587","80100","41.63012","-424.6242","-152.9751","0"
"136865","190587","80133","41.52611","-423.656","-153.1817","0"
"136866","190587","80167","41.4236","-422.6913","-153.4049","0"
"136867","190587","80200","41.32109","-421.7266","-153.6282","0"
"136868","190587","80233","41.25361","-421.0851","-153.7843","0"
"136869","190587","80267","41.18613","-420.4437","-153.9405","0"
"136870","190587","80300","41.11864","-419.8022","-154.0966","0"
"136871","190587","80333","41.01915","-418.8412","-154.3367","0"
"136872","190587","80367","40.91965","-417.8803","-154.5769","0"
"136873","190587","80400","40.82016","-416.9193","-154.8171","0"
"136874","190587","80433","40.72066","-415.9584","-155.0572","0"
"136875","190587","80467","40.62117","-414.9974","-155.2974","0"
"136876","190587","80500","40.52167","-414.0365","-155.5375","0"
"136877","190587","80533","40.42217","-413.0755","-155.7777","0"
"136878","190587","80567","40.32418","-412.1135","-156.0141","0"
"136879","190587","80600","40.2262","-411.1515","-156.2504","0"
"136880","190587","80633","40.12821","-410.1895","-156.4868","0"
"136881","190587","80667","40.06338","-409.5471","-156.6405","0"
"136882","190587","80700","39.99854","-408.9048","-156.7943","0"
"136883","190587","80733","39.9337","-408.2624","-156.948","0"
"136884","190587","80767","39.83711","-407.2973","-157.1719","0"
"136885","190587","80800","39.74051","-406.3322","-157.3958","0"
"136886","190587","80833","39.64465","-405.3649","-157.6108","0"
"136887","190587","80867","39.54879","-404.3976","-157.8258","0"
"136888","190587","80900","39.45383","-403.4276","-158.0286","0"
"136889","190587","80933","39.35888","-402.4577","-158.2314","0"
"136890","190587","80967","39.26583","-401.485","-158.4212","0"
"136891","190587","81000","39.17278","-400.5122","-158.611","0"
"136892","190587","81033","39.07973","-399.5394","-158.8009","0"
"136893","190587","81067","39.01898","-398.8898","-158.9222","0"
"136894","190587","81100","38.95823","-398.2402","-159.0436","0"
"136895","190587","81133","38.89748","-397.5906","-159.165","0"
"136896","190587","81167","38.8077","-396.6148","-159.3403","0"
"136897","190587","81200","38.71791","-395.6389","-159.5156","0"
"136898","190587","81233","38.62813","-394.6631","-159.6909","0"
"136899","190587","81267","38.53939","-393.6859","-159.8588","0"
"136900","190587","81300","38.45065","-392.7087","-160.0268","0"
"136901","190587","81333","38.36192","-391.7316","-160.1947","0"
"136902","190587","81367","38.27366","-390.7531","-160.3558","0"
"136903","190587","81400","38.1854","-389.7748","-160.5169","0"
"136904","190587","81433","38.09714","-388.7964","-160.6779","0"
"136905","190587","81467","38.03087","-388.0618","-160.7937","0"
"136906","190587","81500","37.9646","-387.3271","-160.9094","0"
"136907","190587","81533","37.89833","-386.5925","-161.0251","0"
"136908","190587","81567","37.83207","-385.8579","-161.1409","0"
"136909","190587","81600","37.74296","-384.8775","-161.2882","0"
"136910","190587","81633","37.65385","-383.897","-161.4355","0"
"136911","190587","81667","37.56474","-382.9165","-161.5827","0"
"136912","190587","81700","37.47437","-381.9352","-161.7237","0"
"136913","190587","81733","37.384","-380.9539","-161.8646","0"
"136914","190587","81767","37.29201","-379.972","-161.9997","0"
"136915","190587","81800","37.20002","-378.99","-162.1348","0"
"136916","190587","81833","37.10622","-378.0073","-162.2635","0"
"136917","190587","81867","37.01241","-377.0246","-162.3921","0"
"136918","190587","81900","36.94904","-376.369","-162.4731","0"
"136919","190587","81933","36.88567","-375.7133","-162.554","0"
"136920","190587","81967","36.82229","-375.0577","-162.635","0"
"136921","190587","82000","36.72599","-374.0734","-162.7478","0"
"136922","190587","82033","36.62969","-373.0891","-162.8607","0"
"136923","190587","82067","36.5322","-372.1037","-162.9633","0"
"136924","190587","82100","36.43472","-371.1183","-163.0661","0"
"136925","190587","82133","36.33619","-370.1319","-163.157","0"
"136926","190587","82167","36.23766","-369.1455","-163.248","0"
"136927","190587","82200","36.13828","-368.1581","-163.3258","0"
"136928","190587","82233","36.03891","-367.1706","-163.4036","0"
"136929","190587","82267","35.939","-366.1822","-163.4671","0"
"136930","190587","82300","35.83908","-365.1938","-163.5306","0"
"136931","190587","82333","35.78904","-364.6993","-163.5568","0"
"136932","190587","82367","35.739","-364.2048","-163.5829","0"
