Id,Unknown0,Unknown1_0,Unknown1_1,Unknown2_0,Unknown2_1,Unknown3
"2857","138363","2","0","1073741824","0","0"
"2858","138537","0","0","64","0","0"
"2864","138951","0","0","134217728","0","0"
"2868","6795","0","0","16","0","0"
"2871","139505","2","0","0","0","0"
"2886","140149","1073741824","0","0","0","0"
"2889","140471","0","0","21","0","0"
"2890","23218","0","0","21","0","0"
"2907","140762","0","0","2097152","0","0"
"2908","140763","0","0","2097152","0","0"
"2986","142925","0","0","1073741824","0","0"
"3027","144890","0","0","0","0","0"
"3038","145109","1073741824","0","0","0","0"
"3039","145110","1073741824","0","0","0","0"
"3040","145153","134217728","0","2147483648","0","0"
"3041","145205","1073741824","4","0","0","0"
"3044","145424","0","0","536870912","0","0"
"3052","145649","2147483648","0","0","0","0"
"3055","145728","134217728","0","0","0","0"
"3328","152461","0","0","0","0","-1"
"3405","153206","0","0","0","0","0"
"3466","154471","0","0","0","0","-1"
"3500","155625","0","0","1","0","0"
"3505","155722","0","0","1","0","0"
"3506","155777","0","0","2","0","0"
"3512","155868","0","0","0","0","-1"
"3513","155870","0","0","0","0","-1"
"3514","155872","0","0","0","0","-1"
"3527","156020","0","0","0","0","-1"
"3528","156098","2147483648","0","0","0","0"
"3537","156520","0","0","0","0","-1"
"3538","156521","0","0","0","0","-1"
"3539","156522","0","0","0","0","-1"
"3540","156523","0","0","0","0","-1"
"3541","156524","0","0","0","0","-1"
"3552","156767","0","0","0","0","-1"
"3553","156768","0","0","0","0","-1"
"3554","156769","0","0","0","0","-1"
"3557","156944","0","0","0","0","-1"
"3584","158081","0","0","0","0","0"
"3600","158743","2","0","0","0","0"
"3601","158754","2","0","0","0","0"
"3610","159164","0","0","16","0","0"
"3613","159244","0","0","0","0","-1"
"3614","159263","2147483648","0","0","0","0"
"3615","159286","0","0","1","0","0"
"3621","159466","0","0","0","0","-1"
"3622","120517","0","0","2147483648","0","0"
"3628","160211","0","0","1","0","0"
"3632","160349","2","0","0","0","0"
"3637","160587","0","0","0","0","-1"
"3638","160592","0","0","0","0","-1"
"3639","160767","0","0","0","0","-1"
"3645","161384","0","0","0","0","-1"
"3647","161386","0","0","0","0","-1"
"3648","161387","0","0","0","0","-1"
"3649","161388","0","0","0","0","-1"
"3650","161389","0","0","0","0","-1"
"3651","161390","0","0","0","0","-1"
"3652","161391","0","0","0","0","-1"
"3653","161392","0","0","0","0","-1"
"3654","161412","0","0","0","0","-1"
"3655","161438","0","0","0","0","-1"
"3662","161825","0","0","0","0","-1"
"3664","161854","0","0","0","0","-1"
"3665","161855","0","0","0","0","-1"
"3666","161856","0","0","0","0","-1"
"3667","161857","0","0","0","0","-1"
"3668","161862","335544320","0","134217728","0","0"
"3669","161996","0","0","0","0","-1"
"3670","161997","0","0","0","0","-1"
"3671","162001","0","0","0","0","-1"
"3672","162002","0","0","0","0","-1"
"3673","162003","0","0","0","0","-1"
"3674","162005","0","0","0","0","-1"
"3675","162006","0","0","0","0","-1"
"3676","162007","0","0","0","0","-1"
"3677","162008","0","0","0","0","-1"
"3678","162009","0","0","0","0","-1"
"3679","162010","0","0","0","0","-1"
"3680","162012","0","0","0","0","-1"
"3681","162013","0","0","0","0","-1"
"3682","162014","0","0","0","0","-1"
"3683","162015","0","0","0","0","-1"
"3684","162016","0","0","0","0","-1"
"3685","162017","0","0","0","0","-1"
"3686","162018","0","0","0","0","-1"
"3687","162019","0","0","0","0","-1"
"3688","162020","0","0","0","0","-1"
"3689","162021","0","0","0","0","-1"
"3690","162022","0","0","0","0","-1"
"3691","162023","0","0","0","0","-1"
"3692","162024","0","0","0","0","-1"
"3693","162025","0","0","0","0","-1"
"3694","162030","0","0","0","0","-1"
"3695","162031","0","0","0","0","-1"
"3696","162032","0","0","0","0","-1"
"3697","162033","0","0","0","0","-1"
"3698","162034","0","0","0","0","-1"
"3699","162035","0","0","0","0","-1"
"3700","162036","0","0","0","0","-1"
"3701","162037","0","0","0","0","-1"
"3702","162038","0","0","0","0","-1"
"3703","162039","0","0","0","0","-1"
"3704","162040","0","0","0","0","-1"
"3705","162041","0","0","0","0","-1"
"3706","162042","0","0","0","0","-1"
"3707","162043","0","0","0","0","-1"
"3708","162044","0","0","0","0","-1"
"3709","162045","0","0","0","0","-1"
"3710","162046","0","0","0","0","-1"
"3711","162047","0","0","0","0","-1"
"3712","162048","0","0","0","0","-1"
"3713","162049","0","0","0","0","-1"
"3714","162050","0","0","0","0","-1"
"3715","162264","0","0","0","0","2"
"3728","162527","0","0","0","0","-1"
"3731","162582","0","0","0","0","-1"
"3732","162619","0","0","134217728","0","0"
"3733","163393","0","0","17","0","0"
"3738","163678","134217728","0","0","0","0"
"3739","163738","0","0","0","0","-1"
"3740","163739","0","0","0","0","-1"
"3747","164067","0","0","0","0","-1"
"3751","164281","0","0","0","0","-1"
"3764","164812","0","0","1073741843","0","0"
"3765","164815","0","0","1073741826","4","0"
"3766","164862","0","0","1073741824","4","0"
"3773","165728","0","0","0","0","-1"
"3774","165730","0","0","0","0","-1"
"3775","165930","0","0","0","0","-1"
"3776","165961","1073741826","0","0","0","0"
"3777","165962","1073741826","0","0","0","3"
"3779","166323","0","0","0","0","-1"
"3784","166844","0","0","0","0","-1"
"3800","167536","0","0","134217728","0","0"
"3804","167895","2","0","0","0","0"
"3805","167896","2","0","0","0","0"
"3806","167897","2","0","0","0","0"
"3814","168505","0","0","0","0","-1"
"3815","168641","2","0","0","0","0"
"3818","168819","0","0","536870912","0","0"
"3819","168877","0","0","1","0","0"
"3820","168878","0","0","1","0","0"
"3821","168879","0","0","1","0","0"
"3822","168880","0","0","1","0","0"
"3823","168881","0","0","1","0","0"
"3825","169339","0","0","131072","0","0"
"3832","170048","2","0","0","0","0"
"3839","171206","0","0","0","0","-1"
"3840","171208","0","0","0","0","-1"
"3841","171210","0","0","0","0","-1"
"3842","171211","0","0","0","0","-1"
"3843","171212","0","0","0","0","-1"
"3844","171213","0","0","0","0","-1"
"3845","171214","0","0","0","0","-1"
"3846","171215","0","0","0","0","-1"
"3847","171216","0","0","0","0","-1"
"3848","171217","0","0","0","0","-1"
"3849","171218","0","0","0","0","-1"
"3850","171219","0","0","0","0","-1"
"3851","171220","0","0","0","0","-1"
"3852","171544","0","0","0","0","-1"
"3853","171546","0","0","0","0","-1"
"3854","171547","0","0","0","0","-1"
"3858","171745","1073741826","0","0","0","2"
"3869","172497","0","0","131072","1","0"
"3890","173088","0","0","16","0","0"
"3906","174063","335544320","0","0","0","0"
"3911","174790","0","0","0","0","-1"
"3920","175519","335544324","0","0","0","0"
"3921","175839","0","0","2097152","0","0"
"3928","176276","0","0","0","0","-1"
"3930","177206","335544320","0","0","0","0"
"3931","177214","335544320","0","0","0","0"
"3933","177422","0","0","1","0","0"
"3934","177423","0","0","1","0","0"
"3939","177766","0","0","134217728","0","0"
"3946","178338","0","0","12583168","0","0"
"3947","178341","0","0","12583168","0","0"
"3948","178342","0","0","13107456","0","0"
"3949","178345","0","0","8388608","0","0"
"3957","178815","0","0","536870912","0","0"
"3971","179112","0","0","2147483648","0","0"
"3982","179338","0","0","134217728","0","0"
"3983","179546","0","0","0","0","1"
"4012","5420","0","0","2","0","0"
"4015","182914","134217728","0","2147483648","0","0"
"4016","182915","134217728","0","2147483648","0","0"
"4017","182916","134217728","0","2147483648","0","0"
"4018","182917","134217728","0","2147483648","0","0"
"4019","182918","134217728","0","2147483648","0","0"
"4020","183060","134217728","0","2147483648","0","0"
"4021","183069","134217728","0","2147483648","0","0"
"4057","183752","0","2","0","0","0"
"4058","163358","0","2","0","0","0"
"4071","184575","0","0","0","0","-1"
"4072","184662","0","0","134217728","0","0"
"4082","185311","335544320","0","0","0","0"
"4084","185506","0","0","0","0","-1"
"4085","185609","0","0","0","0","-1"
"4098","186228","0","0","0","0","-1"
"4099","186230","0","0","0","0","-1"
"4100","186231","0","0","0","0","-1"
"4101","186232","0","0","0","0","-1"
"4102","186233","0","0","0","0","-1"
"4107","186371","1073741824","0","2","0","0"
"4114","186499","134217728","0","2147483648","0","0"
"4118","186987","0","0","0","0","1"
"4128","188550","1073741824","0","2","0","0"
"4135","189743","0","0","0","0","2"
"4136","189747","0","2","0","0","0"
"4140","190226","0","2","0","0","0"
"4147","190319","0","0","0","0","-1"
"4149","190591","0","0","0","0","3"
"4156","190984","0","0","1073741824","0","0"
"4157","191034","2","0","1073741824","0","0"
"4165","191910","2","0","0","0","0"
"4166","192081","335544320","0","16","0","0"
"4168","192191","0","0","0","0","-1"
"4169","192219","0","0","0","0","-1"
"4179","192612","2147483648","0","0","0","0"
"4182","162697","17","0","0","0","0"
"4183","162699","17","0","0","0","0"
"4184","162701","17","0","0","0","0"
"4185","192986","0","0","536870912","0","0"
"4186","193082","0","0","536870912","0","0"
"4187","193115","0","0","0","0","-1"
"4188","193371","0","0","0","0","1"
"4192","193470","0","0","0","0","1"
"4196","193635","0","0","0","0","1"
"4197","193642","0","0","0","0","1"
"4198","193643","0","0","0","0","1"
"4199","193644","0","0","0","0","1"
"4200","193645","0","0","0","0","1"
"4201","193647","0","0","0","0","1"
"4203","194002","0","0","0","0","1"
"4204","194005","0","0","0","0","1"
"4205","194007","0","0","0","0","1"
"4206","194016","0","0","0","0","1"
"4207","194018","0","0","0","0","1"
"4208","194022","0","0","0","0","1"
"4209","194024","0","0","0","0","1"
"4210","194025","0","0","0","0","1"
"4211","194026","0","0","0","0","1"
"4222","194153","0","0","1073741826","0","0"
"4223","194179","0","0","0","0","1"
"4224","194182","0","0","0","0","1"
"4225","194200","0","0","0","0","1"
"4226","194223","335544332","0","0","0","0"
"4227","194225","0","0","0","0","1"
"4229","194230","0","0","0","0","1"
"4230","194238","0","0","0","0","1"
"4231","194378","0","0","0","0","1"
"4232","194429","0","0","536870912","0","0"
"4233","194509","134217728","0","2147483648","0","0"
"4245","195122","2","0","0","0","0"
"4246","195243","0","0","0","0","1"
"4247","195244","0","0","0","0","1"
"4251","195263","0","0","0","0","1"
"4252","195265","0","0","0","0","1"
"4253","195266","0","0","0","0","1"
"4254","195267","0","0","0","0","1"
"4255","195269","0","0","0","0","1"
"4256","195291","0","0","0","0","1"
"4257","195295","0","0","0","0","1"
"4258","195298","0","0","0","0","1"
"4259","195300","0","0","0","0","1"
"4260","195312","0","0","0","0","1"
"4261","195318","0","0","0","0","1"
"4262","195321","0","0","0","0","1"
"4263","195380","0","0","0","0","1"
"4264","195381","0","0","0","0","1"
"4265","195399","0","0","0","0","1"
"4267","195451","0","0","1073741824","0","0"
"4268","195599","0","0","0","0","1"
"4269","195605","0","0","0","0","1"
"4274","195650","0","0","0","0","1"
"4275","195651","0","0","0","0","1"
"4276","195653","0","0","0","0","1"
"4277","195949","335544320","0","0","0","0"
"4278","196082","0","0","0","0","1"
"4280","196166","0","0","2147483648","0","0"
"4281","196355","0","0","0","0","1"
"4282","196356","0","0","0","0","1"
"4283","196358","0","0","0","0","1"
"4284","196416","0","0","0","0","1"
"4285","196418","0","0","0","0","1"
"4286","196419","0","0","0","0","1"
"4287","196422","0","0","0","0","1"
"4288","196429","0","0","0","0","1"
"4289","196430","0","0","0","0","1"
"4290","196434","0","0","0","0","1"
"4291","196437","0","0","0","0","1"
"4292","196463","0","0","0","0","1"
"4293","196488","0","0","2147483648","0","0"
"4294","196489","0","0","0","0","1"
"4295","196490","0","0","0","0","1"
"4296","196492","0","0","0","0","1"
"4300","196529","0","0","0","0","1"
"4301","196532","0","0","0","0","1"
"4302","196537","0","0","0","0","1"
"4303","196539","0","0","0","0","1"
"4304","196547","0","0","0","0","1"
"4305","196548","0","0","0","0","1"
"4306","196551","0","0","0","0","1"
"4307","196578","0","0","0","0","1"
"4308","196644","0","0","0","0","1"
"4309","196684","0","0","0","0","1"
"4310","196685","0","0","0","0","1"
"4311","196687","0","0","0","0","1"
"4312","196705","0","0","0","0","1"
"4313","196779","0","0","0","0","1"
"4314","196781","0","0","0","0","1"
"4315","196809","0","0","0","0","1"
"4316","196810","0","0","0","0","1"
"4317","196811","0","0","0","0","1"
"4318","196812","0","0","0","0","1"
"4319","196813","0","0","0","0","1"
"4320","196816","0","0","0","0","1"
"4321","196817","0","0","0","0","1"
"4323","196910","2","0","1073741824","0","0"
"4326","197038","0","0","0","0","1"
"4327","197047","0","0","0","0","1"
"4328","197080","0","0","0","0","1"
"4329","197138","0","0","0","0","1"
"4330","197139","0","0","0","0","1"
"4331","197140","0","0","0","0","1"
"4332","197160","0","0","0","0","1"
"4333","197161","0","0","0","0","1"
"4334","197162","0","0","0","0","1"
"4335","197163","0","0","0","0","1"
"4336","197178","0","0","0","0","1"
"4337","197199","0","0","0","0","1"
"4338","197205","0","0","0","0","1"
"4339","197248","0","0","0","0","1"
"4340","197249","0","0","0","0","1"
"4341","197278","0","0","0","0","1"
"4344","197323","0","0","1073741824","0","0"
"4345","197343","0","0","0","0","1"
"4346","197344","0","0","0","0","1"
"4347","197354","0","0","0","0","1"
"4348","197370","0","0","0","0","1"
"4349","197371","0","0","0","0","1"
"4350","197465","0","0","0","0","1"
"4351","197466","0","0","0","0","1"
"4355","197625","2","0","0","0","4"
"4356","197626","2","0","0","4","0"
"4357","197628","0","0","0","4","0"
"4358","197629","0","0","0","4","0"
"4359","197630","2","0","0","4","0"
"4360","197708","0","0","0","0","1"
"4361","197711","0","0","0","0","1"
"4362","197713","0","0","0","0","1"
"4363","197715","0","0","0","0","1"
"4364","197716","0","0","0","0","1"
"4365","197727","0","0","0","0","1"
"4366","197729","0","0","0","0","1"
"4367","197762","0","0","0","0","1"
"4368","197763","0","0","0","0","1"
"4369","197766","0","0","0","0","1"
"4370","197767","0","0","0","0","1"
"4371","197772","0","0","0","0","1"
"4372","197775","0","0","0","0","1"
"4373","197779","0","0","0","0","1"
"4375","197781","0","0","0","0","1"
"4377","197815","0","0","0","0","1"
"4378","197846","0","0","0","0","1"
"4381","197914","0","0","0","0","1"
"4382","197917","0","0","0","0","1"
"4383","197918","0","0","0","0","1"
"4385","198068","0","0","0","0","1"
"4386","198069","0","0","0","0","1"
"4387","198074","0","0","0","0","1"
"4388","198076","0","0","0","0","1"
"4395","198228","0","0","0","0","1"
"4396","198236","0","0","0","0","1"
"4397","198238","0","0","0","0","1"
"4398","198240","0","0","0","0","1"
"4399","198247","0","0","0","0","1"
"4400","198248","0","0","0","0","1"
"4401","198249","0","0","0","0","1"
"4402","198292","0","0","0","0","1"
"4403","198293","0","0","0","0","1"
"4404","198296","0","0","0","0","1"
"4405","198299","0","0","0","0","1"
"4406","198300","0","0","0","0","1"
"4407","198349","0","0","0","0","1"
"4408","198361","0","0","0","0","1"
"4409","198367","0","0","0","0","1"
"4410","198434","0","0","0","0","1"
"4411","198453","0","0","0","0","1"
"4412","198455","0","0","0","0","1"
"4413","198480","0","0","0","0","1"
"4414","198483","0","0","0","0","1"
"4415","198485","0","0","0","0","1"
"4416","198486","0","0","0","0","1"
"4417","198505","0","0","0","0","1"
"4418","198735","0","0","0","0","1"
"4419","198736","0","0","0","0","1"
"4422","198832","2","0","1073741824","0","0"
"4423","198837","2","0","1073741824","0","0"
"4428","199019","0","0","0","0","1"
"4429","199022","0","0","0","0","1"
"4430","199053","0","0","0","0","1"
"4431","199054","0","0","0","0","1"
"4432","199055","0","0","0","0","1"
"4433","199107","0","0","0","0","1"
"4434","199116","0","0","0","0","1"
"4435","199121","0","0","0","0","1"
"4439","199364","0","0","0","0","1"
"4440","199365","0","0","0","0","1"
"4441","199366","0","0","0","0","1"
"4442","199367","0","0","0","0","1"
"4443","199372","0","0","0","0","1"
"4444","199373","0","0","64","0","0"
"4445","199377","0","0","0","0","1"
"4446","199380","0","0","0","0","1"
"4447","199384","0","0","0","0","1"
"4448","199387","0","0","0","0","1"
"4449","199391","0","0","0","0","1"
"4450","199401","0","0","0","0","1"
"4451","199407","0","0","0","0","1"
"4452","199485","0","0","0","0","1"
"4455","199563","0","0","0","0","1"
"4456","199565","0","0","0","0","1"
"4457","199573","0","0","0","0","1"
"4458","199640","0","0","0","0","1"
"4459","199641","0","0","0","0","1"
"4460","199656","0","0","0","0","1"
"4461","199665","0","0","0","0","1"
"4462","199668","0","0","0","0","1"
"4463","199671","0","0","0","0","1"
"4465","199806","0","0","0","0","1"
"4466","199875","0","0","0","0","1"
"4467","199877","0","0","0","0","1"
"4468","199878","0","0","0","0","1"
"4469","199879","0","0","0","0","1"
"4470","199880","0","0","0","0","1"
"4471","199881","0","0","0","0","1"
"4472","199882","0","0","0","0","1"
"4473","199887","0","0","0","0","1"
"4474","199888","0","0","0","0","1"
"4475","199894","0","0","0","0","1"
"4478","200174","0","0","134217728","0","0"
"4480","200196","134217728","0","0","0","0"
"4481","200200","134217728","0","0","0","0"
"4482","200294","0","0","0","0","1"
"4483","200296","0","0","0","0","1"
"4484","200298","0","0","0","0","1"
"4485","200302","0","0","0","0","1"
"4486","200311","0","0","0","0","1"
"4487","200315","0","0","0","0","1"
"4488","200316","0","0","0","0","1"
"4492","200326","0","0","0","0","1"
"4493","200327","0","0","0","0","1"
"4495","200373","0","0","0","0","1"
"4496","200376","0","0","0","0","1"
"4499","200407","0","0","0","0","1"
"4501","200421","0","0","0","0","1"
"4502","200423","0","0","0","0","1"
"4503","200430","0","0","0","0","1"
"4507","200474","0","0","0","0","1"
"4508","200482","0","0","0","0","1"
"4518","200652","0","0","0","0","1"
"4519","200653","0","0","0","0","1"
"4520","200654","0","0","0","0","1"
"4521","200656","0","0","0","0","1"
"4522","200657","0","0","0","0","1"
"4523","200829","134217728","0","2147483648","0","0"
"4524","200845","0","0","0","0","1"
"4525","200846","0","0","0","0","1"
"4526","200847","0","0","0","0","1"
"4527","200849","0","0","0","0","1"
"4528","200853","0","0","0","0","1"
"4529","200856","0","0","0","0","1"
"4530","200857","0","0","0","0","1"
"4531","200859","0","0","0","0","1"
"4532","200860","0","0","0","0","1"
"4533","200861","0","0","0","0","1"
"4534","200863","0","0","0","0","1"
"4535","200870","0","0","0","0","1"
"4536","200871","0","0","0","0","1"
"4537","200872","0","0","0","0","1"
"4538","200874","0","0","0","0","1"
"4539","200875","0","0","0","0","1"
"4540","200876","0","0","0","0","1"
"4541","200951","0","0","0","0","1"
"4542","200953","0","0","0","0","1"
"4543","200954","0","0","0","0","1"
"4544","200977","0","0","0","0","1"
"4545","200979","0","0","0","0","1"
"4546","200980","0","0","0","0","1"
"4547","200986","0","0","0","0","1"
"4548","200996","0","0","0","0","1"
"4549","201009","0","0","0","0","1"
"4550","201060","0","0","2149580800","0","2"
"4560","202028","0","0","1","0","0"
"4561","202085","0","0","16","0","0"
"4562","202246","0","0","16","0","0"
"4565","202359","335544479","0","0","0","0"
"4566","202390","0","0","0","0","-1"
"4568","202794","0","0","17","0","0"
"4572","203123","0","0","1","0","0"
"4573","203126","0","0","1","0","0"
"4575","204011","134217728","0","0","0","0"
"4576","204023","0","0","0","0","-1"
"4577","204054","0","0","0","0","-1"
"4578","204065","134217728","0","2147483648","0","0"
"4579","204074","0","0","0","0","-1"
"4580","204077","0","0","0","0","-1"
"4581","204139","0","0","0","0","-1"
"4582","204197","134217728","0","0","0","0"
"4584","204213","134217728","0","0","0","0"
"4585","204215","134217728","0","0","0","0"
"4590","204880","0","0","0","0","1"
"4591","204883","134217728","0","2147483648","0","0"
"4595","204945","0","0","0","0","1"
"4596","205065","0","0","0","0","1"
"4597","205084","0","0","0","0","1"
"4598","205243","2","0","0","0","0"
"4599","205320","0","0","0","0","1"
"4600","205364","0","0","134217728","0","0"
"4601","205406","0","0","0","0","1"
"4602","205414","0","0","0","0","1"
"4603","205636","335544320","0","0","0","0"
"4611","206910","0","0","0","0","1"
"4612","206959","0","0","0","0","2"
"4613","207068","0","0","0","0","1"
"4614","207081","0","0","0","0","1"
"4615","207088","0","0","0","0","1"
"4616","207092","0","0","0","0","1"
"4617","207094","0","0","0","0","1"
"4618","207097","0","0","0","0","1"
"4619","207118","0","0","0","0","1"
"4620","207206","0","0","0","0","1"
"4621","207255","0","0","0","0","1"
"4623","207285","0","0","0","0","1"
"4624","207348","0","0","0","0","1"
"4625","207351","0","0","0","0","1"
"4626","207354","0","0","0","0","1"
"4627","207355","0","0","0","0","1"
"4628","207356","0","0","0","0","1"
"4629","207357","0","0","0","0","1"
"4630","207358","0","0","0","0","1"
"4631","207360","0","0","0","0","1"
"4632","207362","0","0","0","0","1"
"4633","207364","0","0","0","0","1"
"4637","48438","1073741845","4","0","0","0"
"4638","207553","0","0","0","0","1"
"4639","207778","0","0","0","0","1"
"4647","207903","335544320","0","134217728","0","0"
"4648","207946","0","0","0","0","1"
"4649","207947","0","0","0","0","1"
"4650","207948","0","0","0","0","1"
"4651","208039","0","0","0","0","1"
"4652","208065","0","0","0","0","1"
"4653","200851","0","0","16","0","0"
"4654","208899","0","0","0","0","1"
"4656","209069","0","0","0","0","1"
"4662","209351","134217728","0","0","0","0"
"4663","209753","0","0","1073741826","0","0"
"4665","209843","0","0","0","0","1"
"4667","210029","0","0","0","0","1"
"4668","210030","0","0","0","0","1"
"4669","210031","0","0","0","0","1"
"4670","210032","0","0","0","0","1"
"4671","210033","0","0","0","0","1"
"4672","210053","1073741826","0","0","0","6"
"4673","210065","0","0","1","0","0"
"4675","210110","0","0","0","0","1"
"4679","210557","0","0","0","0","1"
"4680","210570","0","0","0","0","1"
"4681","210571","0","0","0","0","1"
"4682","210575","0","0","0","0","1"
"4683","210579","0","0","0","0","1"
"4684","210583","0","0","0","0","1"
"4685","210590","0","0","0","0","1"
"4686","210593","0","0","0","0","1"
"4687","210631","0","0","0","0","1"
"4688","210637","0","0","0","0","1"
"4689","210638","0","0","0","0","1"
"4690","210649","0","0","0","0","1"
"4691","210650","0","0","0","0","1"
"4692","210655","0","0","0","0","1"
"4693","210663","0","0","0","0","1"
"4694","210664","0","0","0","0","1"
"4695","210666","0","0","0","0","1"
"4696","210670","0","0","0","0","1"
"4697","210676","0","0","0","0","1"
"4698","210686","0","0","0","0","1"
"4699","210687","0","0","0","0","1"
"4700","210702","0","0","0","0","1"
"4705","210722","0","0","1","0","1"
"4706","210723","0","0","0","0","1"
"4707","210918","0","0","32768","0","0"
"4708","210979","0","0","0","0","1"
"4709","210980","0","0","0","0","1"
"4710","210994","0","0","0","0","1"
"4711","211060","0","0","32768","0","0"
"4712","211138","0","0","0","0","1"
"4713","211141","0","0","1","0","0"
"4714","211210","0","0","0","0","1"
"4715","211370","335544320","0","0","0","0"
"4716","211422","0","0","0","0","1"
"4717","211426","0","0","0","0","1"
"4718","212027","2","0","1073741824","0","0"
"4719","212036","134217728","0","0","0","0"
"4720","212040","1073741824","0","0","0","0"
"4721","212198","335544320","0","0","0","0"
"4723","212332","0","0","64","0","0"
"4724","212333","0","0","64","0","0"
"4725","212335","0","0","64","0","0"
"4726","212336","0","0","64","0","0"
"4727","212337","0","0","64","0","0"
"4728","212338","0","0","64","0","0"
"4729","212283","0","0","536870912","0","0"
"4730","212383","0","0","64","0","0"
"4731","212384","0","0","64","0","0"
"4732","212385","0","0","64","0","0"
"4736","212468","0","0","64","0","0"
"4737","212469","0","0","64","0","0"
"4738","212472","0","0","64","0","0"
"4740","212528","0","0","64","0","0"
"4741","212620","0","0","134217728","0","0"
"4743","212676","0","0","1073741824","0","0"
"4744","212947","0","0","0","0","1"
"4746","213066","134217728","0","0","0","0"
"4748","213109","134217728","0","0","0","0"
"4755","213557","0","0","0","0","1"
"4756","213634","134217728","0","2147483648","0","0"
"4760","213762","134217728","0","0","0","0"
"4761","213764","0","0","17","0","0"
"4762","213771","0","0","16","0","0"
"4763","213797","2","0","1073741824","0","0"
"4764","213826","0","0","1","0","0"
"4765","213844","0","0","0","0","-1"
"4768","213985","0","0","536870912","0","0"
"4769","213986","0","0","536870912","0","0"
"4770","214274","0","0","0","0","1"
"4771","214284","0","0","0","0","1"
"4772","214411","0","0","0","0","1"
"4773","214478","0","0","0","0","1"
"4774","214483","0","0","0","0","1"
"4775","214501","0","0","0","0","1"
"4776","214502","0","0","0","0","1"
"4777","214516","0","0","0","0","1"
"4778","214736","0","0","0","0","1"
"4782","215322","0","0","0","0","1"
"4784","215381","0","0","0","0","1"
"4785","215769","134217728","0","0","0","0"
"4787","215779","0","0","0","0","1"
"4788","215795","0","0","0","0","1"
"4789","216122","0","0","0","0","1"
"4790","216135","0","0","0","0","1"
"4794","216212","0","0","0","0","1"
"4795","216273","0","0","0","0","1"
"4797","216318","0","0","0","0","1"
"4798","217020","0","0","0","0","-1"
"4800","217058","0","0","0","0","-1"
"4801","217363","0","0","0","0","1"
"4802","218312","0","0","16","0","0"
"4803","218589","134217728","0","2147483648","0","0"
"4804","218605","1073741826","0","0","0","0"
"4805","218607","0","0","0","0","1"
"4807","218635","0","0","0","0","1"
"4808","218638","0","0","0","0","1"
"4809","218796","0","0","1073741842","0","0"
"4810","218797","0","0","1073741842","0","0"
"4812","218822","0","0","0","0","1"
"4813","218826","0","0","0","0","1"
"4814","218834","0","0","0","0","1"
"4815","218835","0","0","0","0","1"
"4816","218836","0","0","0","0","1"
"4817","218850","0","0","0","0","1"
"4818","218877","0","0","0","0","1"
"4820","219222","0","0","0","0","1"
"4821","219223","0","0","0","0","1"
"4822","219376","0","0","0","0","1"
"4823","219377","0","0","0","0","1"
"4824","219380","0","0","0","0","1"
"4825","219396","0","0","0","0","1"
"4826","219397","0","0","0","0","1"
"4827","219457","0","0","2097152","0","0"
"4828","219521","134217728","0","2147483648","0","0"
"4829","219692","0","0","536870912","0","0"
"4836","220058","0","0","0","0","1"
"4837","220073","0","0","0","0","1"
"4838","220103","0","0","0","0","1"
"4839","220108","0","0","0","0","1"
"4840","220110","0","0","0","0","1"
"4841","220111","0","0","0","0","1"
"4842","220112","0","0","0","0","1"
"4843","220113","0","0","0","0","1"
"4844","220115","0","0","0","0","1"
"4845","220116","0","0","0","0","1"
"4846","220164","0","0","0","0","1"
"4847","220166","0","0","0","0","1"
"4848","220193","0","0","0","0","1"
"4849","220209","0","0","0","0","1"
"4850","220287","0","0","0","0","1"
"4851","220335","0","0","0","0","1"
"4852","220356","0","0","0","0","1"
"4854","220665","0","0","0","0","1"
"4855","220668","0","0","0","0","1"
"4856","220682","0","0","0","0","1"
"4857","220698","0","0","0","0","1"
"4858","220700","0","0","0","0","1"
"4859","220711","0","0","0","0","1"
"4860","220714","0","0","0","0","1"
"4861","220722","0","0","0","0","1"
"4862","220730","0","0","0","0","1"
"4863","220746","0","0","0","0","1"
"4864","220792","0","0","0","0","1"
"4865","220856","0","0","0","0","1"
"4866","220865","0","0","0","0","1"
"4867","220887","0","0","0","0","1"
"4869","220931","0","0","0","0","1"
"4870","220932","0","0","0","0","1"
"4871","220939","0","0","0","0","1"
"4872","221392","0","0","17","0","0"
"4873","221413","0","0","17","0","0"
"4874","221415","0","0","17","0","0"
"4875","221416","0","0","17","0","0"
"4876","203242","0","0","1","0","0"
"4877","221514","0","0","17","0","0"
"4879","222029","0","0","0","0","1"
"4880","222088","134217728","0","2147483648","0","0"
"4883","222630","0","0","0","0","1"
"4884","222646","0","0","0","0","1"
"4885","222648","0","0","0","0","1"
"4888","223039","0","0","0","0","1"
"4889","223253","2147483648","0","0","0","0"
"4890","223254","2147483648","0","0","0","0"
"4891","224125","0","0","0","0","1"
"4892","224126","0","0","0","0","1"
"4893","224127","0","0","0","0","1"
"4894","224435","0","0","1","0","0"
"4896","224841","0","0","0","0","1"
"4906","209740","0","0","1073741824","4","0"
"4907","225795","0","0","0","0","1"
"4908","226015","0","0","0","0","1"
"4909","226034","1073741826","0","0","0","0"
"4910","226277","0","0","2149580800","0","2"
"4911","226452","0","0","134217728","0","0"
"4912","226681","0","0","0","0","2"
"4917","190491","1429266655","6","0","0","0"
"4918","227511","2","0","0","0","0"
