Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1,Unknown2,Unknown3,Unknown4_0,Unknown4_1,Unknown4_2,Unknown4_3,Unknown4_4,Unknown4_5,Unknown4_6,Unknown4_7
"1789","0","0","0","99.0025","119.271","619","811","9","795","11","3","0","0","0"
"1790","5470.809","1910.262","132.8455","7.304427","8.586901","571","748","9","10","11","3","0","0","0"
"1792","4818.184","3252.824","676.5296","7.807336","7.807336","571","588","785","788","786","3","0","0","0"
"1794","0","0","0","100.5","231.6203","607","790","782","791","782","3","0","0","0"
"1796","5532.09","4717.075","330.2558","5.796371","5.821967","571","789","739","789","739","3","0","0","0"
"1797","5439.864","5263.936","-138.0341","258.882","336.8061","571","781","739","781","739","3","0","0","0"
"1798","5747.106","4972.411","-133.8248","146.4299","216.9041","571","781","739","781","739","3","0","0","0"
"1800","5217.409","5040.927","-135.9567","124.5597","188.6117","571","781","739","781","739","3","0","0","0"
"1802","5797.074","666.2813","775.4643","405.2066","476.758","571","793","794","793","794","3","0","0","0"
"1803","5174.98","4847.784","-141.2392","104.7235","144.515","571","781","739","781","739","3","0","0","0"
"1804","5219.918","4673.015","-133.4845","104.7235","144.515","571","781","739","781","739","3","0","0","0"
"1805","5432.574","4572.815","-129.5442","104.7235","144.515","571","781","739","781","739","3","0","0","0"
"1806","5721.794","4635.668","-136.5636","146.4299","216.9041","571","781","739","781","739","3","0","0","0"
"1809","5595.92","267.9688","161.8457","261.53","353.6667","571","797","796","797","796","3","0","0","0"
"1810","5803.208","597.3086","157.0672","167.841","229.3328","571","797","796","797","796","3","0","0","0"
"1811","6014.369","928.2549","147.1068","268.6479","329.6137","571","797","796","797","796","3","0","0","0"
"1812","5834.574","959.2148","158.8002","268.6479","329.6137","571","797","796","797","796","3","0","0","0"
"1813","6034.13","2188.777","937.2899","734.7924","825.3622","571","808","9","10","11","3","806","0","0"
"1814","2576.678","-5599.668","-37.73119","323.0611","388.7312","609","12","33","12","33","3","775","0","0"
"1815","2786.527","-5393.643","160.7422","160.2163","227.644","609","12","33","12","33","3","775","0","0"
"1816","2803.909","-6247.615","-24.48031","507.966","595.9388","609","12","33","12","33","3","775","0","0"
"1817","7639.708","4895.909","129.995","357.832","440.7509","571","735","705","735","705","3","0","0","0"
"1818","7708.7","-475.625","848.5084","10.31595","14.14937","571","700","9","800","11","3","810","0","0"
"1821","5046.722","-4172.824","268.4659","172.911","254.0405","571","703","783","703","783","3","0","0","0"
"1822","1381.621","868.1992","-6.045086","342.7172","410.5439","616","801","9","801","11","3","0","0","0"
"1823","237.8223","1954.255","21.37593","349.0834","408.7591","616","802","9","802","11","3","0","0","0"
"1824","545.2656","601.1543","-4.666667E-05","361.9679","420.7013","616","803","9","803","11","3","0","0","0"
"1825","105.9609","1211.956","-1.041667E-05","274.599","316.6536","616","804","9","804","11","3","0","0","0"
"1826","0","0","0","33023.02","35539.34","601","812","9","10","11","3","0","0","0"
"1831","6442.003","4907.121","-34.02459","104.4043","135.6749","571","650","9","650","11","3","777","0","0"
"1832","4860.404","-3840.801","381.0935","100.9417","133.4124","571","813","9","813","11","3","0","0","0"
"1833","4738.284","-3845.16","343.1462","48.56025","86.04195","571","813","9","813","11","3","0","0","0"
"1834","0","0","0","78.49139","810.6625","618","192","9","192","11","3","0","0","0"
"1835","0","0","0","23.64107","1937.923","599","810","9","810","11","3","0","0","0"
"1836","0","0","0","99.5","1079.74","602","810","9","810","11","3","0","0","0"
"1838","1220.347","853.8359","429.2546","454.0428","515.5204","595","720","387","816","387","3","0","0","0"
"1839","2189.3","326.4316","98.43939","605.7035","678.335","595","720","387","816","387","3","0","0","0"
"1840","1925.786","768.5479","108.5046","216.7924","282.1136","595","720","387","816","387","3","0","0","0"
"1841","1405.887","1512.902","106.4847","363.7213","435.2391","595","720","387","816","387","3","0","0","0"
"1843","7443.701","202.5156","1312.052","669.2426","762.1307","571","818","818","818","818","3","0","0","0"
"1845","7776.833","-3261.422","862.5433","268.1427","375.1573","571","819","819","819","819","819","0","0","0"
"1846","2723.012","-3649.582","177.7888","294.8846","379.519","571","671","9","671","11","3","0","0","0"
"1847","2346.958","-4244.234","135.119","1.672208","3.588623","571","603","593","679","593","3","0","0","0"
"1848","4749.021","3836.101","355.3878","174.3866","241.1517","571","821","9","821","11","3","0","0","0"
"1849","1325.168","113.5938","428.9364","558.4658","601.2274","595","720","387","816","387","3","0","0","0"
"1850","1889.338","1615.692","158.9943","254.4977","330.891","595","720","387","816","387","3","0","0","0"
"1851","1829.454","204.7305","98.31079","381.2088","438.3794","595","720","387","816","387","3","0","0","0"
"1852","1202.746","531.2441","364.5261","361.1893","416.3903","595","720","387","816","387","3","0","0","0"
"1853","1172.355","1211.152","116.4532","453.5312","510.5006","595","720","387","816","387","3","0","0","0"
"1854","1921.329","1052.036","150.0934","191.7683","237.7248","595","720","387","816","387","3","0","0","0"
"1855","0","0","0","102.0125","1673.762","617","8","9","8","11","3","0","0","0"
"1856","5012.09","-3511.848","284.9894","134.597","226.3796","571","704","783","704","783","3","0","0","0"
"1857","7938.093","2912.628","424.8259","304.891","355.4123","571","822","824","823","824","3","0","0","0"
"1858","6528.92","3151.911","671.2701","342.3752","396.626","571","774","9","774","11","3","0","0","0"
"1859","6174.224","3798.927","140.7116","418.8011","512.3799","571","743","807","743","807","3","0","0","0"
"1860","0","0","0","98.50749","114.5581","628","851","648","851","648","3","863","0","0"
"1861","2383.204","-24.00195","422.4513","572.7635","780.2526","603","828","739","828","739","3","0","0","0"
"1862","0","0","0","96.20142","137.4716","603","829","9","829","11","3","0","0","0"
"1863","4982.208","112.4531","52.22867","71.14896","88.05262","1","830","193","830","193","4","0","0","0"
"1864","7375.077","-271.3828","6.844855","119.4103","151.4489","1","830","193","830","193","4","0","0","0"
"1865","5560.918","442.2637","2.260936","124.621","149.0672","1","831","193","831","193","4","0","0","0"
"1866","-1718.672","1813.496","314.7167","12.77389","12.77389","0","832","845","832","845","3","0","0","0"
"1867","9572.398","7419.086","11.14068","239.1096","280.1747","605","832","832","10","11","3","0","0","0"
"1868","8456.375","895.2461","546.5874","249.8551","310.4777","571","836","9","836","11","3","836","0","0"
"1869","580.7773","238.1563","399.0832","144.8555","201.4857","603","837","327","837","327","3","0","0","0"
"1870","606.375","2187.624","31.61673","219.1158","295.7318","1","232","233","483","233","4","0","0","0"
"1871","2958.083","-1188.078","217.588","250.7256","302.5171","1","839","195","839","195","3","0","0","0"
"1872","2665.919","-1209.881","151.97","222.3315","273.7346","1","839","195","839","195","3","0","0","0"
"1873","2007.442","-35.8457","473.7936","113.0442","135.3614","603","840","739","840","739","3","0","0","0"
"1874","1892.968","-36.71875","436.107","176.9837","200.9444","603","841","739","841","739","3","0","0","0"
"1875","2196.487","2433.771","449.3472","399.8209","497.8835","603","841","9","841","11","3","0","0","0"
"1876","2335.03","525.625","502.3847","249.0371","319.0546","603","841","9","841","11","3","0","0","0"
"1877","-531.1445","2264.192","90.94835","287.556","550.718","1","198","199","478","199","3","0","0","0"
"1878","-1684.896","2269.48","85.84733","172.0122","362.3985","1","198","199","478","199","3","0","0","0"
"1880","-1025.203","1649.644","63.69998","368.1193","493.5916","1","847","848","847","848","3","0","0","0"
"1881","0","0","0","1.029244E+07","9.639958E+07","638","832","845","832","845","3","0","0","0"
"1886","0","0","0","98.5075","183.41","648","853","849","983","849","3","0","0","0"
"1896","-1577.002","1490.269","10.67578","268.8936","328.4967","638","857","845","857","845","3","0","0","0"
"1898","-1573.914","2542.974","127.7318","111.6864","137.7817","638","860","9","860","11","3","0","0","0"
"1899","-1969.004","2557.239","-28.08496","488.9269","566.0926","0","860","845","860","845","3","0","0","0"
"1900","-2196.553","1494.871","-42.03624","184.7038","251.1008","638","861","9","861","11","3","0","0","0"
"1901","10122.9","1002.083","149.607","804.9914","994.3427","571","871","648","871","648","3","0","0","871"
"1902","0","0","0","101.9522","312.125","649","836","648","836","648","3","836","0","0"
"1903","0","0","0","97.03725","846.8938","650","836","648","836","648","3","836","0","0"
"1904","-1903.016","1985.387","47.12587","106.6678","160.3881","0","860","845","860","845","3","0","0","0"
"1905","639.7188","2758.833","100.1225","52.0475","72.28028","648","862","849","983","849","3","0","0","0"
"1906","723.333","2791.637","104.8544","57.21222","86.56194","648","862","849","983","849","3","0","0","0"
"1907","819.2773","2835.248","103.2122","61.12056","87.08584","648","862","849","983","849","3","0","0","0"
"1908","903.1924","2887.442","100.6217","54.34306","86.25723","648","862","849","983","849","3","0","0","0"
"1909","1074.833","2988.248","115.2192","34.04445","70.08445","648","862","849","983","849","3","0","0","0"
"1910","1022.666","3155.497","121.7897","21.03256","42.77666","648","862","849","983","849","3","0","0","0"
"1911","676.3594","2160.999","66.4375","52.0475","90.74333","648","862","849","983","849","3","0","0","0"
"1912","839.083","2025.387","103.3967","44.84834","87.70611","648","862","849","983","849","3","0","0","0"
"1913","714.4717","1784.442","109.6928","35.28667","83.24445","648","862","849","983","849","3","0","0","0"
"1914","-8787.344","1382.855","174.0386","2048.211","2626.697","648","864","892","864","11","3","0","0","0"
"1917","0","0","0","52.29348","94.79133","654","832","845","832","845","3","0","0","0"
"1918","1775.822","89.4375","61.65636","72.05788","88.26543","0","866","9","866","11","3","0","0","0"
"1919","1676.052","103.7188","61.65639","90.33733","109.2199","0","866","9","866","11","3","0","0","0"
"1920","1545.407","115.7188","61.58982","78.22512","94.35807","0","866","9","866","11","3","0","0","0"
"1921","1466.074","154.1523","61.58979","78.22512","94.35807","0","866","9","866","11","3","0","0","0"
"1926","1441.76","266.4063","61.58982","104.1684","122.9029","0","866","9","866","11","3","0","0","0"
"1927","1541.005","364.5098","61.58979","94.79162","114.715","0","866","9","866","11","3","0","0","0"
"1928","1654.661","381.4219","61.65636","86.119","102.2039","0","866","9","866","11","3","0","0","0"
"1929","1759.699","381.4844","61.65636","86.119","102.2039","0","866","9","866","11","3","0","0","0"
"1930","-1602.488","1496.637","10.67584","231.1515","266.7305","654","867","845","867","845","3","0","0","0"
"1931","-1566.047","2572.222","142.1388","98.8306","135.0858","654","860","845","860","845","3","0","0","0"
"1932","-1671.021","2485.624","101.6848","75.25016","111.6509","654","860","845","860","845","3","0","0","0"
"1933","-1703.428","2394.305","67.57032","50.35859","65.34264","654","860","845","860","845","3","0","0","0"
"1934","-1726.07","2316.09","100.2474","55.99881","68.19382","654","860","845","860","845","3","0","0","0"
"1935","-1771.078","2240.496","92.37283","46.2131","62.50935","654","860","845","860","845","3","0","0","0"
"1936","-1823.406","2189.503","93.89198","46.2131","62.50935","654","860","845","860","845","3","0","0","0"
"1937","-1844.734","2111.949","86.97213","46.2131","62.50935","654","860","845","860","845","3","0","0","0"
"1938","-1878.063","2051.409","95.20528","28.56484","39.26883","654","860","845","860","845","3","0","0","0"
"1939","-1877.816","2004.543","93.82953","28.56484","39.26883","654","860","845","860","845","3","0","0","0"
"1940","-1863.518","1959.086","96.61427","28.56484","39.26883","654","860","845","860","845","3","0","0","0"
"1941","-1892.547","1914.262","97.36623","28.56484","39.26883","654","860","845","860","845","3","0","0","0"
"1942","-2196.641","1448.559","-46.73557","184.3178","236.4682","654","861","845","861","845","3","0","0","0"
"1944","-1433.033","1564.777","20.50006","72.04151","96.29726","654","832","845","832","845","3","0","0","0"
"1945","-1512.422","1653.385","20.48554","72.04151","96.29726","654","832","845","832","845","3","0","0","0"
"1946","-1690.5","1614.036","20.48945","82.11973","120.8771","0","867","845","867","845","3","0","0","0"
"1947","-1443.688","1566.793","20.50657","79.16888","93.95586","0","832","845","832","845","3","0","0","0"
"1948","-1515.533","1638.121","20.48554","79.16888","93.95586","0","832","845","832","845","3","0","0","0"
"1949","-2105.938","773.7461","106.5245","78.55054","109.6104","0","860","845","860","845","3","0","0","0"
"1950","-2199.205","1441.305","-42.97363","182.9157","245.7353","0","861","845","861","845","3","0","0","0"
"1951","-2060.547","1275.668","-76.90196","105.9574","168.5428","0","861","845","861","845","3","0","0","0"
"1952","-1741.078","1524.885","20.80322","82.11973","120.8771","0","867","845","867","845","3","0","0","0"
"1953","-1716.875","1389.059","21.66862","82.11973","120.8771","0","867","845","867","845","3","0","0","0"
"1954","-1578.209","1363.027","35.61884","82.11973","120.8771","0","867","845","867","845","3","0","0","0"
"1955","-1460.521","1407.086","35.55588","82.11973","120.8771","0","867","845","867","845","3","0","0","0"
"1956","-2251.506","1575.648","-35.22445","105.9574","168.5428","0","861","845","861","845","3","0","0","0"
"1957","-1451.924","1561.137","20.48554","71.42166","86.05851","638","868","845","868","845","3","0","0","0"
"1958","-1532.719","1656.677","20.75719","71.42166","86.05851","638","868","845","868","845","3","0","0","0"
"1960","0","0","0","102.5124","1909.305","655","832","845","832","845","3","0","0","0"
"1961","0","0","0","18.28852","494.4326","656","832","845","832","845","3","0","0","0"
"1962","0","0","0","100","441.5948","658","748","822","748","822","3","0","0","0"
"1964","-515.7813","2077.974","80.68045","223.8999","292.1083","654","869","9","10","11","3","0","0","0"
"1965","-1379.563","375.1387","7.218417","439.9194","543.9889","654","869","9","10","11","3","0","0","0"
"1966","-1984.641","200.166","-48.53278","439.9194","543.9889","654","869","9","10","11","3","0","0","0"
"1967","-474.6719","-8642.078","-647.4715","885.5238","930.1835","451","870","9","10","11","3","0","0","0"
"1968","-2218.289","1578.505","-41.18587","148.2836","202.0903","654","861","845","861","845","3","0","0","0"
"1969","-2070.609","1282.48","-76.29498","148.2836","202.0903","654","861","845","861","845","3","0","0","0"
"1970","0","0","0","101.5075","939.0189","631","748","9","748","11","3","0","0","0"
"1971","0","0","0","98.01495","1666.697","658","879","880","879","880","3","0","0","0"
"1972","5419.809","-3627.971","1630.346","412.5756","482.4696","1","899","900","899","900","3","0","0","0"
"1973","-6231.891","5077.413","-2182.131","3722.472","4229.028","0","878","878","878","878","3","0","0","0"
"1979","1181.59","1137.642","164.8047","74.19782","118.8591","648","877","9","10","11","3","0","0","0"
"1980","1165.173","983.3086","161.7286","80.62711","103.7633","648","877","9","10","11","3","0","0","0"
"1981","1123.722","1073.892","131.3386","62.70344","77.53511","648","877","9","10","11","3","0","0","0"
"1982","1043.949","1461.338","129.6228","68.37498","103.7633","648","877","9","10","11","3","0","0","0"
"1983","1094.541","1172.402","169.9473","61.33817","61.33817","648","877","9","10","11","3","0","0","0"
"2448","-5824.223","688.958","9.436198","0.7025557","0.803497","451","8","9","10","11","3","0","0","0"
"2449","-5792.932","587.4375","9.97244","998.6519","1037.328","451","884","9","884","11","3","0","0","0"
"2450","3920.63","-2648.223","1012.121","390.6374","506.7146","1","882","9","10","11","3","0","0","0"
"2451","4038.894","-3282.344","972.2547","393.682","473.9214","1","882","9","882","11","3","0","0","0"
"2453","5255.302","-2208.445","1362.922","302.0945","340.5473","1","872","9","872","11","3","0","0","0"
"2454","4976.114","-1738.039","1340.198","471.4715","584.6803","1","872","9","872","11","3","0","0","0"
"2455","4627.974","-1957.188","1175.975","254.5781","352.6681","1","872","9","872","11","3","0","0","0"
"2457","4643.942","-2515.813","1089.942","215.4517","302.3944","1","883","9","883","11","3","0","0","0"
"2458","4615.887","-2774.473","1190.961","106.9975","171.6208","1","883","9","883","11","3","0","0","0"
"2459","4643.662","-3053.723","1053.314","123.7361","182.9617","1","883","9","883","11","3","0","0","0"
"2460","4675.574","-3343.643","1027.884","194.6073","298.8459","1","883","9","883","11","3","0","0","0"
"2461","4714.851","-3695.391","1017.644","182.811","298.8459","1","883","9","883","11","3","0","0","0"
"2463","-4534.031","3898.333","128.8867","4.909389","4.909389","0","887","887","10","887","3","0","0","0"
"2468","-5593.734","3424.3","-102.6466","88.85813","133.5307","0","887","887","10","887","3","0","0","0"
"2469","-5430.738","3769.753","-121.8877","76.84386","127.7338","0","887","887","10","887","3","0","0","0"
"2470","-5318.797","4179.388","-101.983","141.1692","206.711","0","888","888","10","888","3","0","0","0"
"2471","-5645.834","4131.396","-221.3596","298.1957","408.531","0","888","888","10","888","3","0","0","0"
"2478","-6882.25","6071.489","-608.2918","260.8868","366.9267","0","889","889","10","889","3","0","0","0"
"2487","-8407.441","1611.255","41.25022","119.0884","212.9925","648","891","892","891","11","3","0","0","0"
"2488","0","0","0","25514.11","30829.62","631","905","9","905","11","3","0","0","0"
"2489","-5685.641","392.6875","27.85427","265.6778","306.0642","451","893","9","893","11","3","0","0","0"
"2490","3.117188","-822.8906","-4.722222E-06","565.1165","703.1668","631","894","9","894","11","3","902","0","0"
"2492","5142.222","-1385.875","1354.34","144.7635","189.2571","719","3036","3020","3036","3022","3019","0","0","0"
"2493","4950.82","-1509.484","1330.494","154.3246","208.1035","719","3036","3020","3036","3022","3019","0","0","0"
"2494","4730.209","-1675.531","1227.16","154.3246","208.1035","719","3036","3020","3036","3022","3019","0","0","0"
"2495","4563.081","-1816.475","1240.637","191.0905","242.3845","719","3036","3020","3036","3022","3019","0","0","0"
"2496","4548.297","-2192.703","1177.106","298.9503","376.7076","719","3036","3020","3036","3022","3019","0","0","0"
"2497","4529.637","-2544.201","1124.312","298.9503","376.7076","719","3036","3020","3036","3022","3019","0","0","0"
"2498","4540.515","-3112.5","995.4227","298.9503","376.7076","719","3036","3020","3036","3022","3019","0","0","0"
"2504","0","0","0","98.01495","210.2296","668","748","9","748","11","3","0","0","0"
"2505","486.1094","-2515.266","1045.638","81.23122","89.66215","631","897","9","897","11","3","0","0","0"
"2506","-3598.361","-5255.584","347.1306","26.98214","26.98214","0","903","304","903","304","3","0","0","0"
"2508","2362.052","-2548.428","-3.791667E-05","577.321","704.3279","631","902","9","902","11","3","0","0","0"
"2509","976.8711","-3225.873","-1.861111E-06","616.4761","763.5477","631","904","9","904","11","3","0","0","0"
"2510","1082.871","897.7529","-70.1581","3655.379","5724.405","646","912","9","912","906","3","0","0","0"
"2511","1487.824","1903.144","258.4243","1988.281","2125.933","659","907","9","907","11","3","0","0","0"
"2512","0","0","0","99.0025","229.9856","643","908","908","908","908","3","0","0","0"
"2513","0","0","0","3167.11","4225.261","670","909","9","909","11","3","0","0","0"
"2515","-9274.557","-351.6719","191.6467","27.16028","27.16028","1","893","946","893","197","3","0","0","0"
"2524","0","0","0","236.0072","424.4884","724","918","730","918","730","3","0","0","0"
"2528","0","0","0","5885.491","8753.636","657","913","9","10","11","3","0","0","0"
"2529","0","0","0","104.063","1712.34","728","868","845","868","845","3","0","0","0"
"2531","-11453.08","-3875.156","-14.56641","386.7222","510.2003","0","21","22","454","22","4","0","0","0"
"2532","-12065.38","-3639.74","44.53255","593.3458","813.7816","0","21","22","454","22","4","0","0","0"
"2533","-12528.48","-3236.008","8.770183","367.5084","498.7627","0","21","22","454","22","4","0","0","0"
"2534","-12796.41","-2718.402","20.96853","250.8493","380.6623","0","916","22","454","22","4","0","0","0"
"2536","-12589.87","-2776.361","-4.401801","164.0182","202.4956","0","916","22","454","22","4","0","0","0"
"2537","0","0","0","279.1861","2668.661","726","915","304","915","304","3","0","0","0"
"2539","-5253.516","1071.782","8.627965","35.61829","68.55627","451","922","9","10","11","3","0","0","0"
"2543","-4835.645","-5828.391","27.84831","94.05471","130.35","0","914","9","10","11","3","0","0","0"
"2546","1732.146","-1179.859","183.7182","32.85458","32.85458","0","938","45","938","45","3","0","0","0"
"2549","-260.5625","807.7393","263.4758","22.88214","43.55533","643","908","908","908","908","3","0","0","0"
"2550","-208.0938","638.7637","288.933","9.939598","22.41773","643","908","908","908","908","3","0","0","0"
"2551","-208.0313","981.8174","236.9322","9.939598","22.41773","643","908","908","908","908","3","0","0","0"
"2552","-6262.045","3664.09","-308.7304","342.4177","467.913","0","940","940","10","940","3","0","0","0"
"2553","-6194.094","4133.293","-357.834","150.9662","216.5104","0","940","940","10","940","3","0","0","0"
"2554","-5868.719","4479.512","-512.4064","108.3447","348.5443","0","940","940","10","940","3","0","0","0"
"2555","-6365.969","4357.739","-679.8167","189.7883","230.2859","0","941","941","941","941","3","0","0","0"
"2556","-6287.244","4578.902","-677.0045","170.5208","222.3807","0","941","941","941","941","3","0","0","0"
"2557","-6638.32","3741.794","-395.3513","359.4394","467.913","0","940","940","10","940","3","0","0","0"
"2558","-6796.16","4079.896","-448.2463","232.4542","310.2245","0","940","940","10","940","3","0","0","0"
"2559","-6801.25","4620.692","-606.3111","237.2911","327.8361","0","940","940","10","940","3","0","0","0"
"2561","-6726.191","4400.706","-448.8836","174.7193","227.6743","0","940","940","10","940","3","0","0","0"
"2562","-6758.578","4978.391","-426.7669","48.46024","100.5376","0","1028","1028","10","1028","3","0","0","0"
"2563","-7379.328","4213.21","-220.8388","185.6787","253.1242","0","942","942","10","942","3","0","0","0"
"2564","-7509.594","3957.428","-218.0255","185.6787","253.1242","0","942","942","10","942","3","0","0","0"
"2565","-7532.453","3683.896","-187.4303","185.6787","253.1242","0","942","942","10","942","3","0","0","0"
"2566","2313.661","-5331.258","90.34505","86.33174","114.4388","0","943","9","943","11","3","0","0","0"
"2567","-6451.281","6009.022","-534.9329","260.8868","366.9267","0","889","889","10","889","3","0","0","0"
"2568","-6143.016","5969.958","-799.1028","201.8473","285.765","0","889","889","10","889","3","0","0","0"
"2569","-7094.563","6546.841","-916.8548","285.9173","363.3391","0","944","944","10","944","3","0","0","0"
"2570","-6680.281","6391.137","-992.2277","285.9173","363.3391","0","944","944","10","944","3","0","0","0"
"2571","-6467.334","6336.054","-948.825","137.4819","239.5569","0","944","944","10","944","3","0","0","0"
"2572","-6011.861","6388.083","-1055.164","216.0125","300.3167","0","945","945","10","945","3","0","0","0"
"2574","-5631.195","6877.748","-1008.911","196.3511","276.9453","0","947","947","10","947","3","0","0","0"
"2580","-6935.945","7145.137","-877.6528","269.392","333.3639","0","950","950","10","950","3","0","0","0"
"2581","-7137.641","7543.359","-888.9472","212.1525","284.6","0","950","950","10","950","3","0","0","0"
"2585","-6363.266","3282.222","-1268.705","614.0076","749.3907","0","949","949","10","949","3","0","0","0"
"2586","-5464.932","3551.114","-695.0902","338.1154","479.1685","0","949","949","10","949","3","0","0","0"
"2587","-4848.141","3862.665","-558.0167","338.1167","425.075","0","949","949","10","949","3","0","0","0"
"2588","-7158.17","3797.527","-850.5555","338.1167","479.1694","0","949","949","10","949","3","0","0","0"
"2589","-6725.549","5445.769","-1483.515","614.0076","749.3907","0","949","949","10","949","3","0","0","0"
"2590","-7799.723","5616.109","-2206.539","1130.406","1317.758","0","949","949","10","949","3","0","0","0"
"2595","-4731.723","-4263.445","504.0472","9.234388","9.515612","0","991","992","953","11","3","0","0","0"
"2598","1127.817","547.043","514.5717","1595.816","1725.762","646","954","9","954","11","3","0","0","0"
"2599","-4015.174","-6409.176","38.01318","165.5918","264.6152","0","955","304","955","304","3","0","0","0"
"2602","0","0","0","90.47919","131.2502","736","3038","3033","3038","3033","3019","0","0","0"
"2603","779.5322","-592.3438","143.9304","138.0191","199.7264","646","957","9","10","11","3","0","0","0"
"2604","594.5586","-711.1406","143.1724","189.0476","239.7572","646","957","9","10","11","3","0","0","0"
"2605","418.1797","-442.1875","43.14025","129.2364","187.3544","646","957","9","10","11","3","0","0","0"
"2606","1649.965","1675.472","174.3253","250.8248","327.6287","646","957","9","10","11","3","0","0","0"
"2613","7350.638","-1531.643","159.4632","256.2998","358.3216","1","961","207","961","207","3","0","0","0"
"2614","1913.791","-4277.74","51.72916","122.9733","184.0516","1","962","963","962","963","3","0","0","0"
"2615","3110.834","523.5156","5.019748","178.3784","232.9511","1","964","195","964","195","3","0","0","0"
"2616","2274.43","-940.0352","86.16889","99.61027","207.8918","1","965","9","10","11","3","0","0","0"
"2617","2285.715","-1210.959","78.7041","68.42802","139.062","1","965","9","10","11","3","0","0","0"
"2618","1517.838","-1608.266","64.52897","114.1423","159.2853","0","966","9","966","11","3","0","0","0"
"2619","1691.996","-2288.75","59.09587","74.27893","118.0823","0","967","9","967","11","3","0","0","0"
"2620","1847.786","-3727.516","159.7428","70.59735","109.6734","0","943","9","943","11","3","0","0","0"
"2621","2262.896","-4456.945","111.7313","70.59735","109.6734","0","943","9","943","11","3","0","0","0"
"2622","2560.465","-4779.813","106.2577","70.59735","109.6734","0","943","9","943","11","3","0","0","0"
"2623","3155.494","-4334.268","110.3685","70.59735","109.6734","0","943","9","943","11","3","0","0","0"
"2624","2920.771","-3016.377","126.9705","70.59735","109.6734","0","943","9","943","11","3","0","0","0"
"2625","3163.543","-2770.875","169.7133","120.5432","222.4169","0","59","33","457","33","4","0","0","0"
"2626","-7818.307","2980.497","-520.7306","497.7722","610.6389","0","968","968","968","968","3","0","0","0"
"2628","-3784.531","-4578.057","156.6906","89.71361","155.96","0","1018","9","969","11","3","0","0","0"
"2629","-3802.75","-4480.945","172.1367","43.35305","95.72056","0","1018","9","969","11","3","0","0","0"
"2630","-3970.422","-5547.807","59.89695","248.3542","322.8445","0","1018","9","969","11","3","0","0","0"
"2631","-3266.223","-5490.5","90.17889","133.7311","172.7695","0","1018","9","969","11","3","0","0","0"
"2632","-2991.031","-4712.75","137.8378","106.5919","149.1617","0","970","304","970","304","3","0","0","0"
"2633","-2950.75","-4595.111","138.5195","106.5919","149.1617","0","970","304","970","304","3","0","0","0"
"2634","4292.583","-2900.084","1002.414","115.3711","182.5358","1","882","9","882","11","3","0","0","0"
"2635","-5424.223","3432.914","-132.5158","88.85806","133.5306","0","887","887","10","887","3","0","0","0"
"2636","-5165.584","3435.553","-132.1111","136.5231","186.9617","0","887","887","10","887","3","0","0","0"
"2637","-4979.611","3477.637","-126.6006","190.3892","237.8872","0","887","887","10","887","3","0","0","0"
"2638","-4759.75","3619.722","-118.9717","190.3892","237.8872","0","887","887","10","887","3","0","0","0"
"2639","-4524.641","3666.083","-123.3606","190.3892","237.8872","0","887","887","10","887","3","0","0","0"
"2640","-4517.611","3924.053","-85.74417","212.7645","268.6133","0","887","887","10","887","3","0","0","0"
"2641","-7266.057","3087.637","-515.8417","387.9722","515.6194","0","968","968","968","968","3","0","0","0"
"2642","-6837.141","2842.442","-497.1611","387.9722","515.6194","0","968","968","968","968","3","0","0","0"
"2643","-6177.391","2775.858","-476.6778","387.9722","515.6194","0","968","968","968","968","3","0","0","0"
"2644","-5513.422","2885.414","-394.7861","387.9722","515.6194","0","968","968","968","968","3","0","0","0"
"2645","-4915.473","2883.387","-326.9278","387.9722","473.4","0","968","968","968","968","3","0","0","0"
"2646","-4380.807","3125.914","-245.1245","387.9722","441.3472","0","968","968","968","968","3","0","0","0"
"2647","-3765.334","3382.303","-399.3445","570.2723","696.7584","0","968","968","968","968","3","0","0","0"
"2648","-3789.057","4123.664","-383.2222","518.9389","629.3973","0","968","968","968","968","3","0","0","0"
"2649","-4400.641","4853.106","-852.775","733.0528","845.4361","0","968","968","968","968","3","0","0","0"
"2650","-4740.084","5380.192","-749.4528","277.5097","378.8917","0","968","968","968","968","3","0","0","0"
"2651","-5006.25","5642.914","-741.4222","153.7469","261.0164","0","968","968","968","968","3","0","0","0"
"2652","-8451.42","4084.998","-1290.667","1130.406","1317.758","0","949","949","10","949","3","0","0","0"
"2653","-7917.834","7276.748","-2289.153","1130.406","1317.758","0","949","949","10","949","3","0","0","0"
"2654","-7091.25","7953.777","-2344.581","1130.406","1317.758","0","949","949","10","949","3","0","0","0"
"2655","-6120.111","7538.942","-2413.542","1130.406","1317.758","0","949","949","10","949","3","0","0","0"
"2657","-5111.031","6931.277","-2252.922","1130.406","1317.758","0","949","949","10","949","3","0","0","0"
"2658","-4599.672","5951.387","-2259.3","1130.406","1317.758","0","949","949","10","949","3","0","0","0"
"2659","-6013.834","6711.887","-1012.119","131.6897","192.6239","0","945","945","10","945","3","0","0","0"
"2660","-5760.891","6483.942","-1053.839","131.6897","192.6239","0","945","945","10","945","3","0","0","0"
"2661","-5709.973","6275.333","-1086.581","222.32","299.4445","0","945","945","10","945","3","0","0","0"
