Id,Unknown0,Unknown1,Unknown2_0,Unknown2_1,Unknown2_2,Unknown3_0,Unknown3_1,Unknown3_2,Unknown4,Unknown5,Unknown6,Unknown7_0,Unknown7_1,Unknown8
"68541","You no ogre! How you win?","","1","0","0","0","0","0","0","0","1","0","0","0"
"68542","Nobody messes with Gluk!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68543","Surprise!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68544","Pet smash! You die!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68545","We crush you!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68546","Me angry now!","","5","0","0","0","0","0","0","0","1","0","0","0"
"68547","Stupid tiny thing kill my tiny thing. RAAAAAAAAR!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68548","","You ready to go or what?","1","0","0","0","0","0","0","0","1","0","0","0"
"68549","","I don't have all day, pal!","1","0","0","0","0","0","0","0","1","0","0","0"
"68550","","Fight's over, hot stuff. Better luck next time.","1","0","0","0","0","0","0","0","1","0","0","0"
"68551","","Wait until the guys back in Everlook hear about this!","1","0","0","0","0","0","0","0","1","0","0","0"
"68552","","You're pretty good...for a rookie.","1","0","0","0","0","0","0","0","1","0","0","0"
"68553","","Yeah, yeah, you won. Big deal.","1","0","0","0","0","0","0","0","1","0","0","0"
"68554","","Hey, look over there!","25","0","0","0","0","0","0","0","1","0","0","0"
"68555","","Any tamer worth their weight in gold comes prepared!","1","0","0","0","0","0","0","0","1","0","0","0"
"68556","","Don't worry, I'm sure the next one will do great!","1","0","0","0","0","0","0","0","1","0","0","0"
"68564","","Prepare for your end.","1","0","0","0","0","0","0","0","1","0","0","0"
"68565","","You will find no solace here.","1","0","0","0","0","0","0","0","1","0","0","0"
"68568","","The damned demonstrate their superiority once more.","1","0","0","0","0","0","0","0","1","0","0","0"
"68571","","The Master will be pleased.","1","0","0","0","0","0","0","0","1","0","0","0"
"68574","","My torment continues.","1","0","0","0","0","0","0","0","1","0","0","0"
"68576","","No! You cannot defeat me!","1","0","0","0","0","0","0","0","1","0","0","0"
"68578","","The dead shall have their day yet.","1","0","0","0","0","0","0","0","1","0","0","0"
"68579","","Not to worry. I'm far from finished with you.","1","0","0","0","0","0","0","0","1","0","0","0"
"68581","","Dust to dust.","1","0","0","0","0","0","0","0","1","0","0","0"
"68582","","Ashes to ashes.","1","0","0","0","0","0","0","0","1","0","0","0"
"68583","","I'm not done yet.","1","0","0","0","0","0","0","0","1","0","0","0"
"68584","","Do you honestly think death can stop me? I am death itself!","1","0","0","0","0","0","0","0","1","0","0","0"
"68585","Come, and face the impeccable tactics of a blood knight!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68586","Challenging me was a mistake.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68587","None can withstand the onslaught of a blood knight.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68588","Victory is mine!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68589","You are a worthy opponent.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68590","Curses!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68591","Clearly a different approach is required.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68592","A true fighter never enters a battle unprepared.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68593","Let us continue the slaughter.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68594","You will fall!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68595","The balance swings in your favor, tamer.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68596","You will not defeat me!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68597","For the Alliance!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68598","By the Light, I will defeat you!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68599","Praise the Light!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68600","It was an honor fighting you.","","66","0","0","0","0","0","0","0","1","0","0","0"
"68601","The other tamers were right about you.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68602","Well done, tamer.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68603","Switch out!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68604","Every soldier matters.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68605","My victory is close at hand.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68608","For the glory of the Alliance!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68609","We will fight to the last!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68610","I will not fail!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68612","","May our battle be glorious.","1","0","0","0","0","0","0","0","1","0","0","0"
"68613","","May your pets be ready for this battle.","1","0","0","0","0","0","0","0","1","0","0","0"
"68614","","I have triumphed this day.","1","0","0","0","0","0","0","0","1","0","0","0"
"68615","","Thank you for the opportunity to demonstrate my skills.","1","0","0","0","0","0","0","0","1","0","0","0"
"68617","","Congratulations, tamer!","1","0","0","0","0","0","0","0","1","0","0","0"
"68618","","Well done, tamer!","1","0","0","0","0","0","0","0","1","0","0","0"
"68619","","Another pet joins the fray.","1","0","0","0","0","0","0","0","1","0","0","0"
"68620","","I will not let you defeat me.","1","0","0","0","0","0","0","0","1","0","0","0"
"68621","","The battle sways in my favor.","1","0","0","0","0","0","0","0","1","0","0","0"
"68622","","Victory may be mine this day.","1","0","0","0","0","0","0","0","1","0","0","0"
"68623","","I will mourn your falling.","1","0","0","0","0","0","0","0","1","0","0","0"
"68625","","This is most unfortunate.","1","0","0","0","0","0","0","0","1","0","0","0"
"68626","Here I come!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68627","You ready for this?","","6","0","0","0","0","0","0","0","1","0","0","0"
"68628","Mo'ruk wins!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68629","Nobody can beat me!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68630","You're tough!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68631","OW!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68632","Nuh uh!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68633","Tricked ya!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68634","Mo'ruk beatin' ya!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68636","Don't do that! That makes me lose!","","5","0","0","0","0","0","0","0","1","0","0","0"
"68637","Uh-oh...","","1","0","0","0","0","0","0","0","1","0","0","0"
"68638","","You think you stand a chance? I think not!","1","0","0","0","0","0","0","0","1","0","0","0"
"68643","","You're going to wish you never fought me, I promise!","1","0","0","0","0","0","0","0","1","0","0","0"
"68645","","A bountiful victory!","4","0","0","0","0","0","0","0","1","0","0","0"
"68646","","Were my pets too much for you to handle, tamer?","1","0","0","0","0","0","0","0","1","0","0","0"
"68647","","Wow, you're really strong!","1","0","0","0","0","0","0","0","1","0","0","0"
"68648","","That sure turned sour quick...","1","0","0","0","0","0","0","0","1","0","0","0"
"68649","","A diligent farmer never loses hope when her crop's in danger.","1","0","0","0","0","0","0","0","1","0","0","0"
"68650","","Nice try, but you're going to need more than that!","1","0","0","0","0","0","0","0","1","0","0","0"
"68651","","What's the problem, can't handle a simple farmer's pets?","11","0","0","0","0","0","0","0","1","0","0","0"
"68652","","You're going to have to do better than that to beat me.","1","0","0","0","0","0","0","0","1","0","0","0"
"68662","","You're really playing to win, huh?","6","0","0","0","0","0","0","0","1","0","0","0"
"68664","Prepare yourself, tamer. I come for victory.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68665","You do not intimidate me, tamer.","","25","0","0","0","0","0","0","0","1","0","0","0"
"68667","Come back when you're better prepared.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68668","Perhaps you will have better luck in our next encounter.","","2","0","0","0","0","0","0","0","1","0","0","0"
"68669","You fight with the grace of a master tamer. Well done.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68671","Very impressive, tamer.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68672","I will not allow you the pleasure.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68673","You will not defeat me so easily.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68674","To defeat an opponent in battle is to validate your strategy.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68675","It seems my strategy is superior.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68676","Do not be afraid to lose one battle if the war is won.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68677","I see. You are more formidable than I had thought.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68678","I've endured horrors you cannot possibly comprehend. Defeating you will be simple.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68679","I'll make this quick.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68680","I did not doubt my victory for a moment.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68681","Is that all you've got?","","1","0","0","0","0","0","0","0","1","0","0","0"
"68682","I will not stand for this!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68683","I've seriously underestimated your prowess.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68684","You will have to try harder than that to defeat me.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68685","You do not stand a chance. I will defeat you!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68686","Had enough?","","6","0","0","0","0","0","0","0","1","0","0","0"
"68687","You are no match for me.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68688","You got lucky.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68689","No more playing around. I will crush you!","","5","0","0","0","0","0","0","0","1","0","0","0"
"68690","","Your victories cease here, tamer.","1","0","0","0","0","0","0","0","1","0","0","0"
"68691","","Few are able to keep their balance in battle against me. Let us see if you are any different.","6","0","0","0","0","0","0","0","1","0","0","0"
"68692","","As I expected. You are not yet skilled enough to defeat me.","2","0","0","0","0","0","0","0","1","0","0","0"
"68693","","Do not fret. You are one of many I've defeated.","1","0","0","0","0","0","0","0","1","0","0","0"
"68694","","What a wonderful display of technique!","21","0","0","0","0","0","0","0","1","0","0","0"
"68695","","Your victory is well-deserved, tamer.","2","0","0","0","0","0","0","0","1","0","0","0"
"68696","","We are far from finished.","1","0","0","0","0","0","0","0","1","0","0","0"
"68697","","The Vale empowers me.","1","0","0","0","0","0","0","0","1","0","0","0"
"68698","","You may flee the battle if you so wish.","1","0","0","0","0","0","0","0","1","0","0","0"
"68699","","Fantastic!","21","0","0","0","0","0","0","0","1","0","0","0"
"68700","","Perhaps you do stand a chance against me.","1","0","0","0","0","0","0","0","1","0","0","0"
"68701","","Well done. But do you have the determination to carry through?","6","0","0","0","0","0","0","0","1","0","0","0"
"68702","So we finally meet to do battle.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68703","I already know of my coming victory.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68704","As the waters foretold.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68705","Victory is mine!","","4","0","0","0","0","0","0","0","1","0","0","0"
"68706","Caught like a fish out of water!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68707","You are quite the tamer!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68708","You cannot defeat me with such brute force.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68709","May the waters guide me.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68710","We will overwhelm you before you can react.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68711","My pets claim yet another victim.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68712","There are plenty more where that came from!","","1","0","0","0","0","0","0","0","1","0","0","0"
"68713","This is not going well...","","1","0","0","0","0","0","0","0","1","0","0","0"
"68714","You have already lost.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68715","I will defeat you.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68716","The true master has emerged victorious.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68718","All a part of my plan.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68719","I have lost to your mastery.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68720","I do not understand. How could I lose?","","1","0","0","0","0","0","0","0","1","0","0","0"
"68721","Rest, so that the battle may continue to flow in our favor.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68722","You cannot defeat the shifting sands of this land.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68723","Another death hidden under the desert sand.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68724","The battle shifts in my favor once more.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68725","A most frustrating occurence.","","1","0","0","0","0","0","0","0","1","0","0","0"
"68726","Perhaps this battle will not be as easy as I thought...","","1","0","0","0","0","0","0","0","1","0","0","0"
"68727","Go Emeralda! Show them the folly of their ways!","","25","0","0","0","0","0","0","0","1","0","0","0"
"68728","","Go get 'em, Fangs!","25","0","0","0","0","0","0","0","1","0","0","0"
"68729","Clean them up, Foe Reaper 800!","","25","0","0","0","0","0","0","0","1","0","0","0"
"68730","","You can do it, Flulfftail!","25","0","0","0","0","0","0","0","1","0","0","0"
"68731","Finish them, Blackfang.","","25","0","0","0","0","0","0","0","1","0","0","0"
"68732","Give 'em hell, Burgle!","","25","0","0","0","0","0","0","0","1","0","0","0"
"68733","Spike, show dem what you can do!","","25","0","0","0","0","0","0","0","1","0","0","0"
"68734","","Tear them apart, Ripper!","25","0","0","0","0","0","0","0","1","0","0","0"
"68735","","It's your turn, Mr. Pinch!","25","0","0","0","0","0","0","0","1","0","0","0"
"68737","","Show dem pain, Constrictor.","25","0","0","0","0","0","0","0","1","0","0","0"
"68738","","Rockhide, show them your strength!","25","0","0","0","0","0","0","0","1","0","0","0"
"68739","Rasp, shoot fire!","","0","0","0","0","0","0","0","0","1","0","0","0"
"68740","","Willow, it's your turn to soar!","0","0","0","0","0","0","0","0","1","0","0","0"
"68741","","Nobody can beat Cluckatron!","0","0","0","0","0","0","0","0","1","0","0","0"
"68742","Alright, Blaze, let's roast 'em!","","0","0","0","0","0","0","0","0","1","0","0","0"
"68743","Face the fury of Ultramus!","","0","0","0","0","0","0","0","0","1","0","0","0"
"68744","","Cho'guana, teach them a lesson.","0","0","0","0","0","0","0","0","1","0","0","0"
"68745","","Blizzy, knock 'em out cold!","0","0","0","0","0","0","0","0","1","0","0","0"
"68746","Perhaps Subject 142 will be more successful than Subject 141.","","0","0","0","0","0","0","0","0","1","0","0","0"
"68747","","Plaguebringer, show them the power of the plague!","0","0","0","0","0","0","0","0","1","0","0","0"
"68748","Face the wrath of Obsidiion!","","0","0","0","0","0","0","0","0","1","0","0","0"
"68749","Come on out, Croaker!","","0","0","0","0","0","0","0","0","1","0","0","0"
"68750","Ignious, burn 'em up for me, won't you?","","0","0","0","0","0","0","0","0","1","0","0","0"
"68751","","Hunt them down, Nightstalker.","0","0","0","0","0","0","0","0","1","0","0","0"
"68752","","Goliath online.","0","0","0","0","0","0","0","0","1","0","0","0"
"68753","You can do it, Fungor!","","0","0","0","0","0","0","0","0","1","0","0","0"
"68754","Stompy, show this tamer what you can do!","","0","0","0","0","0","0","0","0","1","0","0","0"
"68755","Chomps, it is your turn to demonstrate your power.","","0","0","0","0","0","0","0","0","1","0","0","0"
"68756","Arcanus, show them our endless power!","","0","0","0","0","0","0","0","0","1","0","0","0"
"68757","I believe in you, Gobbles!","","0","0","0","0","0","0","0","0","1","0","0","0"
"68758","Stitch, would you please show our upcoming tamer how we like to battle?","","0","0","0","0","0","0","0","0","1","0","0","0"
"68759","Drogar, destroy them!","","0","0","0","0","0","0","0","0","1","0","0","0"
"68760","Fleshrender kill you now.","","0","0","0","0","0","0","0","0","1","0","0","0"
"68761","Grizzle, the pride of Ironforge, come onto the field!","","0","0","0","0","0","0","0","0","1","0","0","0"
"68762","","Dor the Wall, please join us on the battlefield.","0","0","0","0","0","0","0","0","1","0","0","0"
"68763","Needleback gonna beatcha!","","0","0","0","0","0","0","0","0","1","0","0","0"
"68764","","Nobody can beat you, Toothbreaker!","0","0","0","0","0","0","0","0","1","0","0","0"
"68765","Bleat, come face this foe.","","0","0","0","0","0","0","0","0","1","0","0","0"
"68766","Come fight, Crusher.","","0","0","0","0","0","0","0","0","1","0","0","0"
"68767","","Stormlash, vanquish these foes.","0","0","0","0","0","0","0","0","1","0","0","0"
"68768","Tear em ta pieces, Fracture!","","0","0","0","0","0","0","0","0","1","0","0","0"
"68769","I call upon you, Kali.","","0","0","0","0","0","0","0","0","1","0","0","0"
"68770","Leave no trace of them, Amythel. Destroy them!","","0","0","0","0","0","0","0","0","1","0","0","0"
"68771","You stand no chance against the might of Pyth.","","0","0","0","0","0","0","0","0","1","0","0","0"
"68772","Skimmer, old friend, it is your turn to battle.","","0","0","0","0","0","0","0","0","1","0","0","0"
"68902","And so it begins.","","2","0","0","0","0","0","0","0","1","0","0","0"
"68903","Please enjoy the rest of your time at the Faire. Or did you want another round...?","","2","0","0","0","0","0","0","0","1","0","0","0"
"68904","Well done, well done.","","21","0","0","0","0","0","0","0","1","0","0","0"
"68905","Shall we try another...?","","6","0","0","0","0","0","0","0","1","0","0","0"
"68906","They ARE the Faire's finest, after all.","","4","0","0","0","0","0","0","0","1","0","0","0"
"68907","Alas! Too soon.","","274","0","0","0","0","0","0","0","1","0","0","0"
"68991","Alrighty! I think we are going to need to call in some air support for this one.","","0","0","0","0","0","0","0","0","5","0","0","0"
"68992","Demolishers? Nothing a little gnomish enginuity can't overcome. Send in the copters!","","0","0","0","0","0","0","0","0","5","0","0","0"
"68993","Hmm. These Demolishers seem to have a serious weakness to rockets. Send in the copters!","","0","0","0","0","0","0","0","0","5","0","0","0"
"68994","Orcs are dangerous but mounted orcs are more so. Release the hounds!","","0","0","0","0","0","0","0","0","7","0","0","0"
"68995","Wolves in captivity? We should ""rescue"" these poor animals.","","0","0","0","0","0","0","0","0","7","0","0","0"
"68996","You know, I have often thought of making a mechano-pup. We should study these wolves more closely.","","0","0","0","0","0","0","0","0","7","0","0","0"
"68997","Ah! This will give me a chance to test out my Tunnel-Tron Mk V! Hold on tight!","","0","0","0","0","0","0","0","0","5","0","0","0"
"68998","Time to get you inside the fortress. Hold on tight!","","0","0","0","0","0","0","0","0","5","0","0","0"
"68999","Time to test my new ""Fly-Diggy Wing"" upgrade! Hang on!","","0","0","0","0","0","0","0","0","5","0","0","0"
"69001","Woops! Sorry about that.","","0","0","0","0","0","0","0","0","5","0","0","0"
"69002","Hmm. Telemetry seems to be off.","","0","0","0","0","0","0","0","0","5","0","0","0"
"69003","Note to self: Build parascope.","","0","0","0","0","0","0","0","0","5","0","0","0"
"69004","Was that a wall? That sounded like a wall.","","0","0","0","0","0","0","0","0","5","0","0","0"
"69005","This would be a lot easier if I could see.","","0","0","0","0","0","0","0","0","5","0","0","0"
"69021","Goblin bombs. They have one major weakness: Other Bombs. I'll be right back.","","0","0","0","0","0","0","0","0","5","0","0","0"
"69022","More Goblin Bombs? It seems like only yesturday I was getting rid of a pile of goblin bombs. Wait here a moment.","","0","0","0","0","0","0","0","0","5","0","0","0"
"69023","Goblins sure do love their bombs. Let's go ahead and show them how a gnome makes a bomb. I'll be right back.","","0","0","0","0","0","0","0","0","5","0","0","0"
"69351","... I've seen the fear in your eyes, Jubeka.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69352","","What is it you wished to show me...?","0","0","0","0","0","0","1","0","5","0","0","0"
"69353","Gul'dan destroyed this world in his bid for power... you're concerned I will do the same to Azeroth.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69354","","What...? No! I.. I have... no idea...","0","0","0","0","0","0","1","0","5","0","0","0"
"69355","","No! Stay back...! You... you're dangerous. I remain content summoning demons, but you...","0","0","0","0","0","0","1","0","5","0","0","0"
"69356","","...you toy with becoming one yourself!","0","0","0","0","0","0","1","0","5","0","0","0"
"69357","...","","0","0","0","0","0","0","1","0","5","0","0","0"
"69358","There are two sides to the blade of demonology...","","0","0","0","0","0","0","1","0","5","0","0","0"
"69359","... the threats that besiege us from the outside...","","0","0","0","0","0","0","1","0","5","0","0","0"
"69360","... and those that threaten us from within.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69361","I chose you as my companion for a reason.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69362","... If I fail, I need you to banish me forever.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69363","","And what depraved reason is that...?","0","0","0","0","0","0","1","0","5","0","0","0"
"69364","I tire of your evasive babble, doomguard. Explain to me why you and your kind are drawn to sacrificial magics.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69365","My contract is to fight for you, not to reveal the Legion's secrets, mortal.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69366","Do not attempt to deceive me, demon!","","0","0","0","0","0","0","1","0","5","0","0","0"
"69367","Your kind far predates Sargeras's betrayal. What WERE you?","","0","0","0","0","0","0","1","0","5","0","0","0"
"69368","","This knowledge is useless... what are you trying to achieve, Kanrethad?","0","0","0","0","0","0","1","0","5","0","0","0"
"69369","STAY OUT OF THIS! The demon will answer, NOW!","","0","0","0","0","0","0","1","0","5","0","0","0"
"69370","What an odd demand. Not even my own kind care about our origins. Why should you?","","0","0","0","0","0","0","1","0","5","0","0","0"
"69371","If you do not care then there is no harm telling me.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69372","... before Sargeras freed us, we were the Titan's hounds. Forever enslaved to police the use of arcane magics.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69373","Sacrificial magic was considered the greatest violation of life and we were attuned to instantly punish those who delved into such... delicious sorcery.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69374","You have your petty secret, Kanrethad. Now, I demand knowledge from you... why do you care?","","0","0","0","0","0","0","1","0","5","0","0","0"
"69375","I don't believe that is part of our contract. We are done here.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69376","Jubeka, complete the ritual.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69379","","Such strange creatures. Why do they remain so long after the Legion has left?","0","0","0","0","0","0","1","0","5","0","0","0"
"69380","...there's a slight flaw in that supposition.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69381","The observers were in the service of Illidan... not the Legion.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69382","","Oh?","0","0","0","0","0","0","1","0","5","0","0","0"
"69383","","Well, he's gone too... so why are they still around?","0","0","0","0","0","0","1","0","5","0","0","0"
"69384","How should I know?","","0","0","0","0","0","0","1","0","5","0","0","0"
"69385","","Well, I've spent weeks trying to understand how to summon one of these things. If you know something I don't, I'd appreciate it if you'd share it with us ""lesser"" mortals.","0","0","0","0","0","0","1","0","5","0","0","0"
"69386","What's the problem? You handled the binding of the fel imps and voidlords effortlessly.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69387","","They were trivial by comparison! These things are never in the same place.","0","0","0","0","0","0","1","0","5","0","0","0"
"69388","","There's something... strange about them... something out of place...","0","0","0","0","0","0","1","0","5","0","0","0"
"69389","","Oh dear...","0","0","0","0","0","0","1","0","5","0","0","0"
"69436","Champion, may I have a word with you? In private... ?","","0","0","0","0","0","0","0","0","5","34261","0","0"
"69437","You are a hero of the Horde. Your deeds in Northrend and during the Cataclysm are the stuff of legend. For this reason, I trust in your discretion.","","0","0","0","0","0","0","0","0","5","34262","0","0"
"69438","I am a ranger, not a politician. But like it or not, the mantle of leadership has fallen on my shoulders.","","0","0","0","0","0","0","0","0","5","34263","0","0"
"69439","My people, who have suffered through so many challenges and betrayals, look to me to secure their future.","","0","0","0","0","0","0","0","0","5","34264","0","0"
"69440","We Sin'dorei were driven to the Horde by the bigotry and distrust of the Alliance.","","0","0","0","0","0","0","0","0","5","34265","0","0"
"69441","Now, I look at our Warchief, and I begin to see the very same racism. He is willing to throw away our lives for his agenda.","","0","0","0","0","0","0","0","0","5","34266","0","0"
"69442","Know this: I won't stand idle if the Horde interests conflict with those of my people. I may reconsider old Alliances.","","0","0","0","0","0","0","0","0","5","34267","0","0"
"69443","Keep your eyes open, champion. We are all in this together... for now.","","0","0","0","0","0","0","0","0","5","34268","0","0"
"69444","My father isn't asking you to pledge the Kirin-Tor to the Alliance-","","0","0","0","0","0","0","0","0","7","34179","0","0"
"69445","","Anduin, I know exactly what he's asking. Oh - look who's arrived.","0","0","0","0","0","0","0","0","7","0","34310","0"
"69446","","Nobody dislikes Garrosh more than me. I wrestle with my anger every day.","0","0","0","0","0","0","0","0","7","0","34311","0"
"69447","","Come with me - look around you a moment.","0","0","0","0","0","0","0","0","7","0","34312","0"
"69448","","In the aftermath of Theramore, my first instinct was to decimate Orgrimmar - to kill every man woman and child in the city.","0","0","0","0","0","0","0","0","7","0","34313","0"
"69449","","I'm not proud.  Since then, Kalecgos and I have talked at length about power, and how it should be used.","0","0","0","0","0","0","0","0","7","0","34314","0"
"69450","...Jaina!","","0","0","0","0","0","0","0","0","7","34180","0","0"
"69451","","The Kirin-Tor has a legacy of abuse. Kel'thuzad turned his knowledge of the arcane arts toward Necromancy.","0","0","0","0","0","0","0","0","7","0","34315","0"
"69452","","Kael'thas Sunstrider was also a student here, another of our fold who betrayed us.","0","0","0","0","0","0","0","0","7","0","34316","0"
"69453","","Anduin, you know more than anyone, it's important to separate the Horde from its people.","0","0","0","0","0","0","0","0","7","0","34318","0"
"69454","","Every day I ask myself: ""What's the right thing to do?""","0","0","0","0","0","0","0","0","7","0","34317","0"
"69455","","The Sunreavers still operate within this city. Alliance and Horde work together.","0","0","0","0","0","0","0","0","7","0","34319","0"
"69456","","As long as we stay above the war, then there's hope for the world as a whole.","0","0","0","0","0","0","0","0","7","0","34320","0"
"69457","","I see our city as a beacon of light, showing the way.","0","0","0","0","0","0","0","0","7","0","34321","0"
"69458","","If we can trust one another here, then there's hope for the rest of the world.","0","0","0","0","0","0","0","0","7","0","34322","0"
"69459","","I see our city as a beacon of light, showing the way.","0","0","0","0","0","0","0","0","7","0","0","0"
"69460","","If we can trust one another here, then there's hope for the rest of the world.","0","0","0","0","0","0","0","0","7","0","0","0"
"69461","","Thank you, Anduin.","0","0","0","0","0","0","0","0","7","0","34323","0"
"69462","I understand. I'll talk to my father.","","0","0","0","0","0","0","0","0","7","34181","0","0"
"69504","For years it has languished, slowly growing in strength...","","0","0","0","0","0","0","1","0","5","0","0","0"
"69505","","This... is amazing... an untapped store of raw arcane energy.","0","0","0","0","0","0","1","0","5","0","0","0"
"69506","","Imagine what we could summon with just a fraction of this power!","0","0","0","0","0","0","1","0","5","0","0","0"
"69507","Summon... ha, imagine what we could become if fused with power of this magnitude...","","0","0","0","0","0","0","1","0","5","0","0","0"
"69508","The powers of this room are not unlike the original Well of Eternity in Azeroth.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69509","","So this is how Illidan bound so many demons to his will...","0","0","0","0","0","0","1","0","5","0","0","0"
"69510","Yes. The payment for the demons' service was to drink from the energy of this place.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69511","By feeding upon this place's power, they were broken free from their addiction to the Legion's magic.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69512","I believe this is the original power source he intended to offer the blood elves to free them from their addiction to the Sunwell... but for some reason he didn't let them near it...","","0","0","0","0","0","0","1","0","5","0","0","0"
"69513","","What?? You have no proof of such a claim.","0","0","0","0","0","0","1","0","5","0","0","0"
"69514","Didn't you notice? The demons under Illidan's command were free of the entropic, fel-green corruption that pervades the Legion.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69515","","... why do you talk so much, Kanrethad?","0","0","0","0","0","0","1","0","5","0","0","0"
"69516","I was there... at the end...","","0","0","0","0","0","0","1","0","5","0","0","0"
"69519","","... oh dear, are you going to regale me with yet another of your horrible stories?","0","0","0","0","0","0","1","0","5","0","0","0"
"69520","... shut up.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69522","I think I liked you better when your jaw was missing.","","0","0","0","0","0","0","1","0","5","0","0","0"
"69523","","Did you hear that?! Those Ashtongue dogs are coming. Let's hurry up and start the ritual!","0","0","0","0","0","0","1","0","5","0","0","0"
