Id,Unknown0,Unknown1_0,Unknown1_1,Unknown2_0,Unknown2_1
"1036","39742","0","0","238","0"
"1037","39895","0","0","14","0"
"1038","39961","0","0","238","0"
"1039","39963","0","0","238","0"
"1040","39971","0","0","162","0"
"1041","40033","0","0","162","0"
"1042","40034","0","0","162","0"
"1043","40035","0","0","162","0"
"1044","40036","0","0","162","0"
"1045","40274","0","0","14","15"
"1046","40514","0","0","238","0"
"1047","40658","32578","0","0","0"
"1048","40659","32578","0","0","0"
"1049","40660","32578","0","0","0"
"1050","40661","32578","0","0","0"
"1051","40741","32578","0","0","0"
"1052","41132","0","0","162","0"
"1053","41133","0","0","162","0"
"1054","41134","0","0","162","0"
"1055","41135","0","0","162","0"
"1056","41307","0","0","162","14"
"1057","41311","0","0","14","15"
"1058","41312","0","0","14","15"
"1059","41314","0","0","14","15"
"1060","41315","0","0","14","15"
"1061","41316","0","0","14","15"
"1062","41317","0","0","14","15"
"1063","41318","0","0","14","15"
"1064","41319","0","0","14","15"
"1065","41320","0","0","14","15"
"1066","41321","0","0","14","15"
"1067","41414","0","0","238","0"
"1068","41415","0","0","238","0"
"1069","41418","0","0","238","0"
"1070","42558","0","0","238","0"
"1071","42588","0","0","238","0"
"1072","42589","0","0","238","0"
"1073","42590","0","0","238","0"
"1074","42591","0","0","238","0"
"1075","42592","0","0","238","0"
"1076","42593","0","0","238","0"
"1077","42613","0","0","10","0"
"1078","42615","0","0","41","0"
"1079","42620","0","0","41","0"
"1080","42662","0","0","162","0"
"1081","42688","0","0","162","0"
"1082","42829","0","0","4","0"
"1083","42974","0","0","63","0"
"1084","43493","0","0","238","0"
"1085","43549","0","0","162","0"
"1086","43676","0","0","14","0"
"1087","43846","0","0","162","0"
"1088","44119","0","0","62","0"
"1089","44155","0","0","14","162"
"1090","44157","0","0","14","162"
"1091","44383","0","0","41","0"
"1092","44391","0","0","162","14"
"1094","44484","0","0","63","0"
"1095","44488","0","0","63","0"
"1096","44489","0","0","63","0"
"1097","44492","0","0","63","0"
"1099","44500","0","0","63","0"
"1100","44506","0","0","62","0"
"1101","44508","0","0","63","0"
"1102","44509","0","0","63","0"
"1103","44510","0","0","63","0"
"1104","44513","0","0","63","0"
"1105","44524","0","0","63","0"
"1106","44528","0","0","62","0"
"1107","44529","0","0","63","0"
"1108","44555","0","0","62","0"
"1110","44575","0","0","190","0"
"1111","44576","0","0","190","0"
"1112","44582","0","0","62","0"
"1113","44584","0","0","63","0"
"1114","44588","0","0","63","0"
"1115","44589","0","0","63","0"
"1117","44591","0","0","190","0"
"1118","44592","0","0","62","0"
"1119","44593","0","0","63","0"
"1120","44595","0","0","190","0"
"1122","44598","0","0","63","0"
"1123","44612","0","0","63","0"
"1124","44616","0","0","63","0"
"1125","44621","0","0","190","0"
"1126","44623","0","0","62","0"
"1127","44625","0","0","190","0"
"1128","44629","0","0","63","0"
"1129","44630","0","0","63","0"
"1130","44631","0","0","190","0"
"1131","44633","0","0","63","0"
"1132","44635","0","0","63","0"
"1135","44794","0","0","238","0"
"1136","45382","0","0","121","0"
"1137","45765","0","0","63","0"
"1138","46106","0","0","14","15"
"1139","46107","0","0","14","15"
"1140","46108","0","0","14","15"
"1141","46109","0","0","14","15"
"1142","46110","0","0","14","15"
"1143","46111","0","0","14","15"
"1144","46112","0","0","14","15"
"1145","46113","0","0","14","15"
"1146","46114","0","0","14","15"
"1147","46115","0","0","14","15"
"1148","46116","0","0","14","15"
"1149","46122","0","0","238","0"
"1150","46123","0","0","238","0"
"1151","46124","0","0","238","0"
"1152","46125","0","0","238","0"
"1153","46126","0","0","238","0"
"1154","46127","0","0","238","0"
"1155","46140","0","0","162","0"
"1156","46141","0","0","162","0"
"1157","46142","0","0","162","0"
"1158","46144","0","0","162","0"
"1159","46403","0","0","238","0"
"1161","46405","0","0","238","0"
"1162","46578","0","0","62","0"
"1163","46594","0","0","41","0"
"1164","46597","0","0","238","0"
"1165","46601","0","0","238","0"
"1166","46697","0","0","162","14"
"1167","46775","0","0","238","0"
"1168","46776","0","0","238","0"
"1169","46777","0","0","238","0"
"1170","46778","0","0","238","0"
"1171","46779","0","0","238","0"
"1172","46803","0","0","238","0"
"1173","47051","0","0","62","0"
"1174","47053","0","0","238","0"
"1175","47054","0","0","238","0"
"1176","47055","0","0","238","0"
"1177","47056","0","0","238","0"
"1178","47672","0","0","190","0"
"1179","47715","0","0","63","0"
"1180","47766","0","0","63","0"
"1181","47898","0","0","190","0"
"1182","47899","0","0","190","0"
"1183","47900","0","0","63","0"
"1184","47901","0","0","190","0"
"1185","48114","0","0","121","0"
"1186","48116","0","0","121","0"
"1188","48247","0","0","121","0"
"1189","48248","0","0","121","0"
"1191","49383","0","0","14","0"
"1194","50598","0","0","121","0"
"1195","50599","0","0","121","0"
"1196","50600","0","0","121","0"
"1197","50601","0","0","121","0"
"1198","50602","0","0","121","0"
"1199","50603","0","0","121","0"
"1200","50604","0","0","121","0"
"1201","50605","0","0","121","0"
"1202","50606","0","0","121","0"
"1203","50607","0","0","121","0"
"1204","50608","0","0","121","0"
"1205","50609","0","0","121","0"
"1206","50610","0","0","121","0"
"1207","50611","0","0","121","0"
"1208","50612","0","0","121","0"
"1209","50614","0","0","121","0"
"1210","50616","0","0","121","0"
"1211","50617","0","0","121","0"
"1212","50618","0","0","121","0"
"1213","50619","0","0","121","0"
"1214","50620","0","0","121","0"
"1215","51364","0","0","162","14"
"1216","52567","0","0","162","0"
"1217","52568","0","0","162","0"
"1218","52569","0","0","162","0"
"1219","52570","0","0","162","0"
"1220","52571","0","0","162","0"
"1221","52572","0","0","162","0"
"1223","52739","0","0","121","0"
"1224","52843","0","0","121","0"
"1225","53281","0","0","15","0"
"1226","53462","0","0","121","0"
"1227","53681","0","0","141","0"
"1228","53771","0","0","12","0"
"1229","53773","0","0","12","0"
"1230","53774","0","0","12","0"
"1231","53775","0","0","12","0"
"1232","53776","0","0","12","0"
"1233","53777","0","0","12","0"
"1234","53779","0","0","12","0"
"1235","53780","0","0","12","0"
"1236","53781","0","0","12","0"
"1237","53782","0","0","12","0"
"1238","53783","0","0","12","0"
"1239","53784","0","0","12","0"
"1240","53830","0","0","238","0"
"1241","53831","0","0","238","0"
"1242","53832","0","0","238","0"
"1245","53843","0","0","238","0"
"1246","53844","0","0","238","0"
"1247","53845","0","0","238","0"
"1249","53852","0","0","238","0"
"1251","53854","0","0","238","0"
"1253","53856","0","0","238","0"
"1254","53857","0","0","238","0"
"1255","53859","0","0","238","0"
"1256","53860","0","0","238","0"
"1257","53861","0","0","238","0"
"1261","53865","0","0","238","0"
"1265","53869","0","0","238","0"
"1266","53870","0","0","238","0"
"1267","53871","0","0","238","0"
"1268","53872","0","0","238","0"
"1269","53873","0","0","238","0"
"1270","53874","0","0","238","0"
"1271","53875","0","0","238","0"
"1272","53876","0","0","238","0"
"1273","53877","0","0","238","0"
"1275","53879","0","0","238","0"
"1276","53880","0","0","238","0"
"1278","53882","0","0","238","0"
"1279","53883","0","0","238","0"
"1280","53884","0","0","238","0"
"1281","53885","0","0","238","0"
"1287","53891","0","0","238","0"
"1288","53892","0","0","238","0"
"1289","53893","0","0","238","0"
"1290","53894","0","0","238","0"
"1292","53917","0","0","238","0"
"1293","53918","0","0","238","0"
"1294","53919","0","0","238","0"
"1295","53920","0","0","238","0"
"1296","53921","0","0","238","0"
"1297","53922","0","0","238","0"
"1298","53923","0","0","238","0"
"1299","53924","0","0","238","0"
"1300","53925","0","0","238","0"
"1307","53932","0","0","238","0"
"1308","53933","0","0","238","0"
"1309","53934","0","0","238","0"
"1311","53941","0","0","238","0"
"1312","53943","0","0","238","0"
"1313","53945","0","0","238","0"
"1314","53946","0","0","238","0"
"1316","53948","0","0","238","0"
"1317","53949","0","0","238","0"
"1319","53951","0","0","238","0"
"1320","53952","0","0","238","0"
"1322","53954","0","0","238","0"
"1323","53955","0","0","238","0"
"1325","53957","0","0","238","0"
"1326","53958","0","0","238","0"
"1328","53960","0","0","238","0"
"1329","53961","0","0","238","0"
"1330","53962","0","0","238","0"
"1331","53963","0","0","238","0"
"1333","53965","0","0","238","0"
"1334","53966","0","0","238","0"
"1336","53968","0","0","238","0"
"1340","53972","0","0","238","0"
"1342","53974","0","0","238","0"
"1343","53975","0","0","238","0"
"1344","53976","0","0","238","0"
"1345","53977","0","0","238","0"
"1346","53978","0","0","238","0"
"1347","53979","0","0","238","0"
"1348","53980","0","0","238","0"
"1349","53981","0","0","238","0"
"1352","53984","0","0","238","0"
"1353","53985","0","0","238","0"
"1354","53986","0","0","238","0"
"1355","53987","0","0","238","0"
"1356","53988","0","0","238","0"
"1359","53991","0","0","238","0"
"1361","53993","0","0","238","0"
"1362","53994","0","0","238","0"
"1364","53996","0","0","238","0"
"1365","53997","0","0","238","0"
"1366","53998","0","0","238","0"
"1367","54000","0","0","238","0"
"1368","54001","0","0","238","0"
"1370","54003","0","0","238","0"
"1372","54005","0","0","238","0"
"1376","54009","0","0","238","0"
"1378","54011","0","0","238","0"
"1379","54012","0","0","238","0"
"1381","54014","0","0","238","0"
"1382","54017","0","0","238","0"
"1383","54019","0","0","238","0"
"1384","54020","0","0","12","0"
"1385","54023","0","0","238","0"
"1386","54353","0","0","15","0"
"1387","54550","0","0","162","0"
"1388","54551","0","0","162","0"
"1389","54552","0","0","162","0"
"1390","54553","0","0","162","0"
"1391","54554","0","0","162","0"
"1392","54555","0","0","162","0"
"1393","54556","0","0","162","0"
"1394","54557","0","0","162","0"
"1395","54736","0","0","14","0"
"1396","54793","0","0","14","0"
"1397","54917","0","0","162","0"
"1398","54918","0","0","162","0"
"1399","54941","0","0","162","0"
"1400","54944","0","0","162","0"
"1401","54945","0","0","162","0"
"1402","54946","0","0","162","0"
"1403","54947","0","0","162","0"
"1404","54948","0","0","162","0"
"1405","54949","0","0","162","0"
"1406","54978","0","0","162","0"
"1407","54979","0","0","162","0"
"1408","54980","0","0","162","0"
"1409","54981","0","0","162","0"
"1412","55002","0","0","14","0"
"1413","55013","0","0","162","0"
"1414","55014","0","0","162","0"
"1415","55015","0","0","162","0"
"1416","55016","0","0","14","0"
"1417","55017","0","0","162","0"
"1418","55055","0","0","162","0"
"1419","55056","0","0","162","0"
"1420","55057","0","0","162","0"
"1421","55058","0","0","162","0"
"1422","55174","0","0","162","0"
"1423","55177","0","0","162","0"
"1424","55179","0","0","162","0"
"1425","55181","0","0","162","0"
"1426","55182","0","0","162","0"
"1427","55183","0","0","162","0"
"1428","55184","0","0","162","0"
"1429","55185","0","0","162","0"
"1430","55186","0","0","162","0"
"1431","55187","0","0","162","0"
"1432","55200","0","0","162","0"
"1433","55201","0","0","162","0"
"1435","55203","0","0","162","0"
"1436","55204","0","0","162","0"
"1437","55206","0","0","162","0"
"1438","55298","0","0","162","0"
"1439","55300","0","0","162","0"
"1440","55301","0","0","162","0"
"1441","55302","0","0","162","0"
"1442","55303","0","0","162","0"
"1443","55304","0","0","162","0"
"1444","55305","0","0","162","0"
"1445","55306","0","0","162","0"
"1446","55307","0","0","162","0"
"1447","55308","0","0","162","0"
"1448","55309","0","0","162","0"
"1449","55310","0","0","162","0"
"1450","55311","0","0","162","0"
"1451","55312","0","0","162","0"
"1452","55369","0","0","162","0"
"1453","55370","0","0","162","0"
"1454","55371","0","0","162","0"
"1455","55372","0","0","162","0"
"1456","55373","0","0","162","0"
"1457","55374","0","0","162","0"
"1458","55375","0","0","162","0"
"1459","55376","0","0","162","0"
"1460","55377","0","0","162","0"
"1461","55384","0","0","238","0"
"1462","55386","0","0","238","0"
"1463","55387","0","0","238","0"
"1464","55388","0","0","238","0"
"1465","55389","0","0","238","0"
"1466","55390","0","0","238","0"
"1467","55392","0","0","238","0"
"1468","55393","0","0","238","0"
"1469","55394","0","0","238","0"
"1470","55395","0","0","238","0"
"1471","55396","0","0","238","0"
"1472","55397","0","0","238","0"
"1473","55398","0","0","238","0"
"1474","55399","0","0","238","0"
"1475","55400","0","0","238","0"
"1476","55401","0","0","238","0"
"1477","55402","0","0","238","0"
"1478","55403","0","0","238","0"
"1479","55404","0","0","238","0"
"1480","55405","0","0","238","0"
"1481","55407","0","0","238","0"
"1487","55834","0","0","162","0"
"1488","55835","0","0","162","0"
"1489","55839","0","0","162","0"
"1490","56049","0","0","238","0"
"1491","56052","0","0","238","0"
"1492","56053","0","0","238","0"
"1494","56055","0","0","238","0"
"1495","56056","0","0","238","0"
"1499","56079","0","0","238","0"
"1500","56081","0","0","238","0"
"1501","56083","0","0","238","0"
"1502","56084","0","0","238","0"
"1503","56085","0","0","238","0"
"1504","56086","0","0","238","0"
"1505","56087","0","0","238","0"
"1506","56088","0","0","238","0"
"1508","56193","0","0","238","0"
"1509","56194","0","0","238","0"
"1510","56195","0","0","238","0"
"1511","56196","0","0","238","0"
"1512","56197","0","0","238","0"
"1513","56199","0","0","238","0"
"1514","56201","0","0","238","0"
"1515","56202","0","0","238","0"
"1516","56203","0","0","238","0"
"1517","56205","0","0","238","0"
"1518","56206","0","0","238","0"
"1519","56208","0","0","238","0"
"1520","56234","0","0","162","0"
"1521","56273","42440","0","0","0"
"1522","56280","0","0","162","0"
"1523","56349","0","0","162","0"
"1524","56357","0","0","162","0"
"1525","56400","0","0","162","0"
"1526","56459","0","0","162","0"
"1527","56460","0","0","14","15"
"1528","56461","0","0","162","0"
"1529","56462","0","0","162","0"
"1530","56463","0","0","14","15"
"1531","56464","0","0","162","0"
"1532","56465","0","0","162","0"
"1533","56466","0","0","162","0"
"1534","56467","0","0","162","0"
"1535","56468","0","0","162","15"
"1536","56469","0","0","162","0"
"1537","56470","0","0","162","0"
"1538","56471","0","0","162","0"
"1539","56472","0","0","162","0"
"1540","56473","0","0","162","0"
"1543","56476","0","0","162","0"
"1544","56477","0","0","162","0"
"1545","56478","0","0","162","0"
"1546","56479","0","0","162","0"
"1547","56480","0","0","162","0"
"1548","56481","0","0","162","0"
"1549","56483","0","0","162","0"
"1550","56484","0","0","162","0"
"1551","56486","0","0","162","0"
"1552","56487","0","0","162","0"
"1553","56496","0","0","238","0"
"1554","56497","0","0","238","0"
"1555","56498","0","0","238","0"
"1556","56499","0","0","238","0"
"1557","56500","0","0","238","0"
"1558","56501","0","0","238","0"
"1559","56514","0","0","162","15"
"1560","56549","0","0","162","0"
"1561","56550","0","0","162","0"
"1562","56551","0","0","162","0"
"1563","56552","0","0","162","0"
"1564","56553","0","0","162","0"
"1565","56554","0","0","162","0"
"1566","56555","0","0","162","0"
"1567","56556","0","0","162","0"
"1568","56574","0","0","162","0"
"1574","56948","0","0","121","0"
"1590","56965","0","0","121","0"
"1608","56986","0","0","121","0"
"1654","57032","0","0","121","0"
"1748","57209","0","0","121","0"
"1763","57224","0","0","121","0"
"1802","57263","0","0","121","0"
"1821","57425","0","0","12","0"
"1822","57427","0","0","12","0"
"1823","57703","0","0","121","0"
"1824","57704","0","0","121","0"
"1825","57706","0","0","121","0"
"1826","57707","0","0","121","0"
"1827","57708","0","0","121","0"
"1828","57709","0","0","121","0"
"1829","57710","0","0","121","0"
"1830","57711","0","0","121","0"
"1831","57712","0","0","121","0"
"1832","57713","0","0","121","0"
"1833","57714","0","0","121","0"
"1834","57715","0","0","121","0"
"1835","57716","0","0","121","0"
"1837","58141","0","0","238","0"
"1838","58142","0","0","238","0"
"1839","58143","0","0","238","0"
"1840","58144","0","0","238","0"
"1841","58145","0","0","238","0"
"1842","58146","0","0","238","0"
"1843","58147","0","0","238","0"
"1844","58148","0","0","238","0"
"1845","58149","0","0","238","0"
"1846","58150","0","0","238","0"
"1848","58287","0","0","121","0"
"1860","58301","0","0","121","0"
"1870","58312","0","0","121","0"
"1874","58316","0","0","121","0"
"1878","58320","0","0","121","0"
"1890","58332","0","0","121","0"
"1899","58341","0","0","121","0"
"1903","58345","0","0","121","0"
"1905","58347","0","0","121","0"
"1906","58472","0","0","121","0"
"1907","58473","0","0","121","0"
"1908","58476","0","0","121","0"
"1909","58478","0","0","121","0"
"1910","58480","0","0","121","0"
"1911","58481","0","0","121","0"
"1912","58482","0","0","121","0"
"1913","58483","0","0","121","0"
"1914","58484","0","0","121","0"
"1915","58485","0","0","121","0"
"1916","58486","0","0","121","0"
"1917","58487","0","0","121","0"
"1918","58488","0","0","121","0"
"1919","58489","0","0","121","0"
"1920","58490","0","0","121","0"
"1921","58491","0","0","121","0"
"1922","58492","0","0","238","0"
"1923","58507","0","0","238","0"
"1924","58565","0","0","121","0"
"1925","58856","43567","43568","0","0"
"1926","58954","0","0","238","0"
"1932","59387","0","0","121","0"
"1933","59405","0","0","162","0"
"1934","59406","0","0","162","0"
"1935","59436","0","0","162","0"
"1936","59438","0","0","162","0"
"1937","59440","0","0","162","0"
"1938","59441","0","0","162","0"
"1939","59442","0","0","162","0"
"1940","59475","0","0","121","0"
"1941","59478","0","0","121","0"
"1942","59480","0","0","121","0"
"1943","59484","0","0","121","0"
"1944","59486","0","0","121","0"
"1945","59487","0","0","121","0"
"1947","59489","0","0","121","0"
"1948","59490","0","0","121","0"
"1949","59491","0","0","121","0"
"1950","59493","0","0","121","0"
"1951","59494","0","0","121","0"
"1952","59495","0","0","121","0"
"1953","59496","0","0","121","0"
"1954","59497","0","0","121","0"
"1955","59498","0","0","121","0"
"1959","59502","0","0","121","0"
"1960","59503","0","0","121","0"
"1961","59504","0","0","121","0"
"1965","59619","0","0","190","0"
"1966","59621","0","0","190","0"
"1967","59625","0","0","190","0"
"1969","59759","0","0","238","0"
"1970","60336","0","0","121","0"
"1971","60337","0","0","121","0"
"1972","60350","0","0","12","0"
"1973","60606","0","0","62","0"
"1974","60609","0","0","62","0"
"1975","60616","0","0","62","0"
"1976","60621","0","0","63","0"
"1977","60623","0","0","63","0"
"1978","60653","0","0","63","0"
"1979","60663","0","0","63","0"
"1980","60668","0","0","63","0"
"1981","60691","0","0","190","0"
"1982","60692","0","0","190","0"
"1983","60707","0","0","190","0"
"1984","60714","0","0","190","0"
"1985","60763","0","0","190","0"
"1986","60767","0","0","190","0"
"1988","60867","0","0","14","15"
"1989","60874","0","0","162","0"
"1990","61008","0","0","162","0"
"1991","61009","0","0","162","0"
"1992","61010","0","0","162","0"
"1995","61471","0","0","15","0"
"1996","61481","0","0","162","0"
"1997","61482","0","0","162","0"
"1998","61483","0","0","162","0"
"2001","62202","0","0","162","0"
"2002","62256","0","0","190","0"
"2003","62257","0","0","190","0"
"2004","62271","0","0","162","0"
"2005","62941","0","0","238","0"
"2006","62948","0","0","190","0"
"2007","62959","0","0","63","0"
"2008","63182","0","0","162","0"
"2009","63187","0","0","162","0"
"2010","63188","0","0","162","0"
"2011","63189","0","0","162","0"
"2012","63190","0","0","162","0"
"2013","63191","0","0","162","0"
"2014","63192","0","0","162","0"
"2015","63743","0","0","238","0"
"2016","63746","0","0","9","0"
"2017","63750","0","0","162","14"
"2020","64051","0","0","121","0"
"2021","64053","0","0","121","0"
"2026","64250","0","0","121","0"
"2036","64260","0","0","121","0"
"2037","64261","0","0","121","0"
"2086","64441","0","0","190","0"
"2087","64579","0","0","190","0"
"2088","64725","0","0","238","0"
"2089","64726","0","0","238","0"
"2090","64727","0","0","238","0"
"2091","64728","0","0","238","0"
"2093","66338","0","0","238","0"
"2094","66428","0","0","238","0"
"2095","66429","0","0","238","0"
"2097","66431","0","0","238","0"
"2098","66432","0","0","238","0"
"2100","66434","0","0","238","0"
"2101","66435","0","0","238","0"
"2105","66439","0","0","238","0"
"2107","66441","0","0","238","0"
"2108","66442","0","0","238","0"
"2109","66443","0","0","238","0"
"2111","66445","0","0","238","0"
"2112","66446","0","0","238","0"
"2113","66447","0","0","238","0"
"2114","66448","0","0","238","0"
"2116","66450","0","0","238","0"
"2118","66452","0","0","238","0"
"2119","66453","0","0","238","0"
"2120","66497","0","0","238","0"
"2121","66498","0","0","238","0"
"2122","66499","0","0","238","0"
"2124","66501","0","0","238","0"
"2125","66502","0","0","238","0"
"2128","66505","0","0","238","0"
"2129","66506","0","0","238","0"
"2131","66554","0","0","238","0"
"2133","66556","0","0","238","0"
"2134","66557","0","0","238","0"
"2137","66560","0","0","238","0"
"2138","66561","0","0","238","0"
"2139","66562","0","0","238","0"
"2144","66567","0","0","238","0"
"2145","66568","0","0","238","0"
"2146","66569","0","0","238","0"
"2147","66570","0","0","238","0"
"2148","66571","0","0","238","0"
"2149","66572","0","0","238","0"
"2150","66573","0","0","238","0"
"2151","66574","0","0","238","0"
"2153","66576","0","0","238","0"
"2156","66579","0","0","238","0"
"2158","66581","0","0","238","0"
"2159","66582","0","0","238","0"
"2160","66583","0","0","238","0"
"2161","66584","0","0","238","0"
"2162","66585","0","0","238","0"
"2163","66586","0","0","238","0"
"2165","66658","0","0","12","0"
"2166","66659","0","0","12","0"
"2167","66660","0","0","12","0"
"2168","66662","0","0","12","0"
"2169","66663","0","0","12","0"
"2170","66664","0","0","12","0"
"2171","67091","0","0","162","0"
"2172","67092","0","0","162","0"
"2173","67093","0","0","162","0"
"2174","67094","0","0","162","0"
"2175","67095","0","0","162","0"
"2176","67096","0","0","162","0"
"2177","67130","0","0","162","0"
"2178","67131","0","0","162","0"
"2179","67132","0","0","162","0"
"2180","67133","0","0","162","0"
"2181","67134","0","0","162","0"
"2182","67135","0","0","162","0"
"2183","67326","0","0","14","15"
"2185","67790","0","0","162","0"
"2186","67824","0","0","14","15"
"2187","67839","0","0","14","0"
"2188","67920","0","0","14","15"
"2189","68067","0","0","162","14"
"2190","68166","0","0","121","0"
"2191","68835","0","0","4","0"
"2192","69385","0","0","121","0"
"2193","69412","0","0","63","0"
"2194","69996","0","0","121","0"
"2195","70562","0","0","162","0"
"2196","70563","0","0","162","0"
"2197","70565","0","0","162","0"
"2198","70566","0","0","162","0"
"2199","70567","0","0","162","0"
"2200","70568","0","0","162","0"
"2204","71692","0","0","63","0"
"2208","73223","0","0","238","0"
"2209","73224","0","0","238","0"
"2210","73225","0","0","238","0"
"2211","73226","0","0","238","0"
"2213","73228","0","0","238","0"
"2214","73229","0","0","238","0"
"2215","73230","0","0","238","0"
"2216","73231","0","0","238","0"
"2217","73232","0","0","238","0"
"2218","73233","0","0","238","0"
"2219","73234","0","0","238","0"
"2220","73239","0","0","238","0"
"2221","73240","0","0","238","0"
"2222","73241","0","0","238","0"
"2223","73242","0","0","238","0"
"2224","73243","0","0","238","0"
"2225","73244","0","0","238","0"
"2226","73245","0","0","238","0"
"2227","73246","0","0","238","0"
"2228","73247","0","0","238","0"
"2229","73248","0","0","238","0"
"2230","73249","0","0","238","0"
"2231","73250","0","0","238","0"
"2232","73258","0","0","238","0"
"2233","73259","0","0","238","0"
"2234","73260","0","0","238","0"
"2235","73262","0","0","238","0"
"2236","73263","0","0","238","0"
"2237","73264","0","0","238","0"
"2238","73265","0","0","238","0"
"2239","73266","0","0","238","0"
"2240","73267","0","0","238","0"
"2241","73268","0","0","238","0"
"2242","73269","0","0","238","0"
"2243","73270","0","0","238","0"
"2244","73271","0","0","238","0"
"2245","73272","0","0","238","0"
"2246","73273","0","0","238","0"
"2248","73275","0","0","238","0"
"2249","73276","0","0","238","0"
"2250","73277","0","0","238","0"
"2251","73278","0","0","238","0"
"2252","73279","0","0","238","0"
"2253","73280","0","0","238","0"
"2255","73290","20815","0","0","0"
"2272","15786","0","0","2","0"
"2315","55656","0","0","162","0"
"2323","60866","0","0","14","15"
"2328","73222","0","0","238","0"
"2329","73227","0","0","238","0"
"2330","73274","0","0","238","0"
"2331","73281","0","0","238","0"
"2332","73335","0","0","238","0"
"2333","73336","0","0","238","0"
"2334","73337","0","0","238","0"
"2335","73338","0","0","238","0"
"2336","73339","0","0","238","0"
"2337","73340","0","0","238","0"
"2338","73341","0","0","238","0"
"2339","73343","0","0","238","0"
"2340","73344","0","0","238","0"
"2341","73345","0","0","238","0"
"2342","73346","0","0","238","0"
"2343","73347","0","0","238","0"
"2344","73348","0","0","238","0"
"2345","73349","0","0","238","0"
"2346","73350","0","0","238","0"
"2347","73351","0","0","238","0"
"2348","73352","0","0","238","0"
"2349","73353","0","0","238","0"
"2350","73354","0","0","238","0"
"2351","73355","0","0","238","0"
"2352","73356","0","0","238","0"
"2353","73357","0","0","238","0"
"2354","73358","0","0","238","0"
"2355","73359","0","0","238","0"
"2356","73360","0","0","238","0"
"2357","73361","0","0","238","0"
"2358","73362","0","0","238","0"
"2359","73364","0","0","238","0"
"2360","73365","0","0","238","0"
"2361","73366","0","0","238","0"
"2362","73367","0","0","238","0"
"2363","73368","0","0","238","0"
"2364","73369","0","0","238","0"
"2365","73370","0","0","238","0"
"2366","73371","0","0","238","0"
"2367","73372","0","0","238","0"
"2368","73373","0","0","238","0"
"2369","73374","0","0","238","0"
"2370","73375","0","0","238","0"
"2371","73376","0","0","238","0"
"2372","73377","0","0","238","0"
"2373","73378","0","0","238","0"
"2374","73379","0","0","238","0"
"2375","73380","0","0","238","0"
"2376","73381","0","0","238","0"
"2377","73382","0","0","238","0"
"2378","73383","0","0","238","0"
"2379","73384","0","0","238","0"
"2380","73396","0","0","238","0"
"2381","73397","0","0","238","0"
"2382","73398","0","0","238","0"
"2383","73399","0","0","238","0"
"2384","73400","0","0","238","0"
"2385","73401","0","0","238","0"
"2386","73402","0","0","238","0"
"2387","73403","0","0","238","0"
"2388","73404","0","0","238","0"
"2389","73405","0","0","238","0"
"2390","73406","0","0","238","0"
"2391","73407","0","0","238","0"
"2392","73408","0","0","238","0"
"2393","73409","0","0","238","0"
"2394","73464","0","0","238","0"
"2395","73465","0","0","238","0"
"2396","73466","0","0","238","0"
"2397","73467","0","0","238","0"
"2398","73468","0","0","238","0"
"2399","73469","0","0","238","0"
"2400","73470","0","0","238","0"
"2401","73471","0","0","238","0"
"2402","73472","0","0","238","0"
"2403","73473","0","0","238","0"
"2404","73474","0","0","238","0"
"2405","73475","0","0","238","0"
"2406","73476","0","0","238","0"
"2407","73620","0","0","238","0"
"2408","73621","0","0","238","0"
"2409","73622","0","0","238","0"
"2410","73623","0","0","238","0"
"2411","73624","20815","0","0","0"
"2412","73625","0","0","238","0"
"2413","73626","0","0","238","0"
"2414","73627","0","0","238","0"
"2415","73639","20815","0","0","0"
"2416","73640","20815","0","0","0"
"2417","73641","20815","0","0","0"
"2418","73642","20815","0","0","0"
"2419","73643","20815","0","0","0"
"2420","74132","0","0","190","0"
"2421","74189","0","0","190","0"
"2422","74191","0","0","190","0"
"2423","74192","0","0","190","0"
"2424","74193","0","0","190","0"
"2425","74195","0","0","190","0"
"2426","74197","0","0","190","0"
"2427","74198","0","0","190","0"
"2428","74199","0","0","190","0"
"2429","74200","0","0","190","0"
"2430","74201","0","0","190","0"
"2431","74202","0","0","190","0"
"2432","74207","0","0","190","0"
"2433","74211","0","0","190","0"
"2434","74212","0","0","190","0"
"2435","74213","0","0","190","0"
"2436","74214","0","0","190","0"
"2441","74220","0","0","190","0"
"2442","74223","0","0","190","0"
"2443","74225","0","0","190","0"
"2444","74226","0","0","190","0"
"2445","74229","0","0","190","0"
"2446","74230","0","0","190","0"
"2447","74231","0","0","190","0"
"2448","74232","0","0","190","0"
"2449","74234","0","0","190","0"
"2450","74235","0","0","190","0"
"2451","74236","0","0","190","0"
"2452","74237","0","0","190","0"
"2453","74238","0","0","190","0"
"2454","74239","0","0","190","0"
"2455","74240","0","0","190","0"
"2456","74242","0","0","209","0"
"2457","74244","0","0","209","0"
"2458","74246","0","0","209","0"
"2459","74247","0","0","209","0"
"2460","74248","0","0","190","0"
"2461","74250","0","0","209","0"
"2462","74251","0","0","190","0"
"2463","74252","0","0","209","0"
"2464","74253","0","0","209","0"
"2465","74254","0","0","190","0"
"2466","74255","0","0","190","0"
"2467","74256","0","0","190","0"
"2470","76178","0","0","162","0"
"2471","76179","0","0","162","0"
"2472","76180","0","0","162","0"
