Id,X,Y,Z,Unknown,Name,Map
"1795","185.622","828.282","51.5458","292.359","Deepholm, Twilight Terrace GY","646"
"1796","446.428","1637.64","348.958","235.21","Deepholm, Stone Hearth GY","646"
"1797","-4920.65","-1833.17","80.8201","45","Thousand Needles, Darkcloud Pinnacle GY (NEW)","1"
"1798","909.46","1337.36","27.6449","340","Gilneas BG - Graveyard (Alliance Spawn)","761"
"1799","1430.44","983.861","0.225735","90","Gilneas BG - Graveyard (Horde Spawn)","761"
"1800","-3064.45","-4090.78","265.559","316.042","Twilight Highlands, Vermillion Redoubt GY","0"
"1801","-2721.93","-5637.99","377.711","95.0911","Twilight Highlands, Kirthaven GY","0"
"1802","-2733.64","-5936.39","87.6831","318.516","Twilight Highlands, Krazzworks GY","0"
"1803","-3897.87","-6230.07","27.497","131.09","Twilight Highlands, Dragonmaw Port GY","0"
"1804","-4204.08","-5461.91","20.1605","356.988","Twilight Highlands, Smoot's Patrol GY","0"
"1805","-4674.14","-6372.62","12.2487","46.9379","Twilight Highlands, Twilight Shore GY","0"
"1806","853.372","1074.76","-11.3081","0","Maelstrom GY","730"
"1807","-540.168","1331.29","22.8201","55","Tol Barad - Graveyard, Horde Daily","732"
"1808","-456.946","1168.55","15.7554","0","Tol Barad - Graveyard, Alliance Daily","732"
"1809","1880.23","-1680.63","59.8027","5","Western Plaguelands, Argent Areal GY","0"
"1810","-908.714","1625.82","68.321","320","Ruins of Gilneas, Forward Command GY","0"
"1811","-1189.59","1153.47","24.2826","224","Ruins of Gilneas, Emberstone Village GY","0"
"1812","-4153.02","-3690.4","207.425","270","Twilight Highlands, Grim Batol GY","0"
"1813","-3939.25","-6792.69","6.95455","195","Twilight Highlands, Dragonmaw Port Ship GY","736"
"1814","-4146.43","-4775.14","119.027","140","Twilight Highlands, Victory Point GY","0"
"1815","-4796.93","-4870.53","192.11","195","Twilight Highlands, Crushblow GY","0"
"1816","-3720.15","-5189.95","40.9509","41","Twilight Highlands, Bloodgulch GY","0"
"1817","5164.82","-4667.19","829.499","350","Winterspring, Gorge Upper Ledge","1"
"1818","-10000.1","417.073","28.638","0","Uldum Graveyard 000","1"
"1819","-8800.29","-1615.96","103.638","0","Uldum Graveyard 001","1"
"1820","-10720","-1550.27","1.91467","0","Uldum Graveyard 002","1"
"1821","-9338.98","-1066.89","110.27","0","Uldum Graveyard 003","1"
"1822","-8814.3","90.3212","131.178","59","Uldum Graveyard 004","1"
"1823","-10249","-2112.89","27.6544","89","Uldum Graveyard 005","1"
"1824","-11195.9","-592.602","35.4625","179","Uldum Graveyard 006","1"
"1825","-892.524","604.83","143.929","0","Tol Barad - Corpse Catcher, East Spire 01","732"
"1826","-945.753","523.429","157.964","0","Tol Barad - Corpse Catcher, East Spire 02","732"
"1827","-1321.28","609.583","120.444","300","Tol Barad - Corpse Catcher, Slagworks 01","732"
"1828","-1403.88","562.089","128.223","310","Tol Barad - Corpse Catcher, Slagworks 02","732"
"1829","-1555.74","869.51","167.497","240","Tol Barad - Corpse Catcher, South Spire 01","732"
"1830","-1656.21","955.561","170.148","240","Tol Barad - Corpse Catcher, South Spire 02","732"
"1831","-1563","1257.88","133.584","160","Tol Barad - Corpse Catcher, Warden's Vigil 01","732"
"1832","-1437.23","1372.78","138.865","120","Tol Barad - Corpse Catcher, Warden's Vigil 02","732"
"1833","-1063.55","1454.1","173.17","140","Tol Barad - Corpse Catcher, West Spire 01","732"
"1834","-994.115","1502.11","180.847","130","Tol Barad - Corpse Catcher, West Spire 02","732"
"1835","-895.517","1403.51","181.334","315","Tol Barad - Corpse Catcher, West Spire 03","732"
"1836","-838.417","1087.44","131.042","0","Tol Barad - Corpse Catcher, Ironclad Garrison 01","732"
"1837","-832.359","861.115","123.564","300","Tol Barad - Corpse Catcher, Ironclad Garrison 02","732"
"1838","-954.698","783.733","121.163","0","Tol Barad - Corpse Catcher, Ironclad Garrison 03","732"
"1839","-1667.02","1056.25","169.603","150","Tol Barad - Corpse Catcher, South Spire 03","732"
"1840","-1251.43","1434.75","128.117","110","Tol Barad - Corpse Catcher, Warden's Vigil 03","732"
"1841","-873.903","1240.91","113.655","30","Tol Barad - Corpse Catcher, West Spire 04","732"
"1842","-1168.51","577.438","132.553","180","Tol Barad - Corpse Catcher, East Spire 03","732"
"1843","-1536.34","779.311","126.962","180","Tol Barad - Corpse Catcher, Slagworks 03","732"
"1844","-7987.38","-2369.32","123.984","97","Burning Steppes, Center East GY","0"
"1845","3366.67","-4419.43","282.108","250","Azshara, Gallywix Pleasure Palace GY","1"
"1846","-4637.22","-4040.62","339.726","138","Twilight Highlands, The Twilight Citadel GY","0"
"1847","-6556.95","-1957.02","246.597","240","Searing Gorge, Dustfire GY","0"
"1848","-7316.97","-1648.84","282.085","140","Searing Gorge, Sea of Cinders GY","0"
"1849","-7292.38","-976.359","261.922","233","Searing Gorge, Near Blackrock GY","0"
"1850","-6865.23","-1081.08","240.013","270","Searing Gorge, Micro Entrance GY","0"
"1851","-9169.86","1604.42","26.8352","125","Ahn'Qiraj Terrace, Upper GY","734"
"1852","-1227.87","412.5","2.69085","60","Hillsbrad Foothills, Purgation Isle GY","0"
"1853","-9167.94","1602.22","26.1867","128","Ahn'Qiraj:TFK - Terrace GY","1"
"1854","-8786.88","829.083","97.6504","218","Stormwind Stockade, GY","0"
"1855","-844.168","-1978.03","91.9489","0","Northern Barrens 4.x - Wailing Caverns GY","1"
"1856","-11481.5","-2145.89","493.674","260","Uldum - Vortex Pinnacle GY","1"
"1857","1922.14","-4345.56","24.198","157","Durotar, Orgrimmar - Ragefire GY","1"
"1858","-6854.87","-2846.98","11.5524","60","Tanaris, Zul'Farrak GY","1"
"1859","-3789.75","1251.75","160.258","87","Feralas, Dire Maul Dungeon GY","1"
"1860","-10976.4","1619.81","45.6417","90","Westfall, Moonbrook GY","0"
"1861","-9605.84","-3637.11","12.8778","300","Tanaris, Southern End GY","1"
"1862","-236.16","1682.91","2.61492","148.525","Tol Barad - Graveyard, Alliance Daily North","732"
"1863","-13.5934","1407.84","1.6575","304.25","Tol Barad - Graveyard, Horde Daily North","732"
"1866","-2227.07","1844.37","13.8599","0","Gilneas - Stagecoach Graveyard","654"
"1868","-11217.1","1618.95","33.3612","80","Westfall, Deadmines (Micro) GY","0"
"1869","-733.724","-2228.73","17.9038","197","Northern Barrens 4.x - Wailing Caverns (Micro) GY","1"
"1870","-225.217","1519.33","75.5311","77","Silverpine Forest, Shadowfang Keep GY","0"
"1871","4268.56","733.094","-27.1845","187","Ashenvale, Blackfathom (Micro) GY","1"
"1872","-4497.7","-1711.04","90.2297","350","South Barrens 4.x - Razorfen Kraul GY","1"
"1873","-4672.3","-2509.52","79.5745","222","South Barrens 4.x - Razorfen Downs (Micro) GY","1"
"1874","2837.59","-679.151","137.149","115","Tirisfal Glades, Scarlet Monastery GY","0"
"1875","-6081.31","-2972.03","209.073","4","Badlands, Uldaman GY","0"
"1876","-10289.5","-3978.4","-73.0712","260","Swamp of Sorrows, Sunken Temple GY","0"
"1877","-7195.67","-911.455","165.489","280","Burning Steppes, Blackrock Depths GY","0"
"1878","1187.34","-2613.55","74.1395","15","Western Plaguelands, Scholo GY","0"
"1880","-7533.83","-1214.67","285.399","120","Burning Steppes, Blackrock Spire GY","0"
"1881","-5117.83","896.243","283.768","130","Dun Morogh, Gnomeregan (Micro) GY","0"
"1886","-5752.31","736.816","163.129","109.813","The Steam Pools","1"
"1889","8695.28","946.462","1.60828","140","Teldrassil, Rut'theran Village (Horde) GY","1"
"1961","-5092.17","-5852.63","16.6122","35","Twilight Highlands, Forbidding Sea (Obsidian Forest) GY","0"
"1962","-6550.59","-4681.54","9.74865","235","Badlands, Forbidding Sea GY","0"
"1966","0.055603","-0.125275","0.227693","0","Orgrimmar Arena - Team 1 Spawn (new /w transport)","618"
"1967","-0.397583","0.474609","2.27679","0","Orgrimmar Arena - Team 2 Spawn (new /w transport)","618"
"1969","-11947.6","-982.734","67.3022","133","Stranglethorn Vale, Zul'Gurub GY","0"
"2807","990.238","297.616","45.6985","145","Molten Front, Malfurion's Breach GY","861"
"2808","989.571","298.163","45.6985","227","Molten Front, Portal GY","861"
"2809","1402.85","235.203","61.5965","315","Molten Front, Spider GY","861"
"2815","-2726.95","-4716.71","5.51685","329","Scenario, Alcaz Island GY","930"
"2816","1388.15","556.987","79.9109","95","Molten Front, Roost GY","861"
"2841","1807.061","1539.156","1247.854","0","Netherstorm BG 2.0 - Graveyard (Horde Start)","968"
"2843","2523.354","1596.486","1247.515","180","Netherstorm BG 2.0 - Graveyard (Alliance Start)","968"
"2847","2012.4","1455.41","1172.2","65","Netherstorm BG 2.0 - Graveyard (BE Tower)","968"
"2849","2351.22","1455.63","1185.33","270","Netherstorm BG 2.0 - Graveyard (Draenei Tower)","968"
"2851","2013.06","1677.24","1182.13","340","Netherstorm BG 2.0 - Graveyard (Felreaver)","968"
"2853","2355.3","1683.71","1173.15","225","Netherstorm BG 2.0 - Graveyard (Human Tower)","968"
"2855","2626.9","1457.85","1225.54","180","Netherstorm BG 2.0 - Corpse Catcher 000","968"
"2857","2603.99","1695.96","1229.46","180","Netherstorm BG 2.0 - Corpse Catcher 001","968"
"2859","2495.96","1402.39","1204.59","180","Netherstorm BG 2.0 - Corpse Catcher 002 (copy)","968"
"2861","2541.25","1787.24","1187.98","180","Netherstorm BG 2.0 - Corpse Catcher 003 (copy)","968"
"2863","2353.73","1336.66","1192.14","180","Netherstorm BG 2.0 - Corpse Catcher 004 (copy)","968"
"2865","2368.35","1800.79","1166.33","180","Netherstorm BG 2.0 - Corpse Catcher 005 (copy)","968"
"2867","2253.47","1298.66","1188.84","180","Netherstorm BG 2.0 - Corpse Catcher 006 (copy)","968"
"2869","2227.6","1819.58","1151.61","180","Netherstorm BG 2.0 - Corpse Catcher 007 (copy)","968"
"2871","2047.89","1324.84","1170.77","180","Netherstorm BG 2.0 - Corpse Catcher 008 (copy)","968"
"2873","2057.31","1848.26","1192.27","180","Netherstorm BG 2.0 - Corpse Catcher 009 (copy)","968"
"2875","1914.77","1381.5","1175.39","180","Netherstorm BG 2.0 - Corpse Catcher 010 (copy)","968"
"2877","1918.94","1766.3","1194.12","180","Netherstorm BG 2.0 - Corpse Catcher 011 (copy)","968"
"2879","1796.22","1341.52","1188.57","180","Netherstorm BG 2.0 - Corpse Catcher 012 (copy)","968"
"2881","1808.19","1726.82","1206.02","180","Netherstorm BG 2.0 - Corpse Catcher 013 (copy)","968"
"2883","1724.51","1405.74","1208.55","180","Netherstorm BG 2.0 - Corpse Catcher 014 (copy)","968"
"2885","1692.78","1672.57","1225.53","180","Netherstorm BG 2.0 - Corpse Catcher 015 (copy)","968"
"2887","2121.79","1670.5","1169.27","180","Netherstorm BG 2.0 - Corpse Catcher 016 (copy)","968"
"2889","2111.42","1441.82","1163.87","180","Netherstorm BG 2.0 - Corpse Catcher 017 (copy)","968"
"2891","2213.18","1469.54","1175.01","180","Netherstorm BG 2.0 - Corpse Catcher 018 (copy)","968"
"2893","2226.6","1692.81","1161.85","180","Netherstorm BG 2.0 - Corpse Catcher 019 (copy)","968"
"2895","2174.9","1594.51","1126.51","180","Netherstorm BG 2.0 - Corpse Catcher 020 (copy)","968"
"2897","2173.64","1534.45","1129.24","180","Netherstorm BG 2.0 - Corpse Catcher 021 (copy)","968"
"2899","2213.83","1328.19","1178.46","180","Netherstorm BG 2.0 - Corpse Catcher 022 (copy)","968"
"2901","2113.42","1326.88","1153.99","180","Netherstorm BG 2.0 - Corpse Catcher 023 (copy)","968"
"2903","2117.21","1807.68","1171.55","180","Netherstorm BG 2.0 - Corpse Catcher 024 (copy)","968"
"2906","972.191","292.45","45.2129","0","Molten Front - Malfurion's Breach - Corpse Catcher 001","861"
"2908","1001","291.87","45.7566","0","Molten Front - Malfurion's Breach - Corpse Catcher 002","861"
"2910","1020.23","295.177","41.5111","0","Molten Front - Malfurion's Breach - Corpse Catcher 003","861"
"2912","1043.55","295.925","40.9245","0","Molten Front - Malfurion's Breach - Corpse Catcher 004","861"
"2914","1069.48","274.84","18.0944","0","Molten Front - Malfurion's Breach - Corpse Catcher 005","861"
"2916","1091.77","255.113","15.9798","0","Molten Front - Malfurion's Breach - Corpse Catcher 006","861"
"2918","1120.21","244.569","19.3237","0","Molten Front - Malfurion's Breach - Corpse Catcher 007","861"
"2920","1135.81","232.856","34.7014","0","Molten Front - Malfurion's Breach - Corpse Catcher 008","861"
"2922","1133.89","214.984","52.453","0","Molten Front - Malfurion's Breach - Corpse Catcher 009","861"
"2924","961.094","309.344","40.932","0","Molten Front - Malfurion's Breach - Corpse Catcher 010","861"
"2926","957.278","334.663","41.7076","0","Molten Front - Malfurion's Breach - Corpse Catcher 011","861"
"2928","958.116","358.37","41.6938","0","Molten Front - Malfurion's Breach - Corpse Catcher 012","861"
"2930","961.377","375.804","43.1362","0","Molten Front - Malfurion's Breach - Corpse Catcher 013","861"
"2932","966.382","391.002","48.3847","0","Molten Front - Malfurion's Breach - Corpse Catcher 014","861"
"2934","994.497","422.283","42.8758","0","Molten Front - Malfurion's Breach - Corpse Catcher 016","861"
"2936","983.51","407.868","41.426","0","Molten Front - Malfurion's Breach - Corpse Catcher 015","861"
"2938","1011.92","431.146","42.9716","0","Molten Front - Malfurion's Breach - Corpse Catcher 017","861"
"2940","1032.68","437.16","40.7618","0","Molten Front - Malfurion's Breach - Corpse Catcher 018","861"
"2942","1052.43","451.047","43.7731","0","Molten Front - Malfurion's Breach - Corpse Catcher 019","861"
"2944","1070.54","463.967","45.8058","0","Molten Front - Malfurion's Breach - Corpse Catcher 020","861"
"2946","1089.31","476.97","51.6828","0","Molten Front - Malfurion's Breach - Corpse Catcher 021","861"
"2948","1101.52","495.641","57.653","0","Molten Front - Malfurion's Breach - Corpse Catcher 022","861"
"2950","1107.37","516.25","61.4429","0","Molten Front - The Furnace - Corpse Catcher 001","861"
"2952","1104.26","546.882","61.9079","0","Molten Front - The Furnace - Corpse Catcher 002","861"
"2956","1109.79","576.661","60.847","0","Molten Front - The Furnace - Corpse Catcher 003","861"
"2958","1117.67","600.958","60.4263","0","Molten Front - The Furnace - Corpse Catcher 004","861"
"2960","1131.17","629.372","59.4709","0","Molten Front - The Furnace - Corpse Catcher 005","861"
"2962","1150.6","632.813","61.3533","0","Molten Front - The Furnace - Corpse Catcher 006","861"
"2964","1176.68","636.182","59.5931","0","Molten Front - The Furnace - Corpse Catcher 007","861"
"2966","1207.35","641.991","56.353","0","Molten Front - The Furnace - Corpse Catcher 008","861"
"2968","1212.95","622.632","59.2327","0","Molten Front - The Furnace - Corpse Catcher 009","861"
"2970","1233.81","603.144","59.5178","0","Molten Front - The Furnace - Corpse Catcher 010","861"
"2972","1252.09","585.057","61.015","0","Molten Front - The Furnace - Corpse Catcher 011","861"
"2974","1257.92","556.872","62.2762","0","Molten Front - The Furnace - Corpse Catcher 012","861"
"2976","1264.59","529.25","57.5097","0","Molten Front - The Furnace - Corpse Catcher 013","861"
"2978","1265.14","501.813","60.6795","0","Molten Front - The Furnace - Corpse Catcher 014","861"
"3026","1294.58","475.59","24.031","0","Molten Front - Magma Springs - Corpse Catcher 001","861"
"3028","1324.13","472.611","24.8312","0","Molten Front - Magma Springs - Corpse Catcher 002","861"
"3030","1356.73","473.026","23.3157","0","Molten Front - Magma Springs - Corpse Catcher 003","861"
"3032","1389.44","476.632","21.625","0","Molten Front - Magma Springs - Corpse Catcher 004","861"
"3034","1403.96","446.227","26.9124","0","Molten Front - Magma Springs - Corpse Catcher 005","861"
"3036","1404.09","417.314","37.8941","0","Molten Front - Magma Springs - Corpse Catcher 006","861"
"3038","1422.67","410.509","63.1167","0","Molten Front - Magma Springs - Corpse Catcher 007","861"
"3040","1400.97","276.057","24.988","0","Molten Front - Magma Springs - Corpse Catcher 008","861"
"3042","1439.65","419.224","71.7576","0","Molten Front - Ragnaros's Reach - Corpse Catcher 001","861"
"3044","1458.22","438.137","73.5352","0","Molten Front - Ragnaros's Reach - Corpse Catcher 002","861"
"3046","1466.31","465.601","68.6334","0","Molten Front - Ragnaros's Reach - Corpse Catcher 003","861"
"3048","1477.45","489.813","65.6509","0","Molten Front - Ragnaros's Reach - Corpse Catcher 004","861"
"3050","1499.88","502.773","64.9303","0","Molten Front - Ragnaros's Reach - Corpse Catcher 005","861"
"3052","1526.27","508.733","64.2752","0","Molten Front - Ragnaros's Reach - Corpse Catcher 006","861"
"3054","1552.09","497.536","61.9848","0","Molten Front - Ragnaros's Reach - Corpse Catcher 007","861"
"3056","1570.73","470.273","64.7256","0","Molten Front - Ragnaros's Reach - Corpse Catcher 008","861"
"3058","1592.56","439.356","64.1596","0","Molten Front - Ragnaros's Reach - Corpse Catcher 009","861"
"3060","1612.54","417.476","67.7893","0","Molten Front - Ragnaros's Reach - Corpse Catcher 010","861"
"3062","1625.35","388.929","68.2559","0","Molten Front - Ragnaros's Reach - Corpse Catcher 011","861"
"3064","1631.6","353.493","64.2799","0","Molten Front - Ragnaros's Reach - Corpse Catcher 012","861"
"3066","1640.91","321.095","64.7837","0","Molten Front - Ragnaros's Reach - Corpse Catcher 013","861"
"3068","1637.77","290.514","65.123","0","Molten Front - Ragnaros's Reach - Corpse Catcher 014","861"
"3070","1624.58","258.597","70.853","0","Molten Front - Ragnaros's Reach - Corpse Catcher 015","861"
"3072","1609.69","230.844","78.875","0","Molten Front - Ragnaros's Reach - Corpse Catcher 016","861"
"3074","1592.77","195.792","84.73","0","Molten Front - Ragnaros's Reach - Corpse Catcher 017","861"
"3076","1561.96","187.425","86.809","0","Molten Front - Ragnaros's Reach - Corpse Catcher 018","861"
"3078","1526.99","182.837","85.393","0","Molten Front - Ragnaros's Reach - Corpse Catcher 019","861"
"3080","1492.36","182.29","84.9754","0","Molten Front - Ragnaros's Reach - Corpse Catcher 020","861"
"3082","1461.63","190.752","85.2879","0","Molten Front - Ragnaros's Reach - Corpse Catcher 021","861"
"3084","1448.75","218.203","86.5582","0","Molten Front - Ragnaros's Reach - Corpse Catcher 022","861"
"3086","1436.61","253.455","72.7898","0","Molten Front - Ragnaros's Reach - Corpse Catcher 023","861"
"3088","1420.7","280.097","59.7889","0","Molten Front - Ragnaros's Reach - Corpse Catcher 024","861"
"3090","1388.54","253.826","55.9951","0","Molten Front - Wildflame Point - Corpse Catcher 001","861"
"3092","1408.53","239","62.8521","0","Molten Front - Wildflame Point - Corpse Catcher 002","861"
"3094","1420.3","207.656","59.7876","0","Molten Front - Wildflame Point - Corpse Catcher 003","861"
"3096","1429.64","179.299","61.7206","0","Molten Front - Wildflame Point - Corpse Catcher 004","861"
"3098","1445.6","151.266","60.7843","0","Molten Front - Wildflame Point - Corpse Catcher 005","861"
"3100","1444.26","118.563","62.4838","0","Molten Front - Wildflame Point - Corpse Catcher 006","861"
"3102","1448.09","95.0122","64.118","0","Molten Front - Wildflame Point - Corpse Catcher 007","861"
"3104","1437.66","69.651","68.8517","0","Molten Front - Wildflame Point - Corpse Catcher 008","861"
"3106","1416.26","52.6389","67.3696","0","Molten Front - Wildflame Point - Corpse Catcher 009","861"
"3108","1386.52","48.2222","68.5544","0","Molten Front - Wildflame Point - Corpse Catcher 010","861"
"3110","1355.43","46.7865","68.6909","0","Molten Front - Wildflame Point - Corpse Catcher 011","861"
"3112","1331.22","61.9774","68.205","0","Molten Front - Wildflame Point - Corpse Catcher 012","861"
"3114","1305.94","54.5347","72.427","0","Molten Front - Widow's Clutch - Corpse Catcher 001","861"
"3116","1281.24","61.0642","68.9986","0","Molten Front - Widow's Clutch - Corpse Catcher 002","861"
"3118","1252.03","55.8715","72.1134","0","Molten Front - Widow's Clutch - Corpse Catcher 003","861"
"3120","1222.59","52.8073","69.8841","0","Molten Front - Widow's Clutch - Corpse Catcher 004","861"
"3122","1197.39","63.8142","70.9853","0","Molten Front - Widow's Clutch - Corpse Catcher 005","861"
"3124","1171.8","69.6927","71.4815","0","Molten Front - Widow's Clutch - Corpse Catcher 006","861"
"3126","1149.73","83.474","69.5354","0","Molten Front - Widow's Clutch - Corpse Catcher 007","861"
"3128","1127.4","87.1927","72.1694","0","Molten Front - Widow's Clutch - Corpse Catcher 008","861"
"3130","1113.05","105.597","74.5874","0","Molten Front - Widow's Clutch - Corpse Catcher 009","861"
"3132","1107.83","126.549","72.7173","0","Molten Front - Widow's Clutch - Corpse Catcher 010","861"
"3134","1110.99","152.458","70.52","0","Molten Front - Widow's Clutch - Corpse Catcher 011","861"
"3136","1118.31","178.467","65.6951","0","Molten Front - Widow's Clutch - Corpse Catcher 012","861"
"3138","1130.89","210.573","55.0663","0","Molten Front - Widow's Clutch - Corpse Catcher 013","861"
"3168","-435.4462","-1720.313","10.93823","58.1218","The Jade Forest, Alliance Start","870"
"3170","2643.247","-509.5451","322.5644","127.8892","The Jade Forest, Strongarm Airstrip GY","870"
"3212","-4246.71","6378.15","13.1167","95","Darkmoon Island, First Aid GY","974"
"3236","-3522.814","1124.655","161.0241","358.8816","Feralas, Dire Maul Dungeon GY (North)","1"
"3238","-3788.93","934.814","161.026","180","Feralas, Dire Maul Dungeon GY (East)","1"
"3240","-3789.75","1251.75","160.258","87","Feralas, Dire Maul Dungeon GY (West)","1"
"3244","3158.43","-4049.22","103.305","221.383","Eastern Plaguelands, Stratholme (Back Entrance)","0"
"3253","528","-620","259","39.888","Valley of the Four Winds, Temp GY","870"
"3295","1236.24","3553.32","101.963","89.75","The Wandering Isle, Starting Area GY","860"
"3297","1060.84","3271.03","129.212","341.05","The Wandering Isle, Hot Springs GY","860"
"3299","642.627","3042.32","76.838","349.027","The Wandering Isle, Farm Area GY","860"
"3301","754.915","3555.37","141.492","1.994","The Wandering Isle, Temple Town GY","860"
"3303","940.417","4073.98","198.898","309.138","The Wandering Isle, Wind Area Town GY","860"
"3305","900.036","4341.63","243.176","303.155","The Wandering Isle, Staff Forest GY","860"
"3307","405.762","3558.68","78.714","75.788","The Wandering Isle, Bamboo Forest GY","860"
"3403","-8831.811","629.4393","94.3551","0","Stormwind City - Scroll of Resurrection Alliance Start","0"
"3404","1590.264","-4370.757","20.98987","0","Orgrimmar - Scroll of Resurrection Horde Start","1"
"3424","1564.53","3644.01","44.54422","0","Shen-zin Su - North Side - Corpse Catcher 001","860"
"3425","1566.125","3563.288","42.04467","0","Shen-zin Su - North Side - Corpse Catcher 002","860"
"3426","1561.004","3486.858","42.60037","0","Shen-zin Su - North Side - Corpse Catcher 003","860"
"3427","1561.754","3415.133","46.20182","0","Shen-zin Su - North Side - Corpse Catcher 004","860"
"3428","1536.292","3333.205","66.17711","0","Shen-zin Su - North Side - Corpse Catcher 005","860"
"3429","1524.056","3272.281","61.76025","0","Shen-zin Su - North Side - Corpse Catcher 006","860"
"3430","1499.974","3216.15","42.3684","0","Shen-zin Su - North Side - Corpse Catcher 007","860"
"3431","1470.738","3148.868","40.6985","0","Shen-zin Su - North Side - Corpse Catcher 008","860"
"3432","1434.828","3082.717","39.28411","0","Shen-zin Su - North Side - Corpse Catcher 009","860"
"3433","1406.87","3007.885","40.99231","0","Shen-zin Su - North Side - Corpse Catcher 010","860"
"3434","1372.714","2947.79","46.97655","0","Shen-zin Su - North Side - Corpse Catcher 011","860"
"3435","1341.057","2897.385","72.2211","0","Shen-zin Su - North Side - Corpse Catcher 012","860"
"3436","1296.307","2858.992","71.07771","0","Shen-zin Su - North Side - Corpse Catcher 013","860"
"3437","1254.08","2823.889","48.22213","0","Shen-zin Su - North Side - Corpse Catcher 014","860"
"3438","1196.375","2790.148","44.16423","0","Shen-zin Su - East Side - Corpse Catcher 001","860"
"3439","1143.696","2763.243","37.1381","0","Shen-zin Su - East Side - Corpse Catcher 002","860"
"3440","1084.835","2730.686","39.98467","0","Shen-zin Su - East Side - Corpse Catcher 003","860"
"3441","1027.318","2705.269","38.70249","0","Shen-zin Su - East Side - Corpse Catcher 004","860"
"3442","959.5538","2694.967","38.56165","0","Shen-zin Su - East Side - Corpse Catcher 005","860"
"3443","889.1059","2685.17","41.84063","0","Shen-zin Su - East Side - Corpse Catcher 006","860"
"3444","833.993","2683.687","40.87788","0","Shen-zin Su - East Side - Corpse Catcher 007","860"
"3445","776.8004","2691.885","41.67358","0","Shen-zin Su - East Side - Corpse Catcher 008","860"
"3446","718.7952","2705.107","42.34249","0","Shen-zin Su - East Side - Corpse Catcher 009","860"
"3447","674.4514","2718.92","41.7667","0","Shen-zin Su - East Side - Corpse Catcher 010","860"
"3448","631.9792","2733.753","39.47038","0","Shen-zin Su - East Side - Corpse Catcher 011","860"
"3449","593.7726","2754.103","40.01049","0","Shen-zin Su - East Side - Corpse Catcher 012","860"
"3450","551.0313","2774.858","42.91978","0","Shen-zin Su - East Side - Corpse Catcher 013","860"
"3451","508.1042","2794.18","42.68969","0","Shen-zin Su - East Side - Corpse Catcher 014","860"
"3452","475.5313","2821.318","47.19268","0","Shen-zin Su - East Side - Corpse Catcher 015","860"
"3453","434.4115","2850.501","66.42664","0","Shen-zin Su - East Side - Corpse Catcher 016","860"
"3454","408.6788","2873.178","72.73073","0","Shen-zin Su - East Side - Corpse Catcher 017","860"
"3455","378.776","2898.675","70.64085","0","Shen-zin Su - East Side - Corpse Catcher 018","860"
"3456","363.0868","2939.691","55.74236","0","Shen-zin Su - East Side - Corpse Catcher 019","860"
"3457","340.0104","2981.912","46.46934","0","Shen-zin Su - East Side - Corpse Catcher 020","860"
"3458","319.3056","3006.174","40.81131","0","Shen-zin Su - South Side - Corpse Catcher 001","860"
"3459","294.4583","3055.583","37.81055","0","Shen-zin Su - South Side - Corpse Catcher 002","860"
"3460","284.9063","3099.949","35.86514","0","Shen-zin Su - South Side - Corpse Catcher 003","860"
"3461","259.7344","3139.614","41.05075","0","Shen-zin Su - South Side - Corpse Catcher 004","860"
"3462","239.9931","3185.904","40.83601","0","Shen-zin Su - South Side - Corpse Catcher 005","860"
"3463","220.8594","3228.909","45.58259","0","Shen-zin Su - South Side - Corpse Catcher 006","860"
"3464","206.1493","3272.407","63.15624","0","Shen-zin Su - South Side - Corpse Catcher 007","860"
"3465","199.7413","3302.868","72.60304","0","Shen-zin Su - South Side - Corpse Catcher 008","860"
"3466","197.5035","3338.204","68.10722","0","Shen-zin Su - South Side - Corpse Catcher 009","860"
"3467","184.2622","3401.864","68.42137","0","Shen-zin Su - South Side - Corpse Catcher 011","860"
"3468","193.4844","3445.992","62.94864","0","Shen-zin Su - South Side - Corpse Catcher 012","860"
"3469","195.8854","3497.436","66.74459","0","Shen-zin Su - South Side - Corpse Catcher 013","860"
"3470","196.0504","3537.658","67.73157","0","Shen-zin Su - South Side - Corpse Catcher 014","860"
"3471","198.6545","3568.836","65.6452","0","Shen-zin Su - South Side - Corpse Catcher 015","860"
"3472","201.9531","3605.153","58.84105","0","Shen-zin Su - South Side - Corpse Catcher 016","860"
"3473","200.4809","3643.256","63.92672","0","Shen-zin Su - South Side - Corpse Catcher 017","860"
"3474","196.7257","3683.341","59.33151","0","Shen-zin Su - South Side - Corpse Catcher 018","860"
"3475","200.4028","3720.294","62.12672","0","Shen-zin Su - South Side - Corpse Catcher 019","860"
"3476","193.75","3759.678","57.39397","0","Shen-zin Su - South Side - Corpse Catcher 020","860"
"3477","202.2778","3790.753","58.81757","0","Shen-zin Su - South Side - Corpse Catcher 021","860"
"3478","200.4462","3829.896","63.14037","0","Shen-zin Su - South Side - Corpse Catcher 022","860"
"3479","196.0087","3867.314","57.8648","0","Shen-zin Su - South Side - Corpse Catcher 023","860"
"3480","191.1962","3904.99","54.4026","0","Shen-zin Su - South Side - Corpse Catcher 024","860"
"3481","187.875","3945.068","51.43816","0","Shen-zin Su - South Side - Corpse Catcher 025","860"
"3482","197.5295","4003.345","35.7829","0","Shen-zin Su - South Side - Corpse Catcher 026","860"
