Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Unknown30,Unknown31,Unknown32,Unknown33,Unknown34
"24276","9631701","4694475","3687493","5741970","6731689","8578245","8908237","6661273","16308367","6592131","0","4483443","0","1597313","1717326","3443600","2445421","1644825","35000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","711","2520"
"24277","7533769","4432837","2436400","4950409","6798510","9497812","9892573","6793118","13693951","6592131","0","4483443","0","1531004","1651789","3443600","2445421","2763306","35000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","711","2640"
"24278","6390434","1915988","0","3104","10318","1787504","3233403","3617","15266303","3301764","0","1194065","3031393","2178607","3096","1719326","2570031","6052956","18000","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","722","0"
"24279","6390434","1915988","0","3104","10318","1058888","3226723","3617","15266303","3825536","0","1262417","12875","2178607","3096","2572860","2374204","6052956","18000","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","722","360"
"24280","16738048","6127004","2312788","4492416","13793608","16755520","16763468","6126957","16765590","16757564","0","4498091","2116719","5982274","1323055","3095095","3033933","7237230","16000","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","722","720"
"24281","16746496","6849178","8009","3842767","10083573","11524832","11842740","5077135","16775134","16762762","0","2845060","6390455","1133401","7465","5201172","3363413","5066061","18000","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","722","1440"
"24282","16741888","6711426","2043201","5927834","9803925","11703671","12620377","5656673","16771514","16764824","0","6971740","6115448","4278604","860208","3427118","2703940","6447714","17333.33","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","722","2160"
"24283","16739584","6708343","3093822","7036032","9729893","11891522","13074987","5979467","16769705","16766112","0","9067848","6115448","5916742","1385013","2572860","2374204","7237230","17000","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","722","2520"
"24284","6390434","1915988","0","3104","10318","1787504","3233403","3617","15266303","3301764","0","1194065","5065584","2178607","3096","1719326","2570031","6052956","17333.33","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","722","2640"
"24285","6110762","10727610","3490897","3104","10318","1787504","3233403","4675696","15266303","5398902","0","5398902","3031393","2178607","3096","4612195","2836041","6052956","18000","0.25","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","723","0"
"24286","9791299","9214887","4215393","3104","10318","1058888","3226723","5398902","15266303","3825536","0","1262417","12875","2178607","3096","4744038","2902091","6052956","18000","0.25","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","723","360"
"24287","13537629","11713983","4215393","4492416","13793608","16755520","16763468","5338491","16765590","16757564","0","4498091","2116719","5982274","1323055","4941674","3033934","7237230","18000","0.25","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","723","720"
"24288","15568705","10793139","4624594","8559544","9086141","8953274","5269622","5536127","16775134","16757586","0","2845060","6390455","1133401","7465","5402482","3363413","5066061","18000","0.1","0.35","4.5","0","0","0","0","0","0","0","0","0","0","0","723","1440"
"24289","14192723","10398638","4351622","7500178","9471618","10846570","10451268","5401209","16771514","16763013","0","6971740","6115448","4278604","860208","5007210","3099727","6447714","18000","0.19","0.45","4.5","0","0","0","0","0","0","0","0","0","0","0","723","2160"
"24290","13537629","10267052","4215393","7036032","9729893","11891522","13074987","5399414","16769705","16766112","0","9067848","6115448","5916742","1385013","4809574","2967884","7237230","18000","0.235","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","723","2520"
"24291","11040076","10398640","4215393","3104","10318","1787504","3233403","5398902","15266303","3301764","0","1194065","5065584","2178607","3096","4743781","2902091","6052956","18000","0.25","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","723","2640"
"24292","5270922","4479133","3874","5059974","5191561","4536720","4339593","4011135","15266303","5125471","3681610","0","6115448","2178607","3096","1719326","2570031","6052956","18000","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","724","0"
"24293","5270922","4150416","1315886","4203621","6892449","3485549","3353961","4471438","15266303","9713544","6044009","0","6115448","2178607","3096","2572860","2374204","6052956","18000","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","724","360"
"24294","16752729","9916474","6958512","16750187","16761735","16773531","16768388","16753278","16765590","16747008","11619930","0","6115448","5982274","1323055","3095095","3033933","7237230","18000","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","724","720"
"24295","16756320","9134403","2577378","12038845","12306895","16764321","14988702","13542543","16775134","6238976","14859682","0","5931703","1133401","7465","5201172","3363413","5789784","16000","0.1","0.5","0","0","0","0","0","0","0","0","0","0","0","0","724","1440"
"24296","16753498","9655356","5781180","15506815","15582361","15707526","14195837","13801594","16771514","14054144","12413548","0","6115448","4278604","860208","3427118","2703940","6710886","17500","0.2125","0.5","0","0","0","0","0","0","0","0","0","0","0","0","724","2160"
"24297","16752729","9916474","6958512","16750187","16761735","15377278","13931635","13931635","16770223","16747008","11619930","0","6115448","5326920","1188147","2835767","2440254","7039851","18000","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","724","2400"
"24298","11044465","6835294","4137071","10509672","11827091","9529977","8675438","9201536","16769705","13197379","8799073","0","6115448","5916742","1385013","2572860","2374204","7237230","18000","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","724","2520"
"24299","5270922","3819652","1315886","4203621","6892449","3682932","3353961","4471438","15266303","9713544","6044009","0","6115448","2178607","3096","1719326","2570031","6052956","18000","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","724","2640"
"24300","7963278","4279382","3490897","3104","10318","1787504","3233403","4675696","15266303","5398902","0","5398902","3031393","2178607","3096","4612195","2836041","6052956","20000","0.1","0.5","0","0","0","0","0","0","0","0","0","0","0","0","741","0"
"24301","10654088","5530222","4215393","3104","10318","1058888","3226723","5398902","15266303","3825536","0","1262417","12875","2178607","3096","4744038","2902091","6052956","20000","0.1","0.5","0","0","0","0","0","0","0","0","0","0","0","0","741","360"
"24302","13537629","6780795","4215393","4492416","13793608","16755520","16763468","5336443","16765590","16757564","0","4498091","2116719","5982274","1323055","4941674","3033934","7237230","20000","0.1","0.5","0","0","0","0","0","0","0","0","0","0","0","0","741","720"
"24303","15837549","5332578","4624594","8559544","9086141","8953274","5269622","5404509","16775134","16757586","0","2845060","6390455","1133401","7465","5402482","3363413","5066061","20000","0","0.35","0","0","0","0","0","0","0","0","0","0","0","0","741","1440"
"24304","14260578","6254194","4351622","7500178","9471618","10846570","10451268","5337200","16771514","16763013","0","6971740","6115448","4278604","860208","5007210","3099727","6447714","20000","0.1666667","0.45","0","0","0","0","0","0","0","0","0","0","0","0","741","2160"
"24305","13537629","6780795","4215393","7036032","9729893","11891522","13074987","5336443","16769705","16766112","0","9067848","6115448","5916742","1385013","4809574","2967884","7237230","20000","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","741","2520"
"24306","11637109","1915988","4215393","3104","10318","1787504","3233403","5398902","15266303","3301764","0","1194065","5065584","2178607","3096","4743781","2902091","6052956","20000","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","741","2640"
"24307","12562103","7160980","1645659","5660853","5397438","5200055","5068209","4870831","15726591","5660853","2372434","4469627","2236962","1850472","1125706","1453647","794684","2171169","9000","0.1","0.5","0","0","0","0","0","0","0","0","0","0","0","0","756","0"
"24308","15779692","9483222","10398160","10398160","10398160","10398160","10398160","14664311","5200789","4281471","2372434","3426927","2236962","2444419","1390427","1784161","794684","2171169","15000","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","756","1440"
"24309","8628413","5404542","0","8428467","1933951","7460805","8121046","5082763","13693951","4226939","0","4483443","0","661269","658964","3443600","2445421","5066061","45000","-0.1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","757","0"
"24310","10925760","8491428","4148319","12108759","8498612","10868439","10342351","9286830","15201518","10338495","1184268","4937050","0","1395295","1254200","3443600","2445421","5066061","29727.27","0.06363637","0.525","0","0","0","0","0","0","0","0","0","0","0","0","757","720"
"24311","12829380","11118788","7703728","15197685","14012896","13752038","12237257","4291024332","16447200","4293785850","2171159","4283516486","0","2061982","1783382","3443600","2445421","4279834905","17000","0.2","0.4625","0","0","0","0","0","0","0","0","0","0","0","0","757","1320"
"24312","13288901","11709899","8428225","15855100","15194602","14407402","12629448","12037823","16775134","9735039","2434330","8432033","0","2195371","1915485","3443600","2445421","1381653","10000","0.15","0.45","0","0","0","0","0","0","0","0","0","0","0","0","757","1440"
"24313","10925761","8557220","4214113","12109015","8564148","10933975","10342350","8560293","15105606","6980989","1184269","6457738","0","1395552","1254456","3443600","2445421","1513239","27500","0.025","0.6","0","0","0","0","0","0","0","0","0","0","0","0","757","2160"
"24314","9809855","6980753","2107185","10268613","5281946","9164494","9231570","6788760","8079683","5603964","592134","5470590","0","995643","923942","3443600","2445421","1644825","36250","-0.0375","0.6","0","0","0","0","0","0","0","0","0","0","0","0","757","2520"
"24315","8628413","5470078","65794","8494003","2065280","7526085","8120789","5148299","1250882","4226939","0","4483443","0","661526","658964","3443600","2445421","4934475","44756.95","-0.0982639","0.6","0","0","0","0","0","0","0","0","0","0","0","0","757","2870"
"24316","4286348719","3939860","0","6435358","13520130","13921792","6303262","4727575","16748143","3873810","0","3609600","0","661269","658964","661269","658964","5066061","10000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","777","0"
"24317","4286348719","3939860","0","6435358","13520130","13921792","6303262","4727575","16748143","3873810","0","3609600","0","3230303","1451327","3230303","1451327","5066061","10000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","777","720"
"24318","4286348719","3939860","0","6435358","13520130","13921792","6303262","4727575","16748143","3873810","0","3609600","0","2195371","1915485","2195371","1915485","5066061","10000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","777","1440"
"24319","4286348719","3939860","0","6435358","13520130","13921792","6303262","4727575","16748143","3873810","0","3609600","0","3230303","1649209","3230303","2042425","5066061","10000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","777","2520"
"24320","4286348719","3939860","0","6435358","13520130","13921792","6303262","4727575","16748143","3873810","0","3609600","0","661269","658964","661269","658964","5066061","10000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","777","2640"
"24321","3749456","7169909","2372929","8294575","7175319","7636129","7109782","2958910","15726591","11782876","2236962","2839657","2236962","661269","4278849044","1453647","794684","2171169","17000","-0.1","0.4","0","0","0","0","0","0","0","0","0","0","0","0","799","0"
"24322","6250874","7299699","2438469","10400462","9742015","9808066","9347513","2958910","10790840","10532301","2236962","4547974","2236962","1255739","4278982955","1585750","794684","2171169","93250","-0.058333","0.2958333","0","0","0","0","0","0","0","0","0","0","0","0","799","600"
"24323","8356764","7364210","2504008","12111335","11782368","11650526","11190230","8290456","6908031","9545153","2236962","5927838","2236962","1783642","4279116349","1652316","794684","2171169","154250","-0.025","0.2125","0","0","0","0","0","0","0","0","0","0","0","0","799","1080"
"24324","9936567","7494770","2569547","13493243","13427449","13032691","12637932","8290456","3946580","8821177","2236962","6979249","2236962","2179954","1059148","1784161","794684","2171169","200000","0","0.15","0","0","0","0","0","0","0","0","0","0","0","0","799","1440"
"24325","7369356","7299187","2438470","11321563","10794960","10794961","10334408","8290456","8816538","10005959","2236962","5205139","2236962","1519691","859444","1586265","794684","2171169","123750","-0.041667","0.2541667","0","0","0","0","0","0","0","0","0","0","0","0","799","2040"
"24326","5789810","7234419","2438468","10005448","9215671","9413052","8952498","2958910","11712197","10729936","2236962","4219521","2236962","1123636","792358","1519957","794684","2171169","78000","-0.066667","0.3166667","0","0","0","0","0","0","0","0","0","0","0","0","799","2400"
"24327","3749456","5129041","2372929","8294575","7175319","7636129","7109782","2958910","15726591","11782876","2236962","2839657","2236962","661269","4278849044","1453647","794684","2171169","20000","0","0.4","4.5","0","0","0","0","0","0","0","0","0","0","0","800","0"
"24328","7169408","5591653","2438469","10861012","10268359","10268617","9808064","2958910","9869482","10269130","2236962","4876428","2236962","1387587","4278983471","1586007","794684","2171169","20000","0","0.275","4.5","0","0","0","0","0","0","0","0","0","0","0","800","720"
"24329","8287632","5724268","2438471","11716577","11321304","11189975","10729423","9144489","7895181","9808324","2236962","5533592","2236962","1651794","4279050041","1652058","794684","2171169","20000","0","0.2333333","4.5","0","0","0","0","0","0","0","0","0","0","0","800","960"
"24330","10655153","6120314","2569547","13493243","13427449","13032691","12637932","10131379","3946580","8821177","2236962","6979249","2236962","2179954","1059148","1784161","794684","2171169","20000","0","0.15","4.5","0","0","0","0","0","0","0","0","0","0","0","800","1440"
"24331","8353168","5789804","2504007","11716577","11321560","11189975","10795215","9144489","7829388","9742788","2236962","5599385","2236962","1651795","925753","1652059","794684","2171169","20000","0","0.2333333","4.5","0","0","0","0","0","0","0","0","0","0","0","800","1920"
"24332","5985647","5393758","2372932","9939911","9215415","9347259","8886706","2958910","11843782","10795472","2236962","4153728","2236962","1123635","726566","1519956","794684","2171169","20000","0","0.3184028","4.5","0","0","0","0","0","0","0","0","0","0","0","800","2410"
"24333","9875915","7424080","2818071","5125438","6637910","5648956","4599354","1119021","9201533","7034992","1642258","3087649","4210233","263238","2447944","2102811","2319190","3355443","15000","0.5","0.7","6","0","0","0","0","0","0","0","0","0","0","0","803","0"
"24334","15964562","6573167","8400447","9267568","14838371","4291464837","9069407","1119021","9201533","8405828","2233880","3418166","4210233","263238","2447944","3152435","5397368","5460819","15000","0.5","0.7","6","0","0","0","0","0","0","0","0","0","0","0","803","1020"
"24335","15252643","11308958","5456464","11108230","13211790","16430500","10975856","1119021","9201533","12093308","2562587","3616319","4210233","263238","2447944","3611966","6707591","6381921","15000","0.5","0.7","6","0","0","0","0","0","0","0","0","0","0","0","803","1440"
"24336","16754842","8018553","7684195","10646888","15571565","15575170","8280665","1119021","9201533","10382166","2168087","5918833","4210233","263238","2447944","2955823","4873586","5066061","15000","0.5","0.7","6","0","0","0","0","0","0","0","0","0","0","0","803","2040"
"24337","10447690","6578259","7825554","9077389","7371654","6581612","6581612","4738904","13693951","5786948","8680806","7957086","0","661269","658964","3443600","2445421","5066061","15000","0.3","0.5","0","0","0","0","0","0","0","0","0","0","0","0","696","0"
"24338","10447690","6578259","7825554","9077389","7371654","6581612","6581612","4738904","13554639","5786948","8680806","7957086","0","1395295","1254200","3443600","2445421","5066061","15000","0.3","0.25","0","0","0","0","0","0","0","0","0","0","0","0","696","720"
"24339","10447690","6578259","7825554","9077389","7371654","6581612","6581612","4738904","13415327","5786948","8680806","7957086","0","2195371","1915485","3443600","2445421","1644825","15000","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","696","1440"
"24340","10447690","6578259","7825554","9077389","7371654","6581612","6581612","4738904","15105606","5786948","8680806","7957086","0","1395552","1254456","3443600","2445421","1644825","15000","0.3","0.5","0","0","0","0","0","0","0","0","0","0","0","0","696","2160"
"24341","10447690","6578259","7825554","9077389","7371654","6581612","6581612","4738904","8079683","5786948","8680806","7957086","0","995643","923942","3443600","2445421","1644825","15000","0.3","0.5","0","0","0","0","0","0","0","0","0","0","0","0","696","2520"
"24342","10447690","6578259","7825554","9077389","7371654","6581612","6581612","4738904","1250882","5786948","8680806","7957086","0","661526","658964","3443600","2445421","4934475","15000","0.3","0.5","0","0","0","0","0","0","0","0","0","0","0","0","696","2870"
"24343","16739584","6115448","6899268","6899268","6899268","6899268","6899268","6899268","6899268","6899268","6899268","6899268","6899268","0","0","4278454336","4278459212","7237230","900","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","720","2160"
"24344","7841960","5404542","0","866891","1933951","7460805","8121046","5082763","13693951","4226939","0","4483443","0","661269","658964","3443600","2445421","5066061","45000","-0.1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","721","0"
"24345","8677217","6771791","852738","4468016","5001546","7765102","8095350","5330519","15201518","3622984","0","3816268","0","1395295","1254200","3443600","2445421","5066061","27000","0.2","0.55","0","0","0","0","0","0","0","0","0","0","0","0","721","720"
"24346","9643545","8204576","1836806","8200470","8200470","8200470","8200470","5644067","16775134","3019285","0","3214629","0","2195371","1915485","3443600","2445421","1644825","9000","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","0","721","1440"
"24347","8291971","6055270","459009","2700093","3500388","7645336","8107685","5206384","14415094","3892065","0","4149599","0","995643","923942","3443600","2445421","1644825","36000","0.05","0.575","0","0","0","0","0","0","0","0","0","0","0","0","721","2520"
"24348","5006686","5075320","8","5136729","6718582","9212032","7309952","6914167","13693951","6592131","0","7110504","0","1463667","1651530","3443600","2445421","5066061","20000","-0.1","0.5","0","0","0","0","0","0","0","0","0","0","0","0","731","0"
"24349","7047553","5668486","3687493","5741970","7448960","9347706","7902842","7308407","16763487","6592131","0","7834739","0","1796494","1717843","3443600","2445421","5066061","20000","-0.1","0.5","0","0","0","0","0","0","0","0","0","0","0","0","731","720"
"24350","7837840","6327444","3095099","6528402","7448960","9347706","7902842","6781807","16775134","6592131","0","7837811","0","2195371","1915485","3443600","2445421","1644825","20000","-0.1","0.5","0","0","0","0","0","0","0","0","0","0","0","0","731","1440"
"24351","7047553","5668486","3687493","5741970","7448960","9347706","7902842","7308407","16308367","6592131","0","7834739","0","1597313","1717326","3443600","2445421","1644825","20000","-0.1","0.5","0","0","0","0","0","0","0","0","0","0","0","0","731","2520"
"24352","6323573","5470593","2436400","5540223","7183484","9280635","7705211","7176823","13693951","6592131","0","7571311","0","1531004","1651789","3443600","2445421","2763306","20000","-0.1","0.5","0","0","0","0","0","0","0","0","0","0","0","0","731","2640"
"24353","5665129","5470593","8","3098187","5531489","10656900","6252894","4477269","13693951","5402988","0","6710871","0","1463667","1651530","3443600","2445421","5066061","19000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","732","0"
"24354","6986388","6063759","3687493","7052428","8365202","12563866","10398871","8165768","16763487","6592131","0","7829349","0","1796494","1717843","3443600","2445421","5066061","19000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","732","720"
"24355","7837840","6722974","2897462","7052428","8365202","12039578","9478799","8165768","16775134","6592131","0","7566173","0","2195371","1915485","3443600","2445421","1644825","20000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","732","1440"
"24356","6986388","5734536","3687493","7052428","8365202","12563866","10398871","8165768","16308367","6592131","0","7829349","0","1597313","1717326","3443600","2445421","1644825","19000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","732","2520"
"24357","6524037","5668229","2436400","5734262","7376769","11906194","9016708","6914423","13693951","6195579","0","7434592","0","1531004","1651789","3443600","2445421","2763306","19000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","732","2640"
"24358","9330777","6581623","3687493","6115408","7296588","5983298","5720383","2826528","13693951","7296588","0","3550511","0","1463667","1651530","3443600","2445421","5066061","9000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","735","0"
"24359","10780017","7701643","3687493","6115408","7296588","5983298","5720383","2694942","16763487","7296588","0","3550511","0","1796494","1717843","3443600","2445421","3355443","9000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","735","720"
"24360","12360586","8953249","3687493","6115408","7296588","5983298","5720383","2563613","16775134","7296588","0","3550511","0","2195371","1915485","3443600","2445421","1644825","9000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","735","1440"
"24361","10055269","7174529","3687493","6115408","7296588","5983298","5720383","2695199","16308367","7296588","0","3550511","0","1597313","1717326","3443600","2445421","4144959","9000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","735","2520"
"24362","9792097","6976894","3687493","6115408","7296588","5983298","5720383","2760735","13693951","7296588","0","3550511","0","1531004","1651789","3443600","2445421","4473924","9000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","735","2640"
"24363","7768727","6970484","2895678","6580875","6909842","6909842","6909842","6909842","13693951","7173015","0","5922684","0","661269","658964","3443600","2445421","5066061","12000","-0.1","0.7","0","0","0","0","0","0","0","0","0","0","0","0","736","0"
"24364","7768727","7496573","4079958","7370395","7502239","7502239","7502239","7502239","15201518","7633825","0","6317445","0","1395295","1254200","3443600","2445421","5066061","12000","-0.1","0.65","0","0","0","0","0","0","0","0","0","0","0","0","736","720"
"24365","7768727","8153991","5330288","8225965","8225965","8225965","8225965","8225965","16775134","8225965","0","6843791","0","2195371","1915485","3443600","2445421","1644825","12000","-0.1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","736","1440"
"24366","7768727","7233400","3487818","6975635","7238808","7238808","7238808","7238808","14415094","7436188","0","6120064","0","995643","923942","3443600","2445421","1644825","12000","-0.1","0.675","0","0","0","0","0","0","0","0","0","0","0","0","736","2520"
"24367","10390131","4799540","2895678","6835516","8674097","10842427","9594403","8149043","13693951","8477215","0","5922684","0","661269","658964","3443600","2445421","5066061","12000","0","0.65","4.5","0","0","0","0","0","0","0","0","0","0","0","737","0"
"24368","10390131","5194041","4079958","8741709","9659959","12091202","10251557","8871735","14276036","9660195","0","6317445","0","1395295","1254200","3443600","2445421","5066061","13500","0","0.625","4.5","0","0","0","0","0","0","0","0","0","0","0","737","720"
"24369","10390131","5720127","5330288","10779231","10777150","13405771","10974505","9660220","14989194","10974505","0","6843791","0","2195371","1915485","3443600","2445421","1644825","15000","0","0.6","4.5","0","0","0","0","0","0","0","0","0","0","0","737","1440"
"24370","10390131","4996918","3487818","7821380","9199668","11434047","9922852","8477493","14017505","9068577","0","6120064","0","995643","923942","3443600","2445421","1644825","12750","0","0.6375","4.5","0","0","0","0","0","0","0","0","0","0","0","737","2520"
"24371","6390434","1915988","0","3104","10318","1787504","3233403","3617","15266303","3301764","0","1194065","3031393","2178607","3096","1719326","2570031","6052956","18000","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","738","0"
"24372","6390434","1915988","0","3104","10318","1058888","3226723","3617","15266303","3825536","0","1262417","12875","2178607","3096","2572860","2374204","6052956","18000","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","738","360"
"24373","16738048","6127004","2312788","4492416","13793608","16755520","16763468","6126957","16765590","16757564","0","4498091","2116719","5982274","1323055","3095095","3033933","7237230","16000","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","738","720"
"24374","15837524","8952735","4624594","8559544","9086141","8953274","5269622","8354914","16775134","16757586","0","2845060","6390455","1133401","7465","5201172","3363413","5066061","16500","0.25","0.35","0","0","0","0","0","0","0","0","0","0","0","0","738","1440"
"24375","16417052","7434628","3560303","7500178","9471618","10846570","10451268","6771282","16771514","16763013","0","6971740","6115448","4278604","860208","3427118","2703940","6447714","16833.33","0.25","0.45","0","0","0","0","0","0","0","0","0","0","0","0","738","2160"
"24376","16739584","6708343","3093822","7036032","9729893","11891522","13074987","5979467","16769705","16766112","0","9067848","6115448","5916742","1385013","2572860","2374204","7237230","17000","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","738","2520"
"24377","6390434","1915988","0","3104","10318","1787504","3233403","3617","15266303","3301764","0","1194065","5065584","2178607","3096","1719326","2570031","6052956","17333.33","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","738","2640"
"24378","7707843","5400198","0","2702688","3361911","3691652","3889282","3889282","15266303","3301764","0","1194065","3031393","2178607","3096","1719326","2570031","6052956","18000","0.25","0.4","0","0","0","0","0","0","0","0","0","0","0","0","758","0"
"24379","7115188","5730704","0","3163243","4220049","3954294","3954294","3954293","15266303","3825536","0","1262417","12875","2178607","3096","2572860","2374204","6052956","18000","0.25","0.4","0","0","0","0","0","0","0","0","0","0","0","0","758","360"
"24380","16738048","6127004","990246","7446205","7973322","6721194","6457507","5930133","16765590","16757564","0","4498091","2116719","5982274","1323055","3095095","3033933","7237230","16000","0","0.4","0","0","0","0","0","0","0","0","0","0","0","0","758","720"
"24381","16746496","8690091","16000","7317976","10083573","11524832","9487852","8960477","16775134","16762762","0","13074522","6390455","1133401","7465","2699309","2702912","5066061","18000","0.25","0.5","0","0","0","0","0","0","0","0","0","0","0","0","758","1440"
"24382","13727232","6978441","795708","6920121","8633048","8300476","7445691","6918317","16771514","14536636","0","10381390","6115448","4278604","860208","2571062","2439997","6447714","17333.33","0.25","0.4333333","0","0","0","0","0","0","0","0","0","0","0","0","758","2160"
"24383","12283136","6122617","1251098","6721194","7973322","6721194","6457507","5930133","16769705","13423830","0","9067848","6115448","5916742","1385013","2572860","2374204","7237230","17000","0.25","0.4","0","0","0","0","0","0","0","0","0","0","0","0","758","2520"
"24384","7115188","5859965","0","5931940","6392494","5667485","5601432","3954293","15266303","5271705","0","1194065","5065584","2178607","3096","1719326","2570031","6052956","17333.33","0.25","0.4","0","0","0","0","0","0","0","0","0","0","0","0","758","2640"
"24385","8825000","2703180","0","866891","1933951","7460805","8121046","5082763","13693951","4226939","0","4483443","0","661269","658964","3443600","2445421","5066061","45000","-0.1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","759","0"
"24386","9807526","3294801","463131","3562852","5020302","8251071","8844497","5806225","15201518","5343870","0","4483443","0","1395295","1254200","3443600","2445421","5066061","45000","-0.1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","759","720"
"24387","10855845","4018007","1057848","6324607","8237982","9172666","9699277","6661273","16775134","6592131","0","4483443","0","2195371","1915485","3443600","2445421","1644825","45000","-0.1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","759","1440"
"24388","9283495","3031886","264462","2247768","3509894","7855810","8515539","5477262","14415094","4818045","0","4483443","0","995643","923942","3443600","2445421","1644825","45000","-0.1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","759","2520"
"24389","8628392","5404542","0","866891","1933951","7460805","8121046","5082763","13693951","4226939","0","4483443","0","2195371","1915485","2589363","3042688","5066061","65000","-0.1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","764","0"
"24390","8167327","6327188","463131","3562852","5020302","8251071","8844497","5806225","15201518","5343870","0","4483443","0","2195371","1915485","2589363","3042688","5066061","65000","-0.1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","764","720"
"24391","7772055","7381419","1057848","6324607","8237982","9172666","9699277","6661273","16775134","6592131","0","4483443","0","2195371","1915485","2589363","3042688","1644825","65000","-0.1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","764","1440"
"24392","8364963","5865865","264462","2247768","3509894","7855810","8515539","5477262","14415094","4818045","0","4483443","0","2195371","1915485","2589363","3042688","1644825","65000","-0.1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","764","2520"
"24393","10653111","6115964","3878730","4534626","5389170","6507655","6705034","5323892","15726591","5323892","1907495","0","2236962","1850472","1125706","5323892","5133421","2171169","19000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","797","0"
"24394","10653111","11439813","3878730","4534626","5389170","6507655","6705034","5323892","14274792","5323892","1907495","0","2236962","7756704","5323892","5323892","5133421","2171169","19000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","797","1440"
"24395","9209023","9395521","0","6435358","13520130","13921792","6303262","4334872","16748143","3873810","0","3609600","0","661269","658964","661269","658964","5066061","7000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","813","0"
"24396","10327757","9658952","0","6435358","13520130","13921792","6303262","4794650","16748143","3873810","0","3609600","0","3230303","1451327","3230303","1451327","5066061","7000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","813","720"
