Id,Unknown0,Unknown1_0,Unknown1_1,Unknown1_2,Unknown2_0,Unknown2_1,Unknown2_2,Unknown3_0,Unknown3_1,Unknown3_2,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8
"280","Transmog-Human-Female-Wrist","3.330409","-0.1578935","-1.046053","-0.5980184","0","0","0","0","0","0","15","0","0","0"
"281","Transmog-Human-Female-Hands","3.274853","-0.1118412","-0.973684","-0.8166664","0","0.1511106","0","0","0","0","15","0","0","0"
"282","Transmog-Human-Female-Waist","3.240497","0.01315941","-1.124999","0.008242881","0","0.05333252","0","0","0","1934","15","0","0","0"
"283","Transmog-Human-Female-Legs","2.907894","-0.01315825","-0.7171048","-0.04466455","-0.02713776","0","0","0","0","4033","15","0","0","0"
"284","Transmog-Human-Female-Feet","3.151316","0.01315961","-0.230263","-0.477778","0","0","0","0","0","0","15","0","0","0"
"285","Transmog-Pandaren-Male-Head","2.861842","0.1973701","-2.138158","-0.6513515","-0.04444458","0.008889161","0","0","0","0","15","0","0","0"
"286","Transmog-Pandaren-Male-Shoulder","2.690791","-0.6315801","-1.894735","-0.09110201","0","-0.08000029","0","0","0","0","15","0","0","0"
"287","Transmog-Pandaren-Male-Back","2.276316","-0.09868231","-1.249999","-2.648018","0","0","0","0","0","0","15","0","0","0"
"288","Transmog-Pandaren-Male-Robe","1.973685","0.05921148","-1.171052","-0.3366669","0.008888864","0.01777771","0","0","0","0","15","0","0","0"
"289","Transmog-Pandaren-Male-Shirt","2.361842","0.07237042","-1.381578","-0.3680193","0","0","0","0","0","0","15","0","0","0"
"290","Transmog-Pandaren-Male-Tabard","1.947368","0.05263275","-1.177629","-0.192464","-0.1422217","0.008889147","0","0","0","0","15","0","0","0"
"291","Transmog-Pandaren-Male-Wrist","2.901315","-0.5197352","-1.164474","-0.5980184","0","0","0","0","0","0","15","0","0","0"
"292","Transmog-Pandaren-Male-Hands","2.855263","-0.6052632","-1.026315","-0.31","0","0","0","0","0","0","15","0","0","0"
"293","Transmog-Pandaren-Male-Waist","2.447369","0.05921163","-0.9539452","-0.1365545","-0.2011777","0.0266664","0","0","0","0","15","0","0","0"
"294","Transmog-Pandaren-Male-Legs","2.125","0.1513158","-0.6250007","-0.9333329","-0.1155594","0.1244446","0","0","0","0","15","0","0","0"
"295","Transmog-Pandaren-Male-Feet","2.980263","-0.1907855","-0.2434192","-0.6007444","-3.073364E-07","0","0","0","0","0","15","0","0","0"
"296","Default-IllidanV2-R","1.414471","-1.236845","-4.644732","0.3695871","0","0","0","0","0","-1","9","-1","0","0"
"297","Default-IllidanV2-L","1.414471","0.1907855","-4.638153","-0.1488132","0","0","0","0","0","-1","9","-1","0","0"
"298","Transmog-Pandaren-Female-Head","3.032894","0.1578955","-2.006579","-0.5180185","-0.08304658","0","0","0","0","0","15","0","0","0"
"299","Transmog-Pandaren-Female-Shoulder","2.901316","-0.434208","-1.68421","-0.01907952","0","0","0","0","0","0","15","0","0","0"
"300","Transmog-Pandaren-Female-Back","2.934211","-0.006579162","-1.111841","-2.648018","0","0","0","0","0","0","15","0","0","0"
"301","Transmog-Pandaren-Female-Robe","2.368421","0.006579201","-1.190789","-0.1055554","-0.01777771","0","0","0","0","0","15","0","0","0"
"302","Transmog-Pandaren-Female-Shirt","2.598685","0.07894936","-1.407893","-0.2524633","-0.008888855","0","0","0","0","0","15","0","0","0"
"303","Transmog-Pandaren-Female-Tabard","2.611842","-0.04605092","-1.263155","0.1719804","-0.06222198","0","0","0","0","0","15","0","0","0"
"304","Transmog-Pandaren-Female-Wrist","2.973683","-0.1776307","-1.046052","-0.5980184","0","0","0","0","0","0","15","0","0","0"
"305","Transmog-Pandaren-Female-Hands","2.973685","-0.5197361","-0.9473672","0.0909913","0","0","0","0","0","0","15","0","0","0"
"306","Transmog-Pandaren-Female-Waist","2.914475","-0.1118417","-1.105261","0.3469627","-0.1866663","-0.08888887","0","0","0","0","15","0","0","0"
"307","Transmog-Pandaren-Female-Legs","2.532895","-0.1315782","-0.651315","0.3199992","-0.1333336","0","0","0","0","0","15","0","0","0"
"308","Transmog-Pandaren-Female-Feet","2.815789","-0.1052629","-0.3157858","0.1547159","-0.1578962","-0.00326754","0","0","0","0","15","0","0","0"
"309","Transmog-Worgen-Male-Head","2.440788","0.09868322","-2.105264","-0.4113516","-0.2488882","0","0","0","0","0","15","0","0","0"
"310","Transmog-Worgen-Male-Shoulder","2.072368","-0.5394748","-1.986842","0.1741537","-0.2933334","0","0","0","0","0","15","0","0","0"
"311","Transmog-Worgen-Male-Back","1.69737","-0.1447375","-1.519734","-2.648018","0","0","0","0","0","0","15","0","0","0"
"312","Transmog-Worgen-Male-Robe","2.138157","0.04605318","-1.578947","-0.3778436","-0.2238876","0.06106018","0","0","0","1758","15","0","0","0"
"313","Transmog-Worgen-Male-Shirt","2.302631","-0.01315557","-1.822366","-0.4400725","-0.3951","0.04749207","0","0","0","0","15","0","0","0"
"314","Transmog-Worgen-Male-Tabard","2.447368","-0.07236768","-1.499997","-0.2369079","-0.3733335","0","0","0","0","0","15","0","0","0"
"315","Transmog-Worgen-Male-Wrist","2.526315","-0.5592092","-1.296053","-0.5980184","0","0","0","0","0","0","15","0","0","0"
"316","Transmog-Worgen-Male-Hands","2.256579","-0.6513152","-1.151316","-0.2922223","-0.1777783","0","0","0","0","0","15","0","0","0"
"317","Transmog-Worgen-Male-Waist","2.947369","0.0065792","-1.368419","0.08124035","0","0","0","0","0","904","15","0","0","0"
"318","Transmog-Worgen-Male-Legs","2.289473","0.01315803","-1.013156","-0.4977785","-0.2044449","0","0","0","0","0","15","0","0","0"
"319","Transmog-Worgen-Male-Feet","2.230262","-0.2039469","-0.4144736","-0.4836221","-0.1373219","0.1029285","0","0","0","0","15","0","0","0"
"320","Transmog-Worgen-Female-Head","3.210526","0.1184223","-2.210526","-0.3580187","-0.2044439","0.1066669","0","0","0","0","15","0","0","0"
"321","Transmog-Worgen-Female-Shoulder","2.710526","-0.3092112","-1.907894","0.01625786","0","0","0","0","0","0","15","0","0","0"
"322","Transmog-Worgen-Female-Back","2.375","-0.006578246","-1.335526","-2.692463","-0.008888859","0","0","0","0","0","15","0","0","0"
"323","Transmog-Worgen-Female-Robe","2.743421","0.08552637","-1.625","-0.06111082","0","0.07111146","0","0","0","0","15","0","0","0"
"324","Transmog-Worgen-Female-Shirt","2.947368","0.0592127","-1.756578","-0.1724637","0","0","0","0","0","0","15","0","0","0"
"325","Transmog-Worgen-Female-Tabard","2.796053","0.06579255","-1.605261","0.1630915","0","0","0","0","0","0","15","0","0","0"
"326","Transmog-Worgen-Female-Wrist","3.039472","-0.3289464","-1.361843","-0.2691294","0","0","0","0","0","0","15","0","0","0"
"327","Transmog-Worgen-Female-Hands","2.835527","-0.3421044","-1.25","-0.3167852","0","0","0","0","0","0","15","0","0","0"
"328","Transmog-Worgen-Female-Waist","3.131579","0.08553002","-1.394736","0.2447553","0","0.07463013","0","0","0","0","15","0","0","0"
"329","Transmog-Worgen-Female-Legs","2.440788","0.07236656","-0.9276301","-0.1333336","-0.2133331","-0.06105958","0","0","0","0","15","0","0","0"
"330","Transmog-Worgen-Female-Feet","2.927631","-0.06578942","-0.4539467","-0.2822224","0","0","0","0","0","0","15","0","0","0"
"331","Transmog-Draenei-Male-Head","2.769736","0.2500011","-2.361842","-0.4469076","-0.16","0.08888856","0","0","0","0","15","0","0","0"
"332","Transmog-Draenei-Male-Shoulder","1.953947","-0.2894731","-2.138158","-0.6141942","-0.08888856","0.03555542","0","0","0","0","15","0","0","0"
"333","Transmog-Draenei-Male-Back","2.440791","0.08552771","-1.499999","-3.484799","-0.1777786","-0.006313208","0","0","0","0","15","0","0","0"
"334","Transmog-Draenei-Male-Robe","1.552632","0.3486833","-1.546054","-0.8370196","0","0","0","0","0","0","15","0","0","0"
"335","Transmog-Draenei-Male-Shirt","2.052631","0.421055","-1.828947","-0.897393","-0.06222229","0.07999939","0","0","0","0","15","0","0","0"
"336","Transmog-Draenei-Male-Tabard","1.796052","0.1710546","-1.559209","-0.3332719","0","0","0","0","0","0","15","0","0","0"
"337","Transmog-Draenei-Male-Wrist","2.776315","-0.2499977","-1.664474","-0.6513517","-0.3111114","0.2666669","0","0","0","0","15","0","0","0"
"338","Transmog-Draenei-Male-Hands","2.506579","-0.4144742","-1.368421","-0.3277777","-0.24","0.07999999","0","0","0","0","15","0","0","0"
"339","Transmog-Draenei-Male-Waist","2.453948","0.1710542","-1.296052","-0.3332732","0","0.01262634","0","0","0","0","15","0","0","0"
"340","Transmog-Draenei-Male-Legs","1.782894","-0.1184209","-1.085526","0.1953045","-0.2755557","0.02666686","0","0","0","0","15","0","0","0"
"341","Transmog-Draenei-Male-Feet","2.236842","0.2894738","-0.4078931","-1.59872","0.03181826","0.09941254","0","0","0","0","15","0","0","0"
"342","Transmog-Draenei-Female-Head","3.421053","0.05263287","-2.171053","-0.4202408","-0.222222","0.1333337","0","0","0","0","15","0","0","0"
"343","Transmog-Draenei-Female-Shoulder","3.236842","-0.1381569","-1.986842","-0.4682339","-0.03555572","0.1333328","0","0","0","0","15","0","0","0"
"344","Artifact-MageFrost-Base","0.8618416","-0.3097927","-0.2452902","-0.9158143","-2.642043","-0.3011378","0","0","0","-1","14","-1","0","0"
"345","Transmog-Draenei-Female-Back","2.993421","-0.03289251","-1.506577","-3.058792","0","0","0","0","0","0","15","0","0","0"
"346","Artifact-MageFrost-Empowered","0.118421","-0.4380526","-0.3562316","-1.144206","-2.585551","-0.6920148","0","0","0","-1","14","-1","0","0"
"347","Transmog-Draenei-Female-Robe","2.927631","0.01315892","-1.552632","-0.3633337","-0.06222199","0.0392932","0","0","0","0","15","0","0","0"
"348","Transmog-Draenei-Female-Shirt","3.092105","0.03947618","-1.68421","-0.4124639","0","0.04444397","0","0","0","0","15","0","0","0"
"349","Transmog-Draenei-Female-Tabard","3.039473","0.006580778","-1.55263","-0.1650756","-0.09777771","0.04607788","0","0","0","0","15","0","0","0"
"350","Transmog-Draenei-Female-Wrist","3.337718","-0.22076","-1.357458","-0.5980184","0","0","0","0","0","0","15","0","0","0"
"351","Artifact-MageFrost-Archmagi","1.447367","-0.8098671","-0.4202544","-1.533392","-2.491991","-0.6522557","0","0","0","-1","14","-1","0","0"
"352","Transmog-Draenei-Female-Hands","3.144736","-0.1381563","-1.256579","-0.8966662","2.952293E-07","0.03555543","0","0","0","885","15","0","0","0"
"353","Artifact-MageFrost-Frostfire","0.8618416","-0.3413952","-0.2268165","-1.620974","-2.538058","-0.3548303","0","0","0","-1","14","-1","0","0"
"354","Artifact-MageFrost-Fluid","1.111842","-0.614661","-0.4426408","-1.279802","-2.538058","-0.4274207","0","0","0","-1","14","-1","0","0"
"355","Transmog-Draenei-Female-Waist","3.203948","-0.006577907","-1.407894","-0.06801933","-0.1492569","0.07952942","0","0","0","0","15","0","0","0"
"356","Transmog-Draenei-Female-Legs","2.625","0.01315864","-0.9736835","-0.2058267","-0.1066661","0.01941164","0","0","0","0","15","0","0","0"
"357","Artifact-WarlockDestruction-Base","0.3618416","-0.4725775","-0.4615074","-1.279802","-2.538058","-0.4274207","0","0","0","-1","14","-1","0","0"
"358","Transmog-Draenei-Female-Feet","3.118421","-0.1184198","-0.2960533","-1.533266","0.1356888","0","0","0","0","0","15","0","0","0"
"359","Artifact-WarlockDestruction-Empowered","1.111842","-0.360076","-0.4066112","-1.279802","-2.538058","-0.4274207","0","0","0","-1","14","-1","0","0"
"360","Artifact-WarlockDestruction-FelInfused","0.3618416","-0.3600747","-0.309606","-1.279802","-2.538058","-0.4274207","0","0","0","-1","14","-1","0","0"
"361","Artifact-WarlockDestruction-Tortured","0.1118416","-0.4720054","-0.4588447","-1.279802","-2.538058","-0.4274207","0","0","0","-1","14","-1","0","0"
"362","Artifact-WarlockDestruction-Necrotic","0.8618416","-0.4584499","-0.4005173","-1.279802","-2.538058","-0.4274207","0","0","0","-1","14","-1","0","0"
"363","Transmog-Dwarf-Male-Head","2.953948","0.0197399","-1.388157","-0.3135737","-0.1155557","0.02782836","0","0","0","0","15","0","0","0"
"364","Transmog-Dwarf-Male-Shoulder","2.598684","-0.3947359","-1.236842","-0.1940298","0","0","0","0","0","0","15","0","0","0"
"365","Transmog-Dwarf-Male-Back","2.381579","-0.006577937","-0.8026304","-3.15685","0","0","0","0","0","0","15","0","0","0"
"366","Transmog-Dwarf-Male-Robe","2.552631","0.006579659","-0.8815776","-0.3820544","0","0","0","0","0","0","15","0","0","0"
"367","Transmog-Dwarf-Male-Shirt","2.697368","0.05263388","-1.05263","-0.3680193","0","0","0","0","0","0","15","0","0","0"
"368","Transmog-Dwarf-Male-Tabard","2.631579","-0.01315609","-0.8618408","0.04778693","0","0","0","0","0","0","15","0","0","0"
"369","Transmog-Dwarf-Male-Wrist","2.907893","-0.3355254","-0.763158","-0.5980184","0","0","0","0","0","0","15","0","0","0"
"370","Transmog-Dwarf-Male-Hands","2.855263","-0.4078948","-0.6513153","-0.31","0","0","0","0","0","0","15","0","0","0"
"371","Transmog-Dwarf-Male-Waist","2.881579","-0.01315532","-0.7894726","0.0828724","-0.1955557","0","0","0","0","0","15","0","0","0"
"372","Transmog-Dwarf-Male-Legs","2.414474","-0.01973905","-0.453948","-0.3768515","-0.1099332","0.07111084","0","0","0","0","15","0","0","0"
"373","Transmog-Dwarf-Male-Feet","2.638158","0.03289459","-0.2236834","-0.7746289","0","0","0","0","0","0","15","0","0","0"
"374","Transmog-Dwarf-Female-Head","3.377192","0.05263273","-1.375","-0.3757968","-0.07111069","0.07111148","0","0","0","0","15","0","0","0"
"375","Transmog-Dwarf-Female-Shoulder","3.249999","-0.2697352","-1.171051","-0.3196666","0","0","0","0","0","0","15","0","0","0"
"376","Transmog-Dwarf-Female-Back","3.157896","-0.02631539","-0.8157884","-3.213673","0","0","0","0","0","0","15","0","0","0"
"377","Transmog-Dwarf-Female-Robe","3.203947","0.03947404","-0.875","-0.31","0","0","0","0","0","0","15","0","0","0"
"378","Transmog-Dwarf-Female-Shirt","3.217105","0.03947546","-0.9999988","-0.3680193","0","0","0","0","0","0","15","0","0","0"
"379","Transmog-Dwarf-Female-Tabard","3.217104","0.01315912","-0.8552608","-0.01770264","0","0","0","0","0","0","15","0","0","0"
"380","Transmog-Dwarf-Female-Wrist","3.347221","-0.2207594","-0.7821643","-0.5980184","0","0","0","0","0","0","15","0","0","0"
"381","Transmog-Dwarf-Female-Hands","3.315789","-0.2302642","-0.6842096","-0.5233337","0","0","0","0","0","0","15","0","0","0"
"382","Transmog-Dwarf-Female-Waist","3.153508","0.006580707","-0.7499982","-0.006959758","0","0","0","0","0","0","15","0","0","0"
"383","Transmog-Dwarf-Female-Legs","3.013158","0.006578565","-0.486842","-0.08888946","-0.2755551","0.01309693","0","0","0","0","15","0","0","0"
"384","Transmog-Dwarf-Female-Feet","3.125","0.06578968","-0.2039464","-0.7977778","-0.08","0.04444458","0","0","0","0","15","0","0","0"
"385","Transmog-Gnome-Male-Head","2.980263","0.01316161","-0.8421049","-0.4930167","-0.1155556","0.01777831","0","0","0","0","15","0","0","0"
"386","Transmog-Gnome-Male-Shoulder","3.052632","-0.2565809","-0.6710518","-0.1760295","0","-0.00888916","0","0","0","0","15","0","0","0"
"387","Transmog-Gnome-Male-Back","3.098685","-0.01315767","-0.4013143","-2.83798","0","0.05427612","0","0","0","0","15","0","0","0"
"389","Transmog-Gnome-Male-Robe","3.026316","-0.006579097","-0.4078941","-0.4807732","0","0","0","0","0","0","15","0","0","0"
"390","Transmog-Gnome-Male-Shirt","3.164473","0.00658239","-0.5460517","-0.3680193","0","0","0","0","0","0","15","0","0","0"
"391","Artifact-RogueAssassination-Base","2.078947","0.0996687","0.1060024","-1.023494","0.1997675","-5.610516","0","0","0","-1","14","-1","0","0"
"392","Artifact-RogueAssassination-Base (Offhand)","0.7105262","-0.03135302","0.3692143","1.97561","-3.416815","0.7395052","0","0","0","-1","14","-1","0","0"
"393","Transmog-Gnome-Male-Tabard","3.144737","-0.01315702","-0.4276302","0.07046454","0","0","0","0","0","0","15","0","0","0"
"394","Transmog-Gnome-Male-Wrist","3.315788","-0.2302619","-0.4407898","-0.5980184","0","0","0","0","0","0","15","0","0","0"
"395","Transmog-Gnome-Male-Hands","3.328948","-0.2631567","-0.335526","-0.5055549","0","0","0","0","0","0","15","0","0","0"
"396","Transmog-Gnome-Male-Waist","3.171053","-0.006577091","-0.3684193","-0.002280194","-0.0711113","0","0","0","0","0","15","0","0","0"
"397","Transmog-Gnome-Male-Legs","3.05921","0","-0.243421","-0.3555557","0","0","0","0","0","0","15","0","0","0"
"398","Transmog-Gnome-Male-Feet","3.197368","-0.0328938","-0.1315778","-0.9844425","0.06222184","0.07111023","0","0","0","0","15","0","0","0"
"399","Transmog-Gnome-Female-Head","3.276315","0.04605207","-0.8289473","-0.3757968","-0.142222","0.09777713","0","0","0","0","15","0","0","0"
"400","Transmog-Gnome-Female-Shoulder","3.151315","-0.2236852","-0.5855256","-0.120155","0","0","0","0","0","0","15","0","0","0"
"401","Transmog-Gnome-Female-Back","3.526316","0.02631776","-0.3947366","-2.648018","0","0","0","0","0","0","15","0","0","0"
"402","Transmog-Gnome-Female-Robe","3.30921","0.03947413","-0.4078948","-0.3507068","0","0","0","0","0","0","15","0","0","0"
"403","Transmog-Gnome-Female-Shirt","3.401316","0.04605429","-0.5131562","-0.3680193","0","0","0","0","0","0","15","0","0","0"
"404","Transmog-Gnome-Female-Tabard","3.315789","-0.01315612","-0.3815772","0.05526251","0","0","0","0","0","0","15","0","0","0"
"405","Transmog-Gnome-Female-Wrist","3.461257","-0.1366943","-0.4035093","-0.5980184","0","0","0","0","0","0","15","0","0","0"
"406","Transmog-Gnome-Female-Hands","3.476609","-0.1447399","-0.3223686","-0.5233337","0","0","0","0","0","0","15","0","0","0"
"407","Transmog-Gnome-Female-Waist","3.42032","-0.003652432","-0.3537992","-0.008084022","-0.01777771","0","0","0","0","0","15","0","0","0"
"408","Transmog-Gnome-Female-Legs","3.302631","0.01973661","-0.256579","-0.1688887","-0.07111129","0","0","0","0","0","15","0","0","0"
"409","Transmog-Gnome-Female-Feet","3.410817","0.07894764","-0.1249987","-0.9245778","-0.02713774","0.08819581","0","0","0","0","15","0","0","0"
"410","Transmog-NightElf-Male-Head","3.111842","0.05921279","-2.243422","-0.4557969","-0.08000015","0.03555542","0","0","0","0","15","0","0","0"
"411","Transmog-NightElf-Male-Shoulder","2.467104","-0.3618419","-2.013157","-0.2654229","0","0","0","0","0","0","15","0","0","0"
"412","Transmog-NightElf-Male-Back","2.440789","-0.02631547","-1.394736","-2.821807","0","0","0","0","0","0","15","0","0","0"
"413","Transmog-NightElf-Male-Robe","2.769737","0.07894651","-1.657896","-0.3357245","-0.1155558","0.08000001","0","0","0","0","15","0","0","0"
"414","Transmog-NightElf-Male-Shirt","2.815788","0.06579177","-1.796052","-0.369652","0","0","0","0","0","0","15","0","0","0"
"415","Transmog-NightElf-Male-Tabard","2.802632","-0.006577773","-1.631577","0.01571784","-0.05333343","0","0","0","0","0","15","0","0","0"
"416","Transmog-NightElf-Male-Wrist","3.026315","-0.3684195","-1.401317","-0.5980184","0","0","0","0","0","0","15","0","0","0"
"417","Transmog-NightElf-Male-Hands","2.710526","-0.3421053","-1.197367","-0.5144439","0","0","0","0","0","0","15","0","0","0"
"418","Transmog-NightElf-Male-Waist","3.092104","0.006580264","-1.407893","-0.006960369","0","0.05427612","0","0","0","0","15","0","0","0"
"419","Transmog-NightElf-Male-Legs","2.243421","-0.02631549","-0.9210526","0","-0.09777801","0","0","0","0","0","15","0","0","0"
"420","Transmog-NightElf-Male-Feet","2.605263","2.891291E-06","-0.3552629","-0.611111","0","0","0","0","0","0","15","0","0","0"
"421","Transmog-NightElf-Female-Head","3.184211","0.04605449","-2.098684","-0.4113511","-0.1244443","0.07999939","0","0","0","0","15","0","0","0"
"422","Transmog-NightElf-Female-Shoulder","2.888158","-0.2828943","-1.888157","-0.3161503","0","0","0","0","0","0","15","0","0","0"
"423","Transmog-NightElf-Female-Back","3.039475","-0.04605154","-1.460524","-2.852463","0","0","0","0","0","0","15","0","0","0"
"424","Transmog-NightElf-Female-Robe","2.822369","0.01973589","-1.572369","-0.31","0","0","0","0","0","0","15","0","0","0"
"425","Transmog-NightElf-Female-Shirt","2.934211","0.03947357","-1.677631","-0.2992328","0","0.03392151","0","0","0","0","15","0","0","0"
"426","Transmog-NightElf-Female-Tabard","2.822368","-0.006576016","-1.585523","-0.006269468","0","0.01356873","0","0","0","0","15","0","0","0"
"427","Transmog-NightElf-Female-Wrist","3.243421","-0.2828937","-1.289474","-0.5980184","0","0","0","0","0","0","15","0","0","0"
"428","Transmog-NightElf-Female-Hands","2.796052","-0.2105262","-1.223684","-0.8255561","0","0","0","0","0","0","15","0","0","0"
"429","Transmog-NightElf-Female-Waist","3.131579","-0.03289138","-1.394735","0.02649178","0","-0.05427551","0","0","0","0","15","0","0","0"
"430","Transmog-NightElf-Female-Legs","2.381578","0","-1.006578","-0.07111108","0","0","0","0","0","0","15","0","0","0"
"431","Transmog-NightElf-Female-Feet","2.907894","0.08552677","-0.2236834","-0.7000002","0","0","0","0","0","0","15","0","0","0"
"432","Transmog-Goblin-Male-Head","2.848684","0.01315934","-1.138157","-0.3313515","-0.08000091","0.01777771","0","0","0","0","15","0","0","0"
"433","Transmog-Goblin-Male-Shoulder","2.980264","-0.3157895","-0.9078947","-0.137681","-0.05333313","0","0","0","0","0","15","0","0","0"
"434","Transmog-Goblin-Male-Back","2.625","-0.03947263","-0.5855255","-2.799129","0","0","0","0","0","0","15","0","0","0"
"435","Transmog-Goblin-Male-Robe","2.868422","-0.01315745","-0.6381578","0.08277696","0","0","0","0","0","0","15","0","0","0"
"436","Transmog-Goblin-Male-Shirt","2.973683","-0.0131551","-0.7434193","-0.1724637","0","0","0","0","0","0","15","0","0","0"
"437","Transmog-Goblin-Male-Tabard","2.999999","-0.006577632","-0.6644711","0.2016941","0","0","0","0","0","0","15","0","0","0"
"438","Transmog-Goblin-Male-Wrist","3.026315","-0.3157881","-0.5592115","-0.5980184","0","0","0","0","0","0","15","0","0","0"
"439","Transmog-Goblin-Male-Hands","2.81579","-0.2631577","-0.4605273","-0.6922222","0","0","0","0","0","0","15","0","0","0"
"440","Transmog-Goblin-Male-Waist","3.243422","1.107343E-06","-0.4934191","0.2173664","-0.05427582","-0.01356812","0","0","0","0","15","0","0","0"
"441","Transmog-Goblin-Male-Legs","3.052633","-0.006577658","-0.3223675","-0.4631964","0","0","0","0","0","0","15","0","0","0"
"442","Transmog-Goblin-Male-Feet","2.861841","-0.0131574","-0.1513136","-0.753112","0","0","0","0","0","0","15","0","0","0"
"443","Transmog-Goblin-Female-Head","3.052632","0.06579116","-1.131579","-0.473573","-4.572794E-07","0.07111021","0","0","0","0","15","0","0","0"
"444","Transmog-Goblin-Female-Shoulder","3.098684","-0.3026323","-0.921051","-0.1945306","0","0.04444459","0","0","0","0","15","0","0","0"
"445","Transmog-Goblin-Female-Back","3.052632","-0.02631349","-0.6184201","-2.834906","0","0","0","0","0","0","15","0","0","0"
"446","Transmog-Goblin-Female-Robe","3.164473","0.04605084","-0.7039478","-0.3235693","0","0","0","0","0","0","15","0","0","0"
"447","Transmog-Goblin-Female-Shirt","3.203947","0.03947498","-0.7565775","-0.3748034","0","0","0","0","0","0","15","0","0","0"
"448","Transmog-Goblin-Female-Tabard","3.243421","0.0131599","-0.6776292","-0.09584833","0","0","0","0","0","0","15","0","0","0"
"449","Transmog-Goblin-Female-Wrist","3.427631","-0.3157881","-0.4605267","-0.6246852","0.3022218","-0.3022223","0","0","0","0","15","0","0","0"
"450","Transmog-Goblin-Female-Hands","3.05921","-0.217105","-0.3552629","-0.6211113","0.2044446","-0.231112","0","0","0","0","15","0","0","0"
"451","Transmog-Goblin-Female-Waist","3.269737","0.006580836","-0.5657884","-0.1129333","-0.08888856","0.07462952","0","0","0","0","15","0","0","0"
"452","Transmog-Goblin-Female-Legs","2.953947","0.01315881","-0.3684205","-0.1866668","-0.1244443","0.008889774","0","0","0","0","15","0","0","0"
"453","Transmog-Goblin-Female-Feet","3.269736","-0.05921122","-0.09868488","0.6777785","0.05333298","0.06222168","0","0","0","0","15","0","0","0"
"454","Transmog-BloodElf-Male-Head","3.328948","0.1250007","-1.914474","-0.366907","-0.1155556","0.06222168","0","0","0","0","15","0","0","0"
"455","Transmog-BloodElf-Male-Shoulder","2.75","-0.230262","-1.717104","0.0711924","0","0","0","0","0","0","15","0","0","0"
"456","Transmog-BloodElf-Male-Back","2.776316","-0.03289381","-1.263157","-2.49876","0","0","0","0","0","1189","15","0","0","0"
"457","Transmog-BloodElf-Male-Robe","2.901316","0.1249993","-1.427632","-0.07888916","0","0","0","0","0","0","15","0","0","0"
"458","Transmog-BloodElf-Male-Shirt","2.940789","0.1381577","-1.532894","-0.04801858","0","0.04070679","0","0","0","0","15","0","0","0"
"459","Transmog-BloodElf-Male-Tabard","2.960525","0.09868568","-1.427629","0.3511716","-0.06222229","0","0","0","0","608","15","0","0","0"
"460","Transmog-BloodElf-Male-Wrist","3.092104","-0.1578939","-1.19737","-0.5980184","0","0","0","0","0","0","15","0","0","0"
"461","Transmog-BloodElf-Male-Hands","2.855263","-0.1578945","-1.124999","-0.71","0","0","0","0","0","1002","15","0","0","0"
"462","Transmog-BloodElf-Male-Waist","3.171054","0.1118447","-1.230262","0.286847","-0.02666641","0.06106018","0","0","0","1133","15","0","0","0"
"463","Transmog-BloodElf-Male-Legs","2.618422","0.09210461","-0.9210522","0.1066672","-0.09777772","-0.08141297","0","0","0","814","15","0","0","0"
"464","Transmog-BloodElf-Male-Feet","2.671052","-0.02631555","-0.2499984","-0.7000002","0","0","0","0","0","0","15","0","0","0"
"465","Transmog-BloodElf-Female-Head","3.447368","0.04605477","-1.789474","-0.6069075","-0.09777741","0.05333313","0","0","0","0","15","0","0","0"
"466","Transmog-BloodElf-Female-Shoulder","3.36842","-0.2039489","-1.585526","-0.1788915","0","0","0","0","0","0","15","0","0","0"
"467","Transmog-BloodElf-Female-Back","3.118421","0.03289444","-1.190789","-2.96915","0","0","0","0","0","1410","15","0","0","0"
"468","Transmog-BloodElf-Female-Robe","3.125","0.01973659","-1.302632","-0.4966668","0","0","0","0","0","599","15","0","0","0"
"469","Transmog-BloodElf-Female-Shirt","3.256578","0.05921352","-1.388157","-0.465797","0","0.05427613","0","0","0","0","15","0","0","0"
"470","Transmog-BloodElf-Female-Tabard","3.197368","0.0263194","-1.322366","-0.2280193","0","0","0","0","0","0","15","0","0","0"
"471","Transmog-BloodElf-Female-Wrist","3.42032","-0.1842087","-1.098684","-0.5980184","0","0","0","0","0","0","15","0","0","0"
"472","Transmog-BloodElf-Female-Hands","3.230263","-0.1447356","-1.013158","-0.8255551","0","-0.01777714","0","0","0","1970","15","0","0","0"
"473","Transmog-BloodElf-Female-Waist","3.266812","-0.01096185","-1.171051","-0.2989496","-0.1529953","-0.1221204","0","0","0","0","15","0","0","0"
"474","Transmog-BloodElf-Female-Legs","2.901316","0.03289526","-0.8421057","-0.3544249","0","0.1207063","0","0","0","0","15","0","0","0"
"475","Transmog-BloodElf-Female-Feet","3.157894","0.07236845","-0.2302627","-1.604344","0.05942703","0.07274465","0","0","0","0","15","0","0","0"
"476","Transmog-Orc-Male-Head","2.598684","0.2368441","-1.888158","-0.4557963","-0.09777802","0.05333374","0","0","0","0","15","0","0","0"
"477","Transmog-Orc-Male-Shoulder","1.934211","-0.5328951","-1.894737","-0.2317523","-0.09777741","0","0","0","0","0","15","0","0","0"
"478","Transmog-Orc-Male-Back","2.322369","-0.01973704","-1.322367","-2.830224","0","-0.0746289","0","0","0","0","15","0","0","0"
