Id,Unknown0,Unknown1_0,Unknown1_1,Unknown1_2,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8
"1252","Mount_SwiftWindSteed_Wind_Loop","0","0","0","884","2","0","1","0","0","34807"
"1253","Mount_SwiftWindSteed_Stand_Chuffs","0","0","0","885","2","0","1","0","0","34794"
"1254","Mount_SwiftWindSteed_Sprint_Chuffs","0","0","0","886","2","0","1","0","0","34795"
"1255","Mount_SwiftWindSteed_Foley_Walk","0","0","0","887","2","0","1","0","0","34808"
"1256","Mount_SwiftWindSteed_Foley_Run","0","0","0","888","2","0","1","0","0","34809"
"1257","Mount_SwiftWindSteed_Foley_Fly_Stop","0","0","0","882","3","0","1","0","0","34805"
"1258","Mount_SwiftWindSteed_Foley_Fly_Start","0","0","0","889","1","0","1","0","0","34805"
"1259","Mount_SwiftWindSteed_Fly_Start_Wind_Whoosh","0","0","0","890","1","0","1","0","0","34814"
"1260","Mantid_Celltower_Zanvess","0","0","0","891","2","0","1","0","0","32019"
"1261","TKRaid_Phoenix_Boss_Chuff_Movement","0","0","0","892","2","0","1","0","0","36220"
"1262","TKRaid_Phoenix_Boss_Chuff_Stop","0","0","0","892","3","0","1","0","0","36220"
"1263","TKRaid_Hydra_Death_Splash","0","0","0","893","1","0","1","20","0","36580"
"1264","TKRaid_Hydra_Death_Water","0","0","0","893","3","0","1","20","0","24029"
"1265","TKRaid_Hydra_Attack_SplashWhip","0","0","0","894","1","0","1","20","0","36690"
"1266","TKRaid_Hydra_Attack_SplashWhip","0","0","0","894","1","0","1","20","0","36691"
"1267","TKRaid_Hydra_Death_Submerge","0","0","0","895","1","0","1","20","0","36692"
"1268","TKRaid_Hydra_Death_Big","0","0","0","895","1","0","1","20","0","36568"
"1269","MON_TKRaid_GastroPod_Death","0","0","0","896","1","0","1","20","0","28137"
"1270","TortosBoss_FuriousStoneBreath_Cast","0","0","0","897","1","0","1","20","0","36728"
"1271","Mount_Triceratops_Foley_Walk","0","0","0","898","2","0","1","0","0","36938"
"1273","Mount_Triceratops_Chuffs_Walk","0","0","0","899","2","0","1","0","0","36939"
"1274","Mount_Triceratops_Foley_MountSpecial","0","0","0","900","1","0","1","0","0","36958"
"1275","Mount_Triceratops_Foley_Jump","0","0","0","901","1","0","1","0","0","36960"
"1276","TKRaid_FX_Walla_Horridon_Walla_Gate_Open","0","0","0","902","1","0","1","0","0","36969"
"1277","Mount_EpicBat_Chuffs","0","0","0","903","2","0","1","0","0","37047"
"1278","Mount_EpicBat_Foley_Fly_Start","0","0","0","904","1","0","1","0","0","37044"
"1279","Mount_EpicBat_Foley_Fly_Stop","0","0","0","904","3","0","1","0","0","37044"
"1280","Mount_EpicBat_Chuffs","0","0","0","905","2","0","1","0","0","37047"
"1281","Mount_EpicBat_Foley_Stand","0","0","0","905","2","0","1","0","0","37046"
"1282","Mount_EpicBat_Chuffs","0","0","0","904","1","0","1","0","0","37047"
"1283","Mount_EpicBat_SpookyWind","0","0","0","904","2","0","1","0","0","37048"
"1284","Mount_EpicBat_SpookyWind","0","0","0","903","1","0","1","0","0","37048"
"1306","Mount_ClutchofJiKun_Foley_Fly_Stop","0","0","0","912","3","1","1","0","0","37109"
"1307","Mount_ClutchofJiKun_Foley_Fly_Start","0","0","0","912","1","1","1","0","0","37109"
"1308","Mount_ClutchofJiKun_Snarl","0","0","0","912","3","1","1","0","0","36220"
"1309","Mount_WindMovement","0","0","0","913","2","0","1","0","0","29482"
"1310","Mount_ClutchofJiKun_Fly","0","0","0","913","2","0","1","0","0","36212"
"1311","Spiral_Turret_Spark_Wound","0","0","0","914","1","0","1","0","0","37111"
"1313","Faeriedragon_Mount_Idle_Chuffs","0","0","0","916","2","0","1","20","0","37229"
"1315","FaerieDragon_Foley_Start","0","0","0","915","1","0","1","0","0","37234"
"1316","FaerieDragon_Foley_Stop","0","0","0","915","3","0","1","0","0","37234"
"1318","Mount_SwiftWindSteed_Foley_Walk","0","0","0","917","2","0","1","0","0","37462"
"1320","Mount_SwiftWindSteed_Foley_Fly_Start","0","0","0","919","1","0","1","0","0","37460"
"1322","Mount_Pterodactyl_Skyscreamer_Stand_Chuffs","0","0","0","920","2","0","1","0","0","37327"
"1324","Mount_Pterodactyl_Skyscreamer_StandV1","0","0","0","921","1","0","1","0","0","37378"
"1325","Mount_Pterodactyl_Skyscreamer_Foley_Land","0","0","0","922","3","0","1","20","0","37456"
"1326","Faeriedragon_Mount_TakeOff","0","0","0","923","1","0","1","0","0","37453"
"1327","FaerieDragon_Foley_Start","0","0","0","924","1","0","1","0","0","37454"
"1328","Mount_Pterodactyl_Skyscreamer_Fly_Start_Wind_Whoosh","0","0","0","918","1","0","1","0","0","37455"
"1329","Mount_Pterodactyl_Skyscreamer_Fly_Start_Rocks","0","0","0","925","1","0","1","0","0","37457"
"1330","Mount_Pterodactyl_Skyscreamer_Fly_Land_Rocks","0","0","0","926","2","0","1","0","0","37458"
"1331","Mount_Pterodactyl_Skyscreamer_StandV1_Foley","0","0","0","927","1","0","1","0","0","37459"
"1332","ProtoDrake_Chuff","0","0","0","928","2","0","1","0","0","37565"
"1333","HearthSteed_Mount_Idle","0","0","0","929","2","0","1","0","0","37590"
"1334","HearthSteed_Mount_Fly_Takeoff","0","0","0","930","1","0","1","0","0","37604"
"1335","HearthSteed_Mount_chuff_land","0","0","0","931","3","0","1","0","0","37589"
"1336","HearthSteed_Mount_Foley_Run","0","0","0","932","1","0","1","0","0","37618"
"1337","HearthSteed_Mount_Foley_WalkBackwards","0","0","0","933","1","0","1","0","0","37618"
"1338","HearthSteed_Mount_Foley_Shuffle_Left","0","0","0","934","1","0","1","0","0","37618"
"1339","HearthSteed_Mount_Foley_Shuffle_Right","0","0","0","935","1","0","1","0","0","37618"
"1340","HearthSteed_Mount_Foley_FlightBackwards","0","0","0","936","1","0","1","0","0","37618"
"1341","HearthSteed_Mount_Foley_Flight","0","0","0","937","1","0","1","0","0","37618"
"1342","Faeriedragon_Mount_Foley_Shuffle_Left","0","0","0","938","1","0","1","0","0","37454"
"1343","Faeriedragon_Mount_Foley_Shuffle_Right","0","0","0","939","1","0","1","0","0","37454"
"1344","Faeriedragon_Mount_Foley_WalkBackwards","0","0","0","940","1","0","1","0","0","37454"
"1345","Faeriedragon_Mount_Foley_FlyBackwards","0","0","0","941","1","0","1","0","0","37234"
"1346","Mount_Iron_WarHorse_Stand_Chuffs","0","0","0","942","2","0","1","0","0","37682"
"1347","Mount_Iron_WarHorse_Sprint_Chuffs","0","0","0","943","2","0","1","0","0","37683"
"1348","Mount_Iron_WarHorse_Fly_Sprint_Chuffs","0","0","0","944","2","0","1","0","0","37683"
"1349","Mount_Iron_WarHorse_Fly_Idle_Chuffs","0","0","0","945","2","0","1","0","0","37682"
"1350","NorthrendDrake_WingFlaps","0","0","0","946","2","0","1","0","0","1103"
"1354","IronJuggernaut_Drill_Arm","0","0","0","950","2","0","1","1","0","39558"
"1355","IronJuggernaut_Saw_Arm","0","0","0","951","2","0","1","34","0","39557"
"1356","IronJuggernuat_DrillArm_CustomSpell_Swtn","0","0","0","952","2","0","1","1","0","38251"
"1357","Idle","0","0","0","953","2","0","1","0","0","38331"
"1358","Flight Backward","0","0","0","954","2","0","1","0","0","38330"
"1359","Flight Left Right","0","0","0","955","2","0","1","0","0","38332"
"1360","Fligth Run","0","0","0","956","2","0","1","0","0","38333"
"1361","Idle Stand","0","0","0","957","2","0","1","0","0","38334"
"1362","Swim","0","0","0","958","2","0","1","0","0","38335"
"1363","Speed up idle","0","0","0","959","2","0","1","0","0","38339"
"1364","Flight Start","0","0","0","960","1","0","1","0","0","38350"
"1365","Special","0","0","0","961","1","0","1","0","0","38351"
"1366","Gear","0","0","0","954","1","0","1","0","0","38356"
"1367","Gear","0","0","0","955","1","0","1","0","0","38356"
"1368","Rocket boost","0","0","0","956","1","0","1","0","0","38358"
"1369","Gear","0","0","0","958","1","0","1","0","0","38356"
"1370","Gear","0","0","0","959","1","0","1","0","0","38356"
"1371","Gear","0","0","0","961","1","0","1","0","0","38356"
"1372","End","0","0","0","956","3","0","1","0","0","38359"
"1373","Enter","0","0","0","958","1","0","1","0","0","22030"
"1375","Ironjuggernaut_death_explosion_OGRaid","0","0","0","962","1","0","1","6","0","38355"
"1376","Water Layer","0","0","0","958","2","0","1","0","0","38532"
"1377","PVP_WarSaber_Idle_EnterState","0","0","0","963","1","0","1","20","0","38688"
"1378","PVP_WarSaber_Run","0","0","0","964","1","0","1","0","0","38723"
"1379","PVP_WarSaber_Walk","0","0","0","965","1","0","1","20","0","38721"
"1380","PVP_WarSaber_Run_Chuffs","0","0","0","964","1","0","1","0","0","38750"
"1381","PVP_WarSaber_MountSpecial","0","0","0","966","1","0","1","0","0","38691"
"1382","PVP_WarSaber_Run_Stop","0","0","0","964","3","0","1","0","0","38792"
"1383","PVP_Warhorse_Idle_EnterState","0","0","0","967","1","0","1","20","0","38693"
"1386","PVP_Warhorse_Run_Stop","0","0","0","968","3","0","1","0","0","38808"
"1387","PVP_Warhorse_Run_Chuffs","0","0","0","968","1","0","1","0","0","38702"
"1388","PVP_Warhorse_Run","0","0","0","968","1","0","1","0","0","38802"
"1389","PVP_Warhorse_Walk","0","0","0","969","1","0","1","20","0","38803"
"1390","PVP_Warhorse_MountSpecial","0","0","0","970","1","0","1","0","0","38698"
"1391","SiegeEngineer_Movement_takeOff","0","0","0","971","1","0","1","34","0","39000"
"1392","TakeFlight","0","0","0","972","1","0","1","0","0","38810"
"1393","OneshotSweetener","0","0","0","973","1","0","1","0","0","38628"
"1394","Amberpiece_Stand","0","0","0","974","2","0","1","0","0","39312"
"1395","Elite_Sniper_Shot","0","0","0","975","1","0","1","5","0","39329"
"1396","ironjuggernaut_mount_mech_takeoff","0","0","0","976","1","0","1","0","0","39410"
"1397","ironjuggernaut_mount_movement","0","0","0","977","2","0","1","0","0","39418"
"1398","ironjuggernaut_mount_saw_loop","0","0","0","978","2","0","1","2","0","39422"
"1401","Mount_PandarenSerpent_Tail_Idle_LargeRadius","0","0","0","979","2","0","1","39","0","39423"
"1402","Mount_PandarenSerpent_Chuffs_LargeRadius","0","0","0","979","2","0","1","0","0","39426"
"1403","ironjuggernaut_mount_Movement_stop","0","0","0","980","3","0","1","0","0","39427"
"1404","ironjuggernaut_mount_shuffle","0","0","0","981","1","0","1","0","0","39433"
"1405","BreakDownDoor","0","0","0","982","2","0","1","0","0","39428"
"1406","GO_OGRAID_Engine_02_Sprint","0","0","0","983","2","0","1","0","0","39429"
"1407","GO_OGRAID_Engine_02_Fire","0","0","0","983","2","0","1","0","0","25598"
"1408","GO_OGRAID_Engine_PowerUp","0","0","0","984","2","0","1","0","0","39160"
"1409","GO_OGRAID_Engine_Launch","0","0","0","985","2","0","1","0","0","39161"
"1410","OGRaid - Keeper - Amalgam","0","0","0","986","2","0","1","20","0","39483"
"1412","GO_OGRAID_Engine_Death","0","0","0","987","2","0","1","0","0","38254"
"1413","IronJuggernaut_Drill_Arm_CustomSpell","0","0","0","988","1","0","1","1","0","39558"
"1414","IronJuggernaut_EarthShake_Saw_anim","0","0","0","989","2","0","1","2","0","39557"
"1415","GO_OGRaid_Teslacoil_Stand","0","0","0","990","2","0","1","0","0","37887"
"1416","Gold_Rush_Cart_Med_Run_Loop","0","0","0","991","2","0","1","0","0","37481"
"1417","Open","0","0","0","992","1","0","1","0","0","4785"
"1418","Dragon, Proto OGRaid Foley","0","0","0","993","1","0","1","0","0","39723"
"1419","GO_OGRAID_Engine_PowerUp_LowVolume","0","0","0","994","2","0","1","0","0","39766"
"1421","Catapult_Load","0","0","0","996","1","0","1","0","0","40054"
"1422","Bernard_Attack","0","0","0","997","1","0","1","20","0","39359"
"1423","OE_FrostFire_Ogre_Mine_Gnasher_Attack","0","0","0","998","1","0","1","20","0","40129"
"1424","DraenorWolf_Howl","0","0","0","999","2","0","1","0","0","40190"
"1425","Treasure_Goblin_Pet_Wound_Coin_Burst","0","0","0","1000","1","0","1","0","0","40345"
"1426","Treasure_Goblin_Pet_Foley_Mvts","0","0","0","1001","2","0","1","0","0","40348"
"1427","IronChimera_Mount_Flight_Chuffs_Sprint","0","0","0","1002","2","0","1","20","0","40365"
"1428","IronChimera_Mount_Flight_Takeoff","0","0","0","1003","1","0","1","0","0","40359"
"1429","IronChimera_Mount_Flight_Gear_Takeoff","0","0","0","1002","1","0","1","0","0","40359"
"1430","IronChimera_Mount_Flight_RunLoop","0","0","0","1002","2","0","1","0","0","40357"
"1431","IronChimera_Mount_Flight_Exit","0","0","0","1002","3","0","1","0","0","40358"
"1432","IronChimera_Mount_Flight_Chuffs","0","0","0","1004","1","0","1","20","0","40365"
"1433","IronChimera_Mount_Flight_RunLoop","0","0","0","1004","2","0","1","0","0","40357"
"1434","IronChimera_Mount_Sprint_Chuffs","0","0","0","1005","2","0","1","20","0","40365"
"1435","IronChimera_Mount_Flight_Idle","0","0","0","1006","2","0","1","0","0","40367"
"1436","MON_IronChimera_Mount_Foley_Sprint","0","0","0","1005","1","0","1","0","0","40370"
"1437","COT_ArcaneOrb_Stand_Loop","0","0","0","1007","2","0","1","0","0","40031"
"1438","FireWall_Stand_loop","0","0","0","1008","2","0","1","0","0","40422"
"1439","SWEETNR TEST DEATH","0","0","0","1009","1","0","1","0","0","37554"
"1440","IH_Dethroller_Warmachine01_Walk_Start","0","0","0","1010","1","0","1","0","0","40514"
"1441","IH_Dethroller_Warmachine01_Walk_End","0","0","0","1010","3","0","1","0","0","40515"
"1442","IH_Dethroller_Warmachine01_Walk_Loop","0","0","0","1010","2","0","1","0","0","40516"
"1443","IH_Dethroller_Warmachine01_Death","0","0","0","1011","1","0","1","0","0","40517"
"1444","Chuffs","0","0","0","1012","2","0","1","0","0","40520"
"1446","Start","0","0","0","1014","1","0","1","0","0","40583"
"1447","Chuff","0","0","0","1015","2","0","1","0","0","40520"
"1449","Foley","0","0","0","1015","1","0","1","0","0","40582"
"1450","Land","0","0","0","1016","1","0","1","0","0","40649"
"1451","6IH_SiegeWeapon03_Obliterator_Death","0","0","0","1017","1","0","1","0","0","40675"
"1452","6IH_SiegeWeapon03_Obliterator_Walk_Run","0","0","0","1018","1","0","1","0","0","40677"
"1453","6IH_SiegeWeapon03_Obliterator_Walk_Run_Stop","0","0","0","1018","3","0","1","0","0","40676"
"1454","6IH_SiegeWeapon03_Obliterator_Walk_Run","0","0","0","1018","2","0","1","0","0","40678"
"1455","6IH_SiegeWeapon03_Obliterator_Idle","0","0","0","1019","2","0","1","0","0","40679"
"1456","6IH_SiegeWeapon03_Obliterator_Fire","0","0","0","1020","1","0","1","0","0","40930"
"1457","Burrow_Birth","0","0","0","1021","1","0","1","0","0","40892"
"1458","Snowlurker_Burrow_Loop","0","0","0","1022","2","0","1","0","0","40946"
"1459","Ice_Emerge","0","0","0","1023","1","0","1","20","0","40892"
"1460","Ice_Submerge","0","0","0","1024","1","0","1","0","0","41022"
"1461","Ice_GroundMovement","0","0","0","1025","2","0","1","0","0","40946"
"1464","Arakkoa_Lamp02_Loop","0","0","0","1028","2","0","1","0","0","41272"
"1465","Mount_DraenorWolf_Walk","0","0","0","1029","1","0","1","0","0","41406"
"1466","TreeFall","0","0","0","1030","1","0","1","0","0","41510"
"1470","Clockwork_Horse_Chuffs","0","0","0","1034","2","0","1","0","0","41578"
"1471","MON_Gronn_New_BattleRoar","0","0","0","1035","1","0","1","0","0","40150"
"1473","clockwork_Horse_Idle","0","0","0","1037","2","0","1","0","0","41580"
"1474","MON_Gronn_New_StandVar2","0","0","0","1038","1","1","1","0","0","41592"
"1475","InFlight","0","0","0","1039","2","0","1","0","0","41599"
"1477","Saddle","0","0","0","1040","1","0","1","0","0","37234"
"1478","Flying","0","0","0","1039","2","0","1","0","0","41599"
"1480","clockwork_Horse_Bridal_Foley_StartStop","0","0","0","1041","1","0","1","0","0","41600"
"1481","Start","0","0","0","1042","2","0","1","0","0","41599"
"1483","Wings","0","0","0","1043","2","0","1","0","0","41599"
"1484","Chuffs","0","0","0","1043","2","0","1","0","0","41596"
"1485","Saddle","0","0","0","1043","1","0","1","0","0","41602"
"1486","Saberon_BattleRoar","0","0","0","1044","1","0","1","0","0","42174"
"1488","Vulgor_BattleRoar","0","0","0","1045","1","0","1","0","0","42215"
"1489","Vulgor_Battleroar_Close","0","0","0","1046","3","0","1","20","0","42216"
"1490","Vulgor_Attack_Weapon","0","0","0","1047","1","0","1","0","0","42209"
"1491","BKFoundry_Elevator_Moving","0","0","0","1048","2","0","1","0","0","42350"
"1492","BKFoundry_Elevator_Winching","0","0","0","1049","2","0","1","0","0","42351"
"1493","Boar_Chuffs","0","0","0","1050","2","0","1","0","0","42373"
"1494","Squawk_Flying_Periodic","0","0","0","1051","2","0","1","20","0","42448"
"1495","Goren_Walk_Run_Gibberish","0","0","0","1052","2","0","1","20","0","42456"
"1496","Goren_EmoteEat","0","0","0","1053","2","0","1","20","0","42457"
"1497","IronHorde_Troopboat_Move","0","0","0","1054","2","0","1","0","0","40937"
"1498","IronHorde_TroopBoat_Open","0","0","0","1055","1","0","1","0","0","40934"
"1499","IronHorde_TroopBoat_Open","0","0","0","1056","1","0","1","0","0","40935"
"1500","Vocal_sounds_Idle","0","0","0","1057","1","0","1","20","0","42516"
"1501","Vocal_sounds_Idle_Active","0","0","0","1058","2","0","1","20","0","42519"
"1503","EarthFury_CustomAttack","0","0","0","1060","1","0","1","20","0","42496"
"1504","HighmaulRaid_Grate01_Open","0","0","0","1061","1","0","1","0","0","42459"
"1506","HighmaulRaid_Grate01_Close","0","0","0","1062","1","0","1","0","0","42460"
"1507","MON_Magnaron_StandVar2","0","0","0","1063","1","0","1","0","0","47295"
"1509","MON_Magnaron_BattleRoar","0","0","0","1064","1","0","1","0","0","41537"
"1510","Ogron_BattleRoar","0","0","0","1065","1","0","1","20","0","42616"
"1511","Podling_BattleRoar","0","0","0","1066","1","0","1","20","0","42624"
"1512","IronChimera_Mount_Hover_Chuffs","0","0","0","1067","2","0","1","0","0","42707"
"1513","IronChimera_Mount_Running_Chuffs","0","0","0","1068","2","0","1","0","0","42715"
"1514","EarthFury_Random_Grunts","0","0","0","1069","2","0","1","0","0","42519"
"1515","EarthFury_Random_Grunts_Stand","0","0","0","1070","1","0","1","0","0","42750"
"1516","Grimrail_Assault_TrainTurret_Shrapnel_Open","0","0","0","1071","1","0","1","0","0","42718"
"1517","Grimrail_Assault_TrainTurret_Mortar_Open","0","0","0","1072","1","0","1","0","0","42756"
"1518","BKFoundry_ShipTurret_Open","0","0","0","1073","1","0","1","0","0","41261"
"1519","BKFoundry_ShipTurret_Open","0","0","0","1074","1","0","1","0","0","41260"
"1520","BKFoundry_ShipTurret_CustomSpell01","0","0","0","1075","1","0","1","0","0","41262"
"1521","6IH_IronHorde_DoubleTurret_Custom0","0","0","0","1076","1","0","1","0","0","42779"
"1522","6IH_IronHorde_SingleTurret_Custom0","0","0","0","1077","1","0","1","0","0","42780"
"1523","6IH_BKFoundry_TrainCart01_Doors_Open","0","0","0","1078","1","0","1","0","0","42402"
"1524","6IH_BKFoundry_TrainCart01_Doors_Close","0","0","0","1079","1","0","1","0","0","42403"
"1525","IronHorde_Warmachine02_CustomSpell01_Normal","0","0","0","1080","1","0","1","0","0","47456"
"1526","IronHorde_Warmachine02_Death_Normal","0","0","0","1081","1","0","1","0","0","47455"
"1527","Stand","0","0","0","1082","2","0","1","0","0","40977"
"1528","Close","0","0","0","1083","1","0","1","0","0","40976"
"1529","Grimrail_Chimera_Rakun_Airsupport_Doppler","0","0","0","1084","1","0","1","20","0","42819"
"1530","Grimrail_Chimera_Rakun_Airsupport_Doppler_Vocal","0","0","0","1085","1","0","1","20","0","42820"
"1531","Grimrail_Chimera_Rakun_Airsupport_Rocket","0","0","0","1086","2","0","1","0","0","42823"
"1532","Grimrail_Chimera_Rakun_Airsupport_FlightStart","0","0","0","1087","1","0","1","0","0","42824"
"1533","High_Arakkoa_Stand_Idle","0","0","0","1088","2","0","1","0","0","42887"
"1534","Blood_Golem_idle","0","0","0","1089","2","0","1","0","0","42929"
"1542","Walk Run - Chopper","0","0","0","1090","2","0","1","0","0","43959"
"1544","Stand - Chopper","0","0","0","1091","2","0","1","0","0","43962"
"1546","Run - Chopper","0","0","0","1093","2","0","1","0","0","43959"
"1547","Jump End - Chopper","0","0","0","1092","3","0","1","0","0","44000"
"1548","Run - Chopper","0","0","0","1092","2","0","1","0","0","13902"
"1549","Blood_Golem_Custom02","0","0","0","1094","1","0","1","0","0","42967"
"1550","Nagrand_WarsongWolfriders_Wolf_Brown_Distant","0","0","0","1095","2","0","1","0","0","42996"
"1551","Nagrand_WarsongWolfriders_Wolf_Brown_Close","0","0","0","1096","2","0","1","0","0","42997"
"1552","Nagrand_WarsongWolfriders_Wolf_Brown_Chuffs","0","0","0","1097","2","0","1","0","0","42999"
"1553","Nagrand_WarsongWolfriders_Wolf_RedArmor_Chuffs","0","0","0","1098","2","0","1","0","0","42998"
"1554","Nagrand_WarsongWolfriders_Wolf_RedArmor_Close","0","0","0","1099","2","0","1","0","0","42997"
"1555","Nagrand_WarsongWolfriders_Wolf_RedArmor_Distant","0","0","0","1100","2","0","1","0","0","42996"
"1556","Nagrand_WarsongWolfriders_Wolf_RedArmor_Orcs","0","0","0","1101","2","0","1","0","0","43020"
"1557","Nagrand_WarsongWolfriders_Wolf_Brown_Orcs","0","0","0","1102","2","0","1","0","0","43020"
"1558","GO_IHDocks_Ironstar_Vehicle_Death","0","0","0","1103","1","0","1","0","0","43074"
"1559","GO_IHDocks_Ironstar_Vehicle_Launch","0","0","0","1104","1","0","1","0","0","43075"
"1560","GO_IHDocks_Ironstar_Vehicle_Powerup","0","0","0","1105","1","0","1","0","0","43076"
"1561","GO_IHDocks_Ironstar_Vehicle_Move","0","0","0","1106","2","0","1","0","0","43077"
"1562","GO_IHDocks_Ironstar_Vehicle_Fire","0","0","0","1106","2","0","1","0","0","43078"
"1563","IronDocks_IronHorde_Technician_WorkEmote","0","0","0","1107","2","0","1","0","0","43080"
"1564","Ogre_King_BattleRoar","0","0","0","1108","1","0","1","20","0","10666"
"1565","HighmaulRaid_Pillar_Fire_Cast","0","0","0","1109","2","0","1","0","0","43102"
"1566","HighmaulRaid_Pillar_Fire_precast","0","0","0","1110","1","0","1","0","0","43103"
"1567","HighmaulRaid_Pillar_Fire_Open","0","0","0","1111","1","0","1","0","0","43104"
"1568","HighmaulRaid_Pillar_Fire_Close","0","0","0","1112","1","0","1","0","0","43105"
"1569","Earth_Pillar_open","0","0","0","1113","1","0","1","0","0","43115"
"1570","Earth_Pillar_Close_PopUp","0","0","0","1114","1","0","1","0","0","43116"
"1571","Earth_Pillar_Custom01_Ground_RockCrack","0","0","0","1115","2","0","1","0","0","43117"
"1572","6DU_HighmaulRaid_earthwall_Open","0","0","0","1116","1","0","1","0","0","43119"
"1573","6DU_HighmaulRaid_earthwall_Close","0","0","0","1117","1","0","1","0","0","42486"
"1574","Mage_PrismaticCrystal","0","0","0","1118","1","0","1","0","0","43154"
"1575","Mage_PrismaticCrystal_Death","0","0","0","1119","1","0","1","0","0","43155"
"1576","IronHorde_Trap_Open","0","0","0","1120","1","0","1","0","0","43317"
"1577","IronHorde_Trap_Close","0","0","0","1121","1","0","1","0","0","43318"
"1578","Death","0","0","0","1122","1","0","1","0","0","43350"
"1579","Death","0","0","0","1123","1","0","1","0","0","43374"
"1580","Gronn_BattleRoar_ChainBreak","0","0","0","1124","1","0","1","0","0","41606"
"1581","Gronn_ChainedUp_Movement","0","0","0","1125","1","0","1","0","0","43375"
"1582","Gronn_ChainedUp_Growl","0","0","0","1126","1","0","1","0","0","41611"
"1583","IronHorde_Trap_Open_Detail","0","0","0","1127","1","0","1","0","0","43381"
"1584","IHDocks_Oshir_Saberon_InStocks","0","0","0","1128","2","0","1","0","0","43402"
"1585","IHDocks_Oshir_Saberon_BattleRoar","0","0","0","1129","1","0","1","0","0","43424"
"1586","Goren_Roll_Loop","0","0","0","1130","2","0","1","0","0","43456"
"1589","Goren_Roll_End (Rock)","0","0","0","1132","3","0","1","0","0","43459"
"1590","Goren_Roll_Start (Rock)","0","0","0","1131","1","0","1","0","0","43460"
"1591","Goren_Roll_Loop (Gibberish)","0","0","0","1130","2","0","1","0","0","43461"
"1592","GryphonRoost stand 03 yell","0","0","0","1133","1","0","1","0","0","43464"
"1593","6AR_GarrisonRock_Open","0","0","0","1134","1","0","1","0","0","43465"
"1594","JumpStartInMotion","0","0","0","1135","2","0","1","0","0","13895"
"1595","Jump","0","0","0","1135","1","0","1","0","0","43486"
"1596","Land","0","0","0","1135","3","0","1","0","0","43488"
"1597","Jump","0","0","0","1136","1","0","1","0","0","43486"
"1598","Land","0","0","0","1136","3","0","1","0","0","43488"
"1599","Jump","0","0","0","1137","1","0","1","0","0","43490"
"1600","Motion","0","0","0","1137","2","0","1","0","0","13885"
"1601","Land","0","0","0","1137","3","0","1","0","0","43491"
"1602","Motion","0","0","0","1138","2","0","1","0","0","13885"
"1603","motion","0","0","0","1136","2","0","1","0","0","13895"
"1604","Shuff","0","0","0","1042","1","0","1","0","0","41594"
"1605","Fomor_Stone_Pile_Death_Var0","0","0","0","1139","1","0","1","0","0","42735"
"1606","Fomor_Stone_Pile_Death_Var1","0","0","0","1140","1","0","1","0","0","42736"
"1607","Fomor_Stone_Pile_CombatWound","0","0","0","1141","1","0","1","0","0","42733"
"1608","Fomor_Stone_Pile_ComabtCritical","0","0","0","1142","1","0","1","0","0","42734"
"1609","Fomor_Hand_Birth","0","0","0","1143","1","0","1","0","0","43777"
"1610","Fomor_Hand_Birth_Var0","0","0","0","1144","1","0","1","0","0","43778"
"1611","Fomor_Hand_CombatWound","0","0","0","1145","1","0","1","0","0","43779"
"1612","Fomor_Hand_CombatCritical","0","0","0","1146","1","0","1","0","0","43780"
"1613","Fomor_Hand_Death_Var0","0","0","0","1147","1","0","1","0","0","43781"
"1614","Fomor_Hand_Death_Var1","0","0","0","1148","1","0","1","0","0","43782"
"1615","Fomor_Hand_Death_Var2","0","0","0","1149","1","0","1","0","0","43783"
"1616","Gronnling_Mount_Walk","0","0","0","1150","2","0","1","0","0","43793"
"1617","Ogre_Catapult_Throw","0","0","0","1151","1","0","1","0","0","40050"
"1618","Ogre_Catapult_Death","0","0","0","1152","1","0","1","0","0","43795"
"1619","Gronnling_Mount_Special","0","0","0","1153","1","0","1","0","0","41615"
"1620","Gronnling_Mount_Sprint","0","0","0","1154","2","0","1","0","0","43793"
"1621","Walk Run - Chopper","0","0","0","1155","2","0","1","0","0","43960"
"1626","JumpEnd - Chopper","0","0","0","1093","1","0","1","0","0","44000"
"1627","Jump Start - Chopper","0","0","0","1156","1","0","1","0","0","43963"
"1628","Run - Chopper","0","0","0","1156","2","0","1","0","0","13902"
"1629","Awakens","0","0","0","1157","1","0","1","0","0","44004"
"1630","Aggro","0","0","0","1158","1","0","1","0","0","44005"
"1631","Special","0","0","0","1159","1","0","1","0","0","44006"
"1632","Rev - Jumpstart","0","0","0","1156","1","0","1","0","0","43958"
"1633","Alliance Chopper - Run","0","0","0","1160","2","0","1","0","0","44164"
"1634","Alliance Chopper - Jump End","0","0","0","1160","3","0","1","0","0","44165"
"1635","Alliance Chopper - Run","0","0","0","1161","2","0","1","0","0","44164"
"1636","Alliance Chopper - JumpEnd","0","0","0","1161","1","0","1","0","0","44165"
"1637","Rev - Jumpstart","0","0","0","1162","1","0","1","0","0","44166"
"1638","Alliance Chopper - Run","0","0","0","1162","2","0","1","0","0","44164"
"1639","Jumpstart - Jumpstart","0","0","0","1162","1","0","1","0","0","44167"
"1640","AllianceChopperRev ","0","0","0","1163","1","0","1","0","0","44166"
