Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4_0,Unknown4_1,Unknown4_2,Unknown4_3,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12
"1338","Nazzivian","256","256","476","3592","0","0","0","250","404","473","345","541","414","0","0"
"1339","RagefeatherRidge","256","256","476","3601","0","0","0","481","117","191","524","277","599","0","0"
"1340","RuinsofLorethAran","256","256","476","3591","0","0","0","556","216","263","588","342","647","0","0"
"1341","TalonStand","256","256","476","3599","0","0","0","657","78","113","704","169","767","0","0"
"1342","TelathionsCamp","128","128","476","3603","0","0","0","180","216","250","221","302","269","0","0"
"1343","TheBloodcursedReef","256","256","476","3604","0","0","0","729","54","100","774","171","848","0","0"
"1344","TheBloodwash","256","256","476","3906","0","0","0","302","27","119","353","176","424","0","0"
"1345","TheCrimsonReach","256","256","476","3589","0","0","0","555","87","138","598","203","657","0","0"
"1346","TheCryoCore","256","256","476","3588","0","0","0","293","285","367","352","430","420","0","0"
"1347","TheFoulPool","256","256","476","3595","0","0","0","221","136","217","260","276","325","0","0"
"1348","TheHiddenReef","256","256","476","3596","0","0","0","205","39","114","297","153","360","0","0"
"1349","TheLostFold","256","198","476","3909","0","0","0","503","470","522","554","562","597","0","0"
"1350","TheVectorCoil","512","430","476","3586","0","0","0","43","238","313","145","402","216","0","0"
"1351","TheWarpPiston","256","256","476","3587","0","0","0","451","29","86","516","143","569","0","0"
"1352","VeridianPoint","256","256","476","3907","0","0","0","637","0","26","707","76","784","0","0"
"1353","VindicatorsRest","256","256","476","3608","0","0","0","232","242","287","276","332","329","0","0"
"1354","WrathscaleLair","256","256","476","3590","0","0","0","598","338","416","661","476","722","0","0"
"1355","WyrmscarIsland","256","256","476","3598","0","0","0","613","82","163","662","234","783","0","0"
"1356","AzurebreezeCoast","256","256","462","3472","0","0","0","669","228","273","701","334","734","0","0"
"1357","ElrendarFalls","128","256","462","3558","0","0","0","580","399","477","631","502","663","0","0"
"1358","GoldenboughPass","256","128","462","3912","0","0","0","243","469","498","318","540","351","0","0"
"1359","LakeElrendar","128","197","462","3473","0","0","0","584","471","497","649","554","672","0","0"
"1360","RunestoneFalithas","256","172","462","3913","0","0","0","378","496","559","427","588","457","0","0"
"1361","RunestoneShandor","256","174","462","3914","0","0","0","464","494","550","545","576","571","0","0"
"1362","SatherilsHaven","256","256","462","3468","0","0","0","324","384","475","366","509","401","0","0"
"1363","AmmenFord","256","256","464","3857","0","0","0","515","279","341","598","377","631","0","0"
"1364","AmmenVale","475","512","464","3526","3560","3559","3530","527","104","269","755","316","800","0","0"
"1365","AzureWatch","256","256","464","3576","0","0","0","383","249","320","473","359","514","0","0"
"1366","BristlelimbVillage","256","256","464","3571","0","0","0","174","363","409","239","463","292","0","0"
"1367","Emberglade","256","256","464","3564","3578","0","0","488","24","93","560","144","617","0","0"
"1368","FairbridgeStrand","256","128","464","3915","0","0","0","356","0","23","432","69","523","0","0"
"1369","GreezlesCamp","256","256","464","3577","0","0","0","507","350","432","561","465","607","0","0"
"1370","MoongrazeWoods","256","256","464","3916","0","0","0","449","183","262","507","298","549","0","0"
"1371","OdesyusLanding","256","256","464","3573","0","0","0","352","378","464","442","504","492","0","0"
"1372","PodCluster","256","256","464","3567","0","0","0","281","305","372","349","410","392","0","0"
"1373","PodWreckage","128","256","464","3568","0","0","0","462","349","388","506","432","550","0","0"
"1374","SiltingShore","256","256","464","3575","0","0","0","291","3","52","324","116","385","0","0"
"1375","SilvermystIsle","256","222","464","3639","0","0","0","23","446","494","84","557","171","0","0"
"1376","StillpineHold","256","256","464","3572","0","0","0","365","49","108","438","162","484","0","0"
"1377","TheExodar","512","512","464","3557","0","0","0","74","85","154","222","317","365","0","0"
"1378","ValaarsBerth","256","256","464","3574","0","0","0","176","303","343","209","381","265","0","0"
"1379","WrathscalePoint","256","247","464","3570","0","0","0","220","421","505","261","557","380","0","0"
"1380","TheGoldenStrand","128","253","462","3460","0","0","0","183","415","441","217","562","254","0","0"
"1381","ThuronsLivery","256","128","462","3469","0","0","0","539","305","340","606","375","638","0","0"
"1382","TranquilShore","256","256","462","3911","0","0","0","215","298","340","254","434","316","0","0"
"1383","Zebwatha","128","193","462","3475","0","0","0","554","475","510","608","551","641","0","0"
"1384","","0","0","462","3482","0","0","0","0","0","341","485","581","535","0","0"
"1385","","0","0","464","3578","0","0","0","0","0","86","523","144","549","0","0"
"1386","","0","0","464","3559","0","0","0","0","0","395","814","478","907","0","0"
"1387","","0","0","464","3530","0","0","0","0","0","404","680","453","730","0","0"
"1388","","0","0","464","3579","0","0","0","0","0","551","177","577","206","0","0"
"1389","","0","0","464","3566","0","0","0","0","0","551","101","594","165","0","0"
"1390","AuchenaiGrounds","256","234","478","3894","0","0","0","247","434","0","0","0","0","0","0"
"1391","CarrionHill","256","256","478","3891","3890","0","0","377","272","0","0","0","0","0","0"
"1392","RefugeCaravan","128","256","478","3887","0","0","0","316","268","330","368","334","384","0","0"
"1393","RingofObservance","256","256","478","3893","3688","0","0","310","345","406","355","472","438","0","0"
"1394","SethekkTomb","256","256","478","3888","0","0","0","245","289","342","303","360","324","0","0"
"1395","SmolderingCaravan","256","208","478","3886","0","0","0","321","460","0","0","0","0","0","0"
"1396","","0","0","478","3890","0","0","0","0","0","355","462","374","485","0","0"
"1397","VeilRhaze","256","256","478","3889","0","0","0","222","362","0","0","0","0","0","0"
"1398","WrithingMound","256","256","478","3892","0","0","0","417","327","0","0","0","0","0","0"
"1399","","0","0","467","3653","0","0","0","0","0","245","399","305","474","0","0"
"1400","","0","0","467","3905","0","0","0","0","0","247","479","298","529","0","0"
"1401","","0","0","467","3655","0","0","0","0","0","414","720","536","779","0","0"
"1402","","0","0","467","3718","0","0","0","0","0","336","839","376","884","0","0"
"1404","","0","0","467","3640","0","0","0","0","0","135","227","182","278","0","0"
"1405","","0","0","478","3679","0","0","0","0","0","530","673","591","745","0","0"
"1406","","0","0","478","3678","0","0","0","0","0","444","527","491","558","0","0"
"1407","","0","0","475","3918","0","0","0","0","0","450","593","471","613","0","0"
"1408","","0","0","475","3919","0","0","0","0","0","490","587","534","638","0","0"
"1409","","0","0","462","3481","0","0","0","0","0","335","673","367","718","0","0"
"1410","","0","0","465","3920","0","0","0","0","0","215","778","242","808","0","0"
"1411","","0","0","465","3812","0","0","0","0","0","539","602","567","634","0","0"
"1412","RidgeofMadness","256","410","475","3833","0","0","0","554","258","285","663","505","691","0","0"
"1414","","0","0","462","3485","0","0","0","0","0","167","263","236","329","0","0"
"1415","","0","0","477","3630","0","0","0","0","0","441","328","512","396","0","0"
"1418","","0","0","473","3753","0","0","0","0","0","233","564","267","611","0","0"
"1419","","0","0","473","3945","0","0","0","0","0","454","566","499","607","0","0"
"1420","","0","0","473","3758","0","0","0","0","0","364","611","419","674","0","0"
"1421","","0","0","473","3749","0","0","0","0","0","160","517","183","543","0","0"
"1422","","0","0","473","3927","0","0","0","0","0","146","534","159","550","0","0"
"1423","","0","0","473","3939","0","0","0","0","0","397","687","430","719","0","0"
"1424","","0","0","473","3944","0","0","0","0","0","466","572","480","593","0","0"
"1425","","0","0","473","3928","0","0","0","0","0","296","415","308","435","0","0"
"1426","","0","0","473","3938","0","0","0","0","0","371","550","410","579","0","0"
"1427","","0","0","478","3902","0","0","0","0","0","273","629","287","645","0","0"
"1428","","0","0","478","3901","0","0","0","0","0","292","693","302","703","0","0"
"1429","","0","0","473","3932","0","0","0","0","0","371","446","392","472","0","0"
"1430","","0","0","475","3951","0","0","0","0","0","256","612","274","629","0","0"
"1431","","0","0","463","3510","0","0","0","0","0","176","565","202","676","0","0"
"1432","","0","0","467","3841","0","0","0","0","0","520","697","549","719","0","0"
"1434","","0","0","478","3686","0","0","0","0","0","462","228","485","255","0","0"
"1435","","0","0","478","3677","0","0","0","0","0","271","296","292","316","0","0"
"1436","","0","0","478","3689","0","0","0","0","0","84","482","126","526","0","0"
"1437","","0","0","478","3676","0","0","0","0","0","148","574","170","609","0","0"
"1438","","0","0","473","3933","0","0","0","0","0","195","392","217","416","0","0"
"1440","","0","0","478","3973","0","0","0","0","0","430","627","457","656","0","0"
"1445","","128","128","478","3978","0","0","0","0","0","556","708","601","763","0","0"
"1446","","128","128","478","3976","0","0","0","0","0","519","675","583","708","0","0"
"1447","","128","128","478","3974","0","0","0","0","0","512","614","570","650","0","0"
"1448","","128","128","478","3975","0","0","0","0","0","511","653","540","678","0","0"
"1449","","128","128","478","3697","0","0","0","0","0","332","332","381","448","0","0"
"1454","SunsReachHarbor","512","416","499","4087","4086","4089","4091","252","252","0","0","0","0","0","0"
"1455","SunsReachSanctum","512","512","499","4086","4087","4083","4088","251","4","0","0","0","0","0","0"
"1456","","0","0","499","4089","0","0","0","0","0","183","375","219","452","0","0"
"1457","","0","0","499","4094","0","0","0","0","0","294","345","317","411","0","0"
"1458","","0","0","499","4095","0","0","0","0","0","152","543","184","617","0","0"
"1459","","0","0","499","4091","0","0","0","0","0","332","601","362","676","0","0"
"1460","","0","0","499","4092","0","0","0","0","0","400","509","588","555","0","0"
"1462","TempleCityOfEnKilah","290","292","486","4125","4042","4125","0","712","15","123","820","214","935","0","0"
"1463","ConquestHold","332","294","490","4206","4255","4482","4217","17","307","409","185","465","242","0","0"
"1464","SteeljawsCaravan","244","319","486","4127","4127","4039","4109","397","66","134","474","192","531","0","0"
"1465","DrakTheronKeep","382","285","490","4210","4199","4209","4251","0","46","112","132","203","219","0","0"
"1466","DrakilJinRuins","351","284","490","4216","4244","4266","4212","607","41","148","679","226","759","0","0"
"1467","RiplashStrand","382","258","486","4028","4028","4029","4269","293","383","500","406","585","545","0","0"
"1468","DunArgol","455","400","490","4220","4229","4218","4480","547","257","351","733","442","829","0","0"
"1469","Kaskala","385","316","486","4041","4041","4113","4043","509","214","297","618","387","709","0","0"
"1470","GraniteSprings","356","224","490","4208","4202","0","0","7","207","300","122","362","196","0","0"
"1471","GrizzleMaw","294","227","490","395","4267","4238","4262","358","187","240","425","326","539","0","0"
"1472","RageFangShrine","475","362","490","4215","4240","4480","0","312","294","351","459","414","548","0","0"
"1473","GarroshsLanding","267","378","486","4106","4027","4106","4031","153","238","317","267","375","332","0","0"
"1474","ThorModan","329","246","490","4221","4214","0","0","509","0","66","639","133","727","0","0"
"1475","DeathsStand","289","279","486","4114","4114","4138","4126","707","181","287","802","335","851","0","0"
"1476","Coldarra","460","381","486","4024","4024","4121","4026","50","0","225","172","290","344","0","0"
"1477","VentureBay","274","207","490","4242","0","0","0","18","461","525","90","604","200","0","0"
"1478","Voldrune","283","247","490","4207","0","0","0","176","421","469","244","554","336","0","0"
"1479","AmberpineLodge","278","290","490","4204","4203","4200","0","217","244","359","281","416","347","0","0"
"1480","BorGorokOutpost","396","203","486","4122","4122","4123","4133","314","0","44","463","97","543","0","0"
"1481","BlueSkyLoggingGrounds","249","235","490","4222","0","0","0","232","129","216","323","292","399","0","0"
"1482","CampOneqwah","324","265","490","4211","4205","4231","0","548","137","282","622","328","680","0","0"
"1483","AmberLedge","244","214","486","4023","4023","4105","0","325","140","207","434","260","490","0","0"
"1484","WarsongStronghold","260","278","486","4129","4129","4020","4021","329","237","321","394","391","476","0","0"
"1485","ValianceKeep","259","302","486","4032","4101","0","4111","457","264","426","545","501","615","0","0"
"1486","TorpsFarm","186","276","486","4141","4144","4130","4142","272","237","288","341","340","390","0","0"
"1487","TheGeyserFields","375","342","486","4035","4035","4037","4108","480","0","126","597","257","732","0","0"
"1488","TheDensOfDying","203","209","486","4124","4124","4118","0","662","11","79","734","142","796","0","0"
"1489","RubyDragonshrine","188","211","488","4168","4168","4165","0","374","208","288","438","363","511","0","0"
"1490","ObsidianDragonshrine","304","203","488","4167","4167","4227","0","256","104","178","341","251","430","0","0"
"1491","NewHearthglen","214","261","488","4180","4180","0","0","614","358","458","675","547","749","0","0"
"1492","Naxxramas","311","272","488","4234","4188","4189","4177","691","160","255","845","336","936","0","0"
"1493","CauldrosIsle","181","178","491","4059","4059","4058","0","490","161","221","557","260","600","0","0"
"1494","LightsRest","299","278","488","4191","4191","4194","0","703","7","135","795","209","880","0","0"
"1495","CampWinterHoof","223","209","491","4018","4018","4479","0","354","0","55","452","107","506","0","0"
"1496","ApothecaryCamp","263","265","491","4062","4062","4070","0","99","37","118","236","169","294","0","0"
"1497","LakeIndule","356","300","488","4166","4152","4160","4154","217","313","415","361","482","434","0","0"
"1498","VengeanceLanding","223","338","491","4000","4000","4050","4402","664","25","151","748","216","817","0","0"
"1499","IcemistVillage","235","337","488","4163","4163","4164","4158","134","165","217","210","308","290","0","0"
"1500","SteelGate","222","168","491","3999","3999","0","0","222","100","157","295","191","333","0","0"
"1501","GalakrondsRest","258","225","488","4173","4173","0","0","433","118","181","503","258","596","0","0"
"1502","ScalawagPoint","350","258","491","3990","3990","3989","4077","168","410","494","304","555","385","0","0"
"1503","Nifflevar","178","208","491","3984","3984","4261","0","595","240","322","647","385","713","0","0"
"1504","EmeraldDragonshrine","196","218","488","4179","4179","0","0","543","362","450","602","523","670","0","0"
"1505","Gjalerbron","242","189","491","4006","4065","4054","0","225","0","25","334","102","400","0","0"
"1506","ColdwindHeights","213","219","488","4230","4396","4230","0","403","0","80","456","156","547","0","0"
"1507","ExplorersLeagueOutpost","232","216","491","3997","0","0","0","585","336","393","722","446","783","0","0"
"1508","EmberClutch","213","256","491","4048","4063","0","0","283","203","310","367","369","432","0","0"
"1509","GiantsRun","298","306","491","4061","0","0","0","572","0","148","646","209","728","0","0"
"1510","FortWildervar","251","192","491","4003","4055","4066","0","490","0","53","574","120","642","0","0"
"1512","IvaldsRuin","193","201","491","4005","0","0","0","668","223","282","758","337","809","0","0"
"1513","Halgrind","187","263","491","3994","0","0","0","397","208","329","478","395","526","0","0"
"1514","Angrathar","306","242","488","4172","4169","4170","4171","210","0","62","310","140","412","0","0"
"1515","NewAgamand","284","308","491","3991","4260","4057","0","415","360","434","498","490","560","0","0"
"1516","AgmarsHammer","236","218","488","4165","4165","0","0","258","203","284","334","355","405","0","0"
"1517","Skorn","238","232","491","4002","0","0","0","343","108","187","421","258","483","0","0"
"1518","TheTwistedGlade","266","210","491","4053","4052","4051","0","420","57","94","523","133","563","0","0"
"1519","WyrmrestTemple","317","353","488","4161","0","4183","4176","453","219","273","543","393","654","0","0"
"1520","UtgardeKeep","248","382","491","3983","3981","3980","3982","477","216","265","541","350","627","0","0"
"1521","WestwindRefugeeCamp","229","299","488","4151","4151","4157","4478","42","187","267","109","351","169","0","0"
"1522","WestguardKeep","347","220","491","3998","4071","0","0","90","180","248","250","308","356","0","0"
"1523","VenomSpite","226","212","488","4186","4186","4232","0","661","264","378","744","424","801","0","0"
"1524","AncientLift","177","191","491","3992","3988","3987","0","342","351","394","386","467","467","0","0"
"1525","TheForgottenShore","301","286","488","4185","4185","4241","0","698","332","429","768","517","885","0","0"
"1526","BaelgunsExcavationSite","244","305","491","3996","0","0","0","621","327","455","705","499","748","0","0"
"1527","Baleheim","174","173","491","4001","4403","4263","0","576","170","234","632","290","702","0","0"
"1528","TheCrystalVice","229","259","488","4187","4187","4253","0","487","0","87","576","176","663","0","0"
"1529","ScarletPoint","235","354","488","4193","4193","4175","0","569","7","133","689","211","767","0","0"
"1530","GunDrak","336","297","496","4375","0","0","0","629","0","62","788","163","888","0","0"
"1531","DrakSotraFields","286","265","496","4278","4279","0","0","326","358","491","396","538","441","0","0"
"1532","AmphitheaterOfAnguish","266","254","496","4320","4275","4319","4318","289","287","342","448","413","516","0","0"
"1533","AltarOfSseratus","237","248","496","4276","4294","0","0","288","168","224","377","297","433","0","0"
"1534","AltarOfRhunok","247","304","496","4321","4327","4328","0","431","127","205","503","285","566","0","0"
"1535","AltarOfQuetzLun","261","288","496","4325","0","0","0","607","251","361","742","433","799","0","0"
"1536","AltarOfMamToth","311","317","496","4329","4372","4371","0","575","88","271","701","340","767","0","0"
"1537","AltarOfHarKoa","265","257","496","4322","4324","0","0","533","345","435","618","487","674","0","0"
"1538","ZimTorga","249","258","496","4323","4326","0","0","479","241","358","565","416","625","0","0"
"1539","Zeramas","307","256","496","4310","4312","4311","4481","7","412","473","183","534","241","0","0"
"1540","Voltarus","218","291","496","4314","4468","4315","0","174","191","272","253","333","312","0","0"
"1541","ThrymsEnd","272","268","496","4313","4469","0","0","0","247","353","135","414","203","0","0"
"1542","LightsBreach","321","305","496","4317","4316","4374","0","181","363","490","295","533","346","0","0"
"1543","Kolramas","302","231","496","4299","0","0","0","380","437","494","594","544","649","0","0"
"1544","RiversHeart","468","329","493","4290","0","4302","4304","359","339","387","444","460","518","0","0"
"1545","TheSavageThicket","293","229","493","4376","4368","0","0","396","51","146","433","205","505","0","0"
"1546","TheMosslightPillar","239","313","493","4400","4300","0","0","265","355","468","335","539","386","0","0"
"1547","TheMakersOverlook","233","286","493","4412","0","0","0","705","236","342","782","400","840","0","0"
"1548","TheMakersPerch","249","248","493","4413","0","0","0","172","135","245","271","291","323","0","0"
"1549","TheSuntouchedPillar","455","316","493","4389","4284","0","4391","82","186","317","308","382","358","0","0"
"1550","RainspeakerCanopy","207","235","493","4291","4386","0","0","427","244","322","508","381","568","0","0"
"1551","TheLifebloodPillar","312","369","493","4296","4283","0","0","501","134","367","631","437","689","0","0"
"1552","TheAvalanche","322","265","493","4282","0","0","0","596","92","188","692","275","801","0","0"
"1553","TheGlimmeringPillar","294","327","493","4307","4306","4369","4308","308","34","217","469","269","523","0","0"
"1555","KartaksHold","329","293","493","4287","4288","4483","0","76","375","518","216","575","269","0","0"
"1556","TheStormwrightsShelf","268","288","493","4392","0","0","0","138","58","197","219","252","271","0","0"
"1558","UrsocsDen","328","260","490","4159","4366","0","0","331","32","157","525","224","612","0","0"
"1559","Kamagua","333","265","491","3988","3987","3992","0","99","278","355","212","418","286","0","0"
"1561","Corprethar","308","212","492","4518","4519","4521","4520","342","392","438","447","507","522","0","0"
"1562","Jotunheim","393","474","492","4496","4526","4527","4528","22","122","220","233","303","310","0","0"
"1563","IcecrownCitadel","308","202","492","4522","0","0","0","392","466","519","489","630","596","0","0"
"1564","OnslaughtHarbor","204","268","492","4417","0","0","0","0","167","234","50","340","129","0","0"
"1565","Scourgeholme","245","239","492","4506","4505","0","0","690","267","367","755","439","815","0","0"
"1566","SindragosasFall","300","343","492","4533","0","0","0","626","31","223","688","282","794","0","0"
"1568","TheBrokenFront","283","231","492","4507","4503","4508","0","558","329","390","650","472","737","0","0"
"1570","TheFleshwerks","219","283","492","4531","0","0","0","218","291","410","292","478","372","0","0"
"1571","TheShadowVault","223","399","492","4477","4517","0","0","321","15","115","409","187","480","0","0"
"1572","Aldurthar","373","375","492","4510","4516","4540","0","355","37","161","482","250","577","0","0"
"1573","Valhalas","238","240","492","4524","4492","4497","0","217","50","128","328","196","402","0","0"
"1574","ValleyofEchoes","269","217","492","4504","4501","0","0","715","390","433","767","492","826","0","0"
"1575","Ymirheim","223","207","492","4513","0","0","0","444","276","331","506","423","593","0","0"
"1576","DunNiffelem","309","383","495","4438","4437","4442","0","481","285","368","600","424","688","0","0"
"1577","TempleofLife","182","270","495","4463","4444","4441","0","570","113","278","628","321","669","0","0"
"1579","BrunnhildarVillage","305","298","495","4422","4423","0","0","339","370","419","433","494","526","0","0"
"1580","BorsBreath","322","195","495","4452","4453","0","0","109","375","434","323","487","385","0","0"
"1581","Valkyrion","228","158","495","4424","0","0","0","98","318","380","205","430","276","0","0"
"1582","Ulduar","369","265","495","4445","4543","0","0","218","0","36","330","198","498","0","0"
"1583","Thunderfall","306","484","495","4440","4439","4495","0","627","179","290","691","358","768","0","0"
"1584","TerraceoftheMakers","363","341","495","4446","4464","4429","4465","292","122","251","449","349","561","0","0"
"1585","TempleofStorms","169","164","495","4430","0","0","0","239","301","352","298","424","360","0","0"
"1587","SparksocketMinefield","251","200","495","4458","4419","4418","4459","242","468","538","325","587","379","0","0"
"1588","SnowdriftPlains","205","232","495","4436","0","0","0","162","143","258","250","304","298","0","0"
"1589","Nidavelir","221","200","495","4434","0","0","0","108","206","310","210","361","269","0","0"
"1590","NarvirsCradle","180","239","495","4435","4484","0","0","214","144","242","301","288","345","0","0"
"1591","GarmsBane","184","191","495","4460","4421","4461","0","395","470","518","443","575","502","0","0"
"1592","Frosthold","244","220","495","4428","4490","0","0","134","429","473","273","515","316","0","0"
"1593","EngineoftheMakers","210","179","495","4431","4432","4473","0","316","296","362","378","405","441","0","0"
"1594","TheConflagration","227","210","492","4515","4523","0","0","327","305","338","398","418","477","0","0"
"1596","TheBombardment","248","243","492","4509","4537","0","0","538","181","252","597","338","679","0","0"
"1597","TheAzureFront","416","424","510","4555","0","0","0","0","244","350","207","471","323","0","0"
"1598","TheDecrepitFlow","288","222","510","4552","0","0","0","0","0","49","99","158","223","0","0"
"1599","SunreaversCommand","446","369","510","4558","0","0","0","536","40","277","729","343","811","0","0"
"1600","ForlornWoods","544","668","510","4553","0","0","0","129","0","239","382","331","480","0","0"
"1601","WindrunnersOverlook","558","285","510","4559","0","0","0","444","383","522","710","588","795","0","0"
"1602","VioletStand","264","303","510","4556","0","0","0","0","176","263","94","328","199","0","0"
"1603","TheGreatTree","252","260","510","4549","0","0","0","0","91","197","101","257","161","0","0"
"1604","TheUnboundThicket","502","477","510","4557","0","0","0","500","105","343","582","465","716","0","0"
"1605","","0","0","501","4586","0","0","0","0","0","0","0","0","0","0","0"
"1606","","0","0","501","4582","0","0","0","0","0","0","0","0","0","0","0"
"1607","","0","0","493","4293","0","0","0","0","0","329","409","382","471","0","0"
"1608","","0","0","493","4302","0","0","0","0","0","507","502","573","563","0","0"
"1609","","0","0","493","4283","0","0","0","0","0","264","612","316","717","0","0"
"1610","","0","0","493","4292","0","0","0","0","0","447","538","492","579","0","0"
"1611","","0","0","488","4157","0","0","0","0","0","379","167","425","218","0","0"
"1612","","0","0","488","4183","0","0","0","0","0","416","526","467","578","0","0"
"1613","","0","0","492","4501","0","0","0","0","0","467","823","536","898","0","0"
"1614","","0","0","492","4508","0","0","0","0","0","385","607","446","670","0","0"
"1615","","0","0","490","4244","0","0","0","0","0","132","825","199","894","0","0"
"1616","","0","0","490","4250","0","0","0","0","0","217","768","267","819","0","0"
"1617","","0","0","490","4218","0","0","0","0","0","376","642","416","694","0","0"
"1618","","0","0","490","4209","0","0","0","0","0","231","156","273","207","0","0"
"1619","","0","0","490","4199","0","0","0","0","0","195","243","244","269","0","0"
"1620","","0","0","490","4200","0","0","0","0","0","312","371","354","416","0","0"
"1621","","0","0","486","4120","0","0","0","0","0","123","233","216","301","0","0"
"1622","","0","0","486","4037","0","0","0","0","0","217","750","266","803","0","0"
"1623","","0","0","486","4029","0","0","0","0","0","596","461","644","552","0","0"
"1624","","0","0","486","4130","0","0","0","0","0","392","346","444","383","0","0"
"1625","","0","0","486","4022","0","0","0","0","0","393","441","449","486","0","0"
"1626","","0","0","486","4118","0","0","0","0","0","71","666","130","717","0","0"
"1627","","0","0","496","4372","0","0","0","0","0","202","634","259","689","0","0"
"1628","","0","0","496","4312","0","0","0","0","0","472","126","509","166","0","0"
"1629","","0","0","496","4635","0","0","0","0","0","522","247","634","319","0","0"
"1630","","0","0","491","4052","0","0","0","0","0","165","499","199","534","0","0"
"1631","","0","0","491","4051","0","0","0","0","0","140","593","174","628","0","0"
"1632","","0","0","510","4554","0","0","0","0","0","369","722","446","824","0","0"
"1633","","0","0","491","4052","0","0","0","0","0","162","498","201","538","0","0"
"1634","","0","0","491","4051","0","0","0","0","0","134","591","173","631","0","0"
"1635","","0","0","488","4164","0","0","0","0","0","313","248","351","290","0","0"
"1636","","0","0","490","4203","0","0","0","0","0","313","321","347","355","0","0"
"1637","","0","0","490","4202","0","0","0","0","0","293","254","327","288","0","0"
"1638","ArgentTournamentGround","314","224","492","4658","0","0","0","616","30","110","675","181","804","0","0"
"1639","","0","0","490","4366","0","0","0","0","0","96","485","161","558","0","0"
"1640","","0","0","486","4043","0","0","0","0","0","157","761","209","811","0","0"
"1641","","0","0","541","4769","0","0","0","0","0","54","394","234","603","0","0"
"2426","CirecleofOuterBinding","215","188","16","336","0","0","0","332","273","324","448","364","501","0","0"
"2427","GalensFall","212","305","16","5121","0","0","0","0","144","219","94","268","167","0","0"
"2428","MaelstrasPost","246","361","43","413","0","0","0","188","0","225","250","281","301","0","0"
"2429","OrendilsRetreat","244","251","43","4644","0","0","0","143","0","103","231","162","292","0","0"
"2430","SilverwindRefuge","347","308","43","420","0","0","0","338","335","402","440","481","539","0","0"
"2431","TheShrineofAssenia","306","283","43","416","0","0","0","40","275","343","167","397","263","0","0"
"2432","ThunderPeak","203","310","43","4690","0","0","0","377","121","249","460","373","520","0","0"
"2433","BearsHead","256","224","181","1224","0","0","0","113","141","225","225","274","270","0","0"
"2434","BilgewaterHarbor","587","381","181","4821","0","0","0","395","127","284","533","383","669","0","0"
"2435","BlackmawHold","260","267","181","1216","0","0","0","204","53","194","289","242","351","0","0"
"2436","DarnassianBaseCamp","243","262","181","1220","0","0","0","343","3","139","455","195","530","0","0"
"2437","GallywixPleasurePalace","250","230","181","4824","1233","0","0","70","222","331","170","406","241","0","0"
"2438","OrgimmarRearGate","352","274","181","4745","1237","4744","3137","22","344","506","194","569","295","0","0"
"2439","RuinsofArkkoran","219","193","181","1226","0","0","0","575","121","198","676","245","750","0","0"
"2440","StormCliffs","207","232","181","4827","0","0","0","407","403","0","0","0","0","0","0"
"2441","TheSecretLab","184","213","181","4829","0","0","0","353","396","479","412","529","460","0","0"
"2442","MorshanRampart","261","216","11","1703","0","0","0","258","6","73","339","116","453","0","0"
"2443","TheWailingCaverns","377","325","11","387","0","0","0","152","318","0","0","0","0","0","0"
"2444","NethergardeSupplyCamps","195","199","19","5076","0","0","0","436","0","0","0","0","0","0","0"
"2445","Shattershore","240","270","19","5077","0","0","0","578","91","171","660","277","725","0","0"
"2446","SunveilExcursion","233","266","19","5083","0","0","0","386","374","450","469","497","547","0","0"
"2447","Surwich","199","191","19","5084","0","0","0","333","474","550","410","601","482","0","0"
"2448","TheDarkPortal","370","298","19","72","0","0","0","368","179","307","498","401","593","0","0"
"2449","TheRedReaches","268","354","19","5078","0","0","0","533","268","462","579","582","739","0","0"
"2450","TheTaintedForest","348","357","19","5044","0","0","0","132","311","434","281","533","405","0","0"
"2451","EyeoftheVortex","330","192","42","4695","0","0","0","300","239","332","394","389","465","0","0"
"2452","Lordanel","277","281","42","4659","0","0","0","391","54","103","477","156","550","0","0"
"2453","Nazjvel","244","201","42","5312","0","0","0","207","467","537","295","587","348","0","0"
"2454","RuinsofAuberdine","203","194","42","442","0","0","0","280","182","264","343","327","417","0","0"
"2455","ShatterspearVale","250","241","42","4664","0","0","0","596","16","78","681","155","773","0","0"
"2456","ShatterspearWarcamp","245","147","42","4662","0","0","0","565","0","24","606","72","716","0","0"
"2457","WildbendRiver","314","193","42","454","0","0","0","280","378","0","0","0","0","0","0"
"2458","WitheringThicket","328","250","42","4675","0","0","0","305","118","0","0","0","0","0","0"
"2459","CenarionWildlands","312","285","101","4804","0","0","0","415","156","285","507","346","618","0","0"
"2460","MagramTerritory","289","244","101","4797","0","0","0","613","170","256","697","354","799","0","0"
"2461","RanzjarIsle","161","141","101","2406","0","0","0","210","0","30","245","93","331","0","0"
"2462","ShokThokar","309","349","101","604","0","0","0","589","319","460","658","540","757","0","0"
"2463","SlitherbladeShore","338","342","101","4796","4803","0","0","208","24","159","259","238","342","0","0"
"2464","ThargadsCamp","212","186","101","4798","0","0","0","275","376","444","331","490","401","0","0"
"2465","ColdridgeValley","398","302","27","132","0","0","0","100","366","475","298","537","396","0","0"
"2466","FrostmaneFront","226","335","27","5097","804","0","0","469","256","0","0","0","0","0","0"
