Id,Unknown0,Unknown1,Unknown2,Unknown3_0,Unknown3_1,Unknown3_2,Unknown4_0,Unknown4_1,Unknown4_2,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown14,Unknown15
"662","0","300","516","0","0","0","0","0","0","663","3407","0","0","750","13","17","34","3011","0"
"663","0","300","516","0","0","0","0","0","0","664","3648","0","0","750","38","-1","19","0","0"
"664","0","300","516","0","0","0","0","0","0","665","503","0","0","750","38","-1","19","0","0"
"665","0","300","516","0","0","0","0","0","0","666","1603","0","0","750","241","-1","34","3013","0"
"666","0","300","516","0","0","0","0","0","0","667","3611","0","0","750","362","-1","34","0","0"
"667","0","300","516","0","0","0","0","0","0","668","4117","0","0","750","521","-1","34","0","0"
"668","0","500","516","0","0","0","0","0","0","669","4586","0","0","750","1301","-1","19","0","0"
"669","100","300","516","0","0","0","0","0","0","670","4706","0","0","750","224","21","19","14332","0"
"670","0","300","516","0","0","0","0","0","0","671","4851","0","0","750","1161","-1","34","3011","0"
"671","0","300","516","0","0","0","0","0","0","672","4116","0","0","750","13","34","34","0","0"
"672","0","300","516","0","0","0","0","0","0","673","3739","0","0","750","13","-1","34","12119","0"
"673","0","300","516","0","0","0","0","0","0","674","3911","0","0","750","542","34","19","0","0"
"674","0","300","532","0","0","0","0","0","0","675","3562","0","0","750","0","-1","34","0","0"
"675","100","300","516","0","0","0","0","0","0","676","503","0","0","750","13","-1","34","3011","0"
"676","0","300","516","0","0","0","0","0","0","677","8905","0","0","750","0","-1","34","11649","0"
"677","0","300","516","0","0","0","0","0","0","678","9567","0","0","750","361","-1","34","7140","0"
"678","0","300","516","0","0","0","0","0","0","679","258","0","0","750","13","-1","19","0","0"
"679","0","300","516","0","0","0","0","0","0","680","258","0","0","750","13","-1","19","0","0"
"680","0","300","516","0","0","0","0","0","0","681","3088","0","0","750","20","34","34","14336","0"
"681","0","300","516","0","0","0","0","0","0","682","3333","0","0","750","13","19","19","0","0"
"682","0","300","516","0","0","0","0","0","0","683","503","0","0","750","0","-1","34","0","0"
"683","0","300","516","0","0","0","0","0","0","684","2262","0","0","750","0","-1","19","0","0"
"684","0","300","516","0","0","0","0","0","0","685","5474","0","0","750","1001","34","19","0","0"
"685","0","300","516","0","0","0","0","0","0","686","503","0","0","750","13","-1","20","3011","0"
"686","0","300","516","0","0","0","0","0","0","687","5918","0","0","750","0","-1","19","0","0"
"687","0","300","516","0","0","0","0","0","0","688","6040","0","0","750","2024","-1","34","0","0"
"688","0","300","516","0","0","0","0","0","0","689","4415","0","0","750","2843","-1","34","3015","0"
"689","0","300","516","0","0","0","0","0","0","690","3357","0","0","750","2844","-1","34","3015","0"
"690","0","300","516","0","0","0","0","0","0","691","3415","0","0","750","38","-1","20","0","0"
"691","0","300","516","0","0","0","0","0","0","692","417","0","0","750","521","-1","19","0","0"
"692","0","300","516","0","0","0","0","0","0","693","3789","0","0","750","361","-1","19","0","0"
"693","0","300","516","0","0","0","0","0","0","694","2583","0","0","750","981","34","34","0","0"
"694","0","300","516","0","0","0","0","0","0","695","3867","0","0","750","981","34","34","0","0"
"695","0","300","516","0","0","0","0","0","0","696","1782","0","0","750","901","21","19","0","0"
"696","0","300","516","0","0","0","0","0","0","697","2002","0","0","750","0","-1","34","0","0"
"697","0","300","516","0","0","0","0","0","0","698","3532","0","0","750","0","-1","20","0","0"
"698","0","300","516","0","0","0","0","0","0","699","157","0","0","750","0","-1","34","3087","0"
"699","0","300","516","0","0","0","0","0","0","700","2992","0","0","750","0","34","34","0","0"
"700","0","300","516","0","0","0","0","0","0","701","3941","0","0","750","0","-1","34","12348","0"
"701","0","300","516","0","0","0","0","0","0","702","3977","0","0","750","13","-1","34","0","0"
"702","0","300","516","0","0","0","0","0","0","703","3588","0","0","750","0","-1","34","3012","0"
"703","0","300","516","0","0","0","0","0","0","704","4883","0","0","750","0","-1","34","0","0"
"704","0","300","516","0","0","0","0","0","0","705","4527","0","0","750","0","17","34","0","0"
"705","0","300","516","0","0","0","0","0","0","706","3006","0","0","750","81","-1","34","0","0"
"706","100","300","516","0","0","0","0","0","0","707","1345","0","0","750","542","34","34","3011","0"
"707","0","300","516","0","0","0","0","0","0","708","4907","0","0","750","0","19","34","14342","0"
"708","0","300","516","0","0","0","0","0","0","709","4469","0","0","750","2224","40","19","0","0"
"709","0","300","516","0","0","0","0","0","0","710","3415","0","0","750","38","-1","19","7140","0"
"710","0","300","516","0","0","0","0","0","0","711","3571","0","0","750","681","34","34","0","0"
"711","0","300","516","0","0","0","0","0","0","712","2962","0","0","750","0","-1","17","3318","0"
"712","0","300","516","0","0","0","0","0","0","713","3220","0","0","750","0","-1","34","3011","0"
"713","0","300","516","0","0","0","0","0","0","714","258","0","0","750","0","-1","19","0","0"
"714","0","300","516","0","0","0","0","0","0","715","3422","0","0","750","38","-1","19","3011","0"
"715","0","300","516","0","0","0","0","0","0","716","3692","0","0","750","341","-1","19","0","0"
"716","0","300","516","0","0","0","0","0","0","717","2122","0","0","750","1381","19","34","0","0"
"717","0","300","516","0","0","0","0","0","0","718","3400","0","0","750","0","-1","21","0","0"
"718","0","300","516","0","0","0","0","0","0","719","3730","0","0","750","13","-1","19","3011","0"
"719","0","300","516","0","0","0","0","0","0","720","3493","0","0","750","0","-1","34","3015","0"
"720","0","300","516","0","0","0","0","0","0","721","3032","0","0","750","881","22","19","7140","0"
"721","0","300","516","0","0","0","0","0","0","722","322","0","0","750","0","34","34","0","0"
"722","0","300","518","0","0","0","0","0","0","723","3822","0","0","750","225","-1","34","4222","0"
"723","0","300","516","0","0","0","0","0","0","724","5600","0","0","750","0","-1","34","0","0"
"724","0","300","516","0","0","0","0","0","0","725","2042","0","0","750","0","-1","34","3012","0"
"725","0","300","518","0","0","0","0","0","0","726","8907","0","0","750","0","-1","34","3318","0"
"726","0","300","516","0","0","0","0","0","0","727","228","0","0","750","1462","-1","20","0","0"
"727","0","300","516","0","0","0","0","0","0","728","4894","0","0","750","701","17","34","0","0"
"728","0","300","516","0","0","0","0","0","0","729","3366","0","0","750","38","-1","19","0","0"
"729","0","300","516","0","0","0","0","0","0","730","1962","0","0","750","0","-1","20","0","0"
"730","0","300","516","0","0","0","0","0","0","731","4014","0","0","750","13","23","17","0","0"
"731","0","300","516","0","0","0","0","0","0","732","3088","0","0","750","1321","19","19","0","0"
"732","0","300","516","0","0","0","0","0","0","733","4148","0","0","750","1322","19","19","0","0"
"733","0","300","516","0","0","0","0","0","0","734","3435","0","0","750","581","21","34","0","0"
"734","0","300","516","0","0","0","0","0","0","735","675","0","0","750","0","-1","34","0","0"
"735","0","300","516","0","0","0","0","0","0","736","675","0","0","750","0","17","34","3015","0"
"736","0","300","516","0","0","0","0","0","0","737","694","0","0","750","0","-1","34","0","0"
"737","0","300","516","0","0","0","0","0","0","738","523","0","0","750","0","-1","34","0","0"
"738","100","300","516","0","0","0","0","0","0","739","322","0","0","750","0","21","34","3011","0"
"739","0","300","516","0","0","0","0","0","0","740","3049","0","0","750","561","19","20","0","0"
"740","0","300","516","0","0","0","0","0","0","741","2042","0","0","750","122","34","34","0","0"
"741","0","300","517","0","0","0","0","0","0","742","4837","0","0","750","1664","-1","34","0","0"
"742","100","300","516","0","0","0","0","0","0","743","4116","0","0","750","0","-1","19","3011","0"
"743","0","300","516","0","0","0","0","0","0","744","4764","0","0","750","341","-1","19","0","0"
"744","0","300","517","0","0","0","0","0","0","745","3583","0","0","750","0","-1","34","10910","0"
"745","0","300","516","0","0","0","0","0","0","746","3074","0","0","750","0","-1","34","3256","0"
"746","0","300","516","0","0","0","0","0","0","747","3793","0","0","750","1522","17","34","0","0"
"747","0","300","517","0","0","0","0","0","0","748","3088","0","0","750","121","-1","34","0","0"
"748","100","300","516","0","0","0","0","0","0","749","365","0","0","750","224","22","19","3011","0"
"749","0","300","516","0","0","0","0","0","0","750","3088","0","0","750","0","15","34","0","0"
"750","0","300","516","0","0","0","0","0","0","751","3134","0","0","750","0","-1","34","3258","0"
"751","0","300","516","0","0","0","0","0","0","752","7948","0","0","750","0","-1","34","3011","0"
"752","0","300","516","0","0","0","0","0","0","753","8905","0","0","750","23","-1","20","0","0"
"753","100","300","516","0","0","0","0","0","0","754","365","0","0","750","13","-1","34","3011","0"
"754","0","300","516","0","0","0","0","0","0","755","3429","0","0","750","20","19","34","0","0"
"755","0","300","516","0","0","0","0","0","0","756","4727","0","0","750","1422","22","34","0","0"
"756","0","300","516","0","0","0","0","0","0","757","3026","0","0","750","0","21","34","3087","0"
"757","0","300","516","0","0","0","0","0","0","758","3408","0","0","750","40","19","34","0","0"
"758","0","300","516","0","0","0","0","0","0","759","3385","0","0","750","362","-1","34","0","0"
"759","0","300","516","0","0","0","0","0","0","760","363","0","0","750","13","-1","34","0","0"
"760","0","300","516","0","0","0","0","0","0","761","3972","0","0","750","0","17","34","0","0"
"761","0","300","516","0","0","0","0","0","0","762","3767","0","0","750","0","17","34","12354","0"
"762","0","300","516","0","0","0","0","0","0","763","3408","0","0","750","0","19","34","5056","0"
"763","0","300","516","0","0","0","0","0","0","764","258","0","0","750","13","-1","34","7140","0"
"764","100","300","516","0","0","0","0","0","0","765","4707","0","0","750","0","21","34","3011","0"
"765","0","300","516","0","0","0","0","0","0","766","1344","0","0","750","0","-1","34","3013","0"
"766","0","300","516","0","0","0","0","0","0","767","5210","0","0","50","13","34","34","0","0"
"767","0","300","516","0","0","0","0","0","0","768","5218","0","0","750","0","-1","34","3087","0"
"768","0","300","517","0","0","0","0","0","0","769","3541","0","0","750","0","-1","34","0","0"
"769","0","300","516","0","0","0","0","0","0","770","8908","0","0","750","0","-1","34","0","0"
"770","100","300","516","0","0","0","0","0","0","771","365","0","0","750","0","-1","34","3011","0"
"771","0","300","516","0","0","0","0","0","0","772","3686","0","0","750","501","-1","34","12334","0"
"772","0","300","516","0","0","0","0","0","0","773","4124","0","0","750","501","-1","34","0","0"
"773","0","300","516","0","0","0","0","0","0","774","1179","0","0","750","0","19","34","3011","0"
"774","0","300","516","0","0","0","0","0","0","775","4216","0","0","750","1281","21","34","0","0"
"775","100","300","532","0","0","0","0","0","0","776","4705","0","0","750","0","22","19","3011","0"
"776","0","300","516","0","0","0","0","0","0","777","157","0","0","750","224","-1","34","3087","0"
"777","0","300","516","0","0","0","0","0","0","778","157","0","0","750","224","-1","34","3087","0"
"778","100","300","516","0","0","0","0","0","0","779","8905","0","0","750","38","-1","34","11649","0"
"779","0","300","516","0","0","0","0","0","0","780","4114","0","0","750","13","-1","34","0","0"
"780","100","300","516","0","0","0","0","0","0","781","4627","0","0","750","521","22","19","3011","0"
"781","100","300","516","0","0","0","0","0","0","782","4636","0","0","750","1421","20","34","3011","0"
"782","0","300","516","0","0","0","0","0","0","783","4427","0","0","750","881","-1","34","3013","0"
"783","0","300","516","0","0","0","0","0","0","784","3772","0","0","750","0","-1","34","3256","0"
"784","100","300","516","0","0","0","0","0","0","785","3729","0","0","750","0","-1","34","3011","0"
"785","0","300","516","0","0","0","0","0","0","786","4707","0","0","750","501","22","34","0","0"
"786","0","300","516","0","0","0","0","0","0","787","3032","0","0","750","38","-1","19","0","0"
"787","100","300","516","0","0","0","0","0","0","788","8909","0","0","750","23","-1","34","3011","0"
"788","0","300","516","0","0","0","0","0","0","789","3833","0","0","750","362","-1","34","0","0"
"789","0","300","512","-1","0","0","1.5","0","0","790","4534","0","0","750","0","1","1","0","0"
"790","0","300","516","0","0","0","0","0","0","791","3997","0","0","750","361","-1","34","0","0"
"791","0","300","516","0","0","0","0","0","0","792","1962","0","0","750","1141","-1","34","0","0"
"792","0","300","516","0","0","0","0","0","0","793","3849","0","0","750","13","-1","19","10939","0"
"793","0","300","516","0","0","0","0","0","0","794","3772","0","0","750","0","-1","34","12348","0"
"794","0","300","516","0","0","0","0","0","0","795","3882","0","0","750","0","-1","34","3013","0"
"795","0","300","516","0","0","0","0","0","0","796","3896","0","0","750","0","-1","34","3013","0"
"796","0","300","517","0","0","0","0","0","0","797","1342","0","0","750","261","-1","34","0","0"
"797","0","300","516","0","0","0","0","0","0","798","1782","0","0","750","341","-1","34","5057","0"
"798","0","300","516","0","0","0","0","0","0","799","1179","0","0","750","0","-1","19","0","0"
"799","0","300","516","0","0","0","0","0","0","800","4705","0","0","750","0","17","34","0","0"
"800","0","300","516","0","0","0","0","0","0","801","4960","0","0","750","501","19","19","0","0"
"801","0","300","516","0","0","0","0","0","0","802","4907","0","0","750","0","20","19","14342","0"
"802","0","300","516","0","0","0","0","0","0","803","393","0","0","750","13","-1","34","0","0"
"803","0","300","516","0","0","0","0","0","0","804","675","0","0","750","0","17","34","0","0"
"804","0","300","525","0","0","0","0","0","0","805","4965","0","0","750","0","-1","19","12986","0"
"805","0","300","516","0","0","0","0","0","0","806","4966","0","0","750","224","-1","19","0","0"
"806","0","300","516","0","0","0","0","0","0","807","4152","0","0","750","0","21","34","0","0"
"807","100","300","516","0","0","0","0","0","0","808","8905","0","0","750","23","-1","34","7140","0"
"808","0","300","516","0","0","0","0","0","0","809","6619","0","0","750","0","-1","19","0","0"
"809","0","300","516","0","0","0","0","0","0","810","6644","0","0","750","38","-1","20","0","0"
"810","0","300","516","0","0","0","0","0","0","811","6644","0","0","750","38","-1","20","0","0"
"811","0","300","516","0","0","0","0","0","0","812","7366","0","0","750","2871","-1","34","0","0"
"812","0","300","516","-2","0","0.75","0","0","0","813","5967","0","0","750","224","34","34","3134","0"
"813","0","300","516","0","0","0","0","0","0","814","157","0","0","750","0","-1","34","3087","0"
"814","0","300","516","0","0","0","0","0","0","815","256","0","0","750","13","-1","34","0","0"
"815","0","300","516","0","0","0","0","0","0","816","3990","0","0","750","0","19","19","0","0"
"816","0","300","516","0","0","0","0","0","0","817","3149","0","0","750","13","-1","19","0","0"
"817","0","300","516","0","0","0","0","0","0","818","225","0","0","750","0","17","20","0","0"
"818","0","300","516","0","0","0","0","0","0","819","259","0","0","750","0","-1","34","3013","0"
"819","0","300","516","0","0","0","0","0","0","820","675","0","0","750","0","-1","34","3134","0"
"820","0","300","516","0","0","0","0","0","0","821","2980","0","0","750","13","17","34","0","0"
"821","0","300","516","0","0","0","0","0","0","822","618","0","0","750","0","-1","34","0","0"
"822","100","300","516","0","0","0","0","0","0","823","8909","0","0","750","13","-1","34","3011","0"
"823","0","300","516","0","0","0","0","0","0","824","675","0","0","750","38","34","19","0","0"
"824","0","300","516","0","0","0","0","0","0","825","3399","0","0","750","0","19","19","3336","0"
"825","0","300","516","0","0","0","0","0","0","826","3354","0","0","750","0","-1","20","0","0"
"826","0","300","516","0","0","0","0","0","0","827","675","0","0","750","224","17","19","0","0"
"827","0","300","516","0","0","0","0","0","0","828","4807","0","0","750","0","21","34","3013","0"
"828","0","300","516","0","0","0","0","0","0","829","3649","0","0","750","341","-1","17","3011","0"
"829","100","300","516","0","0","0","0","0","0","830","3927","0","0","750","521","22","19","3011","0"
"830","0","300","516","0","0","0","0","0","0","831","3564","0","0","750","0","23","19","0","0"
"831","0","300","516","0","0","0","0","0","0","832","4247","0","0","750","0","-1","34","0","0"
"832","0","300","516","0","0","0","0","0","0","833","618","0","0","750","0","-1","17","0","0"
"833","100","300","516","0","0","0","0","0","0","834","4469","0","0","750","0","-1","34","3011","0"
"834","0","300","516","0","0","0","0","0","0","835","675","0","0","750","0","-1","34","0","0"
"835","0","300","516","0","0","0","0","0","0","836","3648","0","0","750","441","-1","34","3011","0"
"836","0","300","524","0","0","0","0","0","0","837","3107","0","0","750","0","-1","19","0","0"
"837","0","300","516","0","0","0","0","0","0","838","1179","0","0","750","0","-1","19","0","0"
"838","0","300","516","0","0","0","0","0","0","839","523","0","0","750","501","-1","34","0","0"
"839","100","300","516","0","0","0","0","0","0","840","3490","0","0","750","501","-1","34","3011","0"
"840","0","300","516","0","0","0","0","0","0","841","2662","0","0","750","224","-1","20","12148","0"
"841","100","300","516","0","0","0","0","0","0","842","3390","0","0","750","13","-1","34","4222","0"
"842","0","300","516","0","0","0","0","0","0","843","1863","0","0","750","0","-1","19","0","0"
"843","100","300","516","0","0","0","0","0","0","844","8905","0","0","750","521","22","34","3011","0"
"844","0","300","516","0","0","0","0","0","0","845","258","0","0","750","0","-1","34","0","0"
"845","0","300","516","0","0","0","0","0","0","846","258","0","0","750","0","-1","17","0","0"
"846","0","300","516","0","0","0","0","0","0","847","1345","0","0","750","1201","34","19","0","0"
"847","0","300","516","0","0","0","0","0","0","848","4564","0","0","750","0","-1","34","4222","0"
"848","250","100","525","0","0","0","0","0","0","849","854","0","0","50","13","-1","19","0","0"
"849","0","300","516","0","0","0","0","0","0","850","3587","0","0","750","0","-1","19","0","0"
"850","0","300","516","0","0","0","0","0","0","851","3713","0","0","750","541","-1","34","11973","0"
"851","0","300","516","0","0","0","0","0","0","852","523","0","0","750","224","-1","34","3011","0"
"852","100","300","516","0","0","0","0","0","0","853","8905","0","0","750","23","-1","34","3011","0"
"853","0","300","516","0","0","0","0","0","0","854","8905","0","0","750","1684","17","20","0","0"
"854","0","300","516","0","0","0","0","0","0","855","4646","0","0","750","0","-1","20","0","0"
"855","0","300","516","0","0","0","0","0","0","856","528","0","0","750","0","-1","34","3011","0"
"856","0","300","516","0","0","0","0","0","0","857","3678","0","0","750","13","-1","19","0","0"
"857","0","200","517","0","0","0","0","0","0","858","3376","0","0","500","0","-1","34","0","0"
"858","0","300","516","0","0","0","0","0","0","859","3859","0","0","750","13","-1","34","0","0"
"859","0","300","516","0","0","0","0","0","0","860","5546","0","0","750","542","-1","34","0","0"
"860","0","300","516","0","0","0","0","0","0","861","5543","0","0","750","542","-1","34","0","0"
"861","0","300","516","0","0","10","0","0","0","862","5731","0","0","750","0","-1","34","0","0"
"862","0","300","516","0","0","0","0","0","0","863","2865","0","0","750","0","-1","34","3087","0"
"863","100","300","516","0","0","0","0","0","0","864","8906","0","0","750","201","-1","34","3011","0"
"864","0","300","516","0","0","0","0","0","0","865","2865","0","0","750","13","-1","34","3087","0"
"865","0","300","516","0","0","0","0","0","0","866","694","0","0","750","224","-1","34","0","0"
"866","0","300","516","0","0","0","0","0","0","867","4782","0","0","750","224","34","34","15582","0"
"867","250","300","517","0","0","0","0","0","0","868","5027","0","0","750","23","19","19","0","0"
"868","0","300","516","0","0","0","0","0","0","869","3074","0","0","750","0","-1","34","0","0"
"869","0","300","516","0","0","0","0","0","0","870","5070","0","0","750","0","-1","34","0","0"
"870","0","300","516","0","0","0","0","0","0","871","8907","0","0","750","1401","-1","34","0","0"
"871","0","300","516","0","0","0","0","0","0","872","3407","0","0","750","0","-1","19","3011","0"
"872","0","300","516","0","0","0","0","0","0","873","2970","0","0","750","0","17","34","0","0"
"873","0","300","516","0","0","0","0","0","0","874","675","0","0","750","0","-1","34","3134","0"
"874","0","300","516","0","0","0","0","0","0","875","188","0","0","750","0","-1","34","1454","0"
"875","100","300","516","0","0","0","0","0","0","876","3934","0","0","750","0","22","34","3011","0"
"876","0","300","516","0","0","0","0","0","0","877","258","0","0","750","542","19","19","0","0"
"877","0","300","516","0","0","0","0","0","0","878","157","0","0","750","0","22","34","0","0"
"878","0","300","516","0","0","0","0","0","0","879","3649","0","0","750","38","-1","17","3011","0"
"879","0","300","516","0","0","0","0","0","0","880","3532","0","0","750","542","-1","19","0","0"
"880","0","300","516","0","0","0","0","0","0","881","3330","0","0","750","541","-1","34","0","0"
"881","0","300","516","0","0","0","0","0","0","882","3661","0","0","750","542","-1","19","0","0"
"882","0","300","516","0","0","0","0","0","0","883","4483","0","0","750","361","-1","34","0","0"
"883","0","300","513","0","0","0","0","0","0","884","3584","0","0","750","261","-1","34","0","0"
"884","0","300","516","0","0","0","0","0","0","885","4279","0","0","750","225","-1","20","0","0"
"885","0","300","516","0","0","0","0","0","0","886","4453","0","0","750","621","-1","34","0","0"
"886","0","300","516","0","0","0","0","0","0","887","4030","0","0","750","1242","-1","34","0","0"
"887","0","300","516","0","0","0","0","0","0","888","3612","0","0","750","621","-1","34","0","0"
"888","0","300","516","0","0","0","0","0","0","889","4458","0","0","750","1541","-1","34","0","0"
"889","0","300","516","0","0","0","0","0","0","890","4030","0","0","750","362","-1","34","0","0"
"890","0","300","516","0","0","0","0","0","0","891","4459","0","0","750","1542","-1","34","0","0"
"891","0","300","516","0","0","0","0","0","0","892","4118","0","0","750","13","-1","34","3011","0"
"892","0","300","516","0","0","0","0","0","0","893","2662","0","0","750","501","-1","34","0","0"
"893","0","300","525","0","0","0","0","0","0","894","227","0","0","750","0","-1","34","0","0"
"894","0","300","525","0","0","0","0","0","0","895","1884","0","0","750","0","-1","34","0","0"
"895","0","300","525","0","0","0","0","0","0","896","854","0","0","750","0","-1","34","0","0"
"896","0","300","516","0","0","0","0","0","0","897","2002","0","0","750","0","-1","34","0","0"
"897","0","300","516","0","0","0","0","0","0","898","2002","0","0","750","0","-1","34","0","0"
"898","0","300","516","0","0","0","0","0","0","899","2002","0","0","750","0","-1","34","0","0"
"899","0","300","516","0","0","0","0","0","0","900","157","0","0","750","0","-1","34","3087","0"
"900","0","300","516","0","0","0","0","0","0","901","8908","0","0","750","501","-1","34","4222","0"
"901","0","300","516","0","0","0","0","0","0","902","8908","0","0","750","501","-1","34","4222","0"
"902","0","300","516","0","0","0","0","0","0","903","1884","0","0","750","13","34","34","0","0"
"903","0","300","516","0","0","0","0","0","0","904","4831","0","0","750","1724","-1","34","0","0"
"904","0","300","516","0","0","0","0","0","0","905","4825","0","0","750","701","-1","34","0","0"
"905","100","300","516","0","0","0","0","0","-2","906","6041","0","0","750","2857","-1","19","3011","0"
"906","100","300","516","0","0","0","0","0","-2","907","7490","0","0","750","341","-1","19","3013","0"
"907","0","300","516","0","0","0","0","0","0","908","5011","0","0","750","125","-1","34","7140","0"
"908","0","300","516","0","0","0","0","0","0","909","5203","0","0","750","13","-1","34","3014","0"
"909","0","300","516","0","0","0","0","0","0","910","23234","0","0","750","0","34","34","0","0"
"910","0","300","516","0","0","0","0","0","0","911","854","0","0","750","0","-1","34","72929","0"
"911","1500","300","517","0","0","0","0","0","0","912","3088","0","0","500","0","-1","34","34914","0"
"912","0","300","516","0","0","0","0","0","0","913","151","0","0","750","0","-1","34","3015","0"
"913","0","300","516","0","0","0","0","0","0","914","3001","0","0","750","0","-1","20","0","0"
"914","0","300","516","0","0","0","0","0","0","915","3136","0","0","750","0","-1","34","3011","0"
"915","0","300","516","0","0","0","0","0","0","916","227","0","0","750","0","-1","34","0","0"
"916","0","300","516","0","0","0","0","0","0","917","259","0","0","750","0","-2","34","3013","0"
"917","0","300","516","0","0","0","0","0","0","918","4202","0","0","750","0","-1","34","0","0"
"918","0","300","516","0","0","0","0","0","0","919","1179","0","0","750","13","-1","34","3011","0"
"919","0","300","516","0","0","0","0","0","0","920","3410","0","0","750","81","19","20","8474","0"
"920","0","300","516","0","0","0","0","0","0","921","1179","0","0","750","0","-1","34","3011","0"
"921","0","300","516","0","0","0","0","0","0","922","5355","0","0","750","441","-1","34","0","0"
"922","0","300","516","0","0","0","0","0","0","923","3134","0","0","750","0","17","34","0","0"
"923","0","300","516","0","0","0","0","0","0","924","1345","0","0","750","13","17","19","0","0"
"924","0","300","516","0","0","0","0","0","0","925","2972","0","0","750","0","17","34","3015","0"
"925","0","300","516","0","0","0","0","0","0","926","157","0","0","750","0","-1","34","3087","0"
"926","0","300","516","0","0","0","0","0","0","927","854","0","0","750","384","-1","34","0","0"
"927","0","300","516","0","0","0","0","0","0","928","5537","0","0","750","23","-1","17","0","0"
"928","0","300","516","0","0","0","0","0","0","929","8576","0","0","750","123","21","34","3013","0"
"929","0","300","516","0","0","0","0","0","0","930","528","0","0","750","0","-1","34","3013","0"
"930","0","300","516","0","0","0","0","0","0","931","363","0","0","750","13","-1","34","0","0"
"931","0","300","516","0","0","0","0","0","0","932","8162","0","0","750","13","-1","19","0","0"
"932","0","300","516","0","0","0","0","0","0","933","5068","0","0","750","13","-1","19","0","0"
"933","0","300","516","0","0","0","0","0","0","934","4550","0","0","750","881","22","17","3014","0"
"934","0","300","516","0","0","0","0","0","0","935","4705","0","0","750","0","17","34","0","0"
"935","0","300","516","0","0","0","0","0","0","936","1179","0","0","750","0","-1","34","3011","0"
"936","0","300","516","0","0","0","0","0","0","937","2042","0","0","750","0","-1","34","0","0"
"937","0","300","516","0","0","0","0","0","0","938","5209","0","0","750","13","34","34","0","0"
"938","0","300","516","0","0","0","0","0","0","939","188","0","0","750","1301","21","19","0","0"
"939","0","300","516","0","0","0","0","0","0","940","3851","0","0","750","13","-1","19","2559","0"
"940","0","300","516","0","0","0","0","0","0","941","4193","0","0","750","501","-1","34","0","0"
"941","100","300","516","0","0","0","0","0","0","942","365","0","0","750","0","-1","34","3011","0"
"942","0","300","516","0","0","0","0","0","0","943","1345","0","0","750","13","17","19","0","0"
"943","0","300","517","0","0","0","0","0","0","944","5027","0","0","1000","23","-1","34","0","0"
"944","100","300","516","0","0","0","0","0","0","945","8907","0","0","750","224","22","34","3011","0"
"945","0","300","516","0","0","0","0","0","0","946","3088","0","0","750","20","34","34","14336","0"
"946","0","300","516","0","0","0","0","0","0","947","2962","0","0","750","24","16","17","3318","0"
"947","0","300","516","0","0","0","0","0","0","948","3791","0","0","750","125","-1","34","0","0"
"948","0","300","516","0","0","0","0","0","0","949","1782","0","0","750","943","21","19","0","0"
"949","0","300","516","0","0","0","0","0","0","950","3845","0","0","750","0","34","34","0","0"
"950","0","300","516","0","0","0","0","0","0","951","503","0","0","750","0","-1","34","3011","0"
"951","0","300","516","0","0","0","0","0","0","952","503","0","0","750","0","-1","34","3011","0"
"952","0","300","516","0","0","0","0","0","0","953","503","0","0","750","383","-1","34","0","0"
"953","0","300","516","0","0","0","0","0","0","954","362","0","0","750","382","-1","34","0","0"
"954","0","300","516","0","0","0","0","0","0","955","363","0","0","750","386","-1","34","0","0"
"955","0","300","516","0","0","0","0","0","0","956","503","0","0","750","385","-1","34","0","0"
"956","100","300","532","0","0","0","0","0","0","957","363","0","0","750","0","-1","19","3011","0"
"957","0","300","516","0","0","0","0","0","0","958","3247","0","0","750","0","-1","34","0","0"
"958","0","300","516","0","0","0","0","0","0","959","17","0","0","750","0","-1","34","0","0"
"959","0","300","516","0","0","0","0","0","0","960","3983","0","0","750","0","17","34","3012","0"
"960","0","300","516","0","0","0","0","0","0","961","3217","0","0","750","0","-1","34","3011","0"
"961","0","300","516","0","0","0","0","0","0","962","1884","0","0","750","224","-1","34","3087","0"
"962","500","600","520","0","0","0","0","0","0","963","3937","0","0","995","1183","19","19","0","0"
"963","0","300","516","0","0","0","0","0","0","964","417","0","0","750","1161","-1","34","0","0"
"964","0","300","516","0","0","0","0","0","0","965","3705","0","0","750","0","-1","34","0","0"
"965","0","300","516","0","0","0","0","0","0","966","4178","0","0","750","224","-1","34","0","0"
"966","0","300","516","0","0","0","0","0","0","967","4746","0","0","750","501","22","34","0","0"
"967","0","300","516","0","0","0","0","0","0","968","3354","0","0","750","1201","34","19","0","0"
"968","0","300","516","0","0","0","0","0","0","969","228","0","0","750","40","17","19","0","0"
"969","0","300","516","0","0","0","0","0","0","970","3455","0","0","750","182","19","19","0","0"
"970","0","300","516","0","0","0","0","0","0","971","0","0","0","750","0","17","34","0","0"
"971","0","300","512","0","0","0","0","0","0","972","3746","0","0","750","13","22","34","0","0"
"972","0","300","516","0","0","0","0","0","0","973","3294","0","0","750","13","17","34","1436","0"
"973","0","300","516","0","0","0","0","0","0","974","1344","0","0","750","0","-1","34","3013","0"
"974","0","300","516","0","0","0","0","0","0","975","618","0","0","750","0","-1","34","0","0"
"975","100","300","516","0","0","0","0","0","0","976","188","0","0","750","0","-1","19","3011","0"
"976","0","300","516","0","0","0","0","0","0","977","3428","0","0","750","1541","-1","34","0","0"
